.HEADER
..NAMES
Time,V U3.F8
.DATA
4.54796e-008,1.2568
4.55220e-008,1.2585
4.55645e-008,1.2589
4.56069e-008,1.2584
4.56493e-008,1.2578
4.56917e-008,1.2574
4.57342e-008,1.2570
4.57766e-008,1.2572
4.58190e-008,1.2576
4.58614e-008,1.2577
4.59038e-008,1.2581
4.59463e-008,1.2580
4.59887e-008,1.2576
4.60311e-008,1.2577
4.60735e-008,1.2579
4.61160e-008,1.2578
4.61584e-008,1.2412
4.62008e-008,1.1263
4.62433e-008,0.9565
4.62857e-008,0.8091
4.63281e-008,0.6330
4.63705e-008,0.4886
4.64129e-008,0.3817
4.64554e-008,0.3091
4.64978e-008,0.2600
4.65402e-008,0.2301
4.65826e-008,0.2306
4.66251e-008,0.2331
4.66675e-008,0.2313
4.67099e-008,0.2304
4.67524e-008,0.2266
4.67948e-008,0.2189
4.68372e-008,0.2110
4.68796e-008,0.2073
4.69221e-008,0.2060
4.69645e-008,0.2085
4.70069e-008,0.2083
4.70493e-008,0.1941
4.70917e-008,0.1957
4.71342e-008,0.2863
4.71766e-008,0.4425
4.72190e-008,0.6044
4.72615e-008,0.7957
4.73039e-008,0.9419
4.73463e-008,1.0590
4.73887e-008,1.1426
4.74312e-008,1.2030
4.74736e-008,1.2383
4.75160e-008,1.2408
4.75584e-008,1.2400
4.76008e-008,1.2396
4.76433e-008,1.2405
4.76857e-008,1.2474
4.77281e-008,1.2567
4.77705e-008,1.2664
4.78130e-008,1.2718
4.78554e-008,1.2736
4.78978e-008,1.2694
4.79403e-008,1.2686
4.79827e-008,1.2809
4.80251e-008,1.2867
4.80675e-008,1.2848
4.81099e-008,1.2816
4.81524e-008,1.2725
4.81948e-008,1.2643
4.82372e-008,1.2590
4.82796e-008,1.2570
4.83221e-008,1.2537
4.83645e-008,1.2478
4.84069e-008,1.2490
4.84494e-008,1.2527
4.84918e-008,1.2557
4.85342e-008,1.2584
4.85766e-008,1.2596
4.86191e-008,1.2593
4.86615e-008,1.2576
4.87039e-008,1.2565
4.87463e-008,1.2554
4.87887e-008,1.2561
4.88312e-008,1.2583
4.88736e-008,1.2576
4.89160e-008,1.2562
4.89585e-008,1.2493
4.90009e-008,1.1714
4.90433e-008,1.0028
4.90857e-008,0.8584
4.91282e-008,0.6871
4.91706e-008,0.5275
4.92130e-008,0.4094
4.92554e-008,0.3285
4.92978e-008,0.2746
4.93403e-008,0.2372
4.93827e-008,0.2287
4.94251e-008,0.2335
4.94676e-008,0.2302
4.95100e-008,0.2303
4.95524e-008,0.2275
4.95948e-008,0.2216
4.96373e-008,0.2128
4.96797e-008,0.2084
4.97221e-008,0.2059
4.97645e-008,0.2069
4.98069e-008,0.2096
4.98494e-008,0.1987
4.98918e-008,0.1903
4.99342e-008,0.2476
4.99766e-008,0.3967
5.00191e-008,0.5508
5.00615e-008,0.7417
5.01039e-008,0.9032
5.01464e-008,1.0277
5.01888e-008,1.1211
5.02312e-008,1.1868
5.02736e-008,1.2313
5.03160e-008,1.2420
5.03585e-008,1.2393
5.04009e-008,1.2407
5.04433e-008,1.2391
5.04857e-008,1.2452
5.05282e-008,1.2533
5.05706e-008,1.2640
5.06130e-008,1.2703
5.06555e-008,1.2738
5.06979e-008,1.2710
5.07403e-008,1.2674
5.07827e-008,1.2767
5.08252e-008,1.2813
5.08676e-008,1.2104
5.09100e-008,1.0252
5.09524e-008,0.8560
5.09948e-008,0.6792
5.10373e-008,0.5169
5.10797e-008,0.4004
5.11221e-008,0.3171
5.11646e-008,0.2597
5.12070e-008,0.2240
5.12494e-008,0.2192
5.12918e-008,0.2317
5.13343e-008,0.2324
5.13767e-008,0.2331
5.14191e-008,0.2287
5.14615e-008,0.2215
5.15039e-008,0.2112
5.15464e-008,0.2052
5.15888e-008,0.2029
5.16312e-008,0.2066
5.16736e-008,0.2105
5.17161e-008,0.1989
5.17585e-008,0.1846
5.18009e-008,0.1893
5.18434e-008,0.1952
5.18858e-008,0.2011
5.19282e-008,0.2106
5.19706e-008,0.2173
5.20130e-008,0.2204
5.20555e-008,0.2222
5.20979e-008,0.2291
5.21403e-008,0.2317
5.21827e-008,0.2261
5.22252e-008,0.2225
5.22676e-008,0.2208
5.23100e-008,0.2196
5.23525e-008,0.2192
5.23949e-008,0.2206
5.24373e-008,0.2223
5.24797e-008,0.2234
5.25222e-008,0.2234
5.25646e-008,0.2206
5.26070e-008,0.2202
5.26494e-008,0.2231
5.26918e-008,0.2238
5.27343e-008,0.2232
5.27767e-008,0.2228
5.28191e-008,0.2220
5.28616e-008,0.2208
5.29040e-008,0.2209
5.29464e-008,0.2225
5.29888e-008,0.2217
5.30313e-008,0.2195
5.30737e-008,0.2197
5.31161e-008,0.2206
5.31585e-008,0.2210
5.32009e-008,0.2211
5.32434e-008,0.2215
5.32858e-008,0.2214
5.33282e-008,0.2209
5.33707e-008,0.2207
5.34131e-008,0.2204
5.34555e-008,0.2207
5.34979e-008,0.2211
5.35404e-008,0.2208
5.35828e-008,0.2205
5.36252e-008,0.2204
5.36676e-008,0.2204
5.37100e-008,0.2204
5.37525e-008,0.2207
5.37949e-008,0.2210
5.38373e-008,0.2204
5.38797e-008,0.2200
5.39222e-008,0.2204
5.39646e-008,0.2208
5.40070e-008,0.2206
5.40495e-008,0.2204
5.40919e-008,0.2204
5.41343e-008,0.2203
5.41767e-008,0.2202
5.42192e-008,0.2203
5.42616e-008,0.2203
5.43040e-008,0.2203
5.43464e-008,0.2203
5.43888e-008,0.2202
5.44313e-008,0.2202
5.44737e-008,0.2202
5.45161e-008,0.2202
5.45586e-008,0.2202
5.46010e-008,0.2317
5.46434e-008,0.3224
5.46858e-008,0.4581
5.47283e-008,0.6148
5.47707e-008,0.7927
5.48131e-008,0.9314
5.48555e-008,1.0479
5.48979e-008,1.1295
5.49404e-008,1.1878
5.49828e-008,1.2246
5.50252e-008,1.2332
5.50677e-008,1.2383
5.51101e-008,1.2381
5.51525e-008,1.2412
5.51949e-008,1.2470
5.52374e-008,1.2551
5.52798e-008,1.2628
5.53222e-008,1.2676
5.53646e-008,1.2701
5.54070e-008,1.2681
5.54495e-008,1.2680
5.54919e-008,1.2776
5.55343e-008,1.2812
5.55767e-008,1.2814
5.56192e-008,1.2788
5.56616e-008,1.2707
5.57040e-008,1.2638
5.57465e-008,1.2578
5.57889e-008,1.2553
5.58313e-008,1.2525
5.58737e-008,1.2482
5.59161e-008,1.2491
5.59586e-008,1.2513
5.60010e-008,1.2541
5.60434e-008,1.2565
5.60858e-008,1.2576
5.61283e-008,1.2575
5.61707e-008,1.2563
5.62131e-008,1.2556
5.62556e-008,1.2546
5.62980e-008,1.2552
5.63404e-008,1.2567
5.63828e-008,1.2561
5.64253e-008,1.2555
5.64677e-008,1.2551
5.65101e-008,1.2548
5.65525e-008,1.2554
5.65949e-008,1.2562
5.66374e-008,1.2572
5.66798e-008,1.2568
5.67222e-008,1.2563
5.67647e-008,1.2572
5.68071e-008,1.2578
5.68495e-008,1.2578
5.68919e-008,1.2576
5.69344e-008,1.2572
5.69768e-008,1.2568
5.70192e-008,1.2566
5.70616e-008,1.2569
5.71040e-008,1.2571
5.71465e-008,1.2574
5.71889e-008,1.2576
5.72313e-008,1.2573
5.72738e-008,1.2573
5.73162e-008,1.2574
5.73586e-008,1.2574
5.74010e-008,1.2477
5.74435e-008,1.1547
5.74859e-008,0.9829
5.75283e-008,0.8372
5.75707e-008,0.6624
5.76131e-008,0.5101
5.76556e-008,0.3975
5.76980e-008,0.3194
5.77404e-008,0.2671
5.77828e-008,0.2329
5.78253e-008,0.2287
5.78677e-008,0.2333
5.79101e-008,0.2308
5.79526e-008,0.2306
5.79950e-008,0.2271
5.80374e-008,0.2203
5.80798e-008,0.2116
5.81223e-008,0.2075
5.81647e-008,0.2057
5.82071e-008,0.2075
5.82495e-008,0.2092
5.82919e-008,0.1965
5.83344e-008,0.1887
5.83768e-008,0.1944
5.84192e-008,0.1966
5.84617e-008,0.2017
5.85041e-008,0.2106
5.85465e-008,0.2178
5.85889e-008,0.2213
5.86314e-008,0.2232
5.86738e-008,0.2293
5.87162e-008,0.2295
5.87586e-008,0.2249
5.88010e-008,0.2231
5.88435e-008,0.2219
5.88859e-008,0.2203
5.89283e-008,0.2198
5.89708e-008,0.2213
5.90132e-008,0.2225
5.90556e-008,0.2233
5.90980e-008,0.2231
5.91405e-008,0.2207
5.91829e-008,0.2214
5.92253e-008,0.2235
5.92677e-008,0.2246
5.93101e-008,0.2692
5.93526e-008,0.3941
5.93950e-008,0.5317
5.94374e-008,0.7089
5.94798e-008,0.8662
5.95223e-008,0.9953
5.95647e-008,1.0937
5.96071e-008,1.1602
5.96496e-008,1.2102
5.96920e-008,1.2318
5.97344e-008,1.2364
5.97768e-008,1.2403
5.98192e-008,1.2401
5.98617e-008,1.2457
5.99041e-008,1.2515
5.99465e-008,1.2603
5.99889e-008,1.2658
6.00314e-008,1.2702
6.00738e-008,1.2707
6.01162e-008,1.2677
6.01586e-008,1.2733
6.02011e-008,1.2758
6.02435e-008,1.2055
6.02859e-008,1.0230
6.03283e-008,0.8568
6.03708e-008,0.6801
6.04132e-008,0.5172
6.04556e-008,0.3991
6.04981e-008,0.3167
6.05405e-008,0.2611
6.05829e-008,0.2247
6.06253e-008,0.2184
6.06678e-008,0.2300
6.07102e-008,0.2306
6.07526e-008,0.2314
6.07950e-008,0.2275
6.08375e-008,0.2207
6.08799e-008,0.2108
6.09223e-008,0.2051
6.09647e-008,0.2024
6.10071e-008,0.2053
6.10496e-008,0.2093
6.10920e-008,0.1983
6.11344e-008,0.1846
6.11768e-008,0.1891
6.12193e-008,0.1945
6.12617e-008,0.2000
6.13041e-008,0.2094
6.13465e-008,0.2169
6.13890e-008,0.2203
6.14314e-008,0.2216
6.14738e-008,0.2281
6.15163e-008,0.2308
6.15587e-008,0.2256
6.16011e-008,0.2221
6.16435e-008,0.2205
6.16860e-008,0.2192
6.17284e-008,0.2187
6.17708e-008,0.2201
6.18132e-008,0.2217
6.18557e-008,0.2228
6.18981e-008,0.2229
6.19405e-008,0.2203
6.19829e-008,0.2198
6.20254e-008,0.2226
6.20678e-008,0.2234
6.21102e-008,0.2460
6.21526e-008,0.3533
6.21950e-008,0.4876
6.22375e-008,0.6537
6.22799e-008,0.8238
6.23223e-008,0.9593
6.23647e-008,1.0687
6.24072e-008,1.1418
6.24496e-008,1.1970
6.24920e-008,1.2282
6.25344e-008,1.2346
6.25769e-008,1.2398
6.26193e-008,1.2391
6.26617e-008,1.2435
6.27042e-008,1.2489
6.27466e-008,1.2574
6.27890e-008,1.2640
6.28314e-008,1.2687
6.28739e-008,1.2709
6.29163e-008,1.2680
6.29587e-008,1.2700
6.30011e-008,1.2777
6.30436e-008,1.2397
6.30860e-008,1.0801
6.31284e-008,0.9025
6.31708e-008,0.7346
6.32132e-008,0.5594
6.32557e-008,0.4297
6.32981e-008,0.3371
6.33405e-008,0.2753
6.33829e-008,0.2327
6.34254e-008,0.2164
6.34678e-008,0.2272
6.35102e-008,0.2304
6.35526e-008,0.2312
6.35951e-008,0.2286
6.36375e-008,0.2230
6.36799e-008,0.2132
6.37224e-008,0.2062
6.37648e-008,0.2025
6.38072e-008,0.2036
6.38496e-008,0.2087
6.38921e-008,0.2032
6.39345e-008,0.1866
6.39769e-008,0.2032
6.40193e-008,0.3223
6.40618e-008,0.4809
6.41042e-008,0.6545
6.41466e-008,0.8380
6.41890e-008,0.9729
6.42315e-008,1.0817
6.42739e-008,1.1589
6.43163e-008,1.2146
6.43587e-008,1.2404
6.44011e-008,1.2378
6.44436e-008,1.2383
6.44860e-008,1.2367
6.45284e-008,1.2407
6.45708e-008,1.2482
6.46133e-008,1.2586
6.46557e-008,1.2673
6.46981e-008,1.2721
6.47405e-008,1.2717
6.47830e-008,1.2667
6.48254e-008,1.2698
6.48678e-008,1.2832
6.49103e-008,1.2858
6.49527e-008,1.2835
6.49951e-008,1.2785
6.50375e-008,1.2687
6.50800e-008,1.2616
6.51224e-008,1.2576
6.51648e-008,1.2561
6.52072e-008,1.2511
6.52497e-008,1.2463
6.52921e-008,1.2492
6.53345e-008,1.2528
6.53769e-008,1.2560
6.54193e-008,1.2583
6.54618e-008,1.2590
6.55042e-008,1.2582
6.55466e-008,1.2565
6.55890e-008,1.2555
6.56315e-008,1.2546
6.56739e-008,1.2562
6.57163e-008,1.2579
6.57587e-008,1.2565
6.58012e-008,1.2552
6.58436e-008,1.2408
6.58860e-008,1.1339
6.59284e-008,0.9656
6.59709e-008,0.8209
6.60133e-008,0.6447
6.60557e-008,0.4953
6.60982e-008,0.3862
6.61406e-008,0.3135
6.61830e-008,0.2636
6.62254e-008,0.2316
6.62679e-008,0.2298
6.63103e-008,0.2322
6.63527e-008,0.2297
6.63951e-008,0.2293
6.64376e-008,0.2262
6.64800e-008,0.2189
6.65224e-008,0.2110
6.65648e-008,0.2072
6.66072e-008,0.2052
6.66497e-008,0.2074
6.66921e-008,0.2081
6.67345e-008,0.1946
6.67769e-008,0.1945
6.68194e-008,0.2791
6.68618e-008,0.4335
6.69042e-008,0.5934
6.69466e-008,0.7860
6.69891e-008,0.9352
6.70315e-008,1.0534
6.70739e-008,1.1383
6.71164e-008,1.1996
6.71588e-008,1.2367
6.72012e-008,1.2406
6.72436e-008,1.2397
6.72861e-008,1.2396
6.73285e-008,1.2398
6.73709e-008,1.2465
6.74133e-008,1.2557
6.74558e-008,1.2656
6.74982e-008,1.2712
6.75406e-008,1.2734
6.75830e-008,1.2694
6.76255e-008,1.2680
6.76679e-008,1.2797
6.77103e-008,1.2749
6.77527e-008,1.1726
6.77951e-008,0.9803
6.78376e-008,0.8168
6.78800e-008,0.6356
6.79224e-008,0.4855
6.79648e-008,0.3773
6.80073e-008,0.3012
6.80497e-008,0.2487
6.80921e-008,0.2194
6.81345e-008,0.2221
6.81770e-008,0.2324
6.82194e-008,0.2324
6.82618e-008,0.2323
6.83043e-008,0.2271
6.83467e-008,0.2187
6.83891e-008,0.2091
6.84315e-008,0.2040
6.84740e-008,0.2031
6.85164e-008,0.2077
6.85588e-008,0.2092
6.86012e-008,0.1940
6.86437e-008,0.1861
6.86861e-008,0.2514
6.87285e-008,0.4065
6.87709e-008,0.5646
6.88133e-008,0.7554
6.88558e-008,0.9110
6.88982e-008,1.0322
6.89406e-008,1.1251
6.89830e-008,1.1910
6.90255e-008,1.2331
6.90679e-008,1.2407
6.91103e-008,1.2373
6.91527e-008,1.2383
6.91952e-008,1.2378
6.92376e-008,1.2451
6.92800e-008,1.2536
6.93225e-008,1.2643
6.93649e-008,1.2707
6.94073e-008,1.2731
6.94497e-008,1.2694
6.94922e-008,1.2667
6.95346e-008,1.2774
6.95770e-008,1.2808
6.96194e-008,1.2038
6.96619e-008,1.0153
6.97043e-008,0.8471
6.97467e-008,0.6699
6.97891e-008,0.5109
6.98316e-008,0.3961
6.98740e-008,0.3136
6.99164e-008,0.2568
6.99588e-008,0.2223
7.00012e-008,0.2194
7.00437e-008,0.2320
7.00861e-008,0.2324
7.01285e-008,0.2327
7.01709e-008,0.2279
7.02134e-008,0.2205
7.02558e-008,0.2103
7.02982e-008,0.2045
7.03406e-008,0.2027
7.03831e-008,0.2066
7.04255e-008,0.2100
7.04679e-008,0.1975
7.05104e-008,0.1839
7.05528e-008,0.1892
7.05952e-008,0.1952
7.06376e-008,0.2014
7.06801e-008,0.2107
7.07225e-008,0.2170
7.07649e-008,0.2200
7.08073e-008,0.2221
7.08498e-008,0.2292
7.08922e-008,0.2313
7.09346e-008,0.2256
7.09770e-008,0.2219
7.10194e-008,0.2204
7.10619e-008,0.2193
7.11043e-008,0.2190
7.11467e-008,0.2205
7.11891e-008,0.2221
7.12316e-008,0.2231
7.12740e-008,0.2230
7.13164e-008,0.2202
7.13588e-008,0.2200
7.14013e-008,0.2229
7.14437e-008,0.2238
7.14861e-008,0.2474
7.15286e-008,0.3560
7.15710e-008,0.4903
7.16134e-008,0.6577
7.16558e-008,0.8274
7.16983e-008,0.9623
7.17407e-008,1.0707
7.17831e-008,1.1431
7.18255e-008,1.1981
7.18680e-008,1.2287
7.19104e-008,1.2350
7.19528e-008,1.2401
7.19952e-008,1.2393
7.20377e-008,1.2437
7.20801e-008,1.2492
7.21225e-008,1.2577
7.21649e-008,1.2642
7.22073e-008,1.2689
7.22498e-008,1.2710
7.22922e-008,1.2680
7.23346e-008,1.2703
7.23770e-008,1.2777
7.24195e-008,1.2377
7.24619e-008,1.0760
7.25043e-008,0.8993
7.25467e-008,0.7306
7.25892e-008,0.5561
7.26316e-008,0.4273
7.26740e-008,0.3356
7.27165e-008,0.2744
7.27589e-008,0.2321
7.28013e-008,0.2165
7.28437e-008,0.2275
7.28862e-008,0.2304
7.29286e-008,0.2313
7.29710e-008,0.2286
7.30134e-008,0.2229
7.30559e-008,0.2130
7.30983e-008,0.2062
7.31407e-008,0.2025
7.31831e-008,0.2038
7.32256e-008,0.2089
7.32680e-008,0.2029
7.33104e-008,0.1865
7.33528e-008,0.2044
7.33952e-008,0.3256
7.34377e-008,0.4841
7.34801e-008,0.6587
7.35225e-008,0.8413
7.35649e-008,0.9755
7.36074e-008,1.0837
7.36498e-008,1.1604
7.36922e-008,1.2155
7.37346e-008,1.2406
7.37771e-008,1.2378
7.38195e-008,1.2384
7.38619e-008,1.2368
7.39044e-008,1.2409
7.39468e-008,1.2485
7.39892e-008,1.2589
7.40316e-008,1.2675
7.40741e-008,1.2722
7.41165e-008,1.2716
7.41589e-008,1.2667
7.42013e-008,1.2701
7.42438e-008,1.2835
7.42862e-008,1.2859
7.43286e-008,1.2836
7.43710e-008,1.2784
7.44134e-008,1.2686
7.44559e-008,1.2616
7.44983e-008,1.2576
7.45407e-008,1.2561
7.45831e-008,1.2510
7.46256e-008,1.2463
7.46680e-008,1.2493
7.47104e-008,1.2530
7.47528e-008,1.2561
7.47953e-008,1.2584
7.48377e-008,1.2591
7.48801e-008,1.2582
7.49226e-008,1.2566
7.49650e-008,1.2555
7.50074e-008,1.2547
7.50498e-008,1.2563
7.50923e-008,1.2580
7.51347e-008,1.2565
7.51771e-008,1.2555
7.52195e-008,1.2551
7.52620e-008,1.2552
7.53044e-008,1.2562
7.53468e-008,1.2575
7.53892e-008,1.2580
7.54317e-008,1.2566
7.54741e-008,1.2565
7.55165e-008,1.2582
7.55589e-008,1.2587
7.56013e-008,1.2583
7.56438e-008,1.2578
7.56862e-008,1.2573
7.57286e-008,1.2569
7.57710e-008,1.2570
7.58135e-008,1.2574
7.58559e-008,1.2576
7.58983e-008,1.2579
7.59407e-008,1.2580
7.59832e-008,1.2575
7.60256e-008,1.2575
7.60680e-008,1.2578
7.61105e-008,1.2578
7.61529e-008,1.2466
7.61953e-008,1.1479
7.62377e-008,0.9762
7.62802e-008,0.8303
7.63226e-008,0.6551
7.63650e-008,0.5049
7.64074e-008,0.3936
7.64499e-008,0.3168
7.64923e-008,0.2654
7.65347e-008,0.2322
7.65771e-008,0.2294
7.66195e-008,0.2335
7.66620e-008,0.2311
7.67044e-008,0.2307
7.67468e-008,0.2271
7.67892e-008,0.2201
7.68317e-008,0.2116
7.68741e-008,0.2076
7.69165e-008,0.2059
7.69589e-008,0.2079
7.70014e-008,0.2092
7.70438e-008,0.1960
7.70862e-008,0.1925
7.71287e-008,0.2686
7.71711e-008,0.4228
7.72135e-008,0.5807
7.72559e-008,0.7729
7.72984e-008,0.9251
7.73408e-008,1.0455
7.73832e-008,1.1334
7.74256e-008,1.1962
7.74681e-008,1.2357
7.75105e-008,1.2414
7.75529e-008,1.2396
7.75953e-008,1.2400
7.76378e-008,1.2398
7.76802e-008,1.2464
7.77226e-008,1.2552
7.77650e-008,1.2654
7.78074e-008,1.2712
7.78499e-008,1.2737
7.78923e-008,1.2700
7.79347e-008,1.2679
7.79771e-008,1.2791
7.80196e-008,1.2779
7.80620e-008,1.1857
7.81044e-008,0.9941
7.81468e-008,0.8295
7.81893e-008,0.6494
7.82317e-008,0.4955
7.82741e-008,0.3846
7.83166e-008,0.3063
7.83590e-008,0.2522
7.84014e-008,0.2208
7.84438e-008,0.2213
7.84863e-008,0.2326
7.85287e-008,0.2326
7.85711e-008,0.2327
7.86135e-008,0.2278
7.86560e-008,0.2198
7.86984e-008,0.2099
7.87408e-008,0.2045
7.87832e-008,0.2031
7.88257e-008,0.2075
7.88681e-008,0.2099
7.89105e-008,0.1957
7.89529e-008,0.1854
7.89953e-008,0.2420
7.90378e-008,0.3943
7.90802e-008,0.5516
7.91226e-008,0.7410
7.91650e-008,0.9008
7.92075e-008,1.0238
7.92499e-008,1.1193
7.92923e-008,1.1869
7.93347e-008,1.2312
7.93772e-008,1.2413
7.94196e-008,1.2373
7.94620e-008,1.2386
7.95045e-008,1.2377
7.95469e-008,1.2447
7.95893e-008,1.2530
7.96317e-008,1.2638
7.96742e-008,1.2705
7.97166e-008,1.2733
7.97590e-008,1.2700
7.98014e-008,1.2666
7.98439e-008,1.2764
7.98863e-008,1.2868
7.99287e-008,1.2853
7.99711e-008,1.2826
8.00135e-008,1.2746
8.00560e-008,1.2656
8.00984e-008,1.2603
8.01408e-008,1.2575
8.01832e-008,1.2550
8.02257e-008,1.2485
8.02681e-008,1.2473
8.03105e-008,1.2515
8.03529e-008,1.2547
8.03954e-008,1.2578
8.04378e-008,1.2592
8.04802e-008,1.2593
8.05227e-008,1.2578
8.05651e-008,1.2565
8.06075e-008,1.2554
8.06499e-008,1.2554
8.06924e-008,1.2577
8.07348e-008,1.2580
8.07772e-008,1.2562
8.08196e-008,1.2537
8.08621e-008,1.2107
8.09045e-008,1.0584
8.09469e-008,0.9049
8.09893e-008,0.7460
8.10318e-008,0.5743
8.10742e-008,0.4436
8.11166e-008,0.3509
8.11590e-008,0.2902
8.12014e-008,0.2471
8.12439e-008,0.2277
8.12863e-008,0.2329
8.13287e-008,0.2307
8.13711e-008,0.2304
8.14136e-008,0.2284
8.14560e-008,0.2241
8.14984e-008,0.2152
8.15408e-008,0.2095
8.15833e-008,0.2063
8.16257e-008,0.2059
8.16681e-008,0.2093
8.17106e-008,0.2037
8.17530e-008,0.1902
8.17954e-008,0.2165
8.18378e-008,0.3451
8.18803e-008,0.4987
8.19227e-008,0.6778
8.19651e-008,0.8569
8.20075e-008,0.9898
8.20500e-008,1.0946
8.20924e-008,1.1673
8.21348e-008,1.2200
8.21772e-008,1.2418
8.22196e-008,1.2393
8.22621e-008,1.2410
8.23045e-008,1.2387
8.23469e-008,1.2429
8.23893e-008,1.2501
8.24318e-008,1.2608
8.24742e-008,1.2685
8.25166e-008,1.2731
8.25590e-008,1.2725
8.26015e-008,1.2677
8.26439e-008,1.2722
8.26863e-008,1.2846
8.27288e-008,1.2857
8.27712e-008,1.2841
8.28136e-008,1.2787
8.28560e-008,1.2690
8.28985e-008,1.2618
8.29409e-008,1.2577
8.29833e-008,1.2563
8.30257e-008,1.2511
8.30682e-008,1.2474
8.31106e-008,1.2506
8.31530e-008,1.2537
8.31954e-008,1.2568
8.32379e-008,1.2590
8.32803e-008,1.2597
8.33227e-008,1.2587
8.33651e-008,1.2571
8.34075e-008,1.2561
8.34500e-008,1.2553
8.34924e-008,1.2570
8.35348e-008,1.2584
8.35772e-008,1.2569
8.36197e-008,1.2556
8.36621e-008,1.2342
8.37045e-008,1.1102
8.37469e-008,0.9452
8.37894e-008,0.7976
8.38318e-008,0.6212
8.38742e-008,0.4782
8.39167e-008,0.3743
8.39591e-008,0.3058
8.40015e-008,0.2581
8.40439e-008,0.2299
8.40864e-008,0.2315
8.41288e-008,0.2322
8.41712e-008,0.2303
8.42136e-008,0.2294
8.42561e-008,0.2260
8.42985e-008,0.2180
8.43409e-008,0.2108
8.43833e-008,0.2072
8.44257e-008,0.2057
8.44682e-008,0.2085
8.45106e-008,0.2074
8.45530e-008,0.1931
8.45954e-008,0.1993
8.46379e-008,0.2994
8.46803e-008,0.4549
8.47227e-008,0.6200
8.47651e-008,0.8103
8.48076e-008,0.9534
8.48500e-008,1.0678
8.48924e-008,1.1484
8.49349e-008,1.2070
8.49773e-008,1.2394
8.50197e-008,1.2403
8.50621e-008,1.2405
8.51046e-008,1.2395
8.51470e-008,1.2410
8.51894e-008,1.2479
8.52318e-008,1.2576
8.52743e-008,1.2669
8.53167e-008,1.2722
8.53591e-008,1.2735
8.54015e-008,1.2690
8.54440e-008,1.2693
8.54864e-008,1.2819
8.55288e-008,1.2864
8.55712e-008,1.2846
8.56136e-008,1.2812
8.56561e-008,1.2718
8.56985e-008,1.2637
8.57409e-008,1.2586
8.57833e-008,1.2569
8.58258e-008,1.2532
8.58682e-008,1.2476
8.59106e-008,1.2495
8.59530e-008,1.2530
8.59955e-008,1.2559
8.60379e-008,1.2586
8.60803e-008,1.2597
8.61228e-008,1.2593
8.61652e-008,1.2576
8.62076e-008,1.2565
8.62500e-008,1.2554
8.62925e-008,1.2564
8.63349e-008,1.2585
8.63773e-008,1.2575
8.64197e-008,1.2563
8.64622e-008,1.2559
8.65046e-008,1.2558
8.65470e-008,1.2565
8.65894e-008,1.2577
8.66319e-008,1.2586
8.66743e-008,1.2576
8.67167e-008,1.2569
8.67591e-008,1.2584
8.68015e-008,1.2592
8.68440e-008,1.2589
8.68864e-008,1.2585
8.69288e-008,1.2580
8.69712e-008,1.2575
8.70137e-008,1.2574
8.70561e-008,1.2578
8.70985e-008,1.2580
8.71409e-008,1.2583
8.71834e-008,1.2585
8.72258e-008,1.2581
8.72682e-008,1.2580
8.73107e-008,1.2582
8.73531e-008,1.2583
8.73955e-008,1.2585
8.74379e-008,1.2585
8.74804e-008,1.2584
8.75228e-008,1.2580
8.75652e-008,1.2581
8.76076e-008,1.2586
8.76501e-008,1.2586
8.76925e-008,1.2583
8.77349e-008,1.2582
8.77773e-008,1.2583
8.78197e-008,1.2583
8.78622e-008,1.2585
8.79046e-008,1.2586
8.79470e-008,1.2586
8.79894e-008,1.2585
8.80319e-008,1.2585
8.80743e-008,1.2585
8.81167e-008,1.2585
8.81591e-008,1.2586
8.82016e-008,1.2586
8.82440e-008,1.2586
8.82864e-008,1.2586
8.83289e-008,1.2541
8.83713e-008,1.1883
8.84137e-008,1.0212
8.84561e-008,0.8730
8.84986e-008,0.7042
8.85410e-008,0.5415
8.85834e-008,0.4209
8.86258e-008,0.3352
8.86683e-008,0.2786
8.87107e-008,0.2396
8.87531e-008,0.2283
8.87955e-008,0.2344
8.88380e-008,0.2316
8.88804e-008,0.2319
8.89228e-008,0.2289
8.89652e-008,0.2233
8.90076e-008,0.2141
8.90501e-008,0.2091
8.90925e-008,0.2067
8.91349e-008,0.2075
8.91773e-008,0.2105
8.92198e-008,0.2010
8.92622e-008,0.1895
8.93046e-008,0.1940
8.93470e-008,0.1970
8.93895e-008,0.2006
8.94319e-008,0.2094
8.94743e-008,0.2172
8.95168e-008,0.2217
8.95592e-008,0.2230
8.96016e-008,0.2287
8.96440e-008,0.2309
8.96865e-008,0.2265
8.97289e-008,0.2241
8.97713e-008,0.2229
8.98137e-008,0.2213
8.98562e-008,0.2203
8.98986e-008,0.2215
8.99410e-008,0.2230
8.99834e-008,0.2237
9.00258e-008,0.2240
9.00683e-008,0.2218
9.01107e-008,0.2215
9.01531e-008,0.2238
9.01955e-008,0.2242
9.02380e-008,0.2503
9.02804e-008,0.3630
9.03228e-008,0.4981
9.03652e-008,0.6670
9.04077e-008,0.8340
9.04501e-008,0.9678
9.04925e-008,1.0752
9.05350e-008,1.1469
9.05774e-008,1.2011
9.06198e-008,1.2302
9.06622e-008,1.2357
9.07047e-008,1.2406
9.07471e-008,1.2400
9.07895e-008,1.2449
9.08319e-008,1.2503
9.08744e-008,1.2590
9.09168e-008,1.2653
9.09592e-008,1.2698
9.10016e-008,1.2716
