.HEADER
..NAMES
Time,V U3.E3
.DATA
2.01095e-008,0.5481
2.01519e-008,0.4242
2.01943e-008,0.3430
2.02367e-008,0.2855
2.02792e-008,0.2464
2.03216e-008,0.2263
2.03640e-008,0.2152
2.04064e-008,0.2082
2.04488e-008,0.2062
2.04913e-008,0.2067
2.05337e-008,0.2077
2.05761e-008,0.2102
2.06186e-008,0.2151
2.06610e-008,0.2184
2.07034e-008,0.2161
2.07458e-008,0.2075
2.07882e-008,0.1960
2.08307e-008,0.1862
2.08731e-008,0.2322
2.09155e-008,0.3718
2.09580e-008,0.5400
2.10004e-008,0.7232
2.10428e-008,0.8954
2.10852e-008,1.0255
2.11277e-008,1.1161
2.11701e-008,1.1785
2.12125e-008,1.2211
2.12549e-008,1.2450
2.12973e-008,1.2596
2.13398e-008,1.2686
2.13822e-008,1.2725
2.14246e-008,1.2730
2.14671e-008,1.2715
2.15095e-008,1.2680
2.15519e-008,1.2612
2.15943e-008,1.2559
2.16367e-008,1.2574
2.16792e-008,1.2674
2.17216e-008,1.2816
2.17640e-008,1.2961
2.18064e-008,1.3003
2.18489e-008,1.2922
2.18913e-008,1.2817
2.19337e-008,1.2705
2.19762e-008,1.2605
2.20186e-008,1.2548
2.20610e-008,1.2534
2.21034e-008,1.2528
2.21458e-008,1.2527
2.21883e-008,1.2534
2.22307e-008,1.2541
2.22731e-008,1.2542
2.23156e-008,1.2542
2.23580e-008,1.2546
2.24004e-008,1.2554
2.24428e-008,1.2572
2.24852e-008,1.2599
2.25277e-008,1.2617
2.25701e-008,1.2614
2.26125e-008,1.2591
2.26549e-008,1.2563
2.26974e-008,1.2541
2.27398e-008,1.2540
2.27822e-008,1.2555
2.28247e-008,1.2569
2.28671e-008,1.2580
2.29095e-008,1.2588
2.29519e-008,1.2590
2.29943e-008,1.2587
2.30368e-008,1.2586
2.30792e-008,1.2585
2.31216e-008,1.2584
2.31641e-008,1.2584
2.32065e-008,1.2586
2.32489e-008,1.2589
2.32913e-008,1.2591
2.33338e-008,1.2589
2.33762e-008,1.2584
2.34186e-008,1.2579
2.34610e-008,1.2576
2.35034e-008,1.2579
2.35459e-008,1.2584
2.35883e-008,1.2589
2.36307e-008,1.2575
2.36732e-008,1.2232
2.37156e-008,1.0956
2.37580e-008,0.9344
2.38004e-008,0.7745
2.38428e-008,0.6060
2.38853e-008,0.4636
2.39277e-008,0.3688
2.39701e-008,0.3051
2.40126e-008,0.2586
2.40550e-008,0.2325
2.40974e-008,0.2191
2.41398e-008,0.2103
2.41823e-008,0.2062
2.42247e-008,0.2059
2.42671e-008,0.2070
2.43095e-008,0.2093
2.43519e-008,0.2143
2.43944e-008,0.2191
2.44368e-008,0.2189
2.44792e-008,0.2116
2.45217e-008,0.2004
2.45641e-008,0.1876
2.46065e-008,0.1803
2.46489e-008,0.1852
2.46913e-008,0.1939
2.47338e-008,0.2027
2.47762e-008,0.2137
2.48186e-008,0.2220
2.48611e-008,0.2248
2.49035e-008,0.2259
2.49459e-008,0.2273
2.49883e-008,0.2273
2.50308e-008,0.2267
2.50732e-008,0.2268
2.51156e-008,0.2270
2.51580e-008,0.2268
2.52004e-008,0.2263
2.52429e-008,0.2251
2.52853e-008,0.2229
2.53277e-008,0.2210
2.53702e-008,0.2207
2.54126e-008,0.2221
2.54550e-008,0.2242
2.54974e-008,0.2264
2.55398e-008,0.2390
2.55823e-008,0.3132
2.56247e-008,0.4399
2.56671e-008,0.5951
2.57096e-008,0.7661
2.57520e-008,0.9174
2.57944e-008,1.0344
2.58368e-008,1.1196
2.58793e-008,1.1797
2.59217e-008,1.2183
2.59641e-008,1.2422
2.60065e-008,1.2567
2.60489e-008,1.2647
2.60914e-008,1.2682
2.61338e-008,1.2690
2.61762e-008,1.2684
2.62187e-008,1.2660
2.62611e-008,1.2620
2.63035e-008,1.2595
2.63459e-008,1.2619
2.63883e-008,1.2697
2.64308e-008,1.2813
2.64732e-008,1.2918
2.65156e-008,1.2929
2.65580e-008,1.2874
2.66005e-008,1.2786
2.66429e-008,1.2683
2.66853e-008,1.2600
2.67278e-008,1.2554
2.67702e-008,1.2534
2.68126e-008,1.2525
2.68550e-008,1.2526
2.68974e-008,1.2531
2.69399e-008,1.2536
2.69823e-008,1.2540
2.70247e-008,1.2543
2.70672e-008,1.2547
2.71096e-008,1.2555
2.71520e-008,1.2570
2.71944e-008,1.2590
2.72368e-008,1.2602
2.72793e-008,1.2598
2.73217e-008,1.2581
2.73641e-008,1.2559
2.74065e-008,1.2544
2.74490e-008,1.2545
2.74914e-008,1.2554
2.75338e-008,1.2566
2.75763e-008,1.2577
2.76187e-008,1.2583
2.76611e-008,1.2584
2.77035e-008,1.2583
2.77459e-008,1.2583
2.77884e-008,1.2582
2.78308e-008,1.2581
2.78732e-008,1.2581
2.79157e-008,1.2583
2.79581e-008,1.2585
2.80005e-008,1.2586
2.80429e-008,1.2585
2.80854e-008,1.2581
2.81278e-008,1.2577
2.81702e-008,1.2575
2.82126e-008,1.2578
2.82550e-008,1.2582
2.82975e-008,1.2584
2.83399e-008,1.2487
2.83823e-008,1.1684
2.84248e-008,1.0122
2.84672e-008,0.8540
2.85096e-008,0.6883
2.85520e-008,0.5268
2.85944e-008,0.4098
2.86369e-008,0.3336
2.86793e-008,0.2787
2.87217e-008,0.2427
2.87642e-008,0.2245
2.88066e-008,0.2140
2.88490e-008,0.2074
2.88914e-008,0.2056
2.89339e-008,0.2062
2.89763e-008,0.2077
2.90187e-008,0.2113
2.90611e-008,0.2169
2.91035e-008,0.2196
2.91460e-008,0.2158
2.91884e-008,0.2060
2.92308e-008,0.1937
2.92733e-008,0.1822
2.93157e-008,0.1814
2.93581e-008,0.1895
2.94005e-008,0.1980
2.94429e-008,0.2081
2.94854e-008,0.2185
2.95278e-008,0.2238
2.95702e-008,0.2252
2.96127e-008,0.2266
2.96551e-008,0.2274
2.96975e-008,0.2268
2.97399e-008,0.2265
2.97824e-008,0.2268
2.98248e-008,0.2268
2.98672e-008,0.2264
2.99096e-008,0.2257
2.99521e-008,0.2239
2.99945e-008,0.2217
3.00369e-008,0.2204
3.00793e-008,0.2211
3.01218e-008,0.2230
3.01642e-008,0.2252
3.02066e-008,0.2286
3.02490e-008,0.2673
3.02914e-008,0.3743
3.03339e-008,0.5147
3.03763e-008,0.6830
3.04187e-008,0.8478
3.04612e-008,0.9808
3.05036e-008,1.0816
3.05460e-008,1.1529
3.05884e-008,1.2019
3.06309e-008,1.2317
3.06733e-008,1.2504
3.07157e-008,1.2615
3.07581e-008,1.2668
3.08005e-008,1.2687
3.08430e-008,1.2687
3.08854e-008,1.2674
3.09278e-008,1.2639
3.09702e-008,1.2603
3.10127e-008,1.2598
3.10551e-008,1.2653
3.10975e-008,1.2751
3.11400e-008,1.2873
3.11824e-008,1.2935
3.12248e-008,1.2905
3.12672e-008,1.2832
3.13096e-008,1.2732
3.13521e-008,1.2635
3.13945e-008,1.2571
3.14369e-008,1.2541
3.14793e-008,1.2527
3.15218e-008,1.2523
3.15642e-008,1.2528
3.16066e-008,1.2533
3.16491e-008,1.2537
3.16915e-008,1.2541
3.17339e-008,1.2545
3.17763e-008,1.2550
3.18188e-008,1.2561
3.18612e-008,1.2580
3.19036e-008,1.2597
3.19460e-008,1.2601
3.19884e-008,1.2590
3.20309e-008,1.2569
3.20733e-008,1.2523
3.21157e-008,1.2089
3.21582e-008,1.0749
3.22006e-008,0.9169
3.22430e-008,0.7572
3.22854e-008,0.5893
3.23279e-008,0.4522
3.23703e-008,0.3613
3.24127e-008,0.2992
3.24551e-008,0.2544
3.24975e-008,0.2301
3.25400e-008,0.2173
3.25824e-008,0.2090
3.26248e-008,0.2057
3.26672e-008,0.2058
3.27097e-008,0.2069
3.27521e-008,0.2090
3.27945e-008,0.2137
3.28370e-008,0.2178
3.28794e-008,0.2170
3.29218e-008,0.2096
3.29642e-008,0.1987
3.30066e-008,0.1863
3.30491e-008,0.1802
3.30915e-008,0.1857
3.31339e-008,0.1940
3.31763e-008,0.2030
3.32188e-008,0.2140
3.32612e-008,0.2218
3.33036e-008,0.2243
3.33461e-008,0.2256
3.33885e-008,0.2269
3.34309e-008,0.2268
3.34733e-008,0.2262
3.35158e-008,0.2263
3.35582e-008,0.2264
3.36006e-008,0.2261
3.36430e-008,0.2256
3.36854e-008,0.2244
3.37279e-008,0.2224
3.37703e-008,0.2206
3.38127e-008,0.2204
3.38552e-008,0.2219
3.38976e-008,0.2239
3.39400e-008,0.2260
3.39824e-008,0.2268
3.40249e-008,0.2259
3.40673e-008,0.2248
3.41097e-008,0.2239
3.41521e-008,0.2229
3.41945e-008,0.2224
3.42370e-008,0.2225
3.42794e-008,0.2226
3.43218e-008,0.2225
3.43643e-008,0.2226
3.44067e-008,0.2226
3.44491e-008,0.2224
3.44915e-008,0.2222
3.45340e-008,0.2220
3.45764e-008,0.2221
3.46188e-008,0.2223
3.46612e-008,0.2228
3.47036e-008,0.2231
3.47461e-008,0.2230
3.47885e-008,0.2226
3.48309e-008,0.2222
3.48733e-008,0.2220
3.49158e-008,0.2345
3.49582e-008,0.3128
3.50006e-008,0.4431
3.50431e-008,0.6006
3.50855e-008,0.7723
3.51279e-008,0.9229
3.51703e-008,1.0382
3.52128e-008,1.1217
3.52552e-008,1.1810
3.52976e-008,1.2187
3.53400e-008,1.2419
3.53824e-008,1.2564
3.54249e-008,1.2645
3.54673e-008,1.2680
3.55097e-008,1.2686
3.55522e-008,1.2677
3.55946e-008,1.2645
3.56370e-008,1.2602
3.56794e-008,1.2579
3.57219e-008,1.2610
3.57643e-008,1.2695
3.58067e-008,1.2816
3.58491e-008,1.2919
3.58915e-008,1.2924
3.59340e-008,1.2863
3.59764e-008,1.2774
3.60188e-008,1.2670
3.60613e-008,1.2589
3.61037e-008,1.2546
3.61461e-008,1.2527
3.61885e-008,1.2519
3.62310e-008,1.2520
3.62734e-008,1.2526
3.63158e-008,1.2530
3.63582e-008,1.2533
3.64006e-008,1.2536
3.64431e-008,1.2541
3.64855e-008,1.2550
3.65279e-008,1.2567
3.65703e-008,1.2587
3.66128e-008,1.2598
3.66552e-008,1.2592
3.66976e-008,1.2575
3.67401e-008,1.2549
3.67825e-008,1.2399
3.68249e-008,1.1490
3.68673e-008,0.9927
3.69097e-008,0.8368
3.69522e-008,0.6707
3.69946e-008,0.5126
3.70370e-008,0.4005
3.70794e-008,0.3271
3.71219e-008,0.2734
3.71643e-008,0.2395
3.72067e-008,0.2224
3.72492e-008,0.2123
3.72916e-008,0.2064
3.73340e-008,0.2052
3.73764e-008,0.2060
3.74189e-008,0.2074
3.74613e-008,0.2108
3.75037e-008,0.2158
3.75461e-008,0.2179
3.75885e-008,0.2136
3.76310e-008,0.2040
3.76734e-008,0.1920
3.77158e-008,0.1873
3.77583e-008,0.2581
3.78007e-008,0.4104
3.78431e-008,0.5818
3.78855e-008,0.7657
3.79280e-008,0.9301
3.79704e-008,1.0499
3.80128e-008,1.1322
3.80552e-008,1.1899
3.80976e-008,1.2275
3.81401e-008,1.2486
3.81825e-008,1.2616
3.82249e-008,1.2695
3.82673e-008,1.2723
3.83098e-008,1.2722
3.83522e-008,1.2704
3.83946e-008,1.2659
3.84371e-008,1.2590
3.84795e-008,1.2549
3.85219e-008,1.2587
3.85643e-008,1.2701
3.86067e-008,1.2846
3.86492e-008,1.2857
3.86916e-008,1.1941
3.87340e-008,1.0073
3.87764e-008,0.8261
3.88189e-008,0.6518
3.88613e-008,0.4909
3.89037e-008,0.3792
3.89462e-008,0.3104
3.89886e-008,0.2627
3.90310e-008,0.2313
3.90734e-008,0.2162
3.91159e-008,0.2076
3.91583e-008,0.2021
3.92007e-008,0.2010
3.92431e-008,0.2024
3.92855e-008,0.2050
3.93280e-008,0.2108
3.93704e-008,0.2194
3.94128e-008,0.2234
3.94553e-008,0.2174
3.94977e-008,0.2030
3.95401e-008,0.1869
3.95825e-008,0.1768
3.96250e-008,0.2327
3.96674e-008,0.3829
3.97098e-008,0.5545
3.97522e-008,0.7368
3.97946e-008,0.9059
3.98371e-008,1.0321
3.98795e-008,1.1193
3.99219e-008,1.1799
3.99644e-008,1.2214
4.00068e-008,1.2447
4.00492e-008,1.2590
4.00916e-008,1.2683
4.01341e-008,1.2723
4.01765e-008,1.2727
4.02189e-008,1.2707
4.02613e-008,1.2660
4.03037e-008,1.2584
4.03462e-008,1.2535
4.03886e-008,1.2568
4.04310e-008,1.2686
4.04734e-008,1.2834
4.05159e-008,1.2906
4.05583e-008,1.2222
4.06007e-008,1.0435
4.06432e-008,0.8586
4.06856e-008,0.6847
4.07280e-008,0.5187
4.07704e-008,0.3967
4.08128e-008,0.3214
4.08553e-008,0.2710
4.08977e-008,0.2358
4.09401e-008,0.2184
4.09825e-008,0.2090
4.10250e-008,0.2026
4.10674e-008,0.2006
4.11098e-008,0.2017
4.11523e-008,0.2043
4.11947e-008,0.2096
4.12371e-008,0.2181
4.12795e-008,0.2234
4.13220e-008,0.2192
4.13644e-008,0.2056
4.14068e-008,0.1896
4.14492e-008,0.1765
4.14916e-008,0.2125
4.15341e-008,0.3501
4.15765e-008,0.5202
4.16189e-008,0.7010
4.16614e-008,0.8754
4.17038e-008,1.0106
4.17462e-008,1.1048
4.17886e-008,1.1693
4.18311e-008,1.2148
4.18735e-008,1.2409
4.19159e-008,1.2566
4.19583e-008,1.2669
4.20007e-008,1.2719
4.20432e-008,1.2728
4.20856e-008,1.2711
4.21280e-008,1.2671
4.21704e-008,1.2597
4.22129e-008,1.2538
4.22553e-008,1.2554
4.22977e-008,1.2659
4.23402e-008,1.2804
4.23826e-008,1.2917
4.24250e-008,1.2461
4.24674e-008,1.0819
4.25098e-008,0.8930
4.25523e-008,0.7187
4.25947e-008,0.5489
4.26371e-008,0.4163
4.26795e-008,0.3333
4.27220e-008,0.2798
4.27644e-008,0.2411
4.28068e-008,0.2208
4.28493e-008,0.2105
4.28917e-008,0.2034
4.29341e-008,0.2006
4.29765e-008,0.2013
4.30190e-008,0.2036
4.30614e-008,0.2082
4.31038e-008,0.2164
4.31462e-008,0.2230
4.31886e-008,0.2208
4.32311e-008,0.2086
4.32735e-008,0.1927
4.33159e-008,0.1777
4.33584e-008,0.1732
4.34008e-008,0.1838
4.34432e-008,0.1959
4.34856e-008,0.2060
4.35281e-008,0.2166
4.35705e-008,0.2236
4.36129e-008,0.2249
4.36553e-008,0.2253
4.36977e-008,0.2264
4.37402e-008,0.2261
4.37826e-008,0.2256
4.38250e-008,0.2259
4.38675e-008,0.2264
4.39099e-008,0.2263
4.39523e-008,0.2256
4.39947e-008,0.2236
4.40372e-008,0.2206
4.40796e-008,0.2184
4.41220e-008,0.2190
4.41644e-008,0.2217
4.42068e-008,0.2246
4.42493e-008,0.2268
4.42917e-008,0.2270
4.43341e-008,0.2253
4.43765e-008,0.2238
4.44190e-008,0.2230
4.44614e-008,0.2221
4.45038e-008,0.2217
4.45463e-008,0.2221
4.45887e-008,0.2222
4.46311e-008,0.2221
4.46735e-008,0.2222
4.47160e-008,0.2223
4.47584e-008,0.2220
4.48008e-008,0.2215
4.48432e-008,0.2214
4.48856e-008,0.2215
4.49281e-008,0.2221
4.49705e-008,0.2227
4.50129e-008,0.2230
4.50554e-008,0.2227
4.50978e-008,0.2221
4.51402e-008,0.2216
4.51826e-008,0.2214
4.52251e-008,0.2215
4.52675e-008,0.2217
4.53099e-008,0.2219
4.53523e-008,0.2219
