.HEADER
..NAMES
Time,V U3.H3
.DATA
4.51826e-008,0.2247
4.52251e-008,0.2664
4.52675e-008,0.4035
4.53099e-008,0.5427
4.53523e-008,0.7295
4.53947e-008,0.8831
4.54372e-008,1.0062
4.54796e-008,1.0967
4.55220e-008,1.1646
4.55645e-008,1.2064
4.56069e-008,1.2345
4.56493e-008,1.2507
4.56917e-008,1.2600
4.57342e-008,1.2648
4.57766e-008,1.2667
4.58190e-008,1.2674
4.58614e-008,1.2697
4.59038e-008,1.2685
4.59463e-008,1.2656
4.59887e-008,1.2584
4.60311e-008,1.2640
4.60735e-008,1.2742
4.61160e-008,1.2761
4.61584e-008,1.2803
4.62008e-008,1.2744
4.62433e-008,1.2655
4.62857e-008,1.2597
4.63281e-008,1.2565
4.63705e-008,1.2534
4.64129e-008,1.2533
4.64554e-008,1.2533
4.64978e-008,1.2538
4.65402e-008,1.2548
4.65826e-008,1.2550
4.66251e-008,1.2557
4.66675e-008,1.2571
4.67099e-008,1.2571
4.67524e-008,1.2561
4.67948e-008,1.2555
4.68372e-008,1.2582
4.68796e-008,1.2591
4.69221e-008,1.2586
4.69645e-008,1.2585
4.70069e-008,1.2567
4.70493e-008,1.2559
4.70917e-008,1.2571
4.71342e-008,1.2579
4.71766e-008,1.2582
4.72190e-008,1.2587
4.72615e-008,1.2587
4.73039e-008,1.2587
4.73463e-008,1.2587
4.73887e-008,1.2584
4.74312e-008,1.2586
4.74736e-008,1.2588
4.75160e-008,1.2585
4.75584e-008,1.2582
4.76008e-008,1.2584
4.76433e-008,1.2590
4.76857e-008,1.2589
4.77281e-008,1.2588
4.77705e-008,1.2587
4.78130e-008,1.2583
4.78554e-008,1.2586
4.78978e-008,1.2591
4.79403e-008,1.2591
4.79827e-008,1.2579
4.80251e-008,1.2209
4.80675e-008,1.0546
4.81099e-008,0.8940
4.81524e-008,0.7344
4.81948e-008,0.5618
4.82372e-008,0.4365
4.82796e-008,0.3544
4.83221e-008,0.2903
4.83645e-008,0.2507
4.84069e-008,0.2299
4.84494e-008,0.2169
4.84918e-008,0.2105
4.85342e-008,0.2073
4.85766e-008,0.2055
4.86191e-008,0.2078
4.86615e-008,0.2065
4.87039e-008,0.2059
4.87463e-008,0.2108
4.87887e-008,0.2201
4.88312e-008,0.2142
4.88736e-008,0.1959
4.89160e-008,0.1984
4.89585e-008,0.2172
4.90009e-008,0.3480
4.90433e-008,0.5134
4.90857e-008,0.6924
4.91282e-008,0.8668
4.91706e-008,0.9942
4.92130e-008,1.0913
4.92554e-008,1.1603
4.92978e-008,1.2072
4.93403e-008,1.2346
4.93827e-008,1.2521
4.94251e-008,1.2615
4.94676e-008,1.2657
4.95100e-008,1.2688
4.95524e-008,1.2704
4.95948e-008,1.2728
4.96373e-008,1.2696
4.96797e-008,1.2651
4.97221e-008,1.2604
4.97645e-008,1.2609
4.98069e-008,1.2762
4.98494e-008,1.2810
4.98918e-008,1.2819
4.99342e-008,1.2777
4.99766e-008,1.2678
5.00191e-008,1.2606
5.00615e-008,1.2572
5.01039e-008,1.2546
5.01464e-008,1.2536
5.01888e-008,1.2542
5.02312e-008,1.2544
5.02736e-008,1.2552
5.03160e-008,1.2561
5.03585e-008,1.2567
5.04009e-008,1.2579
5.04433e-008,1.2575
5.04857e-008,1.2570
5.05282e-008,1.2563
5.05706e-008,1.2582
5.06130e-008,1.2608
5.06555e-008,1.2598
5.06979e-008,1.2588
5.07403e-008,1.2575
5.07827e-008,1.2564
5.08252e-008,1.2573
5.08676e-008,1.2587
5.09100e-008,1.2590
5.09524e-008,1.2593
5.09948e-008,1.2594
5.10373e-008,1.2592
5.10797e-008,1.2592
5.11221e-008,1.2591
5.11646e-008,1.2591
5.12070e-008,1.2593
5.12494e-008,1.2591
5.12918e-008,1.2588
5.13343e-008,1.2588
5.13767e-008,1.2595
5.14191e-008,1.2597
5.14615e-008,1.2592
5.15039e-008,1.2590
5.15464e-008,1.2589
5.15888e-008,1.2590
5.16312e-008,1.2595
5.16736e-008,1.2597
5.17161e-008,1.2594
5.17585e-008,1.2473
5.18009e-008,1.1320
5.18434e-008,0.9482
5.18858e-008,0.8054
5.19282e-008,0.6239
5.19706e-008,0.4807
5.20130e-008,0.3830
5.20555e-008,0.3143
5.20979e-008,0.2626
5.21403e-008,0.2379
5.21827e-008,0.2212
5.22252e-008,0.2129
5.22676e-008,0.2086
5.23100e-008,0.2061
5.23525e-008,0.2071
5.23949e-008,0.2081
5.24373e-008,0.2057
5.24797e-008,0.2086
5.25222e-008,0.2169
5.25646e-008,0.2200
5.26070e-008,0.2020
5.26494e-008,0.1957
5.26918e-008,0.2013
5.27343e-008,0.1987
5.27767e-008,0.2059
5.28191e-008,0.2168
5.28616e-008,0.2209
5.29040e-008,0.2234
5.29464e-008,0.2268
5.29888e-008,0.2264
5.30313e-008,0.2260
5.30737e-008,0.2253
5.31161e-008,0.2246
5.31585e-008,0.2253
5.32009e-008,0.2241
5.32434e-008,0.2223
5.32858e-008,0.2238
5.33282e-008,0.2260
5.33707e-008,0.2238
5.34131e-008,0.2197
5.34555e-008,0.2217
5.34979e-008,0.2233
5.35404e-008,0.2224
5.35828e-008,0.2241
5.36252e-008,0.2245
5.36676e-008,0.2226
5.37100e-008,0.2222
5.37525e-008,0.2223
5.37949e-008,0.2217
5.38373e-008,0.2216
5.38797e-008,0.2216
5.39222e-008,0.2218
5.39646e-008,0.2222
5.40070e-008,0.2215
5.40495e-008,0.2212
5.40919e-008,0.2222
5.41343e-008,0.2224
5.41767e-008,0.2211
5.42192e-008,0.2208
5.42616e-008,0.2218
5.43040e-008,0.2217
5.43464e-008,0.2215
5.43888e-008,0.2219
5.44313e-008,0.2215
5.44737e-008,0.2209
5.45161e-008,0.2212
5.45586e-008,0.2219
5.46010e-008,0.2677
5.46434e-008,0.4074
5.46858e-008,0.5466
5.47283e-008,0.7347
5.47707e-008,0.8868
5.48131e-008,1.0088
5.48555e-008,1.0983
5.48979e-008,1.1657
5.49404e-008,1.2072
5.49828e-008,1.2350
5.50252e-008,1.2502
5.50677e-008,1.2593
5.51101e-008,1.2650
5.51525e-008,1.2673
5.51949e-008,1.2670
5.52374e-008,1.2691
5.52798e-008,1.2681
5.53222e-008,1.2648
5.53646e-008,1.2579
5.54070e-008,1.2646
5.54495e-008,1.2744
5.54919e-008,1.2714
5.55343e-008,1.2012
5.55767e-008,0.9935
5.56192e-008,0.8291
5.56616e-008,0.6521
5.57040e-008,0.4969
5.57465e-008,0.3879
5.57889e-008,0.3181
5.58313e-008,0.2622
5.58737e-008,0.2344
5.59161e-008,0.2186
5.59586e-008,0.2095
5.60010e-008,0.2053
5.60434e-008,0.2040
5.60858e-008,0.2035
5.61283e-008,0.2051
5.61707e-008,0.2020
5.62131e-008,0.2057
5.62556e-008,0.2134
5.62980e-008,0.2214
5.63404e-008,0.2077
5.63828e-008,0.1893
5.64253e-008,0.1950
5.64677e-008,0.1971
5.65101e-008,0.2023
5.65525e-008,0.2139
5.65949e-008,0.2202
5.66374e-008,0.2213
5.66798e-008,0.2251
5.67222e-008,0.2257
5.67647e-008,0.2247
5.68071e-008,0.2242
5.68495e-008,0.2234
5.68919e-008,0.2237
5.69344e-008,0.2233
5.69768e-008,0.2211
5.70192e-008,0.2220
5.70616e-008,0.2246
5.71040e-008,0.2244
5.71465e-008,0.2191
5.71889e-008,0.2184
5.72313e-008,0.2220
5.72738e-008,0.2221
5.73162e-008,0.2229
5.73586e-008,0.2239
5.74010e-008,0.2220
5.74435e-008,0.2208
5.74859e-008,0.2213
5.75283e-008,0.2209
5.75707e-008,0.2206
5.76131e-008,0.2207
5.76556e-008,0.2208
5.76980e-008,0.2213
5.77404e-008,0.2209
5.77828e-008,0.2203
5.78253e-008,0.2211
5.78677e-008,0.2218
5.79101e-008,0.2209
5.79526e-008,0.2198
5.79950e-008,0.2206
5.80374e-008,0.2213
5.80798e-008,0.2209
5.81223e-008,0.2211
5.81647e-008,0.2209
5.82071e-008,0.2202
5.82495e-008,0.2204
5.82919e-008,0.2208
5.83344e-008,0.2356
5.83768e-008,0.3486
5.84192e-008,0.4894
5.84617e-008,0.6578
5.85041e-008,0.8331
5.85465e-008,0.9637
5.85889e-008,1.0662
5.86314e-008,1.1416
5.86738e-008,1.1931
5.87162e-008,1.2249
5.87586e-008,1.2449
5.88010e-008,1.2557
5.88435e-008,1.2626
5.88859e-008,1.2665
5.89283e-008,1.2664
5.89708e-008,1.2677
5.90132e-008,1.2683
5.90556e-008,1.2663
5.90980e-008,1.2597
5.91405e-008,1.2594
5.91829e-008,1.2715
5.92253e-008,1.2740
5.92677e-008,1.2466
5.93101e-008,1.0793
5.93526e-008,0.8863
5.93950e-008,0.7255
5.94374e-008,0.5503
5.94798e-008,0.4251
5.95223e-008,0.3423
5.95647e-008,0.2815
5.96071e-008,0.2417
5.96496e-008,0.2241
5.96920e-008,0.2119
5.97344e-008,0.2060
5.97768e-008,0.2041
5.98192e-008,0.2029
5.98617e-008,0.2045
5.99041e-008,0.2028
5.99465e-008,0.2030
5.99889e-008,0.2097
6.00314e-008,0.2191
6.00738e-008,0.2159
6.01162e-008,0.1933
6.01586e-008,0.1912
6.02011e-008,0.2066
6.02435e-008,0.3199
6.02859e-008,0.4901
6.03283e-008,0.6589
6.03708e-008,0.8418
6.04132e-008,0.9724
6.04556e-008,1.0763
6.04981e-008,1.1479
6.05405e-008,1.1993
6.05829e-008,1.2288
6.06253e-008,1.2484
6.06678e-008,1.2586
6.07102e-008,1.2633
6.07526e-008,1.2671
6.07950e-008,1.2693
6.08375e-008,1.2715
6.08799e-008,1.2693
6.09223e-008,1.2634
6.09647e-008,1.2597
6.10071e-008,1.2589
6.10496e-008,1.2737
6.10920e-008,1.2802
6.11344e-008,1.2802
6.11768e-008,1.2777
6.12193e-008,1.2681
6.12617e-008,1.2606
6.13041e-008,1.2566
6.13465e-008,1.2542
6.13890e-008,1.2527
6.14314e-008,1.2533
6.14738e-008,1.2534
6.15163e-008,1.2541
6.15587e-008,1.2553
6.16011e-008,1.2559
6.16435e-008,1.2570
6.16860e-008,1.2567
6.17284e-008,1.2560
6.17708e-008,1.2556
6.18132e-008,1.2571
6.18557e-008,1.2601
6.18981e-008,1.2592
6.19405e-008,1.2580
6.19829e-008,1.2569
6.20254e-008,1.2558
6.20678e-008,1.2474
6.21102e-008,1.1459
6.21526e-008,0.9607
6.21950e-008,0.8188
6.22375e-008,0.6376
6.22799e-008,0.4900
6.23223e-008,0.3885
6.23647e-008,0.3187
6.24072e-008,0.2648
6.24496e-008,0.2387
6.24920e-008,0.2209
6.25344e-008,0.2119
6.25769e-008,0.2076
6.26193e-008,0.2057
6.26617e-008,0.2065
6.27042e-008,0.2072
6.27466e-008,0.2044
6.27890e-008,0.2069
6.28314e-008,0.2149
6.28739e-008,0.2199
6.29163e-008,0.2032
6.29587e-008,0.1946
6.30011e-008,0.2004
6.30436e-008,0.1978
6.30860e-008,0.2040
6.31284e-008,0.2153
6.31708e-008,0.2199
6.32132e-008,0.2223
6.32557e-008,0.2260
6.32981e-008,0.2256
6.33405e-008,0.2252
6.33829e-008,0.2246
6.34254e-008,0.2240
6.34678e-008,0.2246
6.35102e-008,0.2235
6.35526e-008,0.2216
6.35951e-008,0.2229
6.36375e-008,0.2253
6.36799e-008,0.2237
6.37224e-008,0.2193
6.37648e-008,0.2208
6.38072e-008,0.2226
6.38496e-008,0.2217
6.38921e-008,0.2233
6.39345e-008,0.2241
6.39769e-008,0.2222
6.40193e-008,0.2216
6.40618e-008,0.2218
6.41042e-008,0.2211
6.41466e-008,0.2210
6.41890e-008,0.2210
6.42315e-008,0.2213
6.42739e-008,0.2216
6.43163e-008,0.2210
6.43587e-008,0.2206
6.44011e-008,0.2216
6.44436e-008,0.2219
6.44860e-008,0.2208
6.45284e-008,0.2203
6.45708e-008,0.2213
6.46133e-008,0.2213
6.46557e-008,0.2210
6.46981e-008,0.2214
6.47405e-008,0.2211
6.47830e-008,0.2205
6.48254e-008,0.2207
6.48678e-008,0.2209
6.49103e-008,0.2208
6.49527e-008,0.2208
6.49951e-008,0.2208
6.50375e-008,0.2209
6.50800e-008,0.2208
6.51224e-008,0.2205
6.51648e-008,0.2206
6.52072e-008,0.2209
6.52497e-008,0.2207
6.52921e-008,0.2203
6.53345e-008,0.2205
6.53769e-008,0.2207
6.54193e-008,0.2205
6.54618e-008,0.2205
6.55042e-008,0.2206
6.55466e-008,0.2204
6.55890e-008,0.2203
6.56315e-008,0.2205
6.56739e-008,0.2205
6.57163e-008,0.2204
6.57587e-008,0.2204
6.58012e-008,0.2204
6.58436e-008,0.2204
6.58860e-008,0.2203
6.59284e-008,0.2202
6.59709e-008,0.2203
6.60133e-008,0.2204
6.60557e-008,0.2202
6.60982e-008,0.2202
6.61406e-008,0.2203
6.61830e-008,0.2203
6.62254e-008,0.2202
6.62679e-008,0.2202
6.63103e-008,0.2202
6.63527e-008,0.2201
6.63951e-008,0.2202
6.64376e-008,0.2202
6.64800e-008,0.2202
6.65224e-008,0.2201
6.65648e-008,0.2201
6.66072e-008,0.2201
6.66497e-008,0.2201
6.66921e-008,0.2201
6.67345e-008,0.2201
6.67769e-008,0.2201
6.68194e-008,0.2201
6.68618e-008,0.2200
6.69042e-008,0.2200
6.69466e-008,0.2201
6.69891e-008,0.2200
6.70315e-008,0.2200
6.70739e-008,0.2200
6.71164e-008,0.2200
6.71588e-008,0.2200
6.72012e-008,0.2200
6.72436e-008,0.2200
6.72861e-008,0.2200
6.73285e-008,0.2199
6.73709e-008,0.2199
6.74133e-008,0.2199
6.74558e-008,0.2199
6.74982e-008,0.2199
6.75406e-008,0.2199
6.75830e-008,0.2199
6.76255e-008,0.2199
6.76679e-008,0.2199
6.77103e-008,0.2371
6.77527e-008,0.3520
6.77951e-008,0.4923
6.78376e-008,0.6622
6.78800e-008,0.8360
6.79224e-008,0.9662
6.79648e-008,1.0680
6.80073e-008,1.1423
6.80497e-008,1.1932
6.80921e-008,1.2252
6.81345e-008,1.2448
6.81770e-008,1.2551
6.82194e-008,1.2620
6.82618e-008,1.2659
6.83043e-008,1.2658
6.83467e-008,1.2673
6.83891e-008,1.2679
6.84315e-008,1.2656
6.84740e-008,1.2589
6.85164e-008,1.2593
6.85588e-008,1.2711
6.86012e-008,1.2741
6.86437e-008,1.2782
6.86861e-008,1.2764
6.87285e-008,1.2671
6.87709e-008,1.2602
6.88133e-008,1.2563
6.88558e-008,1.2533
6.88982e-008,1.2523
6.89406e-008,1.2522
6.89830e-008,1.2523
6.90255e-008,1.2537
6.90679e-008,1.2543
6.91103e-008,1.2543
6.91527e-008,1.2558
6.91952e-008,1.2564
6.92376e-008,1.2556
6.92800e-008,1.2546
6.93225e-008,1.2565
6.93649e-008,1.2584
6.94073e-008,1.2577
6.94497e-008,1.2579
6.94922e-008,1.2566
6.95346e-008,1.2551
6.95770e-008,1.2558
6.96194e-008,1.2570
6.96619e-008,1.2574
6.97043e-008,1.2579
6.97467e-008,1.2579
6.97891e-008,1.2579
6.98316e-008,1.2581
6.98740e-008,1.2578
6.99164e-008,1.2577
6.99588e-008,1.2581
7.00012e-008,1.2580
7.00437e-008,1.2576
7.00861e-008,1.2576
7.01285e-008,1.2583
7.01709e-008,1.2583
7.02134e-008,1.2581
7.02558e-008,1.2582
7.02982e-008,1.2578
7.03406e-008,1.2578
7.03831e-008,1.2584
7.04255e-008,1.2586
7.04679e-008,1.2585
7.05104e-008,1.2584
7.05528e-008,1.2583
7.05952e-008,1.2584
7.06376e-008,1.2585
7.06801e-008,1.2584
7.07225e-008,1.2585
7.07649e-008,1.2587
7.08073e-008,1.2586
7.08498e-008,1.2585
7.08922e-008,1.2587
7.09346e-008,1.2588
7.09770e-008,1.2587
7.10194e-008,1.2587
7.10619e-008,1.2587
7.11043e-008,1.2587
7.11467e-008,1.2588
7.11891e-008,1.2589
7.12316e-008,1.2589
7.12740e-008,1.2589
7.13164e-008,1.2589
7.13588e-008,1.2589
7.14013e-008,1.2590
7.14437e-008,1.2590
7.14861e-008,1.2590
7.15286e-008,1.2590
7.15710e-008,1.2591
7.16134e-008,1.2590
7.16558e-008,1.2590
7.16983e-008,1.2591
7.17407e-008,1.2591
7.17831e-008,1.2591
7.18255e-008,1.2591
7.18680e-008,1.2591
7.19104e-008,1.2591
7.19528e-008,1.2592
7.19952e-008,1.2592
7.20377e-008,1.2592
7.20801e-008,1.2592
7.21225e-008,1.2592
7.21649e-008,1.2593
7.22073e-008,1.2593
7.22498e-008,1.2593
7.22922e-008,1.2593
7.23346e-008,1.2593
7.23770e-008,1.2521
7.24195e-008,1.1593
7.24619e-008,0.9720
7.25043e-008,0.8301
7.25467e-008,0.6502
7.25892e-008,0.4996
7.26316e-008,0.3949
7.26740e-008,0.3241
7.27165e-008,0.2684
7.27589e-008,0.2409
7.28013e-008,0.2228
7.28437e-008,0.2137
7.28862e-008,0.2091
7.29286e-008,0.2064
7.29710e-008,0.2066
7.30134e-008,0.2082
7.30559e-008,0.2055
7.30983e-008,0.2077
7.31407e-008,0.2153
7.31831e-008,0.2210
7.32256e-008,0.2050
7.32680e-008,0.1948
7.33104e-008,0.2022
7.33528e-008,0.2618
7.33952e-008,0.4284
7.34377e-008,0.5877
7.34801e-008,0.7820
7.35225e-008,0.9271
7.35649e-008,1.0441
7.36074e-008,1.1250
7.36498e-008,1.1854
7.36922e-008,1.2208
7.37346e-008,1.2443
7.37771e-008,1.2572
7.38195e-008,1.2640
7.38619e-008,1.2671
7.39044e-008,1.2698
7.39468e-008,1.2715
7.39892e-008,1.2726
7.40316e-008,1.2669
7.40741e-008,1.2636
7.41165e-008,1.2585
7.41589e-008,1.2677
7.42013e-008,1.2801
7.42438e-008,1.2811
7.42862e-008,1.2816
7.43286e-008,1.2730
7.43710e-008,1.2642
7.44134e-008,1.2586
7.44559e-008,1.2562
7.44983e-008,1.2537
7.45407e-008,1.2540
7.45831e-008,1.2543
7.46256e-008,1.2547
7.46680e-008,1.2557
7.47104e-008,1.2564
7.47528e-008,1.2573
7.47953e-008,1.2579
7.48377e-008,1.2572
7.48801e-008,1.2566
7.49226e-008,1.2566
7.49650e-008,1.2598
7.50074e-008,1.2606
7.50498e-008,1.2592
7.50923e-008,1.2583
7.51347e-008,1.2567
7.51771e-008,1.2544
7.52195e-008,1.2026
7.52620e-008,1.0249
7.53044e-008,0.8740
7.53468e-008,0.7054
7.53892e-008,0.5395
7.54317e-008,0.4211
7.54741e-008,0.3437
7.55165e-008,0.2818
7.55589e-008,0.2472
7.56013e-008,0.2271
7.56438e-008,0.2152
7.56862e-008,0.2093
7.57286e-008,0.2067
7.57710e-008,0.2062
7.58135e-008,0.2082
7.58559e-008,0.2056
7.58983e-008,0.2059
7.59407e-008,0.2116
7.59832e-008,0.2207
7.60256e-008,0.2114
7.60680e-008,0.1951
7.61105e-008,0.1996
7.61529e-008,0.2295
7.61953e-008,0.3772
7.62377e-008,0.5386
7.62802e-008,0.7257
7.63226e-008,0.8891
7.63650e-008,1.0131
7.64074e-008,1.1038
7.64499e-008,1.1697
7.64923e-008,1.2122
7.65347e-008,1.2384
7.65771e-008,1.2541
7.66195e-008,1.2624
7.66620e-008,1.2660
7.67044e-008,1.2691
7.67468e-008,1.2705
7.67892e-008,1.2730
7.68317e-008,1.2686
7.68741e-008,1.2645
7.69165e-008,1.2593
7.69589e-008,1.2629
7.70014e-008,1.2779
7.70438e-008,1.2794
7.70862e-008,1.2353
7.71287e-008,1.0448
7.71711e-008,0.8631
7.72135e-008,0.6970
7.72559e-008,0.5293
7.72984e-008,0.4108
7.73408e-008,0.3339
7.73832e-008,0.2752
7.74256e-008,0.2400
7.74681e-008,0.2228
7.75105e-008,0.2123
7.75529e-008,0.2076
7.75953e-008,0.2055
7.76378e-008,0.2034
7.76802e-008,0.2056
7.77226e-008,0.2035
7.77650e-008,0.2053
7.78074e-008,0.2129
7.78499e-008,0.2217
7.78923e-008,0.2134
7.79347e-008,0.1913
7.79771e-008,0.1935
7.80196e-008,0.1982
7.80620e-008,0.2010
7.81044e-008,0.2120
7.81468e-008,0.2201
7.81893e-008,0.2216
7.82317e-008,0.2247
7.82741e-008,0.2264
7.83166e-008,0.2255
7.83590e-008,0.2251
7.84014e-008,0.2241
7.84438e-008,0.2239
7.84863e-008,0.2242
7.85287e-008,0.2220
7.85711e-008,0.2221
7.86135e-008,0.2247
7.86560e-008,0.2254
7.86984e-008,0.2206
7.87408e-008,0.2182
7.87832e-008,0.2219
7.88257e-008,0.2228
7.88681e-008,0.2229
7.89105e-008,0.2243
7.89529e-008,0.2316
7.89953e-008,0.3262
7.90378e-008,0.4691
7.90802e-008,0.6278
7.91226e-008,0.8106
7.91650e-008,0.9452
7.92075e-008,1.0534
7.92499e-008,1.1320
7.92923e-008,1.1876
7.93347e-008,1.2209
7.93772e-008,1.2437
7.94196e-008,1.2559
7.94620e-008,1.2626
7.95045e-008,1.2658
7.95469e-008,1.2667
7.95893e-008,1.2687
7.96317e-008,1.2696
7.96742e-008,1.2676
7.97166e-008,1.2618
7.97590e-008,1.2586
7.98014e-008,1.2700
7.98439e-008,1.2749
7.98863e-008,1.2577
7.99287e-008,1.1138
7.99711e-008,0.9105
8.00135e-008,0.7542
8.00560e-008,0.5739
8.00984e-008,0.4419
8.01408e-008,0.3528
8.01832e-008,0.2908
8.02257e-008,0.2462
8.02681e-008,0.2268
8.03105e-008,0.2134
8.03529e-008,0.2072
8.03954e-008,0.2049
8.04378e-008,0.2034
8.04802e-008,0.2046
8.05227e-008,0.2038
8.05651e-008,0.2025
8.06075e-008,0.2089
8.06499e-008,0.2182
8.06924e-008,0.2188
8.07348e-008,0.1966
8.07772e-008,0.1903
8.08196e-008,0.1972
8.08621e-008,0.1981
8.09045e-008,0.2076
8.09469e-008,0.2178
8.09893e-008,0.2208
8.10318e-008,0.2230
8.10742e-008,0.2259
8.11166e-008,0.2251
8.11590e-008,0.2246
8.12014e-008,0.2239
8.12439e-008,0.2234
8.12863e-008,0.2239
8.13287e-008,0.2221
8.13711e-008,0.2210
8.14136e-008,0.2233
8.14560e-008,0.2253
8.14984e-008,0.2222
8.15408e-008,0.2177
8.15833e-008,0.2202
8.16257e-008,0.2224
8.16681e-008,0.2222
8.17106e-008,0.2236
8.17530e-008,0.2233
8.17954e-008,0.2211
8.18378e-008,0.2210
8.18803e-008,0.2212
8.19227e-008,0.2206
8.19651e-008,0.2207
8.20075e-008,0.2207
8.20500e-008,0.2210
8.20924e-008,0.2212
8.21348e-008,0.2204
8.21772e-008,0.2205
8.22196e-008,0.2216
8.22621e-008,0.2215
8.23045e-008,0.2201
8.23469e-008,0.2199
8.23893e-008,0.2211
8.24318e-008,0.2211
8.24742e-008,0.2209
8.25166e-008,0.2211
8.25590e-008,0.2205
8.26015e-008,0.2201
8.26439e-008,0.2206
8.26863e-008,0.2217
8.27288e-008,0.2749
8.27712e-008,0.4164
8.28136e-008,0.5569
8.28560e-008,0.7464
8.28985e-008,0.8950
8.29409e-008,1.0153
8.29833e-008,1.1030
8.30257e-008,1.1687
8.30682e-008,1.2088
8.31106e-008,1.2358
8.31530e-008,1.2504
8.31954e-008,1.2592
8.32379e-008,1.2648
8.32803e-008,1.2667
8.33227e-008,1.2665
8.33651e-008,1.2685
8.34075e-008,1.2675
8.34500e-008,1.2639
8.34924e-008,1.2573
8.35348e-008,1.2650
8.35772e-008,1.2740
8.36197e-008,1.2757
8.36621e-008,1.2797
8.37045e-008,1.2727
8.37469e-008,1.2641
8.37894e-008,1.2587
8.38318e-008,1.2556
8.38742e-008,1.2528
8.39167e-008,1.2527
8.39591e-008,1.2525
8.40015e-008,1.2533
8.40439e-008,1.2546
8.40864e-008,1.2546
8.41288e-008,1.2551
8.41712e-008,1.2566
8.42136e-008,1.2565
8.42561e-008,1.2555
8.42985e-008,1.2553
8.43409e-008,1.2580
8.43833e-008,1.2585
8.44257e-008,1.2581
8.44682e-008,1.2580
8.45106e-008,1.2560
8.45530e-008,1.2531
8.45954e-008,1.1985
8.46379e-008,1.0194
8.46803e-008,0.8700
8.47227e-008,0.7005
8.47651e-008,0.5356
8.48076e-008,0.4184
8.48500e-008,0.3415
8.48924e-008,0.2797
8.49349e-008,0.2457
8.49773e-008,0.2260
8.50197e-008,0.2143
8.50621e-008,0.2084
8.51046e-008,0.2058
8.51470e-008,0.2052
8.51894e-008,0.2073
8.52318e-008,0.2050
8.52743e-008,0.2054
8.53167e-008,0.2110
8.53591e-008,0.2199
8.54015e-008,0.2101
8.54440e-008,0.1942
8.54864e-008,0.1990
8.55288e-008,0.1984
8.55712e-008,0.2002
8.56136e-008,0.2115
8.56561e-008,0.2189
8.56985e-008,0.2207
8.57409e-008,0.2249
8.57833e-008,0.2258
8.58258e-008,0.2250
8.58682e-008,0.2247
8.59106e-008,0.2238
8.59530e-008,0.2241
8.59955e-008,0.2241
8.60379e-008,0.2218
8.60803e-008,0.2219
8.61228e-008,0.2243
8.61652e-008,0.2247
8.62076e-008,0.2202
8.62500e-008,0.2195
8.62925e-008,0.2223
8.63349e-008,0.2217
8.63773e-008,0.2223
8.64197e-008,0.2240
8.64622e-008,0.2227
8.65046e-008,0.2213
8.65470e-008,0.2217
8.65894e-008,0.2211
8.66319e-008,0.2208
8.66743e-008,0.2209
8.67167e-008,0.2209
8.67591e-008,0.2214
8.68015e-008,0.2212
8.68440e-008,0.2204
8.68864e-008,0.2210
8.69288e-008,0.2218
8.69712e-008,0.2211
8.70137e-008,0.2201
8.70561e-008,0.2208
8.70985e-008,0.2213
8.71409e-008,0.2208
8.71834e-008,0.2211
8.72258e-008,0.2212
8.72682e-008,0.2204
8.73107e-008,0.2204
8.73531e-008,0.2208
8.73955e-008,0.2207
8.74379e-008,0.2206
8.74804e-008,0.2206
8.75228e-008,0.2207
8.75652e-008,0.2208
8.76076e-008,0.2205
8.76501e-008,0.2203
8.76925e-008,0.2207
8.77349e-008,0.2207
8.77773e-008,0.2203
8.78197e-008,0.2203
8.78622e-008,0.2206
8.79046e-008,0.2205
8.79470e-008,0.2204
8.79894e-008,0.2205
8.80319e-008,0.2204
8.80743e-008,0.2202
8.81167e-008,0.2203
8.81591e-008,0.2204
8.82016e-008,0.2203
8.82440e-008,0.2203
8.82864e-008,0.2203
8.83289e-008,0.2295
8.83713e-008,0.3293
8.84137e-008,0.4720
8.84561e-008,0.6319
8.84986e-008,0.8140
8.85410e-008,0.9477
8.85834e-008,1.0549
8.86258e-008,1.1324
8.86683e-008,1.1876
8.87107e-008,1.2212
8.87531e-008,1.2430
8.87955e-008,1.2541
8.88380e-008,1.2614
8.88804e-008,1.2658
8.89228e-008,1.2662
8.89652e-008,1.2672
8.90076e-008,1.2684
8.90501e-008,1.2663
8.90925e-008,1.2603
8.91349e-008,1.2581
8.91773e-008,1.2699
8.92198e-008,1.2740
8.92622e-008,1.2556
8.93046e-008,1.1082
8.93470e-008,0.9062
8.93895e-008,0.7494
8.94319e-008,0.5698
8.94743e-008,0.4389
8.95168e-008,0.3509
8.95592e-008,0.2887
8.96016e-008,0.2446
8.96440e-008,0.2259
8.96865e-008,0.2127
8.97289e-008,0.2063
8.97713e-008,0.2040
8.98137e-008,0.2027
8.98562e-008,0.2039
8.98986e-008,0.2030
8.99410e-008,0.2021
8.99834e-008,0.2084
9.00258e-008,0.2177
9.00683e-008,0.2178
9.01107e-008,0.1955
9.01531e-008,0.1898
9.01955e-008,0.2012
9.02380e-008,0.2963
9.02804e-008,0.4694
9.03228e-008,0.6325
9.03652e-008,0.8213
9.04077e-008,0.9557
9.04501e-008,1.0647
9.04925e-008,1.1392
9.05350e-008,1.1940
9.05774e-008,1.2252
9.06198e-008,1.2464
9.06622e-008,1.2574
9.07047e-008,1.2626
