.HEADER
..NAMES
Time,V U3.A3
.DATA
4.52251e-008,1.2796
4.52675e-008,1.2794
4.53099e-008,1.2700
4.53523e-008,1.2640
4.53947e-008,1.2598
4.54372e-008,1.2565
4.54796e-008,1.2538
4.55220e-008,1.2525
4.55645e-008,1.2529
4.56069e-008,1.2540
4.56493e-008,1.2568
4.56917e-008,1.2559
4.57342e-008,1.2569
4.57766e-008,1.2580
4.58190e-008,1.2571
4.58614e-008,1.2550
4.59038e-008,1.2546
4.59463e-008,1.2583
4.59887e-008,1.2595
4.60311e-008,1.2589
4.60735e-008,1.2582
4.61160e-008,1.2549
4.61584e-008,1.2112
4.62008e-008,1.0345
4.62433e-008,0.8679
4.62857e-008,0.7189
4.63281e-008,0.5494
4.63705e-008,0.4325
4.64129e-008,0.3517
4.64554e-008,0.2936
4.64978e-008,0.2541
4.65402e-008,0.2361
4.65826e-008,0.2242
4.66251e-008,0.2166
4.66675e-008,0.2153
4.67099e-008,0.2066
4.67524e-008,0.2068
4.67948e-008,0.2053
4.68372e-008,0.2034
4.68796e-008,0.2057
4.69221e-008,0.2169
4.69645e-008,0.2211
4.70069e-008,0.2015
4.70493e-008,0.1925
4.70917e-008,0.2223
4.71342e-008,0.3609
4.71766e-008,0.5320
4.72190e-008,0.7093
4.72615e-008,0.8830
4.73039e-008,0.9987
4.73463e-008,1.0965
4.73887e-008,1.1624
4.74312e-008,1.2070
4.74736e-008,1.2321
4.75160e-008,1.2432
4.75584e-008,1.2537
4.76008e-008,1.2579
4.76433e-008,1.2665
4.76857e-008,1.2679
4.77281e-008,1.2750
4.77705e-008,1.2769
4.78130e-008,1.2699
4.78554e-008,1.2597
4.78978e-008,1.2563
4.79403e-008,1.2698
4.79827e-008,1.2809
4.80251e-008,1.2468
4.80675e-008,1.0693
4.81099e-008,0.8636
4.81524e-008,0.7129
4.81948e-008,0.5441
4.82372e-008,0.4257
4.82796e-008,0.3423
4.83221e-008,0.2822
4.83645e-008,0.2464
4.84069e-008,0.2307
4.84494e-008,0.2239
4.84918e-008,0.2144
4.85342e-008,0.2159
4.85766e-008,0.2076
4.86191e-008,0.2042
4.86615e-008,0.2008
4.87039e-008,0.1992
4.87463e-008,0.2052
4.87887e-008,0.2191
4.88312e-008,0.2252
4.88736e-008,0.2037
4.89160e-008,0.1863
4.89585e-008,0.1957
4.90009e-008,0.1993
4.90433e-008,0.2048
4.90857e-008,0.2139
4.91282e-008,0.2178
4.91706e-008,0.2218
4.92130e-008,0.2267
4.92554e-008,0.2278
4.92978e-008,0.2254
4.93403e-008,0.2257
4.93827e-008,0.2232
4.94251e-008,0.2218
4.94676e-008,0.2227
4.95100e-008,0.2215
4.95524e-008,0.2225
4.95948e-008,0.2264
4.96373e-008,0.2275
4.96797e-008,0.2209
4.97221e-008,0.2170
4.97645e-008,0.2216
4.98069e-008,0.2238
4.98494e-008,0.2235
4.98918e-008,0.2239
4.99342e-008,0.2226
4.99766e-008,0.2220
5.00191e-008,0.2228
5.00615e-008,0.2223
5.01039e-008,0.2212
5.01464e-008,0.2214
5.01888e-008,0.2212
5.02312e-008,0.2210
5.02736e-008,0.2219
5.03160e-008,0.2215
5.03585e-008,0.2213
5.04009e-008,0.2225
5.04433e-008,0.2227
5.04857e-008,0.2207
5.05282e-008,0.2198
5.05706e-008,0.2215
5.06130e-008,0.2223
5.06555e-008,0.2218
5.06979e-008,0.2215
5.07403e-008,0.2210
5.07827e-008,0.2210
5.08252e-008,0.2247
5.08676e-008,0.3000
5.09100e-008,0.4550
5.09524e-008,0.6026
5.09948e-008,0.7871
5.10373e-008,0.9240
5.10797e-008,1.0331
5.11221e-008,1.1161
5.11646e-008,1.1732
5.12070e-008,1.2129
5.12494e-008,1.2316
5.12918e-008,1.2472
5.13343e-008,1.2507
5.13767e-008,1.2611
5.14191e-008,1.2654
5.14615e-008,1.2680
5.15039e-008,1.2709
5.15464e-008,1.2708
5.15888e-008,1.2670
5.16312e-008,1.2575
5.16736e-008,1.2609
5.17161e-008,1.2740
5.17585e-008,1.2661
5.18009e-008,1.1552
5.18434e-008,0.9347
5.18858e-008,0.7782
5.19282e-008,0.6083
5.19706e-008,0.4675
5.20130e-008,0.3731
5.20555e-008,0.3034
5.20979e-008,0.2582
5.21403e-008,0.2329
5.21827e-008,0.2259
5.22252e-008,0.2157
5.22676e-008,0.2145
5.23100e-008,0.2091
5.23525e-008,0.2041
5.23949e-008,0.2030
5.24373e-008,0.1989
5.24797e-008,0.2003
5.25222e-008,0.2111
5.25646e-008,0.2239
5.26070e-008,0.2142
5.26494e-008,0.1897
5.26918e-008,0.1918
5.27343e-008,0.2632
5.27767e-008,0.4398
5.28191e-008,0.6024
5.28616e-008,0.7891
5.29040e-008,0.9335
5.29464e-008,1.0421
5.29888e-008,1.1280
5.30313e-008,1.1820
5.30737e-008,1.2194
5.31161e-008,1.2349
5.31585e-008,1.2478
5.32009e-008,1.2533
5.32434e-008,1.2604
5.32858e-008,1.2660
5.33282e-008,1.2706
5.33707e-008,1.2773
5.34131e-008,1.2737
5.34555e-008,1.2638
5.34979e-008,1.2547
5.35404e-008,1.2595
5.35828e-008,1.2771
5.36252e-008,1.2824
5.36676e-008,1.2813
5.37100e-008,1.2770
5.37525e-008,1.2671
5.37949e-008,1.2625
5.38373e-008,1.2582
5.38797e-008,1.2545
5.39222e-008,1.2518
5.39646e-008,1.2515
5.40070e-008,1.2531
5.40495e-008,1.2544
5.40919e-008,1.2568
5.41343e-008,1.2567
5.41767e-008,1.2584
5.42192e-008,1.2577
5.42616e-008,1.2550
5.43040e-008,1.2533
5.43464e-008,1.2554
5.43888e-008,1.2602
5.44313e-008,1.2603
5.44737e-008,1.2582
5.45161e-008,1.2568
5.45586e-008,1.2557
5.46010e-008,1.2564
5.46434e-008,1.2576
5.46858e-008,1.2577
5.47283e-008,1.2576
5.47707e-008,1.2580
5.48131e-008,1.2585
5.48555e-008,1.2587
5.48979e-008,1.2589
5.49404e-008,1.2583
5.49828e-008,1.2584
5.50252e-008,1.2584
5.50677e-008,1.2577
5.51101e-008,1.2574
5.51525e-008,1.2582
5.51949e-008,1.2594
5.52374e-008,1.2591
5.52798e-008,1.2582
5.53222e-008,1.2579
5.53646e-008,1.2580
5.54070e-008,1.2585
5.54495e-008,1.2589
5.54919e-008,1.2571
5.55343e-008,1.2108
5.55767e-008,1.0302
5.56192e-008,0.8643
5.56616e-008,0.7141
5.57040e-008,0.5456
5.57465e-008,0.4298
5.57889e-008,0.3496
5.58313e-008,0.2917
5.58737e-008,0.2533
5.59161e-008,0.2361
5.59586e-008,0.2240
5.60010e-008,0.2173
5.60434e-008,0.2163
5.60858e-008,0.2072
5.61283e-008,0.2065
5.61707e-008,0.2048
5.62131e-008,0.2036
5.62556e-008,0.2064
5.62980e-008,0.2180
5.63404e-008,0.2215
5.63828e-008,0.2011
5.64253e-008,0.1926
5.64677e-008,0.2009
5.65101e-008,0.1992
5.65525e-008,0.2047
5.65949e-008,0.2144
5.66374e-008,0.2187
5.66798e-008,0.2226
5.67222e-008,0.2266
5.67647e-008,0.2268
5.68071e-008,0.2257
5.68495e-008,0.2266
5.68919e-008,0.2231
5.69344e-008,0.2229
5.69768e-008,0.2238
5.70192e-008,0.2224
5.70616e-008,0.2229
5.71040e-008,0.2262
5.71465e-008,0.2268
5.71889e-008,0.2207
5.72313e-008,0.2193
5.72738e-008,0.2232
5.73162e-008,0.2232
5.73586e-008,0.2231
5.74010e-008,0.2375
5.74435e-008,0.3476
5.74859e-008,0.4988
5.75283e-008,0.6597
5.75707e-008,0.8364
5.76131e-008,0.9591
5.76556e-008,1.0624
5.76980e-008,1.1355
5.77404e-008,1.1881
5.77828e-008,1.2207
5.78253e-008,1.2373
5.78677e-008,1.2501
5.79101e-008,1.2549
5.79526e-008,1.2652
5.79950e-008,1.2651
5.80374e-008,1.2689
5.80798e-008,1.2722
5.81223e-008,1.2717
5.81647e-008,1.2649
5.82071e-008,1.2571
5.82495e-008,1.2656
5.82919e-008,1.2759
5.83344e-008,1.2498
5.83768e-008,1.0884
5.84192e-008,0.8795
5.84617e-008,0.7287
5.85041e-008,0.5573
5.85465e-008,0.4348
5.85889e-008,0.3493
5.86314e-008,0.2870
5.86738e-008,0.2486
5.87162e-008,0.2303
5.87586e-008,0.2241
5.88010e-008,0.2138
5.88435e-008,0.2145
5.88859e-008,0.2069
5.89283e-008,0.2048
5.89708e-008,0.2021
5.90132e-008,0.1987
5.90556e-008,0.2030
5.90980e-008,0.2162
5.91405e-008,0.2247
5.91829e-008,0.2062
5.92253e-008,0.1870
5.92677e-008,0.1945
5.93101e-008,0.1984
5.93526e-008,0.2033
5.93950e-008,0.2130
5.94374e-008,0.2172
5.94798e-008,0.2209
5.95223e-008,0.2257
5.95647e-008,0.2275
5.96071e-008,0.2253
5.96496e-008,0.2252
5.96920e-008,0.2230
5.97344e-008,0.2217
5.97768e-008,0.2228
5.98192e-008,0.2211
5.98617e-008,0.2216
5.99041e-008,0.2255
5.99465e-008,0.2273
5.99889e-008,0.2216
6.00314e-008,0.2169
6.00738e-008,0.2208
6.01162e-008,0.2232
6.01586e-008,0.2232
6.02011e-008,0.2237
6.02435e-008,0.2226
6.02859e-008,0.2217
6.03283e-008,0.2224
6.03708e-008,0.2221
6.04132e-008,0.2210
6.04556e-008,0.2211
6.04981e-008,0.2209
6.05405e-008,0.2207
6.05829e-008,0.2217
6.06253e-008,0.2212
6.06678e-008,0.2209
6.07102e-008,0.2221
6.07526e-008,0.2226
6.07950e-008,0.2207
6.08375e-008,0.2196
6.08799e-008,0.2211
6.09223e-008,0.2220
6.09647e-008,0.2216
6.10071e-008,0.2214
6.10496e-008,0.2209
6.10920e-008,0.2207
6.11344e-008,0.2212
6.11768e-008,0.2213
6.12193e-008,0.2209
6.12617e-008,0.2210
6.13041e-008,0.2209
6.13465e-008,0.2209
6.13890e-008,0.2212
6.14314e-008,0.2210
6.14738e-008,0.2207
6.15163e-008,0.2211
6.15587e-008,0.2213
6.16011e-008,0.2207
6.16435e-008,0.2204
6.16860e-008,0.2209
6.17284e-008,0.2212
6.17708e-008,0.2210
6.18132e-008,0.2208
6.18557e-008,0.2206
6.18981e-008,0.2207
6.19405e-008,0.2209
6.19829e-008,0.2209
6.20254e-008,0.2207
6.20678e-008,0.2207
6.21102e-008,0.2207
6.21526e-008,0.2207
6.21950e-008,0.2208
6.22375e-008,0.2207
6.22799e-008,0.2205
6.23223e-008,0.2207
6.23647e-008,0.2208
6.24072e-008,0.2206
6.24496e-008,0.2205
6.24920e-008,0.2207
6.25344e-008,0.2207
6.25769e-008,0.2206
6.26193e-008,0.2206
6.26617e-008,0.2205
6.27042e-008,0.2205
6.27466e-008,0.2206
6.27890e-008,0.2206
6.28314e-008,0.2205
6.28739e-008,0.2205
6.29163e-008,0.2205
6.29587e-008,0.2205
6.30011e-008,0.2212
6.30436e-008,0.2675
6.30860e-008,0.4134
6.31284e-008,0.5580
6.31708e-008,0.7382
6.32132e-008,0.8916
6.32557e-008,1.0048
6.32981e-008,1.0962
6.33405e-008,1.1589
6.33829e-008,1.2040
6.34254e-008,1.2263
6.34678e-008,1.2433
6.35102e-008,1.2498
6.35526e-008,1.2572
6.35951e-008,1.2644
6.36375e-008,1.2661
6.36799e-008,1.2700
6.37224e-008,1.2705
6.37648e-008,1.2684
6.38072e-008,1.2591
6.38496e-008,1.2575
6.38921e-008,1.2706
6.39345e-008,1.2722
6.39769e-008,1.2020
6.40193e-008,0.9918
6.40618e-008,0.8175
6.41042e-008,0.6556
6.41466e-008,0.4992
6.41890e-008,0.3954
6.42315e-008,0.3195
6.42739e-008,0.2680
6.43163e-008,0.2374
6.43587e-008,0.2268
6.44011e-008,0.2182
6.44436e-008,0.2134
6.44860e-008,0.2113
6.45284e-008,0.2039
6.45708e-008,0.2034
6.46133e-008,0.1994
6.46557e-008,0.1986
6.46981e-008,0.2069
6.47405e-008,0.2211
6.47830e-008,0.2195
6.48254e-008,0.1946
6.48678e-008,0.1876
6.49103e-008,0.2320
6.49527e-008,0.3896
6.49951e-008,0.5583
6.50375e-008,0.7385
6.50800e-008,0.9013
6.51224e-008,1.0140
6.51648e-008,1.1080
6.52072e-008,1.1692
6.52497e-008,1.2108
6.52921e-008,1.2319
6.53345e-008,1.2436
6.53769e-008,1.2525
6.54193e-008,1.2573
6.54618e-008,1.2652
6.55042e-008,1.2682
6.55466e-008,1.2759
6.55890e-008,1.2753
6.56315e-008,1.2663
6.56739e-008,1.2561
6.57163e-008,1.2560
6.57587e-008,1.2724
6.58012e-008,1.2821
6.58436e-008,1.2810
6.58860e-008,1.2789
6.59284e-008,1.2691
6.59709e-008,1.2631
6.60133e-008,1.2591
6.60557e-008,1.2550
6.60982e-008,1.2522
6.61406e-008,1.2509
6.61830e-008,1.2525
6.62254e-008,1.2535
6.62679e-008,1.2562
6.63103e-008,1.2563
6.63527e-008,1.2577
6.63951e-008,1.2580
6.64376e-008,1.2554
6.64800e-008,1.2532
6.65224e-008,1.2541
6.65648e-008,1.2588
6.66072e-008,1.2604
6.66497e-008,1.2584
6.66921e-008,1.2570
6.67345e-008,1.2556
6.67769e-008,1.2558
6.68194e-008,1.2571
6.68618e-008,1.2574
6.69042e-008,1.2573
6.69466e-008,1.2576
6.69891e-008,1.2582
6.70315e-008,1.2584
6.70739e-008,1.2586
6.71164e-008,1.2582
6.71588e-008,1.2580
6.72012e-008,1.2583
6.72436e-008,1.2576
6.72861e-008,1.2571
6.73285e-008,1.2576
6.73709e-008,1.2589
6.74133e-008,1.2591
6.74558e-008,1.2582
6.74982e-008,1.2577
6.75406e-008,1.2577
6.75830e-008,1.2581
6.76255e-008,1.2586
6.76679e-008,1.2586
6.77103e-008,1.2583
6.77527e-008,1.2583
6.77951e-008,1.2584
6.78376e-008,1.2585
6.78800e-008,1.2585
6.79224e-008,1.2584
6.79648e-008,1.2583
6.80073e-008,1.2586
6.80497e-008,1.2585
6.80921e-008,1.2583
6.81345e-008,1.2585
6.81770e-008,1.2589
6.82194e-008,1.2589
6.82618e-008,1.2585
6.83043e-008,1.2584
6.83467e-008,1.2585
6.83891e-008,1.2587
6.84315e-008,1.2589
6.84740e-008,1.2588
6.85164e-008,1.2587
6.85588e-008,1.2587
6.86012e-008,1.2586
6.86437e-008,1.2417
6.86861e-008,1.1082
6.87285e-008,0.9150
6.87709e-008,0.7764
6.88133e-008,0.6030
6.88558e-008,0.4676
6.88982e-008,0.3767
6.89406e-008,0.3107
6.89830e-008,0.2655
6.90255e-008,0.2408
6.90679e-008,0.2294
6.91103e-008,0.2172
6.91527e-008,0.2181
6.91952e-008,0.2100
6.92376e-008,0.2069
6.92800e-008,0.2059
6.93225e-008,0.2038
6.93649e-008,0.2045
6.94073e-008,0.2131
6.94497e-008,0.2234
6.94922e-008,0.2100
6.95346e-008,0.1922
6.95770e-008,0.1986
6.96194e-008,0.2002
6.96619e-008,0.2013
6.97043e-008,0.2115
6.97467e-008,0.2175
6.97891e-008,0.2210
6.98316e-008,0.2255
6.98740e-008,0.2273
6.99164e-008,0.2257
6.99588e-008,0.2266
7.00012e-008,0.2247
7.00437e-008,0.2224
7.00861e-008,0.2239
7.01285e-008,0.2229
7.01709e-008,0.2222
7.02134e-008,0.2249
7.02558e-008,0.2275
7.02982e-008,0.2233
7.03406e-008,0.2187
7.03831e-008,0.2219
7.04255e-008,0.2236
7.04679e-008,0.2228
7.05104e-008,0.2266
7.05528e-008,0.2955
7.05952e-008,0.4472
7.06376e-008,0.5936
7.06801e-008,0.7777
7.07225e-008,0.9169
7.07649e-008,1.0273
7.08073e-008,1.1122
7.08498e-008,1.1702
7.08922e-008,1.2119
7.09346e-008,1.2312
7.09770e-008,1.2471
7.10194e-008,1.2522
7.10619e-008,1.2622
7.11043e-008,1.2654
7.11467e-008,1.2669
7.11891e-008,1.2715
7.12316e-008,1.2722
7.12740e-008,1.2683
7.13164e-008,1.2587
7.13588e-008,1.2609
7.14013e-008,1.2737
7.14437e-008,1.2684
7.14861e-008,1.1662
7.15286e-008,0.9460
7.15710e-008,0.7870
7.16134e-008,0.6182
7.16558e-008,0.4741
7.16983e-008,0.3781
7.17407e-008,0.3071
7.17831e-008,0.2605
7.18255e-008,0.2343
7.18680e-008,0.2269
7.19104e-008,0.2164
7.19528e-008,0.2144
7.19952e-008,0.2101
7.20377e-008,0.2048
7.20801e-008,0.2036
7.21225e-008,0.1994
7.21649e-008,0.2003
7.22073e-008,0.2105
7.22498e-008,0.2239
7.22922e-008,0.2159
7.23346e-008,0.1908
7.23770e-008,0.1913
7.24195e-008,0.2575
7.24619e-008,0.4306
7.25043e-008,0.5940
7.25467e-008,0.7801
7.25892e-008,0.9277
7.26316e-008,1.0371
7.26740e-008,1.1247
7.27165e-008,1.1798
7.27589e-008,1.2180
7.28013e-008,1.2347
7.28437e-008,1.2474
7.28862e-008,1.2534
7.29286e-008,1.2601
7.29710e-008,1.2661
7.30134e-008,1.2703
7.30559e-008,1.2774
7.30983e-008,1.2743
7.31407e-008,1.2645
7.31831e-008,1.2551
7.32256e-008,1.2591
7.32680e-008,1.2764
7.33104e-008,1.2780
7.33528e-008,1.2001
7.33952e-008,0.9833
7.34377e-008,0.8109
7.34801e-008,0.6502
7.35225e-008,0.4952
7.35649e-008,0.3922
7.36074e-008,0.3171
7.36498e-008,0.2666
7.36922e-008,0.2380
7.37346e-008,0.2282
7.37771e-008,0.2188
7.38195e-008,0.2148
7.38619e-008,0.2134
7.39044e-008,0.2051
7.39468e-008,0.2025
7.39892e-008,0.1989
7.40316e-008,0.2001
7.40741e-008,0.2096
7.41165e-008,0.2234
7.41589e-008,0.2196
7.42013e-008,0.1935
7.42438e-008,0.1881
7.42862e-008,0.2352
7.43286e-008,0.3950
7.43710e-008,0.5625
7.44134e-008,0.7431
7.44559e-008,0.9045
7.44983e-008,1.0171
7.45407e-008,1.1106
7.45831e-008,1.1707
7.46256e-008,1.2120
7.46680e-008,1.2330
7.47104e-008,1.2445
7.47528e-008,1.2527
7.47953e-008,1.2578
7.48377e-008,1.2662
7.48801e-008,1.2694
7.49226e-008,1.2768
7.49650e-008,1.2755
7.50074e-008,1.2662
7.50498e-008,1.2564
7.50923e-008,1.2571
7.51347e-008,1.2735
7.51771e-008,1.2826
7.52195e-008,1.2814
7.52620e-008,1.2792
7.53044e-008,1.2695
7.53468e-008,1.2637
7.53892e-008,1.2594
7.54317e-008,1.2553
7.54741e-008,1.2527
7.55165e-008,1.2515
7.55589e-008,1.2529
7.56013e-008,1.2539
7.56438e-008,1.2568
7.56862e-008,1.2569
7.57286e-008,1.2582
7.57710e-008,1.2582
7.58135e-008,1.2556
7.58559e-008,1.2537
7.58983e-008,1.2547
7.59407e-008,1.2594
7.59832e-008,1.2607
7.60256e-008,1.2586
7.60680e-008,1.2573
7.61105e-008,1.2560
7.61529e-008,1.2563
7.61953e-008,1.2574
7.62377e-008,1.2577
7.62802e-008,1.2577
7.63226e-008,1.2580
7.63650e-008,1.2585
7.64074e-008,1.2587
7.64499e-008,1.2590
7.64923e-008,1.2586
7.65347e-008,1.2584
7.65771e-008,1.2586
7.66195e-008,1.2579
7.66620e-008,1.2575
7.67044e-008,1.2580
7.67468e-008,1.2593
7.67892e-008,1.2594
7.68317e-008,1.2584
7.68741e-008,1.2580
7.69165e-008,1.2580
7.69589e-008,1.2584
7.70014e-008,1.2589
7.70438e-008,1.2588
7.70862e-008,1.2586
7.71287e-008,1.2586
7.71711e-008,1.2587
7.72135e-008,1.2588
7.72559e-008,1.2588
7.72984e-008,1.2587
7.73408e-008,1.2586
7.73832e-008,1.2588
7.74256e-008,1.2587
7.74681e-008,1.2586
7.75105e-008,1.2588
7.75529e-008,1.2591
7.75953e-008,1.2591
7.76378e-008,1.2588
7.76802e-008,1.2587
7.77226e-008,1.2588
7.77650e-008,1.2590
7.78074e-008,1.2591
7.78499e-008,1.2590
7.78923e-008,1.2589
7.79347e-008,1.2589
7.79771e-008,1.2590
7.80196e-008,1.2591
7.80620e-008,1.2591
7.81044e-008,1.2590
7.81468e-008,1.2590
7.81893e-008,1.2591
7.82317e-008,1.2591
7.82741e-008,1.2590
7.83166e-008,1.2591
7.83590e-008,1.2592
7.84014e-008,1.2592
7.84438e-008,1.2591
7.84863e-008,1.2591
7.85287e-008,1.2591
7.85711e-008,1.2592
7.86135e-008,1.2592
7.86560e-008,1.2592
7.86984e-008,1.2592
7.87408e-008,1.2592
7.87832e-008,1.2592
7.88257e-008,1.2593
7.88681e-008,1.2593
7.89105e-008,1.2592
7.89529e-008,1.2592
7.89953e-008,1.2593
7.90378e-008,1.2593
7.90802e-008,1.2593
7.91226e-008,1.2593
7.91650e-008,1.2593
7.92075e-008,1.2593
7.92499e-008,1.2593
7.92923e-008,1.2593
7.93347e-008,1.2593
7.93772e-008,1.2594
7.94196e-008,1.2594
7.94620e-008,1.2593
7.95045e-008,1.2593
7.95469e-008,1.2594
7.95893e-008,1.2594
7.96317e-008,1.2594
7.96742e-008,1.2594
7.97166e-008,1.2594
7.97590e-008,1.2594
7.98014e-008,1.2594
7.98439e-008,1.2594
7.98863e-008,1.2594
7.99287e-008,1.2594
7.99711e-008,1.2594
8.00135e-008,1.2594
8.00560e-008,1.2594
8.00984e-008,1.2594
8.01408e-008,1.2595
8.01832e-008,1.2595
8.02257e-008,1.2595
8.02681e-008,1.2595
8.03105e-008,1.2595
8.03529e-008,1.2595
8.03954e-008,1.2595
8.04378e-008,1.2595
8.04802e-008,1.2595
8.05227e-008,1.2595
8.05651e-008,1.2595
8.06075e-008,1.2595
8.06499e-008,1.2595
8.06924e-008,1.2595
8.07348e-008,1.2595
8.07772e-008,1.2595
8.08196e-008,1.2527
8.08621e-008,1.1599
8.09045e-008,0.9602
8.09469e-008,0.8174
8.09893e-008,0.6505
8.10318e-008,0.4993
8.10742e-008,0.3991
8.11166e-008,0.3272
8.11590e-008,0.2765
8.12014e-008,0.2457
8.12439e-008,0.2334
8.12863e-008,0.2200
8.13287e-008,0.2187
8.13711e-008,0.2134
8.14136e-008,0.2074
8.14560e-008,0.2071
8.14984e-008,0.2049
8.15408e-008,0.2045
8.15833e-008,0.2103
8.16257e-008,0.2227
8.16681e-008,0.2166
8.17106e-008,0.1952
8.17530e-008,0.1974
8.17954e-008,0.2627
8.18378e-008,0.4320
8.18803e-008,0.5946
8.19227e-008,0.7836
8.19651e-008,0.9308
8.20075e-008,1.0397
8.20500e-008,1.1265
8.20924e-008,1.1813
8.21348e-008,1.2205
8.21772e-008,1.2371
8.22196e-008,1.2492
8.22621e-008,1.2550
8.23045e-008,1.2624
8.23469e-008,1.2678
8.23893e-008,1.2709
8.24318e-008,1.2778
8.24742e-008,1.2755
8.25166e-008,1.2665
8.25590e-008,1.2573
8.26015e-008,1.2605
8.26439e-008,1.2767
8.26863e-008,1.2780
8.27288e-008,1.1984
8.27712e-008,0.9803
8.28136e-008,0.8091
8.28560e-008,0.6472
8.28985e-008,0.4933
8.29409e-008,0.3916
8.29833e-008,0.3170
8.30257e-008,0.2666
8.30682e-008,0.2383
8.31106e-008,0.2291
8.31530e-008,0.2195
8.31954e-008,0.2156
8.32379e-008,0.2139
8.32803e-008,0.2060
8.33227e-008,0.2036
8.33651e-008,0.1999
8.34075e-008,0.2009
8.34500e-008,0.2103
8.34924e-008,0.2243
8.35348e-008,0.2203
8.35772e-008,0.1940
8.36197e-008,0.1890
8.36621e-008,0.2376
8.37045e-008,0.3995
8.37469e-008,0.5666
8.37894e-008,0.7478
8.38318e-008,0.9076
8.38742e-008,1.0199
8.39167e-008,1.1128
8.39591e-008,1.1723
8.40015e-008,1.2133
8.40439e-008,1.2338
8.40864e-008,1.2455
8.41288e-008,1.2534
8.41712e-008,1.2587
8.42136e-008,1.2668
8.42561e-008,1.2701
8.42985e-008,1.2775
8.43409e-008,1.2760
8.43833e-008,1.2667
8.44257e-008,1.2568
8.44682e-008,1.2577
8.45106e-008,1.2744
8.45530e-008,1.2812
8.45954e-008,1.2259
8.46379e-008,1.0239
8.46803e-008,0.8360
8.47227e-008,0.6814
8.47651e-008,0.5181
8.48076e-008,0.4081
8.48500e-008,0.3291
8.48924e-008,0.2741
8.49349e-008,0.2420
8.49773e-008,0.2296
8.50197e-008,0.2217
8.50621e-008,0.2149
8.51046e-008,0.2153
8.51470e-008,0.2063
8.51894e-008,0.2034
8.52318e-008,0.1999
8.52743e-008,0.1999
8.53167e-008,0.2079
8.53591e-008,0.2220
8.54015e-008,0.2230
8.54440e-008,0.1982
8.54864e-008,0.1870
8.55288e-008,0.1977
8.55712e-008,0.1998
8.56136e-008,0.2067
8.56561e-008,0.2150
8.56985e-008,0.2185
8.57409e-008,0.2230
8.57833e-008,0.2274
8.58258e-008,0.2275
8.58682e-008,0.2254
8.59106e-008,0.2258
8.59530e-008,0.2226
8.59955e-008,0.2221
8.60379e-008,0.2226
8.60803e-008,0.2216
8.61228e-008,0.2234
8.61652e-008,0.2272
8.62076e-008,0.2267
8.62500e-008,0.2195
8.62925e-008,0.2177
8.63349e-008,0.2227
8.63773e-008,0.2238
8.64197e-008,0.2237
8.64622e-008,0.2238
8.65046e-008,0.2225
8.65470e-008,0.2222
8.65894e-008,0.2229
8.66319e-008,0.2221
8.66743e-008,0.2212
8.67167e-008,0.2216
8.67591e-008,0.2211
8.68015e-008,0.2212
8.68440e-008,0.2220
8.68864e-008,0.2214
8.69288e-008,0.2216
8.69712e-008,0.2228
8.70137e-008,0.2225
8.70561e-008,0.2203
8.70985e-008,0.2201
8.71409e-008,0.2220
8.71834e-008,0.2223
8.72258e-008,0.2218
8.72682e-008,0.2215
8.73107e-008,0.2211
8.73531e-008,0.2212
8.73955e-008,0.2216
8.74379e-008,0.2214
8.74804e-008,0.2211
8.75228e-008,0.2213
8.75652e-008,0.2212
8.76076e-008,0.2212
8.76501e-008,0.2215
8.76925e-008,0.2212
8.77349e-008,0.2210
8.77773e-008,0.2215
8.78197e-008,0.2214
8.78622e-008,0.2207
8.79046e-008,0.2207
8.79470e-008,0.2214
8.79894e-008,0.2214
8.80319e-008,0.2211
8.80743e-008,0.2210
8.81167e-008,0.2209
8.81591e-008,0.2210
8.82016e-008,0.2212
8.82440e-008,0.2210
8.82864e-008,0.2209
8.83289e-008,0.2261
8.83713e-008,0.3120
8.84137e-008,0.4675
8.84561e-008,0.6179
8.84986e-008,0.8016
8.85410e-008,0.9338
8.85834e-008,1.0412
8.86258e-008,1.1217
8.86683e-008,1.1773
8.87107e-008,1.2144
8.87531e-008,1.2326
8.87955e-008,1.2482
8.88380e-008,1.2514
8.88804e-008,1.2615
8.89228e-008,1.2648
8.89652e-008,1.2681
8.90076e-008,1.2709
8.90501e-008,1.2707
8.90925e-008,1.2660
8.91349e-008,1.2566
8.91773e-008,1.2618
8.92198e-008,1.2746
8.92622e-008,1.2627
8.93046e-008,1.1374
8.93470e-008,0.9179
8.93895e-008,0.7647
8.94319e-008,0.5934
8.94743e-008,0.4579
8.95168e-008,0.3659
8.95592e-008,0.2983
8.96016e-008,0.2553
8.96440e-008,0.2317
8.96865e-008,0.2251
8.97289e-008,0.2147
8.97713e-008,0.2145
8.98137e-008,0.2081
8.98562e-008,0.2040
8.98986e-008,0.2025
8.99410e-008,0.1985
8.99834e-008,0.2007
9.00258e-008,0.2123
9.00683e-008,0.2242
9.01107e-008,0.2118
9.01531e-008,0.1883
9.01955e-008,0.1936
9.02380e-008,0.2760
9.02804e-008,0.4554
9.03228e-008,0.6175
9.03652e-008,0.8048
9.04077e-008,0.9435
9.04501e-008,1.0508
9.04925e-008,1.1338
9.05350e-008,1.1857
9.05774e-008,1.2216
9.06198e-008,1.2357
9.06622e-008,1.2488
9.07047e-008,1.2534
9.07471e-008,1.2612
