.HEADER
..NAMES
Time,V U3.P2
1.08383e-008,0.2840
1.08842e-008,0.2991
1.09302e-008,0.3044
1.09761e-008,0.3012
1.10220e-008,0.2877
1.10679e-008,0.2699
1.11139e-008,0.2552
1.11598e-008,0.2450
1.12057e-008,0.2403
1.12516e-008,0.2372
1.12975e-008,0.2358
1.13435e-008,0.2362
1.13894e-008,0.2346
1.14353e-008,0.2305
1.14812e-008,0.2276
1.15272e-008,0.2279
1.15731e-008,0.2299
1.16190e-008,0.2337
1.16649e-008,0.2389
1.17109e-008,0.2436
1.17568e-008,0.2465
1.18027e-008,0.2488
1.18487e-008,0.2514
1.18946e-008,0.2530
1.19405e-008,0.2550
1.19864e-008,0.2581
1.20324e-008,0.2614
1.20783e-008,0.2636
1.21242e-008,0.2637
1.21701e-008,0.2615
1.22161e-008,0.2572
1.22620e-008,0.2526
1.23079e-008,0.2489
1.23538e-008,0.2472
1.23997e-008,0.2482
1.24457e-008,0.2516
1.24916e-008,0.2558
1.25375e-008,0.2594
1.25834e-008,0.2613
1.26294e-008,0.2609
1.26753e-008,0.2586
1.27212e-008,0.2556
1.27672e-008,0.2534
1.28131e-008,0.2525
1.28590e-008,0.2529
1.29049e-008,0.2542
1.29509e-008,0.2558
1.29968e-008,0.2569
1.30427e-008,0.2568
1.30886e-008,0.2559
1.31346e-008,0.2543
1.31805e-008,0.2528
1.32264e-008,0.2520
1.32723e-008,0.2521
1.33182e-008,0.2529
1.33642e-008,0.2540
1.34101e-008,0.2548
1.34560e-008,0.2551
1.35019e-008,0.2547
1.35479e-008,0.2538
1.35938e-008,0.2529
1.36397e-008,0.2523
1.36856e-008,0.2524
1.37316e-008,0.2530
1.37775e-008,0.2538
1.38234e-008,0.2544
1.38694e-008,0.2544
1.39153e-008,0.2539
1.39612e-008,0.2530
1.40071e-008,0.2522
1.40531e-008,0.2517
1.40990e-008,0.2518
1.41449e-008,0.2523
1.41908e-008,0.2530
1.42367e-008,0.2537
1.42827e-008,0.2539
1.43286e-008,0.2537
1.43745e-008,0.2531
1.44204e-008,0.2524
1.44664e-008,0.2519
1.45123e-008,0.2518
1.45582e-008,0.2520
1.46041e-008,0.2524
1.46501e-008,0.2529
1.46960e-008,0.2532
1.47419e-008,0.2532
1.47879e-008,0.2529
1.48338e-008,0.2524
1.48797e-008,0.2520
1.49256e-008,0.2517
1.49715e-008,0.2518
1.50175e-008,0.2521
1.50634e-008,0.2524
1.51093e-008,0.2527
1.51552e-008,0.2527
1.52012e-008,0.2526
1.52471e-008,0.2522
1.52930e-008,0.2519
1.53389e-008,0.2517
1.53849e-008,0.2517
1.54308e-008,0.2519
1.54767e-008,0.2521
1.55226e-008,0.2523
1.55686e-008,0.2524
1.56145e-008,0.2522
1.56604e-008,0.2520
1.57063e-008,0.2518
1.57523e-008,0.2516
1.57982e-008,0.2516
1.58441e-008,0.2519
1.58901e-008,0.2615
1.59360e-008,0.3140
1.59819e-008,0.3963
1.60278e-008,0.4895
1.60738e-008,0.6290
1.61197e-008,0.7907
1.61656e-008,0.9357
1.62115e-008,1.0572
1.62575e-008,1.1558
1.63034e-008,1.2080
1.63493e-008,1.2232
1.63952e-008,1.2134
1.64412e-008,1.1891
1.64871e-008,1.1673
1.65330e-008,1.1579
1.65789e-008,1.1622
1.66249e-008,1.1781
1.66708e-008,1.2031
1.67167e-008,1.2237
1.67626e-008,1.2361
1.68085e-008,1.2399
1.68545e-008,1.2376
1.69004e-008,1.2358
1.69463e-008,1.2346
1.69922e-008,1.2355
1.70382e-008,1.2406
1.70841e-008,1.2454
1.71300e-008,1.2459
1.71759e-008,1.2436
1.72219e-008,1.2392
1.72678e-008,1.2326
1.73137e-008,1.2262
1.73596e-008,1.2226
1.74056e-008,1.2215
1.74515e-008,1.2205
1.74974e-008,1.2199
1.75433e-008,1.2194
1.75893e-008,1.2170
1.76352e-008,1.2136
1.76811e-008,1.2109
1.77271e-008,1.2093
1.77730e-008,1.1944
1.78189e-008,1.1412
1.78648e-008,1.0727
1.79108e-008,0.9874
1.79567e-008,0.8571
1.80026e-008,0.7023
1.80485e-008,0.5577
1.80945e-008,0.4339
1.81404e-008,0.3321
1.81863e-008,0.2706
1.82322e-008,0.2461
1.82782e-008,0.2529
1.83241e-008,0.2751
1.83700e-008,0.2975
1.84159e-008,0.3082
1.84619e-008,0.3063
1.85078e-008,0.2924
1.85537e-008,0.2702
1.85996e-008,0.2510
1.86455e-008,0.2385
1.86915e-008,0.2341
1.87374e-008,0.2342
1.87833e-008,0.2354
1.88292e-008,0.2377
1.88752e-008,0.2370
1.89211e-008,0.2319
1.89670e-008,0.2258
1.90129e-008,0.2231
1.90589e-008,0.2237
1.91048e-008,0.2276
1.91507e-008,0.2342
1.91966e-008,0.2414
1.92426e-008,0.2462
1.92885e-008,0.2486
1.93344e-008,0.2501
1.93803e-008,0.2502
1.94263e-008,0.2503
1.94722e-008,0.2525
1.95181e-008,0.2565
1.95640e-008,0.2608
1.96100e-008,0.2633
1.96559e-008,0.2631
1.97018e-008,0.2593
1.97478e-008,0.2536
1.97937e-008,0.2479
1.98396e-008,0.2440
1.98855e-008,0.2434
1.99315e-008,0.2466
1.99774e-008,0.2518
2.00233e-008,0.2572
2.00692e-008,0.2608
2.01152e-008,0.2615
2.01611e-008,0.2593
2.02070e-008,0.2554
2.02529e-008,0.2516
2.02989e-008,0.2495
2.03448e-008,0.2494
2.03907e-008,0.2511
2.04366e-008,0.2536
2.04826e-008,0.2559
2.05285e-008,0.2568
2.05744e-008,0.2560
2.06203e-008,0.2540
2.06662e-008,0.2516
2.07122e-008,0.2498
2.07581e-008,0.2494
2.08040e-008,0.2503
2.08499e-008,0.2520
2.08959e-008,0.2537
2.09418e-008,0.2546
2.09877e-008,0.2544
2.10336e-008,0.2533
2.10796e-008,0.2517
2.11255e-008,0.2505
2.11714e-008,0.2501
2.12173e-008,0.2508
2.12633e-008,0.2520
2.13092e-008,0.2532
2.13551e-008,0.2538
2.14010e-008,0.2536
2.14470e-008,0.2526
2.14929e-008,0.2536
2.15388e-008,0.2811
2.15847e-008,0.3555
2.16307e-008,0.4402
2.16766e-008,0.5567
2.17225e-008,0.7148
2.17685e-008,0.8718
2.18144e-008,1.0028
2.18603e-008,1.1137
2.19062e-008,1.1884
2.19522e-008,1.2175
2.19981e-008,1.2189
2.20440e-008,1.1995
2.20899e-008,1.1759
2.21359e-008,1.1607
2.21818e-008,1.1601
2.22277e-008,1.1704
2.22736e-008,1.1920
2.23196e-008,1.2151
2.23655e-008,1.2304
2.24114e-008,1.2378
2.24573e-008,1.2375
2.25033e-008,1.2356
2.25492e-008,1.2351
2.25951e-008,1.2351
2.26410e-008,1.2386
2.26869e-008,1.2442
2.27329e-008,1.2463
2.27788e-008,1.2444
2.28247e-008,1.2407
2.28706e-008,1.2350
2.29166e-008,1.2284
2.29625e-008,1.2238
2.30084e-008,1.2222
2.30543e-008,1.2215
2.31003e-008,1.2204
2.31462e-008,1.2199
2.31921e-008,1.2180
2.32380e-008,1.2145
2.32840e-008,1.2112
2.33299e-008,1.2096
2.33758e-008,1.2104
2.34217e-008,1.2140
2.34677e-008,1.2202
2.35136e-008,1.2261
2.35595e-008,1.2301
2.36055e-008,1.2310
2.36514e-008,1.2280
2.36973e-008,1.2224
2.37432e-008,1.2168
2.37892e-008,1.2131
2.38351e-008,1.2124
2.38810e-008,1.2149
2.39269e-008,1.2192
2.39729e-008,1.2235
2.40188e-008,1.2259
2.40647e-008,1.2258
2.41106e-008,1.2240
2.41566e-008,1.2214
2.42025e-008,1.2191
2.42484e-008,1.2185
2.42943e-008,1.2194
2.43403e-008,1.2214
2.43862e-008,1.2235
2.44321e-008,1.2250
2.44780e-008,1.2253
2.45239e-008,1.2244
2.45699e-008,1.2229
2.46158e-008,1.2213
2.46617e-008,1.2204
2.47076e-008,1.2206
2.47536e-008,1.2217
2.47995e-008,1.2232
2.48454e-008,1.2244
2.48913e-008,1.2248
2.49373e-008,1.2242
2.49832e-008,1.2229
2.50291e-008,1.2216
2.50750e-008,1.2211
2.51210e-008,1.2214
2.51669e-008,1.2226
2.52128e-008,1.2240
2.52587e-008,1.2250
2.53047e-008,1.2252
2.53506e-008,1.2246
2.53965e-008,1.2234
2.54424e-008,1.2223
2.54884e-008,1.2217
2.55343e-008,1.2218
2.55802e-008,1.2226
2.56262e-008,1.2236
2.56721e-008,1.2245
2.57180e-008,1.2249
2.57639e-008,1.2247
2.58099e-008,1.2241
2.58558e-008,1.2233
2.59017e-008,1.2227
2.59476e-008,1.2226
2.59936e-008,1.2229
2.60395e-008,1.2235
2.60854e-008,1.2242
2.61313e-008,1.2247
2.61773e-008,1.2248
2.62232e-008,1.2244
2.62691e-008,1.2238
2.63150e-008,1.2233
2.63610e-008,1.2230
2.64069e-008,1.2232
2.64528e-008,1.2237
2.64987e-008,1.2243
2.65446e-008,1.2247
2.65906e-008,1.2247
2.66365e-008,1.2245
2.66824e-008,1.2240
2.67283e-008,1.2236
2.67743e-008,1.2235
2.68202e-008,1.2236
2.68661e-008,1.2239
2.69120e-008,1.2243
2.69580e-008,1.2246
2.70039e-008,1.2247
2.70498e-008,1.2245
2.70957e-008,1.2238
2.71417e-008,1.2108
2.71876e-008,1.1582
2.72335e-008,1.0852
2.72794e-008,1.0012
2.73254e-008,0.8750
2.73713e-008,0.7230
2.74172e-008,0.5801
2.74631e-008,0.4597
2.75091e-008,0.3578
2.75550e-008,0.2918
2.76009e-008,0.2601
2.76469e-008,0.2585
2.76928e-008,0.2743
2.77387e-008,0.2931
2.77846e-008,0.3046
2.78306e-008,0.3056
2.78765e-008,0.2966
2.79224e-008,0.2781
2.79683e-008,0.2604
2.80143e-008,0.2468
2.80602e-008,0.2395
2.81061e-008,0.2368
2.81520e-008,0.2354
2.81980e-008,0.2364
2.82439e-008,0.2367
2.82898e-008,0.2332
2.83357e-008,0.2286
2.83817e-008,0.2267
2.84276e-008,0.2273
2.84735e-008,0.2301
2.85194e-008,0.2352
2.85653e-008,0.2411
2.86113e-008,0.2454
2.86572e-008,0.2481
2.87031e-008,0.2507
2.87490e-008,0.2523
2.87950e-008,0.2533
2.88409e-008,0.2554
2.88868e-008,0.2586
2.89327e-008,0.2616
2.89787e-008,0.2632
2.90246e-008,0.2626
2.90705e-008,0.2595
2.91164e-008,0.2549
2.91624e-008,0.2504
2.92083e-008,0.2471
2.92542e-008,0.2464
2.93001e-008,0.2486
2.93461e-008,0.2527
2.93920e-008,0.2571
2.94379e-008,0.2603
2.94839e-008,0.2613
2.95298e-008,0.2599
2.95757e-008,0.2569
2.96216e-008,0.2538
2.96676e-008,0.2519
2.97135e-008,0.2515
2.97594e-008,0.2525
2.98053e-008,0.2542
2.98513e-008,0.2560
2.98972e-008,0.2567
2.99431e-008,0.2563
2.99890e-008,0.2549
3.00350e-008,0.2531
3.00809e-008,0.2516
3.01268e-008,0.2511
3.01727e-008,0.2516
3.02187e-008,0.2527
3.02646e-008,0.2539
3.03105e-008,0.2546
3.03564e-008,0.2546
3.04024e-008,0.2539
3.04483e-008,0.2529
3.04942e-008,0.2519
3.05401e-008,0.2515
3.05861e-008,0.2519
3.06320e-008,0.2527
3.06779e-008,0.2535
3.07238e-008,0.2540
3.07698e-008,0.2539
3.08157e-008,0.2532
3.08616e-008,0.2535
3.09075e-008,0.2748
3.09535e-008,0.3444
3.09994e-008,0.4283
3.10453e-008,0.5376
3.10912e-008,0.6920
3.11372e-008,0.8513
3.11831e-008,0.9860
3.12290e-008,1.1000
3.12749e-008,1.1818
3.13209e-008,1.2163
3.13668e-008,1.2212
3.14127e-008,1.2038
3.14586e-008,1.1796
3.15045e-008,1.1624
3.15505e-008,1.1596
3.15964e-008,1.1684
3.16423e-008,1.1887
3.16882e-008,1.2127
3.17342e-008,1.2294
3.17801e-008,1.2380
3.18260e-008,1.2386
3.18719e-008,1.2364
3.19179e-008,1.2356
3.19638e-008,1.2352
3.20097e-008,1.2381
3.20556e-008,1.2438
3.21016e-008,1.2467
3.21475e-008,1.2453
3.21934e-008,1.2419
3.22393e-008,1.2365
3.22853e-008,1.2297
3.23312e-008,1.2246
3.23771e-008,1.2226
3.24230e-008,1.2219
3.24690e-008,1.2208
3.25149e-008,1.2203
3.25608e-008,1.2188
3.26067e-008,1.2155
3.26527e-008,1.2121
3.26986e-008,1.2101
3.27445e-008,1.2069
3.27904e-008,1.1788
3.28364e-008,1.1153
3.28823e-008,1.0449
3.29282e-008,0.9429
3.29741e-008,0.7990
3.30201e-008,0.6442
3.30660e-008,0.5083
3.31119e-008,0.3911
3.31578e-008,0.3037
3.32038e-008,0.2576
3.32497e-008,0.2460
3.32956e-008,0.2611
3.33415e-008,0.2846
3.33875e-008,0.3034
3.34334e-008,0.3086
3.34793e-008,0.3023
3.35253e-008,0.2839
3.35712e-008,0.2620
3.36171e-008,0.2454
3.36630e-008,0.2361
3.37090e-008,0.2342
3.37549e-008,0.2347
3.38008e-008,0.2365
3.38467e-008,0.2380
3.38927e-008,0.2354
3.39386e-008,0.2292
3.39845e-008,0.2242
3.40304e-008,0.2230
3.40764e-008,0.2249
3.41223e-008,0.2301
3.41682e-008,0.2372
3.42141e-008,0.2437
3.42601e-008,0.2473
3.43060e-008,0.2492
3.43519e-008,0.2501
3.43978e-008,0.2500
3.44438e-008,0.2509
3.44897e-008,0.2539
3.45356e-008,0.2583
3.45815e-008,0.2622
3.46275e-008,0.2681
3.46734e-008,0.3040
3.47193e-008,0.3782
3.47652e-008,0.4605
3.48112e-008,0.5833
3.48571e-008,0.7421
3.49030e-008,0.8961
3.49489e-008,1.0280
3.49949e-008,1.1406
3.50408e-008,1.2099
3.50867e-008,1.2337
3.51326e-008,1.2278
3.51786e-008,1.2010
3.52245e-008,1.1725
3.52704e-008,1.1559
3.53163e-008,1.1564
3.53622e-008,1.1705
3.54082e-008,1.1971
3.54541e-008,1.2230
3.55000e-008,1.2393
3.55459e-008,1.2452
3.55919e-008,1.2418
3.56378e-008,1.2369
3.56837e-008,1.2333
3.57296e-008,1.2324
3.57756e-008,1.2373
3.58215e-008,1.2444
3.58674e-008,1.2479
3.59133e-008,1.2473
3.59593e-008,1.2437
3.60052e-008,1.2365
3.60511e-008,1.2282
3.60970e-008,1.2224
3.61430e-008,1.2202
3.61889e-008,1.2198
3.62348e-008,1.2202
3.62807e-008,1.2213
3.63267e-008,1.2203
3.63726e-008,1.2169
3.64185e-008,1.2130
3.64644e-008,1.2103
3.65104e-008,1.2101
3.65563e-008,1.2135
3.66022e-008,1.2200
3.66481e-008,1.2268
3.66941e-008,1.2318
3.67400e-008,1.2332
3.67859e-008,1.2298
3.68318e-008,1.2235
3.68778e-008,1.2170
3.69237e-008,1.2125
3.69696e-008,1.2116
3.70155e-008,1.2144
3.70615e-008,1.2195
3.71074e-008,1.2247
3.71533e-008,1.2276
3.71992e-008,1.2277
3.72452e-008,1.2255
3.72911e-008,1.2221
3.73370e-008,1.2191
3.73830e-008,1.2180
3.74289e-008,1.2189
3.74748e-008,1.2213
3.75207e-008,1.2240
3.75667e-008,1.2262
3.76126e-008,1.2267
3.76585e-008,1.2257
3.77044e-008,1.2236
3.77504e-008,1.2215
3.77963e-008,1.2202
3.78422e-008,1.2203
3.78881e-008,1.2216
3.79341e-008,1.2236
3.79800e-008,1.2252
3.80259e-008,1.2258
3.80718e-008,1.2251
3.81178e-008,1.2235
3.81637e-008,1.2219
3.82096e-008,1.2210
3.82555e-008,1.2213
3.83015e-008,1.2225
3.83474e-008,1.2237
3.83933e-008,1.2110
3.84392e-008,1.1569
3.84852e-008,1.0827
3.85311e-008,0.9963
3.85770e-008,0.8674
3.86229e-008,0.7143
3.86689e-008,0.5726
3.87148e-008,0.4542
3.87607e-008,0.3553
3.88066e-008,0.2921
3.88526e-008,0.2619
3.88985e-008,0.2607
3.89444e-008,0.2755
3.89903e-008,0.2926
3.90363e-008,0.3023
3.90822e-008,0.3026
3.91281e-008,0.2935
3.91740e-008,0.2761
3.92199e-008,0.2600
3.92659e-008,0.2476
3.93118e-008,0.2408
3.93577e-008,0.2374
3.94036e-008,0.2350
3.94496e-008,0.2351
3.94955e-008,0.2347
3.95414e-008,0.2314
3.95873e-008,0.2275
3.96333e-008,0.2266
3.96792e-008,0.2280
3.97251e-008,0.2310
3.97710e-008,0.2358
3.98170e-008,0.2410
3.98629e-008,0.2446
3.99088e-008,0.2469
3.99547e-008,0.2495
4.00007e-008,0.2515
4.00466e-008,0.2532
4.00925e-008,0.2558
4.01384e-008,0.2591
4.01844e-008,0.2620
4.02303e-008,0.2637
4.02762e-008,0.2792
4.03221e-008,0.3394
4.03681e-008,0.4188
4.04140e-008,0.5185
4.04599e-008,0.6663
4.05058e-008,0.8273
4.05518e-008,0.9690
4.05977e-008,1.0904
4.06436e-008,1.1826
4.06895e-008,1.2249
4.07355e-008,1.2325
4.07814e-008,1.2146
4.08273e-008,1.1860
4.08732e-008,1.1636
4.09192e-008,1.1569
4.09651e-008,1.1645
4.10110e-008,1.1851
4.10569e-008,1.2122
4.11029e-008,1.2323
4.11488e-008,1.2428
4.11947e-008,1.2435
4.12407e-008,1.2391
4.12866e-008,1.2359
4.13325e-008,1.2339
4.13784e-008,1.2361
4.14244e-008,1.2426
4.14703e-008,1.2475
4.15162e-008,1.2479
4.15621e-008,1.2454
4.16081e-008,1.2400
4.16540e-008,1.2322
4.16999e-008,1.2255
4.17458e-008,1.2221
4.17918e-008,1.2213
4.18377e-008,1.2210
4.18836e-008,1.2215
4.19295e-008,1.2213
4.19755e-008,1.2185
4.20214e-008,1.2147
4.20673e-008,1.2115
4.21132e-008,1.2104
4.21592e-008,1.2123
4.22051e-008,1.2178
4.22510e-008,1.2246
4.22969e-008,1.2304
4.23429e-008,1.2333
4.23888e-008,1.2319
4.24347e-008,1.2266
4.24806e-008,1.2201
4.25266e-008,1.2147
4.25725e-008,1.2122
4.26184e-008,1.2136
4.26643e-008,1.2178
4.27103e-008,1.2230
4.27562e-008,1.2269
4.28021e-008,1.2280
4.28480e-008,1.2267
4.28940e-008,1.2238
4.29399e-008,1.2206
4.29858e-008,1.2188
4.30317e-008,1.2190
4.30777e-008,1.2207
4.31236e-008,1.2233
4.31695e-008,1.2256
4.32154e-008,1.2268
4.32613e-008,1.2263
4.33073e-008,1.2247
4.33532e-008,1.2227
4.33991e-008,1.2210
4.34450e-008,1.2206
4.34910e-008,1.2214
4.35369e-008,1.2231
4.35828e-008,1.2249
4.36287e-008,1.2259
4.36747e-008,1.2257
4.37206e-008,1.2244
4.37665e-008,1.2228
4.38124e-008,1.2216
4.38584e-008,1.2214
4.39043e-008,1.2223
4.39502e-008,1.2238
4.39961e-008,1.2211
4.40421e-008,1.1883
4.40880e-008,1.1183
4.41339e-008,1.0421
4.41798e-008,0.9346
4.42258e-008,0.7888
4.42717e-008,0.6378
4.43176e-008,0.5094
4.43635e-008,0.3997
4.44095e-008,0.3180
4.44554e-008,0.2729
4.45013e-008,0.2582
4.45472e-008,0.2677
4.45932e-008,0.2848
4.46391e-008,0.2993
4.46850e-008,0.3037
4.47309e-008,0.2997
4.47769e-008,0.2852
4.48228e-008,0.2676
4.48687e-008,0.2532
4.49146e-008,0.2435
4.49606e-008,0.2391
4.50065e-008,0.2361
4.50524e-008,0.2350
4.50983e-008,0.2355
4.51443e-008,0.2336
4.51902e-008,0.2295
4.52361e-008,0.2269
4.52821e-008,0.2273
4.53280e-008,0.2294
4.53739e-008,0.2335
4.54198e-008,0.2387
4.54658e-008,0.2433
4.55117e-008,0.2460
4.55576e-008,0.2485
4.56035e-008,0.2510
4.56495e-008,0.2526
4.56954e-008,0.2546
4.57413e-008,0.2577
4.57872e-008,0.2609
4.58332e-008,0.2629
4.58791e-008,0.2677
4.59250e-008,0.3049
4.59709e-008,0.3806
4.60169e-008,0.4647
4.60628e-008,0.5905
4.61087e-008,0.7507
4.61546e-008,0.9039
4.62006e-008,1.0339
4.62465e-008,1.1440
4.62924e-008,1.2103
4.63383e-008,1.2324
4.63843e-008,1.2261
4.64302e-008,1.2000
4.64761e-008,1.1731
4.65220e-008,1.1582
4.65680e-008,1.1595
4.66139e-008,1.1736
4.66598e-008,1.1995
4.67057e-008,1.2239
4.67517e-008,1.2391
4.67976e-008,1.2445
4.68435e-008,1.2414
4.68894e-008,1.2374
4.69354e-008,1.2348
4.69813e-008,1.2345
4.70272e-008,1.2393
4.70731e-008,1.2458
4.71190e-008,1.2483
4.71650e-008,1.2471
4.72109e-008,1.2432
4.72568e-008,1.2362
4.73027e-008,1.2286
4.73487e-008,1.2234
4.73946e-008,1.2217
4.74405e-008,1.2212
4.74864e-008,1.2213
4.75324e-008,1.2218
4.75783e-008,1.2202
4.76242e-008,1.2167
4.76701e-008,1.2130
4.77161e-008,1.2104
4.77620e-008,1.2009
4.78079e-008,1.1568
4.78538e-008,1.0894
4.78998e-008,1.0127
4.79457e-008,0.8933
4.79916e-008,0.7416
4.80375e-008,0.5918
4.80835e-008,0.4631
4.81294e-008,0.3533
4.81753e-008,0.2812
4.82212e-008,0.2483
4.82672e-008,0.2489
4.83131e-008,0.2699
4.83590e-008,0.2941
4.84049e-008,0.3088
4.84509e-008,0.3097
4.84968e-008,0.2985
4.85427e-008,0.2765
4.85886e-008,0.2554
4.86346e-008,0.2407
4.86805e-008,0.2344
4.87264e-008,0.2343
4.87723e-008,0.2357
4.88183e-008,0.2384
4.88642e-008,0.2390
4.89101e-008,0.2346
4.89560e-008,0.2279
4.90020e-008,0.2239
4.90479e-008,0.2235
4.90938e-008,0.2264
4.91398e-008,0.2328
4.91857e-008,0.2404
4.92316e-008,0.2462
4.92775e-008,0.2491
