.HEADER
..NAMES
Time,V U3.E7
.DATA
4.42493e-008,1.3783
4.42917e-008,1.4156
4.43341e-008,1.4074
4.43765e-008,1.3576
4.44190e-008,1.2812
4.44614e-008,1.1140
4.45038e-008,0.8897
4.45463e-008,0.6369
4.45887e-008,0.3832
4.46311e-008,0.1529
4.46735e-008,-0.0318
4.47160e-008,-0.1552
4.47584e-008,-0.2394
4.48008e-008,-0.2903
4.48432e-008,-0.3213
4.48856e-008,-0.3417
4.49281e-008,-0.3619
4.49705e-008,-0.3805
4.50129e-008,-0.3945
4.50554e-008,-0.4029
4.50978e-008,-0.3979
4.51402e-008,-0.3970
4.51826e-008,-0.4032
4.52251e-008,-0.3926
4.52675e-008,-0.3720
4.53099e-008,-0.3409
4.53523e-008,-0.2911
4.53947e-008,-0.2253
4.54372e-008,-0.1512
4.54796e-008,-0.0773
4.55220e-008,-0.0071
4.55645e-008,0.0480
4.56069e-008,0.0843
4.56493e-008,0.1088
4.56917e-008,0.1248
4.57342e-008,0.1345
4.57766e-008,0.1410
4.58190e-008,0.1486
4.58614e-008,0.1563
4.59038e-008,0.1646
4.59463e-008,0.1702
4.59887e-008,0.1697
4.60311e-008,0.1694
4.60735e-008,0.1690
4.61160e-008,0.1658
4.61584e-008,0.1610
4.62008e-008,0.1516
4.62433e-008,0.1340
4.62857e-008,0.1077
4.63281e-008,0.0768
4.63705e-008,0.0439
4.64129e-008,0.0113
4.64554e-008,-0.0154
4.64978e-008,-0.0336
4.65402e-008,-0.0453
4.65826e-008,-0.0526
4.66251e-008,-0.0565
4.66675e-008,-0.0594
4.67099e-008,-0.0631
4.67524e-008,-0.0675
4.67948e-008,-0.0725
4.68372e-008,-0.0760
4.68796e-008,-0.0767
4.69221e-008,-0.0763
4.69645e-008,-0.0750
4.70069e-008,-0.0731
4.70493e-008,-0.0709
4.70917e-008,-0.0676
4.71342e-008,-0.0611
4.71766e-008,-0.0508
4.72190e-008,-0.0382
4.72615e-008,-0.0239
4.73039e-008,-0.0089
4.73463e-008,0.0040
4.73887e-008,0.0133
4.74312e-008,0.0192
4.74736e-008,0.0226
4.75160e-008,0.0241
4.75584e-008,0.0252
4.76008e-008,0.0268
4.76433e-008,0.0291
4.76857e-008,0.0319
4.77281e-008,0.0341
4.77705e-008,0.0352
4.78130e-008,0.0351
4.78554e-008,0.0342
4.78978e-008,0.0330
4.79403e-008,0.0318
4.79827e-008,0.0305
4.80251e-008,0.0281
4.80675e-008,0.0242
4.81099e-008,0.0192
4.81524e-008,0.0131
4.81948e-008,0.0063
4.82372e-008,0.0000
4.82796e-008,-0.0048
4.83221e-008,-0.0079
4.83645e-008,-0.0096
4.84069e-008,-0.0103
4.84494e-008,-0.0105
4.84918e-008,-0.0111
4.85342e-008,-0.0121
4.85766e-008,-0.0135
4.86191e-008,-0.0149
4.86615e-008,-0.0157
4.87039e-008,-0.0159
4.87463e-008,-0.0154
4.87887e-008,-0.0146
4.88312e-008,-0.0139
4.88736e-008,-0.0132
4.89160e-008,-0.0123
4.89585e-008,-0.0109
4.90009e-008,-0.0090
4.90433e-008,-0.0066
4.90857e-008,-0.0037
4.91282e-008,-0.0007
4.91706e-008,0.0017
4.92130e-008,0.0034
4.92554e-008,0.0044
4.92978e-008,0.0047
4.93403e-008,0.0047
4.93827e-008,0.0048
4.94251e-008,0.0052
4.94676e-008,0.0059
4.95100e-008,0.0066
4.95524e-008,0.0072
4.95948e-008,0.0075
4.96373e-008,0.0073
4.96797e-008,0.0069
4.97221e-008,0.0064
4.97645e-008,0.0060
4.98069e-008,0.0056
4.98494e-008,0.0051
4.98918e-008,0.0041
4.99342e-008,0.0076
4.99766e-008,0.0475
5.00191e-008,0.1342
5.00615e-008,0.2855
5.01039e-008,0.4779
5.01464e-008,0.7139
5.01888e-008,0.9590
5.02312e-008,1.1811
5.02736e-008,1.3634
5.03160e-008,1.4980
5.03585e-008,1.5928
5.04009e-008,1.6553
5.04433e-008,1.7012
5.04857e-008,1.7370
5.05282e-008,1.7669
5.05706e-008,1.7930
5.06130e-008,1.8134
5.06555e-008,1.8262
5.06979e-008,1.8296
5.07403e-008,1.8254
5.07827e-008,1.8197
5.08252e-008,1.8117
5.08676e-008,1.7959
5.09100e-008,1.7646
5.09524e-008,1.7198
5.09948e-008,1.6650
5.10373e-008,1.6019
5.10797e-008,1.5402
5.11221e-008,1.4889
5.11646e-008,1.4526
5.12070e-008,1.4302
5.12494e-008,1.4183
5.12918e-008,1.4127
5.13343e-008,1.4069
5.13767e-008,1.3996
5.14191e-008,1.3908
5.14615e-008,1.3813
5.15039e-008,1.3726
5.15464e-008,1.3669
5.15888e-008,1.3666
5.16312e-008,1.3702
5.16736e-008,1.3751
5.17161e-008,1.3796
5.17585e-008,1.3957
5.18009e-008,1.4333
5.18434e-008,1.4055
5.18858e-008,1.3513
5.19282e-008,1.2450
5.19706e-008,1.0477
5.20130e-008,0.8021
5.20555e-008,0.5373
5.20979e-008,0.2852
5.21403e-008,0.0668
5.21827e-008,-0.0936
5.22252e-008,-0.1953
5.22676e-008,-0.2621
5.23100e-008,-0.3011
5.23525e-008,-0.3271
5.23949e-008,-0.3483
5.24373e-008,-0.3717
5.24797e-008,-0.3905
5.25222e-008,-0.4023
5.25646e-008,-0.4052
5.26070e-008,-0.3973
5.26494e-008,-0.4003
5.26918e-008,-0.4035
5.27343e-008,-0.3879
5.27767e-008,-0.3638
5.28191e-008,-0.3257
5.28616e-008,-0.2687
5.29040e-008,-0.1965
5.29464e-008,-0.1189
5.29888e-008,-0.0443
5.30313e-008,0.0223
5.30737e-008,0.0691
5.31161e-008,0.0981
5.31585e-008,0.1166
5.32009e-008,0.1283
5.32434e-008,0.1354
5.32858e-008,0.1421
5.33282e-008,0.1512
5.33707e-008,0.1603
5.34131e-008,0.1688
5.34555e-008,0.1722
5.34979e-008,0.1702
5.35404e-008,0.1696
5.35828e-008,0.1681
5.36252e-008,0.1643
5.36676e-008,0.1584
5.37100e-008,0.1465
5.37525e-008,0.1255
5.37949e-008,0.0962
5.38373e-008,0.0633
5.38797e-008,0.0291
5.39222e-008,-0.0026
5.39646e-008,-0.0261
5.40070e-008,-0.0407
5.40495e-008,-0.0493
5.40919e-008,-0.0542
5.41343e-008,-0.0568
5.41767e-008,-0.0598
5.42192e-008,-0.0642
5.42616e-008,-0.0696
5.43040e-008,-0.0750
5.43464e-008,-0.0775
5.43888e-008,-0.0773
5.44313e-008,-0.0762
5.44737e-008,-0.0743
5.45161e-008,-0.0722
5.45586e-008,-0.0698
5.46010e-008,-0.0657
5.46434e-008,-0.0579
5.46858e-008,-0.0464
5.47283e-008,-0.0327
5.47707e-008,-0.0175
5.48131e-008,-0.0026
5.48555e-008,0.0093
5.48979e-008,0.0169
5.49404e-008,0.0213
5.49828e-008,0.0233
5.50252e-008,0.0242
5.50677e-008,0.0252
5.51101e-008,0.0272
5.51525e-008,0.0301
5.51949e-008,0.0332
5.52374e-008,0.0352
5.52798e-008,0.0357
5.53222e-008,0.0350
5.53646e-008,0.0337
5.54070e-008,0.0323
5.54495e-008,0.0311
5.54919e-008,0.0296
5.55343e-008,0.0255
5.55767e-008,0.0325
5.56192e-008,0.0833
5.56616e-008,0.1881
5.57040e-008,0.3490
5.57465e-008,0.5549
5.57889e-008,0.7989
5.58313e-008,1.0395
5.58737e-008,1.2510
5.59161e-008,1.4184
5.59586e-008,1.5387
5.60010e-008,1.6214
5.60434e-008,1.6744
5.60858e-008,1.7156
5.61283e-008,1.7472
5.61707e-008,1.7757
5.62131e-008,1.8003
5.62556e-008,1.8196
5.62980e-008,1.8301
5.63404e-008,1.8308
5.63828e-008,1.8258
5.64253e-008,1.8204
5.64677e-008,1.8120
5.65101e-008,1.7919
5.65525e-008,1.7560
5.65949e-008,1.7084
5.66374e-008,1.6498
5.66798e-008,1.5844
5.67222e-008,1.5238
5.67647e-008,1.4756
5.68071e-008,1.4429
5.68495e-008,1.4236
5.68919e-008,1.4146
5.69344e-008,1.4100
5.69768e-008,1.4044
5.70192e-008,1.3971
5.70616e-008,1.3882
5.71040e-008,1.3786
5.71465e-008,1.3700
5.71889e-008,1.3654
5.72313e-008,1.3664
5.72738e-008,1.3709
5.73162e-008,1.3754
5.73586e-008,1.3805
5.74010e-008,1.4110
5.74435e-008,1.4293
5.74859e-008,1.3816
5.75283e-008,1.3198
5.75707e-008,1.1745
5.76131e-008,0.9548
5.76556e-008,0.6995
5.76980e-008,0.4369
5.77404e-008,0.1966
5.77828e-008,-0.0027
5.78253e-008,-0.1374
5.78677e-008,-0.2252
5.79101e-008,-0.2799
5.79526e-008,-0.3129
5.79950e-008,-0.3356
5.80374e-008,-0.3572
5.80798e-008,-0.3794
5.81223e-008,-0.3951
5.81647e-008,-0.4046
5.82071e-008,-0.4021
5.82495e-008,-0.3963
5.82919e-008,-0.4034
5.83344e-008,-0.3915
5.83768e-008,-0.2591
5.84192e-008,-0.0394
5.84617e-008,0.2310
5.85041e-008,0.6140
5.85465e-008,0.9999
5.85889e-008,1.3477
5.86314e-008,1.6026
5.86738e-008,1.7626
5.87162e-008,1.8358
5.87586e-008,1.8398
5.88010e-008,1.8334
5.88435e-008,1.8206
5.88859e-008,1.8200
5.89283e-008,1.8245
5.89708e-008,1.8387
5.90132e-008,1.8468
5.90556e-008,1.8411
5.90980e-008,1.8184
5.91405e-008,1.7846
5.91829e-008,1.7648
5.92253e-008,1.7423
5.92677e-008,1.6532
5.93101e-008,1.4191
5.93526e-008,1.1144
5.93950e-008,0.7796
5.94374e-008,0.3680
5.94798e-008,0.0152
5.95223e-008,-0.2304
5.95647e-008,-0.3561
5.96071e-008,-0.3828
5.96496e-008,-0.3599
5.96920e-008,-0.3245
5.97344e-008,-0.3186
5.97768e-008,-0.3282
5.98192e-008,-0.3503
5.98617e-008,-0.3758
5.99041e-008,-0.3907
5.99465e-008,-0.3831
5.99889e-008,-0.3574
6.00314e-008,-0.3267
6.00738e-008,-0.3029
6.01162e-008,-0.2949
6.01586e-008,-0.2693
6.02011e-008,-0.2039
6.02435e-008,-0.1366
6.02859e-008,-0.0555
6.03283e-008,0.0453
6.03708e-008,0.1293
6.04132e-008,0.1794
6.04556e-008,0.1990
6.04981e-008,0.1971
6.05405e-008,0.1733
6.05829e-008,0.1466
6.06253e-008,0.1355
6.06678e-008,0.1348
6.07102e-008,0.1399
6.07526e-008,0.1528
6.07950e-008,0.1688
6.08375e-008,0.1737
6.08799e-008,0.1646
6.09223e-008,0.1469
6.09647e-008,0.1316
6.10071e-008,0.1260
6.10496e-008,0.1158
6.10920e-008,0.0954
6.11344e-008,0.0709
6.11768e-008,0.0373
6.12193e-008,-0.0051
6.12617e-008,-0.0452
6.13041e-008,-0.0729
6.13465e-008,-0.0883
6.13890e-008,-0.0912
6.14314e-008,-0.0802
6.14738e-008,-0.0656
6.15163e-008,-0.0576
6.15587e-008,-0.0559
6.16011e-008,-0.0583
6.16435e-008,-0.0658
6.16860e-008,-0.0757
6.17284e-008,-0.0807
6.17708e-008,-0.0779
6.18132e-008,-0.0685
6.18557e-008,-0.0592
6.18981e-008,-0.0538
6.19405e-008,-0.0490
6.19829e-008,-0.0427
6.20254e-008,-0.0344
6.20678e-008,-0.0218
6.21102e-008,-0.0045
6.21526e-008,0.0135
6.21950e-008,0.0281
6.22375e-008,0.0384
6.22799e-008,0.0425
6.23223e-008,0.0386
6.23647e-008,0.0312
6.24072e-008,0.0257
6.24496e-008,0.0234
6.24920e-008,0.0239
6.25344e-008,0.0278
6.25769e-008,0.0334
6.26193e-008,0.0375
6.26617e-008,0.0375
6.27042e-008,0.0334
6.27466e-008,0.0282
6.27890e-008,0.0239
6.28314e-008,0.0209
6.28739e-008,0.0187
6.29163e-008,0.0162
6.29587e-008,0.0119
6.30011e-008,0.0053
6.30436e-008,-0.0024
6.30860e-008,-0.0096
6.31284e-008,-0.0157
6.31708e-008,-0.0191
6.32132e-008,-0.0184
6.32557e-008,-0.0150
6.32981e-008,-0.0118
6.33405e-008,-0.0097
6.33829e-008,-0.0093
6.34254e-008,-0.0110
6.34678e-008,-0.0140
6.35102e-008,-0.0167
6.35526e-008,-0.0175
6.35951e-008,-0.0162
6.36375e-008,-0.0135
6.36799e-008,-0.0107
6.37224e-008,-0.0087
6.37648e-008,-0.0075
6.38072e-008,-0.0069
6.38496e-008,-0.0056
6.38921e-008,-0.0034
6.39345e-008,-0.0005
6.39769e-008,0.0020
6.40193e-008,0.0246
6.40618e-008,0.0898
6.41042e-008,0.2106
6.41466e-008,0.3818
6.41890e-008,0.5952
6.42315e-008,0.8387
6.42739e-008,1.0731
6.43163e-008,1.2765
6.43587e-008,1.4358
6.44011e-008,1.5501
6.44436e-008,1.6287
6.44860e-008,1.6797
6.45284e-008,1.7196
6.45708e-008,1.7494
6.46133e-008,1.7766
6.46557e-008,1.7995
6.46981e-008,1.8169
6.47405e-008,1.8255
6.47830e-008,1.8245
6.48254e-008,1.8192
6.48678e-008,1.8123
6.49103e-008,1.8009
6.49527e-008,1.7773
6.49951e-008,1.7392
6.50375e-008,1.6909
6.50800e-008,1.6330
6.51224e-008,1.5707
6.51648e-008,1.5147
6.52072e-008,1.4706
6.52497e-008,1.4410
6.52921e-008,1.4232
6.53345e-008,1.4147
6.53769e-008,1.4094
6.54193e-008,1.4034
6.54618e-008,1.3962
6.55042e-008,1.3877
6.55466e-008,1.3788
6.55890e-008,1.3711
6.56315e-008,1.3677
6.56739e-008,1.3694
6.57163e-008,1.3738
6.57587e-008,1.3785
6.58012e-008,1.3836
6.58436e-008,1.3922
6.58860e-008,1.4056
6.59284e-008,1.4235
6.59709e-008,1.4459
6.60133e-008,1.4705
6.60557e-008,1.4937
6.60982e-008,1.5120
6.61406e-008,1.5243
6.61830e-008,1.5305
6.62254e-008,1.5319
6.62679e-008,1.5319
6.63103e-008,1.5327
6.63527e-008,1.5350
6.63951e-008,1.5385
6.64376e-008,1.5428
6.64800e-008,1.5468
6.65224e-008,1.5486
6.65648e-008,1.5475
6.66072e-008,1.5446
6.66497e-008,1.5415
6.66921e-008,1.5387
6.67345e-008,1.5359
6.67769e-008,1.5392
6.68194e-008,1.4943
6.68618e-008,1.3857
6.69042e-008,1.2537
6.69466e-008,1.0372
6.69891e-008,0.7775
6.70315e-008,0.5135
6.70739e-008,0.2723
6.71164e-008,0.0684
6.71588e-008,-0.0874
6.72012e-008,-0.1861
6.72436e-008,-0.2550
6.72861e-008,-0.3011
6.73285e-008,-0.3341
6.73709e-008,-0.3592
6.74133e-008,-0.3812
6.74558e-008,-0.3956
6.74982e-008,-0.4000
6.75406e-008,-0.3991
6.75830e-008,-0.3915
6.76255e-008,-0.3865
6.76679e-008,-0.3850
6.77103e-008,-0.3633
6.77527e-008,-0.3306
6.77951e-008,-0.2917
6.78376e-008,-0.2349
6.78800e-008,-0.1656
6.79224e-008,-0.0944
6.79648e-008,-0.0311
6.80073e-008,0.0249
6.80497e-008,0.0669
6.80921e-008,0.0932
6.81345e-008,0.1124
6.81770e-008,0.1272
6.82194e-008,0.1379
6.82618e-008,0.1465
6.83043e-008,0.1562
6.83467e-008,0.1643
6.83891e-008,0.1692
6.84315e-008,0.1705
6.84740e-008,0.1674
6.85164e-008,0.1655
6.85588e-008,0.1639
6.86012e-008,0.1575
6.86437e-008,0.1454
6.86861e-008,0.1146
6.87285e-008,0.1072
6.87709e-008,0.1468
6.88133e-008,0.2425
6.88558e-008,0.3942
6.88982e-008,0.6085
6.89406e-008,0.8546
6.89830e-008,1.0935
6.90255e-008,1.2981
6.90679e-008,1.4559
6.91103e-008,1.5665
6.91527e-008,1.6381
6.91952e-008,1.6865
6.92376e-008,1.7221
6.92800e-008,1.7511
6.93225e-008,1.7792
6.93649e-008,1.8055
6.94073e-008,1.8242
6.94497e-008,1.8332
6.94922e-008,1.8320
6.95346e-008,1.8301
6.95770e-008,1.8328
6.96194e-008,1.8288
6.96619e-008,1.8087
6.97043e-008,1.7733
6.97467e-008,1.7234
6.97891e-008,1.6576
6.98316e-008,1.5852
6.98740e-008,1.5199
6.99164e-008,1.4697
6.99588e-008,1.4366
7.00012e-008,1.4196
7.00437e-008,1.4131
7.00861e-008,1.4092
7.01285e-008,1.4044
7.01709e-008,1.3976
7.02134e-008,1.3878
7.02558e-008,1.3765
7.02982e-008,1.3669
7.03406e-008,1.3631
7.03831e-008,1.3658
7.04255e-008,1.3699
7.04679e-008,1.3718
7.05104e-008,1.3856
7.05528e-008,1.4217
7.05952e-008,1.3947
7.06376e-008,1.3454
7.06801e-008,1.2466
7.07225e-008,1.0592
7.07649e-008,0.8237
7.08073e-008,0.5656
7.08498e-008,0.3152
7.08922e-008,0.0936
7.09346e-008,-0.0733
7.09770e-008,-0.1827
7.10194e-008,-0.2558
7.10619e-008,-0.2987
7.11043e-008,-0.3257
7.11467e-008,-0.3459
7.11891e-008,-0.3674
7.12316e-008,-0.3856
7.12740e-008,-0.3988
7.13164e-008,-0.4034
7.13588e-008,-0.3961
7.14013e-008,-0.3989
7.14437e-008,-0.4022
7.14861e-008,-0.3876
7.15286e-008,-0.3657
7.15710e-008,-0.3297
7.16134e-008,-0.2752
7.16558e-008,-0.2057
7.16983e-008,-0.1304
7.17407e-008,-0.0563
7.17831e-008,0.0114
7.18255e-008,0.0609
7.18680e-008,0.0929
7.19104e-008,0.1141
7.19528e-008,0.1275
7.19952e-008,0.1355
7.20377e-008,0.1421
7.20801e-008,0.1503
7.21225e-008,0.1585
7.21649e-008,0.1671
7.22073e-008,0.1710
7.22498e-008,0.1696
7.22922e-008,0.1695
7.23346e-008,0.1682
7.23770e-008,0.1645
7.24195e-008,0.1590
7.24619e-008,0.1479
7.25043e-008,0.1278
7.25467e-008,0.0997
7.25892e-008,0.0680
7.26316e-008,0.0344
7.26740e-008,0.0025
7.27165e-008,-0.0219
7.27589e-008,-0.0379
7.28013e-008,-0.0479
7.28437e-008,-0.0538
7.28862e-008,-0.0569
7.29286e-008,-0.0599
7.29710e-008,-0.0639
7.30134e-008,-0.0688
7.30559e-008,-0.0739
7.30983e-008,-0.0767
7.31407e-008,-0.0769
7.31831e-008,-0.0761
7.32256e-008,-0.0745
7.32680e-008,-0.0724
7.33104e-008,-0.0701
7.33528e-008,-0.0662
7.33952e-008,-0.0587
7.34377e-008,-0.0477
7.34801e-008,-0.0345
7.35225e-008,-0.0197
7.35649e-008,-0.0049
7.36074e-008,0.0072
7.36498e-008,0.0155
7.36922e-008,0.0205
7.37346e-008,0.0231
7.37771e-008,0.0243
7.38195e-008,0.0254
7.38619e-008,0.0271
7.39044e-008,0.0297
7.39468e-008,0.0326
7.39892e-008,0.0347
7.40316e-008,0.0354
7.40741e-008,0.0350
7.41165e-008,0.0339
7.41589e-008,0.0325
7.42013e-008,0.0314
7.42438e-008,0.0299
7.42862e-008,0.0271
7.43286e-008,0.0230
7.43710e-008,0.0177
7.44134e-008,0.0113
7.44559e-008,0.0044
7.44983e-008,-0.0016
7.45407e-008,-0.0060
7.45831e-008,-0.0087
7.46256e-008,-0.0099
7.46680e-008,-0.0103
7.47104e-008,-0.0105
7.47528e-008,-0.0112
7.47953e-008,-0.0124
7.48377e-008,-0.0139
7.48801e-008,-0.0152
7.49226e-008,-0.0159
7.49650e-008,-0.0159
7.50074e-008,-0.0152
7.50498e-008,-0.0144
7.50923e-008,-0.0137
7.51347e-008,-0.0130
7.51771e-008,-0.0120
7.52195e-008,-0.0108
7.52620e-008,0.0074
7.53044e-008,0.0688
7.53468e-008,0.1840
7.53892e-008,0.3567
7.54317e-008,0.5677
7.54741e-008,0.8119
7.55165e-008,1.0489
7.55589e-008,1.2553
7.56013e-008,1.4180
7.56438e-008,1.5354
7.56862e-008,1.6183
7.57286e-008,1.6729
7.57710e-008,1.7165
7.58135e-008,1.7492
7.58559e-008,1.7777
7.58983e-008,1.8006
7.59407e-008,1.8174
7.59832e-008,1.8260
7.60256e-008,1.8255
7.60680e-008,1.8204
7.61105e-008,1.8138
7.61529e-008,1.8031
7.61953e-008,1.7813
7.62377e-008,1.7436
7.62802e-008,1.6947
7.63226e-008,1.6367
7.63650e-008,1.5740
7.64074e-008,1.5174
7.64499e-008,1.4731
7.64923e-008,1.4437
7.65347e-008,1.4260
7.65771e-008,1.4168
7.66195e-008,1.4111
7.66620e-008,1.4041
7.67044e-008,1.3959
7.67468e-008,1.3867
7.67892e-008,1.3779
7.68317e-008,1.3706
7.68741e-008,1.3674
7.69165e-008,1.3691
7.69589e-008,1.3734
7.70014e-008,1.3782
7.70438e-008,1.3828
7.70862e-008,1.3907
7.71287e-008,1.4038
7.71711e-008,1.4217
7.72135e-008,1.4443
7.72559e-008,1.4693
7.72984e-008,1.4928
7.73408e-008,1.5113
7.73832e-008,1.5234
7.74256e-008,1.5296
7.74681e-008,1.5311
7.75105e-008,1.5312
7.75529e-008,1.5323
7.75953e-008,1.5351
7.76378e-008,1.5390
7.76802e-008,1.5433
7.77226e-008,1.5471
7.77650e-008,1.5488
7.78074e-008,1.5477
7.78499e-008,1.5447
7.78923e-008,1.5415
7.79347e-008,1.5390
7.79771e-008,1.5360
7.80196e-008,1.5318
7.80620e-008,1.5256
7.81044e-008,1.5175
7.81468e-008,1.5080
7.81893e-008,1.4987
7.82317e-008,1.4911
7.82741e-008,1.4860
7.83166e-008,1.4837
7.83590e-008,1.4839
7.84014e-008,1.4849
7.84438e-008,1.4854
7.84863e-008,1.4847
7.85287e-008,1.4831
7.85711e-008,1.4809
7.86135e-008,1.4788
7.86560e-008,1.4777
7.86984e-008,1.4781
7.87408e-008,1.4797
7.87832e-008,1.4816
7.88257e-008,1.4832
7.88681e-008,1.4845
7.89105e-008,1.4859
7.89529e-008,1.4964
7.89953e-008,1.4935
7.90378e-008,1.4140
7.90802e-008,1.3149
7.91226e-008,1.1409
7.91650e-008,0.8981
7.92075e-008,0.6324
7.92499e-008,0.3737
7.92923e-008,0.1458
7.93347e-008,-0.0378
7.93772e-008,-0.1595
7.94196e-008,-0.2371
7.94620e-008,-0.2888
7.95045e-008,-0.3215
7.95469e-008,-0.3468
7.95893e-008,-0.3701
7.96317e-008,-0.3912
7.96742e-008,-0.4024
7.97166e-008,-0.4058
7.97590e-008,-0.4012
7.98014e-008,-0.3932
7.98439e-008,-0.3949
7.98863e-008,-0.3819
7.99287e-008,-0.2748
7.99711e-008,-0.0528
8.00135e-008,0.2018
8.00560e-008,0.5711
8.00984e-008,0.9537
8.01408e-008,1.2994
8.01832e-008,1.5597
8.02257e-008,1.7223
8.02681e-008,1.8033
8.03105e-008,1.8136
8.03529e-008,1.8099
8.03954e-008,1.8033
8.04378e-008,1.8045
8.04802e-008,1.8138
8.05227e-008,1.8291
8.05651e-008,1.8395
8.06075e-008,1.8342
8.06499e-008,1.8136
8.06924e-008,1.7817
8.07348e-008,1.7584
8.07772e-008,1.7409
8.08196e-008,1.6756
8.08621e-008,1.4828
8.09045e-008,1.1839
8.09469e-008,0.8718
8.09893e-008,0.4763
8.10318e-008,0.1085
8.10742e-008,-0.1592
8.11166e-008,-0.3119
8.11590e-008,-0.3634
8.12014e-008,-0.3563
8.12439e-008,-0.3263
8.12863e-008,-0.3177
8.13287e-008,-0.3296
8.13711e-008,-0.3517
8.14136e-008,-0.3781
8.14560e-008,-0.3935
8.14984e-008,-0.3885
8.15408e-008,-0.3650
8.15833e-008,-0.3349
8.16257e-008,-0.3097
8.16681e-008,-0.2991
8.17106e-008,-0.2839
8.17530e-008,-0.2261
8.17954e-008,-0.1085
8.18378e-008,0.1151
8.18803e-008,0.3466
8.19227e-008,0.6397
8.19651e-008,0.9152
8.20075e-008,1.1313
8.20500e-008,1.2850
8.20924e-008,1.3736
8.21348e-008,1.4348
8.21772e-008,1.4831
8.22196e-008,1.5422
8.22621e-008,1.6070
8.23045e-008,1.6688
8.23469e-008,1.7260
8.23893e-008,1.7604
8.24318e-008,1.7708
8.24742e-008,1.7574
8.25166e-008,1.7389
8.25590e-008,1.7265
8.26015e-008,1.7194
8.26439e-008,1.7148
8.26863e-008,1.6834
8.27288e-008,1.6364
8.27712e-008,1.5850
8.28136e-008,1.5233
8.28560e-008,1.4724
8.28985e-008,1.4428
8.29409e-008,1.4383
8.29833e-008,1.4501
8.30257e-008,1.4656
8.30682e-008,1.4761
8.31106e-008,1.4695
8.31530e-008,1.4514
8.31954e-008,1.4269
8.32379e-008,1.4028
8.32803e-008,1.3857
8.33227e-008,1.3814
8.33651e-008,1.3909
8.34075e-008,1.4046
8.34500e-008,1.4168
8.34924e-008,1.4205
8.35348e-008,1.4206
8.35772e-008,1.4281
8.36197e-008,1.4437
8.36621e-008,1.4784
8.37045e-008,1.4541
8.37469e-008,1.3769
8.37894e-008,1.2560
8.38318e-008,1.0338
8.38742e-008,0.7621
8.39167e-008,0.4809
8.39591e-008,0.2273
8.40015e-008,0.0229
8.40439e-008,-0.1193
8.40864e-008,-0.1995
8.41288e-008,-0.2523
8.41712e-008,-0.2866
8.42136e-008,-0.3190
8.42561e-008,-0.3514
8.42985e-008,-0.3856
8.43409e-008,-0.4071
8.43833e-008,-0.4112
8.44257e-008,-0.4073
8.44682e-008,-0.3982
8.45106e-008,-0.3988
8.45530e-008,-0.4030
8.45954e-008,-0.3619
8.46379e-008,-0.1800
8.46803e-008,0.0525
8.47227e-008,0.3690
8.47651e-008,0.7668
8.48076e-008,1.1428
8.48500e-008,1.4554
8.48924e-008,1.6625
8.49349e-008,1.7758
8.49773e-008,1.8087
8.50197e-008,1.7999
8.50621e-008,1.7953
8.51046e-008,1.7926
8.51470e-008,1.8062
8.51894e-008,1.8248
8.52318e-008,1.8454
8.52743e-008,1.8477
8.53167e-008,1.8313
8.53591e-008,1.7996
8.54015e-008,1.7663
8.54440e-008,1.7506
8.54864e-008,1.7180
8.55288e-008,1.5985
8.55712e-008,1.3325
8.56136e-008,1.0300
8.56561e-008,0.6722
8.56985e-008,0.2692
8.57409e-008,-0.0515
8.57833e-008,-0.2592
8.58258e-008,-0.3507
8.58682e-008,-0.3618
8.59106e-008,-0.3366
8.59530e-008,-0.3136
8.59955e-008,-0.3218
8.60379e-008,-0.3417
8.60803e-008,-0.3716
8.61228e-008,-0.3944
8.61652e-008,-0.3971
8.62076e-008,-0.3783
8.62500e-008,-0.3473
8.62925e-008,-0.3171
8.63349e-008,-0.2983
8.63773e-008,-0.2929
8.64197e-008,-0.2577
8.64622e-008,-0.1904
8.65046e-008,-0.1237
8.65470e-008,-0.0355
8.65894e-008,0.0642
8.66319e-008,0.1412
8.66743e-008,0.1825
8.67167e-008,0.1947
8.67591e-008,0.1858
8.68015e-008,0.1592
8.68440e-008,0.1381
8.68864e-008,0.1328
8.69288e-008,0.1361
8.69712e-008,0.1458
8.70137e-008,0.1620
8.70561e-008,0.1752
8.70985e-008,0.1740
8.71409e-008,0.1601
8.71834e-008,0.1407
8.72258e-008,0.1281
8.72682e-008,0.1241
8.73107e-008,0.1122
8.73531e-008,0.0916
8.73955e-008,0.0654
8.74379e-008,0.0359
8.74804e-008,0.0489
8.75228e-008,0.1211
8.75652e-008,0.2766
8.76076e-008,0.4894
8.76501e-008,0.7570
8.76925e-008,1.0326
8.77349e-008,1.2702
8.77773e-008,1.4485
8.78197e-008,1.5662
8.78622e-008,1.6388
8.79046e-008,1.6781
8.79470e-008,1.7080
8.79894e-008,1.7392
8.80319e-008,1.7751
8.80743e-008,1.8118
8.81167e-008,1.8372
8.81591e-008,1.8484
8.82016e-008,1.8490
8.82440e-008,1.8435
8.82864e-008,1.8401
8.83289e-008,1.8368
8.83713e-008,1.8243
8.84137e-008,1.7915
8.84561e-008,1.7400
8.84986e-008,1.6737
8.85410e-008,1.5943
8.85834e-008,1.5167
8.86258e-008,1.4563
8.86683e-008,1.4200
8.87107e-008,1.4043
