.HEADER
..NAMES
Time,V U3.K9
.DATA
0.0e+000,1.2257
4.59e-011,1.2257
9.18e-011,1.2257
1.378e-010,1.2257
1.837e-010,1.2257
2.296e-010,1.2257
2.755e-010,1.2257
3.215e-010,1.2257
3.674e-010,1.2257
4.133e-010,1.2257
4.592e-010,1.2257
5.052e-010,1.2257
5.511e-010,1.2257
5.970e-010,1.2257
6.430e-010,1.2257
6.889e-010,1.2257
7.348e-010,1.2257
7.807e-010,1.2257
8.266e-010,1.2257
8.726e-010,1.2225
9.185e-010,1.1969
9.644e-010,1.1358
1.0104e-009,1.0569
1.0563e-009,0.9516
1.1022e-009,0.8070
1.1481e-009,0.6497
1.1940e-009,0.5127
1.2400e-009,0.4022
1.2859e-009,0.3186
1.3318e-009,0.2694
1.3778e-009,0.2544
1.4237e-009,0.2617
1.4696e-009,0.2749
1.5155e-009,0.2833
1.5614e-009,0.2835
1.6074e-009,0.2766
1.6533e-009,0.2677
1.6992e-009,0.2596
1.7452e-009,0.2545
1.7911e-009,0.2555
1.8370e-009,0.2628
1.8829e-009,0.2716
1.9288e-009,0.2753
1.9748e-009,0.2732
2.0207e-009,0.2669
2.0666e-009,0.2570
2.1125e-009,0.2462
2.1585e-009,0.2387
2.2044e-009,0.2369
2.2503e-009,0.2399
2.2963e-009,0.2451
2.3422e-009,0.2507
2.3881e-009,0.2553
2.4340e-009,0.2578
2.4800e-009,0.2589
2.5259e-009,0.2592
2.5718e-009,0.2589
2.6177e-009,0.2596
2.6636e-009,0.2622
2.7096e-009,0.2644
2.7555e-009,0.2647
2.8014e-009,0.2633
2.8473e-009,0.2613
2.8933e-009,0.2588
2.9392e-009,0.2558
2.9851e-009,0.2536
3.0311e-009,0.2532
3.0770e-009,0.2547
3.1229e-009,0.2571
3.1688e-009,0.2591
3.2148e-009,0.2599
3.2607e-009,0.2594
3.3066e-009,0.2580
3.3525e-009,0.2563
3.3984e-009,0.2548
3.4444e-009,0.2543
3.4903e-009,0.2552
3.5362e-009,0.2568
3.5821e-009,0.2581
3.6281e-009,0.2589
3.6740e-009,0.2588
3.7199e-009,0.2578
3.7658e-009,0.2563
3.8118e-009,0.2549
3.8577e-009,0.2541
3.9036e-009,0.2542
3.9496e-009,0.2548
3.9955e-009,0.2556
4.0414e-009,0.2564
4.0873e-009,0.2568
4.1333e-009,0.2567
4.1792e-009,0.2560
4.2251e-009,0.2551
4.2710e-009,0.2545
4.3169e-009,0.2544
4.3629e-009,0.2547
4.4088e-009,0.2551
4.4547e-009,0.2556
4.5007e-009,0.2559
4.5466e-009,0.2558
4.5925e-009,0.2555
4.6384e-009,0.2610
4.6843e-009,0.2987
4.7303e-009,0.3737
4.7762e-009,0.4689
4.8221e-009,0.6016
