.HEADER
..NAMES
Time,V U2.R8
.DATA
0.0e+000,0.2468
4.59e-011,0.2468
9.18e-011,0.2468
1.378e-010,0.2468
1.837e-010,0.2468
2.296e-010,0.2468
2.755e-010,0.2468
3.215e-010,0.2468
3.674e-010,0.2468
4.133e-010,0.2468
4.592e-010,0.2468
5.052e-010,0.2468
5.511e-010,0.2468
5.970e-010,0.2468
6.430e-010,0.2468
6.889e-010,0.2468
7.348e-010,0.2487
7.807e-010,0.2661
8.266e-010,0.3297
8.726e-010,0.4402
9.185e-010,0.5738
9.644e-010,0.7369
1.0104e-009,0.9063
1.0563e-009,1.0368
1.1022e-009,1.1219
1.1481e-009,1.1617
1.1940e-009,1.1560
1.2400e-009,1.1300
1.2859e-009,1.1078
1.3318e-009,1.1004
1.3778e-009,1.1158
1.4237e-009,1.1502
1.4696e-009,1.1879
1.5155e-009,1.2180
1.5614e-009,1.2361
1.6074e-009,1.2397
1.6533e-009,1.2325
1.6992e-009,1.2220
1.7452e-009,1.2141
1.7911e-009,1.2126
1.8370e-009,1.2184
1.8829e-009,1.2292
1.9288e-009,1.2414
1.9748e-009,1.2501
2.0207e-009,1.2514
2.0666e-009,1.2455
2.1125e-009,1.2358
2.1585e-009,1.2262
2.2044e-009,1.2209
2.2503e-009,1.2217
2.2963e-009,1.2266
2.3422e-009,1.2318
2.3881e-009,1.2335
2.4340e-009,1.2302
2.4800e-009,1.2232
2.5259e-009,1.2157
2.5718e-009,1.2112
2.6177e-009,1.2117
2.6636e-009,1.2171
2.7096e-009,1.2252
2.7555e-009,1.2326
2.8014e-009,1.2365
2.8473e-009,1.2357
2.8933e-009,1.2309
2.9392e-009,1.2242
2.9851e-009,1.2182
3.0311e-009,1.2150
3.0770e-009,1.2154
3.1229e-009,1.2187
3.1688e-009,1.2235
3.2148e-009,1.2279
3.2607e-009,1.2305
3.3066e-009,1.2305
3.3525e-009,1.2280
3.3984e-009,1.2241
3.4444e-009,1.2207
3.4903e-009,1.2190
3.5362e-009,1.2197
3.5821e-009,1.2225
3.6281e-009,1.2260
3.6740e-009,1.2285
3.7199e-009,1.2291
3.7658e-009,1.2277
3.8118e-009,1.2251
3.8577e-009,1.2227
3.9036e-009,1.2215
3.9496e-009,1.2219
3.9955e-009,1.2235
4.0414e-009,1.2255
4.0873e-009,1.2269
4.1333e-009,1.2272
4.1792e-009,1.2265
4.2251e-009,1.2251
4.2710e-009,1.2238
4.3169e-009,1.2230
4.3629e-009,1.2231
4.4088e-009,1.2239
4.4547e-009,1.2248
4.5007e-009,1.2205
4.5466e-009,1.1899
4.5925e-009,1.1125
4.6384e-009,1.0056
4.6843e-009,0.8795
4.7303e-009,0.7263
4.7762e-009,0.5734
4.8221e-009,0.4515
4.8680e-009,0.3687
4.9140e-009,0.3282
4.9599e-009,0.3236
5.0058e-009,0.3359
5.0518e-009,0.3496
5.0977e-009,0.3542
5.1436e-009,0.3427
5.1895e-009,0.3180
5.2354e-009,0.2896
5.2814e-009,0.2641
5.3273e-009,0.2466
5.3732e-009,0.2405
5.4192e-009,0.2440
5.4651e-009,0.2516
5.5110e-009,0.2574
5.5569e-009,0.2578
5.6029e-009,0.2522
5.6488e-009,0.2427
5.6947e-009,0.2321
5.7406e-009,0.2250
5.7865e-009,0.2238
5.8325e-009,0.2277
5.8784e-009,0.2346
5.9243e-009,0.2415
5.9703e-009,0.2457
6.0162e-009,0.2460
6.0621e-009,0.2438
6.1080e-009,0.2413
6.1539e-009,0.2408
6.1999e-009,0.2433
6.2458e-009,0.2481
6.2917e-009,0.2534
6.3376e-009,0.2575
6.3836e-009,0.2640
6.4295e-009,0.2970
6.4754e-009,0.3804
6.5214e-009,0.4974
6.5673e-009,0.6432
6.6132e-009,0.8175
6.6591e-009,0.9752
6.7050e-009,1.0880
6.7510e-009,1.1564
6.7969e-009,1.1741
6.8428e-009,1.1535
6.8888e-009,1.1238
6.9347e-009,1.1030
6.9806e-009,1.1022
