.HEADER
..NAMES
Time,V U3.R7
.DATA
0.0e+000,1.2263
4.59e-011,1.2263
9.18e-011,1.2263
1.378e-010,1.2263
1.837e-010,1.2263
2.296e-010,1.2263
2.755e-010,1.2263
3.215e-010,1.2263
3.674e-010,1.2263
4.133e-010,1.2263
4.592e-010,1.2263
5.052e-010,1.2263
5.511e-010,1.2263
5.970e-010,1.2263
6.430e-010,1.2263
6.889e-010,1.2263
7.348e-010,1.2263
7.807e-010,1.2256
8.266e-010,1.2184
8.726e-010,1.1889
9.185e-010,1.1308
9.644e-010,1.0561
1.0104e-009,0.9596
1.0563e-009,0.8286
1.1022e-009,0.6825
1.1481e-009,0.5513
1.1940e-009,0.4402
1.2400e-009,0.3514
1.2859e-009,0.2960
1.3318e-009,0.2740
1.3778e-009,0.2737
1.4237e-009,0.2860
1.4696e-009,0.3018
1.5155e-009,0.3105
1.5614e-009,0.3088
1.6074e-009,0.2993
1.6533e-009,0.2857
1.6992e-009,0.2708
1.7452e-009,0.2574
1.7911e-009,0.2470
1.8370e-009,0.2402
1.8829e-009,0.2359
1.9288e-009,0.2329
1.9748e-009,0.2305
2.0207e-009,0.2294
2.0666e-009,0.2295
2.1125e-009,0.2309
2.1585e-009,0.2334
2.2044e-009,0.2368
2.2503e-009,0.2401
2.2963e-009,0.2427
2.3422e-009,0.2448
2.3881e-009,0.2464
2.4340e-009,0.2478
2.4800e-009,0.2498
2.5259e-009,0.2526
2.5718e-009,0.2554
2.6177e-009,0.2571
2.6636e-009,0.2572
2.7096e-009,0.2558
2.7555e-009,0.2531
2.8014e-009,0.2500
2.8473e-009,0.2474
2.8933e-009,0.2462
2.9392e-009,0.2466
2.9851e-009,0.2486
3.0311e-009,0.2513
3.0770e-009,0.2537
3.1229e-009,0.2551
3.1688e-009,0.2552
3.2148e-009,0.2544
3.2607e-009,0.2531
3.3066e-009,0.2519
3.3525e-009,0.2513
3.3984e-009,0.2512
3.4444e-009,0.2516
3.4903e-009,0.2520
3.5362e-009,0.2523
3.5821e-009,0.2521
3.6281e-009,0.2517
3.6740e-009,0.2511
3.7199e-009,0.2508
3.7658e-009,0.2507
3.8118e-009,0.2509
3.8577e-009,0.2513
3.9036e-009,0.2516
3.9496e-009,0.2517
3.9955e-009,0.2514
4.0414e-009,0.2510
4.0873e-009,0.2507
4.1333e-009,0.2506
4.1792e-009,0.2507
4.2251e-009,0.2509
4.2710e-009,0.2512
4.3169e-009,0.2514
4.3629e-009,0.2513
4.4088e-009,0.2510
4.4547e-009,0.2507
4.5007e-009,0.2503
4.5466e-009,0.2501
4.5925e-009,0.2502
4.6384e-009,0.2504
4.6843e-009,0.2507
4.7303e-009,0.2509
4.7762e-009,0.2510
4.8221e-009,0.2508
4.8680e-009,0.2506
4.9140e-009,0.2504
4.9599e-009,0.2502
5.0058e-009,0.2502
5.0518e-009,0.2503
5.0977e-009,0.2504
5.1436e-009,0.2505
5.1895e-009,0.2506
5.2354e-009,0.2505
5.2814e-009,0.2503
5.3273e-009,0.2502
5.3732e-009,0.2501
5.4192e-009,0.2501
5.4651e-009,0.2502
5.5110e-009,0.2503
5.5569e-009,0.2503
5.6029e-009,0.2503
5.6488e-009,0.2502
5.6947e-009,0.2501
5.7406e-009,0.2501
5.7865e-009,0.2500
5.8325e-009,0.2500
5.8784e-009,0.2501
5.9243e-009,0.2501
5.9703e-009,0.2501
6.0162e-009,0.2501
6.0621e-009,0.2501
6.1080e-009,0.2500
6.1539e-009,0.2499
6.1999e-009,0.2499
6.2458e-009,0.2499
6.2917e-009,0.2499
6.3376e-009,0.2500
6.3836e-009,0.2500
6.4295e-009,0.2500
6.4754e-009,0.2499
6.5214e-009,0.2499
6.5673e-009,0.2498
6.6132e-009,0.2498
6.6591e-009,0.2498
6.7050e-009,0.2498
6.7510e-009,0.2498
6.7969e-009,0.2499
6.8428e-009,0.2498
6.8888e-009,0.2498
6.9347e-009,0.2498
6.9806e-009,0.2497
7.0265e-009,0.2497
7.0725e-009,0.2497
7.1184e-009,0.2497
7.1643e-009,0.2497
7.2102e-009,0.2497
7.2561e-009,0.2497
7.3021e-009,0.2497
7.3480e-009,0.2497
7.3939e-009,0.2497
7.4399e-009,0.2496
7.4858e-009,0.2496
7.5317e-009,0.2496
7.5776e-009,0.2496
7.6235e-009,0.2496
7.6695e-009,0.2496
7.7154e-009,0.2496
7.7613e-009,0.2496
7.8072e-009,0.2496
7.8532e-009,0.2496
7.8991e-009,0.2496
7.9450e-009,0.2496
7.9910e-009,0.2496
8.0369e-009,0.2496
8.0828e-009,0.2496
8.1287e-009,0.2495
8.1747e-009,0.2495
8.2206e-009,0.2495
8.2665e-009,0.2497
8.3124e-009,0.2529
8.3583e-009,0.2730
8.4043e-009,0.3260
8.4502e-009,0.4046
8.4961e-009,0.5029
8.5420e-009,0.6341
8.5880e-009,0.7868
8.6339e-009,0.9274
8.6798e-009,1.0453
8.7257e-009,1.1384
8.7717e-009,1.1921
8.8176e-009,1.2071
8.8635e-009,1.2011
8.9095e-009,1.1854
8.9554e-009,1.1676
9.0013e-009,1.1587
9.0472e-009,1.1625
9.0932e-009,1.1753
9.1391e-009,1.1929
9.1850e-009,1.2109
9.2309e-009,1.2252
9.2769e-009,1.2342
9.3228e-009,1.2391
9.3687e-009,1.2415
9.4146e-009,1.2433
9.4605e-009,1.2451
9.5065e-009,1.2459
9.5524e-009,1.2450
9.5983e-009,1.2425
9.6442e-009,1.2390
9.6902e-009,1.2349
9.7361e-009,1.2316
9.7820e-009,1.2296
9.8280e-009,1.2282
9.8739e-009,1.2272
9.9198e-009,1.2261
9.9657e-009,1.2243
1.00117e-008,1.2215
1.00576e-008,1.2185
1.01035e-008,1.2165
1.01494e-008,1.2160
1.01954e-008,1.2123
1.02413e-008,1.1900
1.02872e-008,1.1381
1.03331e-008,1.0665
1.03790e-008,0.9734
1.04250e-008,0.8444
1.04709e-008,0.6948
1.05168e-008,0.5574
1.05627e-008,0.4419
1.06087e-008,0.3500
1.06546e-008,0.2927
1.07005e-008,0.2705
1.07464e-008,0.2709
1.07924e-008,0.2837
1.08383e-008,0.2998
1.08842e-008,0.3088
1.09302e-008,0.3067
1.09761e-008,0.2966
1.10220e-008,0.2827
1.10679e-008,0.2682
1.11139e-008,0.2556
1.11598e-008,0.2460
1.12057e-008,0.2396
1.12516e-008,0.2352
1.12975e-008,0.2316
1.13435e-008,0.2285
1.13894e-008,0.2267
1.14353e-008,0.2267
1.14812e-008,0.2284
1.15272e-008,0.2314
1.15731e-008,0.2352
1.16190e-008,0.2386
1.16649e-008,0.2410
1.17109e-008,0.2427
1.17568e-008,0.2439
1.18027e-008,0.2452
1.18487e-008,0.2473
1.18946e-008,0.2505
1.19405e-008,0.2539
1.19864e-008,0.2562
1.20324e-008,0.2571
1.20783e-008,0.2623
1.21242e-008,0.2903
1.21701e-008,0.3519
1.22161e-008,0.4355
1.22620e-008,0.5439
1.23079e-008,0.6874
1.23538e-008,0.8422
1.23997e-008,0.9777
1.24457e-008,1.0897
1.24916e-008,1.1701
1.25375e-008,1.2067
1.25834e-008,1.2096
1.26294e-008,1.1971
1.26753e-008,1.1783
1.27212e-008,1.1624
1.27672e-008,1.1588
1.28131e-008,1.1674
1.28590e-008,1.1834
1.29049e-008,1.2020
1.29509e-008,1.2187
1.29968e-008,1.2303
1.30427e-008,1.2367
1.30886e-008,1.2400
1.31346e-008,1.2421
1.31805e-008,1.2444
1.32264e-008,1.2465
1.32723e-008,1.2470
1.33182e-008,1.2454
1.33642e-008,1.2420
1.34101e-008,1.2377
1.34560e-008,1.2335
1.35019e-008,1.2306
1.35479e-008,1.2292
1.35938e-008,1.2285
1.36397e-008,1.2278
1.36856e-008,1.2267
1.37316e-008,1.2243
1.37775e-008,1.2208
1.38234e-008,1.2176
1.38694e-008,1.2159
1.39153e-008,1.2153
1.39612e-008,1.2077
1.40071e-008,1.1754
1.40531e-008,1.1154
1.40990e-008,1.0380
1.41449e-008,0.9332
1.41908e-008,0.7929
1.42367e-008,0.6442
1.42827e-008,0.5144
1.43286e-008,0.4065
1.43745e-008,0.3259
1.44204e-008,0.2821
1.44664e-008,0.2696
1.45123e-008,0.2752
1.45582e-008,0.2902
1.46041e-008,0.3045
1.46501e-008,0.3093
1.46960e-008,0.3037
1.47419e-008,0.2918
1.47879e-008,0.2776
1.48338e-008,0.2637
1.48797e-008,0.2523
1.49256e-008,0.2440
1.49715e-008,0.2383
1.50175e-008,0.2342
1.50634e-008,0.2305
1.51093e-008,0.2277
1.51552e-008,0.2265
1.52012e-008,0.2272
1.52471e-008,0.2295
1.52930e-008,0.2330
1.53389e-008,0.2368
1.53849e-008,0.2398
1.54308e-008,0.2418
1.54767e-008,0.2432
1.55226e-008,0.2443
1.55686e-008,0.2458
1.56145e-008,0.2484
1.56604e-008,0.2519
1.57063e-008,0.2551
1.57523e-008,0.2568
1.57982e-008,0.2564
1.58441e-008,0.2541
1.58901e-008,0.2506
1.59360e-008,0.2471
1.59819e-008,0.2447
1.60278e-008,0.2441
1.60738e-008,0.2454
1.61197e-008,0.2481
1.61656e-008,0.2511
1.62115e-008,0.2534
1.62575e-008,0.2542
1.63034e-008,0.2537
1.63493e-008,0.2524
1.63952e-008,0.2509
1.64412e-008,0.2500
1.64871e-008,0.2498
1.65330e-008,0.2502
1.65789e-008,0.2508
1.66249e-008,0.2512
1.66708e-008,0.2512
1.67167e-008,0.2507
1.67626e-008,0.2501
1.68085e-008,0.2495
1.68545e-008,0.2493
1.69004e-008,0.2495
1.69463e-008,0.2500
1.69922e-008,0.2505
1.70382e-008,0.2507
1.70841e-008,0.2506
1.71300e-008,0.2501
1.71759e-008,0.2496
1.72219e-008,0.2493
1.72678e-008,0.2493
1.73137e-008,0.2496
1.73596e-008,0.2501
1.74056e-008,0.2504
1.74515e-008,0.2505
1.74974e-008,0.2503
1.75433e-008,0.2499
1.75893e-008,0.2494
1.76352e-008,0.2492
1.76811e-008,0.2514
1.77271e-008,0.2679
1.77730e-008,0.3164
1.78189e-008,0.3926
1.78648e-008,0.4875
1.79108e-008,0.6137
1.79567e-008,0.7654
1.80026e-008,0.9088
1.80485e-008,1.0298
1.80945e-008,1.1273
1.81404e-008,1.1874
1.81863e-008,1.2070
1.82322e-008,1.2031
1.82782e-008,1.1883
1.83241e-008,1.1700
1.83700e-008,1.1592
1.84159e-008,1.1611
1.84619e-008,1.1729
1.85078e-008,1.1900
1.85537e-008,1.2084
1.85996e-008,1.2235
1.86455e-008,1.2334
1.86915e-008,1.2388
1.87374e-008,1.2414
1.87833e-008,1.2431
1.88292e-008,1.2448
1.88752e-008,1.2457
1.89211e-008,1.2451
1.89670e-008,1.2429
1.90129e-008,1.2395
1.90589e-008,1.2356
1.91048e-008,1.2321
1.91507e-008,1.2298
1.91966e-008,1.2283
1.92426e-008,1.2272
1.92885e-008,1.2261
1.93344e-008,1.2245
1.93803e-008,1.2218
1.94263e-008,1.2188
1.94722e-008,1.2167
1.95181e-008,1.2163
1.95640e-008,1.2180
1.96100e-008,1.2215
1.96559e-008,1.2256
1.97018e-008,1.2289
1.97478e-008,1.2302
1.97937e-008,1.2293
1.98396e-008,1.2265
1.98855e-008,1.2232
1.99315e-008,1.2204
1.99774e-008,1.2190
2.00233e-008,1.2192
2.00692e-008,1.2207
2.01152e-008,1.2227
2.01611e-008,1.2243
2.02070e-008,1.2251
2.02529e-008,1.2249
2.02989e-008,1.2241
2.03448e-008,1.2234
2.03907e-008,1.2231
2.04366e-008,1.2233
2.04826e-008,1.2240
2.05285e-008,1.2246
2.05744e-008,1.2250
2.06203e-008,1.2249
2.06662e-008,1.2245
2.07122e-008,1.2240
2.07581e-008,1.2236
2.08040e-008,1.2236
2.08499e-008,1.2240
2.08959e-008,1.2245
2.09418e-008,1.2250
2.09877e-008,1.2251
2.10336e-008,1.2249
2.10796e-008,1.2244
2.11255e-008,1.2240
2.11714e-008,1.2238
2.12173e-008,1.2239
2.12633e-008,1.2244
2.13092e-008,1.2249
2.13551e-008,1.2253
2.14010e-008,1.2254
2.14470e-008,1.2252
2.14929e-008,1.2248
2.15388e-008,1.2244
2.15847e-008,1.2242
2.16307e-008,1.2242
2.16766e-008,1.2244
2.17225e-008,1.2248
2.17685e-008,1.2251
2.18144e-008,1.2252
2.18603e-008,1.2252
2.19062e-008,1.2250
2.19522e-008,1.2247
2.19981e-008,1.2246
2.20440e-008,1.2246
2.20899e-008,1.2248
2.21359e-008,1.2250
2.21818e-008,1.2251
2.22277e-008,1.2252
2.22736e-008,1.2251
2.23196e-008,1.2250
2.23655e-008,1.2249
2.24114e-008,1.2248
2.24573e-008,1.2249
2.25033e-008,1.2250
2.25492e-008,1.2251
2.25951e-008,1.2252
