.HEADER
..NAMES
Time,V U2.N7
5.4192e-009,1.2249
5.4651e-009,1.2168
5.5110e-009,1.2110
5.5569e-009,1.2116
5.6029e-009,1.2202
5.6488e-009,1.2341
5.6947e-009,1.2485
5.7406e-009,1.2580
5.7865e-009,1.2591
5.8325e-009,1.2519
5.8784e-009,1.2406
5.9243e-009,1.2305
5.9703e-009,1.2254
6.0162e-009,1.2265
6.0621e-009,1.2315
6.1080e-009,1.2361
6.1539e-009,1.2371
6.1999e-009,1.2332
6.2458e-009,1.2257
6.2917e-009,1.2178
6.3376e-009,1.2132
6.3836e-009,1.2138
6.4295e-009,1.2190
6.4754e-009,1.2262
6.5214e-009,1.2325
6.5673e-009,1.2354
6.6132e-009,1.2345
6.6591e-009,1.2307
6.7050e-009,1.2258
6.7510e-009,1.2215
6.7969e-009,1.2189
6.8428e-009,1.2186
6.8888e-009,1.2205
6.9347e-009,1.2239
6.9806e-009,1.2275
7.0265e-009,1.2298
7.0725e-009,1.2299
7.1184e-009,1.2278
7.1643e-009,1.2244
7.2102e-009,1.2213
7.2561e-009,1.2200
7.3021e-009,1.2211
7.3480e-009,1.2238
7.3939e-009,1.2269
7.4399e-009,1.2289
7.4858e-009,1.2292
7.5317e-009,1.2278
7.5776e-009,1.2256
7.6235e-009,1.2236
7.6695e-009,1.2228
7.7154e-009,1.2233
7.7613e-009,1.2247
7.8072e-009,1.2262
7.8532e-009,1.2272
7.8991e-009,1.2273
7.9450e-009,1.2267
7.9910e-009,1.2256
8.0369e-009,1.2247
8.0828e-009,1.2242
8.1287e-009,1.2242
8.1747e-009,1.2247
8.2206e-009,1.2255
8.2665e-009,1.2263
8.3124e-009,1.2269
8.3583e-009,1.2270
8.4043e-009,1.2266
8.4502e-009,1.2257
8.4961e-009,1.2249
8.5420e-009,1.2244
8.5880e-009,1.2245
8.6339e-009,1.2252
8.6798e-009,1.2261
8.7257e-009,1.2267
8.7717e-009,1.2269
8.8176e-009,1.2265
8.8635e-009,1.2259
8.9095e-009,1.2252
8.9554e-009,1.2249
9.0013e-009,1.2250
9.0472e-009,1.2254
9.0932e-009,1.2259
9.1391e-009,1.2263
9.1850e-009,1.2264
9.2309e-009,1.2263
9.2769e-009,1.2260
9.3228e-009,1.2257
9.3687e-009,1.2255
9.4146e-009,1.2255
9.4605e-009,1.2256
9.5065e-009,1.2258
9.5524e-009,1.2260
9.5983e-009,1.2262
9.6442e-009,1.2262
9.6902e-009,1.2262
9.7361e-009,1.2260
9.7820e-009,1.2258
9.8280e-009,1.2256
9.8739e-009,1.2256
9.9198e-009,1.2257
9.9657e-009,1.2260
1.00117e-008,1.2262
1.00576e-008,1.2263
1.01035e-008,1.2262
1.01494e-008,1.2260
1.01954e-008,1.2258
1.02413e-008,1.2257
1.02872e-008,1.2257
1.03331e-008,1.2258
1.03790e-008,1.2260
1.04250e-008,1.2261
1.04709e-008,1.2262
1.05168e-008,1.2261
1.05627e-008,1.2261
1.06087e-008,1.2260
1.06546e-008,1.2259
1.07005e-008,1.2259
1.07464e-008,1.2259
1.07924e-008,1.2260
1.08383e-008,1.2260
1.08842e-008,1.2261
1.09302e-008,1.2261
1.09761e-008,1.2261
1.10220e-008,1.2261
1.10679e-008,1.2260
1.11139e-008,1.2260
1.11598e-008,1.2260
1.12057e-008,1.2260
1.12516e-008,1.2260
1.12975e-008,1.2261
1.13435e-008,1.2261
1.13894e-008,1.2261
1.14353e-008,1.2261
1.14812e-008,1.2261
1.15272e-008,1.2260
1.15731e-008,1.2260
1.16190e-008,1.2260
1.16649e-008,1.2261
1.17109e-008,1.2261
1.17568e-008,1.2261
1.18027e-008,1.2261
1.18487e-008,1.2261
1.18946e-008,1.2261
1.19405e-008,1.2260
1.19864e-008,1.2247
1.20324e-008,1.2107
1.20783e-008,1.1594
1.21242e-008,1.0683
1.21701e-008,0.9562
1.22161e-008,0.8212
1.22620e-008,0.6698
1.23079e-008,0.5352
1.23538e-008,0.4389
1.23997e-008,0.3810
1.24457e-008,0.3575
1.24916e-008,0.3582
1.25375e-008,0.3659
1.25834e-008,0.3672
1.26294e-008,0.3559
1.26753e-008,0.3337
1.27212e-008,0.3065
1.27672e-008,0.2807
1.28131e-008,0.2616
1.28590e-008,0.2522
1.29049e-008,0.2519
1.29509e-008,0.2566
1.29968e-008,0.2614
1.30427e-008,0.2617
1.30886e-008,0.2555
1.31346e-008,0.2446
1.31805e-008,0.2328
1.32264e-008,0.2232
1.32723e-008,0.2187
1.33182e-008,0.2199
1.33642e-008,0.2255
1.34101e-008,0.2327
1.34560e-008,0.2386
1.35019e-008,0.2412
1.35479e-008,0.2402
1.35938e-008,0.2378
1.36397e-008,0.2366
1.36856e-008,0.2382
1.37316e-008,0.2428
1.37775e-008,0.2488
1.38234e-008,0.2538
1.38694e-008,0.2559
1.39153e-008,0.2543
1.39612e-008,0.2501
1.40071e-008,0.2451
1.40531e-008,0.2412
1.40990e-008,0.2396
1.41449e-008,0.2405
1.41908e-008,0.2435
1.42367e-008,0.2472
1.42827e-008,0.2505
1.43286e-008,0.2523
1.43745e-008,0.2521
1.44204e-008,0.2502
1.44664e-008,0.2476
1.45123e-008,0.2454
1.45582e-008,0.2445
1.46041e-008,0.2451
1.46501e-008,0.2470
1.46960e-008,0.2493
1.47419e-008,0.2509
1.47879e-008,0.2513
1.48338e-008,0.2503
1.48797e-008,0.2485
1.49256e-008,0.2465
1.49715e-008,0.2453
1.50175e-008,0.2452
1.50634e-008,0.2462
1.51093e-008,0.2476
1.51552e-008,0.2488
1.52012e-008,0.2492
1.52471e-008,0.2488
1.52930e-008,0.2479
1.53389e-008,0.2469
1.53849e-008,0.2463
1.54308e-008,0.2463
1.54767e-008,0.2467
1.55226e-008,0.2473
1.55686e-008,0.2480
1.56145e-008,0.2484
1.56604e-008,0.2484
1.57063e-008,0.2480
1.57523e-008,0.2501
1.57982e-008,0.2722
1.58441e-008,0.3425
1.58901e-008,0.4542
1.59360e-008,0.5907
1.59819e-008,0.7522
1.60278e-008,0.9109
1.60738e-008,1.0275
1.61197e-008,1.0964
1.61656e-008,1.1238
1.62115e-008,1.1169
1.62575e-008,1.0979
1.63034e-008,1.0887
1.63493e-008,1.0982
1.63952e-008,1.1255
1.64412e-008,1.1612
1.64871e-008,1.1937
1.65330e-008,1.2160
1.65789e-008,1.2261
1.66249e-008,1.2257
1.66708e-008,1.2198
1.67167e-008,1.2133
1.67626e-008,1.2103
1.68085e-008,1.2139
1.68545e-008,1.2242
1.69004e-008,1.2380
1.69463e-008,1.2507
1.69922e-008,1.2578
1.70382e-008,1.2569
1.70841e-008,1.2490
1.71300e-008,1.2384
1.71759e-008,1.2298
1.72219e-008,1.2264
1.72678e-008,1.2285
1.73137e-008,1.2335
1.73596e-008,1.2373
1.74056e-008,1.2370
1.74515e-008,1.2319
1.74974e-008,1.2238
1.75433e-008,1.2163
1.75893e-008,1.2127
1.76352e-008,1.2145
1.76811e-008,1.2206
1.77271e-008,1.2281
1.77730e-008,1.2339
1.78189e-008,1.2359
1.78648e-008,1.2340
1.79108e-008,1.2296
1.79567e-008,1.2246
1.80026e-008,1.2207
1.80485e-008,1.2189
1.80945e-008,1.2194
1.81404e-008,1.2218
1.81863e-008,1.2251
1.82322e-008,1.2282
1.82782e-008,1.2299
1.83241e-008,1.2294
1.83700e-008,1.2270
1.84159e-008,1.2237
1.84619e-008,1.2212
1.85078e-008,1.2205
1.85537e-008,1.2219
1.85996e-008,1.2247
1.86455e-008,1.2276
1.86915e-008,1.2292
1.87374e-008,1.2291
1.87833e-008,1.2275
1.88292e-008,1.2252
1.88752e-008,1.2235
1.89211e-008,1.2230
1.89670e-008,1.2237
1.90129e-008,1.2253
1.90589e-008,1.2268
1.91048e-008,1.2276
1.91507e-008,1.2274
1.91966e-008,1.2266
1.92426e-008,1.2255
1.92885e-008,1.2247
1.93344e-008,1.2244
1.93803e-008,1.2246
1.94263e-008,1.2252
1.94722e-008,1.2255
1.95181e-008,1.2185
1.95640e-008,1.1811
1.96100e-008,1.0999
1.96559e-008,0.9926
1.97018e-008,0.8644
1.97478e-008,0.7147
1.97937e-008,0.5713
1.98396e-008,0.4631
1.98855e-008,0.3947
1.99315e-008,0.3622
1.99774e-008,0.3576
2.00233e-008,0.3649
2.00692e-008,0.3684
2.01152e-008,0.3603
2.01611e-008,0.3403
2.02070e-008,0.3137
2.02529e-008,0.2872
2.02989e-008,0.2661
2.03448e-008,0.2542
2.03907e-008,0.2517
2.04366e-008,0.2554
2.04826e-008,0.2605
2.05285e-008,0.2622
2.05744e-008,0.2576
2.06203e-008,0.2477
2.06662e-008,0.2357
2.07122e-008,0.2253
2.07581e-008,0.2193
2.08040e-008,0.2191
2.08499e-008,0.2237
2.08959e-008,0.2308
2.09418e-008,0.2372
2.09877e-008,0.2407
2.10336e-008,0.2404
2.10796e-008,0.2381
2.11255e-008,0.2363
2.11714e-008,0.2371
2.12173e-008,0.2411
2.12633e-008,0.2471
2.13092e-008,0.2528
2.13551e-008,0.2564
2.14010e-008,0.2650
2.14470e-008,0.3059
2.14929e-008,0.3948
2.15388e-008,0.5148
2.15847e-008,0.6632
2.16307e-008,0.8302
2.16766e-008,0.9736
2.17225e-008,1.0695
2.17685e-008,1.1208
2.18144e-008,1.1310
2.18603e-008,1.1141
2.19062e-008,1.0955
2.19522e-008,1.0919
2.19981e-008,1.1080
2.20440e-008,1.1398
2.20899e-008,1.1760
2.21359e-008,1.2061
2.21818e-008,1.2249
2.22277e-008,1.2312
2.22736e-008,1.2279
2.23196e-008,1.2202
2.23655e-008,1.2130
2.24114e-008,1.2108
2.24573e-008,1.2164
2.25033e-008,1.2286
2.25492e-008,1.2434
2.25951e-008,1.2555
2.26410e-008,1.2602
2.26869e-008,1.2560
2.27329e-008,1.2458
2.27788e-008,1.2346
2.28247e-008,1.2271
2.28706e-008,1.2258
2.29166e-008,1.2298
2.29625e-008,1.2352
2.30084e-008,1.2380
2.30543e-008,1.2360
2.31003e-008,1.2295
2.31462e-008,1.2212
2.31921e-008,1.2148
2.32380e-008,1.2131
2.32840e-008,1.2167
2.33299e-008,1.2236
2.33758e-008,1.2307
2.34217e-008,1.2352
2.34677e-008,1.2358
2.35136e-008,1.2330
2.35595e-008,1.2282
2.36055e-008,1.2234
2.36514e-008,1.2200
2.36973e-008,1.2188
2.37432e-008,1.2199
2.37892e-008,1.2228
2.38351e-008,1.2265
2.38810e-008,1.2295
2.39269e-008,1.2306
2.39729e-008,1.2293
2.40188e-008,1.2262
2.40647e-008,1.2228
2.41106e-008,1.2206
2.41566e-008,1.2207
2.42025e-008,1.2229
2.42484e-008,1.2260
2.42943e-008,1.2287
2.43403e-008,1.2297
2.43862e-008,1.2289
2.44321e-008,1.2269
2.44780e-008,1.2246
2.45239e-008,1.2233
2.45699e-008,1.2232
2.46158e-008,1.2244
2.46617e-008,1.2260
2.47076e-008,1.2273
2.47536e-008,1.2278
2.47995e-008,1.2274
2.48454e-008,1.2264
2.48913e-008,1.2254
2.49373e-008,1.2247
2.49832e-008,1.2245
2.50291e-008,1.2248
2.50750e-008,1.2254
2.51210e-008,1.2238
2.51669e-008,1.2048
2.52128e-008,1.1440
2.52587e-008,1.0468
2.53047e-008,0.9296
2.53506e-008,0.7885
2.53965e-008,0.6371
2.54424e-008,0.5099
2.54884e-008,0.4228
2.55343e-008,0.3736
2.55802e-008,0.3573
2.56262e-008,0.3612
2.56721e-008,0.3681
2.57180e-008,0.3661
2.57639e-008,0.3514
2.58099e-008,0.3270
2.58558e-008,0.2996
2.59017e-008,0.2753
2.59476e-008,0.2587
2.59936e-008,0.2519
2.60395e-008,0.2532
2.60854e-008,0.2584
2.61313e-008,0.2623
2.61773e-008,0.2609
2.62232e-008,0.2531
2.62691e-008,0.2416
2.63150e-008,0.2300
2.63610e-008,0.2215
2.64069e-008,0.2185
2.64528e-008,0.2211
2.64987e-008,0.2274
2.65446e-008,0.2345
2.65906e-008,0.2397
2.66365e-008,0.2411
2.66824e-008,0.2394
2.67283e-008,0.2370
2.67743e-008,0.2364
2.68202e-008,0.2389
2.68661e-008,0.2442
2.69120e-008,0.2504
2.69580e-008,0.2549
2.70039e-008,0.2560
2.70498e-008,0.2535
2.70957e-008,0.2488
2.71417e-008,0.2439
2.71876e-008,0.2405
2.72335e-008,0.2396
2.72794e-008,0.2411
2.73254e-008,0.2444
2.73713e-008,0.2482
2.74172e-008,0.2511
2.74631e-008,0.2524
2.75091e-008,0.2518
2.75550e-008,0.2496
2.76009e-008,0.2470
2.76469e-008,0.2450
2.76928e-008,0.2445
2.77387e-008,0.2456
2.77846e-008,0.2477
2.78306e-008,0.2498
2.78765e-008,0.2512
2.79224e-008,0.2512
2.79683e-008,0.2499
2.80143e-008,0.2479
2.80602e-008,0.2461
2.81061e-008,0.2452
2.81520e-008,0.2454
2.81980e-008,0.2466
2.82439e-008,0.2480
2.82898e-008,0.2490
2.83357e-008,0.2492
2.83817e-008,0.2486
2.84276e-008,0.2476
2.84735e-008,0.2467
2.85194e-008,0.2463
2.85653e-008,0.2464
2.86113e-008,0.2469
2.86572e-008,0.2476
2.87031e-008,0.2482
2.87490e-008,0.2484
2.87950e-008,0.2483
2.88409e-008,0.2480
2.88868e-008,0.2520
2.89327e-008,0.2823
2.89787e-008,0.3632
2.90246e-008,0.4806
2.90705e-008,0.6225
2.91164e-008,0.7870
2.91624e-008,0.9393
2.92083e-008,1.0455
2.92542e-008,1.1054
2.93001e-008,1.1246
2.93461e-008,1.1131
2.93920e-008,1.0947
2.94379e-008,1.0891
2.94839e-008,1.1027
2.95298e-008,1.1327
2.95757e-008,1.1686
2.96216e-008,1.1994
2.96676e-008,1.2192
2.97135e-008,1.2267
2.97594e-008,1.2248
2.98053e-008,1.2184
2.98513e-008,1.2123
2.98972e-008,1.2105
2.99431e-008,1.2156
2.99890e-008,1.2269
3.00350e-008,1.2409
3.00809e-008,1.2528
3.01268e-008,1.2584
3.01727e-008,1.2557
3.02187e-008,1.2469
3.02646e-008,1.2364
3.03105e-008,1.2287
3.03564e-008,1.2265
3.04024e-008,1.2295
3.04483e-008,1.2346
3.04942e-008,1.2377
3.05401e-008,1.2363
3.05861e-008,1.2304
3.06320e-008,1.2221
3.06779e-008,1.2151
3.07238e-008,1.2126
3.07698e-008,1.2156
3.08157e-008,1.2222
3.08616e-008,1.2296
3.09075e-008,1.2347
3.09535e-008,1.2358
3.09994e-008,1.2333
3.10453e-008,1.2286
3.10912e-008,1.2237
3.11372e-008,1.2202
3.11831e-008,1.2189
3.12290e-008,1.2198
3.12749e-008,1.2225
3.13209e-008,1.2259
3.13668e-008,1.2288
3.14127e-008,1.2300
3.14586e-008,1.2291
3.15045e-008,1.2264
3.15505e-008,1.2231
3.15964e-008,1.2209
3.16423e-008,1.2206
3.16882e-008,1.2224
3.17342e-008,1.2254
3.17801e-008,1.2281
3.18260e-008,1.2294
3.18719e-008,1.2289
3.19179e-008,1.2271
3.19638e-008,1.2248
3.20097e-008,1.2233
3.20556e-008,1.2231
3.21016e-008,1.2241
3.21475e-008,1.2257
3.21934e-008,1.2271
3.22393e-008,1.2277
3.22853e-008,1.2273
3.23312e-008,1.2264
3.23771e-008,1.2253
3.24230e-008,1.2246
3.24690e-008,1.2244
3.25149e-008,1.2247
3.25608e-008,1.2254
3.26067e-008,1.2252
3.26527e-008,1.2142
3.26986e-008,1.1676
3.27445e-008,1.0792
3.27904e-008,0.9680
3.28364e-008,0.8346
3.28823e-008,0.6831
3.29282e-008,0.5454
3.29741e-008,0.4457
3.30201e-008,0.3851
3.30660e-008,0.3594
3.31119e-008,0.3588
3.31578e-008,0.3663
3.32038e-008,0.3678
3.32497e-008,0.3571
3.32956e-008,0.3351
3.33415e-008,0.3080
3.33875e-008,0.2822
3.34334e-008,0.2628
3.34793e-008,0.2530
3.35253e-008,0.2521
3.35712e-008,0.2566
3.36171e-008,0.2614
3.36630e-008,0.2619
3.37090e-008,0.2560
3.37549e-008,0.2453
3.38008e-008,0.2333
3.38467e-008,0.2236
3.38927e-008,0.2188
3.39386e-008,0.2197
3.39845e-008,0.2251
3.40304e-008,0.2323
3.40764e-008,0.2383
3.41223e-008,0.2410
3.41682e-008,0.2401
3.42141e-008,0.2376
3.42601e-008,0.2363
3.43060e-008,0.2378
3.43519e-008,0.2423
3.43978e-008,0.2485
3.44438e-008,0.2537
3.44897e-008,0.2559
3.45356e-008,0.2545
3.45815e-008,0.2503
3.46275e-008,0.2453
3.46734e-008,0.2413
3.47193e-008,0.2395
3.47652e-008,0.2404
3.48112e-008,0.2433
3.48571e-008,0.2470
3.49030e-008,0.2503
3.49489e-008,0.2522
3.49949e-008,0.2521
3.50408e-008,0.2503
3.50867e-008,0.2477
3.51326e-008,0.2455
3.51786e-008,0.2444
3.52245e-008,0.2450
3.52704e-008,0.2469
3.53163e-008,0.2492
3.53622e-008,0.2509
3.54082e-008,0.2513
3.54541e-008,0.2504
3.55000e-008,0.2486
3.55459e-008,0.2466
3.55919e-008,0.2453
3.56378e-008,0.2452
3.56837e-008,0.2461
3.57296e-008,0.2476
3.57756e-008,0.2488
3.58215e-008,0.2492
3.58674e-008,0.2488
3.59133e-008,0.2479
3.59593e-008,0.2469
3.60052e-008,0.2464
3.60511e-008,0.2463
3.60970e-008,0.2467
3.61430e-008,0.2473
3.61889e-008,0.2480
3.62348e-008,0.2484
3.62807e-008,0.2484
3.63267e-008,0.2480
3.63726e-008,0.2494
3.64185e-008,0.2681
3.64644e-008,0.3330
3.65104e-008,0.4417
3.65563e-008,0.5756
3.66022e-008,0.7352
3.66481e-008,0.8963
3.66941e-008,1.0180
3.67400e-008,1.0913
3.67859e-008,1.1227
3.68318e-008,1.1186
3.68778e-008,1.0996
3.69237e-008,1.0889
3.69696e-008,1.0964
3.70155e-008,1.1221
3.70615e-008,1.1576
3.71074e-008,1.1908
3.71533e-008,1.2143
3.71992e-008,1.2256
3.72452e-008,1.2261
3.72911e-008,1.2205
3.73370e-008,1.2139
3.73830e-008,1.2104
3.74289e-008,1.2132
3.74748e-008,1.2229
3.75207e-008,1.2366
3.75667e-008,1.2496
3.76126e-008,1.2575
3.76585e-008,1.2574
3.77044e-008,1.2500
3.77504e-008,1.2395
3.77963e-008,1.2305
3.78422e-008,1.2265
3.78881e-008,1.2281
3.79341e-008,1.2330
3.79800e-008,1.2371
3.80259e-008,1.2372
3.80718e-008,1.2326
3.81178e-008,1.2247
3.81637e-008,1.2169
3.82096e-008,1.2128
3.82555e-008,1.2141
3.83015e-008,1.2199
3.83474e-008,1.2274
3.83933e-008,1.2335
3.84392e-008,1.2359
3.84852e-008,1.2344
3.85311e-008,1.2301
3.85770e-008,1.2251
3.86229e-008,1.2211
3.86689e-008,1.2190
3.87148e-008,1.2193
3.87607e-008,1.2215
3.88066e-008,1.2248
3.88526e-008,1.2280
3.88985e-008,1.2299
3.89444e-008,1.2296
3.89903e-008,1.2273
3.90363e-008,1.2241
3.90822e-008,1.2214
3.91281e-008,1.2205
3.91740e-008,1.2217
3.92199e-008,1.2244
3.92659e-008,1.2273
3.93118e-008,1.2292
3.93577e-008,1.2292
3.94036e-008,1.2277
3.94496e-008,1.2255
3.94955e-008,1.2236
3.95414e-008,1.2230
3.95873e-008,1.2236
3.96333e-008,1.2252
3.96792e-008,1.2267
3.97251e-008,1.2276
3.97710e-008,1.2275
3.98170e-008,1.2267
3.98629e-008,1.2256
3.99088e-008,1.2248
3.99547e-008,1.2244
4.00007e-008,1.2246
4.00466e-008,1.2251
4.00925e-008,1.2259
4.01384e-008,1.2267
4.01844e-008,1.2271
4.02303e-008,1.2271
4.02762e-008,1.2266
4.03221e-008,1.2258
4.03681e-008,1.2251
4.04140e-008,1.2247
4.04599e-008,1.2249
4.05058e-008,1.2256
4.05518e-008,1.2264
4.05977e-008,1.2269
4.06436e-008,1.2270
4.06895e-008,1.2266
4.07355e-008,1.2260
4.07814e-008,1.2254
4.08273e-008,1.2251
4.08732e-008,1.2253
4.09192e-008,1.2257
4.09651e-008,1.2262
4.10110e-008,1.2266
4.10569e-008,1.2267
4.11029e-008,1.2265
4.11488e-008,1.2261
4.11947e-008,1.2258
4.12407e-008,1.2257
4.12866e-008,1.2257
4.13325e-008,1.2258
4.13784e-008,1.2260
4.14244e-008,1.2262
4.14703e-008,1.2264
4.15162e-008,1.2264
4.15621e-008,1.2263
4.16081e-008,1.2262
4.16540e-008,1.2260
4.16999e-008,1.2258
4.17458e-008,1.2258
4.17918e-008,1.2260
4.18377e-008,1.2262
4.18836e-008,1.2264
4.19295e-008,1.2264
4.19755e-008,1.2257
4.20214e-008,1.2166
4.20673e-008,1.1756
4.21132e-008,1.0920
4.21592e-008,0.9843
4.22051e-008,0.8554
4.22510e-008,0.7057
4.22969e-008,0.5643
4.23429e-008,0.4585
4.23888e-008,0.3917
4.24347e-008,0.3605
4.24806e-008,0.3568
4.25266e-008,0.3642
4.25725e-008,0.3678
4.26184e-008,0.3597
4.26643e-008,0.3397
4.27103e-008,0.3132
4.27562e-008,0.2866
4.28021e-008,0.2655
4.28480e-008,0.2537
4.28940e-008,0.2514
4.29399e-008,0.2554
4.29858e-008,0.2606
4.30317e-008,0.2622
4.30777e-008,0.2575
4.31236e-008,0.2475
4.31695e-008,0.2356
4.32154e-008,0.2253
4.32613e-008,0.2194
4.33073e-008,0.2193
4.33532e-008,0.2240
4.33991e-008,0.2310
4.34450e-008,0.2375
4.34910e-008,0.2409
4.35369e-008,0.2407
4.35828e-008,0.2385
4.36287e-008,0.2368
4.36747e-008,0.2377
4.37206e-008,0.2416
4.37665e-008,0.2474
4.38124e-008,0.2529
4.38584e-008,0.2558
4.39043e-008,0.2550
4.39502e-008,0.2513
4.39961e-008,0.2464
4.40421e-008,0.2421
4.40880e-008,0.2399
4.41339e-008,0.2402
4.41798e-008,0.2428
4.42258e-008,0.2464
4.42717e-008,0.2499
4.43176e-008,0.2521
4.43635e-008,0.2524
4.44095e-008,0.2509
4.44554e-008,0.2484
4.45013e-008,0.2460
4.45472e-008,0.2447
4.45932e-008,0.2450
4.46391e-008,0.2466
4.46850e-008,0.2489
4.47309e-008,0.2507
4.47769e-008,0.2514
4.48228e-008,0.2507
4.48687e-008,0.2490
4.49146e-008,0.2471
4.49606e-008,0.2456
4.50065e-008,0.2453
4.50524e-008,0.2460
4.50983e-008,0.2474
4.51443e-008,0.2487
4.51902e-008,0.2493
4.52361e-008,0.2490
4.52821e-008,0.2482
4.53280e-008,0.2472
4.53739e-008,0.2466
4.54198e-008,0.2464
4.54658e-008,0.2467
4.55117e-008,0.2473
4.55576e-008,0.2479
4.56035e-008,0.2484
4.56495e-008,0.2485
4.56954e-008,0.2482
4.57413e-008,0.2490
4.57872e-008,0.2635
4.58332e-008,0.3210
4.58791e-008,0.4251
4.59250e-008,0.5556
4.59709e-008,0.7121
4.60169e-008,0.8756
4.60628e-008,1.0042
4.61087e-008,1.0838
4.61546e-008,1.1209
4.62006e-008,1.1208
4.62465e-008,1.1023
4.62924e-008,1.0895
4.63383e-008,1.0943
4.63843e-008,1.1178
4.64302e-008,1.1526
4.64761e-008,1.1868
4.65220e-008,1.2119
4.65680e-008,1.2248
4.66139e-008,1.2266
4.66598e-008,1.2215
4.67057e-008,1.2148
4.67517e-008,1.2107
4.67976e-008,1.2124
4.68435e-008,1.2213
4.68894e-008,1.2347
4.69354e-008,1.2481
4.69813e-008,1.2569
4.70272e-008,1.2579
4.70731e-008,1.2514
4.71190e-008,1.2410
4.71650e-008,1.2316
4.72109e-008,1.2268
4.72568e-008,1.2277
4.73027e-008,1.2323
4.73487e-008,1.2368
4.73946e-008,1.2376
4.74405e-008,1.2336
4.74864e-008,1.2260
4.75324e-008,1.2179
4.75783e-008,1.2130
4.76242e-008,1.2107
4.76701e-008,1.1947
4.77161e-008,1.1390
4.77620e-008,1.0473
4.78079e-008,0.9314
4.78538e-008,0.7869
4.78998e-008,0.6309
4.79457e-008,0.5001
4.79916e-008,0.4105
4.80375e-008,0.3612
4.80835e-008,0.3473
4.81294e-008,0.3554
4.81753e-008,0.3667
4.82212e-008,0.3683
4.82672e-008,0.3552
4.83131e-008,0.3302
4.83590e-008,0.3000
4.84049e-008,0.2720
4.84509e-008,0.2526
4.84968e-008,0.2449
4.85427e-008,0.2475
4.85886e-008,0.2554
4.86346e-008,0.2624
4.86805e-008,0.2633
4.87264e-008,0.2561
4.87723e-008,0.2435
4.88183e-008,0.2296
4.88642e-008,0.2190
4.89101e-008,0.2149
4.89560e-008,0.2180
4.90020e-008,0.2259
4.90479e-008,0.2350
4.90938e-008,0.2413
4.91398e-008,0.2429
4.91857e-008,0.2404
4.92316e-008,0.2368
4.92775e-008,0.2353
