.HEADER
..NAMES
Time,V U3.K3
.DATA
0.0e+000,1.2247
4.59e-011,1.2247
9.18e-011,1.2247
1.378e-010,1.2247
1.837e-010,1.2247
2.296e-010,1.2247
2.755e-010,1.2247
3.215e-010,1.2247
3.674e-010,1.2247
4.133e-010,1.2247
4.592e-010,1.2247
5.052e-010,1.2247
5.511e-010,1.2247
5.970e-010,1.2247
6.430e-010,1.2247
6.889e-010,1.2247
7.348e-010,1.2247
7.807e-010,1.2247
8.266e-010,1.2247
8.726e-010,1.2246
9.185e-010,1.2186
9.644e-010,1.1842
1.0104e-009,1.1199
1.0563e-009,1.0349
1.1022e-009,0.9082
1.1481e-009,0.7532
1.1940e-009,0.6015
1.2400e-009,0.4659
1.2859e-009,0.3596
1.3318e-009,0.2940
1.3778e-009,0.2695
1.4237e-009,0.2759
1.4696e-009,0.2950
1.5155e-009,0.3146
1.5614e-009,0.3274
1.6074e-009,0.3288
1.6533e-009,0.3201
1.6992e-009,0.3051
1.7452e-009,0.2901
1.7911e-009,0.2804
1.8370e-009,0.2752
1.8829e-009,0.2732
1.9288e-009,0.2735
1.9748e-009,0.2738
2.0207e-009,0.2716
2.0666e-009,0.2665
2.1125e-009,0.2594
2.1585e-009,0.2514
2.2044e-009,0.2448
2.2503e-009,0.2419
2.2963e-009,0.2439
2.3422e-009,0.2490
2.3881e-009,0.2549
2.4340e-009,0.2596
2.4800e-009,0.2617
2.5259e-009,0.2616
2.5718e-009,0.2597
2.6177e-009,0.2573
2.6636e-009,0.2573
2.7096e-009,0.2600
2.7555e-009,0.2634
2.8014e-009,0.2724
2.8473e-009,0.3123
2.8933e-009,0.3823
2.9392e-009,0.4773
2.9851e-009,0.6201
3.0311e-009,0.7864
3.0770e-009,0.9415
3.1229e-009,1.0781
3.1688e-009,1.1745
3.2148e-009,1.2200
3.2607e-009,1.2241
3.3066e-009,1.2019
3.3525e-009,1.1741
3.3984e-009,1.1543
3.4444e-009,1.1474
3.4903e-009,1.1547
3.5362e-009,1.1705
3.5821e-009,1.1887
3.6281e-009,1.2039
3.6740e-009,1.2124
3.7199e-009,1.2158
3.7658e-009,1.2156
3.8118e-009,1.2130
3.8577e-009,1.2113
3.9036e-009,1.2128
3.9496e-009,1.2176
3.9955e-009,1.2250
4.0414e-009,1.2333
4.0873e-009,1.2397
4.1333e-009,1.2416
4.1792e-009,1.2378
4.2251e-009,1.2298
4.2710e-009,1.2214
4.3169e-009,1.2156
4.3629e-009,1.2146
4.4088e-009,1.2173
4.4547e-009,1.2216
4.5007e-009,1.2252
4.5466e-009,1.2245
4.5925e-009,1.2203
4.6384e-009,1.2158
4.6843e-009,1.2128
4.7303e-009,1.2131
4.7762e-009,1.2167
4.8221e-009,1.2221
4.8680e-009,1.2270
4.9140e-009,1.2294
4.9599e-009,1.2286
5.0058e-009,1.2259
5.0518e-009,1.2225
5.0977e-009,1.2199
5.1436e-009,1.2186
5.1895e-009,1.2186
5.2354e-009,1.2195
5.2814e-009,1.2207
5.3273e-009,1.2219
5.3732e-009,1.2232
5.4192e-009,1.2243
5.4651e-009,1.2248
5.5110e-009,1.2242
5.5569e-009,1.2229
5.6029e-009,1.2211
5.6488e-009,1.2199
5.6947e-009,1.2199
5.7406e-009,1.2213
5.7865e-009,1.2234
5.8325e-009,1.2252
5.8784e-009,1.2258
5.9243e-009,1.2251
5.9703e-009,1.2234
6.0162e-009,1.2216
6.0621e-009,1.2206
6.1080e-009,1.2210
6.1539e-009,1.2223
6.1999e-009,1.2238
6.2458e-009,1.2247
6.2917e-009,1.2246
6.3376e-009,1.2239
6.3836e-009,1.2229
6.4295e-009,1.2223
6.4754e-009,1.2224
6.5214e-009,1.2215
6.5673e-009,1.2045
6.6132e-009,1.1524
6.6591e-009,1.0795
6.7050e-009,0.9747
6.7510e-009,0.8292
6.7969e-009,0.6733
6.8428e-009,0.5290
6.8888e-009,0.4061
6.9347e-009,0.3198
6.9806e-009,0.2750
7.0265e-009,0.2682
7.0725e-009,0.2830
7.1184e-009,0.3039
7.1643e-009,0.3214
7.2102e-009,0.3292
7.2561e-009,0.3251
7.3021e-009,0.3122
7.3480e-009,0.2957
7.3939e-009,0.2827
7.4399e-009,0.2754
7.4858e-009,0.2722
7.5317e-009,0.2722
7.5776e-009,0.2733
7.6235e-009,0.2727
7.6695e-009,0.2687
7.7154e-009,0.2621
7.7613e-009,0.2540
7.8072e-009,0.2463
7.8532e-009,0.2416
7.8991e-009,0.2415
7.9450e-009,0.2456
7.9910e-009,0.2514
8.0369e-009,0.2567
8.0828e-009,0.2601
8.1287e-009,0.2609
8.1747e-009,0.2599
8.2206e-009,0.2576
8.2665e-009,0.2562
8.3124e-009,0.2578
8.3583e-009,0.2609
8.4043e-009,0.2637
8.4502e-009,0.2653
8.4961e-009,0.2650
8.5420e-009,0.2625
8.5880e-009,0.2583
8.6339e-009,0.2543
8.6798e-009,0.2520
8.7257e-009,0.2519
8.7717e-009,0.2534
8.8176e-009,0.2559
8.8635e-009,0.2583
8.9095e-009,0.2601
8.9554e-009,0.2606
9.0013e-009,0.2600
9.0472e-009,0.2587
9.0932e-009,0.2572
9.1391e-009,0.2558
9.1850e-009,0.2550
9.2309e-009,0.2551
9.2769e-009,0.2559
9.3228e-009,0.2571
9.3687e-009,0.2581
9.4146e-009,0.2586
9.4605e-009,0.2582
9.5065e-009,0.2570
9.5524e-009,0.2556
9.5983e-009,0.2546
9.6442e-009,0.2542
9.6902e-009,0.2546
9.7361e-009,0.2556
9.7820e-009,0.2567
9.8280e-009,0.2573
9.8739e-009,0.2570
9.9198e-009,0.2563
9.9657e-009,0.2554
1.00117e-008,0.2549
1.00576e-008,0.2547
1.01035e-008,0.2549
1.01494e-008,0.2554
1.01954e-008,0.2558
1.02413e-008,0.2560
1.02872e-008,0.2587
1.03331e-008,0.2863
1.03790e-008,0.3520
1.04250e-008,0.4403
1.04709e-008,0.5734
1.05168e-008,0.7417
1.05627e-008,0.9025
1.06087e-008,1.0439
1.06546e-008,1.1517
1.07005e-008,1.2082
1.07464e-008,1.2208
1.07924e-008,1.2029
1.08383e-008,1.1752
1.08842e-008,1.1534
1.09302e-008,1.1439
1.09761e-008,1.1487
1.10220e-008,1.1639
1.10679e-008,1.1826
1.11139e-008,1.1992
1.11598e-008,1.2087
1.12057e-008,1.2120
1.12516e-008,1.2118
1.12975e-008,1.2091
1.13435e-008,1.2072
1.13894e-008,1.2089
1.14353e-008,1.2144
1.14812e-008,1.2223
1.15272e-008,1.2308
1.15731e-008,1.2374
1.16190e-008,1.2395
1.16649e-008,1.2360
1.17109e-008,1.2284
1.17568e-008,1.2203
1.18027e-008,1.2146
1.18487e-008,1.2131
1.18946e-008,1.2155
1.19405e-008,1.2193
1.19864e-008,1.2230
1.20324e-008,1.2231
1.20783e-008,1.2191
1.21242e-008,1.2145
1.21701e-008,1.2114
1.22161e-008,1.2110
1.22620e-008,1.2140
1.23079e-008,1.2192
1.23538e-008,1.2244
1.23997e-008,1.2276
1.24457e-008,1.2276
1.24916e-008,1.2253
1.25375e-008,1.2219
1.25834e-008,1.2188
1.26294e-008,1.2170
1.26753e-008,1.2166
1.27212e-008,1.2175
1.27672e-008,1.2190
1.28131e-008,1.2205
1.28590e-008,1.2220
1.29049e-008,1.2231
1.29509e-008,1.2235
1.29968e-008,1.2228
1.30427e-008,1.2215
1.30886e-008,1.2199
1.31346e-008,1.2187
1.31805e-008,1.2187
1.32264e-008,1.2200
1.32723e-008,1.2220
1.33182e-008,1.2237
1.33642e-008,1.2245
1.34101e-008,1.2239
1.34560e-008,1.2224
1.35019e-008,1.2207
1.35479e-008,1.2196
1.35938e-008,1.2198
1.36397e-008,1.2210
1.36856e-008,1.2224
1.37316e-008,1.2234
1.37775e-008,1.2236
1.38234e-008,1.2230
1.38694e-008,1.2221
1.39153e-008,1.2214
1.39612e-008,1.2213
1.40071e-008,1.2213
1.40531e-008,1.2122
1.40990e-008,1.1708
1.41449e-008,1.1033
1.41908e-008,1.0116
1.42367e-008,0.8767
1.42827e-008,0.7206
1.43286e-008,0.5716
1.43745e-008,0.4403
1.44204e-008,0.3413
1.44664e-008,0.2835
1.45123e-008,0.2661
1.45582e-008,0.2763
1.46041e-008,0.2965
1.46501e-008,0.3159
1.46960e-008,0.3271
1.47419e-008,0.3264
1.47879e-008,0.3158
1.48338e-008,0.2997
1.48797e-008,0.2851
1.49256e-008,0.2763
1.49715e-008,0.2720
1.50175e-008,0.2711
1.50634e-008,0.2721
1.51093e-008,0.2722
1.51552e-008,0.2693
1.52012e-008,0.2634
1.52471e-008,0.2557
1.52930e-008,0.2477
1.53389e-008,0.2418
1.53849e-008,0.2401
1.54308e-008,0.2431
1.54767e-008,0.2487
1.55226e-008,0.2544
1.55686e-008,0.2585
1.56145e-008,0.2601
1.56604e-008,0.2596
1.57063e-008,0.2576
1.57523e-008,0.2555
1.57982e-008,0.2561
1.58441e-008,0.2591
1.58901e-008,0.2621
1.59360e-008,0.2643
1.59819e-008,0.2646
1.60278e-008,0.2627
1.60738e-008,0.2590
1.61197e-008,0.2546
1.61656e-008,0.2517
1.62115e-008,0.2509
1.62575e-008,0.2521
1.63034e-008,0.2544
1.63493e-008,0.2570
1.63952e-008,0.2589
1.64412e-008,0.2598
1.64871e-008,0.2595
1.65330e-008,0.2584
1.65789e-008,0.2570
1.66249e-008,0.2555
1.66708e-008,0.2545
1.67167e-008,0.2543
1.67626e-008,0.2549
1.68085e-008,0.2560
1.68545e-008,0.2572
1.69004e-008,0.2578
1.69463e-008,0.2577
1.69922e-008,0.2568
1.70382e-008,0.2554
1.70841e-008,0.2542
1.71300e-008,0.2536
1.71759e-008,0.2537
1.72219e-008,0.2546
1.72678e-008,0.2558
1.73137e-008,0.2566
1.73596e-008,0.2566
1.74056e-008,0.2559
1.74515e-008,0.2551
1.74974e-008,0.2544
1.75433e-008,0.2541
1.75893e-008,0.2542
1.76352e-008,0.2546
1.76811e-008,0.2551
1.77271e-008,0.2554
1.77730e-008,0.2563
1.78189e-008,0.2726
1.78648e-008,0.3285
1.79108e-008,0.4091
1.79567e-008,0.5262
1.80026e-008,0.6884
1.80485e-008,0.8546
1.80945e-008,1.0022
1.81404e-008,1.1233
1.81863e-008,1.1955
1.82322e-008,1.2204
1.82782e-008,1.2100
1.83241e-008,1.1831
1.83700e-008,1.1585
1.84159e-008,1.1449
1.84619e-008,1.1452
1.85078e-008,1.1580
1.85537e-008,1.1762
1.85996e-008,1.1941
1.86455e-008,1.2061
1.86915e-008,1.2110
1.87374e-008,1.2117
1.87833e-008,1.2095
1.88292e-008,1.2070
1.88752e-008,1.2074
1.89211e-008,1.2119
1.89670e-008,1.2192
1.90129e-008,1.2278
1.90589e-008,1.2353
1.91048e-008,1.2390
1.91507e-008,1.2372
1.91966e-008,1.2305
1.92426e-008,1.2222
1.92885e-008,1.2155
1.93344e-008,1.2126
1.93803e-008,1.2141
1.94263e-008,1.2176
1.94722e-008,1.2216
1.95181e-008,1.2231
1.95640e-008,1.2201
1.96100e-008,1.2154
1.96559e-008,1.2117
1.97018e-008,1.2103
1.97478e-008,1.2123
1.97937e-008,1.2170
1.98396e-008,1.2225
1.98855e-008,1.2265
1.99315e-008,1.2275
1.99774e-008,1.2257
2.00233e-008,1.2225
2.00692e-008,1.2192
2.01152e-008,1.2170
2.01611e-008,1.2162
2.02070e-008,1.2167
2.02529e-008,1.2181
2.02989e-008,1.2196
2.03448e-008,1.2211
2.03907e-008,1.2224
2.04366e-008,1.2230
2.04826e-008,1.2227
2.05285e-008,1.2216
2.05744e-008,1.2199
2.06203e-008,1.2186
2.06662e-008,1.2182
2.07122e-008,1.2191
2.07581e-008,1.2210
2.08040e-008,1.2229
2.08499e-008,1.2240
2.08959e-008,1.2239
2.09418e-008,1.2226
2.09877e-008,1.2208
2.10336e-008,1.2195
2.10796e-008,1.2192
2.11255e-008,1.2201
2.11714e-008,1.2216
2.12173e-008,1.2228
2.12633e-008,1.2232
2.13092e-008,1.2229
2.13551e-008,1.2220
2.14010e-008,1.2212
2.14470e-008,1.2209
2.14929e-008,1.2211
2.15388e-008,1.2216
2.15847e-008,1.2221
2.16307e-008,1.2224
2.16766e-008,1.2224
2.17225e-008,1.2224
2.17685e-008,1.2223
2.18144e-008,1.2223
2.18603e-008,1.2223
2.19062e-008,1.2222
2.19522e-008,1.2220
2.19981e-008,1.2218
2.20440e-008,1.2218
2.20899e-008,1.2221
2.21359e-008,1.2225
2.21818e-008,1.2230
2.22277e-008,1.2231
2.22736e-008,1.2229
2.23196e-008,1.2224
2.23655e-008,1.2220
2.24114e-008,1.2218
2.24573e-008,1.2220
2.25033e-008,1.2225
2.25492e-008,1.2230
2.25951e-008,1.2232
2.26410e-008,1.2231
2.26869e-008,1.2228
2.27329e-008,1.2224
2.27788e-008,1.2223
2.28247e-008,1.2224
2.28706e-008,1.2226
2.29166e-008,1.2229
2.29625e-008,1.2230
2.30084e-008,1.2230
2.30543e-008,1.2229
2.31003e-008,1.2228
2.31462e-008,1.2227
2.31921e-008,1.2228
2.32380e-008,1.2229
2.32840e-008,1.2230
2.33299e-008,1.2229
2.33758e-008,1.2229
2.34217e-008,1.2228
2.34677e-008,1.2229
2.35136e-008,1.2230
2.35595e-008,1.2231
2.36055e-008,1.2232
2.36514e-008,1.2231
2.36973e-008,1.2230
2.37432e-008,1.2229
2.37892e-008,1.2229
2.38351e-008,1.2230
2.38810e-008,1.2231
2.39269e-008,1.2233
2.39729e-008,1.2233
2.40188e-008,1.2232
2.40647e-008,1.2231
2.41106e-008,1.2230
2.41566e-008,1.2230
2.42025e-008,1.2231
2.42484e-008,1.2232
2.42943e-008,1.2233
2.43403e-008,1.2233
2.43862e-008,1.2233
2.44321e-008,1.2232
2.44780e-008,1.2232
