.HEADER
..NAMES
Time,V U2.D3
.DATA
4.41220e-008,-0.3386
4.41644e-008,-0.3428
4.42068e-008,-0.3115
4.42493e-008,-0.2315
4.42917e-008,-0.1083
4.43341e-008,0.1174
4.43765e-008,0.3155
4.44190e-008,0.5908
4.44614e-008,0.8490
4.45038e-008,1.0753
4.45463e-008,1.2516
4.45887e-008,1.3849
4.46311e-008,1.4724
4.46735e-008,1.5316
4.47160e-008,1.5746
4.47584e-008,1.6000
4.48008e-008,1.6183
4.48432e-008,1.6333
4.48856e-008,1.6449
4.49281e-008,1.6566
4.49705e-008,1.6630
4.50129e-008,1.6750
4.50554e-008,1.6825
4.50978e-008,1.6806
4.51402e-008,1.6680
4.51826e-008,1.6243
4.52251e-008,1.5854
4.52675e-008,1.5452
4.53099e-008,1.4987
4.53523e-008,1.4644
4.53947e-008,1.4460
4.54372e-008,1.4398
4.54796e-008,1.4420
4.55220e-008,1.4493
4.55645e-008,1.4515
4.56069e-008,1.4524
4.56493e-008,1.4520
4.56917e-008,1.4505
4.57342e-008,1.4482
4.57766e-008,1.4436
4.58190e-008,1.4401
4.58614e-008,1.4367
4.59038e-008,1.4324
4.59463e-008,1.4293
4.59887e-008,1.4270
4.60311e-008,1.4364
4.60735e-008,1.4530
4.61160e-008,1.4695
4.61584e-008,1.4881
4.62008e-008,1.5058
4.62433e-008,1.5178
4.62857e-008,1.5233
4.63281e-008,1.5239
4.63705e-008,1.5192
4.64129e-008,1.5144
4.64554e-008,1.5119
4.64978e-008,1.5112
4.65402e-008,1.5117
4.65826e-008,1.5124
4.66251e-008,1.5141
4.66675e-008,1.5164
4.67099e-008,1.5184
4.67524e-008,1.5201
4.67948e-008,1.5214
4.68372e-008,1.5238
4.68796e-008,1.5241
4.69221e-008,1.5198
4.69645e-008,1.5132
4.70069e-008,1.5057
4.70493e-008,1.4977
4.70917e-008,1.4911
4.71342e-008,1.4873
4.71766e-008,1.4857
4.72190e-008,1.4869
4.72615e-008,1.4900
4.73039e-008,1.4929
4.73463e-008,1.4944
4.73887e-008,1.4945
4.74312e-008,1.4942
4.74736e-008,1.4937
4.75160e-008,1.4927
4.75584e-008,1.4914
4.76008e-008,1.4903
4.76433e-008,1.4898
4.76857e-008,1.4890
4.77281e-008,1.4879
4.77705e-008,1.4881
4.78130e-008,1.4899
4.78554e-008,1.4927
4.78978e-008,1.4962
4.79403e-008,1.4996
4.79827e-008,1.5030
4.80251e-008,1.5190
4.80675e-008,1.4688
4.81099e-008,1.3577
4.81524e-008,1.2392
4.81948e-008,1.0270
4.82372e-008,0.7740
4.82796e-008,0.5191
4.83221e-008,0.2800
4.83645e-008,0.0669
4.84069e-008,-0.0858
4.84494e-008,-0.1904
4.84918e-008,-0.2551
4.85342e-008,-0.2905
4.85766e-008,-0.3075
4.86191e-008,-0.3142
4.86615e-008,-0.3170
4.87039e-008,-0.3228
4.87463e-008,-0.3267
4.87887e-008,-0.3302
4.88312e-008,-0.3317
4.88736e-008,-0.3470
4.89160e-008,-0.3546
4.89585e-008,-0.3188
4.90009e-008,-0.1364
4.90433e-008,0.0977
4.90857e-008,0.3731
4.91282e-008,0.7432
4.91706e-008,1.0871
4.92130e-008,1.3937
4.92554e-008,1.6090
4.92978e-008,1.7362
4.93403e-008,1.7794
4.93827e-008,1.7835
4.94251e-008,1.7640
4.94676e-008,1.7385
4.95100e-008,1.7132
4.95524e-008,1.6916
4.95948e-008,1.6822
4.96373e-008,1.6819
4.96797e-008,1.6791
4.97221e-008,1.6817
4.97645e-008,1.6933
4.98069e-008,1.7159
4.98494e-008,1.6977
4.98918e-008,1.5936
4.99342e-008,1.3320
4.99766e-008,1.0389
5.00191e-008,0.7453
5.00615e-008,0.3701
5.01039e-008,0.0577
5.01464e-008,-0.1582
5.01888e-008,-0.2690
5.02312e-008,-0.3100
5.02736e-008,-0.2984
5.03160e-008,-0.2807
5.03585e-008,-0.2638
5.04009e-008,-0.2505
5.04433e-008,-0.2429
5.04857e-008,-0.2467
5.05282e-008,-0.2606
5.05706e-008,-0.2766
5.06130e-008,-0.2856
5.06555e-008,-0.3015
5.06979e-008,-0.3222
5.07403e-008,-0.3342
5.07827e-008,-0.2864
5.08252e-008,-0.1970
5.08676e-008,-0.0246
5.09100e-008,0.2063
5.09524e-008,0.4179
5.09948e-008,0.6969
5.10373e-008,0.9226
5.10797e-008,1.1142
5.11221e-008,1.2466
5.11646e-008,1.3473
5.12070e-008,1.4174
5.12494e-008,1.4820
5.12918e-008,1.5348
5.13343e-008,1.5769
5.13767e-008,1.6151
5.14191e-008,1.6467
5.14615e-008,1.6687
5.15039e-008,1.6850
5.15464e-008,1.6956
5.15888e-008,1.7112
5.16312e-008,1.7129
5.16736e-008,1.7049
5.17161e-008,1.6727
5.17585e-008,1.5891
5.18009e-008,1.3851
5.18434e-008,1.1187
5.18858e-008,0.8849
5.19282e-008,0.5592
5.19706e-008,0.2596
5.20130e-008,0.0212
5.20555e-008,-0.1437
5.20979e-008,-0.2613
5.21403e-008,-0.3228
5.21827e-008,-0.3521
5.22252e-008,-0.3609
5.22676e-008,-0.3599
5.23100e-008,-0.3527
5.23525e-008,-0.3419
5.23949e-008,-0.3319
5.24373e-008,-0.3299
5.24797e-008,-0.3237
5.25222e-008,-0.3170
5.25646e-008,-0.3130
5.26070e-008,-0.3150
5.26494e-008,-0.2839
5.26918e-008,-0.2141
5.27343e-008,-0.0875
5.27767e-008,0.1364
5.28191e-008,0.3381
5.28616e-008,0.6255
5.29040e-008,0.8861
5.29464e-008,1.1209
5.29888e-008,1.2987
5.30313e-008,1.4280
5.30737e-008,1.5035
5.31161e-008,1.5509
5.31585e-008,1.5813
5.32009e-008,1.5965
5.32434e-008,1.6071
5.32858e-008,1.6178
5.33282e-008,1.6287
5.33707e-008,1.6414
5.34131e-008,1.6496
5.34555e-008,1.6651
5.34979e-008,1.6757
5.35404e-008,1.6813
5.35828e-008,1.6735
5.36252e-008,1.6322
5.36676e-008,1.5943
5.37100e-008,1.5492
5.37525e-008,1.4986
5.37949e-008,1.4589
5.38373e-008,1.4357
5.38797e-008,1.4263
5.39222e-008,1.4300
5.39646e-008,1.4409
5.40070e-008,1.4478
5.40495e-008,1.4533
5.40919e-008,1.4565
5.41343e-008,1.4575
5.41767e-008,1.4561
5.42192e-008,1.4512
5.42616e-008,1.4466
5.43040e-008,1.4415
5.43464e-008,1.4362
5.43888e-008,1.4309
5.44313e-008,1.4259
5.44737e-008,1.4333
5.45161e-008,1.4485
5.45586e-008,1.4656
5.46010e-008,1.4862
5.46434e-008,1.5063
5.46858e-008,1.5206
5.47283e-008,1.5285
5.47707e-008,1.5299
5.48131e-008,1.5244
5.48555e-008,1.5178
5.48979e-008,1.5129
5.49404e-008,1.5102
5.49828e-008,1.5092
5.50252e-008,1.5090
5.50677e-008,1.5106
5.51101e-008,1.5133
5.51525e-008,1.5161
5.51949e-008,1.5185
5.52374e-008,1.5205
5.52798e-008,1.5238
5.53222e-008,1.5251
5.53646e-008,1.5217
5.54070e-008,1.5155
5.54495e-008,1.5075
5.54919e-008,1.5014
5.55343e-008,1.5088
5.55767e-008,1.4360
5.56192e-008,1.3315
5.56616e-008,1.2033
5.57040e-008,0.9873
5.57465e-008,0.7380
5.57889e-008,0.4893
5.58313e-008,0.2522
5.58737e-008,0.0467
5.59161e-008,-0.0985
5.59586e-008,-0.1988
5.60010e-008,-0.2603
5.60434e-008,-0.2936
5.60858e-008,-0.3092
5.61283e-008,-0.3151
5.61707e-008,-0.3184
5.62131e-008,-0.3221
5.62556e-008,-0.3228
5.62980e-008,-0.3215
5.63404e-008,-0.3210
5.63828e-008,-0.3368
5.64253e-008,-0.3399
5.64677e-008,-0.3202
5.65101e-008,-0.3006
5.65525e-008,-0.2625
5.65949e-008,-0.2036
5.66374e-008,-0.1378
5.66798e-008,-0.0710
5.67222e-008,-0.0047
5.67647e-008,0.0465
5.68071e-008,0.0815
5.68495e-008,0.1046
5.68919e-008,0.1181
5.69344e-008,0.1253
5.69768e-008,0.1270
5.70192e-008,0.1262
5.70616e-008,0.1270
5.71040e-008,0.1290
5.71465e-008,0.1300
5.71889e-008,0.1284
5.72313e-008,0.1324
5.72738e-008,0.1401
5.73162e-008,0.1406
5.73586e-008,0.1376
5.74010e-008,0.1306
5.74435e-008,0.1132
5.74859e-008,0.0880
5.75283e-008,0.0599
5.75707e-008,0.0289
5.76131e-008,-0.0003
5.76556e-008,-0.0224
5.76980e-008,-0.0371
5.77404e-008,-0.0457
5.77828e-008,-0.0504
5.78253e-008,-0.0522
5.78677e-008,-0.0515
5.79101e-008,-0.0505
5.79526e-008,-0.0509
5.79950e-008,-0.0523
5.80374e-008,-0.0524
5.80798e-008,-0.0527
5.81223e-008,-0.0559
5.81647e-008,-0.0589
5.82071e-008,-0.0600
5.82495e-008,-0.0601
5.82919e-008,-0.0569
5.83344e-008,-0.0482
5.83768e-008,-0.0148
5.84192e-008,0.0654
5.84617e-008,0.1929
5.85041e-008,0.3766
5.85465e-008,0.5801
5.85889e-008,0.8158
5.86314e-008,1.0446
5.86738e-008,1.2475
5.87162e-008,1.4063
5.87586e-008,1.5229
5.88010e-008,1.6013
5.88435e-008,1.6527
5.88859e-008,1.6861
5.89283e-008,1.7045
5.89708e-008,1.7162
5.90132e-008,1.7248
5.90556e-008,1.7314
5.90980e-008,1.7377
5.91405e-008,1.7412
5.91829e-008,1.7463
5.92253e-008,1.7498
5.92677e-008,1.7450
5.93101e-008,1.7261
5.93526e-008,1.6891
5.93950e-008,1.6457
5.94374e-008,1.5955
5.94798e-008,1.5432
5.95223e-008,1.4960
5.95647e-008,1.4609
5.96071e-008,1.4384
5.96496e-008,1.4270
5.96920e-008,1.4225
5.97344e-008,1.4200
5.97768e-008,1.4190
5.98192e-008,1.4188
5.98617e-008,1.4186
5.99041e-008,1.4176
5.99465e-008,1.4150
5.99889e-008,1.4126
6.00314e-008,1.4104
6.00738e-008,1.4077
6.01162e-008,1.4052
6.01586e-008,1.4063
6.02011e-008,1.4340
6.02435e-008,1.4552
6.02859e-008,1.3823
6.03283e-008,1.3121
6.03708e-008,1.1626
6.04132e-008,0.9364
6.04556e-008,0.6808
6.04981e-008,0.4248
6.05405e-008,0.1784
6.05829e-008,-0.0158
6.06253e-008,-0.1502
6.06678e-008,-0.2374
6.07102e-008,-0.2862
6.07526e-008,-0.3104
6.07950e-008,-0.3206
6.08375e-008,-0.3215
6.08799e-008,-0.3244
6.09223e-008,-0.3272
6.09647e-008,-0.3301
6.10071e-008,-0.3286
6.10496e-008,-0.3387
6.10920e-008,-0.3637
6.11344e-008,-0.3582
6.11768e-008,-0.2319
6.12193e-008,0.0031
6.12617e-008,0.2469
6.13041e-008,0.6129
6.13465e-008,0.9754
6.13890e-008,1.3166
6.14314e-008,1.5727
6.14738e-008,1.7354
6.15163e-008,1.8004
6.15587e-008,1.8094
6.16011e-008,1.7897
6.16435e-008,1.7598
6.16860e-008,1.7292
6.17284e-008,1.7009
6.17708e-008,1.6832
6.18132e-008,1.6806
6.18557e-008,1.6767
6.18981e-008,1.6755
6.19405e-008,1.6839
6.19829e-008,1.7111
6.20254e-008,1.7148
6.20678e-008,1.6663
6.21102e-008,1.6119
6.21526e-008,1.5400
6.21950e-008,1.4546
6.22375e-008,1.3737
6.22799e-008,1.3157
6.23223e-008,1.2880
6.23647e-008,1.2933
6.24072e-008,1.3207
6.24496e-008,1.3534
6.24920e-008,1.3831
6.25344e-008,1.4048
6.25769e-008,1.4230
6.26193e-008,1.4372
6.26617e-008,1.4406
6.27042e-008,1.4377
6.27466e-008,1.4360
6.27890e-008,1.4363
6.28314e-008,1.4274
6.28739e-008,1.4126
6.29163e-008,1.4145
6.29587e-008,1.4309
6.30011e-008,1.4556
6.30436e-008,1.4888
6.30860e-008,1.5251
6.31284e-008,1.5562
6.31708e-008,1.5775
6.32132e-008,1.5853
6.32557e-008,1.5776
6.32981e-008,1.5609
6.33405e-008,1.5426
6.33829e-008,1.5295
6.34254e-008,1.5215
6.34678e-008,1.5148
6.35102e-008,1.5112
6.35526e-008,1.5129
6.35951e-008,1.5169
6.36375e-008,1.5184
6.36799e-008,1.5196
6.37224e-008,1.5256
6.37648e-008,1.5310
6.38072e-008,1.5304
6.38496e-008,1.5241
6.38921e-008,1.5126
6.39345e-008,1.5019
6.39769e-008,1.5002
6.40193e-008,1.4158
6.40618e-008,1.3152
6.41042e-008,1.1821
6.41466e-008,0.9696
6.41890e-008,0.7307
6.42315e-008,0.4926
6.42739e-008,0.2599
6.43163e-008,0.0588
6.43587e-008,-0.0850
6.44011e-008,-0.1865
6.44436e-008,-0.2513
6.44860e-008,-0.2882
6.45284e-008,-0.3060
6.45708e-008,-0.3133
6.46133e-008,-0.3189
6.46557e-008,-0.3240
6.46981e-008,-0.3255
6.47405e-008,-0.3231
6.47830e-008,-0.3214
6.48254e-008,-0.3342
6.48678e-008,-0.3318
6.49103e-008,-0.2644
6.49527e-008,-0.0482
6.49951e-008,0.1712
6.50375e-008,0.4870
6.50800e-008,0.8445
6.51224e-008,1.1829
6.51648e-008,1.4658
6.52072e-008,1.6607
6.52497e-008,1.7638
6.52921e-008,1.7959
6.53345e-008,1.7941
6.53769e-008,1.7717
6.54193e-008,1.7449
6.54618e-008,1.7179
6.55042e-008,1.6965
6.55466e-008,1.6888
6.55890e-008,1.6846
6.56315e-008,1.6802
6.56739e-008,1.6817
6.57163e-008,1.6984
6.57587e-008,1.7151
6.58012e-008,1.6775
6.58436e-008,1.5314
6.58860e-008,1.2349
6.59284e-008,0.9627
6.59709e-008,0.6301
6.60133e-008,0.2628
6.60557e-008,-0.0267
6.60982e-008,-0.2090
6.61406e-008,-0.2971
6.61830e-008,-0.3172
6.62254e-008,-0.2979
6.62679e-008,-0.2777
6.63103e-008,-0.2586
6.63527e-008,-0.2437
6.63951e-008,-0.2375
6.64376e-008,-0.2435
6.64800e-008,-0.2595
6.65224e-008,-0.2725
6.65648e-008,-0.2839
6.66072e-008,-0.3032
6.66497e-008,-0.3269
6.66921e-008,-0.3271
6.67345e-008,-0.2603
6.67769e-008,-0.1573
6.68194e-008,0.0589
6.68618e-008,0.2730
6.69042e-008,0.5173
6.69466e-008,0.7878
6.69891e-008,1.0029
6.70315e-008,1.1737
6.70739e-008,1.2914
6.71164e-008,1.3768
6.71588e-008,1.4395
6.72012e-008,1.4995
6.72436e-008,1.5462
6.72861e-008,1.5867
6.73285e-008,1.6244
6.73709e-008,1.6534
6.74133e-008,1.6752
6.74558e-008,1.6895
6.74982e-008,1.7029
6.75406e-008,1.7169
6.75830e-008,1.7151
6.76255e-008,1.7025
6.76679e-008,1.6547
6.77103e-008,1.5397
6.77527e-008,1.2903
6.77951e-008,1.0432
6.78376e-008,0.7805
6.78800e-008,0.4499
6.79224e-008,0.1709
6.79648e-008,-0.0399
6.80073e-008,-0.1853
6.80497e-008,-0.2845
6.80921e-008,-0.3311
6.81345e-008,-0.3546
6.81770e-008,-0.3599
6.82194e-008,-0.3578
6.82618e-008,-0.3499
6.83043e-008,-0.3390
6.83467e-008,-0.3319
6.83891e-008,-0.3297
6.84315e-008,-0.3222
6.84740e-008,-0.3159
6.85164e-008,-0.3139
6.85588e-008,-0.3102
6.86012e-008,-0.2603
6.86437e-008,-0.1829
6.86861e-008,-0.0086
6.87285e-008,0.2045
6.87709e-008,0.4306
6.88133e-008,0.7224
6.88558e-008,0.9689
6.88982e-008,1.1882
6.89406e-008,1.3475
6.89830e-008,1.4592
6.90255e-008,1.5216
6.90679e-008,1.5648
6.91103e-008,1.5891
6.91527e-008,1.6020
6.91952e-008,1.6122
6.92376e-008,1.6223
6.92800e-008,1.6339
6.93225e-008,1.6447
6.93649e-008,1.6538
6.94073e-008,1.6698
6.94497e-008,1.6769
6.94922e-008,1.6814
6.95346e-008,1.6600
6.95770e-008,1.5788
6.96194e-008,1.3574
6.96619e-008,1.0929
6.97043e-008,0.8399
6.97467e-008,0.4960
6.97891e-008,0.1908
6.98316e-008,-0.0451
6.98740e-008,-0.1977
6.99164e-008,-0.2934
6.99588e-008,-0.3288
7.00012e-008,-0.3407
7.00437e-008,-0.3387
7.00861e-008,-0.3322
7.01285e-008,-0.3248
7.01709e-008,-0.3188
7.02134e-008,-0.3178
7.02558e-008,-0.3239
7.02982e-008,-0.3240
7.03406e-008,-0.3245
7.03831e-008,-0.3287
7.04255e-008,-0.3356
7.04679e-008,-0.2980
7.05104e-008,-0.2205
7.05528e-008,-0.0640
7.05952e-008,0.1651
7.06376e-008,0.3817
7.06801e-008,0.6778
7.07225e-008,0.9299
7.07649e-008,1.1521
7.08073e-008,1.3110
7.08498e-008,1.4233
7.08922e-008,1.4878
7.09346e-008,1.5341
7.09770e-008,1.5668
7.10194e-008,1.5884
7.10619e-008,1.6069
7.11043e-008,1.6243
7.11467e-008,1.6402
7.11891e-008,1.6542
7.12316e-008,1.6626
7.12740e-008,1.6782
7.13164e-008,1.6860
7.13588e-008,1.6881
7.14013e-008,1.6686
7.14437e-008,1.5974
7.14861e-008,1.4009
7.15286e-008,1.1261
7.15710e-008,0.8871
7.16134e-008,0.5551
7.16558e-008,0.2437
7.16983e-008,-0.0019
7.17407e-008,-0.1643
7.17831e-008,-0.2710
7.18255e-008,-0.3198
7.18680e-008,-0.3391
7.19104e-008,-0.3435
7.19528e-008,-0.3405
7.19952e-008,-0.3345
7.20377e-008,-0.3277
7.20801e-008,-0.3232
7.21225e-008,-0.3263
7.21649e-008,-0.3252
7.22073e-008,-0.3234
7.22498e-008,-0.3243
7.22922e-008,-0.3310
7.23346e-008,-0.3034
7.23770e-008,-0.2310
7.24195e-008,-0.1727
7.24619e-008,-0.1063
7.25043e-008,-0.0202
7.25467e-008,0.0547
7.25892e-008,0.1029
7.26316e-008,0.1322
7.26740e-008,0.1450
7.27165e-008,0.1451
7.27589e-008,0.1430
7.28013e-008,0.1398
7.28437e-008,0.1370
7.28862e-008,0.1324
7.29286e-008,0.1282
7.29710e-008,0.1298
7.30134e-008,0.1335
7.30559e-008,0.1338
7.30983e-008,0.1325
7.31407e-008,0.1385
7.31831e-008,0.1445
7.32256e-008,0.1289
7.32680e-008,0.1030
7.33104e-008,0.0772
7.33528e-008,0.0437
7.33952e-008,0.0059
7.34377e-008,-0.0251
7.34801e-008,-0.0471
7.35225e-008,-0.0603
7.35649e-008,-0.0633
7.36074e-008,-0.0610
7.36498e-008,-0.0579
7.36922e-008,-0.0562
7.37346e-008,-0.0549
7.37771e-008,-0.0520
7.38195e-008,-0.0507
7.38619e-008,-0.0530
7.39044e-008,-0.0557
7.39468e-008,-0.0555
7.39892e-008,-0.0560
7.40316e-008,-0.0609
7.40741e-008,-0.0625
7.41165e-008,-0.0560
7.41589e-008,-0.0462
7.42013e-008,-0.0337
7.42438e-008,-0.0176
7.42862e-008,-0.0026
7.43286e-008,0.0335
7.43710e-008,0.1138
7.44134e-008,0.2464
7.44559e-008,0.4118
7.44983e-008,0.6132
7.45407e-008,0.8444
7.45831e-008,1.0698
7.46256e-008,1.2676
7.46680e-008,1.4207
7.47104e-008,1.5340
7.47528e-008,1.6108
7.47953e-008,1.6608
7.48377e-008,1.6908
7.48801e-008,1.7091
7.49226e-008,1.7207
7.49650e-008,1.7271
7.50074e-008,1.7306
7.50498e-008,1.7324
7.50923e-008,1.7316
7.51347e-008,1.7345
7.51771e-008,1.7410
7.52195e-008,1.7398
7.52620e-008,1.7213
7.53044e-008,1.6895
7.53468e-008,1.6510
7.53892e-008,1.6016
7.54317e-008,1.5479
7.54741e-008,1.4987
7.55165e-008,1.4621
7.55589e-008,1.4387
7.56013e-008,1.4267
7.56438e-008,1.4210
7.56862e-008,1.4185
7.57286e-008,1.4176
7.57710e-008,1.4173
7.58135e-008,1.4174
7.58559e-008,1.4169
7.58983e-008,1.4153
7.59407e-008,1.4150
7.59832e-008,1.4152
7.60256e-008,1.4128
7.60680e-008,1.4085
7.61105e-008,1.4104
7.61529e-008,1.4475
7.61953e-008,1.4333
7.62377e-008,1.3555
7.62802e-008,1.2744
7.63226e-008,1.0968
7.63650e-008,0.8618
7.64074e-008,0.6078
7.64499e-008,0.3542
7.64923e-008,0.1189
7.65347e-008,-0.0559
7.65771e-008,-0.1772
7.66195e-008,-0.2527
7.66620e-008,-0.2940
7.67044e-008,-0.3144
7.67468e-008,-0.3217
7.67892e-008,-0.3227
7.68317e-008,-0.3270
7.68741e-008,-0.3304
7.69165e-008,-0.3317
7.69589e-008,-0.3291
7.70014e-008,-0.3455
7.70438e-008,-0.3642
7.70862e-008,-0.3358
7.71287e-008,-0.1533
7.71711e-008,0.0735
7.72135e-008,0.3564
7.72559e-008,0.7317
7.72984e-008,1.0889
7.73408e-008,1.4090
7.73832e-008,1.6360
7.74256e-008,1.7677
7.74681e-008,1.8097
7.75105e-008,1.8087
7.75529e-008,1.7836
7.75953e-008,1.7532
7.76378e-008,1.7222
7.76802e-008,1.6953
7.77226e-008,1.6831
7.77650e-008,1.6810
7.78074e-008,1.6761
7.78499e-008,1.6761
7.78923e-008,1.6901
7.79347e-008,1.7171
7.79771e-008,1.7014
7.80196e-008,1.6480
7.80620e-008,1.5919
7.81044e-008,1.5135
7.81468e-008,1.4287
7.81893e-008,1.3531
7.82317e-008,1.3045
7.82741e-008,1.2862
7.83166e-008,1.3002
7.83590e-008,1.3299
7.84014e-008,1.3624
7.84438e-008,1.3893
7.84863e-008,1.4095
7.85287e-008,1.4274
7.85711e-008,1.4388
7.86135e-008,1.4393
7.86560e-008,1.4365
7.86984e-008,1.4361
7.87408e-008,1.4353
7.87832e-008,1.4226
7.88257e-008,1.4116
7.88681e-008,1.4194
7.89105e-008,1.4383
7.89529e-008,1.4810
7.89953e-008,1.4924
7.90378e-008,1.4020
7.90802e-008,1.3059
7.91226e-008,1.1068
7.91650e-008,0.8366
7.92075e-008,0.5437
7.92499e-008,0.2692
7.92923e-008,0.0264
7.93347e-008,-0.1419
7.93772e-008,-0.2465
7.94196e-008,-0.3052
7.94620e-008,-0.3287
7.95045e-008,-0.3325
7.95469e-008,-0.3293
7.95893e-008,-0.3263
7.96317e-008,-0.3266
7.96742e-008,-0.3232
7.97166e-008,-0.3243
7.97590e-008,-0.3280
7.98014e-008,-0.3489
7.98439e-008,-0.3773
7.98863e-008,-0.3705
7.99287e-008,-0.3441
7.99711e-008,-0.3025
8.00135e-008,-0.2382
8.00560e-008,-0.1567
8.00984e-008,-0.0716
8.01408e-008,0.0111
8.01832e-008,0.0751
8.02257e-008,0.1114
8.02681e-008,0.1313
8.03105e-008,0.1394
8.03529e-008,0.1400
8.03954e-008,0.1359
8.04378e-008,0.1307
8.04802e-008,0.1284
8.05227e-008,0.1284
8.05651e-008,0.1297
8.06075e-008,0.1294
8.06499e-008,0.1318
8.06924e-008,0.1433
8.07348e-008,0.1527
8.07772e-008,0.1546
8.08196e-008,0.1480
8.08621e-008,0.1121
8.09045e-008,0.0971
8.09469e-008,0.1446
8.09893e-008,0.2431
8.10318e-008,0.3831
8.10742e-008,0.5948
8.11166e-008,0.8453
8.11590e-008,1.0920
8.12014e-008,1.3094
8.12439e-008,1.4744
8.12863e-008,1.5893
8.13287e-008,1.6612
8.13711e-008,1.7041
8.14136e-008,1.7259
8.14560e-008,1.7367
8.14984e-008,1.7414
8.15408e-008,1.7436
8.15833e-008,1.7447
8.16257e-008,1.7460
8.16681e-008,1.7466
8.17106e-008,1.7602
8.17530e-008,1.7853
8.17954e-008,1.7933
8.18378e-008,1.7767
8.18803e-008,1.7454
8.19227e-008,1.6973
8.19651e-008,1.6301
8.20075e-008,1.5574
8.20500e-008,1.4911
8.20924e-008,1.4425
8.21348e-008,1.4148
8.21772e-008,1.4040
8.22196e-008,1.4021
8.22621e-008,1.4036
8.23045e-008,1.4064
8.23469e-008,1.4100
8.23893e-008,1.4129
8.24318e-008,1.4134
8.24742e-008,1.4116
8.25166e-008,1.4118
8.25590e-008,1.4111
8.26015e-008,1.4024
8.26439e-008,1.3908
8.26863e-008,1.3869
8.27288e-008,1.3921
8.27712e-008,1.4052
8.28136e-008,1.4273
8.28560e-008,1.4558
8.28985e-008,1.4858
8.29409e-008,1.5122
8.29833e-008,1.5303
8.30257e-008,1.5381
8.30682e-008,1.5381
8.31106e-008,1.5346
8.31530e-008,1.5310
8.31954e-008,1.5281
8.32379e-008,1.5254
8.32803e-008,1.5238
8.33227e-008,1.5246
8.33651e-008,1.5260
8.34075e-008,1.5261
8.34500e-008,1.5274
8.34924e-008,1.5320
8.35348e-008,1.5371
8.35772e-008,1.5391
8.36197e-008,1.5374
8.36621e-008,1.5313
8.37045e-008,1.5213
8.37469e-008,1.5093
8.37894e-008,1.4971
8.38318e-008,1.4868
8.38742e-008,1.4805
8.39167e-008,1.4791
8.39591e-008,1.4812
8.40015e-008,1.4844
8.40439e-008,1.4869
8.40864e-008,1.4887
8.41288e-008,1.4901
8.41712e-008,1.4905
8.42136e-008,1.4897
8.42561e-008,1.4888
8.42985e-008,1.4885
8.43409e-008,1.4875
8.43833e-008,1.4853
8.44257e-008,1.4832
8.44682e-008,1.4820
8.45106e-008,1.4827
8.45530e-008,1.4856
8.45954e-008,1.4902
8.46379e-008,1.4954
8.46803e-008,1.5004
8.47227e-008,1.5044
8.47651e-008,1.5065
8.48076e-008,1.5064
8.48500e-008,1.5046
8.48924e-008,1.5027
8.49349e-008,1.5013
8.49773e-008,1.5004
8.50197e-008,1.4998
8.50621e-008,1.4999
8.51046e-008,1.5005
8.51470e-008,1.5010
8.51894e-008,1.5013
8.52318e-008,1.5019
8.52743e-008,1.5028
8.53167e-008,1.5037
8.53591e-008,1.5043
8.54015e-008,1.5039
8.54440e-008,1.5025
8.54864e-008,1.5018
8.55288e-008,1.5145
8.55712e-008,1.4552
8.56136e-008,1.3463
8.56561e-008,1.2248
8.56985e-008,1.0109
8.57409e-008,0.7596
8.57833e-008,0.5074
8.58258e-008,0.2695
8.58682e-008,0.0594
8.59106e-008,-0.0903
8.59530e-008,-0.1934
8.59955e-008,-0.2568
8.60379e-008,-0.2913
8.60803e-008,-0.3078
8.61228e-008,-0.3143
8.61652e-008,-0.3171
8.62076e-008,-0.3219
8.62500e-008,-0.3247
8.62925e-008,-0.3263
8.63349e-008,-0.3270
8.63773e-008,-0.3425
8.64197e-008,-0.3484
8.64622e-008,-0.3069
8.65046e-008,-0.1132
8.65470e-008,0.1160
8.65894e-008,0.4022
8.66319e-008,0.7711
8.66743e-008,1.1140
8.67167e-008,1.4147
8.67591e-008,1.6242
8.68015e-008,1.7444
8.68440e-008,1.7836
8.68864e-008,1.7855
8.69288e-008,1.7647
8.69712e-008,1.7389
8.70137e-008,1.7133
8.70561e-008,1.6918
8.70985e-008,1.6831
8.71409e-008,1.6820
8.71834e-008,1.6789
8.72258e-008,1.6817
8.72682e-008,1.6951
8.73107e-008,1.7174
8.73531e-008,1.6957
8.73955e-008,1.6407
8.74379e-008,1.5851
8.74804e-008,1.5081
8.75228e-008,1.4272
8.75652e-008,1.3579
8.76076e-008,1.3157
8.76501e-008,1.3018
8.76925e-008,1.3171
8.77349e-008,1.3445
8.77773e-008,1.3733
8.78197e-008,1.3971
8.78622e-008,1.4147
8.79046e-008,1.4299
8.79470e-008,1.4387
8.79894e-008,1.4381
8.80319e-008,1.4354
8.80743e-008,1.4345
8.81167e-008,1.4328
8.81591e-008,1.4204
8.82016e-008,1.4120
8.82440e-008,1.4222
8.82864e-008,1.4421
8.83289e-008,1.4845
8.83713e-008,1.4916
8.84137e-008,1.3988
8.84561e-008,1.3004
8.84986e-008,1.0982
8.85410e-008,0.8273
8.85834e-008,0.5364
8.86258e-008,0.2655
8.86683e-008,0.0265
8.87107e-008,-0.1390
8.87531e-008,-0.2427
8.87955e-008,-0.3011
