.HEADER
..NAMES
Time,V U2.K3
.DATA
2.25492e-008,1.2237
2.25951e-008,1.2229
2.26410e-008,1.2228
2.26869e-008,1.2235
2.27329e-008,1.2244
2.27788e-008,1.2249
2.28247e-008,1.2249
2.28706e-008,1.2243
2.29166e-008,1.2237
2.29625e-008,1.2235
2.30084e-008,1.2237
2.30543e-008,1.2242
2.31003e-008,1.2245
2.31462e-008,1.2245
2.31921e-008,1.2242
2.32380e-008,1.2239
2.32840e-008,1.2238
2.33299e-008,1.2239
2.33758e-008,1.2243
2.34217e-008,1.2246
2.34677e-008,1.2247
2.35136e-008,1.2244
2.35595e-008,1.2240
2.36055e-008,1.2237
2.36514e-008,1.2237
2.36973e-008,1.2241
2.37432e-008,1.2245
2.37892e-008,1.2248
2.38351e-008,1.2247
2.38810e-008,1.2244
2.39269e-008,1.2240
2.39729e-008,1.2238
2.40188e-008,1.2240
2.40647e-008,1.2243
2.41106e-008,1.2246
2.41566e-008,1.2247
2.42025e-008,1.2246
2.42484e-008,1.2243
2.42943e-008,1.2241
2.43403e-008,1.2241
2.43862e-008,1.2242
2.44321e-008,1.2244
2.44780e-008,1.2246
2.45239e-008,1.2246
2.45699e-008,1.2245
2.46158e-008,1.2243
2.46617e-008,1.2242
2.47076e-008,1.2243
2.47536e-008,1.2244
2.47995e-008,1.2246
2.48454e-008,1.2246
2.48913e-008,1.2245
2.49373e-008,1.2243
2.49832e-008,1.2242
2.50291e-008,1.2243
2.50750e-008,1.2244
2.51210e-008,1.2246
2.51669e-008,1.2238
2.52128e-008,1.2038
2.52587e-008,1.1298
2.53047e-008,1.0251
2.53506e-008,0.8867
2.53965e-008,0.7183
2.54424e-008,0.5644
2.54884e-008,0.4412
2.55343e-008,0.3631
2.55802e-008,0.3288
2.56262e-008,0.3218
2.56721e-008,0.3372
2.57180e-008,0.3474
2.57639e-008,0.3399
2.58099e-008,0.3211
2.58558e-008,0.2976
2.59017e-008,0.2794
2.59476e-008,0.2698
2.59936e-008,0.2670
2.60395e-008,0.2699
2.60854e-008,0.2747
2.61313e-008,0.2773
2.61773e-008,0.2785
2.62232e-008,0.2762
2.62691e-008,0.2697
2.63150e-008,0.2589
2.63610e-008,0.2472
2.64069e-008,0.2386
2.64528e-008,0.2345
2.64987e-008,0.2355
2.65446e-008,0.2410
2.65906e-008,0.2496
2.66365e-008,0.2571
2.66824e-008,0.2604
2.67283e-008,0.2582
2.67743e-008,0.2521
2.68202e-008,0.2470
2.68661e-008,0.2450
2.69120e-008,0.2484
2.69580e-008,0.2567
2.70039e-008,0.2644
2.70498e-008,0.2686
2.70957e-008,0.2889
2.71417e-008,0.3664
2.71876e-008,0.4770
2.72335e-008,0.6360
2.72794e-008,0.8275
2.73254e-008,0.9883
2.73713e-008,1.1040
2.74172e-008,1.1608
2.74631e-008,1.1648
2.75091e-008,1.1488
2.75550e-008,1.1239
2.76009e-008,1.1182
2.76469e-008,1.1379
2.76928e-008,1.1664
2.77387e-008,1.1969
2.77846e-008,1.2159
2.78306e-008,1.2199
2.78765e-008,1.2153
2.79224e-008,1.2076
2.79683e-008,1.2033
2.80143e-008,1.2052
2.80602e-008,1.2071
2.81061e-008,1.2092
2.81520e-008,1.2123
2.81980e-008,1.2197
2.82439e-008,1.2314
2.82898e-008,1.2430
2.83357e-008,1.2496
2.83817e-008,1.2471
2.84276e-008,1.2362
2.84735e-008,1.2215
2.85194e-008,1.2110
2.85653e-008,1.2091
2.86113e-008,1.2158
2.86572e-008,1.2270
2.87031e-008,1.2348
2.87490e-008,1.2363
2.87950e-008,1.2293
2.88409e-008,1.2165
2.88868e-008,1.2065
2.89327e-008,1.2041
2.89787e-008,1.2108
2.90246e-008,1.2227
2.90705e-008,1.2328
2.91164e-008,1.2368
2.91624e-008,1.2335
2.92083e-008,1.2258
2.92542e-008,1.2192
2.93001e-008,1.2166
2.93461e-008,1.2179
2.93920e-008,1.2210
2.94379e-008,1.2231
2.94839e-008,1.2238
2.95298e-008,1.2235
2.95757e-008,1.2230
2.96216e-008,1.2235
2.96676e-008,1.2248
2.97135e-008,1.2257
2.97594e-008,1.2253
2.98053e-008,1.2232
2.98513e-008,1.2204
2.98972e-008,1.2185
2.99431e-008,1.2192
2.99890e-008,1.2225
3.00350e-008,1.2269
3.00809e-008,1.2297
3.01268e-008,1.2290
3.01727e-008,1.2252
3.02187e-008,1.2207
3.02646e-008,1.2182
3.03105e-008,1.2189
3.03564e-008,1.2221
3.04024e-008,1.2259
3.04483e-008,1.2280
3.04942e-008,1.2275
3.05401e-008,1.2251
3.05861e-008,1.2224
3.06320e-008,1.2209
3.06779e-008,1.2213
3.07238e-008,1.2229
3.07698e-008,1.2249
3.08157e-008,1.2259
3.08616e-008,1.2255
3.09075e-008,1.2242
3.09535e-008,1.2231
3.09994e-008,1.2229
3.10453e-008,1.2237
3.10912e-008,1.2248
3.11372e-008,1.2252
3.11831e-008,1.2246
3.12290e-008,1.2234
3.12749e-008,1.2226
3.13209e-008,1.2229
3.13668e-008,1.2241
3.14127e-008,1.2254
3.14586e-008,1.2259
3.15045e-008,1.2254
3.15505e-008,1.2241
3.15964e-008,1.2229
3.16423e-008,1.2225
3.16882e-008,1.2231
3.17342e-008,1.2243
3.17801e-008,1.2255
3.18260e-008,1.2259
3.18719e-008,1.2254
3.19179e-008,1.2243
3.19638e-008,1.2232
3.20097e-008,1.2229
3.20556e-008,1.2235
3.21016e-008,1.2245
3.21475e-008,1.2253
3.21934e-008,1.2254
3.22393e-008,1.2248
3.22853e-008,1.2240
3.23312e-008,1.2236
3.23771e-008,1.2238
3.24230e-008,1.2244
3.24690e-008,1.2249
3.25149e-008,1.2250
3.25608e-008,1.2247
3.26067e-008,1.2242
3.26527e-008,1.2238
3.26986e-008,1.2141
3.27445e-008,1.1581
3.27904e-008,1.0600
3.28364e-008,0.9353
3.28823e-008,0.7708
3.29282e-008,0.6086
3.29741e-008,0.4745
3.30201e-008,0.3806
3.30660e-008,0.3357
3.31119e-008,0.3212
3.31578e-008,0.3324
3.32038e-008,0.3470
3.32497e-008,0.3442
3.32956e-008,0.3274
