.HEADER
..NAMES
Time,V U3.R8
.DATA
4.73946e-008,0.2484
4.74405e-008,0.2484
4.74864e-008,0.2484
4.75324e-008,0.2484
4.75783e-008,0.2484
4.76242e-008,0.2484
4.76701e-008,0.2484
4.77161e-008,0.2484
4.77620e-008,0.2484
4.78079e-008,0.2484
4.78538e-008,0.2484
4.78998e-008,0.2484
4.79457e-008,0.2484
4.79916e-008,0.2484
4.80375e-008,0.2483
4.80835e-008,0.2483
4.81294e-008,0.2483
4.81753e-008,0.2483
4.82212e-008,0.2483
4.82672e-008,0.2483
4.83131e-008,0.2483
4.83590e-008,0.2483
4.84049e-008,0.2483
4.84509e-008,0.2483
4.84968e-008,0.2483
4.85427e-008,0.2483
4.85886e-008,0.2483
4.86346e-008,0.2483
4.86805e-008,0.2483
4.87264e-008,0.2483
4.87723e-008,0.2483
4.88183e-008,0.2483
4.88642e-008,0.2483
4.89101e-008,0.2483
4.89560e-008,0.2483
4.90020e-008,0.2483
4.90479e-008,0.2483
4.90938e-008,0.2483
