.HEADER
..NAMES
Time,V U3.C3
.DATA
4.53099e-008,0.8426
4.53523e-008,0.6651
4.53947e-008,0.5095
4.54372e-008,0.3980
4.54796e-008,0.3236
4.55220e-008,0.2731
4.55645e-008,0.2475
4.56069e-008,0.2322
4.56493e-008,0.2210
4.56917e-008,0.2217
4.57342e-008,0.2126
4.57766e-008,0.2104
4.58190e-008,0.2072
4.58614e-008,0.2050
4.59038e-008,0.2053
4.59463e-008,0.2145
4.59887e-008,0.2167
4.60311e-008,0.1994
4.60735e-008,0.1950
4.61160e-008,0.2021
4.61584e-008,0.2008
4.62008e-008,0.2073
4.62433e-008,0.2171
4.62857e-008,0.2229
4.63281e-008,0.2276
4.63705e-008,0.2298
4.64129e-008,0.2273
4.64554e-008,0.2279
4.64978e-008,0.2266
4.65402e-008,0.2237
4.65826e-008,0.2246
4.66251e-008,0.2238
4.66675e-008,0.2233
4.67099e-008,0.2254
4.67524e-008,0.2274
4.67948e-008,0.2235
4.68372e-008,0.2209
4.68796e-008,0.2237
4.69221e-008,0.2244
4.69645e-008,0.2237
4.70069e-008,0.2246
4.70493e-008,0.2245
4.70917e-008,0.2238
4.71342e-008,0.2236
4.71766e-008,0.2223
4.72190e-008,0.2221
4.72615e-008,0.2228
4.73039e-008,0.2221
4.73463e-008,0.2224
4.73887e-008,0.2230
4.74312e-008,0.2225
4.74736e-008,0.2227
4.75160e-008,0.2235
4.75584e-008,0.2227
4.76008e-008,0.2215
4.76433e-008,0.2223
4.76857e-008,0.2229
4.77281e-008,0.2225
4.77705e-008,0.2224
4.78130e-008,0.2225
4.78554e-008,0.2223
4.78978e-008,0.2223
4.79403e-008,0.2222
4.79827e-008,0.2220
4.80251e-008,0.2224
4.80675e-008,0.2223
4.81099e-008,0.2221
4.81524e-008,0.2223
4.81948e-008,0.2222
4.82372e-008,0.2220
4.82796e-008,0.2223
4.83221e-008,0.2222
4.83645e-008,0.2217
4.84069e-008,0.2218
4.84494e-008,0.2222
4.84918e-008,0.2221
4.85342e-008,0.2219
4.85766e-008,0.2219
4.86191e-008,0.2219
4.86615e-008,0.2219
4.87039e-008,0.2219
4.87463e-008,0.2218
4.87887e-008,0.2218
4.88312e-008,0.2219
4.88736e-008,0.2217
4.89160e-008,0.2218
4.89585e-008,0.2218
4.90009e-008,0.2217
4.90433e-008,0.2217
4.90857e-008,0.2218
4.91282e-008,0.2216
4.91706e-008,0.2216
4.92130e-008,0.2217
4.92554e-008,0.2217
4.92978e-008,0.2216
4.93403e-008,0.2216
4.93827e-008,0.2216
4.94251e-008,0.2216
4.94676e-008,0.2216
4.95100e-008,0.2215
4.95524e-008,0.2215
4.95948e-008,0.2216
4.96373e-008,0.2215
4.96797e-008,0.2215
4.97221e-008,0.2215
4.97645e-008,0.2215
4.98069e-008,0.2215
4.98494e-008,0.2215
4.98918e-008,0.2358
4.99342e-008,0.3464
4.99766e-008,0.4859
5.00191e-008,0.6507
5.00615e-008,0.8272
5.01039e-008,0.9586
5.01464e-008,1.0665
5.01888e-008,1.1395
5.02312e-008,1.1895
5.02736e-008,1.2161
5.03160e-008,1.2370
5.03585e-008,1.2438
5.04009e-008,1.2533
5.04433e-008,1.2596
5.04857e-008,1.2630
5.05282e-008,1.2680
5.05706e-008,1.2695
5.06130e-008,1.2678
5.06555e-008,1.2601
5.06979e-008,1.2647
5.07403e-008,1.2744
5.07827e-008,1.2751
5.08252e-008,1.2465
5.08676e-008,1.0772
5.09100e-008,0.8858
5.09524e-008,0.7295
5.09948e-008,0.5508
5.10373e-008,0.4223
5.10797e-008,0.3351
5.11221e-008,0.2797
5.11646e-008,0.2452
5.12070e-008,0.2347
5.12494e-008,0.2196
5.12918e-008,0.2184
5.13343e-008,0.2149
5.13767e-008,0.2074
5.14191e-008,0.2042
5.14615e-008,0.2008
5.15039e-008,0.2031
5.15464e-008,0.2080
5.15888e-008,0.2182
5.16312e-008,0.2075
5.16736e-008,0.1887
5.17161e-008,0.1942
5.17585e-008,0.1997
5.18009e-008,0.2023
5.18434e-008,0.2124
5.18858e-008,0.2206
5.19282e-008,0.2247
5.19706e-008,0.2291
5.20130e-008,0.2280
5.20555e-008,0.2253
5.20979e-008,0.2265
5.21403e-008,0.2232
5.21827e-008,0.2221
5.22252e-008,0.2224
5.22676e-008,0.2222
5.23100e-008,0.2233
5.23525e-008,0.2260
5.23949e-008,0.2251
5.24373e-008,0.2194
5.24797e-008,0.2201
5.25222e-008,0.2236
5.25646e-008,0.2234
5.26070e-008,0.2232
5.26494e-008,0.2237
5.26918e-008,0.2228
5.27343e-008,0.2226
5.27767e-008,0.2221
5.28191e-008,0.2207
5.28616e-008,0.2214
5.29040e-008,0.2217
5.29464e-008,0.2211
5.29888e-008,0.2218
5.30313e-008,0.2219
5.30737e-008,0.2217
5.31161e-008,0.2224
5.31585e-008,0.2225
5.32009e-008,0.2209
5.32434e-008,0.2206
5.32858e-008,0.2220
5.33282e-008,0.2222
5.33707e-008,0.2217
5.34131e-008,0.2216
5.34555e-008,0.2215
5.34979e-008,0.2215
5.35404e-008,0.2216
5.35828e-008,0.2213
5.36252e-008,0.2236
5.36676e-008,0.2915
5.37100e-008,0.4344
5.37525e-008,0.5769
5.37949e-008,0.7660
5.38373e-008,0.9087
5.38797e-008,1.0287
5.39222e-008,1.1143
5.39646e-008,1.1727
5.40070e-008,1.2070
5.40495e-008,1.2295
5.40919e-008,1.2430
5.41343e-008,1.2482
5.41767e-008,1.2587
5.42192e-008,1.2608
5.42616e-008,1.2667
5.43040e-008,1.2690
5.43464e-008,1.2695
5.43888e-008,1.2626
5.44313e-008,1.2610
5.44737e-008,1.2716
5.45161e-008,1.2756
5.45586e-008,1.2672
5.46010e-008,1.1610
5.46434e-008,0.9487
5.46858e-008,0.7973
5.47283e-008,0.6155
5.47707e-008,0.4675
5.48131e-008,0.3643
5.48555e-008,0.2991
5.48979e-008,0.2554
5.49404e-008,0.2377
5.49828e-008,0.2259
5.50252e-008,0.2164
5.50677e-008,0.2185
5.51101e-008,0.2089
5.51525e-008,0.2060
5.51949e-008,0.2012
5.52374e-008,0.2020
5.52798e-008,0.2050
5.53222e-008,0.2150
5.53646e-008,0.2149
5.54070e-008,0.1938
5.54495e-008,0.1898
5.54919e-008,0.1999
5.55343e-008,0.2583
5.55767e-008,0.4283
5.56192e-008,0.5817
5.56616e-008,0.7730
5.57040e-008,0.9230
5.57465e-008,1.0408
5.57889e-008,1.1219
5.58313e-008,1.1793
5.58737e-008,1.2120
5.59161e-008,1.2289
5.59586e-008,1.2451
5.60010e-008,1.2479
5.60434e-008,1.2603
5.60858e-008,1.2646
5.61283e-008,1.2714
5.61707e-008,1.2689
5.62131e-008,1.2672
5.62556e-008,1.2642
5.62980e-008,1.2608
5.63404e-008,1.2731
5.63828e-008,1.2806
5.64253e-008,1.2733
5.64677e-008,1.1941
5.65101e-008,0.9834
5.65525e-008,0.8235
5.65949e-008,0.6492
5.66374e-008,0.4921
5.66798e-008,0.3805
5.67222e-008,0.3103
5.67647e-008,0.2635
5.68071e-008,0.2403
5.68495e-008,0.2305
5.68919e-008,0.2180
5.69344e-008,0.2197
5.69768e-008,0.2096
5.70192e-008,0.2066
5.70616e-008,0.2026
5.71040e-008,0.2024
5.71465e-008,0.2054
5.71889e-008,0.2133
5.72313e-008,0.2169
5.72738e-008,0.1977
5.73162e-008,0.1885
5.73586e-008,0.1986
5.74010e-008,0.2363
5.74435e-008,0.3948
5.74859e-008,0.5505
5.75283e-008,0.7357
5.75707e-008,0.8976
5.76131e-008,1.0201
5.76556e-008,1.1091
5.76980e-008,1.1695
5.77404e-008,1.2080
5.77828e-008,1.2250
5.78253e-008,1.2440
5.78677e-008,1.2470
5.79101e-008,1.2588
5.79526e-008,1.2640
5.79950e-008,1.2705
5.80374e-008,1.2701
5.80798e-008,1.2673
5.81223e-008,1.2658
5.81647e-008,1.2607
5.82071e-008,1.2704
5.82495e-008,1.2805
5.82919e-008,1.2788
5.83344e-008,1.2782
5.83768e-008,1.2705
5.84192e-008,1.2614
5.84617e-008,1.2555
5.85041e-008,1.2521
5.85465e-008,1.2489
5.85889e-008,1.2506
5.86314e-008,1.2519
5.86738e-008,1.2526
5.87162e-008,1.2559
5.87586e-008,1.2561
5.88010e-008,1.2564
5.88435e-008,1.2555
5.88859e-008,1.2553
5.89283e-008,1.2542
5.89708e-008,1.2555
5.90132e-008,1.2585
5.90556e-008,1.2579
5.90980e-008,1.2567
5.91405e-008,1.2562
5.91829e-008,1.2554
5.92253e-008,1.2549
5.92677e-008,1.2260
5.93101e-008,1.0699
5.93526e-008,0.9070
5.93950e-008,0.7543
5.94374e-008,0.5762
5.94798e-008,0.4453
5.95223e-008,0.3549
5.95647e-008,0.2936
5.96071e-008,0.2553
5.96496e-008,0.2390
5.96920e-008,0.2228
5.97344e-008,0.2214
5.97768e-008,0.2169
5.98192e-008,0.2106
5.98617e-008,0.2083
5.99041e-008,0.2048
5.99465e-008,0.2037
5.99889e-008,0.2083
6.00314e-008,0.2181
6.00738e-008,0.2079
6.01162e-008,0.1934
6.01586e-008,0.1993
6.02011e-008,0.2154
6.02435e-008,0.3401
6.02859e-008,0.5056
6.03283e-008,0.6769
6.03708e-008,0.8583
6.04132e-008,0.9877
6.04556e-008,1.0890
6.04981e-008,1.1555
6.05405e-008,1.2023
6.05829e-008,1.2219
6.06253e-008,1.2410
6.06678e-008,1.2474
6.07102e-008,1.2551
6.07526e-008,1.2630
6.07950e-008,1.2687
6.08375e-008,1.2726
6.08799e-008,1.2689
6.09223e-008,1.2680
6.09647e-008,1.2615
6.10071e-008,1.2660
6.10496e-008,1.2791
6.10920e-008,1.2802
6.11344e-008,1.2796
6.11768e-008,1.2742
6.12193e-008,1.2643
6.12617e-008,1.2574
6.13041e-008,1.2536
6.13465e-008,1.2500
6.13890e-008,1.2500
6.14314e-008,1.2523
6.14738e-008,1.2523
6.15163e-008,1.2555
6.15587e-008,1.2565
6.16011e-008,1.2570
6.16435e-008,1.2564
6.16860e-008,1.2558
6.17284e-008,1.2548
6.17708e-008,1.2548
6.18132e-008,1.2582
6.18557e-008,1.2588
6.18981e-008,1.2574
6.19405e-008,1.2568
6.19829e-008,1.2559
6.20254e-008,1.2557
6.20678e-008,1.2569
6.21102e-008,1.2574
6.21526e-008,1.2576
6.21950e-008,1.2585
6.22375e-008,1.2582
6.22799e-008,1.2581
6.23223e-008,1.2583
6.23647e-008,1.2578
6.24072e-008,1.2577
6.24496e-008,1.2576
6.24920e-008,1.2575
6.25344e-008,1.2574
6.25769e-008,1.2582
6.26193e-008,1.2586
6.26617e-008,1.2580
6.27042e-008,1.2577
6.27466e-008,1.2577
6.27890e-008,1.2578
6.28314e-008,1.2581
6.28739e-008,1.2583
6.29163e-008,1.2581
6.29587e-008,1.2582
6.30011e-008,1.2582
6.30436e-008,1.2580
6.30860e-008,1.2581
6.31284e-008,1.2582
6.31708e-008,1.2581
6.32132e-008,1.2582
6.32557e-008,1.2582
6.32981e-008,1.2582
6.33405e-008,1.2583
6.33829e-008,1.2585
6.34254e-008,1.2583
6.34678e-008,1.2582
6.35102e-008,1.2582
6.35526e-008,1.2583
6.35951e-008,1.2584
6.36375e-008,1.2584
6.36799e-008,1.2584
6.37224e-008,1.2584
6.37648e-008,1.2584
6.38072e-008,1.2584
6.38496e-008,1.2584
6.38921e-008,1.2585
6.39345e-008,1.2517
6.39769e-008,1.1619
6.40193e-008,0.9760
6.40618e-008,0.8365
6.41042e-008,0.6577
6.41466e-008,0.5041
6.41890e-008,0.3944
6.42315e-008,0.3214
6.42739e-008,0.2717
6.43163e-008,0.2470
6.43587e-008,0.2317
6.44011e-008,0.2214
6.44436e-008,0.2219
6.44860e-008,0.2126
6.45284e-008,0.2106
6.45708e-008,0.2073
6.46133e-008,0.2052
6.46557e-008,0.2058
6.46981e-008,0.2152
6.47405e-008,0.2164
6.47830e-008,0.1990
6.48254e-008,0.1956
6.48678e-008,0.2036
6.49103e-008,0.2631
6.49527e-008,0.4306
6.49951e-008,0.5854
6.50375e-008,0.7784
6.50800e-008,0.9275
6.51224e-008,1.0450
6.51648e-008,1.1263
6.52072e-008,1.1831
6.52497e-008,1.2149
6.52921e-008,1.2318
6.53345e-008,1.2475
6.53769e-008,1.2500
6.54193e-008,1.2614
6.54618e-008,1.2655
6.55042e-008,1.2728
6.55466e-008,1.2710
6.55890e-008,1.2694
6.56315e-008,1.2655
6.56739e-008,1.2619
6.57163e-008,1.2741
6.57587e-008,1.2815
6.58012e-008,1.2746
6.58436e-008,1.1920
6.58860e-008,0.9801
6.59284e-008,0.8213
6.59709e-008,0.6460
6.60133e-008,0.4900
6.60557e-008,0.3794
6.60982e-008,0.3100
6.61406e-008,0.2637
6.61830e-008,0.2411
6.62254e-008,0.2309
6.62679e-008,0.2189
6.63103e-008,0.2209
6.63527e-008,0.2106
6.63951e-008,0.2075
6.64376e-008,0.2033
6.64800e-008,0.2033
6.65224e-008,0.2064
6.65648e-008,0.2146
6.66072e-008,0.2177
6.66497e-008,0.1981
6.66921e-008,0.1894
6.67345e-008,0.1995
6.67769e-008,0.2014
6.68194e-008,0.2076
6.68618e-008,0.2178
6.69042e-008,0.2239
6.69466e-008,0.2278
6.69891e-008,0.2304
6.70315e-008,0.2273
6.70739e-008,0.2269
6.71164e-008,0.2262
6.71588e-008,0.2228
6.72012e-008,0.2235
6.72436e-008,0.2233
6.72861e-008,0.2236
6.73285e-008,0.2253
6.73709e-008,0.2273
6.74133e-008,0.2232
6.74558e-008,0.2195
6.74982e-008,0.2228
6.75406e-008,0.2248
6.75830e-008,0.2239
6.76255e-008,0.2242
6.76679e-008,0.2242
6.77103e-008,0.2233
6.77527e-008,0.2232
6.77951e-008,0.2221
6.78376e-008,0.2215
6.78800e-008,0.2225
6.79224e-008,0.2220
6.79648e-008,0.2220
6.80073e-008,0.2227
6.80497e-008,0.2224
6.80921e-008,0.2225
6.81345e-008,0.2233
6.81770e-008,0.2225
6.82194e-008,0.2211
6.82618e-008,0.2218
6.83043e-008,0.2229
6.83467e-008,0.2226
6.83891e-008,0.2221
6.84315e-008,0.2221
6.84740e-008,0.2220
6.85164e-008,0.2221
6.85588e-008,0.2220
6.86012e-008,0.2218
6.86437e-008,0.2221
6.86861e-008,0.2222
6.87285e-008,0.2219
6.87709e-008,0.2221
6.88133e-008,0.2220
6.88558e-008,0.2218
6.88982e-008,0.2220
6.89406e-008,0.2220
6.89830e-008,0.2215
6.90255e-008,0.2216
6.90679e-008,0.2220
6.91103e-008,0.2220
6.91527e-008,0.2217
6.91952e-008,0.2217
6.92376e-008,0.2217
6.92800e-008,0.2217
6.93225e-008,0.2218
6.93649e-008,0.2216
6.94073e-008,0.2217
6.94497e-008,0.2218
6.94922e-008,0.2216
6.95346e-008,0.2216
6.95770e-008,0.2340
6.96194e-008,0.3389
6.96619e-008,0.4791
6.97043e-008,0.6407
6.97467e-008,0.8196
6.97891e-008,0.9521
6.98316e-008,1.0619
6.98740e-008,1.1364
6.99164e-008,1.1876
6.99588e-008,1.2151
7.00012e-008,1.2362
7.00437e-008,1.2437
7.00861e-008,1.2528
7.01285e-008,1.2597
7.01709e-008,1.2628
7.02134e-008,1.2680
7.02558e-008,1.2695
7.02982e-008,1.2682
7.03406e-008,1.2605
7.03831e-008,1.2643
7.04255e-008,1.2742
7.04679e-008,1.2758
7.05104e-008,1.2780
7.05528e-008,1.2737
7.05952e-008,1.2651
7.06376e-008,1.2589
7.06801e-008,1.2537
7.07225e-008,1.2499
7.07649e-008,1.2498
7.08073e-008,1.2507
7.08498e-008,1.2510
7.08922e-008,1.2543
7.09346e-008,1.2546
7.09770e-008,1.2553
7.10194e-008,1.2561
7.10619e-008,1.2557
7.11043e-008,1.2540
7.11467e-008,1.2538
7.11891e-008,1.2568
7.12316e-008,1.2573
7.12740e-008,1.2569
7.13164e-008,1.2565
7.13588e-008,1.2553
7.14013e-008,1.2552
7.14437e-008,1.2560
7.14861e-008,1.2563
7.15286e-008,1.2569
7.15710e-008,1.2577
7.16134e-008,1.2574
7.16558e-008,1.2576
7.16983e-008,1.2577
7.17407e-008,1.2571
7.17831e-008,1.2573
7.18255e-008,1.2573
7.18680e-008,1.2569
7.19104e-008,1.2567
7.19528e-008,1.2575
7.19952e-008,1.2579
7.20377e-008,1.2576
7.20801e-008,1.2574
7.21225e-008,1.2572
7.21649e-008,1.2573
7.22073e-008,1.2576
7.22498e-008,1.2577
7.22922e-008,1.2577
7.23346e-008,1.2578
7.23770e-008,1.2475
7.24195e-008,1.1402
7.24619e-008,0.9566
7.25043e-008,0.8171
7.25467e-008,0.6358
7.25892e-008,0.4883
7.26316e-008,0.3834
7.26740e-008,0.3137
7.27165e-008,0.2668
7.27589e-008,0.2449
7.28013e-008,0.2290
7.28437e-008,0.2209
7.28862e-008,0.2203
7.29286e-008,0.2114
7.29710e-008,0.2099
7.30134e-008,0.2064
7.30559e-008,0.2045
7.30983e-008,0.2059
7.31407e-008,0.2159
7.31831e-008,0.2143
7.32256e-008,0.1968
7.32680e-008,0.1961
7.33104e-008,0.2043
7.33528e-008,0.2790
7.33952e-008,0.4496
7.34377e-008,0.6057
7.34801e-008,0.7995
7.35225e-008,0.9422
7.35649e-008,1.0565
7.36074e-008,1.1335
7.36498e-008,1.1882
7.36922e-008,1.2164
7.37346e-008,1.2339
7.37771e-008,1.2476
7.38195e-008,1.2507
7.38619e-008,1.2618
7.39044e-008,1.2659
7.39468e-008,1.2728
7.39892e-008,1.2702
7.40316e-008,1.2690
7.40741e-008,1.2642
7.41165e-008,1.2623
7.41589e-008,1.2754
7.42013e-008,1.2811
7.42438e-008,1.2713
7.42862e-008,1.1704
7.43286e-008,0.9564
7.43710e-008,0.8030
7.44134e-008,0.6240
7.44559e-008,0.4745
7.44983e-008,0.3688
7.45407e-008,0.3034
7.45831e-008,0.2591
7.46256e-008,0.2398
7.46680e-008,0.2287
7.47104e-008,0.2187
7.47528e-008,0.2199
7.47953e-008,0.2094
7.48377e-008,0.2070
7.48801e-008,0.2026
7.49226e-008,0.2034
7.49650e-008,0.2066
7.50074e-008,0.2156
7.50498e-008,0.2161
7.50923e-008,0.1953
7.51347e-008,0.1900
7.51771e-008,0.2006
7.52195e-008,0.2542
7.52620e-008,0.4205
7.53044e-008,0.5740
7.53468e-008,0.7642
7.53892e-008,0.9168
7.54317e-008,1.0359
7.54741e-008,1.1192
7.55165e-008,1.1773
7.55589e-008,1.2114
7.56013e-008,1.2285
7.56438e-008,1.2456
7.56862e-008,1.2484
7.57286e-008,1.2607
7.57710e-008,1.2651
7.58135e-008,1.2717
7.58559e-008,1.2698
7.58983e-008,1.2678
7.59407e-008,1.2653
7.59832e-008,1.2616
7.60256e-008,1.2731
7.60680e-008,1.2810
7.61105e-008,1.2751
7.61529e-008,1.2034
7.61953e-008,0.9952
7.62377e-008,0.8321
7.62802e-008,0.6598
7.63226e-008,0.4998
7.63650e-008,0.3860
7.64074e-008,0.3139
7.64499e-008,0.2662
7.64923e-008,0.2415
7.65347e-008,0.2318
7.65771e-008,0.2186
7.66195e-008,0.2204
7.66620e-008,0.2106
7.67044e-008,0.2072
7.67468e-008,0.2034
7.67892e-008,0.2028
7.68317e-008,0.2056
7.68741e-008,0.2132
7.69165e-008,0.2179
7.69589e-008,0.1993
7.70014e-008,0.1887
7.70438e-008,0.1986
7.70862e-008,0.2009
7.71287e-008,0.2065
7.71711e-008,0.2167
7.72135e-008,0.2232
7.72559e-008,0.2270
7.72984e-008,0.2301
7.73408e-008,0.2272
7.73832e-008,0.2264
7.74256e-008,0.2261
7.74681e-008,0.2226
7.75105e-008,0.2232
7.75529e-008,0.2230
7.75953e-008,0.2232
7.76378e-008,0.2247
7.76802e-008,0.2270
7.77226e-008,0.2234
7.77650e-008,0.2192
7.78074e-008,0.2221
7.78499e-008,0.2245
7.78923e-008,0.2236
7.79347e-008,0.2239
7.79771e-008,0.2239
7.80196e-008,0.2230
7.80620e-008,0.2230
7.81044e-008,0.2219
7.81468e-008,0.2212
7.81893e-008,0.2222
7.82317e-008,0.2218
7.82741e-008,0.2217
7.83166e-008,0.2224
7.83590e-008,0.2222
7.84014e-008,0.2222
7.84438e-008,0.2230
7.84863e-008,0.2224
7.85287e-008,0.2209
7.85711e-008,0.2214
7.86135e-008,0.2226
7.86560e-008,0.2224
7.86984e-008,0.2219
7.87408e-008,0.2219
7.87832e-008,0.2218
7.88257e-008,0.2219
7.88681e-008,0.2218
7.89105e-008,0.2215
7.89529e-008,0.2219
7.89953e-008,0.2220
7.90378e-008,0.2217
7.90802e-008,0.2218
7.91226e-008,0.2218
7.91650e-008,0.2216
7.92075e-008,0.2218
7.92499e-008,0.2218
7.92923e-008,0.2214
7.93347e-008,0.2214
7.93772e-008,0.2218
7.94196e-008,0.2218
7.94620e-008,0.2216
7.95045e-008,0.2215
7.95469e-008,0.2215
7.95893e-008,0.2216
7.96317e-008,0.2216
7.96742e-008,0.2214
7.97166e-008,0.2215
7.97590e-008,0.2216
7.98014e-008,0.2214
7.98439e-008,0.2214
7.98863e-008,0.2215
7.99287e-008,0.2214
7.99711e-008,0.2214
8.00135e-008,0.2215
8.00560e-008,0.2213
8.00984e-008,0.2213
8.01408e-008,0.2214
8.01832e-008,0.2214
8.02257e-008,0.2213
8.02681e-008,0.2213
8.03105e-008,0.2213
8.03529e-008,0.2213
8.03954e-008,0.2213
8.04378e-008,0.2213
8.04802e-008,0.2213
8.05227e-008,0.2213
8.05651e-008,0.2213
8.06075e-008,0.2212
8.06499e-008,0.2212
8.06924e-008,0.2212
8.07348e-008,0.2212
8.07772e-008,0.2212
8.08196e-008,0.2270
8.08621e-008,0.3133
8.09045e-008,0.4560
8.09469e-008,0.6066
8.09893e-008,0.7928
8.10318e-008,0.9297
8.10742e-008,1.0451
8.11166e-008,1.1249
8.11590e-008,1.1801
8.12014e-008,1.2109
8.12439e-008,1.2326
8.12863e-008,1.2430
8.13287e-008,1.2501
8.13711e-008,1.2591
8.14136e-008,1.2614
8.14560e-008,1.2671
8.14984e-008,1.2689
8.15408e-008,1.2688
8.15833e-008,1.2612
8.16257e-008,1.2621
8.16681e-008,1.2727
8.17106e-008,1.2754
8.17530e-008,1.2773
8.17954e-008,1.2750
8.18378e-008,1.2660
8.18803e-008,1.2596
8.19227e-008,1.2543
8.19651e-008,1.2501
8.20075e-008,1.2493
8.20500e-008,1.2504
8.20924e-008,1.2504
8.21348e-008,1.2535
8.21772e-008,1.2544
8.22196e-008,1.2547
8.22621e-008,1.2558
8.23045e-008,1.2556
8.23469e-008,1.2541
8.23893e-008,1.2532
8.24318e-008,1.2561
8.24742e-008,1.2572
8.25166e-008,1.2567
8.25590e-008,1.2564
8.26015e-008,1.2553
8.26439e-008,1.2548
8.26863e-008,1.2480
8.27288e-008,1.1532
8.27712e-008,0.9686
8.28136e-008,0.8305
8.28560e-008,0.6500
8.28985e-008,0.4981
8.29409e-008,0.3903
8.29833e-008,0.3177
8.30257e-008,0.2687
8.30682e-008,0.2451
8.31106e-008,0.2292
8.31530e-008,0.2193
8.31954e-008,0.2202
8.32379e-008,0.2115
8.32803e-008,0.2094
8.33227e-008,0.2058
8.33651e-008,0.2036
8.34075e-008,0.2044
8.34500e-008,0.2143
8.34924e-008,0.2148
8.35348e-008,0.1972
8.35772e-008,0.1949
8.36197e-008,0.2026
8.36621e-008,0.2667
8.37045e-008,0.4365
8.37469e-008,0.5914
8.37894e-008,0.7851
8.38318e-008,0.9321
8.38742e-008,1.0484
8.39167e-008,1.1281
8.39591e-008,1.1842
8.40015e-008,1.2149
8.40439e-008,1.2318
8.40864e-008,1.2467
8.41288e-008,1.2493
8.41712e-008,1.2607
8.42136e-008,1.2649
8.42561e-008,1.2721
8.42985e-008,1.2700
8.43409e-008,1.2686
8.43833e-008,1.2643
8.44257e-008,1.2611
8.44682e-008,1.2739
8.45106e-008,1.2808
8.45530e-008,1.2792
8.45954e-008,1.2777
8.46379e-008,1.2682
8.46803e-008,1.2598
8.47227e-008,1.2548
8.47651e-008,1.2513
8.48076e-008,1.2489
8.48500e-008,1.2514
8.48924e-008,1.2519
8.49349e-008,1.2536
8.49773e-008,1.2562
8.50197e-008,1.2564
8.50621e-008,1.2567
8.51046e-008,1.2557
8.51470e-008,1.2553
8.51894e-008,1.2540
8.52318e-008,1.2564
8.52743e-008,1.2589
8.53167e-008,1.2578
8.53591e-008,1.2568
8.54015e-008,1.2561
8.54440e-008,1.2553
8.54864e-008,1.2561
8.55288e-008,1.2571
8.55712e-008,1.2571
8.56136e-008,1.2580
8.56561e-008,1.2583
8.56985e-008,1.2578
8.57409e-008,1.2581
8.57833e-008,1.2579
8.58258e-008,1.2575
8.58682e-008,1.2574
8.59106e-008,1.2574
8.59530e-008,1.2572
8.59955e-008,1.2576
8.60379e-008,1.2584
8.60803e-008,1.2581
8.61228e-008,1.2576
8.61652e-008,1.2575
8.62076e-008,1.2575
8.62500e-008,1.2577
8.62925e-008,1.2581
8.63349e-008,1.2580
8.63773e-008,1.2579
8.64197e-008,1.2564
8.64622e-008,1.2102
8.65046e-008,1.0372
8.65470e-008,0.8847
8.65894e-008,0.7220
8.66319e-008,0.5513
8.66743e-008,0.4275
8.67167e-008,0.3432
8.67591e-008,0.2862
8.68015e-008,0.2526
8.68440e-008,0.2374
8.68864e-008,0.2220
8.69288e-008,0.2224
8.69712e-008,0.2150
8.70137e-008,0.2105
8.70561e-008,0.2083
8.70985e-008,0.2053
8.71409e-008,0.2045
8.71834e-008,0.2108
8.72258e-008,0.2185
8.72682e-008,0.2048
8.73107e-008,0.1936
8.73531e-008,0.2009
8.73955e-008,0.2253
8.74379e-008,0.3694
8.74804e-008,0.5296
8.75228e-008,0.7096
8.75652e-008,0.8814
8.76076e-008,1.0068
8.76501e-008,1.1017
8.76925e-008,1.1648
8.77349e-008,1.2072
8.77773e-008,1.2247
8.78197e-008,1.2440
8.78622e-008,1.2480
8.79046e-008,1.2575
8.79470e-008,1.2638
8.79894e-008,1.2703
8.80319e-008,1.2723
8.80743e-008,1.2691
8.81167e-008,1.2676
8.81591e-008,1.2611
8.82016e-008,1.2686
8.82440e-008,1.2805
8.82864e-008,1.2791
8.83289e-008,1.2394
8.83713e-008,1.0556
8.84137e-008,0.8707
8.84561e-008,0.7111
8.84986e-008,0.5376
8.85410e-008,0.4129
8.85834e-008,0.3300
8.86258e-008,0.2777
8.86683e-008,0.2452
8.87107e-008,0.2354
8.87531e-008,0.2208
8.87955e-008,0.2207
8.88380e-008,0.2142
8.88804e-008,0.2077
8.89228e-008,0.2048
8.89652e-008,0.2022
8.90076e-008,0.2051
8.90501e-008,0.2106
8.90925e-008,0.2192
8.91349e-008,0.2058
8.91773e-008,0.1887
8.92198e-008,0.1960
8.92622e-008,0.2010
8.93046e-008,0.2042
8.93470e-008,0.2142
8.93895e-008,0.2221
8.94319e-008,0.2261
8.94743e-008,0.2299
8.95168e-008,0.2284
8.95592e-008,0.2262
8.96016e-008,0.2270
8.96440e-008,0.2233
8.96865e-008,0.2230
8.97289e-008,0.2232
8.97713e-008,0.2231
8.98137e-008,0.2242
8.98562e-008,0.2268
8.98986e-008,0.2251
8.99410e-008,0.2197
8.99834e-008,0.2211
9.00258e-008,0.2245
9.00683e-008,0.2240
9.01107e-008,0.2238
9.01531e-008,0.2242
9.01955e-008,0.2294
9.02380e-008,0.3171
9.02804e-008,0.4587
9.03228e-008,0.6094
9.03652e-008,0.7962
9.04077e-008,0.9329
9.04501e-008,1.0473
9.04925e-008,1.1273
9.05350e-008,1.1822
9.05774e-008,1.2124
9.06198e-008,1.2348
9.06622e-008,1.2447
9.07047e-008,1.2504
9.07471e-008,1.2591
9.07895e-008,1.2629
9.08319e-008,1.2687
