.HEADER
..NAMES
Time,V U3.T8
.DATA
0.0e+000,1.2259
4.59e-011,1.2259
9.18e-011,1.2259
1.378e-010,1.2259
1.837e-010,1.2259
2.296e-010,1.2259
2.755e-010,1.2259
3.215e-010,1.2259
3.674e-010,1.2259
4.133e-010,1.2259
4.592e-010,1.2259
5.052e-010,1.2259
5.511e-010,1.2259
5.970e-010,1.2259
6.430e-010,1.2259
6.889e-010,1.2259
7.348e-010,1.2259
7.807e-010,1.2259
8.266e-010,1.2246
8.726e-010,1.2121
9.185e-010,1.1705
9.644e-010,1.1041
1.0104e-009,1.0241
1.0563e-009,0.9149
1.1022e-009,0.7722
1.1481e-009,0.6261
1.1940e-009,0.4979
1.2400e-009,0.3874
1.2859e-009,0.3051
1.3318e-009,0.2606
1.3778e-009,0.2479
1.4237e-009,0.2569
1.4696e-009,0.2796
1.5155e-009,0.3024
1.5614e-009,0.3158
1.6074e-009,0.3173
1.6533e-009,0.3073
1.6992e-009,0.2900
1.7452e-009,0.2726
1.7911e-009,0.2587
1.8370e-009,0.2485
1.8829e-009,0.2430
1.9288e-009,0.2420
1.9748e-009,0.2433
2.0207e-009,0.2433
2.0666e-009,0.2421
2.1125e-009,0.2410
2.1585e-009,0.2402
2.2044e-009,0.2400
2.2503e-009,0.2417
2.2963e-009,0.2447
2.3422e-009,0.2476
2.3881e-009,0.2498
2.4340e-009,0.2515
2.4800e-009,0.2525
2.5259e-009,0.2528
2.5718e-009,0.2534
2.6177e-009,0.2548
2.6636e-009,0.2570
2.7096e-009,0.2605
2.7555e-009,0.2762
2.8014e-009,0.3234
2.8473e-009,0.3973
2.8933e-009,0.4886
2.9392e-009,0.6121
2.9851e-009,0.7632
3.0311e-009,0.9097
3.0770e-009,1.0393
3.1229e-009,1.1489
3.1688e-009,1.2184
3.2148e-009,1.2434
3.2607e-009,1.2388
3.3066e-009,1.2162
3.3525e-009,1.1855
3.3984e-009,1.1625
3.4444e-009,1.1533
3.4903e-009,1.1583
3.5362e-009,1.1764
3.5821e-009,1.2009
3.6281e-009,1.2220
3.6740e-009,1.2358
3.7199e-009,1.2421
3.7658e-009,1.2418
3.8118e-009,1.2380
3.8577e-009,1.2347
3.9036e-009,1.2343
3.9496e-009,1.2354
3.9955e-009,1.2365
4.0414e-009,1.2372
4.0873e-009,1.2368
4.1333e-009,1.2342
4.1792e-009,1.2303
4.2251e-009,1.2272
4.2710e-009,1.2251
4.3169e-009,1.2239
4.3629e-009,1.2238
4.4088e-009,1.2244
4.4547e-009,1.2242
4.5007e-009,1.2228
4.5466e-009,1.2205
4.5925e-009,1.2180
4.6384e-009,1.2167
4.6843e-009,1.2176
4.7303e-009,1.2206
4.7762e-009,1.2247
4.8221e-009,1.2288
4.8680e-009,1.2314
4.9140e-009,1.2313
4.9599e-009,1.2289
5.0058e-009,1.2251
5.0518e-009,1.2211
5.0977e-009,1.2182
5.1436e-009,1.2175
5.1895e-009,1.2191
