.HEADER
..NAMES
Time,V U2.C7&B7
.DATA
3.48733e-008,0.2140
3.49158e-008,0.2114
3.49582e-008,0.2087
3.50006e-008,0.2090
3.50431e-008,0.2075
3.50855e-008,0.2011
3.51279e-008,0.1941
3.51703e-008,0.1932
3.52128e-008,0.1973
3.52552e-008,0.1913
3.52976e-008,0.1892
3.53400e-008,0.2100
3.53824e-008,0.3178
3.54249e-008,0.5004
3.54673e-008,0.6643
3.55097e-008,0.8281
3.55522e-008,0.9538
3.55946e-008,1.0403
3.56370e-008,1.1153
3.56794e-008,1.1716
3.57219e-008,1.2087
3.57643e-008,1.2315
3.58067e-008,1.2464
3.58491e-008,1.2584
3.58915e-008,1.2667
3.59340e-008,1.2674
3.59764e-008,1.2686
3.60188e-008,1.2747
3.60613e-008,1.2804
3.61037e-008,1.2812
3.61461e-008,1.2772
3.61885e-008,1.2823
3.62310e-008,1.2814
3.62734e-008,1.2563
3.63158e-008,1.1338
3.63582e-008,0.9112
3.64006e-008,0.7319
3.64431e-008,0.5848
3.64855e-008,0.4624
3.65279e-008,0.3752
3.65703e-008,0.3107
3.66128e-008,0.2664
3.66552e-008,0.2391
3.66976e-008,0.2225
3.67401e-008,0.2127
3.67825e-008,0.2088
3.68249e-008,0.2058
3.68673e-008,0.2069
3.69097e-008,0.2071
3.69522e-008,0.2017
3.69946e-008,0.1946
3.70370e-008,0.1916
3.70794e-008,0.1968
3.71219e-008,0.1932
3.71643e-008,0.1886
3.72067e-008,0.2030
3.72492e-008,0.2891
3.72916e-008,0.4671
3.73340e-008,0.6328
3.73764e-008,0.7989
3.74189e-008,0.9334
3.74613e-008,1.0253
3.75037e-008,1.1013
3.75461e-008,1.1622
3.75885e-008,1.2027
3.76310e-008,1.2282
3.76734e-008,1.2439
3.77158e-008,1.2519
3.77583e-008,1.2592
3.78007e-008,1.2612
3.78431e-008,1.2614
3.78855e-008,1.2680
3.79280e-008,1.2757
3.79704e-008,1.2778
3.80128e-008,1.2736
3.80552e-008,1.2789
3.80976e-008,1.2818
3.81401e-008,1.2651
3.81825e-008,1.1707
3.82249e-008,0.9554
3.82673e-008,0.7649
3.83098e-008,0.6137
3.83522e-008,0.4855
3.83946e-008,0.3907
3.84371e-008,0.3234
3.84795e-008,0.2733
3.85219e-008,0.2430
3.85643e-008,0.2259
3.86067e-008,0.2151
3.86492e-008,0.2083
3.86916e-008,0.2026
3.87340e-008,0.2015
3.87764e-008,0.2012
3.88189e-008,0.1977
3.88613e-008,0.1921
3.89037e-008,0.1877
3.89462e-008,0.1923
3.89886e-008,0.1913
3.90310e-008,0.1863
3.90734e-008,0.1966
3.91159e-008,0.2625
3.91583e-008,0.4320
3.92007e-008,0.6023
3.92431e-008,0.7685
3.92855e-008,0.9118
3.93280e-008,1.0112
3.93704e-008,1.0881
3.94128e-008,1.1528
3.94553e-008,1.1958
3.94977e-008,1.2243
3.95401e-008,1.2422
3.95825e-008,1.2519
3.96250e-008,1.2597
3.96674e-008,1.2626
3.97098e-008,1.2618
3.97522e-008,1.2668
3.97946e-008,1.2747
3.98371e-008,1.2787
3.98795e-008,1.2744
3.99219e-008,1.2772
3.99644e-008,1.2824
4.00068e-008,1.2708
4.00492e-008,1.2005
4.00916e-008,1.0003
4.01341e-008,0.7973
4.01765e-008,0.6416
4.02189e-008,0.5083
4.02613e-008,0.4060
4.03037e-008,0.3358
4.03462e-008,0.2814
4.03886e-008,0.2480
4.04310e-008,0.2284
4.04734e-008,0.2169
4.05159e-008,0.2144
4.05583e-008,0.2150
4.06007e-008,0.2134
4.06432e-008,0.2149
4.06856e-008,0.2106
4.07280e-008,0.2021
4.07704e-008,0.1959
4.08128e-008,0.1993
4.08553e-008,0.1987
4.08977e-008,0.1906
4.09401e-008,0.1945
4.09825e-008,0.2402
4.10250e-008,0.3940
4.10674e-008,0.5689
4.11098e-008,0.7330
4.11523e-008,0.8853
4.11947e-008,0.9924
4.12371e-008,1.0709
4.12795e-008,1.1413
4.13220e-008,1.1894
4.13644e-008,1.2192
4.14068e-008,1.2374
4.14492e-008,1.2476
4.14916e-008,1.2548
4.15341e-008,1.2600
4.15765e-008,1.2603
4.16189e-008,1.2643
4.16614e-008,1.2726
4.17038e-008,1.2778
4.17462e-008,1.2746
4.17886e-008,1.2758
4.18311e-008,1.2828
4.18735e-008,1.2752
4.19159e-008,1.2246
4.19583e-008,1.0457
4.20007e-008,0.8315
4.20432e-008,0.6707
4.20856e-008,0.5327
4.21280e-008,0.4227
4.21704e-008,0.3482
4.22129e-008,0.2899
4.22553e-008,0.2531
4.22977e-008,0.2316
4.23402e-008,0.2190
4.23826e-008,0.2110
4.24250e-008,0.2044
4.24674e-008,0.2016
4.25098e-008,0.2015
4.25523e-008,0.1996
4.25947e-008,0.1945
4.26371e-008,0.1886
4.26795e-008,0.1899
4.27220e-008,0.1932
4.27644e-008,0.1873
4.28068e-008,0.1898
4.28493e-008,0.2239
4.28917e-008,0.3587
4.29341e-008,0.5389
4.29765e-008,0.7029
4.30190e-008,0.8613
4.30614e-008,0.9769
4.31038e-008,1.0585
4.31462e-008,1.1305
4.31886e-008,1.1808
4.32311e-008,1.2148
4.32735e-008,1.2362
4.33159e-008,1.2487
4.33584e-008,1.2568
4.34008e-008,1.2624
4.34432e-008,1.2618
4.34856e-008,1.2640
4.35281e-008,1.2718
4.35705e-008,1.2782
4.36129e-008,1.2764
4.36553e-008,1.2746
4.36977e-008,1.2817
4.37402e-008,1.2781
4.37826e-008,1.2423
4.38250e-008,1.0897
4.38675e-008,0.8683
4.39099e-008,0.7001
4.39523e-008,0.5574
4.39947e-008,0.4411
4.40372e-008,0.3615
4.40796e-008,0.3000
4.41220e-008,0.2592
4.41644e-008,0.2346
4.42068e-008,0.2208
4.42493e-008,0.2142
4.42917e-008,0.2153
4.43341e-008,0.2137
4.43765e-008,0.2145
4.44190e-008,0.2132
4.44614e-008,0.2056
4.45038e-008,0.1974
4.45463e-008,0.1972
4.45887e-008,0.2006
4.46311e-008,0.1933
4.46735e-008,0.1907
4.47160e-008,0.2119
4.47584e-008,0.3229
4.48008e-008,0.5046
4.48432e-008,0.6672
4.48856e-008,0.8307
4.49281e-008,0.9556
4.49705e-008,1.0411
4.50129e-008,1.1161
4.50554e-008,1.1729
4.50978e-008,1.2096
4.51402e-008,1.2311
4.51826e-008,1.2446
