.HEADER
..NAMES
Time,V U2.R2
.DATA
4.13325e-008,1.2250
4.13784e-008,1.2249
4.14244e-008,1.2249
4.14703e-008,1.2250
4.15162e-008,1.2251
4.15621e-008,1.2252
4.16081e-008,1.2252
4.16540e-008,1.2252
4.16999e-008,1.2251
4.17458e-008,1.2250
4.17918e-008,1.2250
4.18377e-008,1.2250
4.18836e-008,1.2250
4.19295e-008,1.2251
4.19755e-008,1.2251
4.20214e-008,1.2206
4.20673e-008,1.1748
4.21132e-008,1.0774
4.21592e-008,0.9823
4.22051e-008,0.8482
4.22510e-008,0.6873
4.22969e-008,0.5557
4.23429e-008,0.4597
4.23888e-008,0.4080
4.24347e-008,0.3948
4.24806e-008,0.4061
4.25266e-008,0.4217
4.25725e-008,0.4293
4.26184e-008,0.4137
4.26643e-008,0.3766
4.27103e-008,0.3336
4.27562e-008,0.2914
4.28021e-008,0.2572
4.28480e-008,0.2422
4.28940e-008,0.2445
4.29399e-008,0.2493
4.29858e-008,0.2568
4.30317e-008,0.2588
4.30777e-008,0.2515
4.31236e-008,0.2409
4.31695e-008,0.2244
4.32154e-008,0.2120
4.32613e-008,0.2090
4.33073e-008,0.2125
4.33532e-008,0.2222
4.33991e-008,0.2350
4.34450e-008,0.2454
4.34910e-008,0.2490
4.35369e-008,0.2452
4.35828e-008,0.2398
4.36287e-008,0.2363
4.36747e-008,0.2350
4.37206e-008,0.2394
4.37665e-008,0.2479
4.38124e-008,0.2562
4.38584e-008,0.2598
4.39043e-008,0.2574
4.39502e-008,0.2509
4.39961e-008,0.2420
4.40421e-008,0.2355
4.40880e-008,0.2344
4.41339e-008,0.2384
4.41798e-008,0.2466
4.42258e-008,0.2552
4.42717e-008,0.2610
4.43176e-008,0.2634
4.43635e-008,0.2609
4.44095e-008,0.2548
4.44554e-008,0.2485
4.45013e-008,0.2438
4.45472e-008,0.2424
4.45932e-008,0.2444
4.46391e-008,0.2488
4.46850e-008,0.2539
4.47309e-008,0.2575
4.47769e-008,0.2582
4.48228e-008,0.2557
4.48687e-008,0.2514
4.49146e-008,0.2470
4.49606e-008,0.2441
4.50065e-008,0.2442
4.50524e-008,0.2470
4.50983e-008,0.2509
4.51443e-008,0.2542
4.51902e-008,0.2556
4.52361e-008,0.2544
4.52821e-008,0.2515
4.53280e-008,0.2482
4.53739e-008,0.2460
4.54198e-008,0.2458
4.54658e-008,0.2473
4.55117e-008,0.2497
