.HEADER
..NAMES
Time,V U2.C3
.DATA
9.09592e-008,1.2640
9.10016e-008,1.2581
9.10441e-008,1.2626
9.10865e-008,1.2740
9.11289e-008,1.2687
9.11713e-008,1.1810
9.12137e-008,0.9756
9.12562e-008,0.8162
9.12986e-008,0.6344
9.13410e-008,0.4844
9.13834e-008,0.3793
9.14259e-008,0.3113
9.14683e-008,0.2576
9.15107e-008,0.2311
9.15531e-008,0.2167
9.15956e-008,0.2081
9.16380e-008,0.2038
9.16804e-008,0.2025
9.17229e-008,0.2027
9.17653e-008,0.2044
9.18077e-008,0.2014
9.18501e-008,0.2032
9.18926e-008,0.2106
9.19350e-008,0.2176
9.19774e-008,0.2074
9.20198e-008,0.1873
9.20623e-008,0.1896
9.21047e-008,0.1936
9.21471e-008,0.1975
9.21895e-008,0.2097
9.22320e-008,0.2182
9.22744e-008,0.2201
9.23168e-008,0.2230
9.23592e-008,0.2252
9.24016e-008,0.2238
9.24441e-008,0.2232
9.24865e-008,0.2225
9.25289e-008,0.2226
9.25713e-008,0.2226
9.26138e-008,0.2207
9.26562e-008,0.2202
9.26986e-008,0.2225
9.27410e-008,0.2236
9.27835e-008,0.2203
9.28259e-008,0.2167
9.28683e-008,0.2196
9.29108e-008,0.2215
9.29532e-008,0.2215
9.29956e-008,0.2230
9.30380e-008,0.2522
9.30805e-008,0.3767
9.31229e-008,0.5126
9.31653e-008,0.6921
9.32077e-008,0.8546
9.32502e-008,0.9821
9.32926e-008,1.0790
9.33350e-008,1.1504
9.33774e-008,1.1985
9.34198e-008,1.2272
9.34623e-008,1.2456
9.35047e-008,1.2560
9.35471e-008,1.2627
9.35895e-008,1.2647
9.36320e-008,1.2644
9.36744e-008,1.2667
9.37168e-008,1.2677
9.37592e-008,1.2656
9.38017e-008,1.2605
9.38441e-008,1.2598
9.38865e-008,1.2711
9.39290e-008,1.2758
9.39714e-008,1.2791
9.40138e-008,1.2784
9.40562e-008,1.2687
9.40987e-008,1.2610
9.41411e-008,1.2562
9.41835e-008,1.2532
9.42259e-008,1.2509
9.42684e-008,1.2513
9.43108e-008,1.2515
9.43532e-008,1.2527
9.43956e-008,1.2532
9.44381e-008,1.2533
9.44805e-008,1.2545
9.45229e-008,1.2556
9.45653e-008,1.2551
9.46077e-008,1.2543
9.46502e-008,1.2547
9.46926e-008,1.2572
9.47350e-008,1.2573
9.47774e-008,1.2569
9.48199e-008,1.2563
9.48623e-008,1.2536
9.49047e-008,1.2217
9.49471e-008,1.0676
9.49896e-008,0.9072
9.50320e-008,0.7524
9.50744e-008,0.5766
9.51169e-008,0.4475
9.51593e-008,0.3611
9.52017e-008,0.2965
9.52441e-008,0.2518
9.52866e-008,0.2314
9.53290e-008,0.2169
9.53714e-008,0.2098
9.54138e-008,0.2059
9.54563e-008,0.2045
9.54987e-008,0.2062
9.55411e-008,0.2062
9.55835e-008,0.2041
9.56259e-008,0.2072
9.56684e-008,0.2139
9.57108e-008,0.2148
9.57532e-008,0.1975
9.57956e-008,0.1921
9.58381e-008,0.1974
9.58805e-008,0.1951
9.59229e-008,0.2028
9.59653e-008,0.2144
9.60078e-008,0.2192
9.60502e-008,0.2213
9.60926e-008,0.2253
9.61351e-008,0.2251
9.61775e-008,0.2243
9.62199e-008,0.2238
9.62623e-008,0.2233
9.63048e-008,0.2237
9.63472e-008,0.2229
9.63896e-008,0.2211
9.64320e-008,0.2220
9.64745e-008,0.2238
9.65169e-008,0.2229
9.65593e-008,0.2189
9.66017e-008,0.2195
9.66442e-008,0.2220
9.66866e-008,0.2213
9.67290e-008,0.2222
9.67714e-008,0.2236
9.68138e-008,0.2220
9.68563e-008,0.2206
9.68987e-008,0.2210
9.69411e-008,0.2205
9.69835e-008,0.2201
9.70260e-008,0.2202
9.70684e-008,0.2204
9.71108e-008,0.2207
9.71532e-008,0.2205
9.71957e-008,0.2199
9.72381e-008,0.2204
9.72805e-008,0.2210
9.73230e-008,0.2205
9.73654e-008,0.2196
9.74078e-008,0.2201
9.74502e-008,0.2207
9.74927e-008,0.2203
9.75351e-008,0.2204
9.75775e-008,0.2206
9.76199e-008,0.2199
9.76624e-008,0.2197
9.77048e-008,0.2251
9.77472e-008,0.3073
9.77896e-008,0.4492
9.78321e-008,0.5987
9.78745e-008,0.7851
9.79169e-008,0.9233
9.79593e-008,1.0375
9.80017e-008,1.1178
9.80442e-008,1.1789
9.80866e-008,1.2144
9.81290e-008,1.2388
9.81714e-008,1.2510
9.82139e-008,1.2593
9.82563e-008,1.2641
9.82987e-008,1.2655
9.83412e-008,1.2654
9.83836e-008,1.2675
9.84260e-008,1.2661
9.84684e-008,1.2632
9.85109e-008,1.2579
9.85533e-008,1.2658
9.85957e-008,1.2753
9.86381e-008,1.2618
9.86806e-008,1.1411
9.87230e-008,0.9365
9.87654e-008,0.7805
9.88078e-008,0.5965
9.88503e-008,0.4587
9.88927e-008,0.3622
9.89351e-008,0.2989
9.89775e-008,0.2493
9.90199e-008,0.2282
9.90624e-008,0.2144
9.91048e-008,0.2072
9.91472e-008,0.2034
9.91896e-008,0.2027
9.92321e-008,0.2033
9.92745e-008,0.2045
9.93169e-008,0.2012
9.93593e-008,0.2049
9.94018e-008,0.2126
9.94442e-008,0.2177
9.94866e-008,0.2027
9.95291e-008,0.1860
9.95715e-008,0.1916
9.96139e-008,0.1938
9.96563e-008,0.2001
9.96988e-008,0.2124
9.97412e-008,0.2192
9.97836e-008,0.2206
9.98260e-008,0.2241
9.98685e-008,0.2252
9.99109e-008,0.2238
9.99533e-008,0.2232
9.99957e-008,0.2226
1.000382e-007,0.2228
1.000806e-007,0.2225
1.001230e-007,0.2204
1.001654e-007,0.2208
1.002078e-007,0.2231
1.002503e-007,0.2235
1.002927e-007,0.2193
1.003351e-007,0.2171
1.003775e-007,0.2205
1.004200e-007,0.2216
1.004624e-007,0.2219
1.005048e-007,0.2232
1.005472e-007,0.2220
1.005897e-007,0.2200
1.006321e-007,0.2201
1.006745e-007,0.2203
1.007170e-007,0.2196
1.007594e-007,0.2197
1.008018e-007,0.2199
1.008442e-007,0.2202
1.008867e-007,0.2202
1.009291e-007,0.2195
1.009715e-007,0.2198
1.010139e-007,0.2207
1.010564e-007,0.2205
1.010988e-007,0.2193
1.011412e-007,0.2192
1.011836e-007,0.2203
1.012260e-007,0.2203
1.012685e-007,0.2201
1.013109e-007,0.2202
1.013533e-007,0.2197
1.013957e-007,0.2192
1.014382e-007,0.2197
1.014806e-007,0.2199
1.015230e-007,0.2197
1.015654e-007,0.2197
1.016079e-007,0.2198
1.016503e-007,0.2198
1.016927e-007,0.2197
1.017352e-007,0.2195
1.017776e-007,0.2196
1.018200e-007,0.2199
1.018624e-007,0.2197
1.019049e-007,0.2194
1.019473e-007,0.2195
1.019897e-007,0.2197
1.020321e-007,0.2197
1.020746e-007,0.2196
1.021170e-007,0.2196
1.021594e-007,0.2194
1.022018e-007,0.2194
1.022443e-007,0.2196
1.022867e-007,0.2196
1.023291e-007,0.2195
1.023715e-007,0.2197
1.024139e-007,0.2528
1.024564e-007,0.3815
1.024988e-007,0.5180
1.025412e-007,0.6977
1.025836e-007,0.8591
1.026261e-007,0.9858
1.026685e-007,1.0813
1.027109e-007,1.1516
1.027533e-007,1.1987
1.027958e-007,1.2278
1.028382e-007,1.2458
1.028806e-007,1.2551
1.029231e-007,1.2617
1.029655e-007,1.2647
1.030079e-007,1.2648
1.030503e-007,1.2662
1.030928e-007,1.2667
1.031352e-007,1.2648
1.031776e-007,1.2595
1.032200e-007,1.2597
1.032625e-007,1.2717
1.033049e-007,1.2731
1.033473e-007,1.2208
1.033897e-007,1.0313
1.034321e-007,0.8574
1.034746e-007,0.6854
1.035170e-007,0.5194
1.035594e-007,0.4039
1.036018e-007,0.3274
1.036443e-007,0.2705
1.036867e-007,0.2356
1.037291e-007,0.2204
1.037715e-007,0.2097
1.038140e-007,0.2046
1.038564e-007,0.2025
1.038988e-007,0.2025
1.039413e-007,0.2041
1.039837e-007,0.2025
1.040261e-007,0.2017
1.040685e-007,0.2083
1.041110e-007,0.2163
1.041534e-007,0.2126
1.041958e-007,0.1912
1.042382e-007,0.1873
1.042807e-007,0.1934
1.043231e-007,0.1952
1.043655e-007,0.2063
1.044079e-007,0.2166
1.044504e-007,0.2199
1.044928e-007,0.2218
1.045352e-007,0.2251
1.045776e-007,0.2241
1.046200e-007,0.2233
1.046625e-007,0.2226
1.047049e-007,0.2224
1.047473e-007,0.2227
1.047897e-007,0.2213
1.048322e-007,0.2199
1.048746e-007,0.2218
1.049170e-007,0.2236
1.049594e-007,0.2216
1.050019e-007,0.2170
1.050443e-007,0.2184
1.050867e-007,0.2213
1.051292e-007,0.2213
1.051716e-007,0.2225
1.052140e-007,0.2362
1.052564e-007,0.3380
1.052989e-007,0.4757
1.053413e-007,0.6392
1.053837e-007,0.8170
1.054261e-007,0.9494
1.054686e-007,1.0565
1.055110e-007,1.1327
1.055534e-007,1.1884
1.055958e-007,1.2201
1.056383e-007,1.2418
1.056807e-007,1.2534
1.057231e-007,1.2614
1.057655e-007,1.2645
1.058079e-007,1.2645
1.058504e-007,1.2657
1.058928e-007,1.2680
1.059352e-007,1.2661
1.059776e-007,1.2622
1.060201e-007,1.2585
1.060625e-007,1.2680
1.061049e-007,1.2747
1.061473e-007,1.2498
1.061898e-007,1.0960
1.062322e-007,0.9016
1.062746e-007,0.7417
1.063171e-007,0.5620
1.063595e-007,0.4345
1.064019e-007,0.3465
1.064443e-007,0.2864
1.064868e-007,0.2427
1.065292e-007,0.2251
1.065716e-007,0.2121
1.066140e-007,0.2059
1.066565e-007,0.2031
1.066989e-007,0.2028
1.067413e-007,0.2037
1.067837e-007,0.2039
1.068261e-007,0.2011
1.068686e-007,0.2062
1.069110e-007,0.2142
1.069534e-007,0.2167
1.069958e-007,0.1976
1.070383e-007,0.1858
1.070807e-007,0.2008
1.071231e-007,0.3061
1.071655e-007,0.4754
1.072080e-007,0.6433
1.072504e-007,0.8316
1.072928e-007,0.9620
1.073353e-007,1.0704
1.073777e-007,1.1427
1.074201e-007,1.1963
1.074625e-007,1.2256
1.075050e-007,1.2464
1.075474e-007,1.2565
1.075898e-007,1.2629
1.076322e-007,1.2650
1.076747e-007,1.2669
1.077171e-007,1.2687
1.077595e-007,1.2705
1.078019e-007,1.2644
1.078444e-007,1.2597
1.078868e-007,1.2577
1.079292e-007,1.2694
1.079716e-007,1.2812
1.080140e-007,1.2815
1.080565e-007,1.2810
1.080989e-007,1.2712
1.081413e-007,1.2622
1.081837e-007,1.2564
1.082262e-007,1.2536
1.082686e-007,1.2512
1.083110e-007,1.2514
1.083534e-007,1.2519
1.083959e-007,1.2526
1.084383e-007,1.2534
1.084807e-007,1.2539
1.085232e-007,1.2550
1.085656e-007,1.2561
1.086080e-007,1.2552
1.086504e-007,1.2543
1.086929e-007,1.2547
1.087353e-007,1.2575
1.087777e-007,1.2589
1.088201e-007,1.2573
1.088626e-007,1.2562
1.089050e-007,1.2547
1.089474e-007,1.2543
1.089898e-007,1.2556
1.090322e-007,1.2569
1.090747e-007,1.2572
1.091171e-007,1.2574
1.091595e-007,1.2576
1.092019e-007,1.2574
1.092444e-007,1.2573
1.092868e-007,1.2572
1.093292e-007,1.2573
1.093716e-007,1.2575
1.094141e-007,1.2572
1.094565e-007,1.2569
1.094989e-007,1.2571
1.095414e-007,1.2578
1.095838e-007,1.2579
1.096262e-007,1.2573
1.096686e-007,1.2571
1.097111e-007,1.2571
1.097535e-007,1.2573
1.097959e-007,1.2578
1.098383e-007,1.2580
1.098808e-007,1.2521
1.099232e-007,1.1711
1.099656e-007,0.9879
1.100080e-007,0.8466
1.100505e-007,0.6699
1.100929e-007,0.5144
1.101353e-007,0.4046
1.101777e-007,0.3321
1.102201e-007,0.2733
1.102626e-007,0.2425
1.103050e-007,0.2245
1.103474e-007,0.2141
1.103898e-007,0.2089
1.104323e-007,0.2061
1.104747e-007,0.2054
1.105171e-007,0.2074
1.105595e-007,0.2054
1.106020e-007,0.2060
1.106444e-007,0.2107
1.106868e-007,0.2178
1.107293e-007,0.2090
1.107717e-007,0.1922
1.108141e-007,0.1957
1.108565e-007,0.1970
1.108990e-007,0.1978
1.109414e-007,0.2092
1.109838e-007,0.2182
1.110262e-007,0.2205
1.110687e-007,0.2239
1.111111e-007,0.2262
1.111535e-007,0.2252
1.111959e-007,0.2248
1.112384e-007,0.2240
1.112808e-007,0.2239
1.113232e-007,0.2241
1.113656e-007,0.2225
1.114080e-007,0.2217
1.114505e-007,0.2234
1.114929e-007,0.2245
1.115353e-007,0.2216
1.115777e-007,0.2187
1.116202e-007,0.2214
1.116626e-007,0.2224
1.117050e-007,0.2218
1.117474e-007,0.2236
1.117899e-007,0.2236
1.118323e-007,0.2215
1.118747e-007,0.2212
1.119172e-007,0.2213
1.119596e-007,0.2206
1.120020e-007,0.2206
1.120444e-007,0.2207
1.120869e-007,0.2209
1.121293e-007,0.2211
1.121717e-007,0.2206
1.122141e-007,0.2204
1.122566e-007,0.2212
1.122990e-007,0.2213
1.123414e-007,0.2203
1.123838e-007,0.2199
1.124262e-007,0.2209
1.124687e-007,0.2209
1.125111e-007,0.2205
1.125535e-007,0.2209
1.125959e-007,0.2207
1.126384e-007,0.2200
1.126808e-007,0.2203
1.127232e-007,0.2474
1.127656e-007,0.3711
1.128081e-007,0.5078
1.128505e-007,0.6838
1.128929e-007,0.8496
1.129354e-007,0.9776
1.129778e-007,1.0757
1.130202e-007,1.1475
1.130626e-007,1.1970
1.131051e-007,1.2266
1.131475e-007,1.2454
1.131899e-007,1.2551
1.132323e-007,1.2622
1.132748e-007,1.2654
1.133172e-007,1.2655
1.133596e-007,1.2667
1.134020e-007,1.2675
1.134445e-007,1.2655
1.134869e-007,1.2606
1.135293e-007,1.2598
1.135717e-007,1.2715
1.136141e-007,1.2745
1.136566e-007,1.2302
1.136990e-007,1.0483
1.137414e-007,0.8691
1.137838e-007,0.7004
1.138263e-007,0.5303
1.138687e-007,0.4120
1.139111e-007,0.3326
1.139535e-007,0.2749
1.139960e-007,0.2376
1.140384e-007,0.2221
1.140808e-007,0.2107
1.141233e-007,0.2054
1.141657e-007,0.2031
1.142081e-007,0.2029
1.142505e-007,0.2044
1.142930e-007,0.2033
1.143354e-007,0.2019
1.143778e-007,0.2082
1.144202e-007,0.2163
1.144627e-007,0.2142
1.145051e-007,0.1931
1.145475e-007,0.1872
1.145899e-007,0.2122
1.146323e-007,0.3436
1.146748e-007,0.5088
1.147172e-007,0.6871
1.147596e-007,0.8633
1.148020e-007,0.9883
1.148445e-007,1.0887
1.148869e-007,1.1563
1.149293e-007,1.2046
1.149717e-007,1.2309
1.150142e-007,1.2495
1.150566e-007,1.2584
1.150990e-007,1.2638
1.151415e-007,1.2656
1.151839e-007,1.2675
1.152263e-007,1.2696
1.152687e-007,1.2698
1.153112e-007,1.2633
1.153536e-007,1.2591
1.153960e-007,1.2591
1.154384e-007,1.2732
1.154809e-007,1.2819
1.155233e-007,1.2819
1.155657e-007,1.2799
1.156081e-007,1.2690
1.156506e-007,1.2610
1.156930e-007,1.2558
1.157354e-007,1.2534
1.157778e-007,1.2512
1.158202e-007,1.2518
1.158627e-007,1.2522
1.159051e-007,1.2531
1.159475e-007,1.2537
1.159899e-007,1.2543
1.160324e-007,1.2555
1.160748e-007,1.2563
1.161172e-007,1.2551
1.161596e-007,1.2545
1.162021e-007,1.2553
1.162445e-007,1.2583
1.162869e-007,1.2589
1.163294e-007,1.2572
1.163718e-007,1.2562
1.164142e-007,1.2545
1.164566e-007,1.2389
1.164991e-007,1.1166
1.165415e-007,0.9417
1.165839e-007,0.7980
1.166263e-007,0.6167
1.166688e-007,0.4763
1.167112e-007,0.3795
1.167536e-007,0.3122
1.167960e-007,0.2601
1.168385e-007,0.2365
1.168809e-007,0.2200
1.169233e-007,0.2114
1.169657e-007,0.2069
1.170081e-007,0.2052
1.170506e-007,0.2061
1.170930e-007,0.2073
1.171354e-007,0.2043
1.171778e-007,0.2063
1.172203e-007,0.2122
1.172627e-007,0.2171
1.173051e-007,0.2029
1.173476e-007,0.1916
1.173900e-007,0.2026
1.174324e-007,0.2934
1.174748e-007,0.4593
1.175173e-007,0.6252
1.175597e-007,0.8185
1.176021e-007,0.9526
1.176445e-007,1.0643
1.176870e-007,1.1391
1.177294e-007,1.1945
1.177718e-007,1.2253
1.178142e-007,1.2465
1.178567e-007,1.2573
1.178991e-007,1.2640
1.179415e-007,1.2663
1.179839e-007,1.2676
1.180263e-007,1.2690
1.180688e-007,1.2715
1.181112e-007,1.2665
1.181536e-007,1.2619
1.181960e-007,1.2587
1.182385e-007,1.2681
1.182809e-007,1.2805
1.183233e-007,1.2823
1.183657e-007,1.2828
1.184082e-007,1.2734
1.184506e-007,1.2639
1.184930e-007,1.2576
1.185355e-007,1.2545
1.185779e-007,1.2521
1.186203e-007,1.2520
1.186627e-007,1.2526
1.187052e-007,1.2534
1.187476e-007,1.2542
1.187900e-007,1.2545
1.188324e-007,1.2555
1.188749e-007,1.2568
1.189173e-007,1.2561
1.189597e-007,1.2552
1.190021e-007,1.2553
1.190446e-007,1.2576
1.190870e-007,1.2594
1.191294e-007,1.2582
1.191718e-007,1.2572
1.192142e-007,1.2555
1.192567e-007,1.2548
1.192991e-007,1.2560
1.193415e-007,1.2574
1.193840e-007,1.2578
1.194264e-007,1.2580
1.194688e-007,1.2582
1.195112e-007,1.2580
1.195536e-007,1.2579
1.195961e-007,1.2577
1.196385e-007,1.2578
1.196809e-007,1.2581
1.197234e-007,1.2578
1.197658e-007,1.2574
1.198082e-007,1.2576
1.198506e-007,1.2581
1.198930e-007,1.2584
1.199355e-007,1.2579
1.199779e-007,1.2577
1.200203e-007,1.2575
1.200628e-007,1.2577
1.201052e-007,1.2582
1.201476e-007,1.2585
1.201900e-007,1.2582
1.202325e-007,1.2581
1.202749e-007,1.2581
1.203173e-007,1.2580
1.203597e-007,1.2581
1.204021e-007,1.2581
1.204446e-007,1.2582
1.204870e-007,1.2583
1.205294e-007,1.2582
1.205719e-007,1.2581
1.206143e-007,1.2582
1.206567e-007,1.2584
1.206991e-007,1.2584
1.207415e-007,1.2583
1.207840e-007,1.2583
1.208264e-007,1.2583
1.208688e-007,1.2584
1.209113e-007,1.2585
1.209537e-007,1.2585
1.209961e-007,1.2584
1.210385e-007,1.2584
1.210809e-007,1.2584
1.211234e-007,1.2585
1.211658e-007,1.2585
1.212082e-007,1.2585
1.212507e-007,1.2585
1.212931e-007,1.2585
1.213355e-007,1.2585
1.213779e-007,1.2585
1.214204e-007,1.2586
1.214628e-007,1.2586
1.215052e-007,1.2586
1.215476e-007,1.2586
1.215900e-007,1.2586
1.216325e-007,1.2586
1.216749e-007,1.2586
1.217173e-007,1.2587
1.217598e-007,1.2587
1.218022e-007,1.2586
1.218446e-007,1.2586
1.218870e-007,1.2587
1.219294e-007,1.2587
1.219719e-007,1.2587
1.220143e-007,1.2587
1.220567e-007,1.2587
1.220992e-007,1.2587
1.221416e-007,1.2587
1.221840e-007,1.2587
1.222264e-007,1.2588
1.222688e-007,1.2588
1.223113e-007,1.2588
1.223537e-007,1.2588
1.223961e-007,1.2588
1.224385e-007,1.2588
1.224810e-007,1.2588
1.225234e-007,1.2588
1.225658e-007,1.2588
1.226083e-007,1.2588
1.226507e-007,1.2588
1.226931e-007,1.2588
1.227355e-007,1.2589
1.227779e-007,1.2589
1.228204e-007,1.2589
1.228628e-007,1.2589
1.229052e-007,1.2589
1.229477e-007,1.2589
1.229901e-007,1.2589
1.230325e-007,1.2589
1.230749e-007,1.2589
1.231173e-007,1.2589
1.231598e-007,1.2589
1.232022e-007,1.2589
1.232446e-007,1.2589
1.232871e-007,1.2589
1.233295e-007,1.2589
1.233719e-007,1.2589
1.234143e-007,1.2589
1.234567e-007,1.2590
1.234992e-007,1.2590
1.235416e-007,1.2590
1.235840e-007,1.2590
1.236264e-007,1.2590
1.236689e-007,1.2590
1.237113e-007,1.2590
1.237537e-007,1.2590
