.HEADER
..NAMES
Time,V U2.C3
.DATA
4.53947e-008,0.2203
4.54372e-008,0.2203
4.54796e-008,0.2200
4.55220e-008,0.2200
4.55645e-008,0.2203
4.56069e-008,0.2202
4.56493e-008,0.2199
4.56917e-008,0.2199
4.57342e-008,0.2201
4.57766e-008,0.2200
4.58190e-008,0.2199
4.58614e-008,0.2200
4.59038e-008,0.2199
4.59463e-008,0.2198
4.59887e-008,0.2199
4.60311e-008,0.2200
4.60735e-008,0.2199
4.61160e-008,0.2198
4.61584e-008,0.2198
4.62008e-008,0.2198
4.62433e-008,0.2198
4.62857e-008,0.2197
4.63281e-008,0.2197
4.63705e-008,0.2198
4.64129e-008,0.2198
4.64554e-008,0.2197
4.64978e-008,0.2197
4.65402e-008,0.2197
4.65826e-008,0.2197
4.66251e-008,0.2197
4.66675e-008,0.2197
4.67099e-008,0.2196
4.67524e-008,0.2196
4.67948e-008,0.2196
4.68372e-008,0.2197
4.68796e-008,0.2196
4.69221e-008,0.2196
4.69645e-008,0.2196
4.70069e-008,0.2196
4.70493e-008,0.2196
4.70917e-008,0.2358
4.71342e-008,0.3474
4.71766e-008,0.4860
4.72190e-008,0.6526
4.72615e-008,0.8273
4.73039e-008,0.9583
4.73463e-008,1.0625
4.73887e-008,1.1370
4.74312e-008,1.1905
4.74736e-008,1.2217
4.75160e-008,1.2430
4.75584e-008,1.2533
4.76008e-008,1.2606
4.76433e-008,1.2644
4.76857e-008,1.2650
4.77281e-008,1.2656
4.77705e-008,1.2671
4.78130e-008,1.2654
4.78554e-008,1.2611
4.78978e-008,1.2581
4.79403e-008,1.2692
4.79827e-008,1.2749
4.80251e-008,1.2442
4.80675e-008,1.0811
4.81099e-008,0.8912
4.81524e-008,0.7290
4.81948e-008,0.5517
4.82372e-008,0.4272
4.82796e-008,0.3419
4.83221e-008,0.2828
4.83645e-008,0.2406
4.84069e-008,0.2238
4.84494e-008,0.2115
4.84918e-008,0.2057
4.85342e-008,0.2027
4.85766e-008,0.2025
4.86191e-008,0.2037
4.86615e-008,0.2035
4.87039e-008,0.2010
4.87463e-008,0.2067
4.87887e-008,0.2147
4.88312e-008,0.2157
4.88736e-008,0.1959
4.89160e-008,0.1860
4.89585e-008,0.1929
4.90009e-008,0.1942
4.90433e-008,0.2034
4.90857e-008,0.2149
4.91282e-008,0.2197
4.91706e-008,0.2211
4.92130e-008,0.2248
4.92554e-008,0.2246
4.92978e-008,0.2235
4.93403e-008,0.2228
4.93827e-008,0.2225
4.94251e-008,0.2228
4.94676e-008,0.2219
4.95100e-008,0.2199
4.95524e-008,0.2213
4.95948e-008,0.2235
4.96373e-008,0.2226
4.96797e-008,0.2178
4.97221e-008,0.2176
4.97645e-008,0.2211
4.98069e-008,0.2213
4.98494e-008,0.2222
4.98918e-008,0.2231
4.99342e-008,0.2212
4.99766e-008,0.2197
5.00191e-008,0.2202
5.00615e-008,0.2199
5.01039e-008,0.2195
5.01464e-008,0.2196
5.01888e-008,0.2199
5.02312e-008,0.2202
5.02736e-008,0.2199
5.03160e-008,0.2193
5.03585e-008,0.2199
5.04009e-008,0.2207
5.04433e-008,0.2201
5.04857e-008,0.2190
5.05282e-008,0.2194
5.05706e-008,0.2203
5.06130e-008,0.2201
5.06555e-008,0.2200
5.06979e-008,0.2201
5.07403e-008,0.2194
5.07827e-008,0.2192
5.08252e-008,0.2197
5.08676e-008,0.2198
5.09100e-008,0.2196
5.09524e-008,0.2197
5.09948e-008,0.2197
5.10373e-008,0.2198
5.10797e-008,0.2196
5.11221e-008,0.2194
5.11646e-008,0.2196
5.12070e-008,0.2198
5.12494e-008,0.2195
5.12918e-008,0.2193
5.13343e-008,0.2195
5.13767e-008,0.2197
5.14191e-008,0.2195
5.14615e-008,0.2195
5.15039e-008,0.2195
5.15464e-008,0.2193
5.15888e-008,0.2193
5.16312e-008,0.2195
5.16736e-008,0.2195
5.17161e-008,0.2194
5.17585e-008,0.2210
5.18009e-008,0.2802
5.18434e-008,0.4209
5.18858e-008,0.5614
5.19282e-008,0.7495
5.19706e-008,0.8960
5.20130e-008,1.0165
5.20555e-008,1.1024
5.20979e-008,1.1678
5.21403e-008,1.2076
5.21827e-008,1.2343
5.22252e-008,1.2487
5.22676e-008,1.2572
5.23100e-008,1.2628
5.23525e-008,1.2649
5.23949e-008,1.2647
5.24373e-008,1.2668
5.24797e-008,1.2662
5.25222e-008,1.2638
5.25646e-008,1.2579
5.26070e-008,1.2625
5.26494e-008,1.2740
5.26918e-008,1.2683
5.27343e-008,1.1792
5.27767e-008,0.9735
5.28191e-008,0.8145
5.28616e-008,0.6324
5.29040e-008,0.4830
5.29464e-008,0.3783
5.29888e-008,0.3106
5.30313e-008,0.2571
5.30737e-008,0.2308
5.31161e-008,0.2165
5.31585e-008,0.2079
5.32009e-008,0.2036
5.32434e-008,0.2024
5.32858e-008,0.2026
5.33282e-008,0.2043
5.33707e-008,0.2013
5.34131e-008,0.2031
5.34555e-008,0.2105
5.34979e-008,0.2175
5.35404e-008,0.2071
5.35828e-008,0.1871
5.36252e-008,0.1901
5.36676e-008,0.2430
5.37100e-008,0.4057
5.37525e-008,0.5644
5.37949e-008,0.7575
5.38373e-008,0.9090
5.38797e-008,1.0284
5.39222e-008,1.1144
5.39646e-008,1.1762
5.40070e-008,1.2148
5.40495e-008,1.2385
5.40919e-008,1.2528
5.41343e-008,1.2604
5.41767e-008,1.2641
5.42192e-008,1.2660
5.42616e-008,1.2675
5.43040e-008,1.2703
5.43464e-008,1.2672
5.43888e-008,1.2614
5.44313e-008,1.2574
5.44737e-008,1.2623
5.45161e-008,1.2778
5.45586e-008,1.2778
5.46010e-008,1.2106
5.46434e-008,1.0083
5.46858e-008,0.8396
5.47283e-008,0.6656
5.47707e-008,0.5058
5.48131e-008,0.3945
5.48555e-008,0.3217
5.48979e-008,0.2664
5.49404e-008,0.2348
5.49828e-008,0.2196
5.50252e-008,0.2095
5.50677e-008,0.2054
5.51101e-008,0.2038
5.51525e-008,0.2029
5.51949e-008,0.2039
5.52374e-008,0.2024
5.52798e-008,0.2031
5.53222e-008,0.2106
5.53646e-008,0.2181
5.54070e-008,0.2110
5.54495e-008,0.1888
5.54919e-008,0.1879
5.55343e-008,0.1944
5.55767e-008,0.1968
5.56192e-008,0.2082
5.56616e-008,0.2177
5.57040e-008,0.2204
5.57465e-008,0.2226
5.57889e-008,0.2254
5.58313e-008,0.2242
5.58737e-008,0.2237
5.59161e-008,0.2230
5.59586e-008,0.2227
5.60010e-008,0.2228
5.60434e-008,0.2214
5.60858e-008,0.2204
5.61283e-008,0.2226
5.61707e-008,0.2240
5.62131e-008,0.2212
5.62556e-008,0.2168
5.62980e-008,0.2191
5.63404e-008,0.2220
5.63828e-008,0.2217
5.64253e-008,0.2228
5.64677e-008,0.2228
5.65101e-008,0.2206
5.65525e-008,0.2199
5.65949e-008,0.2204
5.66374e-008,0.2198
5.66798e-008,0.2197
5.67222e-008,0.2199
5.67647e-008,0.2201
5.68071e-008,0.2203
5.68495e-008,0.2198
5.68919e-008,0.2196
5.69344e-008,0.2204
5.69768e-008,0.2208
5.70192e-008,0.2197
5.70616e-008,0.2189
5.71040e-008,0.2199
5.71465e-008,0.2205
5.71889e-008,0.2201
5.72313e-008,0.2201
5.72738e-008,0.2200
5.73162e-008,0.2193
5.73586e-008,0.2195
5.74010e-008,0.2320
5.74435e-008,0.3363
5.74859e-008,0.4759
5.75283e-008,0.6377
5.75707e-008,0.8164
5.76131e-008,0.9491
5.76556e-008,1.0559
5.76980e-008,1.1319
5.77404e-008,1.1878
5.77828e-008,1.2200
5.78253e-008,1.2418
5.78677e-008,1.2525
5.79101e-008,1.2604
5.79526e-008,1.2645
5.79950e-008,1.2652
5.80374e-008,1.2655
5.80798e-008,1.2672
5.81223e-008,1.2655
5.81647e-008,1.2617
5.82071e-008,1.2580
5.82495e-008,1.2683
5.82919e-008,1.2751
5.83344e-008,1.2501
5.83768e-008,1.0979
5.84192e-008,0.9030
5.84617e-008,0.7433
5.85041e-008,0.5633
5.85465e-008,0.4355
5.85889e-008,0.3472
5.86314e-008,0.2870
5.86738e-008,0.2426
5.87162e-008,0.2250
5.87586e-008,0.2122
5.88010e-008,0.2060
5.88435e-008,0.2029
5.88859e-008,0.2025
5.89283e-008,0.2035
5.89708e-008,0.2038
5.90132e-008,0.2009
5.90556e-008,0.2062
5.90980e-008,0.2141
5.91405e-008,0.2164
5.91829e-008,0.1976
5.92253e-008,0.1857
5.92677e-008,0.2004
5.93101e-008,0.3043
5.93526e-008,0.4737
5.93950e-008,0.6411
5.94374e-008,0.8298
5.94798e-008,0.9606
5.95223e-008,1.0693
5.95647e-008,1.1420
5.96071e-008,1.1958
5.96496e-008,1.2252
5.96920e-008,1.2461
5.97344e-008,1.2564
5.97768e-008,1.2627
5.98192e-008,1.2649
5.98617e-008,1.2668
5.99041e-008,1.2686
5.99465e-008,1.2704
5.99889e-008,1.2644
6.00314e-008,1.2597
6.00738e-008,1.2576
6.01162e-008,1.2691
6.01586e-008,1.2809
6.02011e-008,1.2654
6.02435e-008,1.1370
6.02859e-008,0.9291
6.03283e-008,0.7743
6.03708e-008,0.5920
6.04132e-008,0.4556
6.04556e-008,0.3602
6.04981e-008,0.2980
6.05405e-008,0.2493
6.05829e-008,0.2285
6.06253e-008,0.2143
6.06678e-008,0.2076
6.07102e-008,0.2045
6.07526e-008,0.2036
6.07950e-008,0.2030
6.08375e-008,0.2041
6.08799e-008,0.2016
6.09223e-008,0.2061
6.09647e-008,0.2140
6.10071e-008,0.2182
6.10496e-008,0.2016
6.10920e-008,0.1851
6.11344e-008,0.1948
6.11768e-008,0.2749
6.12193e-008,0.4438
6.12617e-008,0.6042
6.13041e-008,0.7981
6.13465e-008,0.9368
6.13890e-008,1.0512
6.14314e-008,1.1295
6.14738e-008,1.1875
6.15163e-008,1.2209
6.15587e-008,1.2432
6.16011e-008,1.2549
6.16435e-008,1.2619
6.16860e-008,1.2650
6.17284e-008,1.2670
6.17708e-008,1.2686
6.18132e-008,1.2708
6.18557e-008,1.2656
6.18981e-008,1.2606
6.19405e-008,1.2578
6.19829e-008,1.2664
6.20254e-008,1.2802
6.20678e-008,1.2730
6.21102e-008,1.1752
6.21526e-008,0.9646
6.21950e-008,0.8068
6.22375e-008,0.6259
6.22799e-008,0.4789
6.23223e-008,0.3759
6.23647e-008,0.3094
6.24072e-008,0.2569
6.24496e-008,0.2316
6.24920e-008,0.2169
6.25344e-008,0.2087
6.25769e-008,0.2052
6.26193e-008,0.2039
6.26617e-008,0.2030
6.27042e-008,0.2043
6.27466e-008,0.2022
6.27890e-008,0.2049
6.28314e-008,0.2125
6.28739e-008,0.2187
6.29163e-008,0.2065
6.29587e-008,0.1864
6.30011e-008,0.1903
6.30436e-008,0.1947
6.30860e-008,0.1990
6.31284e-008,0.2110
6.31708e-008,0.2191
6.32132e-008,0.2208
6.32557e-008,0.2237
6.32981e-008,0.2256
6.33405e-008,0.2242
6.33829e-008,0.2238
6.34254e-008,0.2231
6.34678e-008,0.2229
6.35102e-008,0.2229
6.35526e-008,0.2212
6.35951e-008,0.2209
6.36375e-008,0.2232
6.36799e-008,0.2240
6.37224e-008,0.2202
6.37648e-008,0.2169
6.38072e-008,0.2202
6.38496e-008,0.2221
6.38921e-008,0.2219
6.39345e-008,0.2232
6.39769e-008,0.2226
6.40193e-008,0.2204
6.40618e-008,0.2202
6.41042e-008,0.2205
6.41466e-008,0.2199
6.41890e-008,0.2199
6.42315e-008,0.2201
6.42739e-008,0.2203
6.43163e-008,0.2204
6.43587e-008,0.2198
6.44011e-008,0.2198
6.44436e-008,0.2208
6.44860e-008,0.2208
6.45284e-008,0.2196
6.45708e-008,0.2192
6.46133e-008,0.2203
6.46557e-008,0.2206
6.46981e-008,0.2202
6.47405e-008,0.2203
6.47830e-008,0.2200
6.48254e-008,0.2194
6.48678e-008,0.2199
6.49103e-008,0.2463
6.49527e-008,0.3691
6.49951e-008,0.5059
6.50375e-008,0.6812
6.50800e-008,0.8477
6.51224e-008,0.9759
6.51648e-008,1.0745
6.52072e-008,1.1464
6.52497e-008,1.1963
6.52921e-008,1.2259
6.53345e-008,1.2448
6.53769e-008,1.2545
6.54193e-008,1.2617
6.54618e-008,1.2650
6.55042e-008,1.2651
6.55466e-008,1.2662
6.55890e-008,1.2670
6.56315e-008,1.2651
6.56739e-008,1.2604
6.57163e-008,1.2594
6.57587e-008,1.2710
6.58012e-008,1.2742
6.58436e-008,1.2311
6.58860e-008,1.0504
6.59284e-008,0.8705
6.59709e-008,0.7023
6.60133e-008,0.5316
6.60557e-008,0.4128
6.60982e-008,0.3330
6.61406e-008,0.2752
6.61830e-008,0.2375
6.62254e-008,0.2219
6.62679e-008,0.2105
6.63103e-008,0.2052
6.63527e-008,0.2028
6.63951e-008,0.2026
6.64376e-008,0.2041
6.64800e-008,0.2031
6.65224e-008,0.2016
6.65648e-008,0.2079
6.66072e-008,0.2159
6.66497e-008,0.2141
6.66921e-008,0.1930
6.67345e-008,0.1868
6.67769e-008,0.2113
6.68194e-008,0.3415
6.68618e-008,0.5069
6.69042e-008,0.6847
6.69466e-008,0.8615
6.69891e-008,0.9868
6.70315e-008,1.0876
6.70739e-008,1.1555
6.71164e-008,1.2040
6.71588e-008,1.2304
6.72012e-008,1.2491
6.72436e-008,1.2581
6.72861e-008,1.2635
6.73285e-008,1.2654
6.73709e-008,1.2672
6.74133e-008,1.2694
6.74558e-008,1.2696
6.74982e-008,1.2632
6.75406e-008,1.2589
6.75830e-008,1.2588
6.76255e-008,1.2728
6.76679e-008,1.2811
6.77103e-008,1.2518
6.77527e-008,1.0902
6.77951e-008,0.8943
6.78376e-008,0.7355
6.78800e-008,0.5576
6.79224e-008,0.4315
6.79648e-008,0.3450
6.80073e-008,0.2859
6.80497e-008,0.2428
6.80921e-008,0.2253
6.81345e-008,0.2123
6.81770e-008,0.2068
6.82194e-008,0.2043
6.82618e-008,0.2034
6.83043e-008,0.2034
6.83467e-008,0.2037
6.83891e-008,0.2019
6.84315e-008,0.2078
6.84740e-008,0.2158
6.85164e-008,0.2167
6.85588e-008,0.1963
6.86012e-008,0.1853
6.86437e-008,0.2018
6.86861e-008,0.3089
6.87285e-008,0.4779
6.87709e-008,0.6457
6.88133e-008,0.8334
6.88558e-008,0.9634
6.88982e-008,1.0714
6.89406e-008,1.1434
6.89830e-008,1.1970
6.90255e-008,1.2262
6.90679e-008,1.2467
6.91103e-008,1.2567
6.91527e-008,1.2631
6.91952e-008,1.2654
6.92376e-008,1.2674
6.92800e-008,1.2692
6.93225e-008,1.2705
6.93649e-008,1.2642
6.94073e-008,1.2599
6.94497e-008,1.2583
6.94922e-008,1.2700
6.95346e-008,1.2813
6.95770e-008,1.2645
6.96194e-008,1.1326
6.96619e-008,0.9257
6.97043e-008,0.7708
6.97467e-008,0.5886
6.97891e-008,0.4534
6.98316e-008,0.3589
6.98740e-008,0.2971
6.99164e-008,0.2488
6.99588e-008,0.2284
7.00012e-008,0.2144
7.00437e-008,0.2078
7.00861e-008,0.2047
7.01285e-008,0.2037
7.01709e-008,0.2032
7.02134e-008,0.2043
7.02558e-008,0.2019
7.02982e-008,0.2065
7.03406e-008,0.2143
7.03831e-008,0.2183
7.04255e-008,0.2012
7.04679e-008,0.1853
7.05104e-008,0.1955
7.05528e-008,0.2780
7.05952e-008,0.4473
7.06376e-008,0.6082
7.06801e-008,0.8019
7.07225e-008,0.9395
7.07649e-008,1.0535
7.08073e-008,1.1310
7.08498e-008,1.1887
7.08922e-008,1.2216
7.09346e-008,1.2437
7.09770e-008,1.2552
7.10194e-008,1.2623
7.10619e-008,1.2652
7.11043e-008,1.2672
7.11467e-008,1.2688
7.11891e-008,1.2710
7.12316e-008,1.2656
7.12740e-008,1.2607
7.13164e-008,1.2580
7.13588e-008,1.2669
7.14013e-008,1.2806
7.14437e-008,1.2817
7.14861e-008,1.2819
7.15286e-008,1.2737
7.15710e-008,1.2639
7.16134e-008,1.2576
7.16558e-008,1.2544
7.16983e-008,1.2520
7.17407e-008,1.2515
7.17831e-008,1.2521
7.18255e-008,1.2527
7.18680e-008,1.2536
7.19104e-008,1.2541
7.19528e-008,1.2551
7.19952e-008,1.2563
7.20377e-008,1.2556
7.20801e-008,1.2547
7.21225e-008,1.2549
7.21649e-008,1.2572
7.22073e-008,1.2592
7.22498e-008,1.2578
7.22922e-008,1.2566
7.23346e-008,1.2553
7.23770e-008,1.2505
7.24195e-008,1.1834
7.24619e-008,1.0045
7.25043e-008,0.8613
7.25467e-008,0.6878
7.25892e-008,0.5274
7.26316e-008,0.4132
7.26740e-008,0.3381
7.27165e-008,0.2776
7.27589e-008,0.2442
7.28013e-008,0.2259
7.28437e-008,0.2142
7.28862e-008,0.2084
7.29286e-008,0.2057
7.29710e-008,0.2053
7.30134e-008,0.2075
7.30559e-008,0.2053
7.30983e-008,0.2049
7.31407e-008,0.2092
7.31831e-008,0.2167
7.32256e-008,0.2106
7.32680e-008,0.1933
7.33104e-008,0.1949
7.33528e-008,0.1969
7.33952e-008,0.1967
7.34377e-008,0.2076
7.34801e-008,0.2173
7.35225e-008,0.2200
7.35649e-008,0.2233
7.36074e-008,0.2260
7.36498e-008,0.2250
7.36922e-008,0.2245
7.37346e-008,0.2239
7.37771e-008,0.2237
7.38195e-008,0.2240
7.38619e-008,0.2224
7.39044e-008,0.2213
7.39468e-008,0.2229
7.39892e-008,0.2244
7.40316e-008,0.2219
7.40741e-008,0.2186
7.41165e-008,0.2209
7.41589e-008,0.2222
7.42013e-008,0.2215
7.42438e-008,0.2233
7.42862e-008,0.2236
7.43286e-008,0.2215
7.43710e-008,0.2210
7.44134e-008,0.2212
7.44559e-008,0.2205
7.44983e-008,0.2204
7.45407e-008,0.2205
7.45831e-008,0.2208
7.46256e-008,0.2210
7.46680e-008,0.2205
7.47104e-008,0.2202
7.47528e-008,0.2210
7.47953e-008,0.2212
7.48377e-008,0.2203
7.48801e-008,0.2198
7.49226e-008,0.2206
7.49650e-008,0.2208
7.50074e-008,0.2204
7.50498e-008,0.2207
7.50923e-008,0.2206
7.51347e-008,0.2199
7.51771e-008,0.2201
7.52195e-008,0.2204
7.52620e-008,0.2202
7.53044e-008,0.2202
7.53468e-008,0.2203
7.53892e-008,0.2203
7.54317e-008,0.2203
7.54741e-008,0.2200
7.55165e-008,0.2200
7.55589e-008,0.2202
7.56013e-008,0.2202
7.56438e-008,0.2199
7.56862e-008,0.2199
7.57286e-008,0.2201
7.57710e-008,0.2201
7.58135e-008,0.2199
7.58559e-008,0.2200
7.58983e-008,0.2199
7.59407e-008,0.2198
7.59832e-008,0.2199
7.60256e-008,0.2200
7.60680e-008,0.2199
7.61105e-008,0.2198
7.61529e-008,0.2348
7.61953e-008,0.3432
7.62377e-008,0.4820
7.62802e-008,0.6466
7.63226e-008,0.8230
7.63650e-008,0.9547
7.64074e-008,1.0600
7.64499e-008,1.1350
7.64923e-008,1.1895
7.65347e-008,1.2211
7.65771e-008,1.2427
7.66195e-008,1.2532
7.66620e-008,1.2606
7.67044e-008,1.2645
7.67468e-008,1.2652
7.67892e-008,1.2657
7.68317e-008,1.2673
7.68741e-008,1.2657
7.69165e-008,1.2615
7.69589e-008,1.2582
7.70014e-008,1.2690
7.70438e-008,1.2751
7.70862e-008,1.2470
7.71287e-008,1.0885
7.71711e-008,0.8964
7.72135e-008,0.7354
7.72559e-008,0.5568
7.72984e-008,0.4308
7.73408e-008,0.3443
7.73832e-008,0.2848
7.74256e-008,0.2416
7.74681e-008,0.2244
7.75105e-008,0.2119
7.75529e-008,0.2060
7.75953e-008,0.2030
7.76378e-008,0.2026
7.76802e-008,0.2038
7.77226e-008,0.2037
7.77650e-008,0.2011
7.78074e-008,0.2066
7.78499e-008,0.2146
7.78923e-008,0.2162
7.79347e-008,0.1968
7.79771e-008,0.1860
7.80196e-008,0.2018
7.80620e-008,0.3110
7.81044e-008,0.4802
7.81468e-008,0.6493
7.81893e-008,0.8363
7.82317e-008,0.9657
7.82741e-008,1.0731
7.83166e-008,1.1447
7.83590e-008,1.1977
7.84014e-008,1.2263
7.84438e-008,1.2468
7.84863e-008,1.2568
7.85287e-008,1.2630
7.85711e-008,1.2651
7.86135e-008,1.2671
7.86560e-008,1.2689
7.86984e-008,1.2704
7.87408e-008,1.2642
7.87832e-008,1.2597
7.88257e-008,1.2578
7.88681e-008,1.2699
7.89105e-008,1.2814
7.89529e-008,1.2816
7.89953e-008,1.2809
7.90378e-008,1.2709
7.90802e-008,1.2621
7.91226e-008,1.2563
7.91650e-008,1.2536
7.92075e-008,1.2512
7.92499e-008,1.2515
7.92923e-008,1.2520
7.93347e-008,1.2527
7.93772e-008,1.2535
7.94196e-008,1.2540
7.94620e-008,1.2551
7.95045e-008,1.2562
7.95469e-008,1.2552
7.95893e-008,1.2544
7.96317e-008,1.2548
7.96742e-008,1.2576
7.97166e-008,1.2590
7.97590e-008,1.2573
7.98014e-008,1.2563
7.98439e-008,1.2547
7.98863e-008,1.2458
7.99287e-008,1.1494
7.99711e-008,0.9687
8.00135e-008,0.8286
8.00560e-008,0.6483
8.00984e-008,0.4989
8.01408e-008,0.3941
8.01832e-008,0.3238
8.02257e-008,0.2673
8.02681e-008,0.2399
8.03105e-008,0.2224
8.03529e-008,0.2125
8.03954e-008,0.2074
8.04378e-008,0.2053
8.04802e-008,0.2056
8.05227e-008,0.2075
8.05651e-008,0.2045
8.06075e-008,0.2055
8.06499e-008,0.2106
8.06924e-008,0.2173
8.07348e-008,0.2064
8.07772e-008,0.1917
8.08196e-008,0.1963
8.08621e-008,0.1960
8.09045e-008,0.1983
8.09469e-008,0.2101
8.09893e-008,0.2183
8.10318e-008,0.2203
8.10742e-008,0.2242
8.11166e-008,0.2258
8.11590e-008,0.2247
8.12014e-008,0.2243
8.12439e-008,0.2236
8.12863e-008,0.2237
8.13287e-008,0.2238
8.13711e-008,0.2218
8.14136e-008,0.2214
8.14560e-008,0.2233
8.14984e-008,0.2242
8.15408e-008,0.2209
8.15833e-008,0.2186
8.16257e-008,0.2215
8.16681e-008,0.2219
8.17106e-008,0.2216
8.17530e-008,0.2235
8.17954e-008,0.2232
8.18378e-008,0.2211
8.18803e-008,0.2210
8.19227e-008,0.2210
8.19651e-008,0.2203
8.20075e-008,0.2203
8.20500e-008,0.2205
8.20924e-008,0.2208
8.21348e-008,0.2209
8.21772e-008,0.2203
8.22196e-008,0.2202
8.22621e-008,0.2211
8.23045e-008,0.2211
8.23469e-008,0.2200
8.23893e-008,0.2198
8.24318e-008,0.2208
8.24742e-008,0.2207
8.25166e-008,0.2204
8.25590e-008,0.2208
8.26015e-008,0.2204
8.26439e-008,0.2198
8.26863e-008,0.2201
8.27288e-008,0.2203
8.27712e-008,0.2201
8.28136e-008,0.2202
8.28560e-008,0.2202
8.28985e-008,0.2203
8.29409e-008,0.2202
8.29833e-008,0.2199
8.30257e-008,0.2200
8.30682e-008,0.2202
8.31106e-008,0.2201
8.31530e-008,0.2198
8.31954e-008,0.2199
8.32379e-008,0.2201
8.32803e-008,0.2200
8.33227e-008,0.2199
8.33651e-008,0.2200
8.34075e-008,0.2199
8.34500e-008,0.2197
8.34924e-008,0.2199
8.35348e-008,0.2199
8.35772e-008,0.2198
8.36197e-008,0.2199
8.36621e-008,0.2487
8.37045e-008,0.3751
8.37469e-008,0.5116
8.37894e-008,0.6891
8.38318e-008,0.8532
8.38742e-008,0.9808
8.39167e-008,1.0779
8.39591e-008,1.1491
8.40015e-008,1.1975
8.40439e-008,1.2269
8.40864e-008,1.2455
8.41288e-008,1.2550
8.41712e-008,1.2617
8.42136e-008,1.2649
8.42561e-008,1.2650
8.42985e-008,1.2663
8.43409e-008,1.2670
8.43833e-008,1.2652
8.44257e-008,1.2600
8.44682e-008,1.2595
8.45106e-008,1.2715
8.45530e-008,1.2739
8.45954e-008,1.2263
8.46379e-008,1.0409
8.46803e-008,0.8641
8.47227e-008,0.6940
8.47651e-008,0.5255
8.48076e-008,0.4084
8.48500e-008,0.3303
8.48924e-008,0.2730
8.49349e-008,0.2366
8.49773e-008,0.2212
8.50197e-008,0.2102
8.50621e-008,0.2050
8.51046e-008,0.2027
8.51470e-008,0.2027
8.51894e-008,0.2042
8.52318e-008,0.2028
8.52743e-008,0.2017
8.53167e-008,0.2082
8.53591e-008,0.2162
8.54015e-008,0.2135
8.54440e-008,0.1921
8.54864e-008,0.1871
8.55288e-008,0.2135
8.55712e-008,0.3487
8.56136e-008,0.5133
8.56561e-008,0.6931
8.56985e-008,0.8673
8.57409e-008,0.9918
8.57833e-008,1.0909
8.58258e-008,1.1580
8.58682e-008,1.2055
8.59106e-008,1.2314
8.59530e-008,1.2497
8.59955e-008,1.2584
8.60379e-008,1.2637
8.60803e-008,1.2655
8.61228e-008,1.2673
8.61652e-008,1.2695
8.62076e-008,1.2695
8.62500e-008,1.2630
8.62925e-008,1.2588
8.63349e-008,1.2590
8.63773e-008,1.2735
8.64197e-008,1.2811
8.64622e-008,1.2484
8.65046e-008,1.0804
8.65470e-008,0.8876
8.65894e-008,0.7275
8.66319e-008,0.5510
8.66743e-008,0.4269
8.67167e-008,0.3421
8.67591e-008,0.2836
8.68015e-008,0.2417
8.68440e-008,0.2247
8.68864e-008,0.2120
8.69288e-008,0.2067
8.69712e-008,0.2042
8.70137e-008,0.2034
8.70561e-008,0.2035
8.70985e-008,0.2037
8.71409e-008,0.2020
8.71834e-008,0.2082
8.72258e-008,0.2162
8.72682e-008,0.2163
8.73107e-008,0.1953
8.73531e-008,0.1855
8.73955e-008,0.1937
8.74379e-008,0.1953
8.74804e-008,0.2043
8.75228e-008,0.2155
8.75652e-008,0.2203
8.76076e-008,0.2217
8.76501e-008,0.2252
8.76925e-008,0.2249
8.77349e-008,0.2240
8.77773e-008,0.2235
8.78197e-008,0.2229
8.78622e-008,0.2230
8.79046e-008,0.2222
8.79470e-008,0.2205
8.79894e-008,0.2219
8.80319e-008,0.2240
8.80743e-008,0.2228
8.81167e-008,0.2179
8.81591e-008,0.2179
8.82016e-008,0.2217
8.82440e-008,0.2219
8.82864e-008,0.2225
8.83289e-008,0.2233
8.83713e-008,0.2215
8.84137e-008,0.2200
8.84561e-008,0.2205
8.84986e-008,0.2202
8.85410e-008,0.2198
8.85834e-008,0.2200
8.86258e-008,0.2202
8.86683e-008,0.2204
8.87107e-008,0.2202
8.87531e-008,0.2197
8.87955e-008,0.2203
8.88380e-008,0.2210
8.88804e-008,0.2203
8.89228e-008,0.2191
8.89652e-008,0.2196
8.90076e-008,0.2207
8.90501e-008,0.2204
8.90925e-008,0.2202
8.91349e-008,0.2203
8.91773e-008,0.2196
8.92198e-008,0.2194
8.92622e-008,0.2200
8.93046e-008,0.2200
8.93470e-008,0.2198
8.93895e-008,0.2199
8.94319e-008,0.2199
8.94743e-008,0.2200
8.95168e-008,0.2198
8.95592e-008,0.2196
8.96016e-008,0.2198
8.96440e-008,0.2200
8.96865e-008,0.2197
8.97289e-008,0.2194
8.97713e-008,0.2197
8.98137e-008,0.2199
8.98562e-008,0.2197
8.98986e-008,0.2197
8.99410e-008,0.2197
8.99834e-008,0.2195
9.00258e-008,0.2195
9.00683e-008,0.2197
9.01107e-008,0.2197
9.01531e-008,0.2195
9.01955e-008,0.2211
9.02380e-008,0.2794
9.02804e-008,0.4197
9.03228e-008,0.5599
9.03652e-008,0.7479
9.04077e-008,0.8948
9.04501e-008,1.0155
9.04925e-008,1.1018
9.05350e-008,1.1673
9.05774e-008,1.2074
9.06198e-008,1.2342
9.06622e-008,1.2487
9.07047e-008,1.2573
9.07471e-008,1.2629
9.07895e-008,1.2650
9.08319e-008,1.2648
9.08744e-008,1.2669
9.09168e-008,1.2663
