.HEADER
..NAMES
Time,V U2.F3&G3
.DATA
4.51402e-008,1.2409
4.51826e-008,1.2528
4.52251e-008,1.2660
4.52675e-008,1.2743
4.53099e-008,1.2754
4.53523e-008,1.2756
4.53947e-008,1.2745
4.54372e-008,1.2710
4.54796e-008,1.2651
4.55220e-008,1.2647
4.55645e-008,1.2602
4.56069e-008,1.2379
4.56493e-008,1.1331
4.56917e-008,0.9628
4.57342e-008,0.8049
4.57766e-008,0.6203
4.58190e-008,0.4639
4.58614e-008,0.3589
4.59038e-008,0.2930
4.59463e-008,0.2503
4.59887e-008,0.2303
4.60311e-008,0.2261
4.60735e-008,0.2220
4.61160e-008,0.2118
4.61584e-008,0.1986
4.62008e-008,0.1904
4.62433e-008,0.1926
4.62857e-008,0.1969
4.63281e-008,0.1976
4.63705e-008,0.1978
4.64129e-008,0.2037
4.64554e-008,0.2064
4.64978e-008,0.2099
4.65402e-008,0.2254
4.65826e-008,0.2993
4.66251e-008,0.4332
4.66675e-008,0.5725
4.67099e-008,0.7561
4.67524e-008,0.9119
4.67948e-008,1.0272
4.68372e-008,1.1113
4.68796e-008,1.1688
4.69221e-008,1.2042
4.69645e-008,1.2243
4.70069e-008,1.2386
4.70493e-008,1.2503
4.70917e-008,1.2635
4.71342e-008,1.2734
4.71766e-008,1.2754
4.72190e-008,1.2757
4.72615e-008,1.2748
4.73039e-008,1.2721
4.73463e-008,1.2659
4.73887e-008,1.2646
4.74312e-008,1.2619
4.74736e-008,1.2458
4.75160e-008,1.1627
4.75584e-008,0.9948
4.76008e-008,0.8379
4.76433e-008,0.6560
4.76857e-008,0.4905
4.77281e-008,0.3758
4.77705e-008,0.3035
4.78130e-008,0.2571
4.78554e-008,0.2325
4.78978e-008,0.2264
4.79403e-008,0.2233
4.79827e-008,0.2142
4.80251e-008,0.2011
4.80675e-008,0.1912
4.81099e-008,0.1917
4.81524e-008,0.1962
4.81948e-008,0.1979
4.82372e-008,0.1972
4.82796e-008,0.2025
4.83221e-008,0.2062
4.83645e-008,0.2086
4.84069e-008,0.2204
4.84494e-008,0.2771
4.84918e-008,0.4071
4.85342e-008,0.5417
4.85766e-008,0.7199
4.86191e-008,0.8852
4.86615e-008,1.0072
4.87039e-008,1.0973
4.87463e-008,1.1593
4.87887e-008,1.1989
4.88312e-008,1.2210
4.88736e-008,1.2361
4.89160e-008,1.2480
4.89585e-008,1.2609
4.90009e-008,1.2721
4.90433e-008,1.2754
4.90857e-008,1.2757
4.91282e-008,1.2751
4.91706e-008,1.2730
4.92130e-008,1.2670
4.92554e-008,1.2645
4.92978e-008,1.2632
4.93403e-008,1.2513
4.93827e-008,1.1884
4.94251e-008,1.0282
4.94676e-008,0.8691
4.95100e-008,0.6926
4.95524e-008,0.5192
4.95948e-008,0.3943
4.96373e-008,0.3151
4.96797e-008,0.2648
4.97221e-008,0.2354
4.97645e-008,0.2269
4.98069e-008,0.2243
4.98494e-008,0.2164
4.98918e-008,0.2037
4.99342e-008,0.1924
4.99766e-008,0.1909
5.00191e-008,0.1954
5.00615e-008,0.1979
5.01039e-008,0.1971
5.01464e-008,0.2012
5.01888e-008,0.2060
5.02312e-008,0.2076
5.02736e-008,0.2168
5.03160e-008,0.2586
5.03585e-008,0.3805
5.04009e-008,0.5134
5.04433e-008,0.6827
5.04857e-008,0.8567
5.05282e-008,0.9860
5.05706e-008,1.0821
5.06130e-008,1.1489
5.06555e-008,1.1929
5.06979e-008,1.2175
5.07403e-008,1.2335
5.07827e-008,1.2457
5.08252e-008,1.2583
5.08676e-008,1.2705
5.09100e-008,1.2752
5.09524e-008,1.2756
5.09948e-008,1.2753
5.10373e-008,1.2736
5.10797e-008,1.2683
5.11221e-008,1.2644
5.11646e-008,1.2640
5.12070e-008,1.2551
5.12494e-008,1.2092
5.12918e-008,1.0625
5.13343e-008,0.8991
5.13767e-008,0.7296
5.14191e-008,0.5499
5.14615e-008,0.4146
5.15039e-008,0.3278
5.15464e-008,0.2731
5.15888e-008,0.2392
5.16312e-008,0.2276
5.16736e-008,0.2251
5.17161e-008,0.2185
5.17585e-008,0.2064
5.18009e-008,0.1941
5.18434e-008,0.1904
5.18858e-008,0.1946
5.19282e-008,0.1978
5.19706e-008,0.1971
5.20130e-008,0.1999
5.20555e-008,0.2056
5.20979e-008,0.2070
5.21403e-008,0.2141
5.21827e-008,0.2441
5.22252e-008,0.3534
5.22676e-008,0.4869
5.23100e-008,0.6455
5.23525e-008,0.8265
5.23949e-008,0.9636
5.24373e-008,1.0657
5.24797e-008,1.1378
5.25222e-008,1.1861
5.25646e-008,1.2136
5.26070e-008,1.2307
5.26494e-008,1.2435
5.26918e-008,1.2556
5.27343e-008,1.2685
5.27767e-008,1.2750
5.28191e-008,1.2755
5.28616e-008,1.2755
5.29040e-008,1.2741
5.29464e-008,1.2696
5.29888e-008,1.2646
5.30313e-008,1.2645
5.30737e-008,1.2579
5.31161e-008,1.2253
5.31585e-008,1.0967
5.32009e-008,0.9289
5.32434e-008,0.7661
5.32858e-008,0.5823
5.33282e-008,0.4368
5.33707e-008,0.3417
5.34131e-008,0.2822
5.34555e-008,0.2439
5.34979e-008,0.2286
5.35404e-008,0.2257
5.35828e-008,0.2203
5.36252e-008,0.2090
5.36676e-008,0.1961
5.37100e-008,0.1902
5.37525e-008,0.1937
5.37949e-008,0.1974
5.38373e-008,0.1974
5.38797e-008,0.1987
5.39222e-008,0.2049
5.39646e-008,0.2066
5.40070e-008,0.2119
5.40495e-008,0.2335
5.40919e-008,0.3268
5.41343e-008,0.4613
5.41767e-008,0.6096
5.42192e-008,0.7942
5.42616e-008,0.9398
5.43040e-008,1.0480
5.43464e-008,1.1258
5.43888e-008,1.1784
5.44313e-008,1.2095
5.44737e-008,1.2277
5.45161e-008,1.2412
5.45586e-008,1.2531
5.46010e-008,1.2662
5.46434e-008,1.2744
5.46858e-008,1.2755
5.47283e-008,1.2757
5.47707e-008,1.2745
5.48131e-008,1.2709
5.48555e-008,1.2650
5.48979e-008,1.2647
5.49404e-008,1.2601
5.49828e-008,1.2370
5.50252e-008,1.1296
5.50677e-008,0.9594
5.51101e-008,0.8012
5.51525e-008,0.6164
5.51949e-008,0.4611
5.52374e-008,0.3571
5.52798e-008,0.2918
5.53222e-008,0.2496
5.53646e-008,0.2301
5.54070e-008,0.2261
5.54495e-008,0.2219
5.54919e-008,0.2115
5.55343e-008,0.1984
5.55767e-008,0.1904
5.56192e-008,0.1927
5.56616e-008,0.1970
5.57040e-008,0.1976
5.57465e-008,0.1979
5.57889e-008,0.2039
5.58313e-008,0.2064
5.58737e-008,0.2101
5.59161e-008,0.2260
5.59586e-008,0.3016
5.60010e-008,0.4359
5.60434e-008,0.5758
5.60858e-008,0.7598
5.61283e-008,0.9147
5.61707e-008,1.0293
5.62131e-008,1.1128
5.62556e-008,1.1698
5.62980e-008,1.2048
5.63404e-008,1.2246
5.63828e-008,1.2389
5.64253e-008,1.2506
5.64677e-008,1.2638
5.65101e-008,1.2736
5.65525e-008,1.2754
5.65949e-008,1.2757
5.66374e-008,1.2748
5.66798e-008,1.2720
5.67222e-008,1.2658
5.67647e-008,1.2646
5.68071e-008,1.2618
5.68495e-008,1.2452
5.68919e-008,1.1597
5.69344e-008,0.9912
5.69768e-008,0.8344
5.70192e-008,0.6519
5.70616e-008,0.4875
5.71040e-008,0.3739
5.71465e-008,0.3023
5.71889e-008,0.2563
5.72313e-008,0.2322
5.72738e-008,0.2264
5.73162e-008,0.2232
5.73586e-008,0.2140
5.74010e-008,0.2009
5.74435e-008,0.1911
5.74859e-008,0.1918
5.75283e-008,0.1963
5.75707e-008,0.1979
5.76131e-008,0.1973
5.76556e-008,0.2027
5.76980e-008,0.2063
5.77404e-008,0.2087
5.77828e-008,0.2209
5.78253e-008,0.2791
5.78677e-008,0.4099
5.79101e-008,0.5448
5.79526e-008,0.7237
5.79950e-008,0.8881
5.80374e-008,1.0094
5.80798e-008,1.0988
5.81223e-008,1.1603
5.81647e-008,1.1996
5.82071e-008,1.2214
5.82495e-008,1.2364
5.82919e-008,1.2483
5.83344e-008,1.2612
5.83768e-008,1.2723
5.84192e-008,1.2754
5.84617e-008,1.2757
5.85041e-008,1.2751
5.85465e-008,1.2729
5.85889e-008,1.2669
5.86314e-008,1.2645
5.86738e-008,1.2631
5.87162e-008,1.2509
5.87586e-008,1.1859
5.88010e-008,1.0244
5.88435e-008,0.8658
5.88859e-008,0.6886
5.89283e-008,0.5159
5.89708e-008,0.3922
5.90132e-008,0.3137
5.90556e-008,0.2639
5.90980e-008,0.2351
5.91405e-008,0.2269
5.91829e-008,0.2243
5.92253e-008,0.2162
5.92677e-008,0.2035
5.93101e-008,0.1923
5.93526e-008,0.1910
5.93950e-008,0.1956
5.94374e-008,0.1979
5.94798e-008,0.1971
5.95223e-008,0.2014
5.95647e-008,0.2061
5.96071e-008,0.2077
5.96496e-008,0.2172
5.96920e-008,0.2602
5.97344e-008,0.3833
5.97768e-008,0.5163
5.98192e-008,0.6866
5.98617e-008,0.8598
5.99041e-008,0.9883
5.99465e-008,1.0837
5.99889e-008,1.1501
6.00314e-008,1.1936
6.00738e-008,1.2179
6.01162e-008,1.2338
6.01586e-008,1.2460
6.02011e-008,1.2586
6.02435e-008,1.2707
6.02859e-008,1.2753
6.03283e-008,1.2756
6.03708e-008,1.2753
6.04132e-008,1.2736
6.04556e-008,1.2682
6.04981e-008,1.2644
6.05405e-008,1.2640
6.05829e-008,1.2548
6.06253e-008,1.2073
6.06678e-008,1.0586
6.07102e-008,0.8958
6.07526e-008,0.7256
6.07950e-008,0.5463
6.08375e-008,0.4122
6.08799e-008,0.3263
6.09223e-008,0.2722
6.09647e-008,0.2387
6.10071e-008,0.2275
6.10496e-008,0.2251
6.10920e-008,0.2183
6.11344e-008,0.2061
6.11768e-008,0.1939
6.12193e-008,0.1904
6.12617e-008,0.1947
6.13041e-008,0.1978
6.13465e-008,0.1971
6.13890e-008,0.2001
6.14314e-008,0.2057
6.14738e-008,0.2070
6.15163e-008,0.2144
6.15587e-008,0.2453
6.16011e-008,0.3562
6.16435e-008,0.4896
6.16860e-008,0.6493
6.17284e-008,0.8298
6.17708e-008,0.9660
6.18132e-008,1.0675
6.18557e-008,1.1390
6.18981e-008,1.1869
6.19405e-008,1.2141
6.19829e-008,1.2310
6.20254e-008,1.2437
6.20678e-008,1.2559
6.21102e-008,1.2688
6.21526e-008,1.2750
6.21950e-008,1.2756
6.22375e-008,1.2755
6.22799e-008,1.2741
6.23223e-008,1.2695
6.23647e-008,1.2646
6.24072e-008,1.2645
6.24496e-008,1.2577
6.24920e-008,1.2239
6.25344e-008,1.0930
6.25769e-008,0.9255
6.26193e-008,0.7621
6.26617e-008,0.5785
6.27042e-008,0.4342
6.27466e-008,0.3401
6.27890e-008,0.2811
6.28314e-008,0.2433
6.28739e-008,0.2285
6.29163e-008,0.2257
6.29587e-008,0.2201
6.30011e-008,0.2087
6.30436e-008,0.1959
6.30860e-008,0.1902
6.31284e-008,0.1938
6.31708e-008,0.1975
6.32132e-008,0.1973
6.32557e-008,0.1989
6.32981e-008,0.2050
6.33405e-008,0.2066
6.33829e-008,0.2121
6.34254e-008,0.2343
6.34678e-008,0.3294
6.35102e-008,0.4640
6.35526e-008,0.6133
6.35951e-008,0.7977
6.36375e-008,0.9425
6.36799e-008,1.0500
6.37224e-008,1.1271
6.37648e-008,1.1792
6.38072e-008,1.2100
6.38496e-008,1.2281
6.38921e-008,1.2415
6.39345e-008,1.2534
6.39769e-008,1.2665
6.40193e-008,1.2745
6.40618e-008,1.2755
6.41042e-008,1.2757
6.41466e-008,1.2745
6.41890e-008,1.2708
6.42315e-008,1.2650
6.42739e-008,1.2647
6.43163e-008,1.2599
6.43587e-008,1.2361
6.44011e-008,1.1261
6.44436e-008,0.9559
6.44860e-008,0.7974
6.45284e-008,0.6125
6.45708e-008,0.4582
6.46133e-008,0.3553
6.46557e-008,0.2907
6.46981e-008,0.2489
6.47405e-008,0.2300
6.47830e-008,0.2261
6.48254e-008,0.2217
6.48678e-008,0.2113
6.49103e-008,0.1981
6.49527e-008,0.1904
6.49951e-008,0.1929
6.50375e-008,0.1971
6.50800e-008,0.1976
6.51224e-008,0.1979
6.51648e-008,0.2041
6.52072e-008,0.2064
6.52497e-008,0.2103
6.52921e-008,0.2266
6.53345e-008,0.3040
6.53769e-008,0.4386
6.54193e-008,0.5793
6.54618e-008,0.7636
6.55042e-008,0.9175
6.55466e-008,1.0314
6.55890e-008,1.1143
6.56315e-008,1.1708
6.56739e-008,1.2054
6.57163e-008,1.2250
6.57587e-008,1.2391
6.58012e-008,1.2509
6.58436e-008,1.2641
6.58860e-008,1.2737
6.59284e-008,1.2755
6.59709e-008,1.2757
6.60133e-008,1.2748
6.60557e-008,1.2719
6.60982e-008,1.2658
6.61406e-008,1.2647
6.61830e-008,1.2617
6.62254e-008,1.2446
6.62679e-008,1.1566
6.63103e-008,0.9875
6.63527e-008,0.8308
6.63951e-008,0.6479
6.64376e-008,0.4843
6.64800e-008,0.3719
6.65224e-008,0.3011
6.65648e-008,0.2555
6.66072e-008,0.2320
6.66497e-008,0.2264
6.66921e-008,0.2231
6.67345e-008,0.2137
6.67769e-008,0.2006
6.68194e-008,0.1910
6.68618e-008,0.1919
6.69042e-008,0.1964
6.69466e-008,0.1979
6.69891e-008,0.1973
6.70315e-008,0.2029
6.70739e-008,0.2063
6.71164e-008,0.2089
6.71588e-008,0.2213
6.72012e-008,0.2811
6.72436e-008,0.4126
6.72861e-008,0.5479
6.73285e-008,0.7276
6.73709e-008,0.8910
6.74133e-008,1.0116
6.74558e-008,1.1004
6.74982e-008,1.1614
6.75406e-008,1.2002
6.75830e-008,1.2218
6.76255e-008,1.2367
6.76679e-008,1.2485
6.77103e-008,1.2615
6.77527e-008,1.2725
6.77951e-008,1.2754
6.78376e-008,1.2757
6.78800e-008,1.2750
6.79224e-008,1.2729
6.79648e-008,1.2668
6.80073e-008,1.2645
6.80497e-008,1.2630
6.80921e-008,1.2505
6.81345e-008,1.1833
6.81770e-008,1.0206
6.82194e-008,0.8624
6.82618e-008,0.6845
6.83043e-008,0.5126
6.83467e-008,0.3900
6.83891e-008,0.3124
6.84315e-008,0.2630
6.84740e-008,0.2347
6.85164e-008,0.2269
6.85588e-008,0.2242
6.86012e-008,0.2160
6.86437e-008,0.2032
6.86861e-008,0.1921
6.87285e-008,0.1911
6.87709e-008,0.1957
6.88133e-008,0.1980
6.88558e-008,0.1971
6.88982e-008,0.2015
6.89406e-008,0.2061
6.89830e-008,0.2078
6.90255e-008,0.2175
6.90679e-008,0.2618
6.91103e-008,0.3860
6.91527e-008,0.5191
6.91952e-008,0.6905
6.92376e-008,0.8629
6.92800e-008,0.9906
6.93225e-008,1.0855
6.93649e-008,1.1512
6.94073e-008,1.1943
6.94497e-008,1.2183
6.94922e-008,1.2341
6.95346e-008,1.2462
6.95770e-008,1.2589
6.96194e-008,1.2709
6.96619e-008,1.2754
6.97043e-008,1.2757
6.97467e-008,1.2753
6.97891e-008,1.2736
6.98316e-008,1.2681
6.98740e-008,1.2644
6.99164e-008,1.2639
6.99588e-008,1.2544
7.00012e-008,1.2051
7.00437e-008,1.0546
7.00861e-008,0.8923
7.01285e-008,0.7213
7.01709e-008,0.5427
7.02134e-008,0.4098
7.02558e-008,0.3248
7.02982e-008,0.2712
7.03406e-008,0.2383
7.03831e-008,0.2275
7.04255e-008,0.2250
7.04679e-008,0.2181
7.05104e-008,0.2058
7.05528e-008,0.1937
7.05952e-008,0.1905
7.06376e-008,0.1949
7.06801e-008,0.1979
7.07225e-008,0.1971
7.07649e-008,0.2002
7.08073e-008,0.2057
7.08498e-008,0.2071
7.08922e-008,0.2147
7.09346e-008,0.2465
7.09770e-008,0.3590
7.10194e-008,0.4923
7.10619e-008,0.6532
7.11043e-008,0.8330
7.11467e-008,0.9685
7.11891e-008,1.0693
7.12316e-008,1.1402
7.12740e-008,1.1877
7.13164e-008,1.2146
7.13588e-008,1.2313
7.14013e-008,1.2440
7.14437e-008,1.2562
7.14861e-008,1.2690
7.15286e-008,1.2751
7.15710e-008,1.2756
7.16134e-008,1.2755
7.16558e-008,1.2741
7.16983e-008,1.2694
7.17407e-008,1.2646
7.17831e-008,1.2645
7.18255e-008,1.2574
7.18680e-008,1.2222
7.19104e-008,1.0891
7.19528e-008,0.9221
7.19952e-008,0.7580
7.20377e-008,0.5748
7.20801e-008,0.4315
7.21225e-008,0.3385
7.21649e-008,0.2801
7.22073e-008,0.2428
7.22498e-008,0.2284
7.22922e-008,0.2256
7.23346e-008,0.2199
7.23770e-008,0.2085
7.24195e-008,0.1956
7.24619e-008,0.1902
7.25043e-008,0.1939
7.25467e-008,0.1976
7.25892e-008,0.1973
7.26316e-008,0.1990
7.26740e-008,0.2051
7.27165e-008,0.2067
7.27589e-008,0.2124
7.28013e-008,0.2352
7.28437e-008,0.3320
7.28862e-008,0.4666
7.29286e-008,0.6169
7.29710e-008,0.8011
7.30134e-008,0.9450
7.30559e-008,1.0520
7.30983e-008,1.1284
7.31407e-008,1.1801
7.31831e-008,1.2105
7.32256e-008,1.2285
7.32680e-008,1.2417
7.33104e-008,1.2536
7.33528e-008,1.2668
7.33952e-008,1.2747
7.34377e-008,1.2755
7.34801e-008,1.2757
7.35225e-008,1.2744
7.35649e-008,1.2707
7.36074e-008,1.2650
7.36498e-008,1.2647
7.36922e-008,1.2597
7.37346e-008,1.2348
7.37771e-008,1.1225
7.38195e-008,0.9524
7.38619e-008,0.7935
7.39044e-008,0.6086
7.39468e-008,0.4553
7.39892e-008,0.3535
7.40316e-008,0.2896
7.40741e-008,0.2483
7.41165e-008,0.2298
7.41589e-008,0.2261
7.42013e-008,0.2216
7.42438e-008,0.2110
7.42862e-008,0.1979
7.43286e-008,0.1903
7.43710e-008,0.1930
7.44134e-008,0.1971
7.44559e-008,0.1976
7.44983e-008,0.1980
7.45407e-008,0.2042
7.45831e-008,0.2065
7.46256e-008,0.2105
7.46680e-008,0.2273
7.47104e-008,0.3063
7.47528e-008,0.4411
7.47953e-008,0.5826
7.48377e-008,0.7671
7.48801e-008,0.9202
7.49226e-008,1.0334
7.49650e-008,1.1157
7.50074e-008,1.1717
7.50498e-008,1.2059
7.50923e-008,1.2254
7.51347e-008,1.2394
7.51771e-008,1.2511
7.52195e-008,1.2643
7.52620e-008,1.2739
7.53044e-008,1.2755
7.53468e-008,1.2758
7.53892e-008,1.2747
7.54317e-008,1.2718
7.54741e-008,1.2657
7.55165e-008,1.2647
7.55589e-008,1.2615
7.56013e-008,1.2437
7.56438e-008,1.1534
7.56862e-008,0.9839
7.57286e-008,0.8271
7.57710e-008,0.6438
7.58135e-008,0.4813
7.58559e-008,0.3699
7.58983e-008,0.2999
7.59407e-008,0.2548
7.59832e-008,0.2318
7.60256e-008,0.2264
7.60680e-008,0.2230
7.61105e-008,0.2135
7.61529e-008,0.2003
7.61953e-008,0.1909
7.62377e-008,0.1920
7.62802e-008,0.1965
7.63226e-008,0.1979
7.63650e-008,0.1974
7.64074e-008,0.2030
7.64499e-008,0.2063
7.64923e-008,0.2090
7.65347e-008,0.2218
7.65771e-008,0.2831
7.66195e-008,0.4153
7.66620e-008,0.5510
7.67044e-008,0.7314
7.67468e-008,0.8939
7.67892e-008,1.0138
7.68317e-008,1.1020
7.68741e-008,1.1625
7.69165e-008,1.2008
7.69589e-008,1.2222
7.70014e-008,1.2370
7.70438e-008,1.2488
7.70862e-008,1.2618
7.71287e-008,1.2727
7.71711e-008,1.2755
7.72135e-008,1.2758
7.72559e-008,1.2750
7.72984e-008,1.2728
7.73408e-008,1.2667
7.73832e-008,1.2646
7.74256e-008,1.2629
7.74681e-008,1.2498
7.75105e-008,1.1805
7.75529e-008,1.0168
7.75953e-008,0.8588
7.76378e-008,0.6803
7.76802e-008,0.5093
7.77226e-008,0.3879
7.77650e-008,0.3111
7.78074e-008,0.2621
7.78499e-008,0.2344
7.78923e-008,0.2268
7.79347e-008,0.2241
7.79771e-008,0.2158
7.80196e-008,0.2029
7.80620e-008,0.1920
7.81044e-008,0.1912
7.81468e-008,0.1958
7.81893e-008,0.1980
7.82317e-008,0.1971
7.82741e-008,0.2017
7.83166e-008,0.2062
7.83590e-008,0.2079
7.84014e-008,0.2179
7.84438e-008,0.2634
7.84863e-008,0.3887
7.85287e-008,0.5220
7.85711e-008,0.6943
7.86135e-008,0.8659
7.86560e-008,0.9929
7.86984e-008,1.0871
7.87408e-008,1.1524
7.87832e-008,1.1950
7.88257e-008,1.2187
7.88681e-008,1.2344
7.89105e-008,1.2465
7.89529e-008,1.2591
7.89953e-008,1.2711
7.90378e-008,1.2754
7.90802e-008,1.2757
7.91226e-008,1.2753
7.91650e-008,1.2735
7.92075e-008,1.2679
7.92499e-008,1.2645
7.92923e-008,1.2639
7.93347e-008,1.2541
7.93772e-008,1.2030
7.94196e-008,1.0509
7.94620e-008,0.8891
7.95045e-008,0.7173
7.95469e-008,0.5393
7.95893e-008,0.4075
7.96317e-008,0.3234
7.96742e-008,0.2702
7.97166e-008,0.2379
7.97590e-008,0.2274
7.98014e-008,0.2249
7.98439e-008,0.2179
7.98863e-008,0.2055
7.99287e-008,0.1935
7.99711e-008,0.1906
8.00135e-008,0.1950
8.00560e-008,0.1979
8.00984e-008,0.1971
8.01408e-008,0.2004
8.01832e-008,0.2058
8.02257e-008,0.2072
8.02681e-008,0.2150
8.03105e-008,0.2489
8.03529e-008,0.3629
8.03954e-008,0.4960
8.04378e-008,0.6582
8.04802e-008,0.8371
8.05227e-008,0.9714
8.05651e-008,1.0713
8.06075e-008,1.1416
8.06499e-008,1.1885
8.06924e-008,1.2150
8.07348e-008,1.2317
8.07772e-008,1.2443
8.08196e-008,1.2566
8.08621e-008,1.2693
8.09045e-008,1.2751
8.09469e-008,1.2756
8.09893e-008,1.2755
8.10318e-008,1.2741
8.10742e-008,1.2692
8.11166e-008,1.2646
8.11590e-008,1.2645
8.12014e-008,1.2571
8.12439e-008,1.2204
8.12863e-008,1.0854
8.13287e-008,0.9189
8.13711e-008,0.7541
8.14136e-008,0.5713
8.14560e-008,0.4292
8.14984e-008,0.3370
8.15408e-008,0.2791
8.15833e-008,0.2423
8.16257e-008,0.2283
8.16681e-008,0.2255
8.17106e-008,0.2197
8.17530e-008,0.2082
8.17954e-008,0.1955
8.18378e-008,0.1903
8.18803e-008,0.1940
8.19227e-008,0.1976
8.19651e-008,0.1973
8.20075e-008,0.1992
8.20500e-008,0.2052
8.20924e-008,0.2068
8.21348e-008,0.2126
8.21772e-008,0.2370
8.22196e-008,0.3361
8.22621e-008,0.4702
8.23045e-008,0.6218
8.23469e-008,0.8055
8.23893e-008,0.9481
8.24318e-008,1.0542
8.24742e-008,1.1300
8.25166e-008,1.1811
8.25590e-008,1.2109
8.26015e-008,1.2288
8.26439e-008,1.2420
8.26863e-008,1.2540
8.27288e-008,1.2671
8.27712e-008,1.2747
8.28136e-008,1.2755
8.28560e-008,1.2757
8.28985e-008,1.2745
8.29409e-008,1.2705
8.29833e-008,1.2649
8.30257e-008,1.2647
8.30682e-008,1.2594
8.31106e-008,1.2334
8.31530e-008,1.1189
8.31954e-008,0.9491
8.32379e-008,0.7896
8.32803e-008,0.6049
8.33227e-008,0.4528
8.33651e-008,0.3519
8.34075e-008,0.2886
8.34500e-008,0.2477
8.34924e-008,0.2296
8.35348e-008,0.2260
8.35772e-008,0.2214
8.36197e-008,0.2108
8.36621e-008,0.1977
8.37045e-008,0.1903
8.37469e-008,0.1931
8.37894e-008,0.1972
8.38318e-008,0.1976
8.38742e-008,0.1982
8.39167e-008,0.2043
8.39591e-008,0.2065
8.40015e-008,0.2107
8.40439e-008,0.2285
8.40864e-008,0.3103
8.41288e-008,0.4447
8.41712e-008,0.5873
8.42136e-008,0.7719
8.42561e-008,0.9235
8.42985e-008,1.0358
8.43409e-008,1.1174
8.43833e-008,1.1728
8.44257e-008,1.2065
8.44682e-008,1.2257
8.45106e-008,1.2397
8.45530e-008,1.2515
8.45954e-008,1.2647
8.46379e-008,1.2739
8.46803e-008,1.2755
8.47227e-008,1.2758
8.47651e-008,1.2748
8.48076e-008,1.2717
8.48500e-008,1.2656
8.48924e-008,1.2647
8.49349e-008,1.2613
8.49773e-008,1.2427
8.50197e-008,1.1500
8.50621e-008,0.9804
8.51046e-008,0.8235
8.51470e-008,0.6400
8.51894e-008,0.4785
8.52318e-008,0.3682
8.52743e-008,0.2988
8.53167e-008,0.2540
8.53591e-008,0.2315
8.54015e-008,0.2264
8.54440e-008,0.2228
8.54864e-008,0.2132
8.55288e-008,0.2001
8.55712e-008,0.1909
8.56136e-008,0.1922
8.56561e-008,0.1966
8.56985e-008,0.1979
8.57409e-008,0.1975
8.57833e-008,0.2032
8.58258e-008,0.2064
8.58682e-008,0.2092
8.59106e-008,0.2226
8.59530e-008,0.2868
8.59955e-008,0.4190
8.60379e-008,0.5553
8.60803e-008,0.7364
8.61228e-008,0.8974
8.61652e-008,1.0163
8.62076e-008,1.1038
8.62500e-008,1.1637
8.62925e-008,1.2014
8.63349e-008,1.2225
8.63773e-008,1.2373
8.64197e-008,1.2491
8.64622e-008,1.2621
8.65046e-008,1.2728
8.65470e-008,1.2754
8.65894e-008,1.2758
8.66319e-008,1.2750
8.66743e-008,1.2727
8.67167e-008,1.2666
8.67591e-008,1.2646
8.68015e-008,1.2627
8.68440e-008,1.2491
8.68864e-008,1.1775
8.69288e-008,1.0132
8.69712e-008,0.8554
8.70137e-008,0.6763
8.70561e-008,0.5063
8.70985e-008,0.3860
8.71409e-008,0.3099
8.71834e-008,0.2613
8.72258e-008,0.2341
8.72682e-008,0.2267
8.73107e-008,0.2240
8.73531e-008,0.2155
8.73955e-008,0.2026
8.74379e-008,0.1919
8.74804e-008,0.1913
8.75228e-008,0.1959
8.75652e-008,0.1980
8.76076e-008,0.1972
8.76501e-008,0.2019
8.76925e-008,0.2062
8.77349e-008,0.2081
8.77773e-008,0.2184
8.78197e-008,0.2666
8.78622e-008,0.3926
8.79046e-008,0.5259
8.79470e-008,0.6995
8.79894e-008,0.8697
8.80319e-008,0.9957
8.80743e-008,1.0891
8.81167e-008,1.1537
8.81591e-008,1.1957
8.82016e-008,1.2191
8.82440e-008,1.2347
8.82864e-008,1.2468
8.83289e-008,1.2595
8.83713e-008,1.2714
8.84137e-008,1.2754
8.84561e-008,1.2757
8.84986e-008,1.2753
8.85410e-008,1.2735
8.85834e-008,1.2678
8.86258e-008,1.2645
8.86683e-008,1.2638
8.87107e-008,1.2536
8.87531e-008,1.2006
8.87955e-008,1.0472
8.88380e-008,0.8859
8.88804e-008,0.7132
8.89228e-008,0.5360
8.89652e-008,0.4054
8.90076e-008,0.3220
8.90501e-008,0.2694
8.90925e-008,0.2375
8.91349e-008,0.2273
8.91773e-008,0.2249
8.92198e-008,0.2177
8.92622e-008,0.2053
8.93046e-008,0.1934
8.93470e-008,0.1906
8.93895e-008,0.1951
8.94319e-008,0.1979
8.94743e-008,0.1972
8.95168e-008,0.2006
8.95592e-008,0.2059
8.96016e-008,0.2073
8.96440e-008,0.2153
8.96865e-008,0.2503
8.97289e-008,0.3657
8.97713e-008,0.4987
8.98137e-008,0.6622
8.98562e-008,0.8403
8.98986e-008,0.9738
8.99410e-008,1.0732
8.99834e-008,1.1429
9.00258e-008,1.1893
9.00683e-008,1.2154
9.01107e-008,1.2320
9.01531e-008,1.2446
9.01955e-008,1.2569
9.02380e-008,1.2695
9.02804e-008,1.2752
9.03228e-008,1.2756
9.03652e-008,1.2755
9.04077e-008,1.2740
9.04501e-008,1.2691
9.04925e-008,1.2645
9.05350e-008,1.2644
9.05774e-008,1.2568
9.06198e-008,1.2187
9.06622e-008,1.0816
