.HEADER
..NAMES
Time,V U3.D7
.DATA
4.51402e-008,1.2562
4.51826e-008,1.2568
4.52251e-008,1.2567
4.52675e-008,1.2563
4.53099e-008,1.2557
4.53523e-008,1.2553
4.53947e-008,1.2558
4.54372e-008,1.2565
4.54796e-008,1.2572
4.55220e-008,1.2580
4.55645e-008,1.2582
4.56069e-008,1.2579
4.56493e-008,1.2575
4.56917e-008,1.2573
4.57342e-008,1.2572
4.57766e-008,1.2574
4.58190e-008,1.2576
4.58614e-008,1.2577
4.59038e-008,1.2575
4.59463e-008,1.2574
4.59887e-008,1.2576
4.60311e-008,1.2578
4.60735e-008,1.2578
4.61160e-008,1.2577
4.61584e-008,1.2577
4.62008e-008,1.2577
4.62433e-008,1.2578
4.62857e-008,1.2579
4.63281e-008,1.2580
4.63705e-008,1.2580
4.64129e-008,1.2580
4.64554e-008,1.2579
4.64978e-008,1.2578
4.65402e-008,1.2579
4.65826e-008,1.2579
4.66251e-008,1.2580
4.66675e-008,1.2581
4.67099e-008,1.2581
4.67524e-008,1.2581
4.67948e-008,1.2581
4.68372e-008,1.2581
4.68796e-008,1.2582
4.69221e-008,1.2582
4.69645e-008,1.2582
4.70069e-008,1.2582
4.70493e-008,1.2582
4.70917e-008,1.2582
4.71342e-008,1.2583
4.71766e-008,1.2583
4.72190e-008,1.2583
4.72615e-008,1.2583
4.73039e-008,1.2583
4.73463e-008,1.2583
4.73887e-008,1.2583
4.74312e-008,1.2584
4.74736e-008,1.2584
4.75160e-008,1.2584
4.75584e-008,1.2584
4.76008e-008,1.2584
4.76433e-008,1.2584
4.76857e-008,1.2584
4.77281e-008,1.2584
4.77705e-008,1.2585
4.78130e-008,1.2585
4.78554e-008,1.2585
4.78978e-008,1.2585
4.79403e-008,1.2585
4.79827e-008,1.2585
4.80251e-008,1.2553
4.80675e-008,1.2055
4.81099e-008,1.0553
4.81524e-008,0.9026
4.81948e-008,0.7350
4.82372e-008,0.5656
4.82796e-008,0.4396
4.83221e-008,0.3573
4.83645e-008,0.2981
4.84069e-008,0.2664
4.84494e-008,0.2478
4.84918e-008,0.2339
4.85342e-008,0.2245
4.85766e-008,0.2217
4.86191e-008,0.2164
4.86615e-008,0.2129
4.87039e-008,0.2113
4.87463e-008,0.2089
4.87887e-008,0.2040
4.88312e-008,0.2037
4.88736e-008,0.2065
4.89160e-008,0.2073
4.89585e-008,0.1990
4.90009e-008,0.2218
4.90433e-008,0.3460
4.90857e-008,0.4976
4.91282e-008,0.6815
4.91706e-008,0.8628
4.92130e-008,0.9998
4.92554e-008,1.0969
4.92978e-008,1.1632
4.93403e-008,1.1990
4.93827e-008,1.2209
4.94251e-008,1.2378
4.94676e-008,1.2502
4.95100e-008,1.2558
4.95524e-008,1.2621
4.95948e-008,1.2654
4.96373e-008,1.2669
4.96797e-008,1.2692
4.97221e-008,1.2745
4.97645e-008,1.2764
4.98069e-008,1.2738
4.98494e-008,1.2702
4.98918e-008,1.2763
4.99342e-008,1.2842
4.99766e-008,1.2857
5.00191e-008,1.2849
5.00615e-008,1.2778
5.01039e-008,1.2667
5.01464e-008,1.2585
5.01888e-008,1.2527
5.02312e-008,1.2501
5.02736e-008,1.2519
5.03160e-008,1.2547
5.03585e-008,1.2558
5.04009e-008,1.2563
5.04433e-008,1.2568
5.04857e-008,1.2562
5.05282e-008,1.2562
5.05706e-008,1.2574
5.06130e-008,1.2580
5.06555e-008,1.2571
5.06979e-008,1.2561
5.07403e-008,1.2565
5.07827e-008,1.2579
5.08252e-008,1.2581
5.08676e-008,1.2576
5.09100e-008,1.2570
5.09524e-008,1.2562
5.09948e-008,1.2563
5.10373e-008,1.2571
5.10797e-008,1.2578
5.11221e-008,1.2587
5.11646e-008,1.2594
5.12070e-008,1.2591
5.12494e-008,1.2585
5.12918e-008,1.2582
5.13343e-008,1.2580
5.13767e-008,1.2579
5.14191e-008,1.2583
5.14615e-008,1.2586
5.15039e-008,1.2584
5.15464e-008,1.2581
5.15888e-008,1.2582
5.16312e-008,1.2584
5.16736e-008,1.2586
5.17161e-008,1.2585
5.17585e-008,1.2584
5.18009e-008,1.2583
5.18434e-008,1.2584
5.18858e-008,1.2585
5.19282e-008,1.2586
5.19706e-008,1.2586
5.20130e-008,1.2587
5.20555e-008,1.2586
5.20979e-008,1.2584
5.21403e-008,1.2584
5.21827e-008,1.2585
5.22252e-008,1.2585
5.22676e-008,1.2587
5.23100e-008,1.2587
5.23525e-008,1.2587
5.23949e-008,1.2586
5.24373e-008,1.2586
5.24797e-008,1.2586
5.25222e-008,1.2587
5.25646e-008,1.2587
5.26070e-008,1.2587
5.26494e-008,1.2587
5.26918e-008,1.2583
5.27343e-008,1.2421
5.27767e-008,1.1372
5.28191e-008,0.9742
5.28616e-008,0.8222
5.29040e-008,0.6444
5.29464e-008,0.4952
5.29888e-008,0.3937
5.30313e-008,0.3245
5.30737e-008,0.2788
5.31161e-008,0.2567
5.31585e-008,0.2403
5.32009e-008,0.2285
5.32434e-008,0.2229
5.32858e-008,0.2196
5.33282e-008,0.2142
5.33707e-008,0.2123
5.34131e-008,0.2106
5.34555e-008,0.2065
5.34979e-008,0.2033
5.35404e-008,0.2052
5.35828e-008,0.2080
5.36252e-008,0.2039
5.36676e-008,0.1940
5.37100e-008,0.1931
5.37525e-008,0.1956
5.37949e-008,0.1986
5.38373e-008,0.2080
5.38797e-008,0.2181
5.39222e-008,0.2238
5.39646e-008,0.2278
5.40070e-008,0.2284
5.40495e-008,0.2262
5.40919e-008,0.2252
5.41343e-008,0.2254
5.41767e-008,0.2245
5.42192e-008,0.2244
5.42616e-008,0.2250
5.43040e-008,0.2244
5.43464e-008,0.2235
5.43888e-008,0.2242
5.44313e-008,0.2253
5.44737e-008,0.2251
5.45161e-008,0.2236
5.45586e-008,0.2234
5.46010e-008,0.2243
5.46434e-008,0.2245
5.46858e-008,0.2248
5.47283e-008,0.2252
5.47707e-008,0.2247
5.48131e-008,0.2239
5.48555e-008,0.2232
5.48979e-008,0.2223
5.49404e-008,0.2222
5.49828e-008,0.2228
5.50252e-008,0.2230
5.50677e-008,0.2230
5.51101e-008,0.2232
5.51525e-008,0.2230
5.51949e-008,0.2226
5.52374e-008,0.2227
5.52798e-008,0.2230
5.53222e-008,0.2229
5.53646e-008,0.2226
5.54070e-008,0.2225
5.54495e-008,0.2226
5.54919e-008,0.2227
5.55343e-008,0.2249
5.55767e-008,0.2715
5.56192e-008,0.3924
5.56616e-008,0.5322
5.57040e-008,0.7113
5.57465e-008,0.8699
5.57889e-008,0.9965
5.58313e-008,1.0889
5.58737e-008,1.1531
5.59161e-008,1.1910
5.59586e-008,1.2172
5.60010e-008,1.2342
5.60434e-008,1.2466
5.60858e-008,1.2533
5.61283e-008,1.2597
5.61707e-008,1.2625
5.62131e-008,1.2655
5.62556e-008,1.2682
5.62980e-008,1.2720
5.63404e-008,1.2726
5.63828e-008,1.2712
5.64253e-008,1.2704
5.64677e-008,1.2696
5.65101e-008,1.2012
5.65525e-008,1.0299
5.65949e-008,0.8664
5.66374e-008,0.6827
5.66798e-008,0.5158
5.67222e-008,0.3997
5.67647e-008,0.3248
5.68071e-008,0.2744
5.68495e-008,0.2526
5.68919e-008,0.2385
5.69344e-008,0.2268
5.69768e-008,0.2194
5.70192e-008,0.2174
5.70616e-008,0.2119
5.71040e-008,0.2096
5.71465e-008,0.2086
5.71889e-008,0.2058
5.72313e-008,0.2005
5.72738e-008,0.2008
5.73162e-008,0.2049
5.73586e-008,0.2053
5.74010e-008,0.1956
5.74435e-008,0.2281
5.74859e-008,0.3618
5.75283e-008,0.5163
5.75707e-008,0.7070
5.76131e-008,0.8832
5.76556e-008,1.0148
5.76980e-008,1.1071
5.77404e-008,1.1691
5.77828e-008,1.2008
5.78253e-008,1.2217
5.78677e-008,1.2380
5.79101e-008,1.2498
5.79526e-008,1.2553
5.79950e-008,1.2618
5.80374e-008,1.2646
5.80798e-008,1.2660
5.81223e-008,1.2686
5.81647e-008,1.2742
5.82071e-008,1.2757
5.82495e-008,1.2724
5.82919e-008,1.2692
5.83344e-008,1.2729
5.83768e-008,1.2279
5.84192e-008,1.0670
5.84617e-008,0.8978
5.85041e-008,0.7175
5.85465e-008,0.5408
5.85889e-008,0.4149
5.86314e-008,0.3342
5.86738e-008,0.2795
5.87162e-008,0.2549
5.87586e-008,0.2418
5.88010e-008,0.2294
5.88435e-008,0.2206
5.88859e-008,0.2184
5.89283e-008,0.2130
5.89708e-008,0.2098
5.90132e-008,0.2093
5.90556e-008,0.2073
5.90980e-008,0.2014
5.91405e-008,0.2000
5.91829e-008,0.2040
5.92253e-008,0.2068
5.92677e-008,0.1975
5.93101e-008,0.1892
5.93526e-008,0.1909
5.93950e-008,0.1938
5.94374e-008,0.2012
5.94798e-008,0.2133
5.95223e-008,0.2214
5.95647e-008,0.2264
5.96071e-008,0.2291
5.96496e-008,0.2269
5.96920e-008,0.2240
5.97344e-008,0.2238
5.97768e-008,0.2236
5.98192e-008,0.2230
5.98617e-008,0.2238
5.99041e-008,0.2241
5.99465e-008,0.2228
5.99889e-008,0.2223
6.00314e-008,0.2237
6.00738e-008,0.2247
6.01162e-008,0.2238
6.01586e-008,0.2222
6.02011e-008,0.2226
6.02435e-008,0.2235
6.02859e-008,0.2239
6.03283e-008,0.2245
6.03708e-008,0.2243
6.04132e-008,0.2234
6.04556e-008,0.2227
6.04981e-008,0.2218
6.05405e-008,0.2211
6.05829e-008,0.2215
6.06253e-008,0.2222
6.06678e-008,0.2223
6.07102e-008,0.2224
6.07526e-008,0.2225
6.07950e-008,0.2221
6.08375e-008,0.2218
6.08799e-008,0.2221
6.09223e-008,0.2224
6.09647e-008,0.2222
6.10071e-008,0.2218
6.10496e-008,0.2218
6.10920e-008,0.2220
6.11344e-008,0.2222
6.11768e-008,0.2340
6.12193e-008,0.3169
6.12617e-008,0.4471
6.13041e-008,0.6036
6.13465e-008,0.7817
6.13890e-008,0.9259
6.14314e-008,1.0382
6.14738e-008,1.1186
6.15163e-008,1.1708
6.15587e-008,1.2024
6.16011e-008,1.2246
6.16435e-008,1.2396
6.16860e-008,1.2491
6.17284e-008,1.2557
6.17708e-008,1.2607
6.18132e-008,1.2633
6.18557e-008,1.2660
6.18981e-008,1.2694
6.19405e-008,1.2721
6.19829e-008,1.2718
6.20254e-008,1.2698
6.20678e-008,1.2713
6.21102e-008,1.2556
6.21526e-008,1.1358
6.21950e-008,0.9598
6.22375e-008,0.7937
6.22799e-008,0.6075
6.23223e-008,0.4614
6.23647e-008,0.3649
6.24072e-008,0.3004
6.24496e-008,0.2623
6.24920e-008,0.2464
6.25344e-008,0.2328
6.25769e-008,0.2225
6.26193e-008,0.2182
6.26617e-008,0.2150
6.27042e-008,0.2101
6.27466e-008,0.2089
6.27890e-008,0.2075
6.28314e-008,0.2030
6.28739e-008,0.1995
6.29163e-008,0.2019
6.29587e-008,0.2059
6.30011e-008,0.2014
6.30436e-008,0.1903
6.30860e-008,0.1894
6.31284e-008,0.1923
6.31708e-008,0.1970
6.32132e-008,0.2080
6.32557e-008,0.2182
6.32981e-008,0.2238
6.33405e-008,0.2278
6.33829e-008,0.2275
6.34254e-008,0.2244
6.34678e-008,0.2233
6.35102e-008,0.2235
6.35526e-008,0.2228
6.35951e-008,0.2230
6.36375e-008,0.2236
6.36799e-008,0.2229
6.37224e-008,0.2218
6.37648e-008,0.2227
6.38072e-008,0.2241
6.38496e-008,0.2239
6.38921e-008,0.2222
6.39345e-008,0.2219
6.39769e-008,0.2271
6.40193e-008,0.2850
6.40618e-008,0.4097
6.41042e-008,0.5532
6.41466e-008,0.7322
6.41890e-008,0.8853
6.42315e-008,1.0074
6.42739e-008,1.0954
6.43163e-008,1.1565
6.43587e-008,1.1935
6.44011e-008,1.2191
6.44436e-008,1.2356
6.44860e-008,1.2475
6.45284e-008,1.2539
6.45708e-008,1.2594
6.46133e-008,1.2622
6.46557e-008,1.2656
6.46981e-008,1.2686
6.47405e-008,1.2717
6.47830e-008,1.2719
6.48254e-008,1.2704
6.48678e-008,1.2705
6.49103e-008,1.2670
6.49527e-008,1.1838
6.49951e-008,1.0085
6.50375e-008,0.8458
6.50800e-008,0.6599
6.51224e-008,0.4989
6.51648e-008,0.3887
6.52072e-008,0.3174
6.52497e-008,0.2704
6.52921e-008,0.2507
6.53345e-008,0.2366
6.53769e-008,0.2252
6.54193e-008,0.2186
6.54618e-008,0.2164
6.55042e-008,0.2111
6.55466e-008,0.2093
6.55890e-008,0.2081
6.56315e-008,0.2047
6.56739e-008,0.1998
6.57163e-008,0.2008
6.57587e-008,0.2051
6.58012e-008,0.2042
6.58436e-008,0.1929
6.58860e-008,0.1887
6.59284e-008,0.1915
6.59709e-008,0.1949
6.60133e-008,0.2044
6.60557e-008,0.2158
6.60982e-008,0.2224
6.61406e-008,0.2269
6.61830e-008,0.2280
6.62254e-008,0.2252
6.62679e-008,0.2233
6.63103e-008,0.2235
6.63527e-008,0.2230
6.63951e-008,0.2228
6.64376e-008,0.2235
6.64800e-008,0.2232
6.65224e-008,0.2219
6.65648e-008,0.2223
6.66072e-008,0.2238
6.66497e-008,0.2241
6.66921e-008,0.2227
6.67345e-008,0.2217
6.67769e-008,0.2226
6.68194e-008,0.2232
6.68618e-008,0.2236
6.69042e-008,0.2241
6.69466e-008,0.2236
6.69891e-008,0.2228
6.70315e-008,0.2221
6.70739e-008,0.2211
6.71164e-008,0.2208
6.71588e-008,0.2214
6.72012e-008,0.2219
6.72436e-008,0.2219
6.72861e-008,0.2221
6.73285e-008,0.2220
6.73709e-008,0.2216
6.74133e-008,0.2215
6.74558e-008,0.2219
6.74982e-008,0.2220
6.75406e-008,0.2217
6.75830e-008,0.2214
6.76255e-008,0.2215
6.76679e-008,0.2217
6.77103e-008,0.2224
6.77527e-008,0.2498
6.77951e-008,0.3564
6.78376e-008,0.4906
6.78800e-008,0.6615
6.79224e-008,0.8301
6.79648e-008,0.9650
6.80073e-008,1.0662
6.80497e-008,1.1380
6.80921e-008,1.1817
6.81345e-008,1.2102
6.81770e-008,1.2294
6.82194e-008,1.2431
6.82618e-008,1.2508
6.83043e-008,1.2575
6.83467e-008,1.2612
6.83891e-008,1.2640
6.84315e-008,1.2665
6.84740e-008,1.2704
6.85164e-008,1.2719
6.85588e-008,1.2711
6.86012e-008,1.2693
6.86437e-008,1.2740
6.86861e-008,1.2797
6.87285e-008,1.2816
6.87709e-008,1.2816
6.88133e-008,1.2756
6.88558e-008,1.2663
6.88982e-008,1.2588
6.89406e-008,1.2532
6.89830e-008,1.2504
6.90255e-008,1.2511
6.90679e-008,1.2528
6.91103e-008,1.2538
6.91527e-008,1.2546
6.91952e-008,1.2550
6.92376e-008,1.2548
6.92800e-008,1.2550
6.93225e-008,1.2558
6.93649e-008,1.2562
6.94073e-008,1.2557
6.94497e-008,1.2551
6.94922e-008,1.2554
6.95346e-008,1.2563
6.95770e-008,1.2553
6.96194e-008,1.2256
6.96619e-008,1.0951
6.97043e-008,0.9362
6.97467e-008,0.7781
6.97891e-008,0.6034
6.98316e-008,0.4657
6.98740e-008,0.3749
6.99164e-008,0.3107
6.99588e-008,0.2717
7.00012e-008,0.2513
7.00437e-008,0.2357
7.00861e-008,0.2246
7.01285e-008,0.2207
7.01709e-008,0.2166
7.02134e-008,0.2122
7.02558e-008,0.2104
7.02982e-008,0.2083
7.03406e-008,0.2037
7.03831e-008,0.2021
7.04255e-008,0.2046
7.04679e-008,0.2067
7.05104e-008,0.2000
7.05528e-008,0.1913
7.05952e-008,0.1924
7.06376e-008,0.1948
7.06801e-008,0.1990
7.07225e-008,0.2095
7.07649e-008,0.2186
7.08073e-008,0.2236
7.08498e-008,0.2270
7.08922e-008,0.2266
7.09346e-008,0.2244
7.09770e-008,0.2241
7.10194e-008,0.2242
7.10619e-008,0.2233
7.11043e-008,0.2235
7.11467e-008,0.2239
7.11891e-008,0.2230
7.12316e-008,0.2224
7.12740e-008,0.2235
7.13164e-008,0.2244
7.13588e-008,0.2237
7.14013e-008,0.2223
7.14437e-008,0.2226
7.14861e-008,0.2234
7.15286e-008,0.2236
7.15710e-008,0.2240
7.16134e-008,0.2242
7.16558e-008,0.2235
7.16983e-008,0.2228
7.17407e-008,0.2220
7.17831e-008,0.2213
7.18255e-008,0.2214
7.18680e-008,0.2220
7.19104e-008,0.2221
7.19528e-008,0.2221
7.19952e-008,0.2223
7.20377e-008,0.2221
7.20801e-008,0.2217
7.21225e-008,0.2219
7.21649e-008,0.2222
7.22073e-008,0.2220
7.22498e-008,0.2217
7.22922e-008,0.2217
7.23346e-008,0.2218
7.23770e-008,0.2219
7.24195e-008,0.2284
7.24619e-008,0.2962
7.25043e-008,0.4238
7.25467e-008,0.5723
7.25892e-008,0.7529
7.26316e-008,0.9027
7.26740e-008,1.0212
7.27165e-008,1.1064
7.27589e-008,1.1636
7.28013e-008,1.1974
7.28437e-008,1.2213
7.28862e-008,1.2370
7.29286e-008,1.2478
7.29710e-008,1.2544
7.30134e-008,1.2600
7.30559e-008,1.2625
7.30983e-008,1.2654
7.31407e-008,1.2685
7.31831e-008,1.2718
7.32256e-008,1.2718
7.32680e-008,1.2699
7.33104e-008,1.2706
7.33528e-008,1.2631
7.33952e-008,1.1650
7.34377e-008,0.9882
7.34801e-008,0.8250
7.35225e-008,0.6379
7.35649e-008,0.4830
7.36074e-008,0.3785
7.36498e-008,0.3099
7.36922e-008,0.2665
7.37346e-008,0.2487
7.37771e-008,0.2348
7.38195e-008,0.2239
7.38619e-008,0.2183
7.39044e-008,0.2157
7.39468e-008,0.2104
7.39892e-008,0.2089
7.40316e-008,0.2077
7.40741e-008,0.2039
7.41165e-008,0.1994
7.41589e-008,0.2010
7.42013e-008,0.2053
7.42438e-008,0.2030
7.42862e-008,0.1952
7.43286e-008,0.2535
7.43710e-008,0.3987
7.44134e-008,0.5580
7.44559e-008,0.7541
7.44983e-008,0.9181
7.45407e-008,1.0400
7.45831e-008,1.1244
7.46256e-008,1.1787
7.46680e-008,1.2057
7.47104e-008,1.2257
7.47528e-008,1.2408
7.47953e-008,1.2510
7.48377e-008,1.2563
7.48801e-008,1.2625
7.49226e-008,1.2644
7.49650e-008,1.2659
7.50074e-008,1.2693
7.50498e-008,1.2746
7.50923e-008,1.2748
7.51347e-008,1.2707
7.51771e-008,1.2695
7.52195e-008,1.2705
7.52620e-008,1.1977
7.53044e-008,1.0231
7.53468e-008,0.8580
7.53892e-008,0.6712
7.54317e-008,0.5056
7.54741e-008,0.3919
7.55165e-008,0.3186
7.55589e-008,0.2705
7.56013e-008,0.2514
7.56438e-008,0.2381
7.56862e-008,0.2264
7.57286e-008,0.2193
7.57710e-008,0.2171
7.58135e-008,0.2112
7.58559e-008,0.2092
7.58983e-008,0.2087
7.59407e-008,0.2057
7.59832e-008,0.1999
7.60256e-008,0.2002
7.60680e-008,0.2048
7.61105e-008,0.2053
7.61529e-008,0.1955
7.61953e-008,0.2327
7.62377e-008,0.3687
7.62802e-008,0.5239
7.63226e-008,0.7164
7.63650e-008,0.8903
7.64074e-008,1.0199
7.64499e-008,1.1109
7.64923e-008,1.1713
7.65347e-008,1.2017
7.65771e-008,1.2222
7.66195e-008,1.2383
7.66620e-008,1.2498
7.67044e-008,1.2553
7.67468e-008,1.2619
7.67892e-008,1.2645
7.68317e-008,1.2658
7.68741e-008,1.2684
7.69165e-008,1.2740
7.69589e-008,1.2754
7.70014e-008,1.2720
7.70438e-008,1.2691
7.70862e-008,1.2767
7.71287e-008,1.2836
7.71711e-008,1.2850
7.72135e-008,1.2834
7.72559e-008,1.2748
7.72984e-008,1.2638
7.73408e-008,1.2562
7.73832e-008,1.2507
7.74256e-008,1.2489
7.74681e-008,1.2514
7.75105e-008,1.2542
7.75529e-008,1.2550
7.75953e-008,1.2557
7.76378e-008,1.2559
7.76802e-008,1.2552
7.77226e-008,1.2554
7.77650e-008,1.2567
7.78074e-008,1.2572
7.78499e-008,1.2561
7.78923e-008,1.2551
7.79347e-008,1.2558
7.79771e-008,1.2572
7.80196e-008,1.2573
7.80620e-008,1.2568
7.81044e-008,1.2560
7.81468e-008,1.2553
7.81893e-008,1.2556
7.82317e-008,1.2564
7.82741e-008,1.2572
7.83166e-008,1.2582
7.83590e-008,1.2587
7.84014e-008,1.2583
7.84438e-008,1.2577
7.84863e-008,1.2574
7.85287e-008,1.2572
7.85711e-008,1.2572
7.86135e-008,1.2577
7.86560e-008,1.2579
7.86984e-008,1.2577
7.87408e-008,1.2574
7.87832e-008,1.2575
7.88257e-008,1.2578
7.88681e-008,1.2580
7.89105e-008,1.2578
7.89529e-008,1.2564
7.89953e-008,1.2252
7.90378e-008,1.0932
7.90802e-008,0.9354
7.91226e-008,0.7760
7.91650e-008,0.6007
7.92075e-008,0.4636
7.92499e-008,0.3730
7.92923e-008,0.3088
7.93347e-008,0.2707
7.93772e-008,0.2511
7.94196e-008,0.2360
7.94620e-008,0.2255
7.95045e-008,0.2218
7.95469e-008,0.2172
7.95893e-008,0.2127
7.96317e-008,0.2110
7.96742e-008,0.2091
7.97166e-008,0.2045
7.97590e-008,0.2028
7.98014e-008,0.2052
7.98439e-008,0.2073
7.98863e-008,0.2005
7.99287e-008,0.1921
7.99711e-008,0.1932
8.00135e-008,0.1954
8.00560e-008,0.1998
8.00984e-008,0.2103
8.01408e-008,0.2192
8.01832e-008,0.2243
8.02257e-008,0.2278
8.02681e-008,0.2273
8.03105e-008,0.2250
8.03529e-008,0.2247
8.03954e-008,0.2246
8.04378e-008,0.2237
8.04802e-008,0.2239
8.05227e-008,0.2244
8.05651e-008,0.2235
8.06075e-008,0.2229
8.06499e-008,0.2239
8.06924e-008,0.2248
8.07348e-008,0.2241
8.07772e-008,0.2228
8.08196e-008,0.2230
8.08621e-008,0.2238
8.09045e-008,0.2240
8.09469e-008,0.2244
8.09893e-008,0.2246
8.10318e-008,0.2239
8.10742e-008,0.2232
8.11166e-008,0.2224
8.11590e-008,0.2216
8.12014e-008,0.2218
8.12439e-008,0.2223
8.12863e-008,0.2224
8.13287e-008,0.2225
8.13711e-008,0.2227
8.14136e-008,0.2224
8.14560e-008,0.2221
8.14984e-008,0.2223
8.15408e-008,0.2225
8.15833e-008,0.2223
8.16257e-008,0.2220
8.16681e-008,0.2220
8.17106e-008,0.2221
8.17530e-008,0.2222
8.17954e-008,0.2291
8.18378e-008,0.2987
8.18803e-008,0.4268
8.19227e-008,0.5761
8.19651e-008,0.7566
8.20075e-008,0.9057
8.20500e-008,1.0235
8.20924e-008,1.1081
8.21348e-008,1.1647
8.21772e-008,1.1982
8.22196e-008,1.2219
8.22621e-008,1.2376
8.23045e-008,1.2482
8.23469e-008,1.2547
8.23893e-008,1.2603
8.24318e-008,1.2628
8.24742e-008,1.2657
8.25166e-008,1.2689
8.25590e-008,1.2720
8.26015e-008,1.2720
8.26439e-008,1.2701
8.26863e-008,1.2708
8.27288e-008,1.2626
8.27712e-008,1.1617
8.28136e-008,0.9847
8.28560e-008,0.8214
8.28985e-008,0.6342
8.29409e-008,0.4803
8.29833e-008,0.3769
8.30257e-008,0.3088
8.30682e-008,0.2661
8.31106e-008,0.2486
8.31530e-008,0.2347
8.31954e-008,0.2239
8.32379e-008,0.2184
8.32803e-008,0.2158
8.33227e-008,0.2105
8.33651e-008,0.2090
8.34075e-008,0.2078
8.34500e-008,0.2039
8.34924e-008,0.1996
8.35348e-008,0.2013
8.35772e-008,0.2055
8.36197e-008,0.2029
8.36621e-008,0.1954
8.37045e-008,0.2559
8.37469e-008,0.4021
8.37894e-008,0.5619
8.38318e-008,0.7581
8.38742e-008,0.9212
8.39167e-008,1.0423
8.39591e-008,1.1260
8.40015e-008,1.1796
8.40439e-008,1.2062
8.40864e-008,1.2262
8.41288e-008,1.2412
8.41712e-008,1.2513
8.42136e-008,1.2566
8.42561e-008,1.2628
8.42985e-008,1.2645
8.43409e-008,1.2661
8.43833e-008,1.2696
8.44257e-008,1.2748
8.44682e-008,1.2749
8.45106e-008,1.2707
8.45530e-008,1.2698
8.45954e-008,1.2788
8.46379e-008,1.2841
8.46803e-008,1.2850
8.47227e-008,1.2820
8.47651e-008,1.2723
8.48076e-008,1.2618
8.48500e-008,1.2549
8.48924e-008,1.2499
8.49349e-008,1.2492
8.49773e-008,1.2521
8.50197e-008,1.2545
8.50621e-008,1.2551
8.51046e-008,1.2557
8.51470e-008,1.2557
8.51894e-008,1.2551
8.52318e-008,1.2556
8.52743e-008,1.2569
8.53167e-008,1.2570
8.53591e-008,1.2558
8.54015e-008,1.2551
8.54440e-008,1.2562
8.54864e-008,1.2573
8.55288e-008,1.2572
8.55712e-008,1.2566
8.56136e-008,1.2558
8.56561e-008,1.2553
8.56985e-008,1.2558
8.57409e-008,1.2566
8.57833e-008,1.2574
8.58258e-008,1.2584
8.58682e-008,1.2587
8.59106e-008,1.2581
8.59530e-008,1.2576
8.59955e-008,1.2574
8.60379e-008,1.2572
8.60803e-008,1.2573
8.61228e-008,1.2578
8.61652e-008,1.2579
8.62076e-008,1.2576
8.62500e-008,1.2574
8.62925e-008,1.2576
8.63349e-008,1.2579
8.63773e-008,1.2580
8.64197e-008,1.2578
8.64622e-008,1.2577
8.65046e-008,1.2577
8.65470e-008,1.2578
8.65894e-008,1.2580
8.66319e-008,1.2580
8.66743e-008,1.2581
8.67167e-008,1.2581
8.67591e-008,1.2579
8.68015e-008,1.2578
8.68440e-008,1.2578
8.68864e-008,1.2579
8.69288e-008,1.2580
8.69712e-008,1.2581
8.70137e-008,1.2582
8.70561e-008,1.2581
8.70985e-008,1.2580
8.71409e-008,1.2581
8.71834e-008,1.2581
8.72258e-008,1.2582
8.72682e-008,1.2582
8.73107e-008,1.2581
8.73531e-008,1.2581
8.73955e-008,1.2561
8.74379e-008,1.2159
8.74804e-008,1.0733
8.75228e-008,0.9182
8.75652e-008,0.7545
8.76076e-008,0.5819
8.76501e-008,0.4505
8.76925e-008,0.3646
8.77349e-008,0.3031
8.77773e-008,0.2685
8.78197e-008,0.2494
8.78622e-008,0.2349
8.79046e-008,0.2248
8.79470e-008,0.2217
8.79894e-008,0.2167
8.80319e-008,0.2128
8.80743e-008,0.2112
8.81167e-008,0.2091
8.81591e-008,0.2042
8.82016e-008,0.2032
8.82440e-008,0.2059
8.82864e-008,0.2074
8.83289e-008,0.1997
8.83713e-008,0.2144
8.84137e-008,0.3294
8.84561e-008,0.4806
8.84986e-008,0.6597
8.85410e-008,0.8454
8.85834e-008,0.9867
8.86258e-008,1.0879
8.86683e-008,1.1572
8.87107e-008,1.1961
8.87531e-008,1.2185
8.87955e-008,1.2360
8.88380e-008,1.2489
8.88804e-008,1.2551
8.89228e-008,1.2612
8.89652e-008,1.2651
8.90076e-008,1.2665
8.90501e-008,1.2686
8.90925e-008,1.2737
8.91349e-008,1.2763
8.91773e-008,1.2740
8.92198e-008,1.2701
8.92622e-008,1.2750
8.93046e-008,1.2835
8.93470e-008,1.2854
8.93895e-008,1.2850
8.94319e-008,1.2786
8.94743e-008,1.2676
8.95168e-008,1.2590
8.95592e-008,1.2531
8.96016e-008,1.2499
8.96440e-008,1.2513
8.96865e-008,1.2543
8.97289e-008,1.2555
8.97713e-008,1.2560
8.98137e-008,1.2566
8.98562e-008,1.2561
8.98986e-008,1.2560
8.99410e-008,1.2570
8.99834e-008,1.2578
9.00258e-008,1.2571
9.00683e-008,1.2560
9.01107e-008,1.2562
9.01531e-008,1.2576
9.01955e-008,1.2579
9.02380e-008,1.2575
9.02804e-008,1.2568
9.03228e-008,1.2560
9.03652e-008,1.2560
9.04077e-008,1.2568
9.04501e-008,1.2575
9.04925e-008,1.2584
9.05350e-008,1.2592
9.05774e-008,1.2590
9.06198e-008,1.2583
9.06622e-008,1.2580
