.HEADER
..NAMES
Time,V U2.T3
.DATA
0.0e+000,1.2263
4.59e-011,1.2263
9.18e-011,1.2263
1.378e-010,1.2263
1.837e-010,1.2263
2.296e-010,1.2263
2.755e-010,1.2263
3.215e-010,1.2263
3.674e-010,1.2263
4.133e-010,1.2263
4.592e-010,1.2263
5.052e-010,1.2263
5.511e-010,1.2263
5.970e-010,1.2263
6.430e-010,1.2263
6.889e-010,1.2263
7.348e-010,1.2245
7.807e-010,1.2066
8.266e-010,1.1463
8.726e-010,1.0517
9.185e-010,0.9382
9.644e-010,0.7937
1.0104e-009,0.6422
1.0563e-009,0.5200
1.1022e-009,0.4377
1.1481e-009,0.3949
1.1940e-009,0.3856
1.2400e-009,0.3931
1.2859e-009,0.4007
1.3318e-009,0.3956
1.3778e-009,0.3720
1.4237e-009,0.3368
1.4696e-009,0.2996
1.5155e-009,0.2676
1.5614e-009,0.2477
1.6074e-009,0.2416
1.6533e-009,0.2446
1.6992e-009,0.2508
1.7452e-009,0.2549
1.7911e-009,0.2524
1.8370e-009,0.2430
1.8829e-009,0.2298
1.9288e-009,0.2168
1.9748e-009,0.2088
2.0207e-009,0.2086
2.0666e-009,0.2152
2.1125e-009,0.2260
2.1585e-009,0.2367
2.2044e-009,0.2432
2.2503e-009,0.2443
2.2963e-009,0.2419
2.3422e-009,0.2392
2.3881e-009,0.2388
2.4340e-009,0.2417
2.4800e-009,0.2473
2.5259e-009,0.2529
2.5718e-009,0.2558
2.6177e-009,0.2567
2.6636e-009,0.2735
2.7096e-009,0.3391
2.7555e-009,0.4453
2.8014e-009,0.5806
2.8473e-009,0.7525
2.8933e-009,0.9168
2.9392e-009,1.0324
2.9851e-009,1.0979
3.0311e-009,1.1129
3.0770e-009,1.0908
3.1229e-009,1.0637
3.1688e-009,1.0530
3.2148e-009,1.0689
3.2607e-009,1.1106
3.3066e-009,1.1613
3.3525e-009,1.2058
3.3984e-009,1.2362
3.4444e-009,1.2474
3.4903e-009,1.2427
3.5362e-009,1.2315
3.5821e-009,1.2206
3.6281e-009,1.2157
3.6740e-009,1.2210
3.7199e-009,1.2344
3.7658e-009,1.2515
3.8118e-009,1.2664
3.8577e-009,1.2726
3.9036e-009,1.2676
3.9496e-009,1.2540
3.9955e-009,1.2372
4.0414e-009,1.2241
4.0873e-009,1.2198
4.1333e-009,1.2242
4.1792e-009,1.2324
4.2251e-009,1.2383
4.2710e-009,1.2380
4.3169e-009,1.2311
4.3629e-009,1.2212
4.4088e-009,1.2138
4.4547e-009,1.2128
4.5007e-009,1.2185
4.5466e-009,1.2277
4.5925e-009,1.2363
4.6384e-009,1.2402
4.6843e-009,1.2383
4.7303e-009,1.2319
4.7762e-009,1.2238
4.8221e-009,1.2172
4.8680e-009,1.2141
4.9140e-009,1.2149
4.9599e-009,1.2188
5.0058e-009,1.2242
5.0518e-009,1.2293
5.0977e-009,1.2322
5.1436e-009,1.2323
5.1895e-009,1.2293
5.2354e-009,1.2247
5.2814e-009,1.2203
5.3273e-009,1.2182
5.3732e-009,1.2193
5.4192e-009,1.2231
5.4651e-009,1.2280
5.5110e-009,1.2315
5.5569e-009,1.2322
5.6029e-009,1.2298
5.6488e-009,1.2258
5.6947e-009,1.2222
5.7406e-009,1.2206
5.7865e-009,1.2216
5.8325e-009,1.2243
5.8784e-009,1.2273
5.9243e-009,1.2290
5.9703e-009,1.2289
6.0162e-009,1.2275
6.0621e-009,1.2256
6.1080e-009,1.2242
6.1539e-009,1.2237
6.1999e-009,1.2242
6.2458e-009,1.2254
6.2917e-009,1.2266
6.3376e-009,1.2271
6.3836e-009,1.2204
6.4295e-009,1.1821
6.4754e-009,1.0992
6.5214e-009,0.9945
6.5673e-009,0.8647
6.6132e-009,0.7112
6.6591e-009,0.5729
6.7050e-009,0.4728
6.7510e-009,0.4125
6.7969e-009,0.3891
6.8428e-009,0.3904
6.8888e-009,0.3983
6.9347e-009,0.3991
6.9806e-009,0.3832
7.0265e-009,0.3521
7.0725e-009,0.3157
7.1184e-009,0.2815
7.1643e-009,0.2563
7.2102e-009,0.2444
7.2561e-009,0.2435
7.3021e-009,0.2481
7.3480e-009,0.2530
7.3939e-009,0.2534
7.4399e-009,0.2469
7.4858e-009,0.2353
7.5317e-009,0.2222
7.5776e-009,0.2118
7.6235e-009,0.2081
7.6695e-009,0.2118
7.7154e-009,0.2209
7.7613e-009,0.2318
7.8072e-009,0.2402
7.8532e-009,0.2436
7.8991e-009,0.2424
7.9450e-009,0.2397
7.9910e-009,0.2384
8.0369e-009,0.2401
8.0828e-009,0.2448
8.1287e-009,0.2507
8.1747e-009,0.2549
8.2206e-009,0.2557
8.2665e-009,0.2606
8.3124e-009,0.3003
8.3583e-009,0.3911
8.4043e-009,0.5111
8.4502e-009,0.6675
8.4961e-009,0.8431
8.5420e-009,0.9836
8.5880e-009,1.0723
8.6339e-009,1.1113
8.6798e-009,1.1034
8.7257e-009,1.0751
8.7717e-009,1.0552
8.8176e-009,1.0577
8.8635e-009,1.0884
8.9095e-009,1.1372
8.9554e-009,1.1857
9.0013e-009,1.2237
9.0472e-009,1.2442
9.0932e-009,1.2460
9.1391e-009,1.2368
9.1850e-009,1.2252
9.2309e-009,1.2168
9.2769e-009,1.2171
9.3228e-009,1.2273
9.3687e-009,1.2432
9.4146e-009,1.2599
9.4605e-009,1.2709
9.5065e-009,1.2711
9.5524e-009,1.2610
9.5983e-009,1.2450
9.6442e-009,1.2293
9.6902e-009,1.2206
9.7361e-009,1.2213
9.7820e-009,1.2285
9.8280e-009,1.2361
9.8739e-009,1.2389
9.9198e-009,1.2349
9.9657e-009,1.2258
1.00117e-008,1.2165
1.00576e-008,1.2122
1.01035e-008,1.2138
1.01494e-008,1.2080
1.01954e-008,1.1631
1.02413e-008,1.0757
1.02872e-008,0.9623
1.03331e-008,0.8132
1.03790e-008,0.6498
1.04250e-008,0.5152
1.04709e-008,0.4253
1.05168e-008,0.3807
1.05627e-008,0.3752
1.06087e-008,0.3900
1.06546e-008,0.4045
1.07005e-008,0.4041
1.07464e-008,0.3814
1.07924e-008,0.3430
1.08383e-008,0.3005
1.08842e-008,0.2630
1.09302e-008,0.2392
1.09761e-008,0.2324
1.10220e-008,0.2382
1.10679e-008,0.2494
1.11139e-008,0.2586
1.11598e-008,0.2592
1.12057e-008,0.2494
1.12516e-008,0.2327
1.12975e-008,0.2150
1.13435e-008,0.2032
1.13894e-008,0.2019
1.14353e-008,0.2103
1.14812e-008,0.2245
1.15272e-008,0.2384
1.15731e-008,0.2466
1.16190e-008,0.2470
1.16649e-008,0.2423
1.17109e-008,0.2372
1.17568e-008,0.2353
1.18027e-008,0.2384
1.18487e-008,0.2453
1.18946e-008,0.2528
1.19405e-008,0.2571
1.19864e-008,0.2579
1.20324e-008,0.2696
1.20783e-008,0.3265
1.21242e-008,0.4279
1.21701e-008,0.5578
1.22161e-008,0.7263
1.22620e-008,0.8959
1.23079e-008,1.0199
1.23538e-008,1.0932
1.23997e-008,1.1156
1.24457e-008,1.0965
1.24916e-008,1.0674
1.25375e-008,1.0523
1.25834e-008,1.0630
1.26294e-008,1.1014
1.26753e-008,1.1525
1.27212e-008,1.1996
1.27672e-008,1.2337
1.28131e-008,1.2483
1.28590e-008,1.2453
1.29049e-008,1.2338
1.29509e-008,1.2214
1.29968e-008,1.2144
1.30427e-008,1.2179
1.30886e-008,1.2309
1.31346e-008,1.2485
1.31805e-008,1.2648
1.32264e-008,1.2730
1.32723e-008,1.2695
1.33182e-008,1.2564
1.33642e-008,1.2392
1.34101e-008,1.2248
1.34560e-008,1.2189
1.35019e-008,1.2224
1.35479e-008,1.2307
1.35938e-008,1.2376
1.36397e-008,1.2385
1.36856e-008,1.2326
1.37316e-008,1.2228
1.37775e-008,1.2144
1.38234e-008,1.2120
1.38694e-008,1.2135
1.39153e-008,1.1977
1.39612e-008,1.1362
1.40071e-008,1.0400
1.40531e-008,0.9157
1.40990e-008,0.7568
1.41449e-008,0.5993
1.41908e-008,0.4792
1.42367e-008,0.4045
1.42827e-008,0.3744
1.43286e-008,0.3784
1.43745e-008,0.3953
1.44204e-008,0.4065
1.44664e-008,0.3990
1.45123e-008,0.3697
1.45582e-008,0.3286
1.46041e-008,0.2866
1.46501e-008,0.2527
1.46960e-008,0.2347
1.47419e-008,0.2329
1.47879e-008,0.2414
1.48338e-008,0.2529
1.48797e-008,0.2599
1.49256e-008,0.2569
1.49715e-008,0.2443
1.50175e-008,0.2264
1.50634e-008,0.2099
1.51093e-008,0.2013
1.51552e-008,0.2035
1.52012e-008,0.2145
1.52471e-008,0.2294
1.52930e-008,0.2420
1.53389e-008,0.2476
1.53849e-008,0.2459
1.54308e-008,0.2405
1.54767e-008,0.2360
1.55226e-008,0.2357
1.55686e-008,0.2402
1.56145e-008,0.2477
1.56604e-008,0.2545
1.57063e-008,0.2574
1.57523e-008,0.2552
1.57982e-008,0.2493
1.58441e-008,0.2424
1.58901e-008,0.2374
1.59360e-008,0.2363
1.59819e-008,0.2392
1.60278e-008,0.2450
1.60738e-008,0.2515
1.61197e-008,0.2566
1.61656e-008,0.2587
1.62115e-008,0.2573
1.62575e-008,0.2532
1.63034e-008,0.2481
1.63493e-008,0.2441
1.63952e-008,0.2427
1.64412e-008,0.2444
1.64871e-008,0.2483
1.65330e-008,0.2527
1.65789e-008,0.2555
1.66249e-008,0.2555
1.66708e-008,0.2528
1.67167e-008,0.2488
1.67626e-008,0.2452
1.68085e-008,0.2437
1.68545e-008,0.2446
1.69004e-008,0.2473
1.69463e-008,0.2503
1.69922e-008,0.2523
1.70382e-008,0.2526
1.70841e-008,0.2513
1.71300e-008,0.2492
1.71759e-008,0.2474
1.72219e-008,0.2465
1.72678e-008,0.2467
1.73137e-008,0.2477
1.73596e-008,0.2490
1.74056e-008,0.2501
1.74515e-008,0.2505
1.74974e-008,0.2501
1.75433e-008,0.2491
1.75893e-008,0.2479
1.76352e-008,0.2471
1.76811e-008,0.2468
1.77271e-008,0.2473
1.77730e-008,0.2483
1.78189e-008,0.2495
1.78648e-008,0.2502
1.79108e-008,0.2502
1.79567e-008,0.2494
1.80026e-008,0.2483
1.80485e-008,0.2473
1.80945e-008,0.2469
1.81404e-008,0.2473
1.81863e-008,0.2481
1.82322e-008,0.2491
1.82782e-008,0.2496
1.83241e-008,0.2496
1.83700e-008,0.2491
1.84159e-008,0.2483
1.84619e-008,0.2477
1.85078e-008,0.2475
1.85537e-008,0.2476
1.85996e-008,0.2481
1.86455e-008,0.2486
1.86915e-008,0.2489
1.87374e-008,0.2490
1.87833e-008,0.2489
1.88292e-008,0.2486
1.88752e-008,0.2482
1.89211e-008,0.2479
1.89670e-008,0.2478
1.90129e-008,0.2479
1.90589e-008,0.2482
1.91048e-008,0.2485
1.91507e-008,0.2488
1.91966e-008,0.2488
1.92426e-008,0.2486
1.92885e-008,0.2483
1.93344e-008,0.2480
1.93803e-008,0.2478
1.94263e-008,0.2479
1.94722e-008,0.2482
1.95181e-008,0.2484
1.95640e-008,0.2486
1.96100e-008,0.2486
1.96559e-008,0.2484
1.97018e-008,0.2482
1.97478e-008,0.2480
1.97937e-008,0.2480
1.98396e-008,0.2480
1.98855e-008,0.2482
1.99315e-008,0.2483
1.99774e-008,0.2484
2.00233e-008,0.2484
2.00692e-008,0.2483
2.01152e-008,0.2482
2.01611e-008,0.2481
2.02070e-008,0.2481
2.02529e-008,0.2480
2.02989e-008,0.2481
2.03448e-008,0.2482
2.03907e-008,0.2483
2.04366e-008,0.2483
2.04826e-008,0.2483
2.05285e-008,0.2483
2.05744e-008,0.2482
2.06203e-008,0.2481
2.06662e-008,0.2480
2.07122e-008,0.2480
2.07581e-008,0.2481
2.08040e-008,0.2482
2.08499e-008,0.2483
2.08959e-008,0.2483
2.09418e-008,0.2482
2.09877e-008,0.2481
2.10336e-008,0.2481
2.10796e-008,0.2480
2.11255e-008,0.2481
2.11714e-008,0.2481
2.12173e-008,0.2481
2.12633e-008,0.2482
2.13092e-008,0.2482
2.13551e-008,0.2491
2.14010e-008,0.2622
2.14470e-008,0.3186
2.14929e-008,0.4204
2.15388e-008,0.5457
2.15847e-008,0.7055
2.16307e-008,0.8716
2.16766e-008,0.9956
2.17225e-008,1.0710
2.17685e-008,1.1001
2.18144e-008,1.0889
2.18603e-008,1.0657
2.19062e-008,1.0541
2.19522e-008,1.0648
2.19981e-008,1.1005
2.20440e-008,1.1484
2.20899e-008,1.1920
2.21359e-008,1.2239
2.21818e-008,1.2388
2.22277e-008,1.2379
2.22736e-008,1.2299
2.23196e-008,1.2216
2.23655e-008,1.2175
2.24114e-008,1.2215
2.24573e-008,1.2328
2.25033e-008,1.2473
2.25492e-008,1.2608
2.25951e-008,1.2679
