.HEADER
..NAMES
Time,V U2.P8
9.8739e-009,0.2359
9.9198e-009,0.2363
9.9657e-009,0.2407
1.00117e-008,0.2474
1.00576e-008,0.2538
1.01035e-008,0.2579
1.01494e-008,0.2663
1.01954e-008,0.3062
1.02413e-008,0.3940
1.02872e-008,0.5133
1.03331e-008,0.6616
1.03790e-008,0.8290
1.04250e-008,0.9726
1.04709e-008,1.0689
1.05168e-008,1.1212
1.05627e-008,1.1304
1.06087e-008,1.1119
1.06546e-008,1.0933
1.07005e-008,1.0894
1.07464e-008,1.1051
1.07924e-008,1.1383
1.08383e-008,1.1761
1.08842e-008,1.2065
1.09302e-008,1.2253
1.09761e-008,1.2314
1.10220e-008,1.2278
1.10679e-008,1.2200
1.11139e-008,1.2135
1.11598e-008,1.2120
1.12057e-008,1.2179
1.12516e-008,1.2300
1.12975e-008,1.2443
1.13435e-008,1.2557
1.13894e-008,1.2598
1.14353e-008,1.2552
1.14812e-008,1.2449
1.15272e-008,1.2341
1.15731e-008,1.2271
1.16190e-008,1.2263
1.16649e-008,1.2305
1.17109e-008,1.2358
1.17568e-008,1.2382
1.18027e-008,1.2357
1.18487e-008,1.2288
1.18946e-008,1.2204
1.19405e-008,1.2142
1.19864e-008,1.2116
1.20324e-008,1.2015
1.20783e-008,1.1569
1.21242e-008,1.0723
1.21701e-008,0.9625
1.22161e-008,0.8245
1.22620e-008,0.6677
1.23079e-008,0.5285
1.23538e-008,0.4288
1.23997e-008,0.3701
1.24457e-008,0.3502
1.24916e-008,0.3562
1.25375e-008,0.3679
1.25834e-008,0.3723
1.26294e-008,0.3626
1.26753e-008,0.3387
1.27212e-008,0.3081
1.27672e-008,0.2790
1.28131e-008,0.2574
1.28590e-008,0.2469
1.29049e-008,0.2474
1.29509e-008,0.2544
1.29968e-008,0.2618
1.30427e-008,0.2638
1.30886e-008,0.2580
1.31346e-008,0.2463
1.31805e-008,0.2326
1.32264e-008,0.2214
1.32723e-008,0.2163
1.33182e-008,0.2184
1.33642e-008,0.2257
1.34101e-008,0.2345
1.34560e-008,0.2412
1.35019e-008,0.2435
1.35479e-008,0.2415
1.35938e-008,0.2379
1.36397e-008,0.2359
1.36856e-008,0.2374
1.37316e-008,0.2427
1.37775e-008,0.2496
1.38234e-008,0.2553
1.38694e-008,0.2593
1.39153e-008,0.2750
1.39612e-008,0.3320
1.40071e-008,0.4327
1.40531e-008,0.5611
1.40990e-008,0.7191
1.41449e-008,0.8832
1.41908e-008,1.0108
1.42367e-008,1.0915
1.42827e-008,1.1288
1.43286e-008,1.1258
1.43745e-008,1.1046
1.44204e-008,1.0903
1.44664e-008,1.0927
1.45123e-008,1.1152
1.45582e-008,1.1515
1.46041e-008,1.1876
1.46501e-008,1.2143
1.46960e-008,1.2287
1.47419e-008,1.2310
1.47879e-008,1.2253
1.48338e-008,1.2175
1.48797e-008,1.2123
1.49256e-008,1.2133
1.49715e-008,1.2216
1.50175e-008,1.2349
1.50634e-008,1.2487
1.51093e-008,1.2580
1.51552e-008,1.2591
1.52012e-008,1.2520
1.52471e-008,1.2411
1.52930e-008,1.2312
1.53389e-008,1.2262
1.53849e-008,1.2274
1.54308e-008,1.2324
1.54767e-008,1.2370
1.55226e-008,1.2379
1.55686e-008,1.2337
1.56145e-008,1.2259
1.56604e-008,1.2178
1.57063e-008,1.2131
1.57523e-008,1.2102
1.57982e-008,1.1910
1.58441e-008,1.1311
1.58901e-008,1.0367
1.59360e-008,0.9181
1.59819e-008,0.7706
1.60278e-008,0.6158
1.60738e-008,0.4894
1.61197e-008,0.4040
1.61656e-008,0.3593
1.62115e-008,0.3504
1.62575e-008,0.3604
1.63034e-008,0.3706
1.63493e-008,0.3706
1.63952e-008,0.3555
1.64412e-008,0.3283
1.64871e-008,0.2975
1.65330e-008,0.2705
1.65789e-008,0.2524
1.66249e-008,0.2460
1.66708e-008,0.2494
1.67167e-008,0.2572
1.67626e-008,0.2632
1.68085e-008,0.2626
1.68545e-008,0.2544
1.69004e-008,0.2415
1.69463e-008,0.2282
1.69922e-008,0.2188
1.70382e-008,0.2163
1.70841e-008,0.2205
1.71300e-008,0.2287
1.71759e-008,0.2372
1.72219e-008,0.2425
1.72678e-008,0.2432
1.73137e-008,0.2403
1.73596e-008,0.2369
1.74056e-008,0.2360
1.74515e-008,0.2389
1.74974e-008,0.2450
1.75433e-008,0.2518
1.75893e-008,0.2566
1.76352e-008,0.2619
1.76811e-008,0.2887
1.77271e-008,0.3627
1.77730e-008,0.4737
1.78189e-008,0.6123
1.78648e-008,0.7774
1.79108e-008,0.9327
1.79567e-008,1.0437
1.80026e-008,1.1095
1.80485e-008,1.1317
1.80945e-008,1.1190
1.81404e-008,1.0980
1.81863e-008,1.0888
1.82322e-008,1.0982
1.82782e-008,1.1268
1.83241e-008,1.1647
1.83700e-008,1.1981
1.84159e-008,1.2207
1.84619e-008,1.2307
1.85078e-008,1.2296
1.85537e-008,1.2226
1.85996e-008,1.2152
1.86455e-008,1.2118
1.86915e-008,1.2153
1.87374e-008,1.2258
1.87833e-008,1.2398
1.88292e-008,1.2527
1.88752e-008,1.2594
1.89211e-008,1.2574
1.89670e-008,1.2484
1.90129e-008,1.2373
1.90589e-008,1.2287
1.91048e-008,1.2259
1.91507e-008,1.2289
1.91966e-008,1.2342
1.92426e-008,1.2379
1.92885e-008,1.2370
1.93344e-008,1.2313
1.93803e-008,1.2229
1.94263e-008,1.2157
1.94722e-008,1.2123
1.95181e-008,1.2070
1.95640e-008,1.1756
1.96100e-008,1.1016
1.96559e-008,0.9991
1.97018e-008,0.8704
1.97478e-008,0.7162
1.97937e-008,0.5678
1.98396e-008,0.4553
1.98855e-008,0.3839
1.99315e-008,0.3527
1.99774e-008,0.3528
2.00233e-008,0.3645
2.00692e-008,0.3721
2.01152e-008,0.3672
2.01611e-008,0.3472
2.02070e-008,0.3177
2.02529e-008,0.2875
2.02989e-008,0.2630
2.03448e-008,0.2488
2.03907e-008,0.2462
2.04366e-008,0.2519
2.04826e-008,0.2598
2.05285e-008,0.2639
2.05744e-008,0.2605
2.06203e-008,0.2503
2.06662e-008,0.2368
2.07122e-008,0.2243
2.07581e-008,0.2171
2.08040e-008,0.2171
2.08499e-008,0.2230
2.08959e-008,0.2318
2.09418e-008,0.2395
2.09877e-008,0.2433
2.10336e-008,0.2424
2.10796e-008,0.2390
2.11255e-008,0.2361
2.11714e-008,0.2365
2.12173e-008,0.2407
2.12633e-008,0.2474
2.13092e-008,0.2538
2.13551e-008,0.2572
2.14010e-008,0.2566
2.14470e-008,0.2524
2.14929e-008,0.2468
2.15388e-008,0.2419
2.15847e-008,0.2393
2.16307e-008,0.2397
2.16766e-008,0.2425
2.17225e-008,0.2468
2.17685e-008,0.2508
2.18144e-008,0.2534
2.18603e-008,0.2537
2.19062e-008,0.2519
2.19522e-008,0.2489
2.19981e-008,0.2459
2.20440e-008,0.2443
2.20899e-008,0.2447
2.21359e-008,0.2467
2.21818e-008,0.2495
2.22277e-008,0.2517
2.22736e-008,0.2525
2.23196e-008,0.2516
2.23655e-008,0.2495
2.24114e-008,0.2472
2.24573e-008,0.2456
2.25033e-008,0.2453
2.25492e-008,0.2463
2.25951e-008,0.2480
2.26410e-008,0.2495
2.26869e-008,0.2501
2.27329e-008,0.2497
2.27788e-008,0.2487
2.28247e-008,0.2475
2.28706e-008,0.2468
2.29166e-008,0.2466
2.29625e-008,0.2471
2.30084e-008,0.2478
2.30543e-008,0.2486
2.31003e-008,0.2491
2.31462e-008,0.2491
2.31921e-008,0.2487
2.32380e-008,0.2492
2.32840e-008,0.2625
2.33299e-008,0.3180
2.33758e-008,0.4210
2.34217e-008,0.5507
2.34677e-008,0.7065
2.35136e-008,0.8706
2.35595e-008,0.9998
2.36055e-008,1.0807
2.36514e-008,1.1192
2.36973e-008,1.1186
2.37432e-008,1.0993
2.37892e-008,1.0870
2.38351e-008,1.0916
2.38810e-008,1.1150
2.39269e-008,1.1513
2.39729e-008,1.1866
2.40188e-008,1.2114
2.40647e-008,1.2242
2.41106e-008,1.2259
2.41566e-008,1.2208
2.42025e-008,1.2146
2.42484e-008,1.2114
2.42943e-008,1.2140
2.43403e-008,1.2230
2.43862e-008,1.2358
2.44321e-008,1.2483
2.44780e-008,1.2564
2.45239e-008,1.2569
2.45699e-008,1.2502
2.46158e-008,1.2402
2.46617e-008,1.2314
2.47076e-008,1.2271
2.47536e-008,1.2284
2.47995e-008,1.2330
2.48454e-008,1.2371
2.48913e-008,1.2374
2.49373e-008,1.2330
2.49832e-008,1.2251
2.50291e-008,1.2171
2.50750e-008,1.2127
2.51210e-008,1.2138
2.51669e-008,1.2196
2.52128e-008,1.2275
2.52587e-008,1.2340
2.53047e-008,1.2366
2.53506e-008,1.2348
2.53965e-008,1.2301
2.54424e-008,1.2248
2.54884e-008,1.2206
2.55343e-008,1.2189
2.55802e-008,1.2196
2.56262e-008,1.2220
2.56721e-008,1.2252
2.57180e-008,1.2282
2.57639e-008,1.2297
2.58099e-008,1.2294
2.58558e-008,1.2272
2.59017e-008,1.2242
2.59476e-008,1.2216
2.59936e-008,1.2208
2.60395e-008,1.2220
2.60854e-008,1.2247
2.61313e-008,1.2275
2.61773e-008,1.2293
2.62232e-008,1.2293
2.62691e-008,1.2277
2.63150e-008,1.2255
2.63610e-008,1.2237
2.64069e-008,1.2231
2.64528e-008,1.2238
2.64987e-008,1.2255
2.65446e-008,1.2271
2.65906e-008,1.2279
2.66365e-008,1.2277
2.66824e-008,1.2267
2.67283e-008,1.2255
2.67743e-008,1.2246
2.68202e-008,1.2244
2.68661e-008,1.2248
2.69120e-008,1.2256
2.69580e-008,1.2264
2.70039e-008,1.2270
2.70498e-008,1.2273
2.70957e-008,1.2271
2.71417e-008,1.2266
2.71876e-008,1.2258
2.72335e-008,1.2252
2.72794e-008,1.2249
2.73254e-008,1.2252
2.73713e-008,1.2258
2.74172e-008,1.2266
2.74631e-008,1.2271
2.75091e-008,1.2272
2.75550e-008,1.2268
2.76009e-008,1.2261
2.76469e-008,1.2255
2.76928e-008,1.2253
2.77387e-008,1.2255
2.77846e-008,1.2260
2.78306e-008,1.2265
2.78765e-008,1.2269
2.79224e-008,1.2269
2.79683e-008,1.2266
2.80143e-008,1.2262
2.80602e-008,1.2259
2.81061e-008,1.2258
2.81520e-008,1.2259
2.81980e-008,1.2261
2.82439e-008,1.2264
2.82898e-008,1.2265
2.83357e-008,1.2266
2.83817e-008,1.2266
2.84276e-008,1.2264
2.84735e-008,1.2263
2.85194e-008,1.2261
2.85653e-008,1.2261
2.86113e-008,1.2261
2.86572e-008,1.2262
2.87031e-008,1.2264
2.87490e-008,1.2266
2.87950e-008,1.2266
2.88409e-008,1.2262
2.88868e-008,1.2198
2.89327e-008,1.1862
2.89787e-008,1.1088
2.90246e-008,1.0040
2.90705e-008,0.8793
2.91164e-008,0.7316
2.91624e-008,0.5868
2.92083e-008,0.4749
2.92542e-008,0.4015
2.93001e-008,0.3654
2.93461e-008,0.3595
2.93920e-008,0.3664
2.94379e-008,0.3706
2.94839e-008,0.3647
2.95298e-008,0.3458
2.95757e-008,0.3188
2.96216e-008,0.2916
2.96676e-008,0.2696
2.97135e-008,0.2562
2.97594e-008,0.2524
2.98053e-008,0.2555
2.98513e-008,0.2605
2.98972e-008,0.2623
2.99431e-008,0.2581
2.99890e-008,0.2487
3.00350e-008,0.2372
3.00809e-008,0.2269
3.01268e-008,0.2208
3.01727e-008,0.2204
3.02187e-008,0.2247
3.02646e-008,0.2313
3.03105e-008,0.2376
3.03564e-008,0.2411
3.04024e-008,0.2412
3.04483e-008,0.2391
3.04942e-008,0.2375
3.05401e-008,0.2382
3.05861e-008,0.2421
3.06320e-008,0.2480
3.06779e-008,0.2536
3.07238e-008,0.2566
3.07698e-008,0.2560
3.08157e-008,0.2521
3.08616e-008,0.2469
3.09075e-008,0.2425
3.09535e-008,0.2403
3.09994e-008,0.2408
3.10453e-008,0.2436
3.10912e-008,0.2473
3.11372e-008,0.2508
3.11831e-008,0.2528
3.12290e-008,0.2530
3.12749e-008,0.2515
3.13209e-008,0.2490
3.13668e-008,0.2466
3.14127e-008,0.2454
3.14586e-008,0.2458
3.15045e-008,0.2475
3.15505e-008,0.2496
3.15964e-008,0.2514
3.16423e-008,0.2520
3.16882e-008,0.2513
3.17342e-008,0.2496
3.17801e-008,0.2477
3.18260e-008,0.2463
3.18719e-008,0.2460
3.19179e-008,0.2468
3.19638e-008,0.2481
3.20097e-008,0.2494
3.20556e-008,0.2500
3.21016e-008,0.2497
3.21475e-008,0.2488
3.21934e-008,0.2477
3.22393e-008,0.2471
3.22853e-008,0.2470
3.23312e-008,0.2474
3.23771e-008,0.2481
3.24230e-008,0.2488
3.24690e-008,0.2491
3.25149e-008,0.2491
3.25608e-008,0.2487
3.26067e-008,0.2489
3.26527e-008,0.2590
3.26986e-008,0.3074
3.27445e-008,0.4051
3.27904e-008,0.5315
3.28364e-008,0.6836
3.28823e-008,0.8490
3.29282e-008,0.9847
3.29741e-008,1.0719
3.30201e-008,1.1163
3.30660e-008,1.1207
3.31119e-008,1.1023
3.31578e-008,1.0882
3.32038e-008,1.0901
3.32497e-008,1.1109
3.32956e-008,1.1461
3.33415e-008,1.1822
3.33875e-008,1.2087
3.34334e-008,1.2232
3.34793e-008,1.2263
3.35253e-008,1.2218
3.35712e-008,1.2155
3.36171e-008,1.2118
3.36630e-008,1.2134
3.37090e-008,1.2216
3.37549e-008,1.2340
3.38008e-008,1.2468
3.38467e-008,1.2556
3.38927e-008,1.2573
3.39386e-008,1.2515
3.39845e-008,1.2418
3.40304e-008,1.2326
3.40764e-008,1.2275
3.41223e-008,1.2280
3.41682e-008,1.2324
3.42141e-008,1.2367
3.42601e-008,1.2377
3.43060e-008,1.2339
3.43519e-008,1.2263
3.43978e-008,1.2182
3.44438e-008,1.2131
3.44897e-008,1.2134
3.45356e-008,1.2187
3.45815e-008,1.2265
3.46275e-008,1.2333
3.46734e-008,1.2365
3.47193e-008,1.2353
3.47652e-008,1.2310
3.48112e-008,1.2255
3.48571e-008,1.2212
3.49030e-008,1.2191
3.49489e-008,1.2194
3.49949e-008,1.2217
3.50408e-008,1.2248
3.50867e-008,1.2279
3.51326e-008,1.2297
3.51786e-008,1.2296
3.52245e-008,1.2276
3.52704e-008,1.2247
3.53163e-008,1.2220
3.53622e-008,1.2209
3.54082e-008,1.2218
3.54541e-008,1.2243
3.55000e-008,1.2272
3.55459e-008,1.2292
3.55919e-008,1.2294
3.56378e-008,1.2281
3.56837e-008,1.2259
3.57296e-008,1.2239
3.57756e-008,1.2231
3.58215e-008,1.2237
3.58674e-008,1.2253
3.59133e-008,1.2269
3.59593e-008,1.2279
3.60052e-008,1.2279
3.60511e-008,1.2270
3.60970e-008,1.2257
3.61430e-008,1.2248
3.61889e-008,1.2245
3.62348e-008,1.2248
3.62807e-008,1.2255
3.63267e-008,1.2262
3.63726e-008,1.2239
3.64185e-008,1.2021
3.64644e-008,1.1376
3.65104e-008,1.0382
3.65563e-008,0.9194
3.66022e-008,0.7769
3.66481e-008,0.6270
3.66941e-008,0.5037
3.67400e-008,0.4196
3.67859e-008,0.3732
3.68318e-008,0.3603
3.68778e-008,0.3653
3.69237e-008,0.3708
3.69696e-008,0.3676
3.70155e-008,0.3517
3.70615e-008,0.3260
3.71074e-008,0.2983
3.71533e-008,0.2749
3.71992e-008,0.2593
3.72452e-008,0.2531
3.72911e-008,0.2547
3.73370e-008,0.2594
3.73830e-008,0.2623
3.74289e-008,0.2597
3.74748e-008,0.2514
3.75207e-008,0.2401
3.75667e-008,0.2292
3.76126e-008,0.2219
3.76585e-008,0.2200
3.77044e-008,0.2233
3.77504e-008,0.2295
3.77963e-008,0.2360
3.78422e-008,0.2403
3.78881e-008,0.2411
3.79341e-008,0.2393
3.79800e-008,0.2373
3.80259e-008,0.2373
3.80718e-008,0.2405
3.81178e-008,0.2462
3.81637e-008,0.2523
3.82096e-008,0.2563
3.82555e-008,0.2601
3.83015e-008,0.2828
3.83474e-008,0.3523
3.83933e-008,0.4615
3.84392e-008,0.5981
3.84852e-008,0.7622
3.85311e-008,0.9208
3.85770e-008,1.0361
3.86229e-008,1.1052
3.86689e-008,1.1307
3.87148e-008,1.1197
3.87607e-008,1.0984
3.88066e-008,1.0883
3.88526e-008,1.0965
3.88985e-008,1.1243
3.89444e-008,1.1623
3.89903e-008,1.1964
3.90363e-008,1.2196
3.90822e-008,1.2301
3.91281e-008,1.2294
3.91740e-008,1.2225
3.92199e-008,1.2153
3.92659e-008,1.2118
3.93118e-008,1.2151
3.93577e-008,1.2252
3.94036e-008,1.2391
3.94496e-008,1.2520
3.94955e-008,1.2592
3.95414e-008,1.2577
3.95873e-008,1.2491
3.96333e-008,1.2380
3.96792e-008,1.2292
3.97251e-008,1.2260
3.97710e-008,1.2288
3.98170e-008,1.2342
3.98629e-008,1.2381
3.99088e-008,1.2375
3.99547e-008,1.2319
4.00007e-008,1.2235
4.00466e-008,1.2159
4.00925e-008,1.2123
4.01384e-008,1.2083
4.01844e-008,1.1810
4.02303e-008,1.1109
4.02762e-008,1.0106
4.03221e-008,0.8848
4.03681e-008,0.7320
4.04140e-008,0.5812
4.04599e-008,0.4645
4.05058e-008,0.3891
4.05518e-008,0.3543
4.05977e-008,0.3521
4.06436e-008,0.3636
4.06895e-008,0.3720
4.07355e-008,0.3685
4.07814e-008,0.3498
4.08273e-008,0.3207
4.08732e-008,0.2902
4.09192e-008,0.2650
4.09651e-008,0.2497
4.10110e-008,0.2461
4.10569e-008,0.2512
4.11029e-008,0.2592
4.11488e-008,0.2639
4.11947e-008,0.2613
4.12407e-008,0.2516
4.12866e-008,0.2381
4.13325e-008,0.2253
4.13784e-008,0.2174
4.14244e-008,0.2168
4.14703e-008,0.2223
4.15162e-008,0.2310
4.15621e-008,0.2390
4.16081e-008,0.2432
4.16540e-008,0.2427
4.16999e-008,0.2393
4.17458e-008,0.2363
4.17918e-008,0.2362
4.18377e-008,0.2402
4.18836e-008,0.2468
4.19295e-008,0.2533
4.19755e-008,0.2576
4.20214e-008,0.2653
4.20673e-008,0.3024
4.21132e-008,0.3875
4.21592e-008,0.5050
4.22051e-008,0.6511
4.22510e-008,0.8182
4.22969e-008,0.9643
4.23429e-008,1.0636
4.23888e-008,1.1188
4.24347e-008,1.1309
4.24806e-008,1.1135
4.25266e-008,1.0944
4.25725e-008,1.0893
4.26184e-008,1.1036
4.26643e-008,1.1358
4.27103e-008,1.1736
4.27562e-008,1.2047
4.28021e-008,1.2243
4.28480e-008,1.2313
4.28940e-008,1.2282
4.29399e-008,1.2206
4.29858e-008,1.2138
4.30317e-008,1.2119
4.30777e-008,1.2173
4.31236e-008,1.2291
4.31695e-008,1.2433
4.32154e-008,1.2550
4.32613e-008,1.2597
4.33073e-008,1.2557
4.33532e-008,1.2457
4.33991e-008,1.2348
4.34450e-008,1.2274
4.34910e-008,1.2262
4.35369e-008,1.2301
4.35828e-008,1.2354
4.36287e-008,1.2381
4.36747e-008,1.2360
4.37206e-008,1.2293
4.37665e-008,1.2209
4.38124e-008,1.2145
4.38584e-008,1.2118
4.39043e-008,1.2028
4.39502e-008,1.1610
4.39961e-008,1.0785
4.40421e-008,0.9703
4.40880e-008,0.8343
4.41339e-008,0.6779
4.41798e-008,0.5366
4.42258e-008,0.4342
4.42717e-008,0.3728
4.43176e-008,0.3506
4.43635e-008,0.3553
4.44095e-008,0.3671
4.44554e-008,0.3722
4.45013e-008,0.3635
4.45472e-008,0.3405
4.45932e-008,0.3101
4.46391e-008,0.2808
4.46850e-008,0.2585
4.47309e-008,0.2472
4.47769e-008,0.2470
4.48228e-008,0.2538
4.48687e-008,0.2613
4.49146e-008,0.2638
4.49606e-008,0.2585
4.50065e-008,0.2471
4.50524e-008,0.2334
4.50983e-008,0.2219
4.51443e-008,0.2164
4.51902e-008,0.2181
4.52361e-008,0.2250
4.52821e-008,0.2339
4.53280e-008,0.2408
4.53739e-008,0.2434
4.54198e-008,0.2417
4.54658e-008,0.2381
4.55117e-008,0.2359
4.55576e-008,0.2372
4.56035e-008,0.2422
4.56495e-008,0.2491
4.56954e-008,0.2549
4.57413e-008,0.2589
4.57872e-008,0.2728
4.58332e-008,0.3264
4.58791e-008,0.4248
4.59250e-008,0.5515
4.59709e-008,0.7078
4.60169e-008,0.8730
4.60628e-008,1.0039
4.61087e-008,1.0875
4.61546e-008,1.1277
4.62006e-008,1.1269
4.62465e-008,1.1059
4.62924e-008,1.0906
4.63383e-008,1.0918
4.63843e-008,1.1130
4.64302e-008,1.1489
4.64761e-008,1.1854
4.65220e-008,1.2128
4.65680e-008,1.2281
4.66139e-008,1.2311
4.66598e-008,1.2257
4.67057e-008,1.2179
4.67517e-008,1.2124
4.67976e-008,1.2129
4.68435e-008,1.2208
4.68894e-008,1.2339
4.69354e-008,1.2478
4.69813e-008,1.2576
4.70272e-008,1.2592
4.70731e-008,1.2526
4.71190e-008,1.2418
4.71650e-008,1.2316
4.72109e-008,1.2262
4.72568e-008,1.2271
4.73027e-008,1.2320
4.73487e-008,1.2368
4.73946e-008,1.2379
4.74405e-008,1.2341
4.74864e-008,1.2264
4.75324e-008,1.2182
4.75783e-008,1.2133
4.76242e-008,1.2137
4.76701e-008,1.2191
4.77161e-008,1.2268
4.77620e-008,1.2335
4.78079e-008,1.2366
4.78538e-008,1.2355
4.78998e-008,1.2312
4.79457e-008,1.2258
4.79916e-008,1.2213
4.80375e-008,1.2190
4.80835e-008,1.2192
4.81294e-008,1.2214
4.81753e-008,1.2248
4.82212e-008,1.2281
4.82672e-008,1.2302
4.83131e-008,1.2302
4.83590e-008,1.2281
4.84049e-008,1.2248
4.84509e-008,1.2219
4.84968e-008,1.2206
4.85427e-008,1.2217
4.85886e-008,1.2244
4.86346e-008,1.2275
4.86805e-008,1.2295
4.87264e-008,1.2297
4.87723e-008,1.2282
4.88183e-008,1.2259
4.88642e-008,1.2239
4.89101e-008,1.2231
4.89560e-008,1.2238
4.90020e-008,1.2253
4.90479e-008,1.2270
4.90938e-008,1.2280
4.91398e-008,1.2280
4.91857e-008,1.2271
4.92316e-008,1.2259
4.92775e-008,1.2249
