.HEADER
..NAMES
Time,V U1.H24&G25
.DATA
1.00123e-008,-0.7563
1.00547e-008,-0.8274
1.00971e-008,-0.8593
1.01396e-008,-0.8934
1.01820e-008,-0.9199
1.02244e-008,-0.9281
1.02668e-008,-0.9231
1.03093e-008,-0.8997
1.03517e-008,-0.8907
1.03941e-008,-0.8900
1.04366e-008,-0.8639
1.04790e-008,-0.8661
1.05214e-008,-0.8883
1.05638e-008,-0.9125
1.06063e-008,-0.9819
1.06487e-008,-1.0269
1.06911e-008,-1.0176
1.07335e-008,-0.7623
1.07759e-008,-0.2811
1.08184e-008,0.0814
1.08608e-008,0.4300
1.09032e-008,0.6541
1.09456e-008,0.7513
1.09881e-008,0.8233
1.10305e-008,0.8594
1.10729e-008,0.8932
1.11154e-008,0.9196
1.11578e-008,0.9302
1.12002e-008,0.9261
1.12426e-008,0.9044
1.12851e-008,0.8916
1.13275e-008,0.8933
1.13699e-008,0.8680
1.14123e-008,0.8654
1.14548e-008,0.8886
1.14972e-008,0.9099
1.15396e-008,0.9765
1.15820e-008,1.0270
1.16244e-008,1.0243
1.16669e-008,0.8069
1.17093e-008,0.3268
1.17517e-008,-0.0397
1.17941e-008,-0.4001
1.18366e-008,-0.6349
1.18790e-008,-0.7409
1.19214e-008,-0.8139
1.19639e-008,-0.8547
1.20063e-008,-0.8876
1.20487e-008,-0.9150
1.20911e-008,-0.9285
1.21336e-008,-0.9249
1.21760e-008,-0.9057
1.22184e-008,-0.8894
1.22608e-008,-0.8927
1.23032e-008,-0.8689
1.23457e-008,-0.8621
1.23881e-008,-0.8853
1.24305e-008,-0.9041
1.24729e-008,-0.9676
1.25154e-008,-1.0225
1.25578e-008,-1.0264
1.26002e-008,-0.8469
1.26427e-008,-0.3691
1.26851e-008,0.0070
1.27275e-008,0.3754
1.27699e-008,0.6198
1.28124e-008,0.7367
1.28548e-008,0.8093
1.28972e-008,0.8551
1.29396e-008,0.8868
1.29821e-008,0.9143
1.30245e-008,0.9303
1.30669e-008,0.9275
1.31093e-008,0.9105
1.31517e-008,0.8906
1.31942e-008,0.8951
1.32366e-008,0.8734
1.32790e-008,0.8620
1.33214e-008,0.8850
1.33639e-008,0.9026
1.34063e-008,0.9617
1.34487e-008,1.0214
1.34912e-008,1.0314
1.35336e-008,0.8892
1.35760e-008,0.4182
1.36184e-008,0.0303
1.36609e-008,-0.3428
1.37033e-008,-0.5975
1.37457e-008,-0.7270
1.37881e-008,-0.8003
1.38306e-008,-0.8507
1.38730e-008,-0.8808
1.39154e-008,-0.9095
1.39578e-008,-0.9284
1.40002e-008,-0.9287
1.40427e-008,-0.9153
1.40851e-008,-0.8911
1.41275e-008,-0.8948
1.41699e-008,-0.8738
1.42124e-008,-0.8568
1.42548e-008,-0.8803
1.42972e-008,-0.8979
1.43397e-008,-0.9533
1.43821e-008,-1.0170
1.44245e-008,-1.0307
1.44669e-008,-0.9239
1.45094e-008,-0.4621
1.45518e-008,-0.0572
1.45942e-008,0.3156
