.HEADER
..NAMES
Time,V U1.U26
.DATA
0.0e+000,0.2190
4.24e-011,0.2190
8.49e-011,0.2190
1.273e-010,0.2190
1.697e-010,0.2190
2.121e-010,0.2190
2.545e-010,0.2190
2.970e-010,0.2190
3.394e-010,0.2190
3.818e-010,0.2190
4.242e-010,0.2422
4.667e-010,0.3861
5.091e-010,0.5582
5.515e-010,0.7705
5.940e-010,0.9408
6.364e-010,1.0590
6.788e-010,1.1272
7.212e-010,1.1625
7.636e-010,1.1836
8.061e-010,1.2009
8.485e-010,1.2141
8.909e-010,1.2173
9.333e-010,1.2210
9.758e-010,1.2261
1.0182e-009,1.2309
1.0606e-009,1.2112
1.1030e-009,1.1950
1.1455e-009,1.1810
1.1879e-009,1.1763
1.2303e-009,1.1848
1.2728e-009,1.2163
1.3152e-009,1.2503
1.3576e-009,1.2683
1.4000e-009,1.2773
1.4425e-009,1.2709
1.4849e-009,1.2607
1.5273e-009,1.2537
1.5697e-009,1.2516
1.6121e-009,1.2545
1.6546e-009,1.2598
1.6970e-009,1.2598
1.7394e-009,1.2595
1.7819e-009,1.2600
1.8243e-009,1.2623
1.8667e-009,1.2598
1.9091e-009,1.2582
1.9516e-009,1.2602
1.9940e-009,1.2610
2.0364e-009,1.2624
2.0788e-009,1.2656
2.1213e-009,1.2684
2.1637e-009,1.2661
2.2061e-009,1.2626
2.2485e-009,1.2597
2.2910e-009,1.2379
2.3334e-009,1.0617
2.3758e-009,0.8542
2.4182e-009,0.6674
2.4606e-009,0.5007
2.5031e-009,0.3788
2.5455e-009,0.3157
2.5879e-009,0.2905
2.6303e-009,0.2788
2.6728e-009,0.2668
2.7152e-009,0.2527
2.7576e-009,0.2556
2.8000e-009,0.2550
2.8425e-009,0.2478
2.8849e-009,0.2392
2.9273e-009,0.2690
2.9698e-009,0.2942
3.0122e-009,0.2967
3.0546e-009,0.2982
3.0970e-009,0.2945
3.1395e-009,0.2594
3.1819e-009,0.2148
3.2243e-009,0.2072
3.2667e-009,0.3388
3.3092e-009,0.5397
3.3516e-009,0.7576
3.3940e-009,0.9488
3.4364e-009,1.0704
3.4789e-009,1.1372
3.5213e-009,1.1638
3.5637e-009,1.1837
3.6061e-009,1.2010
3.6485e-009,1.2153
3.6910e-009,1.2145
3.7334e-009,1.2225
3.7758e-009,1.2294
3.8183e-009,1.2348
3.8607e-009,1.2139
3.9031e-009,1.1920
3.9455e-009,1.1765
3.9879e-009,1.1661
4.0304e-009,1.1762
4.0728e-009,1.2110
4.1152e-009,1.2535
4.1577e-009,1.2737
4.2001e-009,1.2823
4.2425e-009,1.2737
4.2849e-009,1.2604
4.3274e-009,1.2503
4.3698e-009,1.2492
4.4122e-009,1.2541
4.4546e-009,1.2606
4.4970e-009,1.2598
4.5395e-009,1.2590
4.5819e-009,1.2606
4.6243e-009,1.2620
4.6668e-009,1.2597
4.7092e-009,1.2574
4.7516e-009,1.2599
4.7940e-009,1.2602
4.8364e-009,1.2620
4.8789e-009,1.2659
4.9213e-009,1.2697
4.9637e-009,1.2673
5.0062e-009,1.2625
5.0486e-009,1.2590
5.0910e-009,1.2480
5.1334e-009,1.1242
5.1758e-009,0.9072
5.2183e-009,0.7259
5.2607e-009,0.5470
5.3031e-009,0.4079
5.3456e-009,0.3293
5.3880e-009,0.2957
5.4304e-009,0.2815
5.4728e-009,0.2718
5.5153e-009,0.2549
5.5577e-009,0.2545
5.6001e-009,0.2550
5.6425e-009,0.2513
5.6849e-009,0.2394
5.7274e-009,0.2579
5.7698e-009,0.2903
5.8122e-009,0.2957
5.8547e-009,0.2970
5.8971e-009,0.2978
5.9395e-009,0.2732
5.9819e-009,0.2251
6.0243e-009,0.2038
6.0668e-009,0.2893
6.1092e-009,0.4818
6.1516e-009,0.6848
6.1941e-009,0.9010
6.2365e-009,1.0409
6.2789e-009,1.1214
6.3213e-009,1.1575
6.3637e-009,1.1775
6.4062e-009,1.1952
6.4486e-009,1.2126
6.4910e-009,1.2151
6.5335e-009,1.2198
6.5759e-009,1.2268
6.6183e-009,1.2343
6.6607e-009,1.2216
6.7032e-009,1.1967
6.7456e-009,1.1821
6.7880e-009,1.1671
6.8304e-009,1.1707
6.8728e-009,1.1981
6.9153e-009,1.2426
6.9577e-009,1.2627
7.0001e-009,1.1617
7.0426e-009,0.9149
7.0850e-009,0.7047
7.1274e-009,0.5119
7.1698e-009,0.3822
7.2122e-009,0.3161
7.2547e-009,0.2923
7.2971e-009,0.2800
7.3395e-009,0.2692
7.3820e-009,0.2538
7.4244e-009,0.2518
7.4668e-009,0.2540
7.5092e-009,0.2495
7.5516e-009,0.2376
7.5941e-009,0.2506
7.6365e-009,0.2911
7.6789e-009,0.3050
7.7213e-009,0.3079
7.7638e-009,0.3038
7.8062e-009,0.2762
7.8486e-009,0.2219
7.8910e-009,0.1924
7.9335e-009,0.2524
7.9759e-009,0.4453
8.0183e-009,0.6482
8.0608e-009,0.8745
8.1032e-009,1.0217
8.1456e-009,1.1081
8.1880e-009,1.1497
8.2305e-009,1.1718
8.2729e-009,1.1918
8.3153e-009,1.2103
8.3577e-009,1.2158
8.4001e-009,1.2175
8.4426e-009,1.2254
8.4850e-009,1.2337
8.5274e-009,1.2271
8.5698e-009,1.1998
8.6123e-009,1.1833
8.6547e-009,1.1670
8.6971e-009,1.1678
8.7396e-009,1.1913
8.7820e-009,1.2363
8.8244e-009,1.2686
8.8668e-009,1.2804
8.9093e-009,1.2786
8.9517e-009,1.2649
8.9941e-009,1.2530
9.0365e-009,1.2487
9.0790e-009,1.2516
9.1214e-009,1.2583
9.1638e-009,1.2610
9.2062e-009,1.2584
9.2486e-009,1.2595
9.2911e-009,1.2613
9.3335e-009,1.2616
9.3759e-009,1.2576
9.4183e-009,1.2581
9.4608e-009,1.2600
9.5032e-009,1.2609
9.5456e-009,1.2638
9.5881e-009,1.2684
9.6305e-009,1.2693
9.6729e-009,1.2645
