.HEADER
..NAMES
Time,V U1.H24&G25
.DATA
2.87238e-008,-0.6782
2.87662e-008,-0.7645
2.88086e-008,-0.8332
2.88511e-008,-0.8624
2.88935e-008,-0.8962
2.89359e-008,-0.9223
2.89784e-008,-0.9283
2.90208e-008,-0.9223
2.90632e-008,-0.8974
2.91056e-008,-0.8918
2.91480e-008,-0.8886
2.91905e-008,-0.8624
2.92329e-008,-0.8687
2.92753e-008,-0.8899
2.93178e-008,-0.9178
2.93602e-008,-0.9886
2.94026e-008,-1.0287
2.94450e-008,-1.0131
2.94875e-008,-0.7213
2.95299e-008,-0.2433
2.95723e-008,0.1182
2.96147e-008,0.4540
2.96571e-008,0.6673
2.96996e-008,0.7583
2.97420e-008,0.8291
2.97844e-008,0.8615
2.98269e-008,0.8954
2.98693e-008,0.9215
2.99117e-008,0.9297
2.99541e-008,0.9248
2.99965e-008,0.9013
3.00390e-008,0.8920
3.00814e-008,0.8916
3.01238e-008,0.8655
3.01663e-008,0.8671
3.02087e-008,0.8896
3.02511e-008,0.9138
3.02935e-008,0.9828
3.03360e-008,1.0285
3.03784e-008,1.0194
3.04208e-008,0.7659
3.04632e-008,0.2858
3.05056e-008,-0.0763
3.05481e-008,-0.4262
3.05905e-008,-0.6507
3.06329e-008,-0.7485
3.06753e-008,-0.8210
3.07178e-008,-0.8571
3.07602e-008,-0.8908
3.08026e-008,-0.9178
3.08451e-008,-0.9286
3.08875e-008,-0.9244
3.09299e-008,-0.9031
3.09723e-008,-0.8902
3.10147e-008,-0.8919
3.10572e-008,-0.8667
3.10996e-008,-0.8642
3.11420e-008,-0.8872
3.11844e-008,-0.9082
3.12269e-008,-0.9748
3.12693e-008,-1.0252
3.13117e-008,-1.0230
3.13542e-008,-0.8077
3.13966e-008,-0.3269
3.14390e-008,0.0408
3.14814e-008,0.4012
3.15239e-008,0.6365
3.15663e-008,0.7430
3.16087e-008,0.8155
3.16511e-008,0.8567
3.16935e-008,0.8896
3.17360e-008,0.9166
3.17784e-008,0.9300
3.18208e-008,0.9266
3.18633e-008,0.9073
3.19057e-008,0.8906
3.19481e-008,0.8941
3.19905e-008,0.8705
3.20330e-008,0.8631
3.20754e-008,0.8865
3.21178e-008,0.9054
3.21602e-008,0.9684
3.22026e-008,1.0239
3.22451e-008,1.0282
3.22875e-008,0.8503
3.23299e-008,0.3736
3.23723e-008,-0.0025
3.24148e-008,-0.3715
3.24572e-008,-0.6165
3.24996e-008,-0.7339
3.25421e-008,-0.8070
3.25845e-008,-0.8530
3.26269e-008,-0.8845
3.26693e-008,-0.9125
3.27117e-008,-0.9288
3.27542e-008,-0.9260
3.27966e-008,-0.9092
3.28390e-008,-0.8893
3.28814e-008,-0.8938
3.29239e-008,-0.8721
3.29663e-008,-0.8609
3.30087e-008,-0.8837
3.30512e-008,-0.9010
3.30936e-008,-0.9601
3.31360e-008,-1.0197
3.31784e-008,-1.0297
3.32209e-008,-0.8899
3.32633e-008,-0.4189
3.33057e-008,-0.0294
3.33481e-008,0.3437
3.33905e-008,0.5987
3.34330e-008,0.7290
3.34754e-008,0.8019
3.35178e-008,0.8526
3.35603e-008,0.8828
3.36027e-008,0.9111
3.36451e-008,0.9298
3.36875e-008,0.9279
3.37300e-008,0.9133
3.37724e-008,0.8904
3.38148e-008,0.8952
3.38572e-008,0.8762
3.38996e-008,0.8606
3.39421e-008,0.8825
3.39845e-008,0.8994
3.40269e-008,0.9535
3.40694e-008,1.0172
3.41118e-008,1.0329
3.41542e-008,0.9281
3.41966e-008,0.4686
3.42391e-008,0.0636
3.42815e-008,-0.3097
3.43239e-008,-0.5757
3.43663e-008,-0.7196
3.44087e-008,-0.7939
3.44512e-008,-0.8486
3.44936e-008,-0.8773
3.45360e-008,-0.9069
3.45784e-008,-0.9282
3.46209e-008,-0.9271
3.46633e-008,-0.9147
3.47057e-008,-0.8900
3.47482e-008,-0.8942
3.47906e-008,-0.8780
3.48330e-008,-0.8593
3.48754e-008,-0.8794
3.49178e-008,-0.8961
3.49603e-008,-0.9453
3.50027e-008,-1.0121
3.50451e-008,-1.0315
3.50875e-008,-0.9572
3.51300e-008,-0.5174
3.51724e-008,-0.0940
3.52148e-008,0.2775
3.52573e-008,0.5553
3.52997e-008,0.7135
3.53421e-008,0.7895
3.53845e-008,0.8475
3.54270e-008,0.8754
3.54694e-008,0.9057
3.55118e-008,0.9285
3.55542e-008,0.9288
3.55966e-008,0.9183
3.56391e-008,0.8920
3.56815e-008,0.8950
3.57239e-008,0.8820
3.57664e-008,0.8600
3.58088e-008,0.8777
3.58512e-008,0.8954
3.58936e-008,0.9390
3.59361e-008,1.0083
3.59785e-008,1.0328
3.60209e-008,0.9813
3.60633e-008,0.5696
3.61057e-008,0.1294
3.61482e-008,-0.2389
3.61906e-008,-0.5306
3.62330e-008,-0.7025
3.62754e-008,-0.7812
