.HEADER
..NAMES
Time,V U1.R26
.DATA
0.0e+000,1.2610
4.24e-011,1.2610
8.49e-011,1.2610
1.273e-010,1.2610
1.697e-010,1.2610
2.121e-010,1.2610
2.545e-010,1.2610
2.970e-010,1.2610
3.394e-010,1.2610
3.818e-010,1.2597
4.242e-010,1.1941
4.667e-010,0.9801
5.091e-010,0.7893
5.515e-010,0.5905
5.940e-010,0.4253
6.364e-010,0.3334
6.788e-010,0.2905
7.212e-010,0.2764
7.636e-010,0.2799
8.061e-010,0.2862
8.485e-010,0.2783
8.909e-010,0.2766
9.333e-010,0.2597
9.758e-010,0.2382
1.0182e-009,0.2529
1.0606e-009,0.2820
1.1030e-009,0.2876
1.1455e-009,0.2967
1.1879e-009,0.2939
1.2303e-009,0.2543
1.2728e-009,0.2156
1.3152e-009,0.2040
1.3576e-009,0.1962
1.4000e-009,0.2032
1.4425e-009,0.2162
1.4849e-009,0.2224
1.5273e-009,0.2267
1.5697e-009,0.2273
1.6121e-009,0.2214
1.6546e-009,0.2183
1.6970e-009,0.2164
1.7394e-009,0.2091
1.7819e-009,0.2109
1.8243e-009,0.2192
1.8667e-009,0.2198
1.9091e-009,0.2177
1.9516e-009,0.2196
1.9940e-009,0.2148
2.0364e-009,0.2086
2.0788e-009,0.2113
2.1213e-009,0.2152
2.1637e-009,0.2176
2.2061e-009,0.2206
2.2485e-009,0.2198
2.2910e-009,0.2183
2.3334e-009,0.2179
2.3758e-009,0.2160
2.4182e-009,0.2152
2.4606e-009,0.2166
2.5031e-009,0.2157
2.5455e-009,0.2154
2.5879e-009,0.2182
2.6303e-009,0.2186
2.6728e-009,0.2169
2.7152e-009,0.2172
2.7576e-009,0.2170
2.8000e-009,0.2154
2.8425e-009,0.2160
2.8849e-009,0.2174
2.9273e-009,0.2176
2.9698e-009,0.2177
3.0122e-009,0.2172
3.0546e-009,0.2165
3.0970e-009,0.2167
3.1395e-009,0.2167
3.1819e-009,0.2164
3.2243e-009,0.2276
3.2667e-009,0.3582
3.3092e-009,0.5321
3.3516e-009,0.7402
3.3940e-009,0.9307
3.4364e-009,1.0578
3.4789e-009,1.1353
3.5213e-009,1.1676
3.5637e-009,1.1823
3.6061e-009,1.1818
3.6485e-009,1.1883
3.6910e-009,1.1900
3.7334e-009,1.2024
3.7758e-009,1.2223
3.8183e-009,1.2262
3.8607e-009,1.2106
3.9031e-009,1.1966
3.9455e-009,1.1807
3.9879e-009,1.1758
4.0304e-009,1.1982
4.0728e-009,1.2327
4.1152e-009,1.2564
4.1577e-009,1.2473
4.2001e-009,1.0479
4.2425e-009,0.8071
4.2849e-009,0.6071
4.3274e-009,0.4303
4.3698e-009,0.3272
4.4122e-009,0.2840
4.4546e-009,0.2741
4.4970e-009,0.2745
4.5395e-009,0.2913
4.5819e-009,0.2868
4.6243e-009,0.2786
4.6668e-009,0.2637
4.7092e-009,0.2374
4.7516e-009,0.2390
4.7940e-009,0.2780
4.8364e-009,0.2980
4.8789e-009,0.3022
4.9213e-009,0.3019
4.9637e-009,0.2666
5.0062e-009,0.2146
5.0486e-009,0.1977
5.0910e-009,0.1971
5.1334e-009,0.3336
5.1758e-009,0.5462
5.2183e-009,0.7542
5.2607e-009,0.9518
5.3031e-009,1.0776
5.3456e-009,1.1453
5.3880e-009,1.1693
5.4304e-009,1.1821
5.4728e-009,1.1736
5.5153e-009,1.1775
5.5577e-009,1.1914
5.6001e-009,1.2072
5.6425e-009,1.2256
5.6849e-009,1.2330
5.7274e-009,1.2095
5.7698e-009,1.1836
5.8122e-009,1.1720
5.8547e-009,1.1726
5.8971e-009,1.1974
5.9395e-009,1.2398
5.9819e-009,1.2641
6.0243e-009,1.2753
6.0668e-009,1.2732
6.1092e-009,1.2601
6.1516e-009,1.2516
6.1941e-009,1.2483
6.2365e-009,1.2483
6.2789e-009,1.2509
6.3213e-009,1.2582
6.3637e-009,1.2614
6.4062e-009,1.2656
6.4486e-009,1.2677
6.4910e-009,1.2629
6.5335e-009,1.2571
6.5759e-009,1.2570
6.6183e-009,1.2587
6.6607e-009,1.2617
6.7032e-009,1.2679
6.7456e-009,1.2686
6.7880e-009,1.2644
6.8304e-009,1.2612
6.8728e-009,1.2578
6.9153e-009,1.2568
6.9577e-009,1.2592
7.0001e-009,1.2607
7.0426e-009,1.2615
7.0850e-009,1.2627
7.1274e-009,1.2626
7.1698e-009,1.2619
7.2122e-009,1.2623
7.2547e-009,1.2611
7.2971e-009,1.2596
7.3395e-009,1.2600
7.3820e-009,1.2610
7.4244e-009,1.2614
7.4668e-009,1.2624
7.5092e-009,1.2625
7.5516e-009,1.2611
7.5941e-009,1.2605
