.HEADER
..NAMES
Time,V U1.K23
.DATA
3.09278e-008,0.2062
3.09702e-008,0.2118
3.10127e-008,0.2168
3.10551e-008,0.2177
3.10975e-008,0.2160
3.11400e-008,0.2144
3.11824e-008,0.2150
3.12248e-008,0.2161
3.12672e-008,0.2154
3.13096e-008,0.2145
3.13521e-008,0.2148
3.13945e-008,0.2151
3.14369e-008,0.2155
3.14793e-008,0.2154
3.15218e-008,0.2145
3.15642e-008,0.2139
3.16066e-008,0.2142
3.16491e-008,0.2154
3.16915e-008,0.2164
3.17339e-008,0.2161
3.17763e-008,0.2149
3.18188e-008,0.2142
3.18612e-008,0.2145
3.19036e-008,0.2152
3.19460e-008,0.2153
3.19884e-008,0.2149
3.20309e-008,0.2148
3.20733e-008,0.2150
3.21157e-008,0.2152
3.21582e-008,0.2151
3.22006e-008,0.2149
3.22430e-008,0.2148
3.22854e-008,0.2150
3.23279e-008,0.2152
3.23703e-008,0.2153
3.24127e-008,0.2151
3.24551e-008,0.2149
3.24975e-008,0.2148
3.25400e-008,0.2149
3.25824e-008,0.2152
3.26248e-008,0.2152
3.26672e-008,0.2150
3.27097e-008,0.2149
3.27521e-008,0.2150
3.27945e-008,0.2151
3.28370e-008,0.2151
3.28794e-008,0.2150
3.29218e-008,0.2150
3.29642e-008,0.2150
3.30066e-008,0.2151
3.30491e-008,0.2151
3.30915e-008,0.2150
3.31339e-008,0.2150
3.31763e-008,0.2150
3.32188e-008,0.2929
3.32612e-008,0.4755
3.33036e-008,0.6574
3.33461e-008,0.8529
3.33885e-008,0.9783
3.34309e-008,1.0598
3.34733e-008,1.1179
3.35158e-008,1.1642
3.35582e-008,1.1855
3.36006e-008,1.1986
3.36430e-008,1.1971
3.36854e-008,1.2015
3.37279e-008,1.2143
3.37703e-008,1.2095
3.38127e-008,1.1916
3.38552e-008,1.1717
3.38976e-008,1.1669
3.39400e-008,1.1935
3.39824e-008,1.2275
3.40249e-008,1.2475
3.40673e-008,1.2536
3.41097e-008,1.2414
3.41521e-008,1.1189
3.41945e-008,0.8685
3.42370e-008,0.6927
3.42794e-008,0.5406
3.43218e-008,0.4325
3.43643e-008,0.3605
3.44067e-008,0.3130
3.44491e-008,0.2788
3.44915e-008,0.2744
3.45340e-008,0.2696
3.45764e-008,0.2688
3.46188e-008,0.2673
3.46612e-008,0.2601
3.47036e-008,0.2755
3.47461e-008,0.3022
3.47885e-008,0.3131
3.48309e-008,0.3006
3.48733e-008,0.2618
3.49158e-008,0.2292
3.49582e-008,0.2231
3.50006e-008,0.2227
3.50431e-008,0.2216
3.50855e-008,0.2786
3.51279e-008,0.4680
3.51703e-008,0.6509
3.52128e-008,0.8509
3.52552e-008,0.9733
3.52976e-008,1.0544
3.53400e-008,1.1130
3.53824e-008,1.1622
3.54249e-008,1.1879
3.54673e-008,1.1991
3.55097e-008,1.1963
3.55522e-008,1.1931
3.55946e-008,1.2056
3.56370e-008,1.2069
3.56794e-008,1.1931
3.57219e-008,1.1741
3.57643e-008,1.1660
3.58067e-008,1.1903
3.58491e-008,1.2275
3.58915e-008,1.2481
3.59340e-008,1.2533
3.59764e-008,1.2464
3.60188e-008,1.1623
3.60613e-008,0.9181
3.61037e-008,0.7280
3.61461e-008,0.5663
3.61885e-008,0.4507
3.62310e-008,0.3708
3.62734e-008,0.3211
3.63158e-008,0.2849
3.63582e-008,0.2747
3.64006e-008,0.2719
3.64431e-008,0.2685
3.64855e-008,0.2687
3.65279e-008,0.2608
3.65703e-008,0.2704
3.66128e-008,0.2967
3.66552e-008,0.3115
3.66976e-008,0.3050
3.67401e-008,0.2713
3.67825e-008,0.2341
3.68249e-008,0.2233
3.68673e-008,0.2224
3.69097e-008,0.2215
3.69522e-008,0.2199
3.69946e-008,0.2167
3.70370e-008,0.2167
3.70794e-008,0.2196
3.71219e-008,0.2184
3.71643e-008,0.2157
3.72067e-008,0.2153
3.72492e-008,0.2153
3.72916e-008,0.2175
3.73340e-008,0.2187
3.73764e-008,0.2155
3.74189e-008,0.2101
3.74613e-008,0.2061
3.75037e-008,0.2088
3.75461e-008,0.2151
3.75885e-008,0.2181
3.76310e-008,0.2171
3.76734e-008,0.2150
3.77158e-008,0.2143
3.77583e-008,0.2157
3.78007e-008,0.2162
3.78431e-008,0.2150
3.78855e-008,0.2312
3.79280e-008,0.3831
3.79704e-008,0.5666
3.80128e-008,0.7698
3.80552e-008,0.9242
3.80976e-008,1.0258
3.81401e-008,1.0908
3.81825e-008,1.1424
3.82249e-008,1.1793
3.82673e-008,1.1935
3.83098e-008,1.2000
3.83522e-008,1.1966
3.83946e-008,1.2081
3.84371e-008,1.2141
3.84795e-008,1.2016
3.85219e-008,1.1811
3.85643e-008,1.1656
3.86067e-008,1.1772
3.86492e-008,1.2123
3.86916e-008,1.2396
3.87340e-008,1.2524
3.87764e-008,1.2519
3.88189e-008,1.2489
3.88613e-008,1.2529
3.89037e-008,1.2583
3.89462e-008,1.2596
3.89886e-008,1.2590
3.90310e-008,1.2593
3.90734e-008,1.2610
3.91159e-008,1.2643
3.91583e-008,1.2639
3.92007e-008,1.2611
3.92431e-008,1.2606
