.HEADER
..NAMES
Time,V U1.N21
.DATA
4.24347e-008,1.2522
4.24806e-008,1.2386
4.25266e-008,1.2137
4.25725e-008,1.1875
4.26184e-008,1.1703
4.26643e-008,1.1787
4.27103e-008,1.1963
4.27562e-008,1.2267
4.28021e-008,1.2393
4.28480e-008,1.2335
4.28940e-008,1.2147
4.29399e-008,1.1982
4.29858e-008,1.1946
4.30317e-008,1.2083
4.30777e-008,1.2335
4.31236e-008,1.2572
4.31695e-008,1.2684
4.32154e-008,1.2621
4.32613e-008,1.2470
4.33073e-008,1.2350
4.33532e-008,1.2266
4.33991e-008,1.2244
4.34450e-008,1.2222
4.34910e-008,1.2221
4.35369e-008,1.2247
4.35828e-008,1.2296
4.36287e-008,1.2391
4.36747e-008,1.2466
4.37206e-008,1.2502
4.37665e-008,1.2443
4.38124e-008,1.2327
4.38584e-008,1.2210
4.39043e-008,1.2154
4.39502e-008,1.2189
4.39961e-008,1.2296
4.40421e-008,1.2422
4.40880e-008,1.2489
4.41339e-008,1.2464
4.41798e-008,1.2364
4.42258e-008,1.2257
4.42717e-008,1.2204
4.43176e-008,1.2217
4.43635e-008,1.2281
4.44095e-008,1.2343
4.44554e-008,1.2375
4.45013e-008,1.2369
4.45472e-008,1.2341
4.45932e-008,1.2320
4.46391e-008,1.2308
4.46850e-008,1.2306
4.47309e-008,1.2299
4.47769e-008,1.2291
4.48228e-008,1.2289
4.48687e-008,1.2301
4.49146e-008,1.2329
4.49606e-008,1.2359
4.50065e-008,1.2373
4.50524e-008,1.2354
4.50983e-008,1.2309
4.51443e-008,1.2263
4.51902e-008,1.2243
4.52361e-008,1.2262
4.52821e-008,1.2308
4.53280e-008,1.2356
4.53739e-008,1.2377
4.54198e-008,1.2363
4.54658e-008,1.2325
4.55117e-008,1.2285
4.55576e-008,1.2266
4.56035e-008,1.2272
4.56495e-008,1.2296
4.56954e-008,1.2320
4.57413e-008,1.2334
4.57872e-008,1.2333
4.58332e-008,1.2325
4.58791e-008,1.2315
4.59250e-008,1.2310
4.59709e-008,1.2306
4.60169e-008,1.2300
4.60628e-008,1.2294
4.61087e-008,1.2292
4.61546e-008,1.2298
4.62006e-008,1.2313
4.62465e-008,1.2328
4.62924e-008,1.2335
4.63383e-008,1.2327
4.63843e-008,1.2308
4.64302e-008,1.2289
4.64761e-008,1.2280
4.65220e-008,1.2287
4.65680e-008,1.2304
4.66139e-008,1.2322
4.66598e-008,1.2331
4.67057e-008,1.2326
4.67517e-008,1.2312
4.67976e-008,1.2298
4.68435e-008,1.2291
4.68894e-008,1.2293
4.69354e-008,1.2301
4.69813e-008,1.2309
4.70272e-008,1.2313
4.70731e-008,1.2313
4.71190e-008,1.2311
4.71650e-008,1.2308
4.72109e-008,1.2307
4.72568e-008,1.1988
4.73027e-008,1.0538
4.73487e-008,0.9254
4.73946e-008,0.7836
4.74405e-008,0.6381
4.74864e-008,0.4870
4.75324e-008,0.3747
4.75783e-008,0.3130
4.76242e-008,0.2774
4.76701e-008,0.2591
4.77161e-008,0.2479
4.77620e-008,0.2435
4.78079e-008,0.2405
4.78538e-008,0.2426
4.78998e-008,0.2514
4.79457e-008,0.2493
4.79916e-008,0.2385
4.80375e-008,0.2255
4.80835e-008,0.2287
4.81294e-008,0.2533
4.81753e-008,0.2699
4.82212e-008,0.2847
4.82672e-008,0.2815
4.83131e-008,0.2792
4.83590e-008,0.2668
4.84049e-008,0.2530
4.84509e-008,0.2465
4.84968e-008,0.2475
4.85427e-008,0.2561
4.85886e-008,0.2622
4.86346e-008,0.2625
4.86805e-008,0.2513
4.87264e-008,0.2342
4.87723e-008,0.2183
4.88183e-008,0.2127
4.88642e-008,0.2175
4.89101e-008,0.2247
4.89560e-008,0.2331
4.90020e-008,0.2412
