.HEADER
..NAMES
Time,V U1.U21
.DATA
4.36287e-008,1.2377
4.36747e-008,1.2451
4.37206e-008,1.2443
4.37665e-008,1.2357
4.38124e-008,1.2228
4.38584e-008,1.2146
4.39043e-008,1.2162
4.39502e-008,1.2261
4.39961e-008,1.2378
4.40421e-008,1.2439
4.40880e-008,1.2420
4.41339e-008,1.2346
4.41798e-008,1.2275
4.42258e-008,1.2245
4.42717e-008,1.2262
4.43176e-008,1.2294
4.43635e-008,1.2305
4.44095e-008,1.2300
4.44554e-008,1.2291
4.45013e-008,1.2302
4.45472e-008,1.2326
4.45932e-008,1.2339
4.46391e-008,1.2329
4.46850e-008,1.2297
4.47309e-008,1.2265
4.47769e-008,1.2252
4.48228e-008,1.2267
4.48687e-008,1.2304
4.49146e-008,1.2341
4.49606e-008,1.2357
4.50065e-008,1.2339
4.50524e-008,1.2299
4.50983e-008,1.2262
4.51443e-008,1.2250
4.51902e-008,1.2271
4.52361e-008,1.2306
4.52821e-008,1.2331
4.53280e-008,1.2332
4.53739e-008,1.2177
4.54198e-008,1.1027
4.54658e-008,0.9595
4.55117e-008,0.8325
4.55576e-008,0.6844
4.56035e-008,0.5333
4.56495e-008,0.4025
4.56954e-008,0.3271
4.57413e-008,0.2830
4.57872e-008,0.2630
4.58332e-008,0.2530
4.58791e-008,0.2512
4.59250e-008,0.2580
4.59709e-008,0.2536
4.60169e-008,0.2468
4.60628e-008,0.2328
4.61087e-008,0.2204
4.61546e-008,0.2142
4.62006e-008,0.2121
4.62465e-008,0.2324
4.62924e-008,0.2577
4.63383e-008,0.2829
4.63843e-008,0.2908
4.64302e-008,0.2808
4.64761e-008,0.2736
4.65220e-008,0.2682
4.65680e-008,0.2692
4.66139e-008,0.2691
4.66598e-008,0.2673
4.67057e-008,0.2674
4.67517e-008,0.2650
4.67976e-008,0.2577
4.68435e-008,0.2445
4.68894e-008,0.2341
4.69354e-008,0.2281
4.69813e-008,0.2286
4.70272e-008,0.2318
4.70731e-008,0.2360
4.71190e-008,0.2431
4.71650e-008,0.2482
4.72109e-008,0.2502
4.72568e-008,0.2620
4.73027e-008,0.3925
4.73487e-008,0.5431
4.73946e-008,0.6995
4.74405e-008,0.8748
4.74864e-008,1.0216
4.75324e-008,1.1187
4.75783e-008,1.1740
4.76242e-008,1.2050
4.76701e-008,1.2167
4.77161e-008,1.2181
4.77620e-008,1.2137
4.78079e-008,1.2024
4.78538e-008,1.2065
4.78998e-008,1.2137
4.79457e-008,1.2333
4.79916e-008,1.2554
4.80375e-008,1.2680
4.80835e-008,1.2702
4.81294e-008,1.2400
4.81753e-008,1.2021
4.82212e-008,1.1678
4.82672e-008,1.1596
4.83131e-008,1.1816
4.83590e-008,1.2054
4.84049e-008,1.2226
4.84509e-008,1.2179
4.84968e-008,1.2018
4.85427e-008,1.1896
4.85886e-008,1.1881
4.86346e-008,1.2011
4.86805e-008,1.2205
4.87264e-008,1.2368
4.87723e-008,1.2422
4.88183e-008,1.2417
4.88642e-008,1.2373
4.89101e-008,1.2345
4.89560e-008,1.2333
4.90020e-008,1.2280
