.HEADER
..NAMES
Time,V U1.T24
.DATA
3.93280e-008,0.2354
3.93704e-008,0.2114
3.94128e-008,0.2052
3.94553e-008,0.2128
3.94977e-008,0.2194
3.95401e-008,0.2227
3.95825e-008,0.2254
3.96250e-008,0.2217
3.96674e-008,0.2193
3.97098e-008,0.2221
3.97522e-008,0.2203
3.97946e-008,0.2165
3.98371e-008,0.2139
3.98795e-008,0.2094
3.99219e-008,0.2082
3.99644e-008,0.2119
4.00068e-008,0.2168
4.00492e-008,0.2213
4.00916e-008,0.2209
4.01341e-008,0.2164
4.01765e-008,0.2125
4.02189e-008,0.2099
4.02613e-008,0.2110
4.03037e-008,0.2160
4.03462e-008,0.2190
4.03886e-008,0.2189
4.04310e-008,0.2180
4.04734e-008,0.2165
4.05159e-008,0.2156
4.05583e-008,0.2161
4.06007e-008,0.2167
4.06432e-008,0.2168
4.06856e-008,0.2162
4.07280e-008,0.2156
4.07704e-008,0.2157
4.08128e-008,0.2164
4.08553e-008,0.2171
4.08977e-008,0.2178
4.09401e-008,0.2177
4.09825e-008,0.2166
4.10250e-008,0.2158
4.10674e-008,0.2155
4.11098e-008,0.2158
4.11523e-008,0.2167
4.11947e-008,0.2174
4.12371e-008,0.2173
4.12795e-008,0.2167
4.13220e-008,0.2162
4.13644e-008,0.2161
4.14068e-008,0.2164
4.14492e-008,0.2166
4.14916e-008,0.2167
4.15341e-008,0.2167
4.15765e-008,0.2164
4.16189e-008,0.2163
4.16614e-008,0.2165
4.17038e-008,0.2167
4.17462e-008,0.2167
4.17886e-008,0.2167
4.18311e-008,0.2166
4.18735e-008,0.2164
4.19159e-008,0.2163
4.19583e-008,0.2165
4.20007e-008,0.2166
4.20432e-008,0.2168
4.20856e-008,0.2167
4.21280e-008,0.2166
4.21704e-008,0.2165
4.22129e-008,0.2164
4.22553e-008,0.2165
4.22977e-008,0.2166
4.23402e-008,0.2167
4.23826e-008,0.2166
4.24250e-008,0.2166
4.24674e-008,0.2165
4.25098e-008,0.2166
4.25523e-008,0.2166
4.25947e-008,0.2167
4.26371e-008,0.2166
4.26795e-008,0.2166
4.27220e-008,0.2166
4.27644e-008,0.2166
4.28068e-008,0.2166
4.28493e-008,0.2166
4.28917e-008,0.2167
4.29341e-008,0.2167
4.29765e-008,0.2166
4.30190e-008,0.2166
4.30614e-008,0.2362
4.31038e-008,0.3925
4.31462e-008,0.5753
4.31886e-008,0.8037
4.32311e-008,0.9835
4.32735e-008,1.0957
4.33159e-008,1.1561
4.33584e-008,1.1881
4.34008e-008,1.1944
4.34432e-008,1.2088
4.34856e-008,1.2041
4.35281e-008,1.1889
4.35705e-008,1.1827
4.36129e-008,1.1774
4.36553e-008,1.1850
4.36977e-008,1.2087
4.37402e-008,1.2294
4.37826e-008,1.2321
4.38250e-008,1.2183
4.38675e-008,1.1937
4.39099e-008,1.1775
4.39523e-008,1.1835
4.39947e-008,1.1731
4.40372e-008,0.9760
4.40796e-008,0.7643
4.41220e-008,0.5562
4.41644e-008,0.3878
4.42068e-008,0.3009
4.42493e-008,0.2682
4.42917e-008,0.2512
4.43341e-008,0.2658
4.43765e-008,0.2592
4.44190e-008,0.2678
4.44614e-008,0.2944
4.45038e-008,0.3010
4.45463e-008,0.3006
4.45887e-008,0.2941
4.46311e-008,0.2624
4.46735e-008,0.2366
4.47160e-008,0.2414
4.47584e-008,0.2639
4.48008e-008,0.2918
4.48432e-008,0.3054
4.48856e-008,0.2911
4.49281e-008,0.2542
4.49705e-008,0.2191
4.50129e-008,0.2011
4.50554e-008,0.2051
4.50978e-008,0.2169
4.51402e-008,0.2227
4.51826e-008,0.2261
