.HEADER
..NAMES
Time,V U1.J24
6.8304e-009,0.2551
6.8728e-009,0.2252
6.9153e-009,0.2150
6.9577e-009,0.2091
7.0001e-009,0.2180
7.0426e-009,0.2238
7.0850e-009,0.2238
7.1274e-009,0.2248
7.1698e-009,0.2200
7.2122e-009,0.2170
7.2547e-009,0.2182
7.2971e-009,0.2167
7.3395e-009,0.2135
7.3820e-009,0.2143
7.4244e-009,0.2187
7.4668e-009,0.2193
7.5092e-009,0.2186
7.5516e-009,0.2154
7.5941e-009,0.2080
7.6365e-009,0.2090
7.6789e-009,0.2147
7.7213e-009,0.2174
7.7638e-009,0.2203
7.8062e-009,0.2193
7.8486e-009,0.2170
7.8910e-009,0.2168
7.9335e-009,0.2154
7.9759e-009,0.2154
8.0183e-009,0.2170
8.0608e-009,0.2167
8.1032e-009,0.2161
8.1456e-009,0.2166
8.1880e-009,0.2171
8.2305e-009,0.2169
8.2729e-009,0.2169
8.3153e-009,0.2161
8.3577e-009,0.2151
8.4001e-009,0.2162
8.4426e-009,0.2176
8.4850e-009,0.2176
8.5274e-009,0.2173
8.5698e-009,0.2163
8.6123e-009,0.2158
8.6547e-009,0.2163
8.6971e-009,0.2163
8.7396e-009,0.2166
8.7820e-009,0.2170
8.8244e-009,0.2166
8.8668e-009,0.2164
8.9093e-009,0.2166
8.9517e-009,0.2166
8.9941e-009,0.2166
9.0365e-009,0.2167
9.0790e-009,0.2165
9.1214e-009,0.2163
9.1638e-009,0.2167
9.2062e-009,0.2169
9.2486e-009,0.2167
9.2911e-009,0.2166
9.3335e-009,0.2163
9.3759e-009,0.2164
9.4183e-009,0.2167
9.4608e-009,0.2167
9.5032e-009,0.2167
9.5456e-009,0.2167
9.5881e-009,0.2165
9.6305e-009,0.2165
9.6729e-009,0.2166
9.7153e-009,0.2166
9.7578e-009,0.2166
9.8002e-009,0.2167
9.8426e-009,0.2166
9.8850e-009,0.2166
9.9274e-009,0.2167
9.9699e-009,0.2167
1.00123e-008,0.2167
1.00547e-008,0.2166
1.00971e-008,0.2166
1.01396e-008,0.2166
1.01820e-008,0.2167
1.02244e-008,0.2167
1.02668e-008,0.2167
1.03093e-008,0.2167
1.03517e-008,0.2166
1.03941e-008,0.2166
1.04366e-008,0.2167
1.04790e-008,0.2167
1.05214e-008,0.2167
1.05638e-008,0.2167
1.06063e-008,0.2167
1.06487e-008,0.2167
1.06911e-008,0.2167
1.07335e-008,0.2167
1.07759e-008,0.2167
1.08184e-008,0.2167
1.08608e-008,0.2167
1.09032e-008,0.2167
1.09456e-008,0.2167
1.09881e-008,0.2167
1.10305e-008,0.2167
1.10729e-008,0.2167
1.11154e-008,0.2167
1.11578e-008,0.2167
1.12002e-008,0.2167
1.12426e-008,0.2167
1.12851e-008,0.2167
1.13275e-008,0.2167
1.13699e-008,0.2167
1.14123e-008,0.2167
1.14548e-008,0.2167
1.14972e-008,0.2167
1.15396e-008,0.2167
1.15820e-008,0.2167
1.16244e-008,0.2167
1.16669e-008,0.2167
1.17093e-008,0.2167
1.17517e-008,0.2167
1.17941e-008,0.2167
1.18366e-008,0.2167
1.18790e-008,0.2167
1.19214e-008,0.2167
1.19639e-008,0.2167
1.20063e-008,0.2167
1.20487e-008,0.2167
1.20911e-008,0.2167
1.21336e-008,0.2167
1.21760e-008,0.2167
1.22184e-008,0.2167
1.22608e-008,0.2167
1.23032e-008,0.2167
1.23457e-008,0.2167
1.23881e-008,0.2167
1.24305e-008,0.2167
1.24729e-008,0.2167
1.25154e-008,0.2167
1.25578e-008,0.2167
1.26002e-008,0.2167
1.26427e-008,0.2167
1.26851e-008,0.2167
1.27275e-008,0.2167
1.27699e-008,0.2167
1.28124e-008,0.2167
1.28548e-008,0.2167
1.28972e-008,0.2167
1.29396e-008,0.2167
1.29821e-008,0.2167
1.30245e-008,0.2167
1.30669e-008,0.2167
1.31093e-008,0.2168
1.31517e-008,0.2168
1.31942e-008,0.2168
1.32366e-008,0.2168
1.32790e-008,0.2168
1.33214e-008,0.2168
1.33639e-008,0.2168
1.34063e-008,0.2168
1.34487e-008,0.2168
1.34912e-008,0.2168
1.35336e-008,0.2655
1.35760e-008,0.4341
1.36184e-008,0.6071
1.36609e-008,0.8252
1.37033e-008,0.9782
1.37457e-008,1.0704
1.37881e-008,1.1291
1.38306e-008,1.1569
1.38730e-008,1.1794
1.39154e-008,1.1912
1.39578e-008,1.1971
1.40002e-008,1.2002
1.40427e-008,1.2055
1.40851e-008,1.2186
1.41275e-008,1.2204
1.41699e-008,1.2032
1.42124e-008,1.1879
1.42548e-008,1.1698
1.42972e-008,1.1781
1.43397e-008,1.2145
1.43821e-008,1.2414
1.44245e-008,1.2601
1.44669e-008,1.1791
1.45094e-008,0.9157
1.45518e-008,0.7163
1.45942e-008,0.5346
1.46366e-008,0.4066
1.46790e-008,0.3438
1.47215e-008,0.3049
1.47639e-008,0.2877
1.48063e-008,0.2808
1.48487e-008,0.2771
1.48912e-008,0.2746
1.49336e-008,0.2713
1.49760e-008,0.2633
1.50185e-008,0.2457
1.50609e-008,0.2540
1.51033e-008,0.2949
1.51457e-008,0.3110
1.51881e-008,0.3146
1.52306e-008,0.2892
1.52730e-008,0.2336
1.53154e-008,0.2130
1.53579e-008,0.2105
1.54003e-008,0.2130
1.54427e-008,0.2248
1.54851e-008,0.2253
1.55276e-008,0.2231
1.55700e-008,0.2235
1.56124e-008,0.2188
1.56548e-008,0.2172
1.56972e-008,0.2183
1.57397e-008,0.2156
1.57821e-008,0.2125
1.58245e-008,0.2156
1.58670e-008,0.2212
1.59094e-008,0.2203
1.59518e-008,0.2179
1.59942e-008,0.2121
1.60366e-008,0.2052
1.60791e-008,0.2104
1.61215e-008,0.2174
1.61639e-008,0.2200
1.62064e-008,0.2215
1.62488e-008,0.2180
1.62912e-008,0.2159
1.63336e-008,0.2310
1.63761e-008,0.3775
1.64185e-008,0.5561
1.64609e-008,0.7668
1.65033e-008,0.9386
1.65457e-008,1.0477
1.65882e-008,1.1157
1.66306e-008,1.1529
1.66730e-008,1.1736
1.67155e-008,1.1882
1.67579e-008,1.1949
1.68003e-008,1.1976
1.68427e-008,1.2039
1.68851e-008,1.2156
1.69276e-008,1.2239
1.69700e-008,1.2091
1.70124e-008,1.1914
1.70548e-008,1.1734
1.70973e-008,1.1708
1.71397e-008,1.2035
1.71821e-008,1.2351
1.72246e-008,1.2569
1.72670e-008,1.2301
1.73094e-008,0.9967
1.73518e-008,0.7659
1.73942e-008,0.5851
1.74367e-008,0.4387
1.74791e-008,0.3570
1.75215e-008,0.3143
1.75640e-008,0.2891
1.76064e-008,0.2832
1.76488e-008,0.2786
1.76912e-008,0.2750
1.77336e-008,0.2722
1.77761e-008,0.2661
1.78185e-008,0.2507
1.78609e-008,0.2463
1.79033e-008,0.2835
1.79458e-008,0.3094
1.79882e-008,0.3142
1.80306e-008,0.3018
1.80731e-008,0.2484
1.81155e-008,0.2146
1.81579e-008,0.2117
1.82003e-008,0.2148
1.82427e-008,0.3772
1.82852e-008,0.5802
1.83276e-008,0.7737
1.83700e-008,0.9515
1.84125e-008,1.0538
1.84549e-008,1.1149
1.84973e-008,1.1554
1.85397e-008,1.1716
1.85822e-008,1.1845
1.86246e-008,1.1930
1.86670e-008,1.2021
1.87094e-008,1.2070
1.87518e-008,1.2148
1.87943e-008,1.2232
1.88367e-008,1.1990
1.88791e-008,1.1804
1.89216e-008,1.1730
1.89640e-008,1.1704
1.90064e-008,1.2081
1.90488e-008,1.2414
1.90912e-008,1.2555
1.91337e-008,1.2433
1.91761e-008,1.0467
1.92185e-008,0.7979
1.92610e-008,0.6243
1.93034e-008,0.4650
1.93458e-008,0.3685
1.93882e-008,0.3234
1.94307e-008,0.2923
1.94731e-008,0.2852
1.95155e-008,0.2794
1.95579e-008,0.2750
1.96003e-008,0.2709
1.96428e-008,0.2670
1.96852e-008,0.2560
1.97276e-008,0.2454
1.97701e-008,0.2771
1.98125e-008,0.3073
1.98549e-008,0.3108
1.98973e-008,0.3061
1.99397e-008,0.2587
1.99822e-008,0.2178
2.00246e-008,0.2140
2.00670e-008,0.2101
2.01095e-008,0.2190
2.01519e-008,0.2263
2.01943e-008,0.2229
2.02367e-008,0.2239
2.02792e-008,0.2213
2.03216e-008,0.2170
2.03640e-008,0.2174
2.04064e-008,0.2173
2.04488e-008,0.2139
2.04913e-008,0.2133
2.05337e-008,0.2190
2.05761e-008,0.2209
2.06186e-008,0.2183
2.06610e-008,0.2156
2.07034e-008,0.2077
2.07458e-008,0.2068
2.07882e-008,0.2151
2.08307e-008,0.2185
2.08731e-008,0.2208
2.09155e-008,0.2200
2.09580e-008,0.2162
2.10004e-008,0.2163
2.10428e-008,0.2949
2.10852e-008,0.4716
2.11277e-008,0.6532
2.11701e-008,0.8632
2.12125e-008,1.0023
2.12549e-008,1.0850
2.12973e-008,1.1392
2.13398e-008,1.1615
2.13822e-008,1.1828
2.14246e-008,1.1925
2.14671e-008,1.1960
2.15095e-008,1.2002
2.15519e-008,1.2085
2.15943e-008,1.2224
2.16367e-008,1.2181
2.16792e-008,1.1991
2.17216e-008,1.1826
2.17640e-008,1.1673
2.18064e-008,1.1849
2.18489e-008,1.2214
2.18913e-008,1.2464
2.19337e-008,1.2564
2.19762e-008,1.1268
2.20186e-008,0.8614
2.20610e-008,0.6770
2.21034e-008,0.5016
2.21458e-008,0.3866
2.21883e-008,0.3349
2.22307e-008,0.2978
2.22731e-008,0.2865
2.23156e-008,0.2799
2.23580e-008,0.2762
2.24004e-008,0.2740
2.24428e-008,0.2696
2.24852e-008,0.2597
2.25277e-008,0.2433
2.25701e-008,0.2621
2.26125e-008,0.3015
2.26549e-008,0.3119
2.26974e-008,0.3130
2.27398e-008,0.2770
2.27822e-008,0.2248
2.28247e-008,0.2125
2.28671e-008,0.2096
2.29095e-008,0.2155
2.29519e-008,0.2260
2.29943e-008,0.2242
2.30368e-008,0.2234
2.30792e-008,0.2226
2.31216e-008,0.2178
2.31641e-008,0.2173
2.32065e-008,0.2179
2.32489e-008,0.2146
2.32913e-008,0.2125
2.33338e-008,0.2170
2.33762e-008,0.2214
2.34186e-008,0.2196
2.34610e-008,0.2170
2.35034e-008,0.2100
2.35459e-008,0.2052
2.35883e-008,0.2123
2.36307e-008,0.2180
2.36732e-008,0.2204
2.37156e-008,0.2210
2.37580e-008,0.2170
2.38004e-008,0.2159
2.38428e-008,0.2163
2.38853e-008,0.2153
2.39277e-008,0.2165
2.39701e-008,0.2173
2.40126e-008,0.2162
2.40550e-008,0.2161
2.40974e-008,0.2171
2.41398e-008,0.2174
2.41823e-008,0.2169
2.42247e-008,0.2165
2.42671e-008,0.2153
2.43095e-008,0.2152
2.43519e-008,0.2174
2.43944e-008,0.2182
2.44368e-008,0.2176
2.44792e-008,0.2167
2.45217e-008,0.2155
2.45641e-008,0.2159
2.46065e-008,0.2167
2.46489e-008,0.2165
2.46913e-008,0.2169
2.47338e-008,0.2169
2.47762e-008,0.2164
2.48186e-008,0.2165
2.48611e-008,0.2167
2.49035e-008,0.2166
2.49459e-008,0.2167
2.49883e-008,0.2166
2.50308e-008,0.2163
2.50732e-008,0.2165
2.51156e-008,0.2169
2.51580e-008,0.2169
2.52004e-008,0.2167
2.52429e-008,0.2164
2.52853e-008,0.2163
2.53277e-008,0.2166
2.53702e-008,0.2168
2.54126e-008,0.2167
2.54550e-008,0.2167
2.54974e-008,0.2166
2.55398e-008,0.2165
2.55823e-008,0.2166
2.56247e-008,0.2167
2.56671e-008,0.2166
2.57096e-008,0.2167
2.57520e-008,0.2166
2.57944e-008,0.2166
2.58368e-008,0.2167
2.58793e-008,0.2167
2.59217e-008,0.2167
2.59641e-008,0.2166
2.60065e-008,0.2166
2.60489e-008,0.2166
2.60914e-008,0.2167
2.61338e-008,0.2167
2.61762e-008,0.2167
2.62187e-008,0.2167
2.62611e-008,0.2166
2.63035e-008,0.2166
2.63459e-008,0.2167
2.63883e-008,0.2167
2.64308e-008,0.2167
2.64732e-008,0.2167
2.65156e-008,0.2167
2.65580e-008,0.2167
2.66005e-008,0.2167
2.66429e-008,0.2167
2.66853e-008,0.2167
2.67278e-008,0.2167
2.67702e-008,0.2167
2.68126e-008,0.2167
2.68550e-008,0.2167
2.68974e-008,0.2167
2.69399e-008,0.2167
2.69823e-008,0.2167
2.70247e-008,0.2167
2.70672e-008,0.2167
2.71096e-008,0.2167
2.71520e-008,0.2167
2.71944e-008,0.2167
2.72368e-008,0.2167
2.72793e-008,0.2167
2.73217e-008,0.2167
2.73641e-008,0.2167
2.74065e-008,0.2167
2.74490e-008,0.2167
2.74914e-008,0.2167
2.75338e-008,0.2167
2.75763e-008,0.2167
2.76187e-008,0.2167
2.76611e-008,0.2167
2.77035e-008,0.2167
2.77459e-008,0.2167
2.77884e-008,0.2167
2.78308e-008,0.2167
2.78732e-008,0.2167
2.79157e-008,0.2167
2.79581e-008,0.2167
2.80005e-008,0.2167
2.80429e-008,0.2167
2.80854e-008,0.2167
2.81278e-008,0.2167
2.81702e-008,0.2167
2.82126e-008,0.2167
2.82550e-008,0.2167
2.82975e-008,0.2167
2.83399e-008,0.2167
2.83823e-008,0.2167
2.84248e-008,0.2167
2.84672e-008,0.2167
2.85096e-008,0.2171
2.85520e-008,0.3296
2.85944e-008,0.5111
2.86369e-008,0.7037
2.86793e-008,0.8979
2.87217e-008,1.0241
2.87642e-008,1.0997
2.88066e-008,1.1462
2.88490e-008,1.1663
2.88914e-008,1.1854
2.89339e-008,1.1944
2.89763e-008,1.1984
2.90187e-008,1.2021
2.90611e-008,1.2099
2.91035e-008,1.2229
2.91460e-008,1.2138
2.91884e-008,1.1962
2.92308e-008,1.1797
2.92733e-008,1.1677
2.93157e-008,1.1932
2.93581e-008,1.2281
2.94005e-008,1.2508
2.94429e-008,1.2479
2.94854e-008,1.0718
2.95278e-008,0.8150
2.95702e-008,0.6362
2.96127e-008,0.4723
2.96551e-008,0.3718
2.96975e-008,0.3260
2.97399e-008,0.2928
2.97824e-008,0.2852
2.98248e-008,0.2790
2.98672e-008,0.2755
2.99096e-008,0.2735
2.99521e-008,0.2686
2.99945e-008,0.2562
3.00369e-008,0.2430
3.00793e-008,0.2714
3.01218e-008,0.3061
3.01642e-008,0.3129
3.02066e-008,0.3098
3.02490e-008,0.2645
3.02914e-008,0.2189
3.03339e-008,0.2125
3.03763e-008,0.2095
3.04187e-008,0.2184
3.04612e-008,0.2267
3.05036e-008,0.2235
3.05460e-008,0.2239
3.05884e-008,0.2216
3.06309e-008,0.2174
3.06733e-008,0.2177
3.07157e-008,0.2176
3.07581e-008,0.2139
3.08005e-008,0.2129
3.08430e-008,0.2185
3.08854e-008,0.2215
3.09278e-008,0.2192
3.09702e-008,0.2162
3.10127e-008,0.2082
3.10551e-008,0.2060
3.10975e-008,0.2142
3.11400e-008,0.2186
3.11824e-008,0.2210
3.12248e-008,0.2204
3.12672e-008,0.2165
3.13096e-008,0.2162
3.13521e-008,0.2162
3.13945e-008,0.2154
3.14369e-008,0.2169
3.14793e-008,0.2172
3.15218e-008,0.2161
3.15642e-008,0.2164
3.16066e-008,0.2174
3.16491e-008,0.2174
3.16915e-008,0.2169
3.17339e-008,0.2164
3.17763e-008,0.2151
3.18188e-008,0.2157
3.18612e-008,0.2179
3.19036e-008,0.2181
3.19460e-008,0.2175
3.19884e-008,0.2165
3.20309e-008,0.2155
3.20733e-008,0.2162
3.21157e-008,0.2167
3.21582e-008,0.2166
3.22006e-008,0.2171
3.22430e-008,0.2169
3.22854e-008,0.2164
3.23279e-008,0.2167
3.23703e-008,0.2168
3.24127e-008,0.2167
3.24551e-008,0.2167
3.24975e-008,0.2166
3.25400e-008,0.2164
3.25824e-008,0.2167
3.26248e-008,0.2171
3.26672e-008,0.2169
3.27097e-008,0.2167
3.27521e-008,0.2164
3.27945e-008,0.2164
3.28370e-008,0.2168
3.28794e-008,0.2169
3.29218e-008,0.2167
3.29642e-008,0.2168
3.30066e-008,0.2167
3.30491e-008,0.2166
3.30915e-008,0.2167
3.31339e-008,0.2167
3.31763e-008,0.2167
3.32188e-008,0.2572
3.32612e-008,0.4234
3.33036e-008,0.5966
3.33461e-008,0.8147
3.33885e-008,0.9714
3.34309e-008,1.0664
3.34733e-008,1.1265
3.35158e-008,1.1558
3.35582e-008,1.1783
3.36006e-008,1.1907
3.36430e-008,1.1970
3.36854e-008,1.1999
3.37279e-008,1.2049
3.37703e-008,1.2177
3.38127e-008,1.2212
3.38552e-008,1.2042
3.38976e-008,1.1887
3.39400e-008,1.1704
3.39824e-008,1.1762
3.40249e-008,1.2125
3.40673e-008,1.2403
3.41097e-008,1.2609
3.41521e-008,1.2640
3.41945e-008,1.2541
3.42370e-008,1.2509
3.42794e-008,1.2506
3.43218e-008,1.2533
3.43643e-008,1.2589
3.44067e-008,1.2604
3.44491e-008,1.2607
3.44915e-008,1.2624
3.45340e-008,1.2646
3.45764e-008,1.2648
3.46188e-008,1.2624
3.46612e-008,1.2612
3.47036e-008,1.2604
3.47461e-008,1.2639
3.47885e-008,1.2702
3.48309e-008,1.2701
3.48733e-008,1.2672
3.49158e-008,1.2628
3.49582e-008,1.2589
3.50006e-008,1.2604
3.50431e-008,1.2625
3.50855e-008,1.2277
3.51279e-008,1.0155
3.51703e-008,0.8119
3.52128e-008,0.6240
3.52552e-008,0.4660
3.52976e-008,0.3695
3.53400e-008,0.3196
3.53824e-008,0.2942
3.54249e-008,0.2848
3.54673e-008,0.2778
3.55097e-008,0.2739
3.55522e-008,0.2739
3.55946e-008,0.2689
3.56370e-008,0.2539
3.56794e-008,0.2485
3.57219e-008,0.2763
3.57643e-008,0.2971
3.58067e-008,0.3072
3.58491e-008,0.3014
3.58915e-008,0.2572
3.59340e-008,0.2253
3.59764e-008,0.2150
3.60188e-008,0.2090
3.60613e-008,0.2178
3.61037e-008,0.2240
3.61461e-008,0.2238
3.61885e-008,0.2249
3.62310e-008,0.2202
3.62734e-008,0.2172
3.63158e-008,0.2183
3.63582e-008,0.2168
3.64006e-008,0.2134
3.64431e-008,0.2140
3.64855e-008,0.2186
3.65279e-008,0.2197
3.65703e-008,0.2188
3.66128e-008,0.2157
3.66552e-008,0.2081
3.66976e-008,0.2086
3.67401e-008,0.2145
3.67825e-008,0.2174
3.68249e-008,0.2204
3.68673e-008,0.2195
3.69097e-008,0.2170
3.69522e-008,0.2167
3.69946e-008,0.2154
3.70370e-008,0.2154
3.70794e-008,0.2170
3.71219e-008,0.2167
3.71643e-008,0.2161
3.72067e-008,0.2166
3.72492e-008,0.2171
3.72916e-008,0.2170
3.73340e-008,0.2169
3.73764e-008,0.2162
3.74189e-008,0.2151
3.74613e-008,0.2161
3.75037e-008,0.2176
3.75461e-008,0.2176
3.75885e-008,0.2173
3.76310e-008,0.2163
3.76734e-008,0.2158
3.77158e-008,0.2163
3.77583e-008,0.2163
3.78007e-008,0.2166
3.78431e-008,0.2170
3.78855e-008,0.2194
3.79280e-008,0.3338
3.79704e-008,0.5151
3.80128e-008,0.7088
3.80552e-008,0.9012
3.80976e-008,1.0260
3.81401e-008,1.1009
3.81825e-008,1.1463
3.82249e-008,1.1668
3.82673e-008,1.1857
3.83098e-008,1.1945
3.83522e-008,1.1983
3.83946e-008,1.2019
3.84371e-008,1.2100
3.84795e-008,1.2228
3.85219e-008,1.2132
3.85643e-008,1.1959
3.86067e-008,1.1793
3.86492e-008,1.1679
3.86916e-008,1.1940
3.87340e-008,1.2284
3.87764e-008,1.2510
3.88189e-008,1.2656
3.88613e-008,1.2585
3.89037e-008,1.2516
3.89462e-008,1.2507
3.89886e-008,1.2510
3.90310e-008,1.2565
3.90734e-008,1.2599
3.91159e-008,1.2604
3.91583e-008,1.2612
3.92007e-008,1.2635
3.92431e-008,1.2651
3.92855e-008,1.2635
3.93280e-008,1.2616
3.93704e-008,1.2606
3.94128e-008,1.2612
3.94553e-008,1.2674
3.94977e-008,1.2709
3.95401e-008,1.2685
3.95825e-008,1.2652
3.96250e-008,1.2601
3.96674e-008,1.2591
3.97098e-008,1.2616
3.97522e-008,1.2553
3.97946e-008,1.1322
3.98371e-008,0.8988
3.98795e-008,0.7193
3.99219e-008,0.5377
3.99644e-008,0.4060
4.00068e-008,0.3422
4.00492e-008,0.3020
4.00916e-008,0.2900
4.01341e-008,0.2806
4.01765e-008,0.2746
4.02189e-008,0.2742
4.02613e-008,0.2721
4.03037e-008,0.2625
4.03462e-008,0.2468
4.03886e-008,0.2602
4.04310e-008,0.2901
4.04734e-008,0.3019
4.05159e-008,0.3090
4.05583e-008,0.2813
4.06007e-008,0.2362
4.06432e-008,0.2199
4.06856e-008,0.2099
4.07280e-008,0.2123
4.07704e-008,0.2222
4.08128e-008,0.2237
4.08553e-008,0.2247
4.08977e-008,0.2228
4.09401e-008,0.2179
4.09825e-008,0.2176
4.10250e-008,0.2181
4.10674e-008,0.2148
4.11098e-008,0.2129
4.11523e-008,0.2163
4.11947e-008,0.2197
4.12371e-008,0.2191
4.12795e-008,0.2179
4.13220e-008,0.2116
4.13644e-008,0.2068
4.14068e-008,0.2118
4.14492e-008,0.2161
4.14916e-008,0.2190
4.15341e-008,0.2205
4.15765e-008,0.2179
4.16189e-008,0.2167
4.16614e-008,0.2740
4.17038e-008,0.4437
4.17462e-008,0.6194
4.17886e-008,0.8370
4.18311e-008,0.9855
4.18735e-008,1.0744
4.19159e-008,1.1321
4.19583e-008,1.1583
4.20007e-008,1.1807
4.20432e-008,1.1916
4.20856e-008,1.1960
4.21280e-008,1.1989
4.21704e-008,1.2062
4.22129e-008,1.2203
4.22553e-008,1.2202
4.22977e-008,1.2022
4.23402e-008,1.1858
4.23826e-008,1.1682
4.24250e-008,1.1796
4.24674e-008,1.2160
4.25098e-008,1.2428
4.25523e-008,1.2628
4.25947e-008,1.2625
4.26371e-008,1.2531
4.26795e-008,1.2507
4.27220e-008,1.2504
4.27644e-008,1.2539
4.28068e-008,1.2590
4.28493e-008,1.2600
4.28917e-008,1.2605
4.29341e-008,1.2628
4.29765e-008,1.2648
4.30190e-008,1.2644
4.30614e-008,1.2618
4.31038e-008,1.2606
4.31462e-008,1.2603
4.31886e-008,1.2647
4.32311e-008,1.2704
4.32735e-008,1.2697
4.33159e-008,1.2667
4.33584e-008,1.2618
4.34008e-008,1.2586
4.34432e-008,1.2606
4.34856e-008,1.2619
4.35281e-008,1.2089
4.35705e-008,0.9858
4.36129e-008,0.7914
4.36553e-008,0.6019
4.36977e-008,0.4495
4.37402e-008,0.3622
4.37826e-008,0.3151
4.38250e-008,0.2930
4.38675e-008,0.2834
4.39099e-008,0.2768
4.39523e-008,0.2739
4.39947e-008,0.2735
4.40372e-008,0.2676
4.40796e-008,0.2516
4.41220e-008,0.2502
4.41644e-008,0.2800
4.42068e-008,0.2981
4.42493e-008,0.3080
4.42917e-008,0.2975
4.43341e-008,0.2514
4.43765e-008,0.2236
4.44190e-008,0.2135
4.44614e-008,0.2093
4.45038e-008,0.2189
4.45463e-008,0.2239
4.45887e-008,0.2239
4.46311e-008,0.2244
4.46735e-008,0.2194
4.47160e-008,0.2171
4.47584e-008,0.2182
4.48008e-008,0.2162
4.48432e-008,0.2130
4.48856e-008,0.2143
4.49281e-008,0.2189
4.49705e-008,0.2194
4.50129e-008,0.2186
4.50554e-008,0.2147
4.50978e-008,0.2074
4.51402e-008,0.2092
4.51826e-008,0.2148
4.52251e-008,0.2177
4.52675e-008,0.2204
4.53099e-008,0.2190
4.53523e-008,0.2168
4.53947e-008,0.2290
4.54372e-008,0.3709
4.54796e-008,0.5496
4.55220e-008,0.7589
4.55645e-008,0.9336
