.HEADER
..NAMES
Time,V U1.H24&G25
.DATA
1.03962e-008,0.2935
1.04386e-008,0.3089
1.04810e-008,0.3076
1.05235e-008,0.2910
1.05659e-008,0.2745
1.06083e-008,0.2388
1.06507e-008,0.2157
1.06932e-008,0.2208
1.07356e-008,0.3417
1.07780e-008,0.5542
1.08205e-008,0.7299
1.08629e-008,0.9149
1.09053e-008,1.0285
1.09477e-008,1.0829
1.09902e-008,1.1297
1.10326e-008,1.1527
1.10750e-008,1.1754
1.11174e-008,1.1936
1.11598e-008,1.2004
1.12023e-008,1.1991
1.12447e-008,1.1911
1.12871e-008,1.1863
1.13295e-008,1.1844
1.13720e-008,1.1737
1.14144e-008,1.1757
1.14568e-008,1.1817
1.14993e-008,1.1894
1.15417e-008,1.2236
1.15841e-008,1.2444
1.16265e-008,1.2396
1.16690e-008,1.1062
1.17114e-008,0.8391
1.17538e-008,0.6504
1.17962e-008,0.4872
1.18387e-008,0.3768
1.18811e-008,0.3329
1.19235e-008,0.3053
1.19659e-008,0.2930
1.20083e-008,0.2822
1.20508e-008,0.2739
1.20932e-008,0.2707
1.21356e-008,0.2736
1.21780e-008,0.2868
1.22205e-008,0.2953
1.22629e-008,0.2922
1.23053e-008,0.3059
1.23478e-008,0.3102
1.23902e-008,0.2936
1.24326e-008,0.2793
1.24750e-008,0.2459
1.25175e-008,0.2180
1.25599e-008,0.2176
1.26023e-008,0.3035
1.26447e-008,0.5158
1.26871e-008,0.6912
1.27296e-008,0.8860
1.27720e-008,1.0117
1.28144e-008,1.0734
1.28568e-008,1.1208
1.28993e-008,1.1491
1.29417e-008,1.1713
1.29841e-008,1.1902
1.30265e-008,1.2003
1.30690e-008,1.1996
1.31114e-008,1.1935
1.31538e-008,1.1859
1.31963e-008,1.1858
1.32387e-008,1.1755
1.32811e-008,1.1740
1.33235e-008,1.1814
1.33660e-008,1.1856
1.34084e-008,1.2164
1.34508e-008,1.2426
1.34932e-008,1.2445
1.35356e-008,1.1522
1.35781e-008,0.8884
1.36205e-008,0.6866
1.36629e-008,0.5126
1.37053e-008,0.3944
1.37478e-008,0.3386
1.37902e-008,0.3104
1.38326e-008,0.2938
1.38751e-008,0.2844
1.39175e-008,0.2757
1.39599e-008,0.2703
1.40023e-008,0.2726
1.40448e-008,0.2831
1.40872e-008,0.2956
1.41296e-008,0.2917
1.41720e-008,0.3024
1.42145e-008,0.3117
1.42569e-008,0.2967
1.42993e-008,0.2831
1.43417e-008,0.2534
1.43841e-008,0.2214
1.44266e-008,0.2145
1.44690e-008,0.2660
1.45114e-008,0.4746
1.45538e-008,0.6573
1.45963e-008,0.8536
1.46387e-008,0.9917
1.46811e-008,1.0650
1.47236e-008,1.1118
1.47660e-008,1.1460
1.48084e-008,1.1668
