.HEADER
..NAMES
Time,V U1.J25
1.03517e-008,1.2554
1.03941e-008,1.2594
1.04366e-008,1.2638
1.04790e-008,1.2688
1.05214e-008,1.2706
1.05638e-008,1.2660
1.06063e-008,1.2609
1.06487e-008,1.2586
1.06911e-008,1.2538
1.07335e-008,1.1588
1.07759e-008,0.9397
1.08184e-008,0.7548
1.08608e-008,0.5684
1.09032e-008,0.4221
1.09456e-008,0.3374
1.09881e-008,0.2867
1.10305e-008,0.2646
1.10729e-008,0.2600
1.11154e-008,0.2581
1.11578e-008,0.2626
1.12002e-008,0.2632
1.12426e-008,0.2549
1.12851e-008,0.2481
1.13275e-008,0.2354
1.13699e-008,0.2583
1.14123e-008,0.2914
1.14548e-008,0.2978
1.14972e-008,0.2996
1.15396e-008,0.2800
1.15820e-008,0.2351
1.16244e-008,0.2112
1.16669e-008,0.2052
1.17093e-008,0.2060
1.17517e-008,0.2132
1.17941e-008,0.2183
1.18366e-008,0.2210
1.18790e-008,0.2244
1.19214e-008,0.2229
1.19639e-008,0.2215
1.20063e-008,0.2184
1.20487e-008,0.2143
1.20911e-008,0.2134
1.21336e-008,0.2116
1.21760e-008,0.2169
1.22184e-008,0.2229
1.22608e-008,0.2188
1.23032e-008,0.2150
1.23457e-008,0.2127
1.23881e-008,0.2083
1.24305e-008,0.2101
1.24729e-008,0.2160
1.25154e-008,0.2185
1.25578e-008,0.2192
1.26002e-008,0.2182
1.26427e-008,0.2170
1.26851e-008,0.2172
1.27275e-008,0.2164
1.27699e-008,0.2158
1.28124e-008,0.2154
1.28548e-008,0.2152
1.28972e-008,0.2161
1.29396e-008,0.2162
1.29821e-008,0.2172
1.30245e-008,0.2181
1.30669e-008,0.2163
1.31093e-008,0.2151
1.31517e-008,0.2158
1.31942e-008,0.2157
1.32366e-008,0.2164
1.32790e-008,0.2175
1.33214e-008,0.2172
1.33639e-008,0.2165
1.34063e-008,0.2160
1.34487e-008,0.2159
1.34912e-008,0.2163
1.35336e-008,0.2443
1.35760e-008,0.3930
1.36184e-008,0.5652
1.36609e-008,0.7795
1.37033e-008,0.9477
1.37457e-008,1.0623
1.37881e-008,1.1338
1.38306e-008,1.1760
1.38730e-008,1.1957
1.39154e-008,1.2073
1.39578e-008,1.2079
1.40002e-008,1.2066
1.40427e-008,1.2137
1.40851e-008,1.2188
1.41275e-008,1.2341
1.41699e-008,1.2296
1.42124e-008,1.2033
1.42548e-008,1.1872
1.42972e-008,1.1735
1.43397e-008,1.1814
1.43821e-008,1.2158
1.44245e-008,1.2460
1.44669e-008,1.2161
1.45094e-008,0.9939
1.45518e-008,0.7710
1.45942e-008,0.5737
1.46366e-008,0.4266
1.46790e-008,0.3328
1.47215e-008,0.2839
1.47639e-008,0.2560
1.48063e-008,0.2552
1.48487e-008,0.2587
1.48912e-008,0.2647
1.49336e-008,0.2699
1.49760e-008,0.2571
1.50185e-008,0.2448
1.50609e-008,0.2308
1.51033e-008,0.2447
1.51457e-008,0.2921
1.51881e-008,0.3105
1.52306e-008,0.3092
1.52730e-008,0.2897
1.53154e-008,0.2404
1.53579e-008,0.2048
1.54003e-008,0.2002
1.54427e-008,0.2053
1.54851e-008,0.2131
1.55276e-008,0.2192
1.55700e-008,0.2201
1.56124e-008,0.2244
1.56548e-008,0.2252
1.56972e-008,0.2230
1.57397e-008,0.2196
1.57821e-008,0.2136
1.58245e-008,0.2116
1.58670e-008,0.2113
1.59094e-008,0.2154
1.59518e-008,0.2243
1.59942e-008,0.2224
1.60366e-008,0.2153
1.60791e-008,0.2117
1.61215e-008,0.2077
1.61639e-008,0.2083
1.62064e-008,0.2155
1.62488e-008,0.2198
1.62912e-008,0.2201
1.63336e-008,0.2232
1.63761e-008,0.3393
1.64185e-008,0.5147
1.64609e-008,0.7157
1.65033e-008,0.9013
1.65457e-008,1.0323
1.65882e-008,1.1140
1.66306e-008,1.1663
1.66730e-008,1.1914
1.67155e-008,1.2075
1.67579e-008,1.2104
1.68003e-008,1.2063
1.68427e-008,1.2097
1.68851e-008,1.2155
1.69276e-008,1.2292
1.69700e-008,1.2349
1.70124e-008,1.2126
1.70548e-008,1.1931
1.70973e-008,1.1766
1.71397e-008,1.1751
1.71821e-008,1.2037
1.72246e-008,1.2385
1.72670e-008,1.2398
1.73094e-008,1.0710
1.73518e-008,0.8280
1.73942e-008,0.6296
1.74367e-008,0.4657
1.74791e-008,0.3549
1.75215e-008,0.2970
1.75640e-008,0.2608
1.76064e-008,0.2540
1.76488e-008,0.2564
1.76912e-008,0.2631
1.77336e-008,0.2704
1.77761e-008,0.2624
1.78185e-008,0.2482
1.78609e-008,0.2345
1.79033e-008,0.2349
1.79458e-008,0.2788
1.79882e-008,0.3086
1.80306e-008,0.3109
1.80731e-008,0.2989
1.81155e-008,0.2563
1.81579e-008,0.2112
1.82003e-008,0.2000
1.82427e-008,0.3195
1.82852e-008,0.5254
1.83276e-008,0.7309
1.83700e-008,0.9228
1.84125e-008,1.0517
1.84549e-008,1.1291
1.84973e-008,1.1786
1.85397e-008,1.1981
1.85822e-008,1.2054
1.86246e-008,1.2029
1.86670e-008,1.1992
1.87094e-008,1.2071
1.87518e-008,1.2242
1.87943e-008,1.2371
1.88367e-008,1.2393
1.88791e-008,1.2079
1.89216e-008,1.1787
1.89640e-008,1.1650
1.90064e-008,1.1709
1.90488e-008,1.2070
1.90912e-008,1.2472
1.91337e-008,1.2657
1.91761e-008,1.2699
1.92185e-008,1.2636
1.92610e-008,1.2564
1.93034e-008,1.2543
1.93458e-008,1.2525
1.93882e-008,1.2515
1.94307e-008,1.2532
1.94731e-008,1.2556
1.95155e-008,1.2610
1.95579e-008,1.2659
1.96003e-008,1.2665
1.96428e-008,1.2648
1.96852e-008,1.2577
1.97276e-008,1.2555
1.97701e-008,1.2595
1.98125e-008,1.2640
1.98549e-008,1.2692
1.98973e-008,1.2708
1.99397e-008,1.2661
1.99822e-008,1.2609
2.00246e-008,1.2586
2.00670e-008,1.2587
2.01095e-008,1.2608
2.01519e-008,1.2617
2.01943e-008,1.2616
2.02367e-008,1.2623
2.02792e-008,1.2627
2.03216e-008,1.2634
2.03640e-008,1.2634
2.04064e-008,1.2623
2.04488e-008,1.2614
2.04913e-008,1.2604
2.05337e-008,1.2609
2.05761e-008,1.2627
2.06186e-008,1.2633
2.06610e-008,1.2631
2.07034e-008,1.2625
2.07458e-008,1.2612
2.07882e-008,1.2608
2.08307e-008,1.2615
2.08731e-008,1.2622
2.09155e-008,1.2627
2.09580e-008,1.2625
2.10004e-008,1.2588
2.10428e-008,1.1731
2.10852e-008,0.9541
2.11277e-008,0.7677
2.11701e-008,0.5790
2.12125e-008,0.4295
2.12549e-008,0.3401
2.12973e-008,0.2883
2.13398e-008,0.2651
2.13822e-008,0.2616
2.14246e-008,0.2601
2.14671e-008,0.2633
2.15095e-008,0.2632
2.15519e-008,0.2538
2.15943e-008,0.2480
2.16367e-008,0.2352
2.16792e-008,0.2565
2.17216e-008,0.2920
2.17640e-008,0.2985
2.18064e-008,0.2997
2.18489e-008,0.2819
2.18913e-008,0.2374
2.19337e-008,0.2119
2.19762e-008,0.2056
2.20186e-008,0.2058
2.20610e-008,0.2126
2.21034e-008,0.2183
2.21458e-008,0.2210
2.21883e-008,0.2248
2.22307e-008,0.2234
2.22731e-008,0.2216
2.23156e-008,0.2184
2.23580e-008,0.2141
2.24004e-008,0.2137
2.24428e-008,0.2119
2.24852e-008,0.2167
2.25277e-008,0.2232
2.25701e-008,0.2191
2.26125e-008,0.2149
2.26549e-008,0.2129
2.26974e-008,0.2086
2.27398e-008,0.2100
2.27822e-008,0.2158
2.28247e-008,0.2184
2.28671e-008,0.2193
2.29095e-008,0.2481
2.29519e-008,0.3960
2.29943e-008,0.5677
2.30368e-008,0.7818
2.30792e-008,0.9488
2.31216e-008,1.0624
2.31641e-008,1.1335
2.32065e-008,1.1761
2.32489e-008,1.1964
2.32913e-008,1.2087
2.33338e-008,1.2098
2.33762e-008,1.2066
2.34186e-008,1.2124
2.34610e-008,1.2181
2.35034e-008,1.2337
2.35459e-008,1.2294
2.35883e-008,1.2045
2.36307e-008,1.1880
2.36732e-008,1.1735
2.37156e-008,1.1813
2.37580e-008,1.2157
2.38004e-008,1.2462
2.38428e-008,1.2132
2.38853e-008,0.9882
2.39277e-008,0.7669
2.39701e-008,0.5699
2.40126e-008,0.4242
2.40550e-008,0.3316
2.40974e-008,0.2832
2.41398e-008,0.2559
2.41823e-008,0.2550
2.42247e-008,0.2583
2.42671e-008,0.2648
2.43095e-008,0.2701
2.43519e-008,0.2569
2.43944e-008,0.2448
2.44368e-008,0.2306
2.44792e-008,0.2453
2.45217e-008,0.2927
2.45641e-008,0.3106
2.46065e-008,0.3092
2.46489e-008,0.2891
2.46913e-008,0.2393
2.47338e-008,0.2044
2.47762e-008,0.2148
2.48186e-008,0.3822
2.48611e-008,0.5855
2.49035e-008,0.8020
2.49459e-008,0.9691
2.49883e-008,1.0817
2.50308e-008,1.1482
2.50732e-008,1.1870
2.51156e-008,1.2007
2.51580e-008,1.2052
2.52004e-008,1.2026
2.52429e-008,1.1995
2.52853e-008,1.2127
2.53277e-008,1.2276
2.53702e-008,1.2408
2.54126e-008,1.2325
2.54550e-008,1.1964
2.54974e-008,1.1734
2.55398e-008,1.1636
2.55823e-008,1.1792
2.56247e-008,1.2213
2.56671e-008,1.2552
2.57096e-008,1.2404
2.57520e-008,1.0367
2.57944e-008,0.7987
2.58368e-008,0.6025
2.58793e-008,0.4478
2.59217e-008,0.3439
2.59641e-008,0.2892
2.60065e-008,0.2576
2.60489e-008,0.2556
2.60914e-008,0.2602
2.61338e-008,0.2670
2.61762e-008,0.2712
2.62187e-008,0.2578
2.62611e-008,0.2437
2.63035e-008,0.2312
2.63459e-008,0.2398
2.63883e-008,0.2883
2.64308e-008,0.3124
2.64732e-008,0.3105
2.65156e-008,0.2934
2.65580e-008,0.2470
2.66005e-008,0.2070
2.66429e-008,0.2005
2.66853e-008,0.2051
2.67278e-008,0.2120
2.67702e-008,0.2184
2.68126e-008,0.2199
2.68550e-008,0.2242
2.68974e-008,0.2259
2.69399e-008,0.2236
2.69823e-008,0.2199
2.70247e-008,0.2137
2.70672e-008,0.2113
2.71096e-008,0.2118
2.71520e-008,0.2147
2.71944e-008,0.2239
2.72368e-008,0.2235
2.72793e-008,0.2157
2.73217e-008,0.2118
2.73641e-008,0.2082
2.74065e-008,0.2078
2.74490e-008,0.2147
2.74914e-008,0.2196
2.75338e-008,0.2200
2.75763e-008,0.2189
2.76187e-008,0.3121
2.76611e-008,0.4852
2.77035e-008,0.6762
2.77459e-008,0.8729
2.77884e-008,1.0133
2.78308e-008,1.1011
2.78732e-008,1.1597
2.79157e-008,1.1885
2.79581e-008,1.2058
2.80005e-008,1.2102
2.80429e-008,1.2066
2.80854e-008,1.2085
2.81278e-008,1.2149
2.81702e-008,1.2262
2.82126e-008,1.2364
2.82550e-008,1.2173
2.82975e-008,1.1956
2.83399e-008,1.1791
2.83823e-008,1.1732
2.84248e-008,1.1972
2.84672e-008,1.2336
2.85096e-008,1.2568
2.85520e-008,1.2681
2.85944e-008,1.2652
2.86369e-008,1.2579
2.86793e-008,1.2555
2.87217e-008,1.2539
2.87642e-008,1.2536
2.88066e-008,1.2545
2.88490e-008,1.2550
2.88914e-008,1.2587
2.89339e-008,1.2627
2.89763e-008,1.2651
2.90187e-008,1.2664
2.90611e-008,1.2607
2.91035e-008,1.2574
2.91460e-008,1.2591
2.91884e-008,1.2615
2.92308e-008,1.2664
2.92733e-008,1.2699
2.93157e-008,1.2673
2.93581e-008,1.2630
2.94005e-008,1.2598
2.94429e-008,1.2528
2.94854e-008,1.1503
2.95278e-008,0.9307
2.95702e-008,0.7466
2.96127e-008,0.5616
2.96551e-008,0.4169
2.96975e-008,0.3347
2.97399e-008,0.2850
2.97824e-008,0.2650
2.98248e-008,0.2607
2.98672e-008,0.2589
2.99096e-008,0.2629
2.99521e-008,0.2624
2.99945e-008,0.2544
3.00369e-008,0.2476
3.00793e-008,0.2360
3.01218e-008,0.2608
3.01642e-008,0.2925
3.02066e-008,0.2979
3.02490e-008,0.2993
3.02914e-008,0.2783
3.03339e-008,0.2337
3.03763e-008,0.2111
3.04187e-008,0.2053
3.04612e-008,0.2063
3.05036e-008,0.2137
3.05460e-008,0.2187
3.05884e-008,0.2215
3.06309e-008,0.2247
3.06733e-008,0.2230
3.07157e-008,0.2214
3.07581e-008,0.2182
3.08005e-008,0.2144
3.08430e-008,0.2137
3.08854e-008,0.2118
3.09278e-008,0.2175
3.09702e-008,0.2230
3.10127e-008,0.2186
3.10551e-008,0.2151
3.10975e-008,0.2127
3.11400e-008,0.2084
3.11824e-008,0.2106
3.12248e-008,0.2163
3.12672e-008,0.2186
3.13096e-008,0.2194
3.13521e-008,0.2622
3.13945e-008,0.4170
3.14369e-008,0.5893
3.14793e-008,0.8044
3.15218e-008,0.9655
3.15642e-008,1.0721
3.16066e-008,1.1402
3.16491e-008,1.1793
3.16915e-008,1.1986
3.17339e-008,1.2091
3.17763e-008,1.2093
3.18188e-008,1.2071
3.18612e-008,1.2134
3.19036e-008,1.2196
3.19460e-008,1.2350
3.19884e-008,1.2268
3.20309e-008,1.2021
3.20733e-008,1.1861
3.21157e-008,1.1729
3.21582e-008,1.1844
3.22006e-008,1.2202
3.22430e-008,1.2489
3.22854e-008,1.2655
3.23279e-008,1.2677
3.23703e-008,1.2606
3.24127e-008,1.2558
3.24551e-008,1.2546
3.24975e-008,1.2530
3.25400e-008,1.2545
3.25824e-008,1.2548
3.26248e-008,1.2570
3.26672e-008,1.2615
3.27097e-008,1.2639
3.27521e-008,1.2665
3.27945e-008,1.2633
3.28370e-008,1.2579
3.28794e-008,1.2584
3.29218e-008,1.2604
3.29642e-008,1.2642
3.30066e-008,1.2691
3.30491e-008,1.2688
3.30915e-008,1.2646
3.31339e-008,1.2610
3.31763e-008,1.2587
3.32188e-008,1.2595
3.32612e-008,1.2613
3.33036e-008,1.2617
3.33461e-008,1.2622
3.33885e-008,1.2622
3.34309e-008,1.2626
3.34733e-008,1.2632
3.35158e-008,1.2628
3.35582e-008,1.2625
3.36006e-008,1.2615
3.36430e-008,1.2606
3.36854e-008,1.2616
3.37279e-008,1.2627
3.37703e-008,1.2629
3.38127e-008,1.2631
3.38552e-008,1.2623
3.38976e-008,1.2612
3.39400e-008,1.2612
3.39824e-008,1.2616
3.40249e-008,1.2623
3.40673e-008,1.2627
3.41097e-008,1.2624
3.41521e-008,1.2339
3.41945e-008,1.0400
3.42370e-008,0.8342
3.42794e-008,0.6443
3.43218e-008,0.4801
3.43643e-008,0.3658
3.44067e-008,0.3042
3.44491e-008,0.2695
3.44915e-008,0.2630
3.45340e-008,0.2597
3.45764e-008,0.2616
3.46188e-008,0.2654
3.46612e-008,0.2570
3.47036e-008,0.2514
3.47461e-008,0.2384
3.47885e-008,0.2431
3.48309e-008,0.2821
3.48733e-008,0.2979
3.49158e-008,0.2999
3.49582e-008,0.2928
3.50006e-008,0.2540
3.50431e-008,0.2177
3.50855e-008,0.2144
3.51279e-008,0.3631
3.51703e-008,0.5650
3.52128e-008,0.7819
3.52552e-008,0.9583
3.52976e-008,1.0757
3.53400e-008,1.1438
3.53824e-008,1.1849
3.54249e-008,1.2006
3.54673e-008,1.2072
3.55097e-008,1.2051
3.55522e-008,1.2004
3.55946e-008,1.2099
3.56370e-008,1.2244
3.56794e-008,1.2387
3.57219e-008,1.2352
3.57643e-008,1.2018
3.58067e-008,1.1771
3.58491e-008,1.1639
3.58915e-008,1.1750
3.59340e-008,1.2154
3.59764e-008,1.2523
3.60188e-008,1.2685
3.60613e-008,1.2700
3.61037e-008,1.2621
3.61461e-008,1.2551
3.61885e-008,1.2539
3.62310e-008,1.2521
3.62734e-008,1.2523
3.63158e-008,1.2538
3.63582e-008,1.2562
3.64006e-008,1.2619
3.64431e-008,1.2658
3.64855e-008,1.2668
3.65279e-008,1.2639
3.65703e-008,1.2568
3.66128e-008,1.2562
3.66552e-008,1.2600
3.66976e-008,1.2646
3.67401e-008,1.2699
3.67825e-008,1.2704
3.68249e-008,1.2651
3.68673e-008,1.2603
3.69097e-008,1.2582
3.69522e-008,1.2477
3.69946e-008,1.1089
3.70370e-008,0.8887
3.70794e-008,0.7032
3.71219e-008,0.5266
3.71643e-008,0.3943
3.72067e-008,0.3220
3.72492e-008,0.2776
3.72916e-008,0.2637
3.73340e-008,0.2588
3.73764e-008,0.2588
3.74189e-008,0.2645
3.74613e-008,0.2610
3.75037e-008,0.2540
3.75461e-008,0.2441
3.75885e-008,0.2370
3.76310e-008,0.2691
3.76734e-008,0.2947
3.77158e-008,0.2987
3.77583e-008,0.2981
3.78007e-008,0.2690
3.78431e-008,0.2260
3.78855e-008,0.2089
3.79280e-008,0.3108
3.79704e-008,0.5094
3.80128e-008,0.7140
3.80552e-008,0.9138
3.80976e-008,1.0468
3.81401e-008,1.1255
3.81825e-008,1.1759
3.82249e-008,1.1978
3.82673e-008,1.2071
3.83098e-008,1.2057
3.83522e-008,1.2011
3.83946e-008,1.2053
3.84371e-008,1.2207
3.84795e-008,1.2344
3.85219e-008,1.2398
3.85643e-008,1.2123
3.86067e-008,1.1829
3.86492e-008,1.1664
3.86916e-008,1.1684
3.87340e-008,1.2021
3.87764e-008,1.2438
3.88189e-008,1.2651
3.88613e-008,1.2711
3.89037e-008,1.2646
3.89462e-008,1.2566
3.89886e-008,1.2540
3.90310e-008,1.2528
3.90734e-008,1.2520
3.91159e-008,1.2534
3.91583e-008,1.2551
3.92007e-008,1.2599
3.92431e-008,1.2651
3.92855e-008,1.2666
3.93280e-008,1.2655
3.93704e-008,1.2585
3.94128e-008,1.2556
3.94553e-008,1.2588
3.94977e-008,1.2631
3.95401e-008,1.2686
3.95825e-008,1.2710
3.96250e-008,1.2668
3.96674e-008,1.2614
3.97098e-008,1.2586
3.97522e-008,1.2543
3.97946e-008,1.1648
3.98371e-008,0.9470
3.98795e-008,0.7614
3.99219e-008,0.5739
3.99644e-008,0.4258
4.00068e-008,0.3393
4.00492e-008,0.2882
4.00916e-008,0.2652
4.01341e-008,0.2604
4.01765e-008,0.2581
4.02189e-008,0.2622
4.02613e-008,0.2634
4.03037e-008,0.2551
4.03462e-008,0.2488
4.03886e-008,0.2357
4.04310e-008,0.2571
4.04734e-008,0.2909
4.05159e-008,0.2977
4.05583e-008,0.2998
4.06007e-008,0.2814
4.06432e-008,0.2366
4.06856e-008,0.2116
4.07280e-008,0.2054
4.07704e-008,0.2059
4.08128e-008,0.2130
4.08553e-008,0.2184
4.08977e-008,0.2210
4.09401e-008,0.2245
4.09825e-008,0.2230
4.10250e-008,0.2216
4.10674e-008,0.2187
4.11098e-008,0.2145
4.11523e-008,0.2136
4.11947e-008,0.2117
4.12371e-008,0.2167
4.12795e-008,0.2230
4.13220e-008,0.2190
4.13644e-008,0.2152
4.14068e-008,0.2130
4.14492e-008,0.2085
4.14916e-008,0.2100
4.15341e-008,0.2159
4.15765e-008,0.2185
4.16189e-008,0.2193
4.16614e-008,0.2184
4.17038e-008,0.2171
4.17462e-008,0.2173
4.17886e-008,0.2165
4.18311e-008,0.2159
4.18735e-008,0.2155
4.19159e-008,0.2153
4.19583e-008,0.2161
4.20007e-008,0.2163
4.20432e-008,0.2172
4.20856e-008,0.2182
4.21280e-008,0.2165
4.21704e-008,0.2152
4.22129e-008,0.2158
4.22553e-008,0.2158
4.22977e-008,0.2164
4.23402e-008,0.2176
4.23826e-008,0.2173
4.24250e-008,0.2166
4.24674e-008,0.2161
4.25098e-008,0.2160
4.25523e-008,0.2164
4.25947e-008,0.2414
4.26371e-008,0.3876
4.26795e-008,0.5602
4.27220e-008,0.7734
4.27644e-008,0.9433
4.28068e-008,1.0597
4.28493e-008,1.1322
4.28917e-008,1.1752
4.29341e-008,1.1953
4.29765e-008,1.2073
4.30190e-008,1.2081
4.30614e-008,1.2066
4.31038e-008,1.2136
4.31462e-008,1.2187
4.31886e-008,1.2338
4.32311e-008,1.2303
4.32735e-008,1.2041
4.33159e-008,1.1877
4.33584e-008,1.1738
4.34008e-008,1.1809
4.34432e-008,1.2147
4.34856e-008,1.2454
4.35281e-008,1.2635
4.35705e-008,1.2683
4.36129e-008,1.2619
4.36553e-008,1.2562
4.36977e-008,1.2547
4.37402e-008,1.2528
4.37826e-008,1.2541
4.38250e-008,1.2546
4.38675e-008,1.2566
4.39099e-008,1.2614
4.39523e-008,1.2635
4.39947e-008,1.2660
4.40372e-008,1.2642
4.40796e-008,1.2582
4.41220e-008,1.2581
4.41644e-008,1.2603
4.42068e-008,1.2636
4.42493e-008,1.2686
4.42917e-008,1.2692
4.43341e-008,1.2652
4.43765e-008,1.2616
4.44190e-008,1.2589
4.44614e-008,1.2591
4.45038e-008,1.2611
4.45463e-008,1.2616
4.45887e-008,1.2622
4.46311e-008,1.2623
4.46735e-008,1.2625
4.47160e-008,1.2633
4.47584e-008,1.2629
4.48008e-008,1.2625
4.48432e-008,1.2618
4.48856e-008,1.2606
4.49281e-008,1.2614
4.49705e-008,1.2626
4.50129e-008,1.2629
4.50554e-008,1.2631
4.50978e-008,1.2625
4.51402e-008,1.2613
4.51826e-008,1.2612
4.52251e-008,1.2616
4.52675e-008,1.2622
4.53099e-008,1.2627
4.53523e-008,1.2625
4.53947e-008,1.2468
4.54372e-008,1.0816
4.54796e-008,0.8649
4.55220e-008,0.6777
4.55645e-008,0.5063
