.HEADER
..NAMES
Time,V U1.U24
.DATA
3.20309e-008,1.1975
3.20733e-008,1.1775
3.21157e-008,1.1767
3.21582e-008,1.2100
3.22006e-008,1.2423
3.22430e-008,1.2639
3.22854e-008,1.2734
3.23279e-008,1.2643
3.23703e-008,1.2561
3.24127e-008,1.2545
3.24551e-008,1.2544
3.24975e-008,1.2587
3.25400e-008,1.2615
3.25824e-008,1.2608
3.26248e-008,1.2615
3.26672e-008,1.2654
3.27097e-008,1.2664
3.27521e-008,1.2634
3.27945e-008,1.2620
3.28370e-008,1.2604
3.28794e-008,1.2605
3.29218e-008,1.2671
3.29642e-008,1.2712
3.30066e-008,1.2691
3.30491e-008,1.2661
3.30915e-008,1.2612
3.31339e-008,1.2591
3.31763e-008,1.2611
3.32188e-008,1.2258
3.32612e-008,1.0158
3.33036e-008,0.8152
3.33461e-008,0.6245
3.33885e-008,0.4648
3.34309e-008,0.3636
3.34733e-008,0.3201
3.35158e-008,0.2917
3.35582e-008,0.2824
3.36006e-008,0.2750
3.36430e-008,0.2703
3.36854e-008,0.2703
3.37279e-008,0.2671
3.37703e-008,0.2476
3.38127e-008,0.2423
3.38552e-008,0.2707
3.38976e-008,0.2862
3.39400e-008,0.2969
3.39824e-008,0.3005
3.40249e-008,0.2619
3.40673e-008,0.2203
3.41097e-008,0.2087
3.41521e-008,0.2007
3.41945e-008,0.2065
3.42370e-008,0.2185
3.42794e-008,0.2212
3.43218e-008,0.2215
3.43643e-008,0.2198
3.44067e-008,0.2159
3.44491e-008,0.2167
3.44915e-008,0.2174
3.45340e-008,0.2125
3.45764e-008,0.2111
3.46188e-008,0.2168
3.46612e-008,0.2186
3.47036e-008,0.2174
3.47461e-008,0.2185
3.47885e-008,0.2122
3.48309e-008,0.2058
3.48733e-008,0.2104
3.49158e-008,0.2148
3.49582e-008,0.2172
3.50006e-008,0.2198
3.50431e-008,0.2183
3.50855e-008,0.2202
3.51279e-008,0.3476
3.51703e-008,0.5257
3.52128e-008,0.7286
3.52552e-008,0.9150
3.52976e-008,1.0391
3.53400e-008,1.1084
3.53824e-008,1.1520
3.54249e-008,1.1730
3.54673e-008,1.1896
3.55097e-008,1.1980
3.55522e-008,1.2008
3.55946e-008,1.2021
3.56370e-008,1.2161
3.56794e-008,1.2297
3.57219e-008,1.2179
3.57643e-008,1.2029
3.58067e-008,1.1854
3.58491e-008,1.1726
3.58915e-008,1.1947
3.59340e-008,1.2318
3.59764e-008,1.2557
3.60188e-008,1.2499
3.60613e-008,1.0541
3.61037e-008,0.8043
3.61461e-008,0.6180
3.61885e-008,0.4595
3.62310e-008,0.3589
3.62734e-008,0.3197
3.63158e-008,0.2915
3.63582e-008,0.2797
3.64006e-008,0.2753
3.64431e-008,0.2746
3.64855e-008,0.2710
3.65279e-008,0.2664
3.65703e-008,0.2475
3.66128e-008,0.2339
3.66552e-008,0.2664
3.66976e-008,0.2981
3.67401e-008,0.3046
3.67825e-008,0.3063
3.68249e-008,0.2676
3.68673e-008,0.2131
3.69097e-008,0.2016
3.69522e-008,0.2008
3.69946e-008,0.2075
3.70370e-008,0.2205
3.70794e-008,0.2229
3.71219e-008,0.2200
3.71643e-008,0.2200
3.72067e-008,0.2168
3.72492e-008,0.2164
3.72916e-008,0.2173
3.73340e-008,0.2131
3.73764e-008,0.2096
3.74189e-008,0.2157
3.74613e-008,0.2213
3.75037e-008,0.2188
3.75461e-008,0.2179
3.75885e-008,0.2125
3.76310e-008,0.2040
3.76734e-008,0.2084
3.77158e-008,0.2162
3.77583e-008,0.2185
3.78007e-008,0.2205
3.78431e-008,0.2186
3.78855e-008,0.2152
3.79280e-008,0.3012
3.79704e-008,0.4772
3.80128e-008,0.6612
3.80552e-008,0.8693
3.80976e-008,1.0091
3.81401e-008,1.0902
3.81825e-008,1.1416
3.82249e-008,1.1689
3.82673e-008,1.1864
3.83098e-008,1.1957
3.83522e-008,1.2005
3.83946e-008,1.2006
3.84371e-008,1.2113
3.84795e-008,1.2285
3.85219e-008,1.2233
3.85643e-008,1.2064
3.86067e-008,1.1914
3.86492e-008,1.1733
3.86916e-008,1.1851
3.87340e-008,1.2225
3.87764e-008,1.2497
3.88189e-008,1.2598
3.88613e-008,1.1291
3.89037e-008,0.8654
3.89462e-008,0.6751
3.89886e-008,0.4998
3.90310e-008,0.3816
3.90734e-008,0.3301
3.91159e-008,0.2996
3.91583e-008,0.2813
3.92007e-008,0.2760
3.92431e-008,0.2754
3.92855e-008,0.2717
3.93280e-008,0.2684
3.93704e-008,0.2545
3.94128e-008,0.2341
3.94553e-008,0.2534
3.94977e-008,0.2930
3.95401e-008,0.3027
3.95825e-008,0.3083
3.96250e-008,0.2840
3.96674e-008,0.2256
3.97098e-008,0.2019
3.97522e-008,0.2012
3.97946e-008,0.2786
3.98371e-008,0.4874
3.98795e-008,0.6765
3.99219e-008,0.8823
3.99644e-008,1.0190
4.00068e-008,1.0951
4.00492e-008,1.1414
4.00916e-008,1.1707
4.01341e-008,1.1845
4.01765e-008,1.1894
4.02189e-008,1.1985
4.02613e-008,1.2071
4.03037e-008,1.2147
4.03462e-008,1.2305
4.03886e-008,1.2244
4.04310e-008,1.1927
4.04734e-008,1.1799
4.05159e-008,1.1724
4.05583e-008,1.1849
4.06007e-008,1.2287
4.06432e-008,1.2575
4.06856e-008,1.2653
4.07280e-008,1.1708
4.07704e-008,0.9081
4.08128e-008,0.7092
4.08553e-008,0.5298
4.08977e-008,0.4017
4.09401e-008,0.3362
4.09825e-008,0.3056
4.10250e-008,0.2844
4.10674e-008,0.2782
4.11098e-008,0.2761
4.11523e-008,0.2723
4.11947e-008,0.2665
4.12371e-008,0.2566
4.12795e-008,0.2379
4.13220e-008,0.2484
4.13644e-008,0.2900
4.14068e-008,0.3027
4.14492e-008,0.3059
4.14916e-008,0.2902
4.15341e-008,0.2351
4.15765e-008,0.2031
4.16189e-008,0.2030
4.16614e-008,0.2037
4.17038e-008,0.2142
4.17462e-008,0.2230
4.17886e-008,0.2209
4.18311e-008,0.2205
4.18735e-008,0.2185
4.19159e-008,0.2162
4.19583e-008,0.2168
4.20007e-008,0.2155
4.20432e-008,0.2108
4.20856e-008,0.2124
4.21280e-008,0.2201
4.21704e-008,0.2203
4.22129e-008,0.2174
4.22553e-008,0.2159
4.22977e-008,0.2074
4.23402e-008,0.2050
4.23826e-008,0.2136
4.24250e-008,0.2178
4.24674e-008,0.2193
4.25098e-008,0.2199
4.25523e-008,0.2166
4.25947e-008,0.2150
4.26371e-008,0.2152
4.26795e-008,0.2147
4.27220e-008,0.2159
4.27644e-008,0.2164
4.28068e-008,0.2149
4.28493e-008,0.2151
4.28917e-008,0.2169
4.29341e-008,0.2167
4.29765e-008,0.2157
4.30190e-008,0.2159
4.30614e-008,0.2146
4.31038e-008,0.2140
4.31462e-008,0.2165
4.31886e-008,0.2175
4.32311e-008,0.2166
4.32735e-008,0.2161
4.33159e-008,0.2152
4.33584e-008,0.2149
4.34008e-008,0.2156
4.34432e-008,0.2158
4.34856e-008,0.2160
4.35281e-008,0.2163
4.35705e-008,0.2156
4.36129e-008,0.2155
4.36553e-008,0.2161
4.36977e-008,0.2160
4.37402e-008,0.2157
4.37826e-008,0.2159
4.38250e-008,0.2157
4.38675e-008,0.2154
4.39099e-008,0.2160
4.39523e-008,0.2163
4.39947e-008,0.2159
4.40372e-008,0.2157
4.40796e-008,0.2156
4.41220e-008,0.2156
4.41644e-008,0.2159
4.42068e-008,0.2160
4.42493e-008,0.2159
4.42917e-008,0.2160
4.43341e-008,0.2158
4.43765e-008,0.2157
4.44190e-008,0.2159
4.44614e-008,0.2159
4.45038e-008,0.2158
4.45463e-008,0.2159
4.45887e-008,0.2159
4.46311e-008,0.2158
4.46735e-008,0.2159
4.47160e-008,0.2160
4.47584e-008,0.2159
4.48008e-008,0.2158
4.48432e-008,0.2158
4.48856e-008,0.2158
4.49281e-008,0.2159
4.49705e-008,0.2159
4.50129e-008,0.2159
4.50554e-008,0.2159
4.50978e-008,0.2159
4.51402e-008,0.2158
4.51826e-008,0.2159
4.52251e-008,0.2159
4.52675e-008,0.2159
4.53099e-008,0.2159
4.53523e-008,0.2159
