.HEADER
..NAMES
Time,V U1.W26
.DATA
4.51402e-008,1.2633
4.51826e-008,1.2627
4.52251e-008,1.2615
4.52675e-008,1.2617
4.53099e-008,1.2633
4.53523e-008,1.2638
4.53947e-008,1.2589
4.54372e-008,1.1683
4.54796e-008,0.9517
4.55220e-008,0.7682
4.55645e-008,0.5912
4.56069e-008,0.4237
4.56493e-008,0.3153
4.56917e-008,0.2501
4.57342e-008,0.2116
4.57766e-008,0.1927
4.58190e-008,0.2129
4.58614e-008,0.2448
4.59038e-008,0.2656
4.59463e-008,0.2803
4.59887e-008,0.2760
4.60311e-008,0.2595
4.60735e-008,0.2760
4.61160e-008,0.2945
4.61584e-008,0.2945
4.62008e-008,0.2890
4.62433e-008,0.2791
4.62857e-008,0.2418
4.63281e-008,0.2030
4.63705e-008,0.2563
4.64129e-008,0.4418
4.64554e-008,0.6275
4.64978e-008,0.8378
4.65402e-008,1.0094
4.65826e-008,1.1232
4.66251e-008,1.2011
4.66675e-008,1.2570
4.67099e-008,1.2867
4.67524e-008,1.2692
4.67948e-008,1.2351
4.68372e-008,1.2062
4.68796e-008,1.1868
4.69221e-008,1.1966
4.69645e-008,1.2179
4.70069e-008,1.2083
4.70493e-008,1.1910
4.70917e-008,1.1804
4.71342e-008,1.1774
4.71766e-008,1.1894
4.72190e-008,1.2285
4.72615e-008,1.2665
4.73039e-008,1.2756
4.73463e-008,1.2752
4.73887e-008,1.2739
4.74312e-008,1.2669
4.74736e-008,1.2614
4.75160e-008,1.2600
4.75584e-008,1.2566
4.76008e-008,1.2468
4.76433e-008,1.2446
4.76857e-008,1.2519
4.77281e-008,1.2605
4.77705e-008,1.2701
4.78130e-008,1.2726
4.78554e-008,1.2661
4.78978e-008,1.2611
4.79403e-008,1.2616
4.79827e-008,1.2637
4.80251e-008,1.2662
4.80675e-008,1.2698
4.81099e-008,1.2680
4.81524e-008,1.2610
4.81948e-008,1.2587
4.82372e-008,1.2183
4.82796e-008,1.0186
4.83221e-008,0.8240
4.83645e-008,0.6437
4.84069e-008,0.4713
4.84494e-008,0.3363
4.84918e-008,0.2668
4.85342e-008,0.2245
4.85766e-008,0.1998
4.86191e-008,0.2051
4.86615e-008,0.2370
4.87039e-008,0.2558
4.87463e-008,0.2749
4.87887e-008,0.2800
4.88312e-008,0.2628
4.88736e-008,0.2696
4.89160e-008,0.2914
4.89585e-008,0.2945
4.90009e-008,0.2890
4.90433e-008,0.2843
4.90857e-008,0.2570
4.91282e-008,0.2125
4.91706e-008,0.2160
4.92130e-008,0.3815
4.92554e-008,0.5718
4.92978e-008,0.7804
4.93403e-008,0.9634
4.93827e-008,1.0990
4.94251e-008,1.1797
4.94676e-008,1.2429
4.95100e-008,1.2802
4.95524e-008,1.2779
4.95948e-008,1.2446
4.96373e-008,1.2167
4.96797e-008,1.1898
4.97221e-008,1.1908
4.97645e-008,1.2136
4.98069e-008,1.2133
4.98494e-008,1.1953
4.98918e-008,1.1833
4.99342e-008,1.1776
4.99766e-008,1.1832
5.00191e-008,1.2145
5.00615e-008,1.2580
5.01039e-008,1.2449
5.01464e-008,1.0398
5.01888e-008,0.8132
5.02312e-008,0.6230
5.02736e-008,0.4587
5.03160e-008,0.3270
5.03585e-008,0.2568
5.04009e-008,0.2039
5.04433e-008,0.1766
5.04857e-008,0.1869
5.05282e-008,0.2342
5.05706e-008,0.2673
5.06130e-008,0.2911
5.06555e-008,0.2877
5.06979e-008,0.2602
5.07403e-008,0.2617
5.07827e-008,0.2917
5.08252e-008,0.3028
5.08676e-008,0.2989
5.09100e-008,0.2890
5.09524e-008,0.2556
5.09948e-008,0.2053
5.10373e-008,0.1886
5.10797e-008,0.1997
5.11221e-008,0.2015
5.11646e-008,0.2037
5.12070e-008,0.2121
5.12494e-008,0.2172
5.12918e-008,0.2192
5.13343e-008,0.2283
5.13767e-008,0.2363
5.14191e-008,0.2297
5.14615e-008,0.2188
5.15039e-008,0.2100
5.15464e-008,0.2052
5.15888e-008,0.2115
5.16312e-008,0.2194
5.16736e-008,0.2182
5.17161e-008,0.2142
5.17585e-008,0.2129
5.18009e-008,0.2101
5.18434e-008,0.2088
5.18858e-008,0.2163
5.19282e-008,0.2222
5.19706e-008,0.2190
5.20130e-008,0.2163
5.20555e-008,0.2175
5.20979e-008,0.2176
5.21403e-008,0.2168
5.21827e-008,0.2185
5.22252e-008,0.2184
5.22676e-008,0.2144
5.23100e-008,0.2127
5.23525e-008,0.2143
5.23949e-008,0.2164
5.24373e-008,0.2185
5.24797e-008,0.2188
5.25222e-008,0.2168
5.25646e-008,0.2155
5.26070e-008,0.2160
5.26494e-008,0.2163
5.26918e-008,0.2168
5.27343e-008,0.2181
5.27767e-008,0.2176
5.28191e-008,0.2155
5.28616e-008,0.2155
5.29040e-008,0.2168
5.29464e-008,0.2170
5.29888e-008,0.2166
5.30313e-008,0.2170
5.30737e-008,0.2166
5.31161e-008,0.2156
5.31585e-008,0.2161
5.32009e-008,0.2172
5.32434e-008,0.2174
5.32858e-008,0.2170
5.33282e-008,0.2166
5.33707e-008,0.2162
5.34131e-008,0.2162
5.34555e-008,0.2167
5.34979e-008,0.2169
5.35404e-008,0.2168
5.35828e-008,0.2168
5.36252e-008,0.2164
5.36676e-008,0.2162
5.37100e-008,0.2167
5.37525e-008,0.2171
5.37949e-008,0.2168
5.38373e-008,0.2165
5.38797e-008,0.2905
5.39222e-008,0.4561
5.39646e-008,0.6350
5.40070e-008,0.8341
5.40495e-008,0.9985
5.40919e-008,1.1077
5.41343e-008,1.1896
5.41767e-008,1.2377
5.42192e-008,1.2670
5.42616e-008,1.2588
5.43040e-008,1.2378
5.43464e-008,1.2143
5.43888e-008,1.1979
5.44313e-008,1.2017
5.44737e-008,1.2140
5.45161e-008,1.2063
5.45586e-008,1.1953
5.46010e-008,1.1861
5.46434e-008,1.1849
5.46858e-008,1.1959
5.47283e-008,1.2281
5.47707e-008,1.2593
5.48131e-008,1.2712
5.48555e-008,1.2751
5.48979e-008,1.2728
5.49404e-008,1.2666
5.49828e-008,1.2619
5.50252e-008,1.2593
5.50677e-008,1.2565
5.51101e-008,1.2499
5.51525e-008,1.2488
5.51949e-008,1.2535
5.52374e-008,1.2599
5.52798e-008,1.2679
5.53222e-008,1.2702
5.53646e-008,1.2662
5.54070e-008,1.2629
5.54495e-008,1.2625
5.54919e-008,1.2638
5.55343e-008,1.2659
5.55767e-008,1.2687
5.56192e-008,1.2673
5.56616e-008,1.2624
5.57040e-008,1.2605
5.57465e-008,1.2609
5.57889e-008,1.2614
5.58313e-008,1.2620
5.58737e-008,1.2627
5.59161e-008,1.2624
5.59586e-008,1.2614
5.60010e-008,1.2628
5.60434e-008,1.2646
5.60858e-008,1.2650
5.61283e-008,1.2646
5.61707e-008,1.2629
5.62131e-008,1.2614
5.62556e-008,1.2614
5.62980e-008,1.2625
5.63404e-008,1.2633
5.63828e-008,1.2633
5.64253e-008,1.2632
5.64677e-008,1.2624
5.65101e-008,1.2618
5.65525e-008,1.2626
5.65949e-008,1.2634
5.66374e-008,1.2622
5.66798e-008,1.2000
5.67222e-008,0.9902
5.67647e-008,0.8007
5.68071e-008,0.6202
5.68495e-008,0.4505
5.68919e-008,0.3283
5.69344e-008,0.2601
5.69768e-008,0.2173
5.70192e-008,0.1943
5.70616e-008,0.2068
5.71040e-008,0.2409
5.71465e-008,0.2616
5.71889e-008,0.2788
5.72313e-008,0.2789
5.72738e-008,0.2604
5.73162e-008,0.2717
5.73586e-008,0.2928
5.74010e-008,0.2953
5.74435e-008,0.2901
5.74859e-008,0.2826
5.75283e-008,0.2501
5.75707e-008,0.2076
5.76131e-008,0.1973
5.76556e-008,0.2021
5.76980e-008,0.1992
5.77404e-008,0.2037
5.77828e-008,0.2141
5.78253e-008,0.2194
5.78677e-008,0.2204
5.79101e-008,0.2281
5.79526e-008,0.2324
5.79950e-008,0.2252
5.80374e-008,0.2181
5.80798e-008,0.2119
5.81223e-008,0.2086
5.81647e-008,0.2136
5.82071e-008,0.2178
5.82495e-008,0.2159
5.82919e-008,0.2140
5.83344e-008,0.2140
5.83768e-008,0.2109
5.84192e-008,0.2101
5.84617e-008,0.2170
5.85041e-008,0.2204
5.85465e-008,0.2338
5.85889e-008,0.3690
5.86314e-008,0.5415
5.86738e-008,0.7415
5.87162e-008,0.9199
5.87586e-008,1.0624
5.88010e-008,1.1528
5.88435e-008,1.2143
5.88859e-008,1.2528
5.89283e-008,1.2650
5.89708e-008,1.2473
5.90132e-008,1.2292
5.90556e-008,1.2054
5.90980e-008,1.1973
5.91405e-008,1.2094
5.91829e-008,1.2112
5.92253e-008,1.2001
5.92677e-008,1.1900
5.93101e-008,1.1854
5.93526e-008,1.1888
5.93950e-008,1.2089
5.94374e-008,1.2450
5.94798e-008,1.2358
5.95223e-008,1.0359
5.95647e-008,0.8134
5.96071e-008,0.6241
5.96496e-008,0.4590
5.96920e-008,0.3256
5.97344e-008,0.2564
5.97768e-008,0.2077
5.98192e-008,0.1811
5.98617e-008,0.1888
5.99041e-008,0.2327
5.99465e-008,0.2635
5.99889e-008,0.2878
6.00314e-008,0.2877
6.00738e-008,0.2623
6.01162e-008,0.2634
6.01586e-008,0.2918
6.02011e-008,0.3016
6.02435e-008,0.2970
6.02859e-008,0.2884
6.03283e-008,0.2572
6.03708e-008,0.2071
6.04132e-008,0.1891
6.04556e-008,0.1994
6.04981e-008,0.2010
6.05405e-008,0.2034
6.05829e-008,0.2126
6.06253e-008,0.2183
6.06678e-008,0.2195
6.07102e-008,0.2275
6.07526e-008,0.2354
6.07950e-008,0.2293
6.08375e-008,0.2193
6.08799e-008,0.2110
6.09223e-008,0.2059
6.09647e-008,0.2114
6.10071e-008,0.2189
6.10496e-008,0.2179
6.10920e-008,0.2143
6.11344e-008,0.2134
6.11768e-008,0.2107
6.12193e-008,0.2088
6.12617e-008,0.2159
6.13041e-008,0.2220
6.13465e-008,0.2200
6.13890e-008,0.3190
6.14314e-008,0.4916
6.14738e-008,0.6806
6.15163e-008,0.8696
6.15587e-008,1.0274
6.16011e-008,1.1284
6.16435e-008,1.2002
6.16860e-008,1.2416
6.17284e-008,1.2657
6.17708e-008,1.2540
6.18132e-008,1.2362
6.18557e-008,1.2116
6.18981e-008,1.1974
6.19405e-008,1.2043
6.19829e-008,1.2130
6.20254e-008,1.2035
6.20678e-008,1.1931
6.21102e-008,1.1865
6.21526e-008,1.1869
6.21950e-008,1.1998
6.22375e-008,1.2345
6.22799e-008,1.2488
6.23223e-008,1.1069
6.23647e-008,0.8698
6.24072e-008,0.6781
6.24496e-008,0.5070
6.24920e-008,0.3569
6.25344e-008,0.2751
6.25769e-008,0.2196
6.26193e-008,0.1865
6.26617e-008,0.1807
6.27042e-008,0.2195
6.27466e-008,0.2550
6.27890e-008,0.2829
6.28314e-008,0.2910
6.28739e-008,0.2708
6.29163e-008,0.2580
6.29587e-008,0.2841
6.30011e-008,0.3009
6.30436e-008,0.2987
6.30860e-008,0.2919
6.31284e-008,0.2704
6.31708e-008,0.2206
6.32132e-008,0.1897
6.32557e-008,0.2911
6.32981e-008,0.4912
6.33405e-008,0.6853
6.33829e-008,0.8847
6.34254e-008,1.0440
6.34678e-008,1.1416
6.35102e-008,1.2195
6.35526e-008,1.2692
6.35951e-008,1.2889
6.36375e-008,1.2605
6.36799e-008,1.2261
6.37224e-008,1.1955
6.37648e-008,1.1856
6.38072e-008,1.2043
6.38496e-008,1.2205
6.38921e-008,1.2039
6.39345e-008,1.1871
6.39769e-008,1.1776
6.40193e-008,1.1777
6.40618e-008,1.1974
6.41042e-008,1.2419
6.41466e-008,1.2728
6.41890e-008,1.2754
6.42315e-008,1.2747
6.42739e-008,1.2719
6.43163e-008,1.2653
6.43587e-008,1.2616
6.44011e-008,1.2603
6.44436e-008,1.2543
6.44860e-008,1.2444
6.45284e-008,1.2454
6.45708e-008,1.2542
6.46133e-008,1.2638
6.46557e-008,1.2727
6.46981e-008,1.2717
6.47405e-008,1.2639
6.47830e-008,1.2605
6.48254e-008,1.2622
6.48678e-008,1.2646
6.49103e-008,1.2677
6.49527e-008,1.2705
6.49951e-008,1.2663
6.50375e-008,1.2596
6.50800e-008,1.2565
6.51224e-008,1.1781
6.51648e-008,0.9656
6.52072e-008,0.7822
6.52497e-008,0.6034
6.52921e-008,0.4316
6.53345e-008,0.3175
6.53769e-008,0.2548
6.54193e-008,0.2175
6.54618e-008,0.1966
6.55042e-008,0.2123
6.55466e-008,0.2419
6.55890e-008,0.2610
6.56315e-008,0.2782
6.56739e-008,0.2777
6.57163e-008,0.2610
6.57587e-008,0.2755
6.58012e-008,0.2938
6.58436e-008,0.2931
6.58860e-008,0.2881
6.59284e-008,0.2813
6.59709e-008,0.2463
6.60133e-008,0.2053
6.60557e-008,0.2470
6.60982e-008,0.4298
6.61406e-008,0.6152
6.61830e-008,0.8271
6.62254e-008,1.0022
6.62679e-008,1.1198
6.63103e-008,1.1968
6.63527e-008,1.2540
6.63951e-008,1.2856
6.64376e-008,1.2712
6.64800e-008,1.2374
6.65224e-008,1.2089
6.65648e-008,1.1874
6.66072e-008,1.1950
6.66497e-008,1.2172
6.66921e-008,1.2093
6.67345e-008,1.1921
6.67769e-008,1.1814
6.68194e-008,1.1775
6.68618e-008,1.1876
6.69042e-008,1.2256
6.69466e-008,1.2648
6.69891e-008,1.2106
6.70315e-008,0.9776
6.70739e-008,0.7687
6.71164e-008,0.5820
6.71588e-008,0.4212
6.72012e-008,0.3075
6.72436e-008,0.2430
6.72861e-008,0.1950
6.73285e-008,0.1738
6.73709e-008,0.1969
6.74133e-008,0.2441
6.74558e-008,0.2747
6.74982e-008,0.2929
6.75406e-008,0.2826
6.75830e-008,0.2557
6.76255e-008,0.2686
6.76679e-008,0.2967
6.77103e-008,0.3027
6.77527e-008,0.2973
6.77951e-008,0.2844
6.78376e-008,0.2432
6.78800e-008,0.1970
6.79224e-008,0.2134
6.79648e-008,0.3927
6.80073e-008,0.5866
6.80497e-008,0.7951
6.80921e-008,0.9713
6.81345e-008,1.1008
6.81770e-008,1.1834
6.82194e-008,1.2497
6.82618e-008,1.2854
6.83043e-008,1.2777
6.83467e-008,1.2400
6.83891e-008,1.2096
6.84315e-008,1.1861
6.84740e-008,1.1930
6.85164e-008,1.2178
6.85588e-008,1.2143
6.86012e-008,1.1937
6.86437e-008,1.1803
6.86861e-008,1.1754
6.87285e-008,1.1846
6.87709e-008,1.2195
6.88133e-008,1.2619
6.88558e-008,1.2411
6.88982e-008,1.0265
6.89406e-008,0.8027
6.89830e-008,0.6147
6.90255e-008,0.4529
6.90679e-008,0.3241
6.91103e-008,0.2539
6.91527e-008,0.2011
6.91952e-008,0.1750
6.92376e-008,0.1885
6.92800e-008,0.2374
6.93225e-008,0.2703
6.93649e-008,0.2920
6.94073e-008,0.2861
6.94497e-008,0.2582
6.94922e-008,0.2626
6.95346e-008,0.2933
6.95770e-008,0.3038
6.96194e-008,0.2990
6.96619e-008,0.2879
6.97043e-008,0.2527
6.97467e-008,0.2032
6.97891e-008,0.1890
6.98316e-008,0.2007
6.98740e-008,0.2019
6.99164e-008,0.2040
6.99588e-008,0.2121
7.00012e-008,0.2171
7.00437e-008,0.2196
7.00861e-008,0.2293
7.01285e-008,0.2368
7.01709e-008,0.2292
7.02134e-008,0.2181
7.02558e-008,0.2094
7.02982e-008,0.2053
7.03406e-008,0.2123
7.03831e-008,0.2198
7.04255e-008,0.2181
7.04679e-008,0.2139
7.05104e-008,0.2127
7.05528e-008,0.2100
7.05952e-008,0.2091
7.06376e-008,0.2169
7.06801e-008,0.2223
7.07225e-008,0.2197
7.07649e-008,0.3215
7.08073e-008,0.4946
7.08498e-008,0.6850
7.08922e-008,0.8737
7.09346e-008,1.0307
7.09770e-008,1.1302
7.10194e-008,1.2007
7.10619e-008,1.2420
7.11043e-008,1.2658
7.11467e-008,1.2538
7.11891e-008,1.2361
7.12316e-008,1.2112
7.12740e-008,1.1970
7.13164e-008,1.2044
7.13588e-008,1.2128
7.14013e-008,1.2034
7.14437e-008,1.1931
7.14861e-008,1.1865
7.15286e-008,1.1868
7.15710e-008,1.2001
7.16134e-008,1.2352
7.16558e-008,1.2482
7.16983e-008,1.1021
7.17407e-008,0.8655
7.17831e-008,0.6737
7.18255e-008,0.5032
7.18680e-008,0.3542
7.19104e-008,0.2736
7.19528e-008,0.2187
7.19952e-008,0.1861
7.20377e-008,0.1811
7.20801e-008,0.2204
7.21225e-008,0.2555
7.21649e-008,0.2833
7.22073e-008,0.2910
7.22498e-008,0.2702
7.22922e-008,0.2583
7.23346e-008,0.2847
7.23770e-008,0.3009
7.24195e-008,0.2986
7.24619e-008,0.2917
7.25043e-008,0.2695
7.25467e-008,0.2195
7.25892e-008,0.1895
7.26316e-008,0.2943
7.26740e-008,0.4949
7.27165e-008,0.6902
7.27589e-008,0.8883
7.28013e-008,1.0467
7.28437e-008,1.1433
7.28862e-008,1.2208
7.29286e-008,1.2699
7.29710e-008,1.2888
7.30134e-008,1.2597
7.30559e-008,1.2255
7.30983e-008,1.1949
7.31407e-008,1.1856
7.31831e-008,1.2048
7.32256e-008,1.2205
7.32680e-008,1.2035
7.33104e-008,1.1868
7.33528e-008,1.1773
7.33952e-008,1.1778
7.34377e-008,1.1981
7.34801e-008,1.2427
7.35225e-008,1.2731
7.35649e-008,1.2753
7.36074e-008,1.2746
7.36498e-008,1.2717
7.36922e-008,1.2652
7.37346e-008,1.2616
7.37771e-008,1.2603
7.38195e-008,1.2541
7.38619e-008,1.2443
7.39044e-008,1.2455
7.39468e-008,1.2544
7.39892e-008,1.2640
7.40316e-008,1.2728
7.40741e-008,1.2716
7.41165e-008,1.2637
7.41589e-008,1.2605
7.42013e-008,1.2622
7.42438e-008,1.2647
7.42862e-008,1.2678
7.43286e-008,1.2705
7.43710e-008,1.2661
7.44134e-008,1.2595
7.44559e-008,1.2593
7.44983e-008,1.2616
7.45407e-008,1.2620
7.45831e-008,1.2623
7.46256e-008,1.2628
7.46680e-008,1.2614
7.47104e-008,1.2605
7.47528e-008,1.2634
7.47953e-008,1.2659
7.48377e-008,1.2657
7.48801e-008,1.2642
7.49226e-008,1.2618
7.49650e-008,1.2604
7.50074e-008,1.2614
7.50498e-008,1.2632
7.50923e-008,1.2637
7.51347e-008,1.2634
7.51771e-008,1.2629
7.52195e-008,1.2616
7.52620e-008,1.2615
7.53044e-008,1.2631
7.53468e-008,1.2639
7.53892e-008,1.2614
7.54317e-008,1.1918
7.54741e-008,0.9800
7.55165e-008,0.7923
7.55589e-008,0.6129
7.56013e-008,0.4438
7.56438e-008,0.3251
7.56862e-008,0.2573
7.57286e-008,0.2155
7.57710e-008,0.1936
7.58135e-008,0.2083
7.58559e-008,0.2421
7.58983e-008,0.2627
7.59407e-008,0.2791
7.59832e-008,0.2781
7.60256e-008,0.2599
7.60680e-008,0.2726
7.61105e-008,0.2933
7.61529e-008,0.2952
7.61953e-008,0.2898
7.62377e-008,0.2816
7.62802e-008,0.2479
7.63226e-008,0.2063
7.63650e-008,0.2346
7.64074e-008,0.4146
7.64499e-008,0.6017
7.64923e-008,0.8127
7.65347e-008,0.9889
7.65771e-008,1.1126
7.66195e-008,1.1915
7.66620e-008,1.2513
7.67044e-008,1.2849
7.67468e-008,1.2737
7.67892e-008,1.2390
7.68317e-008,1.2105
7.68741e-008,1.1877
7.69165e-008,1.1937
7.69589e-008,1.2167
7.70014e-008,1.2110
7.70438e-008,1.1927
7.70862e-008,1.1812
7.71287e-008,1.1772
7.71711e-008,1.1863
7.72135e-008,1.2222
7.72559e-008,1.2630
7.72984e-008,1.2241
7.73408e-008,0.9964
7.73832e-008,0.7822
7.74256e-008,0.5946
7.74681e-008,0.4332
7.75105e-008,0.3131
7.75529e-008,0.2471
7.75953e-008,0.1975
7.76378e-008,0.1743
7.76802e-008,0.1935
7.77226e-008,0.2413
7.77650e-008,0.2726
7.78074e-008,0.2924
7.78499e-008,0.2842
7.78923e-008,0.2566
7.79347e-008,0.2661
7.79771e-008,0.2954
7.80196e-008,0.3029
7.80620e-008,0.2978
7.81044e-008,0.2859
7.81468e-008,0.2471
7.81893e-008,0.1992
7.82317e-008,0.2040
7.82741e-008,0.3758
7.83166e-008,0.5726
7.83590e-008,0.7795
7.84014e-008,0.9585
7.84438e-008,1.0932
7.84863e-008,1.1774
7.85287e-008,1.2458
7.85711e-008,1.2834
7.86135e-008,1.2801
7.86560e-008,1.2427
7.86984e-008,1.2120
7.87408e-008,1.1868
7.87832e-008,1.1914
7.88257e-008,1.2164
7.88681e-008,1.2157
7.89105e-008,1.1949
7.89529e-008,1.1809
7.89953e-008,1.1753
7.90378e-008,1.1831
7.90802e-008,1.2158
7.91226e-008,1.2594
7.91650e-008,1.2759
7.92075e-008,1.2741
7.92499e-008,1.2738
7.92923e-008,1.2688
7.93347e-008,1.2635
7.93772e-008,1.2612
7.94196e-008,1.2585
7.94620e-008,1.2490
7.95045e-008,1.2428
7.95469e-008,1.2489
7.95893e-008,1.2583
7.96317e-008,1.2684
7.96742e-008,1.2736
7.97166e-008,1.2680
7.97590e-008,1.2612
7.98014e-008,1.2607
7.98439e-008,1.2633
7.98863e-008,1.2658
7.99287e-008,1.2693
7.99711e-008,1.2694
8.00135e-008,1.2626
8.00560e-008,1.2585
8.00984e-008,1.2470
8.01408e-008,1.0951
8.01832e-008,0.8808
8.02257e-008,0.7006
8.02681e-008,0.5282
8.03105e-008,0.3707
8.03529e-008,0.2860
8.03954e-008,0.2356
8.04378e-008,0.2069
8.04802e-008,0.1984
8.05227e-008,0.2271
8.05651e-008,0.2490
8.06075e-008,0.2698
8.06499e-008,0.2813
8.06924e-008,0.2689
8.07348e-008,0.2634
8.07772e-008,0.2857
8.08196e-008,0.2952
8.08621e-008,0.2905
8.09045e-008,0.2866
8.09469e-008,0.2700
8.09893e-008,0.2257
8.10318e-008,0.1990
8.10742e-008,0.3181
8.11166e-008,0.5134
8.11590e-008,0.7108
8.12014e-008,0.9068
8.12439e-008,1.0625
8.12863e-008,1.1541
8.13287e-008,1.2259
8.13711e-008,1.2702
8.14136e-008,1.2847
8.14560e-008,1.2559
8.14984e-008,1.2261
8.15408e-008,1.1959
8.15833e-008,1.1871
8.16257e-008,1.2059
8.16681e-008,1.2172
8.17106e-008,1.2008
8.17530e-008,1.1868
8.17954e-008,1.1788
8.18378e-008,1.1794
8.18803e-008,1.2008
8.19227e-008,1.2455
8.19651e-008,1.2730
8.20075e-008,1.2752
8.20500e-008,1.2758
8.20924e-008,1.2717
8.21348e-008,1.2641
8.21772e-008,1.2603
8.22196e-008,1.2595
8.22621e-008,1.2532
8.23045e-008,1.2445
8.23469e-008,1.2469
8.23893e-008,1.2549
8.24318e-008,1.2640
8.24742e-008,1.2723
8.25166e-008,1.2708
8.25590e-008,1.2636
8.26015e-008,1.2609
8.26439e-008,1.2624
8.26863e-008,1.2643
8.27288e-008,1.2676
8.27712e-008,1.2703
8.28136e-008,1.2655
8.28560e-008,1.2594
8.28985e-008,1.2536
8.29409e-008,1.1522
8.29833e-008,0.9354
8.30257e-008,0.7550
8.30682e-008,0.5794
8.31106e-008,0.4103
8.31530e-008,0.3071
8.31954e-008,0.2474
8.32379e-008,0.2131
8.32803e-008,0.1958
8.33227e-008,0.2171
8.33651e-008,0.2444
8.34075e-008,0.2642
8.34500e-008,0.2795
8.34924e-008,0.2750
8.35348e-008,0.2607
8.35772e-008,0.2789
8.36197e-008,0.2947
8.36621e-008,0.2922
8.37045e-008,0.2874
8.37469e-008,0.2782
8.37894e-008,0.2393
8.38318e-008,0.2019
8.38742e-008,0.2701
8.39167e-008,0.4581
8.39591e-008,0.6445
8.40015e-008,0.8534
8.40439e-008,1.0232
8.40864e-008,1.1306
8.41288e-008,1.2068
8.41712e-008,1.2597
8.42136e-008,1.2866
8.42561e-008,1.2661
8.42985e-008,1.2334
8.43409e-008,1.2041
8.43833e-008,1.1866
8.44257e-008,1.1982
8.44682e-008,1.2179
8.45106e-008,1.2063
8.45530e-008,1.1902
8.45954e-008,1.1804
8.46379e-008,1.1777
8.46803e-008,1.1912
8.47227e-008,1.2323
8.47651e-008,1.2683
8.48076e-008,1.2755
8.48500e-008,1.2756
8.48924e-008,1.2737
8.49349e-008,1.2661
8.49773e-008,1.2608
8.50197e-008,1.2598
8.50621e-008,1.2560
8.51046e-008,1.2462
8.51470e-008,1.2451
8.51894e-008,1.2526
8.52318e-008,1.2611
8.52743e-008,1.2706
8.53167e-008,1.2723
8.53591e-008,1.2655
8.54015e-008,1.2611
8.54440e-008,1.2618
8.54864e-008,1.2637
8.55288e-008,1.2664
8.55712e-008,1.2700
8.56136e-008,1.2676
8.56561e-008,1.2606
8.56985e-008,1.2590
8.57409e-008,1.2610
8.57833e-008,1.2614
8.58258e-008,1.2618
8.58682e-008,1.2628
8.59106e-008,1.2619
8.59530e-008,1.2603
8.59955e-008,1.2625
8.60379e-008,1.2653
8.60803e-008,1.2655
8.61228e-008,1.2644
8.61652e-008,1.2624
8.62076e-008,1.2605
8.62500e-008,1.2609
8.62925e-008,1.2626
8.63349e-008,1.2634
8.63773e-008,1.2633
8.64197e-008,1.2630
8.64622e-008,1.2619
8.65046e-008,1.2612
8.65470e-008,1.2626
8.65894e-008,1.2636
8.66319e-008,1.2631
8.66743e-008,1.2626
8.67167e-008,1.2626
8.67591e-008,1.2623
8.68015e-008,1.2622
8.68440e-008,1.2632
8.68864e-008,1.2634
8.69288e-008,1.2626
8.69712e-008,1.2621
8.70137e-008,1.2620
8.70561e-008,1.2623
8.70985e-008,1.2628
8.71409e-008,1.2631
8.71834e-008,1.2629
8.72258e-008,1.2625
8.72682e-008,1.2624
8.73107e-008,1.2624
8.73531e-008,1.2626
8.73955e-008,1.2629
8.74379e-008,1.2628
8.74804e-008,1.2624
8.75228e-008,1.2623
8.75652e-008,1.2625
8.76076e-008,1.2337
8.76501e-008,1.0433
8.76925e-008,0.8404
8.77349e-008,0.6591
8.77773e-008,0.4881
8.78197e-008,0.3471
8.78622e-008,0.2725
8.79046e-008,0.2250
8.79470e-008,0.1987
8.79894e-008,0.2004
8.80319e-008,0.2342
8.80743e-008,0.2557
8.81167e-008,0.2755
8.81591e-008,0.2809
8.82016e-008,0.2634
8.82440e-008,0.2664
8.82864e-008,0.2894
8.83289e-008,0.2955
8.83713e-008,0.2908
8.84137e-008,0.2853
8.84561e-008,0.2601
8.84986e-008,0.2152
8.85410e-008,0.1965
8.85834e-008,0.2016
8.86258e-008,0.1994
8.86683e-008,0.2014
8.87107e-008,0.2118
8.87531e-008,0.2188
8.87955e-008,0.2196
8.88380e-008,0.2256
8.88804e-008,0.2323
8.89228e-008,0.2270
8.89652e-008,0.2193
8.90076e-008,0.2133
8.90501e-008,0.2084
8.90925e-008,0.2118
8.91349e-008,0.2172
8.91773e-008,0.2163
8.92198e-008,0.2140
8.92622e-008,0.2140
8.93046e-008,0.2117
8.93470e-008,0.2093
8.93895e-008,0.2150
8.94319e-008,0.2202
8.94743e-008,0.2217
8.95168e-008,0.3298
8.95592e-008,0.5035
8.96016e-008,0.6949
8.96440e-008,0.8806
8.96865e-008,1.0348
8.97289e-008,1.1337
8.97713e-008,1.2037
8.98137e-008,1.2444
8.98562e-008,1.2657
8.98986e-008,1.2519
8.99410e-008,1.2339
8.99834e-008,1.2095
9.00258e-008,1.1973
9.00683e-008,1.2057
9.01107e-008,1.2126
9.01531e-008,1.2025
9.01955e-008,1.1919
9.02380e-008,1.1857
9.02804e-008,1.1871
9.03228e-008,1.2018
9.03652e-008,1.2369
9.04077e-008,1.2641
9.04501e-008,1.2722
9.04925e-008,1.2747
9.05350e-008,1.2712
9.05774e-008,1.2651
9.06198e-008,1.2599
9.06622e-008,1.2583
