.HEADER
..NAMES
Time,V U1.J26
2.02792e-008,0.2398
2.03216e-008,0.2737
2.03640e-008,0.2944
2.04064e-008,0.3077
2.04488e-008,0.2799
2.04913e-008,0.2270
2.05337e-008,0.2014
2.05761e-008,0.2589
2.06186e-008,0.4483
2.06610e-008,0.6507
2.07034e-008,0.8683
2.07458e-008,1.0107
2.07882e-008,1.1025
2.08307e-008,1.1542
2.08731e-008,1.1926
2.09155e-008,1.2163
2.09580e-008,1.2224
2.10004e-008,1.2075
2.10428e-008,1.1939
2.10852e-008,1.1952
2.11277e-008,1.2212
2.11701e-008,1.2438
2.12125e-008,1.2429
2.12549e-008,1.2155
2.12973e-008,1.1882
2.13398e-008,1.1696
2.13822e-008,1.1862
2.14246e-008,1.2284
2.14671e-008,1.2607
2.15095e-008,1.2762
2.15519e-008,1.2734
2.15943e-008,1.2624
2.16367e-008,1.2570
2.16792e-008,1.2567
2.17216e-008,1.2595
2.17640e-008,1.2596
2.18064e-008,1.2575
2.18489e-008,1.2540
2.18913e-008,1.2568
2.19337e-008,1.2661
2.19762e-008,1.2719
2.20186e-008,1.2699
2.20610e-008,1.2624
2.21034e-008,1.2572
2.21458e-008,1.2560
2.21883e-008,1.2619
2.22307e-008,1.2702
2.22731e-008,1.2718
2.23156e-008,1.2682
2.23580e-008,1.2626
2.24004e-008,1.2586
2.24428e-008,1.2596
2.24852e-008,1.2622
2.25277e-008,1.2641
2.25701e-008,1.2642
2.26125e-008,1.2633
2.26549e-008,1.2616
2.26974e-008,1.2623
2.27398e-008,1.2648
2.27822e-008,1.2657
2.28247e-008,1.2641
2.28671e-008,1.2619
2.29095e-008,1.2610
2.29519e-008,1.2617
2.29943e-008,1.2636
2.30368e-008,1.2653
2.30792e-008,1.2647
2.31216e-008,1.2632
2.31641e-008,1.2618
2.32065e-008,1.2616
2.32489e-008,1.2629
2.32913e-008,1.2640
2.33338e-008,1.2640
2.33762e-008,1.2636
2.34186e-008,1.2630
2.34610e-008,1.2625
2.35034e-008,1.2628
2.35459e-008,1.2637
2.35883e-008,1.2638
2.36307e-008,1.2632
2.36732e-008,1.2626
2.37156e-008,1.2626
2.37580e-008,1.2630
2.38004e-008,1.2636
2.38428e-008,1.2638
2.38853e-008,1.2634
2.39277e-008,1.2629
2.39701e-008,1.2627
2.40126e-008,1.2628
2.40550e-008,1.2633
2.40974e-008,1.2635
2.41398e-008,1.2633
2.41823e-008,1.2631
2.42247e-008,1.2630
2.42671e-008,1.2629
2.43095e-008,1.2387
2.43519e-008,1.0521
2.43944e-008,0.8443
2.44368e-008,0.6529
2.44792e-008,0.4868
2.45217e-008,0.3699
2.45641e-008,0.3102
2.46065e-008,0.2758
2.46489e-008,0.2557
2.46913e-008,0.2554
2.47338e-008,0.2545
2.47762e-008,0.2594
2.48186e-008,0.2742
2.48611e-008,0.2625
2.49035e-008,0.2373
2.49459e-008,0.2336
2.49883e-008,0.2604
2.50308e-008,0.2731
2.50732e-008,0.2901
2.51156e-008,0.2941
2.51580e-008,0.2585
2.52004e-008,0.2222
2.52429e-008,0.2139
2.52853e-008,0.3440
2.53277e-008,0.5454
2.53702e-008,0.7646
2.54126e-008,0.9462
2.54550e-008,1.0649
2.54974e-008,1.1376
2.55398e-008,1.1751
2.55823e-008,1.2050
2.56247e-008,1.2180
2.56671e-008,1.2182
2.57096e-008,1.2046
2.57520e-008,1.1937
2.57944e-008,1.2057
2.58368e-008,1.2292
2.58793e-008,1.2457
2.59217e-008,1.2300
2.59641e-008,1.2052
2.60065e-008,1.1781
2.60489e-008,1.1733
2.60914e-008,1.2045
2.61338e-008,1.2445
2.61762e-008,1.2692
2.62187e-008,1.2779
2.62611e-008,1.2689
2.63035e-008,1.2600
2.63459e-008,1.2551
2.63883e-008,1.2571
2.64308e-008,1.2588
2.64732e-008,1.2598
2.65156e-008,1.2561
2.65580e-008,1.2547
2.66005e-008,1.2604
2.66429e-008,1.2687
2.66853e-008,1.2712
2.67278e-008,1.2667
2.67702e-008,1.2602
2.68126e-008,1.2564
2.68550e-008,1.2575
2.68974e-008,1.2657
2.69399e-008,1.2713
2.69823e-008,1.2705
2.70247e-008,1.2658
2.70672e-008,1.2603
2.71096e-008,1.2584
2.71520e-008,1.2604
2.71944e-008,1.2628
2.72368e-008,1.2642
2.72793e-008,1.2641
2.73217e-008,1.2625
2.73641e-008,1.2614
2.74065e-008,1.2632
2.74490e-008,1.2651
2.74914e-008,1.2649
2.75338e-008,1.2631
2.75763e-008,1.2614
2.76187e-008,1.2611
2.76611e-008,1.2622
2.77035e-008,1.2643
2.77459e-008,1.2651
2.77884e-008,1.2640
2.78308e-008,1.2625
2.78732e-008,1.2615
2.79157e-008,1.2620
2.79581e-008,1.2633
2.80005e-008,1.2639
2.80429e-008,1.2638
2.80854e-008,1.2633
2.81278e-008,1.2627
2.81702e-008,1.2624
2.82126e-008,1.2631
2.82550e-008,1.2637
2.82975e-008,1.2635
2.83399e-008,1.2629
2.83823e-008,1.2625
2.84248e-008,1.2626
2.84672e-008,1.2631
2.85096e-008,1.2636
2.85520e-008,1.2635
2.85944e-008,1.2631
2.86369e-008,1.2627
2.86793e-008,1.2626
2.87217e-008,1.2629
2.87642e-008,1.2634
2.88066e-008,1.2634
2.88490e-008,1.2631
2.88914e-008,1.2630
2.89339e-008,1.2628
2.89763e-008,1.2573
2.90187e-008,1.1556
2.90611e-008,0.9356
2.91035e-008,0.7499
2.91460e-008,0.5632
2.91884e-008,0.4189
2.92308e-008,0.3351
2.92733e-008,0.2939
2.93157e-008,0.2624
2.93581e-008,0.2555
2.94005e-008,0.2534
2.94429e-008,0.2565
2.94854e-008,0.2682
2.95278e-008,0.2728
2.95702e-008,0.2482
2.96127e-008,0.2302
2.96551e-008,0.2469
2.96975e-008,0.2683
2.97399e-008,0.2803
2.97824e-008,0.2965
2.98248e-008,0.2796
2.98672e-008,0.2367
2.99096e-008,0.2133
2.99521e-008,0.2666
2.99945e-008,0.4478
3.00369e-008,0.6474
3.00793e-008,0.8676
3.01218e-008,1.0133
3.01642e-008,1.1066
3.02066e-008,1.1560
3.02490e-008,1.1910
3.02914e-008,1.2135
3.03339e-008,1.2222
3.03763e-008,1.2101
3.04187e-008,1.1971
3.04612e-008,1.1965
3.05036e-008,1.2189
3.05460e-008,1.2399
3.05884e-008,1.2410
3.06309e-008,1.2172
3.06733e-008,1.1909
3.07157e-008,1.1711
3.07581e-008,1.1855
3.08005e-008,1.2260
3.08430e-008,1.2589
3.08854e-008,1.2764
3.09278e-008,1.2744
3.09702e-008,1.2635
3.10127e-008,1.2569
3.10551e-008,1.2555
3.10975e-008,1.2583
3.11400e-008,1.2596
3.11824e-008,1.2582
3.12248e-008,1.2546
3.12672e-008,1.2566
3.13096e-008,1.2650
3.13521e-008,1.2707
3.13945e-008,1.2697
3.14369e-008,1.2630
3.14793e-008,1.2578
3.15218e-008,1.2558
3.15642e-008,1.2612
3.16066e-008,1.2693
3.16491e-008,1.2715
3.16915e-008,1.2684
3.17339e-008,1.2628
3.17763e-008,1.2581
3.18188e-008,1.2054
3.18612e-008,0.9999
3.19036e-008,0.8084
3.19460e-008,0.6160
3.19884e-008,0.4573
3.20309e-008,0.3521
3.20733e-008,0.3023
3.21157e-008,0.2709
3.21582e-008,0.2573
3.22006e-008,0.2555
3.22430e-008,0.2543
3.22854e-008,0.2602
3.23279e-008,0.2731
3.23703e-008,0.2563
3.24127e-008,0.2355
3.24551e-008,0.2401
3.24975e-008,0.2647
3.25400e-008,0.2742
3.25824e-008,0.2919
3.26248e-008,0.2890
3.26672e-008,0.2495
3.27097e-008,0.2190
3.27521e-008,0.2047
3.27945e-008,0.1972
3.28370e-008,0.2057
3.28794e-008,0.2146
3.29218e-008,0.2171
3.29642e-008,0.2190
3.30066e-008,0.2208
3.30491e-008,0.2162
3.30915e-008,0.2187
3.31339e-008,0.2222
3.31763e-008,0.2145
3.32188e-008,0.2074
3.32612e-008,0.2104
3.33036e-008,0.2157
3.33461e-008,0.2169
3.33885e-008,0.2196
3.34309e-008,0.2181
3.34733e-008,0.2102
3.35158e-008,0.2084
3.35582e-008,0.2106
3.36006e-008,0.2130
3.36430e-008,0.2178
3.36854e-008,0.2308
3.37279e-008,0.3605
3.37703e-008,0.5332
3.38127e-008,0.7405
3.38552e-008,0.9174
3.38976e-008,1.0457
3.39400e-008,1.1232
3.39824e-008,1.1671
3.40249e-008,1.1955
3.40673e-008,1.2086
3.41097e-008,1.2169
3.41521e-008,1.2139
3.41945e-008,1.2033
3.42370e-008,1.2083
3.42794e-008,1.2236
3.43218e-008,1.2359
3.43643e-008,1.2251
3.44067e-008,1.2126
3.44491e-008,1.1899
3.44915e-008,1.1822
3.45340e-008,1.2056
3.45764e-008,1.2366
3.46188e-008,1.2350
3.46612e-008,1.0519
3.47036e-008,0.8196
3.47461e-008,0.6180
3.47885e-008,0.4552
3.48309e-008,0.3505
3.48733e-008,0.2979
3.49158e-008,0.2700
3.49582e-008,0.2484
3.50006e-008,0.2477
3.50431e-008,0.2515
3.50855e-008,0.2641
3.51279e-008,0.2813
3.51703e-008,0.2664
3.52128e-008,0.2341
3.52552e-008,0.2252
3.52976e-008,0.2559
3.53400e-008,0.2791
3.53824e-008,0.2997
3.54249e-008,0.3011
3.54673e-008,0.2586
3.55097e-008,0.2143
3.55522e-008,0.2015
3.55946e-008,0.3276
3.56370e-008,0.5350
3.56794e-008,0.7518
3.57219e-008,0.9375
3.57643e-008,1.0569
3.58067e-008,1.1315
3.58491e-008,1.1718
3.58915e-008,1.2049
3.59340e-008,1.2189
3.59764e-008,1.2187
3.60188e-008,1.2031
3.60613e-008,1.1913
3.61037e-008,1.2036
3.61461e-008,1.2303
3.61885e-008,1.2483
3.62310e-008,1.2320
3.62734e-008,1.2051
3.63158e-008,1.1773
3.63582e-008,1.1714
3.64006e-008,1.2028
3.64431e-008,1.2443
3.64855e-008,1.2526
3.65279e-008,1.1009
3.65703e-008,0.8521
3.66128e-008,0.6502
3.66552e-008,0.4788
3.66976e-008,0.3672
3.67401e-008,0.3083
3.67825e-008,0.2759
3.68249e-008,0.2470
3.68673e-008,0.2453
3.69097e-008,0.2509
3.69522e-008,0.2662
3.69946e-008,0.2832
3.70370e-008,0.2726
3.70794e-008,0.2354
3.71219e-008,0.2194
3.71643e-008,0.2492
3.72067e-008,0.2787
3.72492e-008,0.2994
3.72916e-008,0.3055
3.73340e-008,0.2671
3.73764e-008,0.2175
3.74189e-008,0.1990
3.74613e-008,0.1941
3.75037e-008,0.2037
3.75461e-008,0.2166
3.75885e-008,0.2190
3.76310e-008,0.2159
3.76734e-008,0.2186
3.77158e-008,0.2183
3.77583e-008,0.2199
3.78007e-008,0.2246
3.78431e-008,0.2190
3.78855e-008,0.2058
3.79280e-008,0.2045
3.79704e-008,0.2132
3.80128e-008,0.2199
3.80552e-008,0.2220
3.80976e-008,0.2211
3.81401e-008,0.2115
3.81825e-008,0.2051
3.82249e-008,0.2082
3.82673e-008,0.2130
3.83098e-008,0.2181
3.83522e-008,0.2208
3.83946e-008,0.2173
3.84371e-008,0.2145
3.84795e-008,0.2149
3.85219e-008,0.2147
3.85643e-008,0.2152
3.86067e-008,0.2176
3.86492e-008,0.2157
3.86916e-008,0.2121
3.87340e-008,0.2129
3.87764e-008,0.2159
3.88189e-008,0.2173
3.88613e-008,0.2173
3.89037e-008,0.2161
3.89462e-008,0.2137
3.89886e-008,0.2131
3.90310e-008,0.2147
3.90734e-008,0.2159
3.91159e-008,0.2169
3.91583e-008,0.2167
3.92007e-008,0.2148
3.92431e-008,0.2142
3.92855e-008,0.2150
3.93280e-008,0.2152
3.93704e-008,0.2155
3.94128e-008,0.2162
3.94553e-008,0.2154
3.94977e-008,0.2143
3.95401e-008,0.2149
3.95825e-008,0.2157
3.96250e-008,0.2160
3.96674e-008,0.2158
3.97098e-008,0.2152
3.97522e-008,0.2147
3.97946e-008,0.2149
3.98371e-008,0.2154
3.98795e-008,0.2156
3.99219e-008,0.2158
3.99644e-008,0.2156
4.00068e-008,0.2149
4.00492e-008,0.2149
4.00916e-008,0.2154
4.01341e-008,0.2154
4.01765e-008,0.2155
4.02189e-008,0.2156
4.02613e-008,0.2608
4.03037e-008,0.4165
4.03462e-008,0.5893
4.03886e-008,0.8057
4.04310e-008,0.9668
4.04734e-008,1.0747
4.05159e-008,1.1362
4.05583e-008,1.1792
4.06007e-008,1.2027
4.06432e-008,1.2141
4.06856e-008,1.2156
4.07280e-008,1.2091
4.07704e-008,1.2015
4.08128e-008,1.2141
4.08553e-008,1.2310
4.08977e-008,1.2353
4.09401e-008,1.2216
4.09825e-008,1.2056
4.10250e-008,1.1831
4.10674e-008,1.1868
4.11098e-008,1.2170
4.11523e-008,1.2456
4.11947e-008,1.2679
4.12371e-008,1.2744
4.12795e-008,1.2662
4.13220e-008,1.2597
4.13644e-008,1.2574
4.14068e-008,1.2573
4.14492e-008,1.2581
4.14916e-008,1.2603
4.15341e-008,1.2575
4.15765e-008,1.2568
4.16189e-008,1.2625
4.16614e-008,1.2679
4.17038e-008,1.2686
4.17462e-008,1.2652
4.17886e-008,1.2614
4.18311e-008,1.2576
4.18735e-008,1.2602
4.19159e-008,1.2668
4.19583e-008,1.2694
4.20007e-008,1.2690
4.20432e-008,1.2654
4.20856e-008,1.2604
4.21280e-008,1.2184
4.21704e-008,1.0171
4.22129e-008,0.8206
4.22553e-008,0.6293
4.22977e-008,0.4691
4.23402e-008,0.3589
4.23826e-008,0.3048
4.24250e-008,0.2724
4.24674e-008,0.2569
4.25098e-008,0.2561
4.25523e-008,0.2552
4.25947e-008,0.2600
4.26371e-008,0.2733
4.26795e-008,0.2582
4.27220e-008,0.2361
4.27644e-008,0.2381
4.28068e-008,0.2643
4.28493e-008,0.2744
4.28917e-008,0.2912
4.29341e-008,0.2908
4.29765e-008,0.2527
4.30190e-008,0.2203
4.30614e-008,0.2224
4.31038e-008,0.3723
4.31462e-008,0.5720
4.31886e-008,0.7956
4.32311e-008,0.9666
4.32735e-008,1.0788
4.33159e-008,1.1442
4.33584e-008,1.1799
4.34008e-008,1.2077
4.34432e-008,1.2194
4.34856e-008,1.2163
4.35281e-008,1.2037
4.35705e-008,1.1942
4.36129e-008,1.2093
4.36553e-008,1.2320
4.36977e-008,1.2454
4.37402e-008,1.2265
4.37826e-008,1.2018
4.38250e-008,1.1757
4.38675e-008,1.1758
4.39099e-008,1.2105
4.39523e-008,1.2489
4.39947e-008,1.2717
4.40372e-008,1.2777
4.40796e-008,1.2677
4.41220e-008,1.2593
4.41644e-008,1.2551
4.42068e-008,1.2576
4.42493e-008,1.2591
4.42917e-008,1.2598
4.43341e-008,1.2559
4.43765e-008,1.2552
4.44190e-008,1.2617
4.44614e-008,1.2696
4.45038e-008,1.2711
4.45463e-008,1.2659
4.45887e-008,1.2597
4.46311e-008,1.2563
4.46735e-008,1.2584
4.47160e-008,1.2670
4.47584e-008,1.2716
4.48008e-008,1.2701
4.48432e-008,1.2653
4.48856e-008,1.2599
4.49281e-008,1.2448
4.49705e-008,1.0867
4.50129e-008,0.8732
4.50554e-008,0.6862
4.50978e-008,0.5126
4.51402e-008,0.3841
4.51826e-008,0.3154
4.52251e-008,0.2813
4.52675e-008,0.2592
4.53099e-008,0.2577
4.53523e-008,0.2539
4.53947e-008,0.2567
4.54372e-008,0.2710
4.54796e-008,0.2660
4.55220e-008,0.2420
4.55645e-008,0.2335
