.HEADER
..NAMES
Time,V U1.P26
.DATA
3.85219e-008,0.0149
3.85643e-008,0.0181
3.86067e-008,0.0158
3.86492e-008,0.0105
3.86916e-008,0.0055
3.87340e-008,0.0019
3.87764e-008,0.0005
3.88189e-008,0.0007
3.88613e-008,0.0006
3.89037e-008,-0.0003
3.89462e-008,-0.0019
3.89886e-008,-0.0036
3.90310e-008,-0.0049
3.90734e-008,-0.0057
3.91159e-008,-0.0059
3.91583e-008,-0.0045
3.92007e-008,-0.0016
3.92431e-008,0.0006
3.92855e-008,0.0010
3.93280e-008,-0.0029
3.93704e-008,0.0261
3.94128e-008,0.1101
3.94553e-008,0.2666
3.94977e-008,0.4296
3.95401e-008,0.5730
3.95825e-008,0.6857
3.96250e-008,0.7596
3.96674e-008,0.8069
3.97098e-008,0.8234
3.97522e-008,0.8306
3.97946e-008,0.8336
3.98371e-008,0.8463
3.98795e-008,0.8596
3.99219e-008,0.8765
3.99644e-008,0.8893
4.00068e-008,0.8988
4.00492e-008,0.9228
4.00916e-008,0.9924
4.01341e-008,1.1089
4.01765e-008,1.2495
4.02189e-008,1.3841
4.02613e-008,1.3898
4.03037e-008,1.1469
4.03462e-008,0.9325
4.03886e-008,0.7494
4.04310e-008,0.6294
4.04734e-008,0.5785
4.05159e-008,0.5609
4.05583e-008,0.5871
4.06007e-008,0.6547
4.06432e-008,0.7046
4.06856e-008,0.7074
4.07280e-008,0.7130
4.07704e-008,0.6982
4.08128e-008,0.6611
4.08553e-008,0.6615
4.08977e-008,0.6776
4.09401e-008,0.5812
4.09825e-008,0.3855
4.10250e-008,0.1569
4.10674e-008,-0.0549
4.11098e-008,-0.2017
4.11523e-008,-0.2270
4.11947e-008,-0.1676
4.12371e-008,0.1001
4.12795e-008,0.3318
4.13220e-008,0.4832
4.13644e-008,0.5801
4.14068e-008,0.6157
4.14492e-008,0.6033
4.14916e-008,0.5662
4.15341e-008,0.5497
4.15765e-008,0.5576
4.16189e-008,0.6132
4.16614e-008,0.6709
4.17038e-008,0.7177
4.17462e-008,0.7409
4.17886e-008,0.7445
4.18311e-008,0.7436
4.18735e-008,0.8430
4.19159e-008,1.0246
4.19583e-008,1.2181
4.20007e-008,1.3731
4.20432e-008,1.4753
4.20856e-008,1.4857
4.21280e-008,1.4470
4.21704e-008,1.4155
4.22129e-008,1.4007
4.22553e-008,1.4210
4.22977e-008,1.4632
4.23402e-008,1.5104
4.23826e-008,1.5673
4.24250e-008,1.6149
4.24674e-008,1.6141
4.25098e-008,1.5834
4.25523e-008,1.5480
4.25947e-008,1.5165
4.26371e-008,1.5017
4.26795e-008,1.5171
4.27220e-008,1.5281
4.27644e-008,1.5121
4.28068e-008,1.4765
4.28493e-008,1.4418
4.28917e-008,1.4236
4.29341e-008,1.4299
4.29765e-008,1.4536
4.30190e-008,1.4835
4.30614e-008,1.5370
4.31038e-008,1.5075
4.31462e-008,1.3516
4.31886e-008,1.1918
4.32311e-008,0.9917
4.32735e-008,0.7925
4.33159e-008,0.6542
4.33584e-008,0.5864
4.34008e-008,0.5687
4.34432e-008,0.5986
4.34856e-008,0.6125
4.35281e-008,0.6063
4.35705e-008,0.5947
4.36129e-008,0.5740
4.36553e-008,0.5427
4.36977e-008,0.5540
4.37402e-008,0.5727
4.37826e-008,0.5320
4.38250e-008,0.4400
4.38675e-008,0.3095
4.39099e-008,0.1413
4.39523e-008,-0.0210
4.39947e-008,-0.1184
4.40372e-008,0.0072
4.40796e-008,0.2662
4.41220e-008,0.4985
4.41644e-008,0.6983
4.42068e-008,0.7954
4.42493e-008,0.8265
4.42917e-008,0.7876
4.43341e-008,0.7174
4.43765e-008,0.6523
4.44190e-008,0.6437
4.44614e-008,0.6538
4.45038e-008,0.6860
4.45463e-008,0.7222
