.HEADER
..NAMES
Time,V U1.T24
.DATA
4.07280e-008,0.2174
4.07704e-008,0.2173
4.08128e-008,0.2167
4.08553e-008,0.2162
4.08977e-008,0.2161
4.09401e-008,0.2164
4.09825e-008,0.2166
4.10250e-008,0.2167
4.10674e-008,0.2167
4.11098e-008,0.2164
4.11523e-008,0.2163
4.11947e-008,0.2165
4.12371e-008,0.2167
4.12795e-008,0.2168
4.13220e-008,0.2167
4.13644e-008,0.2165
4.14068e-008,0.2164
4.14492e-008,0.2164
4.14916e-008,0.2165
4.15341e-008,0.2167
4.15765e-008,0.2168
4.16189e-008,0.2167
4.16614e-008,0.2166
4.17038e-008,0.2165
4.17462e-008,0.2164
4.17886e-008,0.2166
4.18311e-008,0.2167
4.18735e-008,0.2167
4.19159e-008,0.2166
4.19583e-008,0.2166
4.20007e-008,0.2165
4.20432e-008,0.2166
4.20856e-008,0.2166
4.21280e-008,0.2167
4.21704e-008,0.2166
4.22129e-008,0.2166
4.22553e-008,0.2166
4.22977e-008,0.2166
4.23402e-008,0.2166
4.23826e-008,0.2166
4.24250e-008,0.2167
4.24674e-008,0.2166
4.25098e-008,0.2166
4.25523e-008,0.2166
4.25947e-008,0.2424
4.26371e-008,0.4023
4.26795e-008,0.5842
4.27220e-008,0.8150
4.27644e-008,0.9906
4.28068e-008,1.0994
4.28493e-008,1.1584
4.28917e-008,1.1885
4.29341e-008,1.1952
4.29765e-008,1.2089
4.30190e-008,1.2034
4.30614e-008,1.1883
4.31038e-008,1.1826
4.31462e-008,1.1772
4.31886e-008,1.1861
4.32311e-008,1.2099
4.32735e-008,1.2299
4.33159e-008,1.2317
4.33584e-008,1.2172
4.34008e-008,1.1926
4.34432e-008,1.1773
4.34856e-008,1.1846
4.35281e-008,1.1679
4.35705e-008,0.9636
4.36129e-008,0.7555
4.36553e-008,0.5457
4.36977e-008,0.3817
4.37402e-008,0.2988
4.37826e-008,0.2670
4.38250e-008,0.2516
4.38675e-008,0.2659
4.39099e-008,0.2590
4.39523e-008,0.2688
4.39947e-008,0.2954
4.40372e-008,0.3007
4.40796e-008,0.3008
4.41220e-008,0.2929
4.41644e-008,0.2607
4.42068e-008,0.2361
4.42493e-008,0.2423
4.42917e-008,0.2652
4.43341e-008,0.2929
4.43765e-008,0.3054
4.44190e-008,0.2896
4.44614e-008,0.2523
4.45038e-008,0.2177
4.45463e-008,0.2009
4.45887e-008,0.2057
4.46311e-008,0.2174
4.46735e-008,0.2228
4.47160e-008,0.2262
4.47584e-008,0.2244
4.48008e-008,0.2189
4.48432e-008,0.2202
4.48856e-008,0.2220
4.49281e-008,0.2187
4.49705e-008,0.2160
4.50129e-008,0.2116
4.50554e-008,0.2075
4.50978e-008,0.2091
4.51402e-008,0.2138
4.51826e-008,0.2198
