.HEADER
..NAMES
Time,V U1.K26
.DATA
0.0e+000,1.2613
4.24e-011,1.2613
8.49e-011,1.2613
1.273e-010,1.2613
1.697e-010,1.2613
2.121e-010,1.2613
2.545e-010,1.2613
2.970e-010,1.2613
3.394e-010,1.2613
3.818e-010,1.2613
4.242e-010,1.2613
4.667e-010,1.2613
5.091e-010,1.2613
5.515e-010,1.2613
5.940e-010,1.2613
6.364e-010,1.2613
6.788e-010,1.2613
7.212e-010,1.2613
7.636e-010,1.2613
8.061e-010,1.2613
8.485e-010,1.2578
8.909e-010,1.1690
9.333e-010,0.9493
9.758e-010,0.7627
1.0182e-009,0.5634
1.0606e-009,0.4041
1.1030e-009,0.3229
1.1455e-009,0.2831
1.1879e-009,0.2611
1.2303e-009,0.2580
1.2728e-009,0.2437
1.3152e-009,0.2288
1.3576e-009,0.2310
1.4000e-009,0.2479
1.4425e-009,0.2665
1.4849e-009,0.2996
1.5273e-009,0.3221
1.5697e-009,0.3095
1.6121e-009,0.2845
1.6546e-009,0.2512
1.6970e-009,0.2137
1.7394e-009,0.1992
1.7819e-009,0.2028
1.8243e-009,0.2099
1.8667e-009,0.2206
1.9091e-009,0.2262
1.9516e-009,0.2237
1.9940e-009,0.2213
2.0364e-009,0.2190
2.0788e-009,0.2166
2.1213e-009,0.2197
2.1637e-009,0.2229
2.2061e-009,0.2215
2.2485e-009,0.2191
2.2910e-009,0.2156
2.3334e-009,0.2099
2.3758e-009,0.2076
2.4182e-009,0.2099
2.4606e-009,0.2132
2.5031e-009,0.2176
2.5455e-009,0.2210
2.5879e-009,0.2207
2.6303e-009,0.2191
2.6728e-009,0.2174
2.7152e-009,0.2157
2.7576e-009,0.2477
2.8000e-009,0.4001
2.8425e-009,0.5726
2.8849e-009,0.7932
2.9273e-009,0.9706
2.9698e-009,1.0820
3.0122e-009,1.1486
3.0546e-009,1.1813
3.0970e-009,1.1980
3.1395e-009,1.2144
3.1819e-009,1.2343
3.2243e-009,1.2416
3.2667e-009,1.2359
3.3092e-009,1.2214
3.3516e-009,1.1927
3.3940e-009,1.1665
3.4364e-009,1.1635
3.4789e-009,1.1771
3.5213e-009,1.2065
3.5637e-009,1.2425
3.6061e-009,1.2649
3.6485e-009,1.2699
3.6910e-009,1.2658
3.7334e-009,1.2553
3.7758e-009,1.2492
3.8183e-009,1.2503
3.8607e-009,1.2534
3.9031e-009,1.2571
3.9455e-009,1.2600
3.9879e-009,1.2586
4.0304e-009,1.2564
4.0728e-009,1.2560
4.1152e-009,1.2575
4.1577e-009,1.2608
4.2001e-009,1.2661
4.2425e-009,1.2693
4.2849e-009,1.2690
4.3274e-009,1.2665
4.3698e-009,1.2621
4.4122e-009,1.2582
4.4546e-009,1.2573
4.4970e-009,1.2583
4.5395e-009,1.2603
4.5819e-009,1.2623
4.6243e-009,1.2353
4.6668e-009,1.0413
4.7092e-009,0.8344
4.7516e-009,0.6396
4.7940e-009,0.4583
4.8364e-009,0.3469
4.8789e-009,0.2939
4.9213e-009,0.2697
4.9637e-009,0.2587
5.0062e-009,0.2522
5.0486e-009,0.2311
5.0910e-009,0.2269
5.1334e-009,0.2404
5.1758e-009,0.2575
5.2183e-009,0.2858
5.2607e-009,0.3182
5.3031e-009,0.3180
5.3456e-009,0.2954
5.3880e-009,0.2655
5.4304e-009,0.2272
5.4728e-009,0.2011
5.5153e-009,0.2009
