.HEADER
..NAMES
Time,V U1.W26
.DATA
4.53947e-008,1.2615
4.54372e-008,1.2603
4.54796e-008,1.2616
4.55220e-008,1.2633
4.55645e-008,1.2636
4.56069e-008,1.2633
4.56493e-008,1.2627
4.56917e-008,1.2615
4.57342e-008,1.2616
4.57766e-008,1.2633
4.58190e-008,1.2638
4.58614e-008,1.2600
4.59038e-008,1.1771
4.59463e-008,0.9620
4.59887e-008,0.7773
4.60311e-008,0.5993
4.60735e-008,0.4311
4.61160e-008,0.3189
4.61584e-008,0.2528
4.62008e-008,0.2130
4.62433e-008,0.1929
4.62857e-008,0.2111
4.63281e-008,0.2439
4.63705e-008,0.2645
4.64129e-008,0.2799
4.64554e-008,0.2768
4.64978e-008,0.2595
4.65402e-008,0.2748
4.65826e-008,0.2941
4.66251e-008,0.2948
4.66675e-008,0.2893
4.67099e-008,0.2801
4.67524e-008,0.2441
4.67948e-008,0.2042
4.68372e-008,0.2477
4.68796e-008,0.4315
4.69221e-008,0.6174
4.69645e-008,0.8282
4.70069e-008,1.0017
4.70493e-008,1.1192
4.70917e-008,1.1974
4.71342e-008,1.2550
4.71766e-008,1.2863
4.72190e-008,1.2710
4.72615e-008,1.2365
4.73039e-008,1.2078
4.73463e-008,1.1871
4.73887e-008,1.1954
4.74312e-008,1.2176
4.74736e-008,1.2094
4.75160e-008,1.1916
4.75584e-008,1.1807
4.76008e-008,1.1773
4.76433e-008,1.1881
4.76857e-008,1.2261
4.77281e-008,1.2654
4.77705e-008,1.2758
4.78130e-008,1.2751
4.78554e-008,1.2741
4.78978e-008,1.2673
4.79403e-008,1.2616
4.79827e-008,1.2600
4.80251e-008,1.2570
4.80675e-008,1.2472
4.81099e-008,1.2443
4.81524e-008,1.2515
4.81948e-008,1.2600
4.82372e-008,1.2697
4.82796e-008,1.2728
4.83221e-008,1.2664
4.83645e-008,1.2612
4.84069e-008,1.2615
4.84494e-008,1.2636
4.84918e-008,1.2660
4.85342e-008,1.2697
4.85766e-008,1.2684
4.86191e-008,1.2613
4.86615e-008,1.2588
4.87039e-008,1.2254
4.87463e-008,1.0299
4.87887e-008,0.8322
4.88312e-008,0.6521
4.88736e-008,0.4798
4.89160e-008,0.3407
4.89585e-008,0.2694
4.90009e-008,0.2260
4.90433e-008,0.2007
4.90857e-008,0.2039
4.91282e-008,0.2357
4.91706e-008,0.2547
4.92130e-008,0.2742
4.92554e-008,0.2804
4.92978e-008,0.2634
4.93403e-008,0.2685
4.93827e-008,0.2908
4.94251e-008,0.2947
4.94676e-008,0.2892
4.95100e-008,0.2847
4.95524e-008,0.2591
4.95948e-008,0.2142
4.96373e-008,0.2098
4.96797e-008,0.3705
4.97221e-008,0.5626
4.97645e-008,0.7697
4.98069e-008,0.9547
4.98494e-008,1.0940
4.98918e-008,1.1760
4.99342e-008,1.2405
4.99766e-008,1.2788
5.00191e-008,1.2794
5.00615e-008,1.2463
5.01039e-008,1.2182
5.01464e-008,1.1906
5.01888e-008,1.1900
5.02312e-008,1.2127
5.02736e-008,1.2142
5.03160e-008,1.1960
5.03585e-008,1.1837
5.04009e-008,1.1777
5.04433e-008,1.1823
5.04857e-008,1.2121
5.05282e-008,1.2563
5.05706e-008,1.2494
5.06130e-008,1.0524
5.06555e-008,0.8223
5.06979e-008,0.6317
5.07403e-008,0.4666
5.07827e-008,0.3316
5.08252e-008,0.2598
5.08676e-008,0.2059
5.09100e-008,0.1773
5.09524e-008,0.1851
5.09948e-008,0.2319
5.10373e-008,0.2659
5.10797e-008,0.2905
5.11221e-008,0.2886
5.11646e-008,0.2614
5.12070e-008,0.2604
5.12494e-008,0.2905
5.12918e-008,0.3028
5.13343e-008,0.2991
5.13767e-008,0.2898
5.14191e-008,0.2580
5.14615e-008,0.2072
5.15039e-008,0.1883
5.15464e-008,0.1993
5.15888e-008,0.2016
5.16312e-008,0.2034
5.16736e-008,0.2117
5.17161e-008,0.2171
5.17585e-008,0.2190
5.18009e-008,0.2278
5.18434e-008,0.2363
5.18858e-008,0.2302
5.19282e-008,0.2193
5.19706e-008,0.2104
5.20130e-008,0.2052
5.20555e-008,0.2110
5.20979e-008,0.2192
5.21403e-008,0.2184
5.21827e-008,0.2143
5.22252e-008,0.2129
5.22676e-008,0.2103
5.23100e-008,0.2086
5.23525e-008,0.2158
5.23949e-008,0.2221
5.24373e-008,0.2192
5.24797e-008,0.2163
5.25222e-008,0.2175
5.25646e-008,0.2177
5.26070e-008,0.2168
5.26494e-008,0.2184
5.26918e-008,0.2186
5.27343e-008,0.2146
5.27767e-008,0.2127
5.28191e-008,0.2142
5.28616e-008,0.2163
5.29040e-008,0.2184
5.29464e-008,0.2188
5.29888e-008,0.2169
5.30313e-008,0.2155
5.30737e-008,0.2160
5.31161e-008,0.2163
5.31585e-008,0.2167
5.32009e-008,0.2181
5.32434e-008,0.2177
5.32858e-008,0.2156
5.33282e-008,0.2154
5.33707e-008,0.2168
5.34131e-008,0.2170
5.34555e-008,0.2166
5.34979e-008,0.2170
5.35404e-008,0.2166
5.35828e-008,0.2156
5.36252e-008,0.2161
5.36676e-008,0.2172
5.37100e-008,0.2174
5.37525e-008,0.2170
5.37949e-008,0.2166
5.38373e-008,0.2162
5.38797e-008,0.2162
5.39222e-008,0.2167
5.39646e-008,0.2169
5.40070e-008,0.2168
5.40495e-008,0.2168
5.40919e-008,0.2165
5.41343e-008,0.2162
5.41767e-008,0.2167
5.42192e-008,0.2171
5.42616e-008,0.2168
5.43040e-008,0.2165
5.43464e-008,0.2835
5.43888e-008,0.4471
5.44313e-008,0.6242
5.44737e-008,0.8249
5.45161e-008,0.9913
5.45586e-008,1.1032
5.46010e-008,1.1862
5.46434e-008,1.2359
5.46858e-008,1.2666
5.47283e-008,1.2599
5.47707e-008,1.2387
5.48131e-008,1.2156
5.48555e-008,1.1982
5.48979e-008,1.2009
5.49404e-008,1.2141
5.49828e-008,1.2070
5.50252e-008,1.1958
5.50677e-008,1.1863
5.51101e-008,1.1847
5.51525e-008,1.1948
5.51949e-008,1.2261
5.52374e-008,1.2583
5.52798e-008,1.2710
5.53222e-008,1.2750
5.53646e-008,1.2731
5.54070e-008,1.2670
5.54495e-008,1.2621
5.54919e-008,1.2594
5.55343e-008,1.2568
5.55767e-008,1.2502
5.56192e-008,1.2486
5.56616e-008,1.2533
5.57040e-008,1.2595
5.57465e-008,1.2676
5.57889e-008,1.2703
5.58313e-008,1.2665
5.58737e-008,1.2629
5.59161e-008,1.2625
5.59586e-008,1.2638
5.60010e-008,1.2658
5.60434e-008,1.2686
5.60858e-008,1.2676
5.61283e-008,1.2626
5.61707e-008,1.2605
5.62131e-008,1.2609
5.62556e-008,1.2614
5.62980e-008,1.2620
5.63404e-008,1.2627
5.63828e-008,1.2624
5.64253e-008,1.2614
5.64677e-008,1.2626
5.65101e-008,1.2646
5.65525e-008,1.2650
5.65949e-008,1.2646
5.66374e-008,1.2630
5.66798e-008,1.2614
5.67222e-008,1.2614
5.67647e-008,1.2625
5.68071e-008,1.2633
5.68495e-008,1.2633
5.68919e-008,1.2633
5.69344e-008,1.2624
5.69768e-008,1.2618
5.70192e-008,1.2626
5.70616e-008,1.2634
5.71040e-008,1.2627
5.71465e-008,1.2086
5.71889e-008,1.0013
5.72313e-008,0.8093
5.72738e-008,0.6284
5.73162e-008,0.4585
5.73586e-008,0.3322
5.74010e-008,0.2628
5.74435e-008,0.2189
5.74859e-008,0.1951
5.75283e-008,0.2052
5.75707e-008,0.2396
5.76131e-008,0.2605
5.76556e-008,0.2782
5.76980e-008,0.2795
5.77404e-008,0.2609
5.77828e-008,0.2704
5.78253e-008,0.2922
5.78677e-008,0.2955
5.79101e-008,0.2904
5.79526e-008,0.2833
5.79950e-008,0.2523
5.80374e-008,0.2091
5.80798e-008,0.1971
5.81223e-008,0.2021
5.81647e-008,0.1993
5.82071e-008,0.2032
5.82495e-008,0.2136
5.82919e-008,0.2193
5.83344e-008,0.2202
5.83768e-008,0.2276
5.84192e-008,0.2326
5.84617e-008,0.2256
5.85041e-008,0.2184
5.85465e-008,0.2122
5.85889e-008,0.2085
5.86314e-008,0.2132
5.86738e-008,0.2178
5.87162e-008,0.2161
5.87586e-008,0.2140
5.88010e-008,0.2140
5.88435e-008,0.2111
5.88859e-008,0.2099
5.89283e-008,0.2166
5.89708e-008,0.2205
5.90132e-008,0.2308
5.90556e-008,0.3606
5.90980e-008,0.5337
5.91405e-008,0.7320
5.91829e-008,0.9118
5.92253e-008,1.0571
5.92677e-008,1.1490
5.93101e-008,1.2122
5.93526e-008,1.2511
5.93950e-008,1.2652
5.94374e-008,1.2483
5.94798e-008,1.2304
5.95223e-008,1.2062
5.95647e-008,1.1974
5.96071e-008,1.2087
5.96496e-008,1.2115
5.96920e-008,1.2006
5.97344e-008,1.1905
5.97768e-008,1.1855
5.98192e-008,1.1884
5.98617e-008,1.2074
5.99041e-008,1.2434
5.99465e-008,1.2398
5.99889e-008,1.0484
6.00314e-008,0.8226
6.00738e-008,0.6327
6.01162e-008,0.4669
6.01586e-008,0.3303
6.02011e-008,0.2592
6.02435e-008,0.2095
6.02859e-008,0.1820
6.03283e-008,0.1872
6.03708e-008,0.2307
6.04132e-008,0.2621
6.04556e-008,0.2871
6.04981e-008,0.2884
6.05405e-008,0.2636
6.05829e-008,0.2623
6.06253e-008,0.2906
6.06678e-008,0.3016
6.07102e-008,0.2973
6.07526e-008,0.2890
6.07950e-008,0.2595
6.08375e-008,0.2092
6.08799e-008,0.1889
6.09223e-008,0.1989
6.09647e-008,0.2011
6.10071e-008,0.2031
6.10496e-008,0.2121
6.10920e-008,0.2182
6.11344e-008,0.2194
6.11768e-008,0.2270
6.12193e-008,0.2353
6.12617e-008,0.2298
6.13041e-008,0.2197
6.13465e-008,0.2114
6.13890e-008,0.2060
6.14314e-008,0.2109
6.14738e-008,0.2187
6.15163e-008,0.2181
6.15587e-008,0.2144
6.16011e-008,0.2134
6.16435e-008,0.2109
6.16860e-008,0.2087
6.17284e-008,0.2155
6.17708e-008,0.2219
6.18132e-008,0.2202
6.18557e-008,0.3124
6.18981e-008,0.4836
6.19405e-008,0.6704
6.19829e-008,0.8612
6.20254e-008,1.0210
6.20678e-008,1.1241
6.21102e-008,1.1976
6.21526e-008,1.2399
6.21950e-008,1.2654
6.22375e-008,1.2549
6.22799e-008,1.2370
6.23223e-008,1.2128
6.23647e-008,1.1977
6.24072e-008,1.2035
6.24496e-008,1.2130
6.24920e-008,1.2041
6.25344e-008,1.1937
6.25769e-008,1.1868
6.26193e-008,1.1868
6.26617e-008,1.1987
6.27042e-008,1.2327
6.27466e-008,1.2494
6.27890e-008,1.1174
6.28314e-008,0.8800
6.28739e-008,0.6875
6.29163e-008,0.5150
6.29587e-008,0.3628
6.30011e-008,0.2783
6.30436e-008,0.2218
6.30860e-008,0.1875
6.31284e-008,0.1798
6.31708e-008,0.2171
6.32132e-008,0.2537
6.32557e-008,0.2818
6.32981e-008,0.2912
6.33405e-008,0.2723
6.33829e-008,0.2576
6.34254e-008,0.2826
6.34678e-008,0.3006
6.35102e-008,0.2990
6.35526e-008,0.2923
6.35951e-008,0.2722
6.36375e-008,0.2231
6.36799e-008,0.1902
6.37224e-008,0.2838
6.37648e-008,0.4822
6.38072e-008,0.6744
6.38496e-008,0.8764
6.38921e-008,1.0378
6.39345e-008,1.1378
6.39769e-008,1.2161
6.40193e-008,1.2674
6.40618e-008,1.2891
6.41042e-008,1.2623
6.41466e-008,1.2274
6.41890e-008,1.1968
6.42315e-008,1.1854
6.42739e-008,1.2030
6.43163e-008,1.2205
6.43587e-008,1.2049
6.44011e-008,1.1878
6.44436e-008,1.1779
6.44860e-008,1.1774
6.45284e-008,1.1959
6.45708e-008,1.2398
6.46133e-008,1.2720
6.46557e-008,1.2755
6.46981e-008,1.2747
6.47405e-008,1.2722
6.47830e-008,1.2656
6.48254e-008,1.2617
6.48678e-008,1.2604
6.49103e-008,1.2547
6.49527e-008,1.2447
6.49951e-008,1.2452
6.50375e-008,1.2538
6.50800e-008,1.2633
6.51224e-008,1.2724
6.51648e-008,1.2719
6.52072e-008,1.2643
6.52497e-008,1.2606
6.52921e-008,1.2621
6.53345e-008,1.2645
6.53769e-008,1.2675
6.54193e-008,1.2705
6.54618e-008,1.2666
6.55042e-008,1.2598
6.55466e-008,1.2572
6.55890e-008,1.1868
6.56315e-008,0.9763
6.56739e-008,0.7912
6.57163e-008,0.6117
6.57587e-008,0.4394
6.58012e-008,0.3211
6.58436e-008,0.2573
6.58860e-008,0.2189
6.59284e-008,0.1971
6.59709e-008,0.2107
6.60133e-008,0.2410
6.60557e-008,0.2600
6.60982e-008,0.2776
6.61406e-008,0.2784
6.61830e-008,0.2613
6.62254e-008,0.2742
6.62679e-008,0.2934
6.63103e-008,0.2934
6.63527e-008,0.2883
6.63951e-008,0.2821
6.64376e-008,0.2486
6.64800e-008,0.2066
6.65224e-008,0.2406
6.65648e-008,0.4206
6.66072e-008,0.6062
6.66497e-008,0.8183
6.66921e-008,0.9948
6.67345e-008,1.1161
6.67769e-008,1.1934
6.68194e-008,1.2518
6.68618e-008,1.2847
6.69042e-008,1.2726
6.69466e-008,1.2388
6.69891e-008,1.2106
6.70315e-008,1.1878
6.70739e-008,1.1942
6.71164e-008,1.2165
6.71588e-008,1.2101
6.72012e-008,1.1928
6.72436e-008,1.1819
6.72861e-008,1.1775
6.73285e-008,1.1867
6.73709e-008,1.2234
6.74133e-008,1.2636
6.74558e-008,1.2193
6.74982e-008,0.9901
6.75406e-008,0.7779
6.75830e-008,0.5901
6.76255e-008,0.4287
6.76679e-008,0.3111
6.77103e-008,0.2458
6.77527e-008,0.1967
6.77951e-008,0.1744
6.78376e-008,0.1948
6.78800e-008,0.2422
6.79224e-008,0.2732
6.79648e-008,0.2926
6.80073e-008,0.2838
6.80497e-008,0.2565
6.80921e-008,0.2671
6.81345e-008,0.2957
6.81770e-008,0.3028
6.82194e-008,0.2977
6.82618e-008,0.2854
6.83043e-008,0.2458
6.83467e-008,0.1986
6.83891e-008,0.2091
6.84315e-008,0.3828
6.84740e-008,0.5783
6.85164e-008,0.7859
6.85588e-008,0.9637
6.86012e-008,1.0963
6.86437e-008,1.1798
6.86861e-008,1.2473
6.87285e-008,1.2842
6.87709e-008,1.2790
6.88133e-008,1.2417
6.88558e-008,1.2112
6.88982e-008,1.1865
6.89406e-008,1.1922
6.89830e-008,1.2168
6.90255e-008,1.2150
6.90679e-008,1.1946
6.91103e-008,1.1809
6.91527e-008,1.1754
6.91952e-008,1.1838
6.92376e-008,1.2174
6.92800e-008,1.2603
6.93225e-008,1.2457
6.93649e-008,1.0394
6.94073e-008,0.8120
6.94497e-008,0.6231
6.94922e-008,0.4606
6.95346e-008,0.3287
6.95770e-008,0.2570
6.96194e-008,0.2030
6.96619e-008,0.1757
6.97043e-008,0.1867
6.97467e-008,0.2351
6.97891e-008,0.2688
6.98316e-008,0.2915
6.98740e-008,0.2871
6.99164e-008,0.2595
6.99588e-008,0.2613
7.00012e-008,0.2921
7.00437e-008,0.3037
7.00861e-008,0.2994
7.01285e-008,0.2887
7.01709e-008,0.2552
7.02134e-008,0.2051
7.02558e-008,0.1887
7.02982e-008,0.2002
7.03406e-008,0.2020
7.03831e-008,0.2037
7.04255e-008,0.2117
7.04679e-008,0.2170
7.05104e-008,0.2194
7.05528e-008,0.2287
7.05952e-008,0.2367
7.06376e-008,0.2298
7.06801e-008,0.2186
7.07225e-008,0.2098
7.07649e-008,0.2053
7.08073e-008,0.2118
7.08498e-008,0.2196
7.08922e-008,0.2183
7.09346e-008,0.2141
7.09770e-008,0.2127
7.10194e-008,0.2101
7.10619e-008,0.2090
7.11043e-008,0.2165
7.11467e-008,0.2223
7.11891e-008,0.2199
7.12316e-008,0.3149
7.12740e-008,0.4866
7.13164e-008,0.6749
7.13588e-008,0.8654
7.14013e-008,1.0243
7.14437e-008,1.1258
7.14861e-008,1.1983
7.15286e-008,1.2403
7.15710e-008,1.2655
7.16134e-008,1.2548
7.16558e-008,1.2370
7.16983e-008,1.2122
7.17407e-008,1.1973
7.17831e-008,1.2036
7.18255e-008,1.2129
7.18680e-008,1.2039
7.19104e-008,1.1937
7.19528e-008,1.1867
7.19952e-008,1.1866
7.20377e-008,1.1990
7.20801e-008,1.2334
7.21225e-008,1.2492
7.21649e-008,1.1128
7.22073e-008,0.8756
7.22498e-008,0.6832
7.22922e-008,0.5112
7.23346e-008,0.3600
7.23770e-008,0.2769
7.24195e-008,0.2209
7.24619e-008,0.1870
7.25043e-008,0.1801
7.25467e-008,0.2180
7.25892e-008,0.2542
7.26316e-008,0.2823
7.26740e-008,0.2912
7.27165e-008,0.2717
7.27589e-008,0.2577
7.28013e-008,0.2832
7.28437e-008,0.3006
7.28862e-008,0.2989
7.29286e-008,0.2922
7.29710e-008,0.2714
7.30134e-008,0.2220
7.30559e-008,0.1899
7.30983e-008,0.2869
7.31407e-008,0.4861
7.31831e-008,0.6792
7.32256e-008,0.8802
7.32680e-008,1.0405
7.33104e-008,1.1395
7.33528e-008,1.2176
7.33952e-008,1.2682
7.34377e-008,1.2890
7.34801e-008,1.2615
7.35225e-008,1.2268
7.35649e-008,1.1962
7.36074e-008,1.1854
7.36498e-008,1.2035
7.36922e-008,1.2205
7.37346e-008,1.2045
7.37771e-008,1.1875
7.38195e-008,1.1777
7.38619e-008,1.1775
7.39044e-008,1.1965
7.39468e-008,1.2407
7.39892e-008,1.2723
7.40316e-008,1.2754
7.40741e-008,1.2747
7.41165e-008,1.2720
7.41589e-008,1.2654
7.42013e-008,1.2617
7.42438e-008,1.2604
7.42862e-008,1.2545
7.43286e-008,1.2446
7.43710e-008,1.2453
7.44134e-008,1.2539
7.44559e-008,1.2635
7.44983e-008,1.2725
7.45407e-008,1.2718
7.45831e-008,1.2641
7.46256e-008,1.2605
7.46680e-008,1.2621
7.47104e-008,1.2645
7.47528e-008,1.2676
7.47953e-008,1.2705
7.48377e-008,1.2664
7.48801e-008,1.2597
7.49226e-008,1.2593
7.49650e-008,1.2615
7.50074e-008,1.2620
7.50498e-008,1.2623
7.50923e-008,1.2628
7.51347e-008,1.2615
7.51771e-008,1.2604
7.52195e-008,1.2633
7.52620e-008,1.2659
7.53044e-008,1.2657
7.53468e-008,1.2643
7.53892e-008,1.2619
7.54317e-008,1.2604
7.54741e-008,1.2613
7.55165e-008,1.2631
7.55589e-008,1.2637
7.56013e-008,1.2634
7.56438e-008,1.2629
7.56862e-008,1.2617
7.57286e-008,1.2614
7.57710e-008,1.2630
7.58135e-008,1.2639
7.58559e-008,1.2621
7.58983e-008,1.2005
7.59407e-008,0.9909
7.59832e-008,0.8012
7.60256e-008,0.6209
7.60680e-008,0.4517
7.61105e-008,0.3288
7.61529e-008,0.2600
7.61953e-008,0.2170
7.62377e-008,0.1942
7.62802e-008,0.2067
7.63226e-008,0.2409
7.63650e-008,0.2616
7.64074e-008,0.2786
7.64499e-008,0.2787
7.64923e-008,0.2603
7.65347e-008,0.2714
7.65771e-008,0.2928
7.66195e-008,0.2954
7.66620e-008,0.2900
7.67044e-008,0.2824
7.67468e-008,0.2502
7.67892e-008,0.2077
7.68317e-008,0.2291
7.68741e-008,0.4055
7.69165e-008,0.5933
7.69589e-008,0.8038
7.70014e-008,0.9814
7.70438e-008,1.1086
7.70862e-008,1.1880
7.71287e-008,1.2491
7.71711e-008,1.2838
7.72135e-008,1.2750
7.72559e-008,1.2404
7.72984e-008,1.2122
7.73408e-008,1.1882
7.73832e-008,1.1930
7.74256e-008,1.2160
7.74681e-008,1.2117
7.75105e-008,1.1935
7.75529e-008,1.1817
7.75953e-008,1.1772
7.76378e-008,1.1854
7.76802e-008,1.2201
7.77226e-008,1.2618
7.77650e-008,1.2313
7.78074e-008,1.0092
7.78499e-008,0.7914
7.78923e-008,0.6030
7.79347e-008,0.4409
7.79771e-008,0.3171
7.80196e-008,0.2499
7.80620e-008,0.1993
7.81044e-008,0.1749
7.81468e-008,0.1914
7.81893e-008,0.2393
7.82317e-008,0.2710
7.82741e-008,0.2921
7.83166e-008,0.2853
7.83590e-008,0.2575
7.84014e-008,0.2648
7.84438e-008,0.2944
7.84863e-008,0.3030
7.85287e-008,0.2981
7.85711e-008,0.2868
7.86135e-008,0.2496
7.86560e-008,0.2009
7.86984e-008,0.2010
7.87408e-008,0.3663
7.87832e-008,0.5643
7.88257e-008,0.7699
7.88681e-008,0.9508
7.89105e-008,1.0884
7.89529e-008,1.1736
7.89953e-008,1.2433
7.90378e-008,1.2822
7.90802e-008,1.2813
7.91226e-008,1.2445
7.91650e-008,1.2135
7.92075e-008,1.1873
7.92499e-008,1.1907
7.92923e-008,1.2153
7.93347e-008,1.2163
7.93772e-008,1.1958
7.94196e-008,1.1816
7.94620e-008,1.1755
7.95045e-008,1.1824
7.95469e-008,1.2137
7.95893e-008,1.2577
7.96317e-008,1.2756
7.96742e-008,1.2741
7.97166e-008,1.2740
7.97590e-008,1.2691
7.98014e-008,1.2636
7.98439e-008,1.2613
7.98863e-008,1.2588
7.99287e-008,1.2495
7.99711e-008,1.2428
8.00135e-008,1.2485
8.00560e-008,1.2579
8.00984e-008,1.2680
8.01408e-008,1.2736
8.01832e-008,1.2684
8.02257e-008,1.2615
8.02681e-008,1.2607
8.03105e-008,1.2632
8.03529e-008,1.2657
8.03954e-008,1.2691
8.04378e-008,1.2696
8.04802e-008,1.2630
8.05227e-008,1.2586
8.05651e-008,1.2485
8.06075e-008,1.1055
8.06499e-008,0.8894
8.06924e-008,0.7094
8.07348e-008,0.5367
8.07772e-008,0.3767
8.08196e-008,0.2894
8.08621e-008,0.2374
8.09045e-008,0.2079
8.09469e-008,0.1977
8.09893e-008,0.2254
8.10318e-008,0.2481
8.10742e-008,0.2689
8.11166e-008,0.2812
8.11590e-008,0.2699
8.12014e-008,0.2627
8.12439e-008,0.2847
8.12863e-008,0.2951
8.13287e-008,0.2907
8.13711e-008,0.2868
8.14136e-008,0.2716
8.14560e-008,0.2279
8.14984e-008,0.1982
8.15408e-008,0.3087
8.15833e-008,0.5039
8.16257e-008,0.6996
8.16681e-008,0.8976
8.17106e-008,1.0562
8.17530e-008,1.1499
8.17954e-008,1.2230
8.18378e-008,1.2685
8.18803e-008,1.2856
8.19227e-008,1.2577
8.19651e-008,1.2274
8.20075e-008,1.1971
8.20500e-008,1.1867
8.20924e-008,1.2045
8.21348e-008,1.2177
8.21772e-008,1.2017
8.22196e-008,1.1873
8.22621e-008,1.1790
8.23045e-008,1.1790
8.23469e-008,1.1989
8.23893e-008,1.2433
8.24318e-008,1.2725
8.24742e-008,1.2753
8.25166e-008,1.2758
8.25590e-008,1.2721
8.26015e-008,1.2644
8.26439e-008,1.2603
8.26863e-008,1.2596
8.27288e-008,1.2538
8.27712e-008,1.2447
8.28136e-008,1.2465
8.28560e-008,1.2545
8.28985e-008,1.2635
8.29409e-008,1.2721
8.29833e-008,1.2711
8.30257e-008,1.2639
8.30682e-008,1.2609
8.31106e-008,1.2623
8.31530e-008,1.2642
8.31954e-008,1.2674
8.32379e-008,1.2703
8.32803e-008,1.2659
8.33227e-008,1.2596
8.33651e-008,1.2547
8.34075e-008,1.1610
8.34500e-008,0.9453
8.34924e-008,0.7643
8.35348e-008,0.5877
8.35772e-008,0.4175
8.36197e-008,0.3106
8.36621e-008,0.2498
8.37045e-008,0.2144
8.37469e-008,0.1959
8.37894e-008,0.2155
8.38318e-008,0.2437
8.38742e-008,0.2631
8.39167e-008,0.2790
8.39591e-008,0.2759
8.40015e-008,0.2606
8.40439e-008,0.2777
8.40864e-008,0.2945
8.41288e-008,0.2925
8.41712e-008,0.2876
8.42136e-008,0.2792
8.42561e-008,0.2416
8.42985e-008,0.2029
8.43409e-008,0.2614
8.43833e-008,0.4481
8.44257e-008,0.6337
8.44682e-008,0.8440
8.45106e-008,1.0159
8.45530e-008,1.1267
8.45954e-008,1.2033
8.46379e-008,1.2578
8.46803e-008,1.2865
8.47227e-008,1.2679
8.47651e-008,1.2347
8.48076e-008,1.2057
8.48500e-008,1.1867
8.48924e-008,1.1969
8.49349e-008,1.2178
8.49773e-008,1.2074
8.50197e-008,1.1908
8.50621e-008,1.1807
8.51046e-008,1.1776
8.51470e-008,1.1898
8.51894e-008,1.2298
8.52318e-008,1.2673
8.52743e-008,1.2756
8.53167e-008,1.2755
8.53591e-008,1.2740
8.54015e-008,1.2665
8.54440e-008,1.2610
8.54864e-008,1.2598
8.55288e-008,1.2564
8.55712e-008,1.2466
8.56136e-008,1.2448
8.56561e-008,1.2522
8.56985e-008,1.2606
8.57409e-008,1.2702
8.57833e-008,1.2725
8.58258e-008,1.2659
8.58682e-008,1.2611
8.59106e-008,1.2617
8.59530e-008,1.2636
8.59955e-008,1.2662
8.60379e-008,1.2699
8.60803e-008,1.2679
8.61228e-008,1.2609
8.61652e-008,1.2589
8.62076e-008,1.2609
8.62500e-008,1.2615
8.62925e-008,1.2618
8.63349e-008,1.2628
8.63773e-008,1.2620
8.64197e-008,1.2603
8.64622e-008,1.2623
8.65046e-008,1.2652
8.65470e-008,1.2655
8.65894e-008,1.2645
8.66319e-008,1.2625
8.66743e-008,1.2605
8.67167e-008,1.2608
8.67591e-008,1.2625
8.68015e-008,1.2634
8.68440e-008,1.2633
8.68864e-008,1.2631
8.69288e-008,1.2619
8.69712e-008,1.2612
8.70137e-008,1.2625
8.70561e-008,1.2636
8.70985e-008,1.2632
8.71409e-008,1.2626
8.71834e-008,1.2626
8.72258e-008,1.2623
8.72682e-008,1.2622
8.73107e-008,1.2631
8.73531e-008,1.2634
8.73955e-008,1.2626
8.74379e-008,1.2621
8.74804e-008,1.2620
8.75228e-008,1.2623
8.75652e-008,1.2627
8.76076e-008,1.2631
8.76501e-008,1.2629
8.76925e-008,1.2625
8.77349e-008,1.2624
8.77773e-008,1.2624
8.78197e-008,1.2625
8.78622e-008,1.2629
8.79046e-008,1.2628
8.79470e-008,1.2624
8.79894e-008,1.2623
8.80319e-008,1.2625
8.80743e-008,1.2389
8.81167e-008,1.0550
8.81591e-008,0.8487
8.82016e-008,0.6677
8.82440e-008,0.4966
8.82864e-008,0.3521
8.83289e-008,0.2753
8.83713e-008,0.2267
8.84137e-008,0.1997
8.84561e-008,0.1992
8.84986e-008,0.2327
8.85410e-008,0.2546
8.85834e-008,0.2748
8.86258e-008,0.2812
8.86683e-008,0.2642
8.87107e-008,0.2654
8.87531e-008,0.2887
8.87955e-008,0.2956
8.88380e-008,0.2910
8.88804e-008,0.2857
8.89228e-008,0.2621
8.89652e-008,0.2171
8.90076e-008,0.1965
8.90501e-008,0.2015
8.90925e-008,0.1995
8.91349e-008,0.2010
8.91773e-008,0.2113
8.92198e-008,0.2186
8.92622e-008,0.2195
8.93046e-008,0.2251
8.93470e-008,0.2322
8.93895e-008,0.2274
8.94319e-008,0.2196
8.94743e-008,0.2136
8.95168e-008,0.2085
8.95592e-008,0.2114
8.96016e-008,0.2170
8.96440e-008,0.2165
8.96865e-008,0.2140
8.97289e-008,0.2140
8.97713e-008,0.2119
8.98137e-008,0.2092
8.98562e-008,0.2146
8.98986e-008,0.2201
8.99410e-008,0.2192
8.99834e-008,0.3215
9.00258e-008,0.4949
9.00683e-008,0.6844
9.01107e-008,0.8717
9.01531e-008,1.0283
9.01955e-008,1.1293
9.02380e-008,1.2012
9.02804e-008,1.2425
9.03228e-008,1.2659
9.03652e-008,1.2530
9.04077e-008,1.2348
9.04501e-008,1.2105
9.04925e-008,1.1973
9.05350e-008,1.2049
9.05774e-008,1.2130
9.06198e-008,1.2030
9.06622e-008,1.1923
9.07047e-008,1.1858
9.07471e-008,1.1868
9.07895e-008,1.2004
9.08319e-008,1.2351
9.08744e-008,1.2634
9.09168e-008,1.2720
