.HEADER
..NAMES
Time,V U1.L24&L25
.DATA
4.16634e-008,1.1225
4.17058e-008,0.9173
4.17483e-008,0.7322
4.17907e-008,0.5572
4.18331e-008,0.4166
4.18756e-008,0.3306
4.19180e-008,0.3014
4.19604e-008,0.2935
4.20028e-008,0.3064
4.20453e-008,0.3318
4.20877e-008,0.3321
4.21301e-008,0.3124
4.21725e-008,0.2975
4.22149e-008,0.2972
4.22574e-008,0.3004
4.22998e-008,0.2997
4.23422e-008,0.2867
4.23846e-008,0.2563
4.24271e-008,0.2342
4.24695e-008,0.2223
4.25119e-008,0.2191
4.25544e-008,0.2237
4.25968e-008,0.2953
4.26392e-008,0.4501
4.26816e-008,0.6159
4.27241e-008,0.8136
4.27665e-008,0.9655
4.28089e-008,1.0624
4.28513e-008,1.1102
4.28937e-008,1.1431
4.29362e-008,1.1531
4.29786e-008,1.1427
4.30210e-008,1.1405
4.30635e-008,1.1486
4.31059e-008,1.1621
4.31483e-008,1.1732
4.31907e-008,1.1797
4.32332e-008,1.1828
4.32756e-008,1.1881
4.33180e-008,1.2069
4.33604e-008,1.2232
4.34028e-008,1.2401
4.34453e-008,1.2491
4.34877e-008,1.2442
4.35301e-008,1.1571
4.35726e-008,0.9565
4.36150e-008,0.7715
4.36574e-008,0.5870
4.36998e-008,0.4409
4.37423e-008,0.3418
4.37847e-008,0.3050
4.38271e-008,0.2937
4.38695e-008,0.3022
4.39119e-008,0.3275
4.39544e-008,0.3347
4.39968e-008,0.3164
4.40392e-008,0.2992
4.40816e-008,0.2965
4.41241e-008,0.3002
4.41665e-008,0.3002
4.42089e-008,0.2912
4.42514e-008,0.2622
4.42938e-008,0.2376
4.43362e-008,0.2239
4.43786e-008,0.2191
4.44210e-008,0.2218
4.44635e-008,0.2696
4.45059e-008,0.4180
4.45483e-008,0.5793
4.45907e-008,0.7805
4.46332e-008,0.9385
4.46756e-008,1.0491
4.47180e-008,1.1025
4.47605e-008,1.1378
4.48029e-008,1.1534
4.48453e-008,1.1449
4.48877e-008,1.1398
4.49302e-008,1.1465
4.49726e-008,1.1593
4.50150e-008,1.1715
4.50574e-008,1.1786
4.50998e-008,1.1826
4.51423e-008,1.1858
4.51847e-008,1.2031
4.52271e-008,1.2201
