.HEADER
..NAMES
Time,V U1.R26
.DATA
0.0e+000,1.2610
4.24e-011,1.2610
8.49e-011,1.2610
1.273e-010,1.2610
1.697e-010,1.2610
2.121e-010,1.2610
2.545e-010,1.2610
2.970e-010,1.2610
3.394e-010,1.2610
3.818e-010,1.2610
4.242e-010,1.2610
4.667e-010,1.2610
5.091e-010,1.2610
5.515e-010,1.2610
5.940e-010,1.2610
6.364e-010,1.2610
6.788e-010,1.2610
7.212e-010,1.2610
7.636e-010,1.2610
8.061e-010,1.2610
8.485e-010,1.2603
8.909e-010,1.2029
9.333e-010,0.9911
9.758e-010,0.7981
1.0182e-009,0.5999
1.0606e-009,0.4319
1.1030e-009,0.3363
1.1455e-009,0.2916
1.1879e-009,0.2768
1.2303e-009,0.2791
1.2728e-009,0.2864
1.3152e-009,0.2785
1.3576e-009,0.2769
1.4000e-009,0.2608
1.4425e-009,0.2386
1.4849e-009,0.2514
1.5273e-009,0.2812
1.5697e-009,0.2875
1.6121e-009,0.2962
1.6546e-009,0.2950
1.6970e-009,0.2567
1.7394e-009,0.2166
1.7819e-009,0.2045
1.8243e-009,0.1963
1.8667e-009,0.2026
1.9091e-009,0.2157
1.9516e-009,0.2221
1.9940e-009,0.2266
2.0364e-009,0.2274
2.0788e-009,0.2217
2.1213e-009,0.2183
2.1637e-009,0.2167
2.2061e-009,0.2093
2.2485e-009,0.2105
2.2910e-009,0.2190
2.3334e-009,0.2199
2.3758e-009,0.2176
2.4182e-009,0.2196
2.4606e-009,0.2152
2.5031e-009,0.2087
2.5455e-009,0.2111
2.5879e-009,0.2151
2.6303e-009,0.2175
2.6728e-009,0.2205
2.7152e-009,0.2199
2.7576e-009,0.2183
2.8000e-009,0.2179
2.8425e-009,0.2161
2.8849e-009,0.2152
2.9273e-009,0.2166
2.9698e-009,0.2158
3.0122e-009,0.2153
3.0546e-009,0.2180
3.0970e-009,0.2186
3.1395e-009,0.2170
3.1819e-009,0.2171
3.2243e-009,0.2171
3.2667e-009,0.2155
3.3092e-009,0.2159
3.3516e-009,0.2174
3.3940e-009,0.2176
3.4364e-009,0.2177
3.4789e-009,0.2173
3.5213e-009,0.2165
3.5637e-009,0.2167
3.6061e-009,0.2167
3.6485e-009,0.2164
3.6910e-009,0.2234
3.7334e-009,0.3489
3.7758e-009,0.5236
3.8183e-009,0.7284
3.8607e-009,0.9226
3.9031e-009,1.0529
3.9455e-009,1.1326
3.9879e-009,1.1667
4.0304e-009,1.1823
4.0728e-009,1.1817
4.1152e-009,1.1879
4.1577e-009,1.1899
4.2001e-009,1.2014
4.2425e-009,1.2214
4.2849e-009,1.2269
4.3274e-009,1.2114
4.3698e-009,1.1972
4.4122e-009,1.1815
4.4546e-009,1.1754
4.4970e-009,1.1964
4.5395e-009,1.2312
4.5819e-009,1.2555
4.6243e-009,1.2505
4.6668e-009,1.0610
4.7092e-009,0.8165
4.7516e-009,0.6170
4.7940e-009,0.4374
4.8364e-009,0.3305
4.8789e-009,0.2852
4.9213e-009,0.2744
4.9637e-009,0.2740
5.0062e-009,0.2909
5.0486e-009,0.2875
5.0910e-009,0.2789
5.1334e-009,0.2648
5.1758e-009,0.2385
5.2183e-009,0.2376
5.2607e-009,0.2761
5.3031e-009,0.2978
5.3456e-009,0.3019
5.3880e-009,0.3025
5.4304e-009,0.2692
5.4728e-009,0.2164
5.5153e-009,0.1979
5.5577e-009,0.1944
5.6001e-009,0.3231
5.6425e-009,0.5361
5.6849e-009,0.7422
5.7274e-009,0.9437
5.7698e-009,1.0729
5.8122e-009,1.1427
5.8547e-009,1.1686
5.8971e-009,1.1820
5.9395e-009,1.1738
5.9819e-009,1.1767
6.0243e-009,1.1910
6.0668e-009,1.2061
6.1092e-009,1.2247
6.1516e-009,1.2338
6.1941e-009,1.2112
6.2365e-009,1.1843
6.2789e-009,1.1724
6.3213e-009,1.1721
6.3637e-009,1.1952
6.4062e-009,1.2380
6.4486e-009,1.2636
6.4910e-009,1.2749
6.5335e-009,1.2738
6.5759e-009,1.2607
6.6183e-009,1.2518
6.6607e-009,1.2484
6.7032e-009,1.2482
6.7456e-009,1.2505
6.7880e-009,1.2579
6.8304e-009,1.2612
6.8728e-009,1.2653
6.9153e-009,1.2678
6.9577e-009,1.2633
7.0001e-009,1.2572
7.0426e-009,1.2569
7.0850e-009,1.2586
7.1274e-009,1.2614
7.1698e-009,1.2676
7.2122e-009,1.2687
7.2547e-009,1.2646
7.2971e-009,1.2613
7.3395e-009,1.2579
7.3820e-009,1.2568
7.4244e-009,1.2591
7.4668e-009,1.2606
7.5092e-009,1.2614
7.5516e-009,1.2627
7.5941e-009,1.2627
