.HEADER
..NAMES
Time,V U1.Y25
.DATA
3.16066e-008,0.3345
3.16491e-008,0.3102
3.16915e-008,0.2905
3.17339e-008,0.2790
3.17763e-008,0.2716
3.18188e-008,0.2558
3.18612e-008,0.2426
3.19036e-008,0.2404
3.19460e-008,0.2570
3.19884e-008,0.2817
3.20309e-008,0.3188
3.20733e-008,0.3419
3.21157e-008,0.3302
3.21582e-008,0.3008
3.22006e-008,0.2588
3.22430e-008,0.2164
3.22854e-008,0.1854
3.23279e-008,0.1877
3.23703e-008,0.2003
3.24127e-008,0.2088
3.24551e-008,0.2174
3.24975e-008,0.2219
3.25400e-008,0.2198
3.25824e-008,0.2151
3.26248e-008,0.2142
3.26672e-008,0.2140
3.27097e-008,0.2154
3.27521e-008,0.2202
3.27945e-008,0.2250
3.28370e-008,0.2261
3.28794e-008,0.2223
3.29218e-008,0.2162
3.29642e-008,0.2079
3.30066e-008,0.2032
3.30491e-008,0.2048
3.30915e-008,0.2102
3.31339e-008,0.2162
3.31763e-008,0.2213
3.32188e-008,0.2233
3.32612e-008,0.2207
3.33036e-008,0.2179
3.33461e-008,0.2167
3.33885e-008,0.2159
3.34309e-008,0.2157
3.34733e-008,0.2167
3.35158e-008,0.2179
3.35582e-008,0.2183
3.36006e-008,0.2183
3.36430e-008,0.2177
3.36854e-008,0.2163
3.37279e-008,0.2150
3.37703e-008,0.2148
3.38127e-008,0.2156
3.38552e-008,0.2170
3.38976e-008,0.2185
3.39400e-008,0.2192
3.39824e-008,0.2186
3.40249e-008,0.2175
3.40673e-008,0.2166
3.41097e-008,0.2160
3.41521e-008,0.2161
3.41945e-008,0.2771
3.42370e-008,0.4457
3.42794e-008,0.6203
3.43218e-008,0.8344
3.43643e-008,0.9831
3.44067e-008,1.0786
3.44491e-008,1.1286
3.44915e-008,1.1578
3.45340e-008,1.1804
3.45764e-008,1.1906
3.46188e-008,1.2069
3.46612e-008,1.2220
3.47036e-008,1.2330
3.47461e-008,1.2291
3.47885e-008,1.2114
3.48309e-008,1.1800
3.48733e-008,1.1464
3.49158e-008,1.1388
3.49582e-008,1.1526
