.HEADER
..NAMES
Time,V U1.L24&L25
.DATA
1.56145e-008,1.0503
1.56569e-008,1.1026
1.56993e-008,1.1369
1.57417e-008,1.1500
1.57842e-008,1.1405
1.58266e-008,1.1393
1.58690e-008,1.1474
1.59114e-008,1.1646
1.59539e-008,1.1785
1.59963e-008,1.1828
1.60387e-008,1.1838
1.60812e-008,1.1848
1.61236e-008,1.2017
1.61660e-008,1.2183
1.62084e-008,1.2362
1.62508e-008,1.2476
1.62933e-008,1.2475
1.63357e-008,1.1890
1.63781e-008,0.9937
1.64206e-008,0.8042
1.64630e-008,0.6128
1.65054e-008,0.4623
1.65478e-008,0.3517
1.65903e-008,0.3071
1.66327e-008,0.2957
1.66751e-008,0.3028
1.67175e-008,0.3274
1.67599e-008,0.3339
1.68024e-008,0.3164
1.68448e-008,0.2955
1.68872e-008,0.2887
1.69297e-008,0.2951
1.69721e-008,0.2982
1.70145e-008,0.2940
1.70569e-008,0.2687
1.70993e-008,0.2433
1.71418e-008,0.2269
1.71842e-008,0.2194
1.72266e-008,0.2188
1.72691e-008,0.2457
1.73115e-008,0.3882
1.73539e-008,0.5514
1.73963e-008,0.7502
1.74388e-008,0.9140
1.74812e-008,1.0348
1.75236e-008,1.0954
1.75660e-008,1.1310
1.76084e-008,1.1499
1.76509e-008,1.1422
1.76933e-008,1.1386
1.77357e-008,1.1456
1.77782e-008,1.1609
1.78206e-008,1.1766
1.78630e-008,1.1821
1.79054e-008,1.1840
1.79478e-008,1.1835
1.79903e-008,1.1981
1.80327e-008,1.2153
1.80751e-008,1.2326
1.81176e-008,1.2465
1.81600e-008,1.2483
1.82024e-008,1.2152
1.82448e-008,1.0368
1.82873e-008,0.8391
1.83297e-008,0.6469
1.83721e-008,0.4903
1.84145e-008,0.3685
1.84569e-008,0.3107
1.84994e-008,0.2968
1.85418e-008,0.2993
1.85842e-008,0.3227
1.86267e-008,0.3353
1.86691e-008,0.3206
1.87115e-008,0.2990
1.87539e-008,0.2884
1.87963e-008,0.2939
1.88388e-008,0.2979
1.88812e-008,0.2964
1.89236e-008,0.2746
1.89661e-008,0.2473
1.90085e-008,0.2295
1.90509e-008,0.2201
1.90933e-008,0.2187
1.91358e-008,0.2289
1.91782e-008,0.3550
1.92206e-008,0.5195
1.92630e-008,0.7104
1.93054e-008,0.8846
1.93479e-008,1.0158
1.93903e-008,1.0873
1.94327e-008,1.1249
1.94752e-008,1.1489
1.95176e-008,1.1444
1.95600e-008,1.1379
1.96024e-008,1.1438
1.96448e-008,1.1572
1.96873e-008,1.1744
1.97297e-008,1.1815
1.97721e-008,1.1840
1.98146e-008,1.1829
1.98570e-008,1.1943
1.98994e-008,1.2123
1.99418e-008,1.2290
1.99843e-008,1.2448
2.00267e-008,1.2486
2.00691e-008,1.2278
2.01115e-008,1.0786
2.01539e-008,0.8736
2.01964e-008,0.6838
2.02388e-008,0.5190
2.02812e-008,0.3881
2.03237e-008,0.3170
2.03661e-008,0.2982
2.04085e-008,0.2968
2.04509e-008,0.3175
2.04933e-008,0.3356
2.05358e-008,0.3246
2.05782e-008,0.3029
2.06206e-008,0.2889
2.06630e-008,0.2924
2.07055e-008,0.2975
2.07479e-008,0.2978
2.07903e-008,0.2804
2.08328e-008,0.2519
2.08752e-008,0.2325
2.09176e-008,0.2212
2.09600e-008,0.2186
2.10024e-008,0.2227
2.10449e-008,0.3252
2.10873e-008,0.4881
2.11297e-008,0.6688
2.11722e-008,0.8542
2.12146e-008,0.9946
2.12570e-008,1.0769
2.12994e-008,1.1184
2.13419e-008,1.1463
2.13843e-008,1.1468
2.14267e-008,1.1380
2.14691e-008,1.1422
2.15115e-008,1.1537
2.15540e-008,1.1717
2.15964e-008,1.1808
2.16388e-008,1.1838
2.16813e-008,1.1829
2.17237e-008,1.1907
2.17661e-008,1.2092
2.18085e-008,1.2254
2.18509e-008,1.2426
2.18934e-008,1.2486
2.19358e-008,1.2366
