.HEADER
..NAMES
Time,V U1.R21&P21
.DATA
9.43840e-008,-0.6225
9.44180e-008,-0.8022
9.44520e-008,-0.9063
9.44860e-008,-0.9858
9.45200e-008,-1.0397
9.45540e-008,-1.0732
9.45880e-008,-1.0662
9.46220e-008,-1.0440
9.46560e-008,-1.0346
9.46900e-008,-1.0438
9.47240e-008,-1.0438
9.47580e-008,-1.0505
9.47920e-008,-1.0819
9.48260e-008,-1.1247
9.48600e-008,-1.1672
9.48940e-008,-1.2017
9.49280e-008,-1.2172
9.49620e-008,-1.2174
9.49960e-008,-1.1987
9.50300e-008,-1.1464
9.50640e-008,-1.0777
9.50980e-008,-0.9695
9.51320e-008,-0.7542
9.51660e-008,-0.5079
9.52000e-008,-0.2631
9.52340e-008,-0.0032
9.52680e-008,0.2525
9.53020e-008,0.5029
9.53360e-008,0.7271
9.53700e-008,0.8710
9.54040e-008,0.9520
9.54380e-008,1.0201
9.54720e-008,1.0563
9.55060e-008,1.0698
9.55400e-008,1.0516
9.55740e-008,1.0360
9.56080e-008,1.0381
9.56420e-008,1.0473
9.56760e-008,1.0452
9.57100e-008,1.0679
9.57440e-008,1.1077
9.57780e-008,1.1518
9.58120e-008,1.1905
9.58460e-008,1.2168
9.58800e-008,1.2245
9.59140e-008,1.2188
9.59480e-008,1.1839
9.59820e-008,1.1192
9.60160e-008,1.0351
9.60500e-008,0.8693
9.60840e-008,0.6389
9.61180e-008,0.4062
9.61520e-008,0.1481
9.61860e-008,-0.0943
9.62200e-008,-0.3489
9.62540e-008,-0.5905
9.62880e-008,-0.7829
9.63220e-008,-0.8949
9.63560e-008,-0.9745
9.63900e-008,-1.0336
9.64240e-008,-1.0705
9.64580e-008,-1.0692
9.64920e-008,-1.0472
9.65260e-008,-1.0344
9.65600e-008,-1.0425
9.65940e-008,-1.0448
9.66280e-008,-1.0475
9.66620e-008,-1.0764
9.66960e-008,-1.1182
9.67300e-008,-1.1613
9.67640e-008,-1.1976
9.67980e-008,-1.2162
9.68320e-008,-1.2180
9.68660e-008,-1.2037
9.69000e-008,-1.1556
9.69340e-008,-1.0894
9.69680e-008,-0.9952
9.70020e-008,-0.7886
9.70360e-008,-0.5421
9.70700e-008,-0.3044
9.71040e-008,-0.0392
9.71380e-008,0.2135
9.71720e-008,0.4660
9.72060e-008,0.6968
9.72400e-008,0.8542
9.72740e-008,0.9409
9.73080e-008,1.0126
9.73420e-008,1.0514
9.73760e-008,1.0707
9.74100e-008,1.0546
9.74440e-008,1.0373
9.74780e-008,1.0367
9.75120e-008,1.0466
9.75460e-008,1.0448
9.75800e-008,1.0630
9.76140e-008,1.1013
9.76480e-008,1.1455
9.76820e-008,1.1855
9.77160e-008,1.2140
9.77500e-008,1.2244
9.77840e-008,1.2208
9.78180e-008,1.1915
9.78520e-008,1.1295
9.78860e-008,1.0485
9.79200e-008,0.9002
9.79540e-008,0.6755
9.79880e-008,0.4399
9.80220e-008,0.1860
9.80560e-008,-0.0581
9.80900e-008,-0.3126
9.81240e-008,-0.5569
9.81580e-008,-0.7616
9.81920e-008,-0.8823
9.82260e-008,-0.9628
9.82600e-008,-1.0271
9.82940e-008,-1.0665
9.83280e-008,-1.0716
9.83620e-008,-1.0507
9.83960e-008,-1.0347
9.84300e-008,-1.0410
9.84640e-008,-1.0456
9.84980e-008,-1.0451
9.85320e-008,-1.0711
9.85660e-008,-1.1117
9.86000e-008,-1.1552
9.86340e-008,-1.1931
9.86680e-008,-1.2148
9.87020e-008,-1.2183
9.87360e-008,-1.2078
9.87700e-008,-1.1644
9.88040e-008,-1.1000
9.88380e-008,-1.0142
9.88720e-008,-0.8209
9.89060e-008,-0.5773
9.89400e-008,-0.3438
9.89740e-008,-0.0753
9.90080e-008,0.1750
9.90420e-008,0.4299
9.90760e-008,0.6653
9.91100e-008,0.8362
9.91440e-008,0.9301
9.91780e-008,1.0039
9.92120e-008,1.0465
9.92460e-008,1.0708
9.92800e-008,1.0578
9.93140e-008,1.0390
9.93480e-008,1.0356
9.93820e-008,1.0455
9.94160e-008,1.0451
9.94500e-008,1.0585
9.94840e-008,1.0950
9.95180e-008,1.1390
9.95520e-008,1.1802
9.95860e-008,1.2108
9.96200e-008,1.2240
9.96540e-008,1.2222
9.96880e-008,1.1983
9.97220e-008,1.1397
9.97560e-008,1.0629
9.97900e-008,0.9328
9.98240e-008,0.7125
9.98580e-008,0.4729
9.98920e-008,0.2255
9.99260e-008,-0.0225
9.99600e-008,-0.2753
9.99940e-008,-0.5219
1.000280e-007,-0.7372
1.000620e-007,-0.8684
1.000960e-007,-0.9507
1.001300e-007,-1.0202
1.001640e-007,-1.0617
1.001980e-007,-1.0735
1.002320e-007,-1.0540
1.002660e-007,-1.0356
1.003000e-007,-1.0395
1.003340e-007,-1.0461
1.003680e-007,-1.0435
1.004020e-007,-1.0662
1.004360e-007,-1.1052
1.004700e-007,-1.1490
1.005040e-007,-1.1882
1.005380e-007,-1.2130
1.005720e-007,-1.2185
1.006060e-007,-1.2111
1.006400e-007,-1.1728
1.006740e-007,-1.1096
1.007080e-007,-1.0276
1.007420e-007,-0.8511
1.007760e-007,-0.6136
1.008100e-007,-0.3800
1.008440e-007,-0.1119
1.008780e-007,0.1369
1.009120e-007,0.3943
1.009460e-007,0.6333
1.009800e-007,0.8173
1.010140e-007,0.9197
1.010480e-007,0.9942
1.010820e-007,1.0415
1.011160e-007,1.0698
1.011500e-007,1.0609
1.011840e-007,1.0411
1.012180e-007,1.0348
1.012520e-007,1.0441
1.012860e-007,1.0458
1.013200e-007,1.0544
1.013540e-007,1.0890
1.013880e-007,1.1326
1.014220e-007,1.1746
1.014560e-007,1.2072
1.014900e-007,1.2233
1.015240e-007,1.2231
1.015580e-007,1.2043
1.015920e-007,1.1497
1.016260e-007,1.0768
1.016600e-007,0.9646
1.016940e-007,0.7492
1.017280e-007,0.5055
1.017620e-007,0.2664
1.017960e-007,0.0128
1.018300e-007,-0.2371
1.018640e-007,-0.4852
1.018980e-007,-0.7095
1.019320e-007,-0.8527
1.019660e-007,-0.9386
1.020000e-007,-1.0127
1.020340e-007,-1.0562
1.020680e-007,-1.0746
1.021020e-007,-1.0573
1.021360e-007,-1.0372
1.021700e-007,-1.0379
1.022040e-007,-1.0461
1.022380e-007,-1.0427
1.022720e-007,-1.0616
1.023060e-007,-1.0989
1.023400e-007,-1.1427
1.023740e-007,-1.1830
1.024080e-007,-1.2107
1.024420e-007,-1.2184
1.024760e-007,-1.2136
1.025100e-007,-1.1805
1.025440e-007,-1.1194
1.025780e-007,-1.0404
1.026120e-007,-0.8816
1.026460e-007,-0.6503
1.026800e-007,-0.4143
1.027140e-007,-0.1495
1.027480e-007,0.0993
1.027820e-007,0.3581
1.028160e-007,0.6011
1.028500e-007,0.7973
1.028840e-007,0.9088
1.029180e-007,0.9836
1.029520e-007,1.0365
1.029860e-007,1.0676
1.030200e-007,1.0639
1.030540e-007,1.0436
1.030880e-007,1.0345
1.031220e-007,1.0425
1.031560e-007,1.0466
1.031900e-007,1.0508
1.032240e-007,1.0831
1.032580e-007,1.1260
1.032920e-007,1.1689
1.033260e-007,1.2032
1.033600e-007,1.2222
1.033940e-007,1.2238
1.034280e-007,1.2094
1.034620e-007,1.1593
1.034960e-007,1.0898
1.035300e-007,0.9911
1.035640e-007,0.7834
1.035980e-007,0.5390
1.036320e-007,0.3061
1.036660e-007,0.0477
1.037000e-007,-0.1987
1.037340e-007,-0.4485
1.037680e-007,-0.6795
1.038020e-007,-0.8355
1.038360e-007,-0.9268
1.038700e-007,-1.0040
1.039040e-007,-1.0505
1.039380e-007,-1.0750
1.039720e-007,-1.0606
1.040060e-007,-1.0391
1.040400e-007,-1.0365
1.040740e-007,-1.0457
1.041080e-007,-1.0427
1.041420e-007,-1.0573
1.041760e-007,-1.0926
1.042100e-007,-1.1363
1.042440e-007,-1.1775
1.042780e-007,-1.2080
1.043120e-007,-1.2183
1.043460e-007,-1.2155
1.043800e-007,-1.1877
1.044140e-007,-1.1291
1.044480e-007,-1.0534
1.044820e-007,-0.9127
1.045160e-007,-0.6873
1.045500e-007,-0.4482
1.045840e-007,-0.1886
1.046180e-007,0.0621
1.046520e-007,0.3213
1.046860e-007,0.5673
1.047200e-007,0.7750
1.047540e-007,0.8968
1.047880e-007,0.9726
1.048220e-007,1.0311
1.048560e-007,1.0642
1.048900e-007,1.0665
1.049240e-007,1.0464
1.049580e-007,1.0346
1.049920e-007,1.0409
1.050260e-007,1.0472
1.050600e-007,1.0480
1.050940e-007,1.0775
1.051280e-007,1.1195
1.051620e-007,1.1629
1.051960e-007,1.1989
1.052300e-007,1.2206
1.052640e-007,1.2242
1.052980e-007,1.2135
1.053320e-007,1.1686
1.053660e-007,1.1008
1.054000e-007,1.0106
1.054340e-007,0.8150
1.054680e-007,0.5738
1.055020e-007,0.3442
1.055360e-007,0.0830
1.055700e-007,-0.1609
1.056040e-007,-0.4128
1.056380e-007,-0.6481
1.056720e-007,-0.8173
1.057060e-007,-0.9153
1.057400e-007,-0.9944
1.057740e-007,-1.0446
1.058080e-007,-1.0746
1.058420e-007,-1.0638
1.058760e-007,-1.0417
1.059100e-007,-1.0353
1.059440e-007,-1.0448
1.059780e-007,-1.0432
1.060120e-007,-1.0534
1.060460e-007,-1.0866
1.060800e-007,-1.1299
1.061140e-007,-1.1719
1.061480e-007,-1.2047
1.061820e-007,-1.2178
1.062160e-007,-1.2167
1.062500e-007,-1.1942
1.062840e-007,-1.1388
1.063180e-007,-1.0672
1.063520e-007,-0.9451
1.063860e-007,-0.7246
1.064200e-007,-0.4815
1.064540e-007,-0.2293
1.064880e-007,0.0257
1.065220e-007,0.2834
1.065560e-007,0.5321
1.065900e-007,0.7496
1.066240e-007,0.8831
1.066580e-007,0.9610
1.066920e-007,1.0253
1.067260e-007,1.0600
1.067600e-007,1.0686
1.067940e-007,1.0492
1.068280e-007,1.0352
1.068620e-007,1.0392
1.068960e-007,1.0474
1.069300e-007,1.0460
1.069640e-007,1.0720
1.069980e-007,1.1129
1.070320e-007,1.1568
1.070660e-007,1.1944
1.071000e-007,1.2186
1.071340e-007,1.2244
1.071680e-007,1.2167
1.072020e-007,1.1773
1.072360e-007,1.1109
1.072700e-007,1.0243
1.073040e-007,0.8448
1.073380e-007,0.6097
1.073720e-007,0.3790
1.074060e-007,0.1186
1.074400e-007,-0.1238
1.074740e-007,-0.3776
1.075080e-007,-0.6164
1.075420e-007,-0.7986
1.075760e-007,-0.9042
1.076100e-007,-0.9837
1.076440e-007,-1.0386
1.076780e-007,-1.0729
1.077120e-007,-1.0669
1.077460e-007,-1.0447
1.077800e-007,-1.0346
1.078140e-007,-1.0436
1.078480e-007,-1.0441
1.078820e-007,-1.0500
1.079160e-007,-1.0809
1.079500e-007,-1.1235
1.079840e-007,-1.1661
1.080180e-007,-1.2010
1.080520e-007,-1.2171
1.080860e-007,-1.2176
1.081200e-007,-1.1998
1.081540e-007,-1.1483
1.081880e-007,-1.0802
1.082220e-007,-0.9752
1.082560e-007,-0.7613
1.082900e-007,-0.5149
1.083240e-007,-0.2716
1.083580e-007,-0.0106
1.083920e-007,0.2445
1.084260e-007,0.4953
1.084600e-007,0.7210
1.084940e-007,0.8677
1.085280e-007,0.9497
1.085620e-007,1.0186
1.085960e-007,1.0552
1.086300e-007,1.0700
1.086640e-007,1.0521
1.086980e-007,1.0362
1.087320e-007,1.0377
1.087660e-007,1.0472
1.088000e-007,1.0450
1.088340e-007,1.0669
1.088680e-007,1.1063
1.089020e-007,1.1505
1.089360e-007,1.1895
1.089700e-007,1.2162
1.090040e-007,1.2244
1.090380e-007,1.2192
1.090720e-007,1.1854
1.091060e-007,1.1212
1.091400e-007,1.0376
1.091740e-007,0.8753
1.092080e-007,0.6461
1.092420e-007,0.4129
1.092760e-007,0.1554
1.093100e-007,-0.0871
1.093440e-007,-0.3418
1.093780e-007,-0.5840
1.094120e-007,-0.7790
1.094460e-007,-0.8925
1.094800e-007,-0.9723
1.095140e-007,-1.0324
1.095480e-007,-1.0699
1.095820e-007,-1.0698
1.096160e-007,-1.0480
1.096500e-007,-1.0345
1.096840e-007,-1.0423
1.097180e-007,-1.0451
1.097520e-007,-1.0470
1.097860e-007,-1.0754
1.098200e-007,-1.1170
1.098540e-007,-1.1601
1.098880e-007,-1.1968
1.099220e-007,-1.2161
1.099560e-007,-1.2181
1.099900e-007,-1.2047
1.100240e-007,-1.1575
1.100580e-007,-1.0919
1.100920e-007,-0.9996
1.101260e-007,-0.7955
1.101600e-007,-0.5491
1.101940e-007,-0.3125
1.102280e-007,-0.0465
1.102620e-007,0.2056
1.102960e-007,0.4586
1.103300e-007,0.6905
1.103640e-007,0.8506
1.103980e-007,0.9385
1.104320e-007,1.0108
1.104660e-007,1.0504
1.105000e-007,1.0707
1.105340e-007,1.0552
1.105680e-007,1.0375
1.106020e-007,1.0364
1.106360e-007,1.0464
1.106700e-007,1.0448
1.107040e-007,1.0620
1.107380e-007,1.0999
1.107720e-007,1.1441
1.108060e-007,1.1844
1.108400e-007,1.2133
1.108740e-007,1.2242
1.109080e-007,1.2210
1.109420e-007,1.1929
1.109760e-007,1.1314
1.110100e-007,1.0511
1.110440e-007,0.9063
1.110780e-007,0.6828
1.111120e-007,0.4464
1.111460e-007,0.1936
1.111800e-007,-0.0511
1.112140e-007,-0.3054
1.112480e-007,-0.5502
1.112820e-007,-0.7571
1.113160e-007,-0.8798
1.113500e-007,-0.9605
1.113840e-007,-1.0259
1.114180e-007,-1.0657
1.114520e-007,-1.0722
1.114860e-007,-1.0515
1.115200e-007,-1.0349
1.115540e-007,-1.0408
1.115880e-007,-1.0458
1.116220e-007,-1.0448
1.116560e-007,-1.0702
1.116900e-007,-1.1105
1.117240e-007,-1.1540
1.117580e-007,-1.1922
1.117920e-007,-1.2146
1.118260e-007,-1.2184
1.118600e-007,-1.2086
1.118940e-007,-1.1662
1.119280e-007,-1.1020
1.119620e-007,-1.0174
1.119960e-007,-0.8271
1.120300e-007,-0.5847
1.120640e-007,-0.3515
1.120980e-007,-0.0828
1.121320e-007,0.1672
1.121660e-007,0.4226
1.122000e-007,0.6588
1.122340e-007,0.8323
1.122680e-007,0.9279
1.123020e-007,1.0020
1.123360e-007,1.0454
1.123700e-007,1.0706
1.124040e-007,1.0583
1.124380e-007,1.0393
1.124720e-007,1.0353
1.125060e-007,1.0452
1.125400e-007,1.0451
1.125740e-007,1.0576
1.126080e-007,1.0937
1.126420e-007,1.1377
1.126760e-007,1.1790
1.127100e-007,1.2100
1.127440e-007,1.2238
1.127780e-007,1.2223
1.128120e-007,1.1995
1.128460e-007,1.1416
1.128800e-007,1.0657
1.129140e-007,0.9394
1.129480e-007,0.7198
1.129820e-007,0.4793
1.130160e-007,0.2335
1.130500e-007,-0.0155
1.130840e-007,-0.2679
1.131180e-007,-0.5147
1.131520e-007,-0.7321
1.131860e-007,-0.8655
1.132200e-007,-0.9484
1.132540e-007,-1.0189
1.132880e-007,-1.0607
1.133220e-007,-1.0739
1.133560e-007,-1.0548
1.133900e-007,-1.0360
1.134240e-007,-1.0392
1.134580e-007,-1.0462
1.134920e-007,-1.0433
1.135260e-007,-1.0653
1.135600e-007,-1.1040
1.135940e-007,-1.1478
1.136280e-007,-1.1872
1.136620e-007,-1.2127
1.136960e-007,-1.2186
1.137300e-007,-1.2117
1.137640e-007,-1.1744
1.137980e-007,-1.1116
1.138320e-007,-1.0303
1.138660e-007,-0.8573
1.139000e-007,-0.6211
1.139340e-007,-0.3870
1.139680e-007,-0.1195
1.140020e-007,0.1292
1.140360e-007,0.3869
1.140700e-007,0.6269
1.141040e-007,0.8133
1.141380e-007,0.9174
1.141720e-007,0.9920
1.142060e-007,1.0405
1.142400e-007,1.0694
1.142740e-007,1.0615
1.143080e-007,1.0415
1.143420e-007,1.0347
1.143760e-007,1.0437
1.144100e-007,1.0459
1.144440e-007,1.0535
1.144780e-007,1.0877
1.145120e-007,1.1312
1.145460e-007,1.1734
1.145800e-007,1.2063
1.146140e-007,1.2230
1.146480e-007,1.2232
1.146820e-007,1.2053
1.147160e-007,1.1516
1.147500e-007,1.0793
1.147840e-007,0.9703
1.148180e-007,0.7561
1.148520e-007,0.5120
1.148860e-007,0.2743
1.149200e-007,0.0196
1.149540e-007,-0.2295
1.149880e-007,-0.4779
1.150220e-007,-0.7038
1.150560e-007,-0.8494
1.150900e-007,-0.9364
1.151240e-007,-1.0111
1.151580e-007,-1.0552
1.151920e-007,-1.0748
1.152260e-007,-1.0581
1.152600e-007,-1.0376
1.152940e-007,-1.0377
1.153280e-007,-1.0461
1.153620e-007,-1.0427
1.153960e-007,-1.0608
1.154300e-007,-1.0977
1.154640e-007,-1.1415
1.154980e-007,-1.1820
1.155320e-007,-1.2103
1.155660e-007,-1.2185
1.156000e-007,-1.2141
1.156340e-007,-1.1821
1.156680e-007,-1.1214
1.157020e-007,-1.0430
1.157360e-007,-0.8878
1.157700e-007,-0.6579
1.158040e-007,-0.4213
1.158380e-007,-0.1574
1.158720e-007,0.0916
1.159060e-007,0.3507
1.159400e-007,0.5943
1.159740e-007,0.7929
1.160080e-007,0.9064
1.160420e-007,0.9813
1.160760e-007,1.0353
1.161100e-007,1.0669
1.161440e-007,1.0644
1.161780e-007,1.0441
1.162120e-007,1.0344
1.162460e-007,1.0421
1.162800e-007,1.0467
1.163140e-007,1.0501
1.163480e-007,1.0819
1.163820e-007,1.1246
1.164160e-007,1.1676
1.164500e-007,1.2023
1.164840e-007,1.2218
1.165180e-007,1.2238
1.165520e-007,1.2102
1.165860e-007,1.1612
1.166200e-007,1.0920
1.166540e-007,0.9953
1.166880e-007,0.7898
1.167220e-007,0.5457
1.167560e-007,0.3138
1.167900e-007,0.0546
1.168240e-007,-0.1913
1.168580e-007,-0.4415
1.168920e-007,-0.6733
1.169260e-007,-0.8320
1.169600e-007,-0.9245
1.169940e-007,-1.0023
1.170280e-007,-1.0494
1.170620e-007,-1.0751
1.170960e-007,-1.0613
1.171300e-007,-1.0397
1.171640e-007,-1.0363
1.171980e-007,-1.0456
1.172320e-007,-1.0428
1.172660e-007,-1.0566
1.173000e-007,-1.0915
1.173340e-007,-1.1351
1.173680e-007,-1.1765
1.174020e-007,-1.2074
1.174360e-007,-1.2183
1.174700e-007,-1.2158
1.175040e-007,-1.1891
1.175380e-007,-1.1312
1.175720e-007,-1.0564
1.176060e-007,-0.9192
1.176400e-007,-0.6949
1.176740e-007,-0.4550
1.177080e-007,-0.1967
1.177420e-007,0.0547
1.177760e-007,0.3136
1.178100e-007,0.5604
1.178440e-007,0.7701
1.178780e-007,0.8941
1.179120e-007,0.9702
1.179460e-007,1.0299
1.179800e-007,1.0634
1.180140e-007,1.0669
1.180480e-007,1.0468
1.180820e-007,1.0346
1.181160e-007,1.0405
1.181500e-007,1.0472
1.181840e-007,1.0475
1.182180e-007,1.0763
1.182520e-007,1.1181
1.182860e-007,1.1616
1.183200e-007,1.1980
1.183540e-007,1.2202
1.183880e-007,1.2242
1.184220e-007,1.2142
1.184560e-007,1.1703
1.184900e-007,1.1027
1.185240e-007,1.0138
1.185580e-007,0.8209
1.185920e-007,0.5808
1.186260e-007,0.3511
1.186600e-007,0.0899
1.186940e-007,-0.1537
1.187280e-007,-0.4059
1.187620e-007,-0.6420
1.187960e-007,-0.8138
1.188300e-007,-0.9133
1.188640e-007,-0.9924
1.188980e-007,-1.0435
1.189320e-007,-1.0744
1.189660e-007,-1.0645
1.190000e-007,-1.0424
1.190340e-007,-1.0352
1.190680e-007,-1.0447
1.191020e-007,-1.0435
1.191360e-007,-1.0528
1.191700e-007,-1.0855
1.192040e-007,-1.1287
1.192380e-007,-1.1708
1.192720e-007,-1.2041
1.193060e-007,-1.2178
1.193400e-007,-1.2170
1.193740e-007,-1.1954
1.194080e-007,-1.1408
1.194420e-007,-1.0699
1.194760e-007,-0.9515
1.195100e-007,-0.7323
1.195440e-007,-0.4884
1.195780e-007,-0.2380
1.196120e-007,0.0181
1.196460e-007,0.2755
1.196800e-007,0.5246
1.197140e-007,0.7439
1.197480e-007,0.8801
1.197820e-007,0.9587
1.198160e-007,1.0240
1.198500e-007,1.0590
1.198840e-007,1.0688
1.199180e-007,1.0497
1.199520e-007,1.0353
1.199860e-007,1.0389
1.200200e-007,1.0474
1.200540e-007,1.0457
1.200880e-007,1.0709
1.201220e-007,1.1115
1.201560e-007,1.1554
1.201900e-007,1.1933
1.202240e-007,1.2181
1.202580e-007,1.2243
1.202920e-007,1.2172
1.203260e-007,1.1789
1.203600e-007,1.1129
1.203940e-007,1.0270
1.204280e-007,0.8510
1.204620e-007,0.6168
1.204960e-007,0.3856
1.205300e-007,0.1257
1.205640e-007,-0.1166
1.205980e-007,-0.3706
1.206320e-007,-0.6101
1.206660e-007,-0.7949
1.207000e-007,-0.9020
1.207340e-007,-0.9816
1.207680e-007,-1.0375
1.208020e-007,-1.0725
1.208360e-007,-1.0676
1.208700e-007,-1.0454
1.209040e-007,-1.0346
1.209380e-007,-1.0434
1.209720e-007,-1.0444
1.210060e-007,-1.0494
1.210400e-007,-1.0798
1.210740e-007,-1.1223
1.211080e-007,-1.1650
1.211420e-007,-1.2003
1.211760e-007,-1.2170
1.212100e-007,-1.2178
1.212440e-007,-1.2010
1.212780e-007,-1.1502
1.213120e-007,-1.0826
1.213460e-007,-0.9807
1.213800e-007,-0.7684
1.214140e-007,-0.5216
1.214480e-007,-0.2799
1.214820e-007,-0.0179
1.215160e-007,0.2366
1.215500e-007,0.4878
1.215840e-007,0.7150
1.216180e-007,0.8642
1.216520e-007,0.9473
1.216860e-007,1.0171
1.217200e-007,1.0542
1.217540e-007,1.0701
1.217880e-007,1.0526
1.218220e-007,1.0363
1.218560e-007,1.0374
1.218900e-007,1.0470
1.219240e-007,1.0448
1.219580e-007,1.0658
1.219920e-007,1.1050
1.220260e-007,1.1492
1.220600e-007,1.1884
1.220940e-007,1.2156
1.221280e-007,1.2243
1.221620e-007,1.2195
1.221960e-007,1.1869
1.222300e-007,1.1231
1.222640e-007,1.0401
1.222980e-007,0.8813
1.223320e-007,0.6534
1.223660e-007,0.4195
1.224000e-007,0.1628
1.224340e-007,-0.0801
1.224680e-007,-0.3348
1.225020e-007,-0.5776
1.225360e-007,-0.7750
1.225700e-007,-0.8902
1.226040e-007,-0.9701
1.226380e-007,-1.0312
1.226720e-007,-1.0692
1.227060e-007,-1.0704
1.227400e-007,-1.0488
1.227740e-007,-1.0346
1.228080e-007,-1.0421
1.228420e-007,-1.0453
1.228760e-007,-1.0466
1.229100e-007,-1.0744
1.229440e-007,-1.1158
1.229780e-007,-1.1590
1.230120e-007,-1.1960
1.230460e-007,-1.2159
1.230800e-007,-1.2183
1.231140e-007,-1.2056
1.231480e-007,-1.1593
1.231820e-007,-1.0940
1.232160e-007,-1.0036
1.232500e-007,-0.8020
1.232840e-007,-0.5563
1.233180e-007,-0.3208
1.233520e-007,-0.0540
1.233860e-007,0.1977
1.234200e-007,0.4511
1.234540e-007,0.6840
1.234880e-007,0.8468
1.235220e-007,0.9362
1.235560e-007,1.0091
1.235900e-007,1.0493
1.236240e-007,1.0708
1.236580e-007,1.0557
1.236920e-007,1.0378
1.237260e-007,1.0361
