.HEADER
..NAMES
Time,V U1.W24&W25
.DATA
1.59963e-008,-0.9017
1.60387e-008,-0.9097
1.60812e-008,-0.9039
1.61236e-008,-0.8953
1.61660e-008,-0.8952
1.62084e-008,-0.9270
1.62508e-008,-0.9880
1.62933e-008,-1.0270
1.63357e-008,-1.0215
1.63781e-008,-0.7749
1.64206e-008,-0.3728
1.64630e-008,0.0150
1.65054e-008,0.3742
1.65478e-008,0.6415
1.65903e-008,0.8149
1.66327e-008,0.8964
1.66751e-008,0.9005
1.67175e-008,0.8818
1.67599e-008,0.8297
1.68024e-008,0.7934
1.68448e-008,0.8134
1.68872e-008,0.8563
1.69297e-008,0.9001
1.69721e-008,0.9106
1.70145e-008,0.9053
1.70569e-008,0.8961
1.70993e-008,0.8955
1.71418e-008,0.9238
1.71842e-008,0.9840
1.72266e-008,1.0254
1.72691e-008,1.0252
1.73115e-008,0.8097
1.73539e-008,0.4117
1.73963e-008,0.0288
1.74388e-008,-0.3414
1.74812e-008,-0.6186
1.75236e-008,-0.7988
1.75660e-008,-0.8912
1.76084e-008,-0.8988
1.76509e-008,-0.8836
1.76933e-008,-0.8344
1.77357e-008,-0.7919
1.77782e-008,-0.8062
1.78206e-008,-0.8490
1.78630e-008,-0.8965
1.79054e-008,-0.9094
1.79478e-008,-0.9058
1.79903e-008,-0.8966
1.80327e-008,-0.8941
1.80751e-008,-0.9176
1.81176e-008,-0.9766
1.81600e-008,-1.0222
1.82024e-008,-1.0277
1.82448e-008,-0.8405
1.82873e-008,-0.4482
1.83297e-008,-0.0694
1.83721e-008,0.3122
1.84145e-008,0.5981
1.84569e-008,0.7853
1.84994e-008,0.8880
1.85418e-008,0.9011
1.85842e-008,0.8887
1.86267e-008,0.8412
1.86691e-008,0.7957
1.87115e-008,0.8070
1.87539e-008,0.8464
1.87963e-008,0.8941
1.88388e-008,0.9101
1.88812e-008,0.9072
1.89236e-008,0.8973
1.89661e-008,0.8945
1.90085e-008,0.9147
1.90509e-008,0.9721
1.90933e-008,1.0202
1.91358e-008,1.0309
1.91782e-008,0.8735
1.92206e-008,0.4889
1.92630e-008,0.1121
1.93054e-008,-0.2789
1.93479e-008,-0.5734
1.93903e-008,-0.7685
1.94327e-008,-0.8808
1.94752e-008,-0.8997
1.95176e-008,-0.8894
1.95600e-008,-0.8457
1.96024e-008,-0.7963
1.96448e-008,-0.8003
1.96873e-008,-0.8389
1.97297e-008,-0.8897
1.97721e-008,-0.9087
1.98146e-008,-0.9074
1.98570e-008,-0.8981
1.98994e-008,-0.8937
1.99418e-008,-0.9094
1.99843e-008,-0.9644
2.00267e-008,-1.0162
2.00691e-008,-1.0326
2.01115e-008,-0.9042
2.01539e-008,-0.5270
2.01964e-008,-0.1496
2.02388e-008,0.2488
2.02812e-008,0.5505
2.03237e-008,0.7545
2.03661e-008,0.8758
2.04085e-008,0.9017
2.04509e-008,0.8936
2.04933e-008,0.8522
2.05358e-008,0.8009
2.05782e-008,0.8015
2.06206e-008,0.8371
2.06630e-008,0.8864
2.07055e-008,0.9090
2.07479e-008,0.9087
2.07903e-008,0.8989
2.08328e-008,0.8942
2.08752e-008,0.9073
2.09176e-008,0.9597
2.09600e-008,1.0136
2.10024e-008,1.0340
2.10449e-008,0.9374
2.10873e-008,0.5689
2.11297e-008,0.1885
2.11722e-008,-0.2137
2.12146e-008,-0.5232
2.12570e-008,-0.7373
2.12994e-008,-0.8673
2.13419e-008,-0.9000
2.13843e-008,-0.8935
2.14267e-008,-0.8562
2.14691e-008,-0.8032
2.15115e-008,-0.7956
2.15540e-008,-0.8296
2.15964e-008,-0.8812
2.16388e-008,-0.9075
2.16813e-008,-0.9086
2.17237e-008,-0.8998
2.17661e-008,-0.8940
2.18085e-008,-0.9031
2.18509e-008,-0.9520
2.18934e-008,-1.0087
2.19358e-008,-1.0337
2.19782e-008,-0.9653
2.20207e-008,-0.6083
2.20631e-008,-0.2225
2.21055e-008,0.1801
2.21479e-008,0.4975
2.21904e-008,0.7220
2.22328e-008,0.8611
2.22752e-008,0.9014
2.23176e-008,0.8969
2.23600e-008,0.8625
2.24025e-008,0.8084
2.24449e-008,0.7971
2.24873e-008,0.8287
2.25298e-008,0.8775
2.25722e-008,0.9073
2.26146e-008,0.9097
2.26570e-008,0.9008
2.26994e-008,0.8945
2.27419e-008,0.9017
2.27843e-008,0.9473
2.28267e-008,1.0055
2.28692e-008,1.0327
2.29116e-008,0.9884
2.29540e-008,0.6518
2.29964e-008,0.2595
2.30389e-008,-0.1415
2.30813e-008,-0.4679
2.31237e-008,-0.7032
2.31661e-008,-0.8511
2.32085e-008,-0.8995
2.32510e-008,-0.8963
2.32934e-008,-0.8662
2.33358e-008,-0.8119
2.33783e-008,-0.7923
2.34207e-008,-0.8213
2.34631e-008,-0.8714
2.35055e-008,-0.9054
2.35479e-008,-0.9093
2.35904e-008,-0.9018
2.36328e-008,-0.8946
2.36752e-008,-0.8986
2.37177e-008,-0.9399
2.37601e-008,-0.9998
2.38025e-008,-1.0310
2.38449e-008,-1.0044
2.38874e-008,-0.6918
2.39298e-008,-0.2938
2.39722e-008,0.1041
2.40146e-008,0.4405
2.40570e-008,0.6857
2.40995e-008,0.8425
2.41419e-008,0.9002
2.41843e-008,0.8991
2.42268e-008,0.8722
2.42692e-008,0.8177
2.43116e-008,0.7941
2.43540e-008,0.8211
2.43964e-008,0.8675
2.44389e-008,0.9046
2.44813e-008,0.9103
2.45237e-008,0.9028
2.45662e-008,0.8950
2.46086e-008,0.8979
2.46510e-008,0.9355
2.46934e-008,0.9959
2.47359e-008,1.0297
2.47783e-008,1.0142
2.48207e-008,0.7322
2.48631e-008,0.3307
2.49055e-008,-0.0630
2.49480e-008,-0.4094
2.49904e-008,-0.6649
2.50328e-008,-0.8297
2.50753e-008,-0.8976
2.51177e-008,-0.8980
2.51601e-008,-0.8753
2.52025e-008,-0.8221
