.HEADER
..NAMES
Time,V U1.V24
.DATA
4.28917e-008,1.2677
4.29341e-008,1.2633
4.29765e-008,1.2596
4.30190e-008,1.2585
4.30614e-008,1.2419
4.31038e-008,1.0603
4.31462e-008,0.8460
4.31886e-008,0.6604
4.32311e-008,0.4918
4.32735e-008,0.3753
4.33159e-008,0.3261
4.33584e-008,0.2993
4.34008e-008,0.2835
4.34432e-008,0.2756
4.34856e-008,0.2714
4.35281e-008,0.2686
4.35705e-008,0.2676
4.36129e-008,0.2513
4.36553e-008,0.2342
4.36977e-008,0.2532
4.37402e-008,0.2753
4.37826e-008,0.2823
4.38250e-008,0.2963
4.38675e-008,0.2840
4.39099e-008,0.2353
4.39523e-008,0.2091
4.39947e-008,0.2016
4.40372e-008,0.1981
4.40796e-008,0.2080
4.41220e-008,0.2197
4.41644e-008,0.2208
4.42068e-008,0.2199
4.42493e-008,0.2175
4.42917e-008,0.2157
4.43341e-008,0.2170
4.43765e-008,0.2163
4.44190e-008,0.2110
4.44614e-008,0.2115
4.45038e-008,0.2177
4.45463e-008,0.2178
4.45887e-008,0.2172
4.46311e-008,0.2194
4.46735e-008,0.2129
4.47160e-008,0.2061
4.47584e-008,0.2105
4.48008e-008,0.2147
4.48432e-008,0.2164
4.48856e-008,0.2194
4.49281e-008,0.2189
4.49705e-008,0.3180
4.50129e-008,0.4946
4.50554e-008,0.6843
4.50978e-008,0.8833
4.51402e-008,1.0199
4.51826e-008,1.0981
4.52251e-008,1.1418
4.52675e-008,1.1705
4.53099e-008,1.1863
4.53523e-008,1.1956
