.HEADER
..NAMES
Time,V U1.T23
.DATA
0.0e+000,0.2153
4.24e-011,0.2153
8.49e-011,0.2153
1.273e-010,0.2153
1.697e-010,0.2153
2.121e-010,0.2153
2.545e-010,0.2153
2.970e-010,0.2153
3.394e-010,0.2153
3.818e-010,0.2153
4.242e-010,0.2153
4.667e-010,0.2153
5.091e-010,0.2153
5.515e-010,0.2153
5.940e-010,0.2153
6.364e-010,0.2153
6.788e-010,0.2153
7.212e-010,0.2153
7.636e-010,0.2153
8.061e-010,0.2153
8.485e-010,0.2164
8.909e-010,0.3339
9.333e-010,0.5162
9.758e-010,0.7116
1.0182e-009,0.9042
1.0606e-009,1.0249
1.1030e-009,1.1054
1.1455e-009,1.1483
1.1879e-009,1.1727
1.2303e-009,1.1800
1.2728e-009,1.1757
1.3152e-009,1.1767
1.3576e-009,1.1767
1.4000e-009,1.2002
1.4425e-009,1.2235
1.4849e-009,1.2239
1.5273e-009,1.2119
1.5697e-009,1.1866
1.6121e-009,1.1748
1.6546e-009,1.1973
1.6970e-009,1.2254
1.7394e-009,1.2503
1.7819e-009,1.2624
1.8243e-009,1.2580
1.8667e-009,1.2571
1.9091e-009,1.2572
1.9516e-009,1.2575
1.9940e-009,1.2574
2.0364e-009,1.2572
2.0788e-009,1.2595
2.1213e-009,1.2636
2.1637e-009,1.2710
2.2061e-009,1.2717
2.2485e-009,1.2678
2.2910e-009,1.2632
2.3334e-009,1.2582
2.3758e-009,1.2619
2.4182e-009,1.2682
2.4606e-009,1.2708
2.5031e-009,1.2704
2.5455e-009,1.2660
2.5879e-009,1.2626
2.6303e-009,1.2631
2.6728e-009,1.2643
2.7152e-009,1.2646
2.7576e-009,1.2644
2.8000e-009,1.2643
2.8425e-009,1.2648
2.8849e-009,1.2662
2.9273e-009,1.2666
2.9698e-009,1.2652
3.0122e-009,1.2640
3.0546e-009,1.2632
3.0970e-009,1.2636
3.1395e-009,1.2656
3.1819e-009,1.2663
3.2243e-009,1.2659
3.2667e-009,1.2649
3.3092e-009,1.2638
3.3516e-009,1.2641
3.3940e-009,1.2650
3.4364e-009,1.2653
3.4789e-009,1.2651
3.5213e-009,1.2648
3.5637e-009,1.2647
3.6061e-009,1.2650
3.6485e-009,1.2598
3.6910e-009,1.1498
3.7334e-009,0.9146
3.7758e-009,0.7356
3.8183e-009,0.5502
3.8607e-009,0.4190
3.9031e-009,0.3458
3.9455e-009,0.3018
3.9879e-009,0.2895
4.0304e-009,0.2879
4.0728e-009,0.2990
4.1152e-009,0.2969
4.1577e-009,0.2945
4.2001e-009,0.2764
4.2425e-009,0.2440
4.2849e-009,0.2478
4.3274e-009,0.2694
4.3698e-009,0.2908
4.4122e-009,0.3040
4.4546e-009,0.2781
4.4970e-009,0.2427
4.5395e-009,0.2253
4.5819e-009,0.2127
4.6243e-009,0.2135
4.6668e-009,0.2164
4.7092e-009,0.2160
4.7516e-009,0.2197
4.7940e-009,0.2228
4.8364e-009,0.2221
4.8789e-009,0.2181
4.9213e-009,0.2151
4.9637e-009,0.2085
5.0062e-009,0.2060
5.0486e-009,0.2127
5.0910e-009,0.2170
5.1334e-009,0.2211
5.1758e-009,0.2189
5.2183e-009,0.2103
5.2607e-009,0.2084
5.3031e-009,0.2107
5.3456e-009,0.2137
5.3880e-009,0.2169
5.4304e-009,0.2163
5.4728e-009,0.2151
5.5153e-009,0.2161
5.5577e-009,0.2609
5.6001e-009,0.4279
5.6425e-009,0.6008
5.6849e-009,0.8202
5.7274e-009,0.9718
5.7698e-009,1.0694
5.8122e-009,1.1332
5.8547e-009,1.1598
5.8971e-009,1.1814
5.9395e-009,1.1759
5.9819e-009,1.1746
6.0243e-009,1.1747
6.0668e-009,1.1854
6.1092e-009,1.2155
6.1516e-009,1.2259
6.1941e-009,1.2193
6.2365e-009,1.1990
6.2789e-009,1.1762
6.3213e-009,1.1831
6.3637e-009,1.2116
6.4062e-009,1.2380
6.4486e-009,1.2585
6.4910e-009,1.2605
6.5335e-009,1.2571
6.5759e-009,1.2574
6.6183e-009,1.2571
6.6607e-009,1.2574
6.7032e-009,1.2562
6.7456e-009,1.2577
6.7880e-009,1.2609
6.8304e-009,1.2674
6.8728e-009,1.2726
6.9153e-009,1.2694
6.9577e-009,1.2653
7.0001e-009,1.2598
7.0426e-009,1.2588
7.0850e-009,1.2653
7.1274e-009,1.2696
7.1698e-009,1.2708
7.2122e-009,1.2682
7.2547e-009,1.2636
7.2971e-009,1.2624
7.3395e-009,1.2635
7.3820e-009,1.2643
7.4244e-009,1.2641
7.4668e-009,1.2640
7.5092e-009,1.2642
7.5516e-009,1.2653
7.5941e-009,1.2665
7.6365e-009,1.2658
7.6789e-009,1.2642
7.7213e-009,1.2633
7.7638e-009,1.2629
7.8062e-009,1.2644
7.8486e-009,1.2660
7.8910e-009,1.2659
7.9335e-009,1.2652
7.9759e-009,1.2641
8.0183e-009,1.2636
8.0608e-009,1.2644
8.1032e-009,1.2650
8.1456e-009,1.2650
8.1880e-009,1.2647
8.2305e-009,1.2645
8.2729e-009,1.2647
8.3153e-009,1.2650
8.3577e-009,1.2650
8.4001e-009,1.2645
8.4426e-009,1.2643
8.4850e-009,1.2643
8.5274e-009,1.2646
8.5698e-009,1.2650
8.6123e-009,1.2650
8.6547e-009,1.2647
8.6971e-009,1.2645
8.7396e-009,1.2643
8.7820e-009,1.2645
8.8244e-009,1.2648
8.8668e-009,1.2648
8.9093e-009,1.2646
8.9517e-009,1.2645
8.9941e-009,1.2645
9.0365e-009,1.2647
9.0790e-009,1.2647
9.1214e-009,1.2646
9.1638e-009,1.2645
9.2062e-009,1.2645
9.2486e-009,1.2646
9.2911e-009,1.2647
9.3335e-009,1.2647
9.3759e-009,1.2646
9.4183e-009,1.2645
9.4608e-009,1.2645
9.5032e-009,1.2645
9.5456e-009,1.2646
9.5881e-009,1.2646
9.6305e-009,1.2646
9.6729e-009,1.2645
9.7153e-009,1.2645
9.7578e-009,1.2646
9.8002e-009,1.2646
9.8426e-009,1.2646
9.8850e-009,1.2645
9.9274e-009,1.2645
9.9699e-009,1.2645
1.00123e-008,1.2646
1.00547e-008,1.2646
1.00971e-008,1.2645
1.01396e-008,1.2645
1.01820e-008,1.2645
1.02244e-008,1.2645
1.02668e-008,1.2645
1.03093e-008,1.2646
1.03517e-008,1.2645
1.03941e-008,1.2645
1.04366e-008,1.2645
1.04790e-008,1.2645
1.05214e-008,1.2645
1.05638e-008,1.2645
1.06063e-008,1.2645
1.06487e-008,1.2645
1.06911e-008,1.2645
1.07335e-008,1.2645
1.07759e-008,1.2645
1.08184e-008,1.2645
1.08608e-008,1.2645
1.09032e-008,1.2645
1.09456e-008,1.2645
1.09881e-008,1.2645
1.10305e-008,1.2645
1.10729e-008,1.2645
1.11154e-008,1.2645
1.11578e-008,1.2645
1.12002e-008,1.2645
1.12426e-008,1.2645
1.12851e-008,1.2645
1.13275e-008,1.2645
1.13699e-008,1.2645
1.14123e-008,1.2645
1.14548e-008,1.2645
1.14972e-008,1.2645
1.15396e-008,1.2645
1.15820e-008,1.2645
1.16244e-008,1.2644
1.16669e-008,1.2644
1.17093e-008,1.2644
1.17517e-008,1.2644
1.17941e-008,1.2644
1.18366e-008,1.2644
1.18790e-008,1.2644
1.19214e-008,1.2644
1.19639e-008,1.2644
1.20063e-008,1.2644
1.20487e-008,1.2644
1.20911e-008,1.2556
1.21336e-008,1.1236
1.21760e-008,0.8900
1.22184e-008,0.7116
1.22608e-008,0.5312
1.23032e-008,0.4075
1.23457e-008,0.3376
1.23881e-008,0.2986
1.24305e-008,0.2877
1.24729e-008,0.2890
1.25154e-008,0.2994
1.25578e-008,0.2958
1.26002e-008,0.2934
1.26427e-008,0.2716
1.26851e-008,0.2419
1.27275e-008,0.2498
1.27699e-008,0.2715
1.28124e-008,0.2928
1.28548e-008,0.3027
1.28972e-008,0.2728
1.29396e-008,0.2395
1.29821e-008,0.2232
1.30245e-008,0.2114
1.30669e-008,0.3058
1.31093e-008,0.5075
1.31517e-008,0.6924
1.31942e-008,0.9022
1.32366e-008,1.0276
1.32790e-008,1.1040
1.33214e-008,1.1498
1.33639e-008,1.1676
1.34063e-008,1.1736
1.34487e-008,1.1648
1.34912e-008,1.1736
1.35336e-008,1.1777
1.35760e-008,1.2008
1.36184e-008,1.2274
1.36609e-008,1.2200
1.37033e-008,1.2056
1.37457e-008,1.1827
1.37881e-008,1.1690
1.38306e-008,1.1942
1.38730e-008,1.2262
1.39154e-008,1.2488
1.39578e-008,1.2633
1.40002e-008,1.2586
1.40427e-008,1.2552
1.40851e-008,1.2565
1.41275e-008,1.2557
1.41699e-008,1.2550
1.42124e-008,1.2560
1.42548e-008,1.2600
1.42972e-008,1.2639
1.43397e-008,1.2712
1.43821e-008,1.2716
1.44245e-008,1.2654
1.44669e-008,1.2623
1.45094e-008,1.2577
1.45518e-008,1.2609
1.45942e-008,1.2686
1.46366e-008,1.2704
1.46790e-008,1.2697
1.47215e-008,1.2659
1.47639e-008,1.2618
1.48063e-008,1.2622
1.48487e-008,1.2638
1.48912e-008,1.2618
1.49336e-008,1.1844
1.49760e-008,0.9530
1.50185e-008,0.7680
1.50609e-008,0.5791
1.51033e-008,0.4367
1.51457e-008,0.3546
1.51881e-008,0.3043
1.52306e-008,0.2897
1.52730e-008,0.2849
1.53154e-008,0.2983
1.53579e-008,0.2992
1.54003e-008,0.2949
1.54427e-008,0.2816
1.54851e-008,0.2465
1.55276e-008,0.2434
1.55700e-008,0.2653
1.56124e-008,0.2869
1.56548e-008,0.3035
1.56972e-008,0.2847
1.57397e-008,0.2470
1.57821e-008,0.2275
1.58245e-008,0.2142
1.58670e-008,0.2120
1.59094e-008,0.2156
1.59518e-008,0.2152
1.59942e-008,0.2184
1.60366e-008,0.2224
1.60791e-008,0.2227
1.61215e-008,0.2185
1.61639e-008,0.2152
1.62064e-008,0.2093
1.62488e-008,0.2049
1.62912e-008,0.2112
1.63336e-008,0.2163
1.63761e-008,0.2202
1.64185e-008,0.2198
1.64609e-008,0.2112
1.65033e-008,0.2078
1.65457e-008,0.2100
1.65882e-008,0.2128
1.66306e-008,0.2161
1.66730e-008,0.2163
1.67155e-008,0.2148
1.67579e-008,0.2155
1.68003e-008,0.2164
1.68427e-008,0.2153
1.68851e-008,0.2143
1.69276e-008,0.2137
1.69700e-008,0.2129
1.70124e-008,0.2141
1.70548e-008,0.2158
1.70973e-008,0.2161
1.71397e-008,0.2163
1.71821e-008,0.2147
1.72246e-008,0.2130
1.72670e-008,0.2138
1.73094e-008,0.2148
1.73518e-008,0.2155
1.73942e-008,0.2157
1.74367e-008,0.2147
1.74791e-008,0.2143
1.75215e-008,0.2148
1.75640e-008,0.2150
1.76064e-008,0.2147
1.76488e-008,0.2145
1.76912e-008,0.2143
1.77336e-008,0.2146
1.77761e-008,0.2152
1.78185e-008,0.2151
1.78609e-008,0.2150
1.79033e-008,0.2148
1.79458e-008,0.2144
1.79882e-008,0.2144
1.80306e-008,0.2149
1.80731e-008,0.2150
1.81155e-008,0.2150
1.81579e-008,0.2149
1.82003e-008,0.2146
1.82427e-008,0.2147
1.82852e-008,0.2149
1.83276e-008,0.2149
1.83700e-008,0.2148
1.84125e-008,0.2147
1.84549e-008,0.2147
1.84973e-008,0.2149
1.85397e-008,0.2150
1.85822e-008,0.2148
1.86246e-008,0.2148
1.86670e-008,0.2228
1.87094e-008,0.3590
1.87518e-008,0.5396
1.87943e-008,0.7442
1.88367e-008,0.9247
1.88791e-008,1.0381
1.89216e-008,1.1136
1.89640e-008,1.1502
1.90064e-008,1.1753
1.90488e-008,1.1786
1.90912e-008,1.1754
1.91337e-008,1.1760
1.91761e-008,1.1779
1.92185e-008,1.2042
1.92610e-008,1.2240
1.93034e-008,1.2225
1.93458e-008,1.2083
1.93882e-008,1.1828
1.94307e-008,1.1760
1.94731e-008,1.2010
1.95155e-008,1.2285
1.95579e-008,1.2527
1.96003e-008,1.2619
1.96428e-008,1.2571
1.96852e-008,1.2568
1.97276e-008,1.2567
1.97701e-008,1.2572
1.98125e-008,1.2569
1.98549e-008,1.2570
1.98973e-008,1.2595
1.99397e-008,1.2641
1.99822e-008,1.2713
2.00246e-008,1.2708
2.00670e-008,1.2669
2.01095e-008,1.2620
2.01519e-008,1.2578
2.01943e-008,1.2625
2.02367e-008,1.2683
2.02792e-008,1.2705
2.03216e-008,1.2696
2.03640e-008,1.2649
2.04064e-008,1.2622
2.04488e-008,1.2629
2.04913e-008,1.2640
2.05337e-008,1.2642
2.05761e-008,1.2640
2.06186e-008,1.2639
2.06610e-008,1.2646
2.07034e-008,1.2660
2.07458e-008,1.2661
2.07882e-008,1.2646
2.08307e-008,1.2636
2.08731e-008,1.2628
2.09155e-008,1.2635
2.09580e-008,1.2654
2.10004e-008,1.2659
2.10428e-008,1.2654
2.10852e-008,1.2644
2.11277e-008,1.2634
2.11701e-008,1.2639
2.12125e-008,1.2648
2.12549e-008,1.2650
2.12973e-008,1.2647
2.13398e-008,1.2644
2.13822e-008,1.2644
2.14246e-008,1.2648
2.14671e-008,1.2556
2.15095e-008,1.1191
2.15519e-008,0.8856
2.15943e-008,0.7072
2.16367e-008,0.5279
2.16792e-008,0.4061
2.17216e-008,0.3369
2.17640e-008,0.2986
2.18064e-008,0.2875
2.18489e-008,0.2891
2.18913e-008,0.2993
2.19337e-008,0.2959
2.19762e-008,0.2936
2.20186e-008,0.2710
2.20610e-008,0.2417
2.21034e-008,0.2503
2.21458e-008,0.2721
2.21883e-008,0.2935
2.22307e-008,0.3027
2.22731e-008,0.2720
2.23156e-008,0.2391
2.23580e-008,0.2229
2.24004e-008,0.2115
2.24428e-008,0.3119
2.24852e-008,0.5129
2.25277e-008,0.6982
2.25701e-008,0.9061
2.26125e-008,1.0298
2.26549e-008,1.1058
2.26974e-008,1.1507
2.27398e-008,1.1682
2.27822e-008,1.1733
2.28247e-008,1.1650
2.28671e-008,1.1739
2.29095e-008,1.1781
2.29519e-008,1.2021
2.29943e-008,1.2275
2.30368e-008,1.2195
2.30792e-008,1.2052
2.31216e-008,1.1822
2.31641e-008,1.1697
2.32065e-008,1.1954
2.32489e-008,1.2268
2.32913e-008,1.2493
2.33338e-008,1.2553
2.33762e-008,1.1256
2.34186e-008,0.8679
2.34610e-008,0.6871
2.35034e-008,0.5094
2.35459e-008,0.3928
2.35883e-008,0.3300
2.36307e-008,0.2933
2.36732e-008,0.2871
2.37156e-008,0.2949
2.37580e-008,0.3080
2.38004e-008,0.2986
2.38428e-008,0.2907
2.38853e-008,0.2654
2.39277e-008,0.2356
2.39701e-008,0.2510
2.40126e-008,0.2791
2.40550e-008,0.3017
2.40974e-008,0.3074
2.41398e-008,0.2706
2.41823e-008,0.2324
2.42247e-008,0.2192
2.42671e-008,0.2112
2.43095e-008,0.2146
2.43519e-008,0.2172
2.43944e-008,0.2154
2.44368e-008,0.2204
2.44792e-008,0.2247
2.45217e-008,0.2222
2.45641e-008,0.2162
2.46065e-008,0.2122
2.46489e-008,0.2058
2.46913e-008,0.2062
2.47338e-008,0.2150
2.47762e-008,0.2189
2.48186e-008,0.2216
2.48611e-008,0.2171
2.49035e-008,0.2076
2.49459e-008,0.2074
2.49883e-008,0.2112
2.50308e-008,0.2147
2.50732e-008,0.2174
2.51156e-008,0.2158
2.51580e-008,0.2144
2.52004e-008,0.2162
2.52429e-008,0.2166
2.52853e-008,0.2149
2.53277e-008,0.2138
2.53702e-008,0.2130
2.54126e-008,0.2131
2.54550e-008,0.2154
2.54974e-008,0.2165
2.55398e-008,0.2162
2.55823e-008,0.2159
2.56247e-008,0.2137
2.56671e-008,0.2128
2.57096e-008,0.2144
2.57520e-008,0.2153
2.57944e-008,0.2159
2.58368e-008,0.2155
2.58793e-008,0.2143
2.59217e-008,0.2144
2.59641e-008,0.2151
2.60065e-008,0.2151
2.60489e-008,0.2146
2.60914e-008,0.2144
2.61338e-008,0.2143
2.61762e-008,0.2411
2.62187e-008,0.4006
2.62611e-008,0.5754
2.63035e-008,0.7919
2.63459e-008,0.9543
2.63883e-008,1.0569
2.64308e-008,1.1247
2.64732e-008,1.1547
2.65156e-008,1.1787
2.65580e-008,1.1772
2.66005e-008,1.1757
2.66429e-008,1.1753
2.66853e-008,1.1817
2.67278e-008,1.2107
2.67702e-008,1.2248
2.68126e-008,1.2208
