.HEADER
..NAMES
Time,V U1.G24
.DATA
4.43341e-008,0.6426
4.43765e-008,0.6480
4.44190e-008,0.6525
4.44614e-008,0.6633
4.45038e-008,0.6786
4.45463e-008,0.6899
4.45887e-008,0.7104
4.46311e-008,0.7410
4.46735e-008,0.8185
4.47160e-008,0.9631
4.47584e-008,1.1249
4.48008e-008,1.2706
4.48432e-008,1.3803
4.48856e-008,1.4295
4.49281e-008,1.4325
4.49705e-008,1.4518
4.50129e-008,1.4754
4.50554e-008,1.5003
4.50978e-008,1.5199
4.51402e-008,1.5325
4.51826e-008,1.5345
4.52251e-008,1.5391
4.52675e-008,1.5469
4.53099e-008,1.5543
4.53523e-008,1.5569
4.53947e-008,1.5577
4.54372e-008,1.5554
4.54796e-008,1.5549
4.55220e-008,1.5500
4.55645e-008,1.5252
4.56069e-008,1.4874
4.56493e-008,1.4546
4.56917e-008,1.4323
4.57342e-008,1.4291
4.57766e-008,1.4518
4.58190e-008,1.4780
4.58614e-008,1.4929
4.59038e-008,1.4963
4.59463e-008,1.4911
4.59887e-008,1.4830
4.60311e-008,1.4795
4.60735e-008,1.4799
4.61160e-008,1.4800
4.61584e-008,1.4778
4.62008e-008,1.4745
4.62433e-008,1.4720
4.62857e-008,1.4724
4.63281e-008,1.4740
4.63705e-008,1.4741
4.64129e-008,1.4777
4.64554e-008,1.4887
4.64978e-008,1.5030
4.65402e-008,1.5171
4.65826e-008,1.5276
4.66251e-008,1.5266
4.66675e-008,1.5152
4.67099e-008,1.5025
4.67524e-008,1.4942
4.67948e-008,1.4923
4.68372e-008,1.4962
4.68796e-008,1.5014
4.69221e-008,1.5041
4.69645e-008,1.5043
4.70069e-008,1.5038
4.70493e-008,1.5043
4.70917e-008,1.5061
4.71342e-008,1.5074
4.71766e-008,1.5072
4.72190e-008,1.5068
4.72615e-008,1.5063
4.73039e-008,1.5039
4.73463e-008,1.4995
4.73887e-008,1.4941
4.74312e-008,1.4879
4.74736e-008,1.4838
4.75160e-008,1.4851
4.75584e-008,1.4905
4.76008e-008,1.4968
4.76433e-008,1.5012
4.76857e-008,1.5021
4.77281e-008,1.5050
4.77705e-008,1.5122
4.78130e-008,1.3924
4.78554e-008,1.2561
4.78978e-008,1.1005
4.79403e-008,0.9349
4.79827e-008,0.7919
4.80251e-008,0.7062
4.80675e-008,0.6484
4.81099e-008,0.6111
4.81524e-008,0.5920
4.81948e-008,0.5815
4.82372e-008,0.5755
4.82796e-008,0.5766
4.83221e-008,0.5688
4.83645e-008,0.5579
4.84069e-008,0.5692
4.84494e-008,0.5539
4.84918e-008,0.4856
4.85342e-008,0.3897
4.85766e-008,0.2580
4.86191e-008,0.0869
4.86615e-008,-0.0454
4.87039e-008,-0.0516
4.87463e-008,0.1724
4.87887e-008,0.3767
4.88312e-008,0.5805
4.88736e-008,0.6940
4.89160e-008,0.7495
4.89585e-008,0.7563
4.90009e-008,0.7597
4.90433e-008,0.7517
4.90857e-008,0.7373
4.91282e-008,0.7188
4.91706e-008,0.7030
4.92130e-008,0.7011
4.92554e-008,0.7135
4.92978e-008,0.7100
4.93403e-008,0.7005
4.93827e-008,0.7801
4.94251e-008,0.9482
4.94676e-008,1.1694
4.95100e-008,1.4118
4.95524e-008,1.6032
4.95948e-008,1.6504
4.96373e-008,1.4817
4.96797e-008,1.1150
4.97221e-008,0.8885
4.97645e-008,0.7584
4.98069e-008,0.7009
4.98494e-008,0.6766
4.98918e-008,0.6816
4.99342e-008,0.6779
4.99766e-008,0.6815
5.00191e-008,0.6965
5.00615e-008,0.7094
5.01039e-008,0.7061
5.01464e-008,0.6920
5.01888e-008,0.6754
5.02312e-008,0.6751
5.02736e-008,0.6502
5.03160e-008,0.4969
5.03585e-008,0.2520
5.04009e-008,0.0082
5.04433e-008,-0.1902
5.04857e-008,-0.2829
5.05282e-008,-0.2197
5.05706e-008,-0.0905
5.06130e-008,0.1653
5.06555e-008,0.3229
5.06979e-008,0.4277
5.07403e-008,0.4856
5.07827e-008,0.5310
5.08252e-008,0.5681
5.08676e-008,0.6133
5.09100e-008,0.6413
5.09524e-008,0.6518
5.09948e-008,0.6651
5.10373e-008,0.6838
5.10797e-008,0.6969
5.11221e-008,0.7088
5.11646e-008,0.7314
5.12070e-008,0.7698
5.12494e-008,0.8793
5.12918e-008,1.0494
5.13343e-008,1.2158
5.13767e-008,1.3381
5.14191e-008,1.4034
5.14615e-008,1.3966
5.15039e-008,1.3021
5.15464e-008,1.0480
5.15888e-008,0.8784
5.16312e-008,0.7943
5.16736e-008,0.7302
5.17161e-008,0.6750
5.17585e-008,0.6480
5.18009e-008,0.6348
5.18434e-008,0.6309
5.18858e-008,0.6411
5.19282e-008,0.6501
5.19706e-008,0.6564
5.20130e-008,0.6554
5.20555e-008,0.6408
5.20979e-008,0.6286
5.21403e-008,0.6133
5.21827e-008,0.5034
5.22252e-008,0.3117
5.22676e-008,0.1276
5.23100e-008,-0.0311
5.23525e-008,-0.1498
5.23949e-008,-0.1690
5.24373e-008,-0.1318
5.24797e-008,0.0551
5.25222e-008,0.2283
5.25646e-008,0.3601
5.26070e-008,0.4718
5.26494e-008,0.5411
5.26918e-008,0.5841
5.27343e-008,0.6194
5.27767e-008,0.6455
5.28191e-008,0.6517
5.28616e-008,0.6574
5.29040e-008,0.6685
5.29464e-008,0.6814
5.29888e-008,0.6931
5.30313e-008,0.7157
5.30737e-008,0.7447
5.31161e-008,0.8227
5.31585e-008,0.9668
5.32009e-008,1.1326
5.32434e-008,1.2897
5.32858e-008,1.4139
5.33282e-008,1.4669
5.33707e-008,1.4663
5.34131e-008,1.4712
5.34555e-008,1.4769
5.34979e-008,1.4902
5.35404e-008,1.5067
5.35828e-008,1.5207
5.36252e-008,1.5254
5.36676e-008,1.5321
5.37100e-008,1.5407
5.37525e-008,1.5492
5.37949e-008,1.5548
5.38373e-008,1.5591
5.38797e-008,1.5589
5.39222e-008,1.5604
5.39646e-008,1.5565
5.40070e-008,1.5320
5.40495e-008,1.4937
5.40919e-008,1.4576
5.41343e-008,1.4286
5.41767e-008,1.4195
5.42192e-008,1.4390
5.42616e-008,1.4662
5.43040e-008,1.4873
5.43464e-008,1.4984
5.43888e-008,1.4981
5.44313e-008,1.4911
5.44737e-008,1.4861
5.45161e-008,1.4841
5.45586e-008,1.4825
5.46010e-008,1.4799
5.46434e-008,1.4762
5.46858e-008,1.4726
5.47283e-008,1.4717
5.47707e-008,1.4720
5.48131e-008,1.4714
5.48555e-008,1.4749
5.48979e-008,1.4860
5.49404e-008,1.5008
5.49828e-008,1.5166
5.50252e-008,1.5297
5.50677e-008,1.5312
5.51101e-008,1.5212
5.51525e-008,1.5078
5.51949e-008,1.4965
5.52374e-008,1.5043
5.52798e-008,1.4999
5.53222e-008,1.3763
5.53646e-008,1.2478
5.54070e-008,1.0896
5.54495e-008,0.9236
5.54919e-008,0.7912
5.55343e-008,0.7141
5.55767e-008,0.6592
5.56192e-008,0.6265
5.56616e-008,0.6083
5.57040e-008,0.5967
5.57465e-008,0.5884
5.57889e-008,0.5834
5.58313e-008,0.5653
5.58737e-008,0.5511
5.59161e-008,0.5598
5.59586e-008,0.5387
5.60010e-008,0.4747
5.60434e-008,0.3840
5.60858e-008,0.2473
5.61283e-008,0.0739
5.61707e-008,-0.0526
5.62131e-008,-0.1236
5.62556e-008,-0.1581
5.62980e-008,-0.1564
5.63404e-008,-0.1354
5.63828e-008,-0.1200
5.64253e-008,-0.1087
5.64677e-008,-0.0981
5.65101e-008,-0.0915
5.65525e-008,-0.0876
5.65949e-008,-0.0870
5.66374e-008,-0.0906
5.66798e-008,-0.0900
5.67222e-008,-0.0845
5.67647e-008,-0.0894
5.68071e-008,-0.0966
5.68495e-008,-0.0902
5.68919e-008,-0.0758
5.69344e-008,-0.0516
5.69768e-008,-0.0059
5.70192e-008,0.0426
5.70616e-008,0.0733
5.71040e-008,0.0891
5.71465e-008,0.0902
5.71889e-008,0.0777
5.72313e-008,0.0626
5.72738e-008,0.0517
5.73162e-008,0.0443
5.73586e-008,0.0401
5.74010e-008,0.0371
5.74435e-008,0.0353
5.74859e-008,0.0368
5.75283e-008,0.0395
5.75707e-008,0.0388
5.76131e-008,0.0388
5.76556e-008,0.0423
5.76980e-008,0.0435
5.77404e-008,0.0409
5.77828e-008,0.0365
5.78253e-008,0.0244
5.78677e-008,0.0033
5.79101e-008,-0.0174
5.79526e-008,-0.0325
5.79950e-008,-0.0407
5.80374e-008,-0.0401
5.80798e-008,-0.0290
5.81223e-008,0.0318
5.81647e-008,0.1344
5.82071e-008,0.3007
5.82495e-008,0.4478
5.82919e-008,0.5725
5.83344e-008,0.6635
5.83768e-008,0.7275
5.84192e-008,0.7730
5.84617e-008,0.8035
5.85041e-008,0.8227
5.85465e-008,0.8322
5.85889e-008,0.8397
5.86314e-008,0.8476
5.86738e-008,0.8587
5.87162e-008,0.8708
5.87586e-008,0.8906
5.88010e-008,0.9303
5.88435e-008,1.0101
5.88859e-008,1.1295
5.89283e-008,1.2668
5.89708e-008,1.3934
5.90132e-008,1.4863
5.90556e-008,1.5319
5.90980e-008,1.5440
5.91405e-008,1.5474
5.91829e-008,1.5505
5.92253e-008,1.5559
5.92677e-008,1.5615
5.93101e-008,1.5654
5.93526e-008,1.5663
5.93950e-008,1.5676
5.94374e-008,1.5703
5.94798e-008,1.5738
5.95223e-008,1.5756
5.95647e-008,1.5759
5.96071e-008,1.5752
5.96496e-008,1.5729
5.96920e-008,1.5624
5.97344e-008,1.5385
5.97768e-008,1.5050
5.98192e-008,1.4706
5.98617e-008,1.4438
5.99041e-008,1.4327
5.99465e-008,1.4869
5.99889e-008,1.4490
6.00314e-008,1.3219
6.00738e-008,1.1777
6.01162e-008,0.9989
6.01586e-008,0.8234
6.02011e-008,0.7063
6.02435e-008,0.6367
6.02859e-008,0.5862
6.03283e-008,0.5597
6.03708e-008,0.5424
6.04132e-008,0.5306
6.04556e-008,0.5293
6.04981e-008,0.5260
6.05405e-008,0.5087
6.05829e-008,0.5194
6.06253e-008,0.5439
6.06678e-008,0.5230
6.07102e-008,0.4626
6.07526e-008,0.3612
6.07950e-008,0.1901
6.08375e-008,0.0071
6.08799e-008,-0.0888
6.09223e-008,0.0829
6.09647e-008,0.3089
6.10071e-008,0.5271
6.10496e-008,0.6790
6.10920e-008,0.7529
6.11344e-008,0.7701
6.11768e-008,0.7707
6.12193e-008,0.7647
6.12617e-008,0.7488
6.13041e-008,0.7303
6.13465e-008,0.7089
6.13890e-008,0.7002
6.14314e-008,0.7116
6.14738e-008,0.7131
6.15163e-008,0.6872
6.15587e-008,0.7254
6.16011e-008,0.8666
6.16435e-008,1.0764
6.16860e-008,1.3320
6.17284e-008,1.5688
6.17708e-008,1.6740
6.18132e-008,1.6513
6.18557e-008,1.5898
6.18981e-008,1.5322
6.19405e-008,1.5047
6.19829e-008,1.5016
6.20254e-008,1.5104
6.20678e-008,1.5173
6.21102e-008,1.5222
6.21526e-008,1.5255
6.21950e-008,1.5373
6.22375e-008,1.5527
6.22799e-008,1.5574
6.23223e-008,1.5538
6.23647e-008,1.5659
6.24072e-008,1.5784
6.24496e-008,1.5595
6.24920e-008,1.5122
6.25344e-008,1.4498
6.25769e-008,1.3782
6.26193e-008,1.3309
6.26617e-008,1.3382
6.27042e-008,1.3838
6.27466e-008,1.4401
6.27890e-008,1.4840
6.28314e-008,1.5046
6.28739e-008,1.5043
6.29163e-008,1.4953
6.29587e-008,1.4876
6.30011e-008,1.4863
6.30436e-008,1.4859
6.30860e-008,1.4794
6.31284e-008,1.4718
6.31708e-008,1.4710
6.32132e-008,1.4707
6.32557e-008,1.4654
6.32981e-008,1.4642
6.33405e-008,1.4738
6.33829e-008,1.4917
6.34254e-008,1.5195
6.34678e-008,1.5517
6.35102e-008,1.5698
6.35526e-008,1.5643
6.35951e-008,1.5413
6.36375e-008,1.5129
6.36799e-008,1.5093
6.37224e-008,1.4859
6.37648e-008,1.3619
6.38072e-008,1.2440
6.38496e-008,1.0938
6.38921e-008,0.9290
6.39345e-008,0.7989
6.39769e-008,0.7219
6.40193e-008,0.6650
6.40618e-008,0.6319
6.41042e-008,0.6138
6.41466e-008,0.6024
6.41890e-008,0.5945
6.42315e-008,0.5888
6.42739e-008,0.5683
6.43163e-008,0.5519
6.43587e-008,0.5518
6.44011e-008,0.5203
6.44436e-008,0.4570
6.44860e-008,0.3742
6.45284e-008,0.2451
6.45708e-008,0.0829
6.46133e-008,-0.0357
6.46557e-008,0.0368
6.46981e-008,0.2521
6.47405e-008,0.4428
6.47830e-008,0.6259
6.48254e-008,0.7194
6.48678e-008,0.7596
6.49103e-008,0.7665
6.49527e-008,0.7682
6.49951e-008,0.7551
6.50375e-008,0.7406
6.50800e-008,0.7215
6.51224e-008,0.7096
6.51648e-008,0.7155
6.52072e-008,0.7282
6.52497e-008,0.7149
6.52921e-008,0.7237
6.53345e-008,0.8296
6.53769e-008,1.0070
6.54193e-008,1.2356
6.54618e-008,1.4742
6.55042e-008,1.6309
6.55466e-008,1.6263
6.55890e-008,1.3747
6.56315e-008,1.0306
6.56739e-008,0.8510
6.57163e-008,0.7387
6.57587e-008,0.6894
6.58012e-008,0.6766
6.58436e-008,0.6825
6.58860e-008,0.6767
6.59284e-008,0.6882
6.59709e-008,0.7031
6.60133e-008,0.7123
6.60557e-008,0.7044
6.60982e-008,0.6882
6.61406e-008,0.6748
6.61830e-008,0.6796
6.62254e-008,0.6230
6.62679e-008,0.4300
6.63103e-008,0.1779
6.63527e-008,-0.0588
6.63951e-008,-0.2382
6.64376e-008,-0.2839
6.64800e-008,-0.1901
6.65224e-008,-0.0063
6.65648e-008,0.2368
6.66072e-008,0.3593
6.66497e-008,0.4628
6.66921e-008,0.5072
6.67345e-008,0.5511
6.67769e-008,0.5870
6.68194e-008,0.6276
6.68618e-008,0.6457
6.69042e-008,0.6568
6.69466e-008,0.6710
6.69891e-008,0.6903
6.70315e-008,0.7013
6.70739e-008,0.7154
6.71164e-008,0.7390
6.71588e-008,0.7957
6.72012e-008,0.9342
6.72436e-008,1.1119
6.72861e-008,1.2713
6.73285e-008,1.3772
6.73709e-008,1.4165
6.74133e-008,1.3836
6.74558e-008,1.2243
6.74982e-008,0.9657
6.75406e-008,0.8484
6.75830e-008,0.7669
6.76255e-008,0.7098
6.76679e-008,0.6633
6.77103e-008,0.6461
6.77527e-008,0.6327
6.77951e-008,0.6371
6.78376e-008,0.6454
6.78800e-008,0.6543
6.79224e-008,0.6582
6.79648e-008,0.6533
6.80073e-008,0.6359
6.80497e-008,0.6288
6.80921e-008,0.5902
6.81345e-008,0.4414
6.81770e-008,0.2441
6.82194e-008,0.0695
6.82618e-008,-0.0785
6.83043e-008,-0.1664
6.83467e-008,-0.1534
6.83891e-008,-0.0768
6.84315e-008,0.1288
6.84740e-008,0.2677
6.85164e-008,0.4076
6.85588e-008,0.4964
6.86012e-008,0.5611
6.86437e-008,0.5951
6.86861e-008,0.6295
6.87285e-008,0.6483
6.87709e-008,0.6543
6.88133e-008,0.6611
6.88558e-008,0.6746
6.88982e-008,0.6854
6.89406e-008,0.6996
6.89830e-008,0.7246
6.90255e-008,0.7643
6.90679e-008,0.8690
6.91103e-008,1.0242
6.91527e-008,1.1895
6.91952e-008,1.3361
6.92376e-008,1.4400
6.92800e-008,1.4663
6.93225e-008,1.3604
6.93649e-008,1.0739
6.94073e-008,0.8876
6.94497e-008,0.7694
6.94922e-008,0.6951
6.95346e-008,0.6446
6.95770e-008,0.6292
6.96194e-008,0.6214
6.96619e-008,0.6249
6.97043e-008,0.6376
6.97467e-008,0.6490
6.97891e-008,0.6558
6.98316e-008,0.6534
6.98740e-008,0.6362
6.99164e-008,0.6281
6.99588e-008,0.6112
7.00012e-008,0.4885
7.00437e-008,0.2864
7.00861e-008,0.0883
7.01285e-008,-0.0868
7.01709e-008,-0.2052
7.02134e-008,-0.2023
7.02558e-008,-0.1278
7.02982e-008,0.0984
7.03406e-008,0.2712
7.03831e-008,0.4046
7.04255e-008,0.4933
7.04679e-008,0.5490
7.05104e-008,0.5812
7.05528e-008,0.6157
7.05952e-008,0.6399
7.06376e-008,0.6459
7.06801e-008,0.6520
7.07225e-008,0.6654
7.07649e-008,0.6794
7.08073e-008,0.6930
7.08498e-008,0.7149
7.08922e-008,0.7466
7.09346e-008,0.8402
7.09770e-008,0.9979
7.10194e-008,1.1713
7.10619e-008,1.3250
7.11043e-008,1.4314
7.11467e-008,1.4555
7.11891e-008,1.3716
7.12316e-008,1.1008
7.12740e-008,0.8907
7.13164e-008,0.7837
7.13588e-008,0.7114
7.14013e-008,0.6602
7.14437e-008,0.6381
7.14861e-008,0.6284
7.15286e-008,0.6256
7.15710e-008,0.6381
7.16134e-008,0.6479
7.16558e-008,0.6542
7.16983e-008,0.6532
7.17407e-008,0.6383
7.17831e-008,0.6263
7.18255e-008,0.6178
7.18680e-008,0.5163
7.19104e-008,0.3190
7.19528e-008,0.1190
7.19952e-008,-0.0551
7.20377e-008,-0.1828
7.20801e-008,-0.1984
7.21225e-008,-0.1456
7.21649e-008,-0.1182
7.22073e-008,-0.1068
7.22498e-008,-0.0966
7.22922e-008,-0.0894
7.23346e-008,-0.0865
7.23770e-008,-0.0808
7.24195e-008,-0.0791
7.24619e-008,-0.0799
7.25043e-008,-0.0859
7.25467e-008,-0.0919
7.25892e-008,-0.0881
7.26316e-008,-0.0793
7.26740e-008,-0.0862
7.27165e-008,-0.0848
7.27589e-008,-0.0445
7.28013e-008,0.0119
7.28437e-008,0.0614
7.28862e-008,0.1090
7.29286e-008,0.1330
7.29710e-008,0.1135
7.30134e-008,0.0804
7.30559e-008,0.0566
7.30983e-008,0.0420
7.31407e-008,0.0353
7.31831e-008,0.0354
7.32256e-008,0.0359
7.32680e-008,0.0345
7.33104e-008,0.0323
7.33528e-008,0.0330
7.33952e-008,0.0389
7.34377e-008,0.0432
7.34801e-008,0.0399
7.35225e-008,0.0381
7.35649e-008,0.0418
7.36074e-008,0.0372
7.36498e-008,0.0197
7.36922e-008,-0.0015
7.37346e-008,-0.0257
7.37771e-008,-0.0505
7.38195e-008,-0.0597
7.38619e-008,-0.0509
7.39044e-008,-0.0356
7.39468e-008,-0.0219
7.39892e-008,-0.0128
7.40316e-008,-0.0093
7.40741e-008,0.0434
7.41165e-008,0.1517
7.41589e-008,0.3189
7.42013e-008,0.4643
7.42438e-008,0.5835
7.42862e-008,0.6696
7.43286e-008,0.7308
7.43710e-008,0.7749
7.44134e-008,0.8046
7.44559e-008,0.8229
7.44983e-008,0.8368
7.45407e-008,0.8500
7.45831e-008,0.8650
7.46256e-008,0.8870
7.46680e-008,0.9046
7.47104e-008,0.9159
7.47528e-008,0.9443
7.47953e-008,1.0195
7.48377e-008,1.1351
7.48801e-008,1.2749
7.49226e-008,1.4090
7.49650e-008,1.5044
7.50074e-008,1.5442
7.50498e-008,1.5521
7.50923e-008,1.5515
7.51347e-008,1.5536
7.51771e-008,1.5593
7.52195e-008,1.5645
7.52620e-008,1.5670
7.53044e-008,1.5674
7.53468e-008,1.5672
7.53892e-008,1.5681
7.54317e-008,1.5704
7.54741e-008,1.5696
7.55165e-008,1.5664
7.55589e-008,1.5677
7.56013e-008,1.5719
7.56438e-008,1.5667
7.56862e-008,1.5464
7.57286e-008,1.5141
7.57710e-008,1.4760
7.58135e-008,1.4433
7.58559e-008,1.4396
7.58983e-008,1.4831
7.59407e-008,1.4072
7.59832e-008,1.2883
7.60256e-008,1.1296
7.60680e-008,0.9463
7.61105e-008,0.7848
7.61529e-008,0.6853
7.61953e-008,0.6204
7.62377e-008,0.5791
7.62802e-008,0.5559
7.63226e-008,0.5405
7.63650e-008,0.5321
7.64074e-008,0.5335
7.64499e-008,0.5234
7.64923e-008,0.5071
7.65347e-008,0.5253
7.65771e-008,0.5361
7.66195e-008,0.5013
7.66620e-008,0.4355
7.67044e-008,0.3200
7.67468e-008,0.1375
7.67892e-008,-0.0272
7.68317e-008,-0.0473
7.68741e-008,0.1645
7.69165e-008,0.3729
7.69589e-008,0.5892
7.70014e-008,0.7098
7.70438e-008,0.7669
7.70862e-008,0.7721
7.71287e-008,0.7713
7.71711e-008,0.7601
7.72135e-008,0.7451
7.72559e-008,0.7238
7.72984e-008,0.7046
7.73408e-008,0.7033
7.73832e-008,0.7164
7.74256e-008,0.7069
7.74681e-008,0.6900
7.75105e-008,0.7638
7.75529e-008,0.9273
7.75953e-008,1.1538
7.76378e-008,1.4121
7.76802e-008,1.6190
7.77226e-008,1.6751
7.77650e-008,1.6359
7.78074e-008,1.5720
7.78499e-008,1.5233
7.78923e-008,1.5033
7.79347e-008,1.5051
7.79771e-008,1.5132
7.80196e-008,1.5196
7.80620e-008,1.5229
7.81044e-008,1.5282
7.81468e-008,1.5423
7.81893e-008,1.5556
7.82317e-008,1.5552
7.82741e-008,1.5547
7.83166e-008,1.5708
7.83590e-008,1.5753
7.84014e-008,1.5460
7.84438e-008,1.4944
7.84863e-008,1.4285
7.85287e-008,1.3598
7.85711e-008,1.3286
7.86135e-008,1.3501
7.86560e-008,1.4009
7.86984e-008,1.4884
7.87408e-008,1.4246
7.87832e-008,1.2687
7.88257e-008,1.0872
7.88681e-008,0.8944
7.89105e-008,0.7319
7.89529e-008,0.6446
7.89953e-008,0.5972
7.90378e-008,0.5587
7.90802e-008,0.5406
7.91226e-008,0.5346
7.91650e-008,0.5287
7.92075e-008,0.5268
7.92499e-008,0.5247
7.92923e-008,0.5187
7.93347e-008,0.5468
7.93772e-008,0.5790
7.94196e-008,0.5493
7.94620e-008,0.4568
7.95045e-008,0.3030
7.95469e-008,0.0871
7.95893e-008,-0.1012
7.96317e-008,-0.1902
7.96742e-008,-0.2108
7.97166e-008,-0.1860
7.97590e-008,-0.1430
7.98014e-008,-0.1129
7.98439e-008,-0.1012
7.98863e-008,-0.0907
7.99287e-008,-0.0841
7.99711e-008,-0.0817
8.00135e-008,-0.0822
8.00560e-008,-0.0860
8.00984e-008,-0.0913
8.01408e-008,-0.0897
8.01832e-008,-0.0926
8.02257e-008,-0.1066
8.02681e-008,-0.1147
8.03105e-008,-0.1049
8.03529e-008,-0.0766
8.03954e-008,-0.0209
8.04378e-008,0.0498
8.04802e-008,0.1022
8.05227e-008,0.1250
8.05651e-008,0.1149
8.06075e-008,0.0618
8.06499e-008,0.0922
8.06924e-008,0.2230
8.07348e-008,0.4004
8.07772e-008,0.5652
8.08196e-008,0.7002
8.08621e-008,0.7908
8.09045e-008,0.8527
8.09469e-008,0.8945
8.09893e-008,0.9233
8.10318e-008,0.9387
8.10742e-008,0.9496
8.11166e-008,0.9564
8.11590e-008,0.9649
8.12014e-008,0.9777
8.12439e-008,0.9645
8.12863e-008,0.9308
8.13287e-008,0.9328
8.13711e-008,1.0023
8.14136e-008,1.1281
8.14560e-008,1.3029
8.14984e-008,1.4727
8.15408e-008,1.5751
8.15833e-008,1.6011
8.16257e-008,1.5898
8.16681e-008,1.5703
8.17106e-008,1.5606
8.17530e-008,1.5624
8.17954e-008,1.5669
8.18378e-008,1.5683
8.18803e-008,1.5676
8.19227e-008,1.5668
8.19651e-008,1.5699
8.20075e-008,1.5757
8.20500e-008,1.5757
8.20924e-008,1.5760
8.21348e-008,1.5893
8.21772e-008,1.6045
8.22196e-008,1.6012
8.22621e-008,1.5756
8.23045e-008,1.5279
8.23469e-008,1.4662
8.23893e-008,1.4161
8.24318e-008,1.3985
8.24742e-008,1.4109
8.25166e-008,1.4375
8.25590e-008,1.4626
8.26015e-008,1.4759
8.26439e-008,1.4777
8.26863e-008,1.4743
8.27288e-008,1.4718
8.27712e-008,1.4724
8.28136e-008,1.4734
8.28560e-008,1.4708
8.28985e-008,1.4675
8.29409e-008,1.4670
8.29833e-008,1.4650
8.30257e-008,1.4590
8.30682e-008,1.4545
8.31106e-008,1.4561
8.31530e-008,1.4661
8.31954e-008,1.4873
8.32379e-008,1.5147
8.32803e-008,1.5359
8.33227e-008,1.5425
8.33651e-008,1.5349
8.34075e-008,1.5198
8.34500e-008,1.5058
8.34924e-008,1.4987
8.35348e-008,1.4988
8.35772e-008,1.5025
8.36197e-008,1.5052
8.36621e-008,1.5053
8.37045e-008,1.5053
8.37469e-008,1.5066
8.37894e-008,1.5080
8.38318e-008,1.5088
8.38742e-008,1.5106
8.39167e-008,1.5128
8.39591e-008,1.5140
8.40015e-008,1.5133
8.40439e-008,1.5089
8.40864e-008,1.4996
8.41288e-008,1.4879
8.41712e-008,1.4792
8.42136e-008,1.4770
8.42561e-008,1.4813
8.42985e-008,1.4894
8.43409e-008,1.4969
8.43833e-008,1.5006
8.44257e-008,1.5000
8.44682e-008,1.4974
8.45106e-008,1.4954
8.45530e-008,1.4949
8.45954e-008,1.4949
8.46379e-008,1.4945
8.46803e-008,1.4941
8.47227e-008,1.4934
8.47651e-008,1.4923
8.48076e-008,1.4916
8.48500e-008,1.4913
8.48924e-008,1.4917
8.49349e-008,1.4938
8.49773e-008,1.4979
8.50197e-008,1.5028
8.50621e-008,1.5064
8.51046e-008,1.5072
8.51470e-008,1.5049
8.51894e-008,1.5007
8.52318e-008,1.5040
8.52743e-008,1.5070
8.53167e-008,1.3854
8.53591e-008,1.2536
8.54015e-008,1.0970
8.54440e-008,0.9315
8.54864e-008,0.7928
8.55288e-008,0.7103
8.55712e-008,0.6530
8.56136e-008,0.6178
8.56561e-008,0.5991
8.56985e-008,0.5878
8.57409e-008,0.5808
8.57833e-008,0.5796
8.58258e-008,0.5675
8.58682e-008,0.5551
8.59106e-008,0.5659
8.59530e-008,0.5481
8.59955e-008,0.4810
8.60379e-008,0.3872
8.60803e-008,0.2541
8.61228e-008,0.0821
8.61652e-008,-0.0476
8.62076e-008,-0.0329
8.62500e-008,0.1927
8.62925e-008,0.3927
8.63349e-008,0.5940
8.63773e-008,0.7014
8.64197e-008,0.7529
8.64622e-008,0.7584
8.65046e-008,0.7614
8.65470e-008,0.7521
8.65894e-008,0.7383
8.66319e-008,0.7197
8.66743e-008,0.7051
8.67167e-008,0.7055
8.67591e-008,0.7180
8.68015e-008,0.7109
8.68440e-008,0.7044
8.68864e-008,0.7914
8.69288e-008,0.9632
8.69712e-008,1.1879
8.70137e-008,1.4310
8.70561e-008,1.6144
8.70985e-008,1.6533
8.71409e-008,1.6133
8.71834e-008,1.5580
8.72258e-008,1.5190
8.72682e-008,1.5054
8.73107e-008,1.5102
8.73531e-008,1.5177
8.73955e-008,1.5231
8.74379e-008,1.5269
8.74804e-008,1.5332
8.75228e-008,1.5464
8.75652e-008,1.5580
8.76076e-008,1.5571
8.76501e-008,1.5569
8.76925e-008,1.5713
8.77349e-008,1.5715
8.77773e-008,1.5385
8.78197e-008,1.4861
8.78622e-008,1.4234
8.79046e-008,1.3617
8.79470e-008,1.3393
8.79894e-008,1.3656
8.80319e-008,1.4147
8.80743e-008,1.4952
8.81167e-008,1.4213
8.81591e-008,1.2634
8.82016e-008,1.0823
8.82440e-008,0.8929
8.82864e-008,0.7336
8.83289e-008,0.6472
8.83713e-008,0.5984
8.84137e-008,0.5598
8.84561e-008,0.5418
8.84986e-008,0.5356
8.85410e-008,0.5296
8.85834e-008,0.5281
8.86258e-008,0.5266
8.86683e-008,0.5220
8.87107e-008,0.5510
8.87531e-008,0.5803
8.87955e-008,0.5454
8.88380e-008,0.4489
8.88804e-008,0.2938
8.89228e-008,0.0806
8.89652e-008,-0.1011
8.90076e-008,-0.1849
8.90501e-008,-0.2043
8.90925e-008,-0.1813
8.91349e-008,-0.1411
8.91773e-008,-0.1130
8.92198e-008,-0.1016
8.92622e-008,-0.0908
8.93046e-008,-0.0841
8.93470e-008,-0.0818
8.93895e-008,-0.0825
8.94319e-008,-0.0865
8.94743e-008,-0.0918
