.HEADER
..NAMES
Time,V U1.L24&L25
.DATA
3.45360e-008,-0.8132
3.45784e-008,-0.8049
3.46209e-008,-0.8313
3.46633e-008,-0.8660
3.47057e-008,-0.8823
3.47482e-008,-0.8828
3.47906e-008,-0.8836
3.48330e-008,-0.8938
3.48754e-008,-0.9398
3.49178e-008,-0.9811
3.49603e-008,-1.0129
3.50027e-008,-1.0288
3.50451e-008,-1.0257
3.50875e-008,-0.9146
3.51300e-008,-0.5698
3.51724e-008,-0.2207
3.52148e-008,0.1710
3.52573e-008,0.4791
3.52997e-008,0.6988
3.53421e-008,0.7951
3.53845e-008,0.8416
3.54270e-008,0.8497
3.54694e-008,0.8167
3.55118e-008,0.8062
3.55542e-008,0.8309
3.55966e-008,0.8641
3.56391e-008,0.8824
3.56815e-008,0.8830
3.57239e-008,0.8843
3.57664e-008,0.8921
3.58088e-008,0.9353
3.58512e-008,0.9773
3.58936e-008,1.0101
3.59361e-008,1.0290
3.59785e-008,1.0289
3.60209e-008,0.9450
3.60633e-008,0.6073
3.61057e-008,0.2538
3.61482e-008,-0.1365
3.61906e-008,-0.4495
3.62330e-008,-0.6815
3.62754e-008,-0.7882
3.63179e-008,-0.8374
3.63603e-008,-0.8516
3.64027e-008,-0.8198
3.64452e-008,-0.8027
3.64876e-008,-0.8250
3.65300e-008,-0.8598
3.65724e-008,-0.8812
3.66148e-008,-0.8827
3.66573e-008,-0.8838
3.66997e-008,-0.8888
3.67421e-008,-0.9298
3.67845e-008,-0.9742
3.68270e-008,-1.0073
3.68694e-008,-1.0274
3.69118e-008,-1.0281
3.69543e-008,-0.9677
3.69967e-008,-0.6449
3.70391e-008,-0.2873
3.70815e-008,0.1008
3.71240e-008,0.4222
3.71664e-008,0.6664
3.72088e-008,0.7845
3.72512e-008,0.8344
3.72936e-008,0.8526
3.73361e-008,0.8235
3.73785e-008,0.8043
3.74209e-008,0.8250
3.74634e-008,0.8579
3.75058e-008,0.8809
3.75482e-008,0.8830
3.75906e-008,0.8842
3.76331e-008,0.8880
3.76755e-008,0.9253
3.77179e-008,0.9704
3.77603e-008,1.0042
3.78027e-008,1.0271
3.78452e-008,1.0298
3.78876e-008,0.9872
3.79300e-008,0.6841
3.79725e-008,0.3203
3.80149e-008,-0.0628
3.80573e-008,-0.3921
3.80997e-008,-0.6457
3.81422e-008,-0.7763
3.81846e-008,-0.8298
3.82270e-008,-0.8535
3.82694e-008,-0.8273
3.83118e-008,-0.8020
3.83543e-008,-0.8192
3.83967e-008,-0.8530
3.84391e-008,-0.8792
3.84815e-008,-0.8828
3.85240e-008,-0.8837
3.85664e-008,-0.8856
3.86088e-008,-0.9198
3.86513e-008,-0.9669
3.86937e-008,-1.0013
3.87361e-008,-1.0253
3.87785e-008,-1.0290
3.88210e-008,-0.9981
3.88634e-008,-0.7202
3.89058e-008,-0.3534
3.89482e-008,0.0241
3.89906e-008,0.3639
3.90331e-008,0.6274
3.90755e-008,0.7703
3.91179e-008,0.8270
3.91604e-008,0.8534
3.92028e-008,0.8311
3.92452e-008,0.8039
3.92876e-008,0.8195
3.93301e-008,0.8512
3.93725e-008,0.8784
3.94149e-008,0.8832
3.94573e-008,0.8840
3.94997e-008,0.8856
3.95422e-008,0.9156
3.95846e-008,0.9629
3.96270e-008,0.9978
3.96695e-008,1.0243
3.97119e-008,1.0304
3.97543e-008,1.0071
3.97967e-008,0.7555
3.98392e-008,0.3861
3.98816e-008,0.0154
3.99240e-008,-0.3333
3.99664e-008,-0.6047
4.00088e-008,-0.7592
4.00513e-008,-0.8216
4.00937e-008,-0.8529
4.01361e-008,-0.8352
4.01785e-008,-0.8032
4.02210e-008,-0.8138
4.02634e-008,-0.8459
4.03058e-008,-0.8761
4.03483e-008,-0.8829
4.03907e-008,-0.8835
4.04331e-008,-0.8840
4.04755e-008,-0.9101
4.05179e-008,-0.9590
4.05604e-008,-0.9950
4.06028e-008,-1.0222
4.06452e-008,-1.0295
4.06876e-008,-1.0103
4.07301e-008,-0.7873
4.07725e-008,-0.4198
4.08149e-008,-0.0558
4.08574e-008,0.3037
4.08998e-008,0.5847
4.09422e-008,0.7503
4.09846e-008,0.8179
4.10271e-008,0.8517
4.10695e-008,0.8385
4.11119e-008,0.8058
4.11543e-008,0.8142
4.11967e-008,0.8445
4.12392e-008,0.8748
4.12816e-008,0.8833
4.13240e-008,0.8835
4.13665e-008,0.8845
4.14089e-008,0.9065
4.14513e-008,0.9548
4.14937e-008,0.9913
4.15362e-008,1.0206
4.15786e-008,1.0306
4.16210e-008,1.0155
4.16634e-008,0.8184
4.17058e-008,0.4542
4.17483e-008,0.0971
4.17907e-008,-0.2724
4.18331e-008,-0.5602
4.18756e-008,-0.7372
4.19180e-008,-0.8115
4.19604e-008,-0.8500
4.20028e-008,-0.8421
4.20453e-008,-0.8068
4.20877e-008,-0.8089
4.21301e-008,-0.8389
