.HEADER
..NAMES
Time,V U1.L24&L25
.DATA
3.45764e-008,-1.0257
3.46188e-008,-0.9146
3.46612e-008,-0.5698
3.47036e-008,-0.2207
3.47461e-008,0.1710
3.47885e-008,0.4791
3.48309e-008,0.6988
3.48733e-008,0.7951
3.49158e-008,0.8416
3.49582e-008,0.8497
3.50006e-008,0.8167
3.50431e-008,0.8062
3.50855e-008,0.8309
3.51279e-008,0.8641
3.51703e-008,0.8824
3.52128e-008,0.8830
3.52552e-008,0.8843
3.52976e-008,0.8921
3.53400e-008,0.9353
3.53824e-008,0.9773
3.54249e-008,1.0101
3.54673e-008,1.0290
3.55097e-008,1.0289
3.55522e-008,0.9450
3.55946e-008,0.6073
3.56370e-008,0.2538
3.56794e-008,-0.1365
3.57219e-008,-0.4495
3.57643e-008,-0.6815
3.58067e-008,-0.7882
3.58491e-008,-0.8374
3.58915e-008,-0.8516
3.59340e-008,-0.8198
3.59764e-008,-0.8027
3.60188e-008,-0.8250
3.60613e-008,-0.8598
3.61037e-008,-0.8812
3.61461e-008,-0.8827
3.61885e-008,-0.8838
3.62310e-008,-0.8888
3.62734e-008,-0.9298
3.63158e-008,-0.9742
3.63582e-008,-1.0073
3.64006e-008,-1.0274
3.64431e-008,-1.0281
3.64855e-008,-0.9677
3.65279e-008,-0.6449
3.65703e-008,-0.2873
3.66128e-008,0.1008
3.66552e-008,0.4222
3.66976e-008,0.6664
3.67401e-008,0.7845
3.67825e-008,0.8344
3.68249e-008,0.8526
3.68673e-008,0.8235
3.69097e-008,0.8043
3.69522e-008,0.8250
3.69946e-008,0.8579
3.70370e-008,0.8809
3.70794e-008,0.8830
3.71219e-008,0.8842
3.71643e-008,0.8880
3.72067e-008,0.9253
3.72492e-008,0.9704
3.72916e-008,1.0042
3.73340e-008,1.0271
3.73764e-008,1.0298
3.74189e-008,0.9872
3.74613e-008,0.6841
3.75037e-008,0.3203
3.75461e-008,-0.0628
3.75885e-008,-0.3921
3.76310e-008,-0.6457
3.76734e-008,-0.7763
3.77158e-008,-0.8298
3.77583e-008,-0.8535
3.78007e-008,-0.8273
3.78431e-008,-0.8020
3.78855e-008,-0.8192
3.79280e-008,-0.8530
3.79704e-008,-0.8792
3.80128e-008,-0.8828
3.80552e-008,-0.8837
3.80976e-008,-0.8856
3.81401e-008,-0.9198
3.81825e-008,-0.9669
3.82249e-008,-1.0013
3.82673e-008,-1.0253
3.83098e-008,-1.0290
3.83522e-008,-0.9981
3.83946e-008,-0.7202
3.84371e-008,-0.3534
3.84795e-008,0.0241
3.85219e-008,0.3639
3.85643e-008,0.6274
3.86067e-008,0.7703
3.86492e-008,0.8270
3.86916e-008,0.8534
3.87340e-008,0.8311
3.87764e-008,0.8039
3.88189e-008,0.8195
3.88613e-008,0.8512
3.89037e-008,0.8784
3.89462e-008,0.8832
3.89886e-008,0.8840
3.90310e-008,0.8856
3.90734e-008,0.9156
3.91159e-008,0.9629
3.91583e-008,0.9978
3.92007e-008,1.0243
3.92431e-008,1.0304
3.92855e-008,1.0071
3.93280e-008,0.7555
3.93704e-008,0.3861
3.94128e-008,0.0154
3.94553e-008,-0.3333
3.94977e-008,-0.6047
3.95401e-008,-0.7592
3.95825e-008,-0.8216
3.96250e-008,-0.8529
3.96674e-008,-0.8352
3.97098e-008,-0.8032
3.97522e-008,-0.8138
3.97946e-008,-0.8459
3.98371e-008,-0.8761
3.98795e-008,-0.8829
3.99219e-008,-0.8835
3.99644e-008,-0.8840
4.00068e-008,-0.9101
4.00492e-008,-0.9590
4.00916e-008,-0.9950
4.01341e-008,-1.0222
4.01765e-008,-1.0295
4.02189e-008,-1.0103
4.02613e-008,-0.7873
4.03037e-008,-0.4198
4.03462e-008,-0.0558
4.03886e-008,0.3037
4.04310e-008,0.5847
4.04734e-008,0.7503
4.05159e-008,0.8179
4.05583e-008,0.8517
4.06007e-008,0.8385
4.06432e-008,0.8058
4.06856e-008,0.8142
4.07280e-008,0.8445
4.07704e-008,0.8748
4.08128e-008,0.8833
4.08553e-008,0.8835
4.08977e-008,0.8845
4.09401e-008,0.9065
4.09825e-008,0.9548
4.10250e-008,0.9913
4.10674e-008,1.0206
4.11098e-008,1.0306
4.11523e-008,1.0155
4.11947e-008,0.8184
4.12371e-008,0.4542
4.12795e-008,0.0971
4.13220e-008,-0.2724
4.13644e-008,-0.5602
4.14068e-008,-0.7372
4.14492e-008,-0.8115
4.14916e-008,-0.8500
4.15341e-008,-0.8421
4.15765e-008,-0.8068
4.16189e-008,-0.8089
4.16614e-008,-0.8389
4.17038e-008,-0.8719
4.17462e-008,-0.8829
4.17886e-008,-0.8831
4.18311e-008,-0.8835
4.18735e-008,-0.9015
4.19159e-008,-0.9503
4.19583e-008,-0.9885
4.20007e-008,-1.0183
4.20432e-008,-1.0295
4.20856e-008,-1.0185
4.21280e-008,-0.8476
4.21704e-008,-0.4895
4.22129e-008,-0.1377
4.22553e-008,0.2419
4.22977e-008,0.5377
4.23402e-008,0.7274
