.HEADER
..NAMES
Time,V U1.R21&P21
.DATA
3.63460e-008,0.2040
3.63800e-008,0.1941
3.64140e-008,0.1866
3.64480e-008,0.1889
3.64820e-008,0.2029
3.65160e-008,0.2068
3.65500e-008,0.1915
3.65840e-008,0.1744
3.66180e-008,0.1687
3.66520e-008,0.1453
3.66860e-008,0.1097
3.67200e-008,0.0760
3.67540e-008,0.0582
3.67880e-008,0.0568
3.68220e-008,0.0707
3.68560e-008,0.0961
3.68900e-008,0.1452
3.69240e-008,0.2132
3.69580e-008,0.2797
3.69920e-008,0.3537
3.70260e-008,0.4230
3.70600e-008,0.4886
3.70940e-008,0.5888
3.71280e-008,0.6951
3.71620e-008,0.8148
3.71960e-008,0.9390
3.72300e-008,1.0462
3.72640e-008,1.1277
3.72980e-008,1.1919
3.73320e-008,1.2308
3.73660e-008,1.2505
3.74000e-008,1.2488
3.74340e-008,1.2363
3.74680e-008,1.2220
3.75020e-008,1.2138
3.75360e-008,1.2051
3.75700e-008,1.2031
3.76040e-008,1.2085
3.76380e-008,1.2182
3.76720e-008,1.2359
3.77060e-008,1.2618
3.77400e-008,1.2837
3.77740e-008,1.3018
3.78080e-008,1.3170
3.78420e-008,1.3222
3.78760e-008,1.3200
3.79100e-008,1.2729
3.79440e-008,1.1254
3.79780e-008,0.9476
3.80120e-008,0.7805
3.80460e-008,0.6269
3.80800e-008,0.4860
3.81140e-008,0.3589
3.81480e-008,0.2574
3.81820e-008,0.2144
3.82160e-008,0.2058
3.82500e-008,0.1947
3.82840e-008,0.1883
3.83180e-008,0.1873
3.83520e-008,0.2011
3.83860e-008,0.2074
3.84200e-008,0.1946
3.84540e-008,0.1759
3.84880e-008,0.1702
3.85220e-008,0.1497
3.85560e-008,0.1154
3.85900e-008,0.0801
3.86240e-008,0.0598
3.86580e-008,0.0560
3.86920e-008,0.0679
3.87260e-008,0.0913
3.87600e-008,0.1363
3.87940e-008,0.2030
3.88280e-008,0.2713
3.88620e-008,0.3444
3.88960e-008,0.4128
3.89300e-008,0.4783
3.89640e-008,0.5735
3.89980e-008,0.6783
3.90320e-008,0.7973
3.90660e-008,0.9214
3.91000e-008,1.0328
3.91340e-008,1.1178
3.91680e-008,1.1832
3.92020e-008,1.2266
3.92360e-008,1.2488
3.92700e-008,1.2500
3.93040e-008,1.2387
3.93380e-008,1.2236
3.93720e-008,1.2149
3.94060e-008,1.2065
3.94400e-008,1.2024
3.94740e-008,1.2075
3.95080e-008,1.2163
3.95420e-008,1.2327
3.95760e-008,1.2579
3.96100e-008,1.2809
3.96440e-008,1.2990
3.96780e-008,1.3155
3.97120e-008,1.3218
3.97460e-008,1.3224
3.97800e-008,1.2877
3.98140e-008,1.1500
3.98480e-008,0.9723
3.98820e-008,0.8065
3.99160e-008,0.6476
3.99500e-008,0.5067
3.99840e-008,0.3768
4.00180e-008,0.2699
4.00520e-008,0.2178
4.00860e-008,0.2072
4.01200e-008,0.1957
4.01540e-008,0.1897
4.01880e-008,0.1858
4.02220e-008,0.1991
4.02560e-008,0.2076
4.02900e-008,0.1975
4.03240e-008,0.1778
4.03580e-008,0.1712
4.03920e-008,0.1539
4.04260e-008,0.1209
4.04600e-008,0.0846
4.04940e-008,0.0616
4.05280e-008,0.0555
4.05620e-008,0.0653
4.05960e-008,0.0869
4.06300e-008,0.1278
4.06640e-008,0.1927
4.06980e-008,0.2624
4.07320e-008,0.3346
4.07660e-008,0.4025
4.08000e-008,0.4681
4.08340e-008,0.5578
4.08680e-008,0.6620
4.09020e-008,0.7798
4.09360e-008,0.9032
4.09700e-008,1.0189
4.10040e-008,1.1073
4.10380e-008,1.1739
4.10720e-008,1.2222
4.11060e-008,1.2466
4.11400e-008,1.2508
4.11740e-008,1.2410
4.12080e-008,1.2253
4.12420e-008,1.2160
4.12760e-008,1.2079
4.13100e-008,1.2020
4.13440e-008,1.2067
4.13780e-008,1.2146
4.14120e-008,1.2296
4.14460e-008,1.2539
4.14800e-008,1.2780
4.15140e-008,1.2962
4.15480e-008,1.3136
4.15820e-008,1.3212
4.16160e-008,1.3230
4.16500e-008,1.2971
4.16840e-008,1.1728
4.17180e-008,0.9980
4.17520e-008,0.8326
4.17860e-008,0.6686
4.18200e-008,0.5273
4.18540e-008,0.3945
4.18880e-008,0.2835
4.19220e-008,0.2218
4.19560e-008,0.2082
4.19900e-008,0.1970
4.20240e-008,0.1911
4.20580e-008,0.1848
4.20920e-008,0.1970
4.21260e-008,0.2073
4.21600e-008,0.2002
4.21940e-008,0.1801
4.22280e-008,0.1718
4.22620e-008,0.1577
4.22960e-008,0.1264
4.23300e-008,0.0893
4.23640e-008,0.0639
4.23980e-008,0.0554
4.24320e-008,0.0629
4.24660e-008,0.0830
4.25000e-008,0.1199
4.25340e-008,0.1824
4.25680e-008,0.2524
4.26020e-008,0.3224
4.26360e-008,0.3916
4.26700e-008,0.4584
4.27040e-008,0.5416
4.27380e-008,0.6462
4.27720e-008,0.7620
4.28060e-008,0.8846
4.28400e-008,1.0039
4.28740e-008,1.0958
4.29080e-008,1.1642
4.29420e-008,1.2173
4.29760e-008,1.2438
4.30100e-008,1.2514
4.30440e-008,1.2429
4.30780e-008,1.2273
4.31120e-008,1.2171
4.31460e-008,1.2093
4.31800e-008,1.2019
4.32140e-008,1.2058
4.32480e-008,1.2130
4.32820e-008,1.2268
4.33160e-008,1.2499
4.33500e-008,1.2750
4.33840e-008,1.2935
4.34180e-008,1.3115
4.34520e-008,1.3206
4.34860e-008,1.3229
4.35200e-008,1.3027
4.35540e-008,1.1941
4.35880e-008,1.0243
4.36220e-008,0.8570
4.36560e-008,0.6899
4.36900e-008,0.5478
4.37240e-008,0.4121
4.37580e-008,0.2975
4.37920e-008,0.2264
4.38260e-008,0.2088
4.38600e-008,0.1986
4.38940e-008,0.1921
4.39280e-008,0.1843
4.39620e-008,0.1947
4.39960e-008,0.2066
4.40300e-008,0.2025
4.40640e-008,0.1829
4.40980e-008,0.1723
4.41320e-008,0.1612
4.41660e-008,0.1316
4.42000e-008,0.0943
4.42340e-008,0.0665
4.42680e-008,0.0556
4.43020e-008,0.0608
4.43360e-008,0.0794
4.43700e-008,0.1127
4.44040e-008,0.1722
4.44380e-008,0.2421
4.44720e-008,0.3092
4.45060e-008,0.3803
4.45400e-008,0.4493
4.45740e-008,0.5252
4.46080e-008,0.6308
4.46420e-008,0.7440
4.46760e-008,0.8654
4.47100e-008,0.9876
4.47440e-008,1.0834
4.47780e-008,1.1545
4.48120e-008,1.2118
4.48460e-008,1.2406
4.48800e-008,1.2516
4.49140e-008,1.2447
4.49480e-008,1.2294
4.49820e-008,1.2183
4.50160e-008,1.2105
4.50500e-008,1.2022
4.50840e-008,1.2050
4.51180e-008,1.2115
4.51520e-008,1.2242
4.51860e-008,1.2460
4.52200e-008,1.2717
4.52540e-008,1.2909
4.52880e-008,1.3091
4.53220e-008,1.3198
4.53560e-008,1.3228
4.53900e-008,1.3076
4.54240e-008,1.2154
4.54580e-008,1.0509
4.54920e-008,0.8810
4.55260e-008,0.7121
4.55600e-008,0.5686
4.55940e-008,0.4305
4.56280e-008,0.3121
4.56620e-008,0.2319
4.56960e-008,0.2094
4.57300e-008,0.2004
4.57640e-008,0.1928
4.57980e-008,0.1845
4.58320e-008,0.1924
4.58660e-008,0.2054
4.59000e-008,0.2044
4.59340e-008,0.1858
4.59680e-008,0.1727
4.60020e-008,0.1644
4.60360e-008,0.1366
4.60700e-008,0.0996
4.61040e-008,0.0695
4.61380e-008,0.0562
4.61720e-008,0.0591
4.62060e-008,0.0760
4.62400e-008,0.1061
4.62740e-008,0.1622
4.63080e-008,0.2314
4.63420e-008,0.2967
4.63760e-008,0.3700
4.64100e-008,0.4402
4.64440e-008,0.5104
4.64780e-008,0.6157
4.65120e-008,0.7260
4.65460e-008,0.8466
4.65800e-008,0.9704
4.66140e-008,1.0702
4.66480e-008,1.1447
4.66820e-008,1.2054
4.67160e-008,1.2372
4.67500e-008,1.2515
4.67840e-008,1.2462
4.68180e-008,1.2317
4.68520e-008,1.2194
4.68860e-008,1.2116
4.69200e-008,1.2029
4.69540e-008,1.2042
4.69880e-008,1.2103
4.70220e-008,1.2218
4.70560e-008,1.2422
4.70900e-008,1.2683
4.71240e-008,1.2882
4.71580e-008,1.3065
4.71920e-008,1.3189
4.72260e-008,1.3226
4.72600e-008,1.3122
4.72940e-008,1.2365
4.73280e-008,1.0775
4.73620e-008,0.9048
4.73960e-008,0.7351
4.74300e-008,0.5892
4.74640e-008,0.4494
4.74980e-008,0.3276
4.75320e-008,0.2390
4.75660e-008,0.2105
4.76000e-008,0.2023
4.76340e-008,0.1935
4.76680e-008,0.1855
4.77020e-008,0.1903
4.77360e-008,0.2040
4.77700e-008,0.2059
4.78040e-008,0.1889
4.78380e-008,0.1734
4.78720e-008,0.1669
4.79060e-008,0.1414
4.79400e-008,0.1051
4.79740e-008,0.0729
4.80080e-008,0.0571
4.80420e-008,0.0576
4.80760e-008,0.0729
4.81100e-008,0.1002
4.81440e-008,0.1525
4.81780e-008,0.2212
4.82120e-008,0.2861
4.82460e-008,0.3607
4.82800e-008,0.4307
4.83140e-008,0.4972
4.83480e-008,0.6006
4.83820e-008,0.7085
4.84160e-008,0.8285
4.84500e-008,0.9528
4.84840e-008,1.0567
4.85180e-008,1.1350
4.85520e-008,1.1982
4.85860e-008,1.2336
4.86200e-008,1.2511
4.86540e-008,1.2476
4.86880e-008,1.2341
4.87220e-008,1.2207
4.87560e-008,1.2127
4.87900e-008,1.2039
4.88240e-008,1.2035
4.88580e-008,1.2091
4.88920e-008,1.2196
4.89260e-008,1.2385
4.89600e-008,1.2646
4.89940e-008,1.2856
4.90280e-008,1.3038
4.90620e-008,1.3178
4.90960e-008,1.3223
4.91300e-008,1.3169
4.91640e-008,1.2576
4.91980e-008,1.1042
4.92320e-008,0.9283
4.92660e-008,0.7595
4.93000e-008,0.6100
4.93340e-008,0.4692
4.93680e-008,0.3444
4.94020e-008,0.2482
4.94360e-008,0.2122
4.94700e-008,0.2042
4.95040e-008,0.1940
4.95380e-008,0.1868
4.95720e-008,0.1884
4.96060e-008,0.2024
4.96400e-008,0.2068
4.96740e-008,0.1920
4.97080e-008,0.1745
4.97420e-008,0.1689
4.97760e-008,0.1460
4.98100e-008,0.1107
4.98440e-008,0.0767
4.98780e-008,0.0584
4.99120e-008,0.0565
4.99460e-008,0.0700
4.99800e-008,0.0949
5.00140e-008,0.1432
5.00480e-008,0.2111
5.00820e-008,0.2780
5.01160e-008,0.3518
5.01500e-008,0.4208
5.01840e-008,0.4863
5.02180e-008,0.5855
5.02520e-008,0.6914
5.02860e-008,0.8110
5.03200e-008,0.9352
5.03540e-008,1.0432
5.03880e-008,1.1255
5.04220e-008,1.1900
5.04560e-008,1.2298
5.04900e-008,1.2500
5.05240e-008,1.2489
5.05580e-008,1.2366
5.05920e-008,1.2222
5.06260e-008,1.2138
5.06600e-008,1.2052
5.06940e-008,1.2028
5.07280e-008,1.2081
5.07620e-008,1.2177
5.07960e-008,1.2351
5.08300e-008,1.2609
5.08640e-008,1.2830
5.08980e-008,1.3011
5.09320e-008,1.3165
5.09660e-008,1.3220
5.10000e-008,1.3204
5.10340e-008,1.2761
5.10680e-008,1.1302
5.11020e-008,0.9522
5.11360e-008,0.7853
5.11700e-008,0.6306
5.12040e-008,0.4898
5.12380e-008,0.3622
5.12720e-008,0.2596
5.13060e-008,0.2148
5.13400e-008,0.2059
5.13740e-008,0.1948
5.14080e-008,0.1885
5.14420e-008,0.1869
5.14760e-008,0.2006
5.15100e-008,0.2074
5.15440e-008,0.1951
5.15780e-008,0.1761
5.16120e-008,0.1703
5.16460e-008,0.1504
5.16800e-008,0.1163
5.17140e-008,0.0808
5.17480e-008,0.0600
5.17820e-008,0.0557
5.18160e-008,0.0672
5.18500e-008,0.0902
5.18840e-008,0.1344
5.19180e-008,0.2008
5.19520e-008,0.2695
5.19860e-008,0.3424
5.20200e-008,0.4106
5.20540e-008,0.4760
5.20880e-008,0.5702
5.21220e-008,0.6747
5.21560e-008,0.7935
5.21900e-008,0.9175
5.22240e-008,1.0298
5.22580e-008,1.1155
5.22920e-008,1.1812
5.23260e-008,1.2256
5.23600e-008,1.2482
5.23940e-008,1.2499
5.24280e-008,1.2390
5.24620e-008,1.2238
5.24960e-008,1.2149
5.25300e-008,1.2066
5.25640e-008,1.2022
5.25980e-008,1.2072
5.26320e-008,1.2158
5.26660e-008,1.2319
5.27000e-008,1.2569
5.27340e-008,1.2802
5.27680e-008,1.2983
5.28020e-008,1.3149
5.28360e-008,1.3215
5.28700e-008,1.3224
5.29040e-008,1.2897
5.29380e-008,1.1544
5.29720e-008,0.9770
5.30060e-008,0.8114
5.30400e-008,0.6515
5.30740e-008,0.5105
5.31080e-008,0.3801
5.31420e-008,0.2724
5.31760e-008,0.2183
5.32100e-008,0.2073
5.32440e-008,0.1959
5.32780e-008,0.1899
5.33120e-008,0.1855
5.33460e-008,0.1986
5.33800e-008,0.2074
5.34140e-008,0.1979
5.34480e-008,0.1781
5.34820e-008,0.1712
5.35160e-008,0.1545
5.35500e-008,0.1219
5.35840e-008,0.0854
5.36180e-008,0.0619
5.36520e-008,0.0553
5.36860e-008,0.0647
5.37200e-008,0.0860
5.37540e-008,0.1261
5.37880e-008,0.1905
5.38220e-008,0.2604
5.38560e-008,0.3324
5.38900e-008,0.4003
5.39240e-008,0.4659
5.39580e-008,0.5543
5.39920e-008,0.6585
5.40260e-008,0.7759
5.40600e-008,0.8993
5.40940e-008,1.0157
5.41280e-008,1.1048
5.41620e-008,1.1718
5.41960e-008,1.2211
5.42300e-008,1.2459
5.42640e-008,1.2508
5.42980e-008,1.2412
5.43320e-008,1.2256
5.43660e-008,1.2161
5.44000e-008,1.2081
5.44340e-008,1.2018
5.44680e-008,1.2064
5.45020e-008,1.2141
5.45360e-008,1.2289
5.45700e-008,1.2530
5.46040e-008,1.2773
5.46380e-008,1.2955
5.46720e-008,1.3131
5.47060e-008,1.3210
5.47400e-008,1.3228
5.47740e-008,1.2984
5.48080e-008,1.1769
5.48420e-008,1.0030
5.48760e-008,0.8372
5.49100e-008,0.6725
5.49440e-008,0.5311
5.49780e-008,0.3977
5.50120e-008,0.2860
5.50460e-008,0.2225
5.50800e-008,0.2081
5.51140e-008,0.1972
5.51480e-008,0.1912
5.51820e-008,0.1846
5.52160e-008,0.1965
5.52500e-008,0.2071
5.52840e-008,0.2006
5.53180e-008,0.1806
5.53520e-008,0.1718
5.53860e-008,0.1583
5.54200e-008,0.1273
5.54540e-008,0.0902
5.54880e-008,0.0642
5.55220e-008,0.0553
5.55560e-008,0.0623
5.55900e-008,0.0821
5.56240e-008,0.1183
5.56580e-008,0.1802
5.56920e-008,0.2502
5.57260e-008,0.3196
5.57600e-008,0.3891
5.57940e-008,0.4563
5.58280e-008,0.5380
5.58620e-008,0.6427
5.58960e-008,0.7581
5.59300e-008,0.8804
5.59640e-008,1.0005
5.59980e-008,1.0932
5.60320e-008,1.1621
5.60660e-008,1.2161
5.61000e-008,1.2430
5.61340e-008,1.2513
5.61680e-008,1.2432
5.62020e-008,1.2276
5.62360e-008,1.2172
5.62700e-008,1.2094
5.63040e-008,1.2018
5.63380e-008,1.2056
5.63720e-008,1.2126
5.64060e-008,1.2261
5.64400e-008,1.2490
5.64740e-008,1.2742
5.65080e-008,1.2928
5.65420e-008,1.3109
5.65760e-008,1.3203
5.66100e-008,1.3228
5.66440e-008,1.3037
5.66780e-008,1.1984
5.67120e-008,1.0294
5.67460e-008,0.8616
5.67800e-008,0.6940
5.68140e-008,0.5517
5.68480e-008,0.4155
5.68820e-008,0.3002
5.69160e-008,0.2273
5.69500e-008,0.2088
5.69840e-008,0.1989
5.70180e-008,0.1921
5.70520e-008,0.1842
5.70860e-008,0.1941
5.71200e-008,0.2063
5.71540e-008,0.2028
5.71880e-008,0.1833
5.72220e-008,0.1723
5.72560e-008,0.1618
5.72900e-008,0.1325
5.73240e-008,0.0953
5.73580e-008,0.0669
5.73920e-008,0.0556
5.74260e-008,0.0603
5.74600e-008,0.0786
5.74940e-008,0.1112
5.75280e-008,0.1701
5.75620e-008,0.2399
5.75960e-008,0.3065
5.76300e-008,0.3781
5.76640e-008,0.4473
5.76980e-008,0.5219
5.77320e-008,0.6274
5.77660e-008,0.7401
5.78000e-008,0.8613
5.78340e-008,0.9840
5.78680e-008,1.0806
5.79020e-008,1.1523
5.79360e-008,1.2104
5.79700e-008,1.2398
5.80040e-008,1.2515
5.80380e-008,1.2449
5.80720e-008,1.2297
5.81060e-008,1.2184
5.81400e-008,1.2106
5.81740e-008,1.2022
5.82080e-008,1.2048
5.82420e-008,1.2112
5.82760e-008,1.2236
5.83100e-008,1.2451
5.83440e-008,1.2709
5.83780e-008,1.2902
5.84120e-008,1.3085
5.84460e-008,1.3195
5.84800e-008,1.3227
5.85140e-008,1.3084
5.85480e-008,1.2194
5.85820e-008,1.0561
5.86160e-008,0.8856
5.86500e-008,0.7164
5.86840e-008,0.5724
5.87180e-008,0.4339
5.87520e-008,0.3149
5.87860e-008,0.2329
5.88200e-008,0.2094
5.88540e-008,0.2007
5.88880e-008,0.1929
5.89220e-008,0.1846
5.89560e-008,0.1919
5.89900e-008,0.2050
5.90240e-008,0.2046
5.90580e-008,0.1863
5.90920e-008,0.1727
5.91260e-008,0.1648
5.91600e-008,0.1375
5.91940e-008,0.1006
5.92280e-008,0.0700
5.92620e-008,0.0562
5.92960e-008,0.0586
5.93300e-008,0.0753
5.93640e-008,0.1048
5.93980e-008,0.1602
5.94320e-008,0.2293
5.94660e-008,0.2942
5.95000e-008,0.3680
5.95340e-008,0.4381
5.95680e-008,0.5073
5.96020e-008,0.6123
5.96360e-008,0.7222
5.96700e-008,0.8426
5.97040e-008,0.9666
5.97380e-008,1.0673
5.97720e-008,1.1426
5.98060e-008,1.2039
5.98400e-008,1.2364
5.98740e-008,1.2514
5.99080e-008,1.2464
5.99420e-008,1.2320
5.99760e-008,1.2196
6.00100e-008,1.2117
6.00440e-008,1.2029
6.00780e-008,1.2040
6.01120e-008,1.2099
6.01460e-008,1.2213
6.01800e-008,1.2413
6.02140e-008,1.2674
6.02480e-008,1.2876
6.02820e-008,1.3059
6.03160e-008,1.3186
6.03500e-008,1.3225
6.03840e-008,1.3133
6.04180e-008,1.2407
6.04520e-008,1.0826
6.04860e-008,0.9092
6.05200e-008,0.7395
6.05540e-008,0.5931
6.05880e-008,0.4530
6.06220e-008,0.3306
6.06560e-008,0.2405
6.06900e-008,0.2106
6.07240e-008,0.2026
6.07580e-008,0.1935
6.07920e-008,0.1856
6.08260e-008,0.1898
6.08600e-008,0.2036
6.08940e-008,0.2060
6.09280e-008,0.1894
6.09620e-008,0.1735
6.09960e-008,0.1673
6.10300e-008,0.1423
6.10640e-008,0.1061
6.10980e-008,0.0735
6.11320e-008,0.0572
6.11660e-008,0.0572
6.12000e-008,0.0722
6.12340e-008,0.0990
6.12680e-008,0.1505
6.13020e-008,0.2191
6.13360e-008,0.2842
6.13700e-008,0.3588
6.14040e-008,0.4286
6.14380e-008,0.4947
6.14720e-008,0.5973
6.15060e-008,0.7047
6.15400e-008,0.8247
6.15740e-008,0.9490
6.16080e-008,1.0538
6.16420e-008,1.1330
6.16760e-008,1.1965
6.17100e-008,1.2328
6.17440e-008,1.2508
6.17780e-008,1.2477
6.18120e-008,1.2345
6.18460e-008,1.2209
6.18800e-008,1.2128
6.19140e-008,1.2041
6.19480e-008,1.2032
6.19820e-008,1.2088
6.20160e-008,1.2191
6.20500e-008,1.2377
6.20840e-008,1.2638
6.21180e-008,1.2850
6.21520e-008,1.3031
6.21860e-008,1.3175
6.22200e-008,1.3222
6.22540e-008,1.3176
6.22880e-008,1.2616
6.23220e-008,1.1094
6.23560e-008,0.9328
6.23900e-008,0.7643
6.24240e-008,0.6138
6.24580e-008,0.4730
6.24920e-008,0.3477
6.25260e-008,0.2502
6.25600e-008,0.2125
6.25940e-008,0.2045
6.26280e-008,0.1941
6.26620e-008,0.1871
6.26960e-008,0.1880
6.27300e-008,0.2020
6.27640e-008,0.2068
6.27980e-008,0.1925
6.28320e-008,0.1747
6.28660e-008,0.1691
6.29000e-008,0.1468
6.29340e-008,0.1117
6.29680e-008,0.0774
6.30020e-008,0.0585
6.30360e-008,0.0562
6.30700e-008,0.0693
6.31040e-008,0.0938
6.31380e-008,0.1413
6.31720e-008,0.2090
6.32060e-008,0.2762
6.32400e-008,0.3498
6.32740e-008,0.4186
6.33080e-008,0.4840
6.33420e-008,0.5822
6.33760e-008,0.6877
6.34100e-008,0.8072
6.34440e-008,0.9314
6.34780e-008,1.0403
6.35120e-008,1.1233
6.35460e-008,1.1882
6.35800e-008,1.2288
6.36140e-008,1.2496
6.36480e-008,1.2490
6.36820e-008,1.2370
6.37160e-008,1.2223
6.37500e-008,1.2139
6.37840e-008,1.2054
6.38180e-008,1.2025
6.38520e-008,1.2079
6.38860e-008,1.2172
6.39200e-008,1.2343
6.39540e-008,1.2600
6.39880e-008,1.2823
6.40220e-008,1.3004
6.40560e-008,1.3161
6.40900e-008,1.3218
6.41240e-008,1.3210
6.41580e-008,1.2791
6.41920e-008,1.1351
6.42260e-008,0.9569
6.42600e-008,0.7903
6.42940e-008,0.6345
6.43280e-008,0.4937
6.43620e-008,0.3656
6.43960e-008,0.2619
6.44300e-008,0.2153
6.44640e-008,0.2062
6.44980e-008,0.1949
6.45320e-008,0.1887
6.45660e-008,0.1865
6.46000e-008,0.2002
6.46340e-008,0.2073
6.46680e-008,0.1956
6.47020e-008,0.1763
6.47360e-008,0.1704
6.47700e-008,0.1512
6.48040e-008,0.1174
6.48380e-008,0.0816
6.48720e-008,0.0602
6.49060e-008,0.0555
6.49400e-008,0.0666
6.49740e-008,0.0892
6.50080e-008,0.1326
6.50420e-008,0.1987
6.50760e-008,0.2677
6.51100e-008,0.3404
6.51440e-008,0.4084
6.51780e-008,0.4738
6.52120e-008,0.5668
6.52460e-008,0.6711
6.52800e-008,0.7898
6.53140e-008,0.9137
6.53480e-008,1.0269
6.53820e-008,1.1133
6.54160e-008,1.1792
6.54500e-008,1.2246
6.54840e-008,1.2477
6.55180e-008,1.2500
6.55520e-008,1.2394
6.55860e-008,1.2240
6.56200e-008,1.2151
6.56540e-008,1.2068
6.56880e-008,1.2020
6.57220e-008,1.2070
6.57560e-008,1.2154
6.57900e-008,1.2312
6.58240e-008,1.2561
6.58580e-008,1.2795
6.58920e-008,1.2976
6.59260e-008,1.3145
6.59600e-008,1.3213
6.59940e-008,1.3224
6.60280e-008,1.2917
6.60620e-008,1.1589
6.60960e-008,0.9820
6.61300e-008,0.8165
6.61640e-008,0.6554
6.61980e-008,0.5144
6.62320e-008,0.3834
6.62660e-008,0.2749
6.63000e-008,0.2190
6.63340e-008,0.2074
6.63680e-008,0.1960
6.64020e-008,0.1901
6.64360e-008,0.1852
6.64700e-008,0.1981
6.65040e-008,0.2073
6.65380e-008,0.1984
6.65720e-008,0.1785
6.66060e-008,0.1713
6.66400e-008,0.1552
6.66740e-008,0.1229
6.67080e-008,0.0862
6.67420e-008,0.0623
6.67760e-008,0.0552
6.68100e-008,0.0641
6.68440e-008,0.0851
6.68780e-008,0.1244
6.69120e-008,0.1884
6.69460e-008,0.2583
6.69800e-008,0.3298
6.70140e-008,0.3980
6.70480e-008,0.4637
6.70820e-008,0.5509
6.71160e-008,0.6551
6.71500e-008,0.7721
6.71840e-008,0.8953
6.72180e-008,1.0126
6.72520e-008,1.1024
6.72860e-008,1.1698
6.73200e-008,1.2200
6.73540e-008,1.2452
6.73880e-008,1.2508
6.74220e-008,1.2415
6.74560e-008,1.2258
6.74900e-008,1.2162
6.75240e-008,1.2082
6.75580e-008,1.2017
6.75920e-008,1.2061
6.76260e-008,1.2137
6.76600e-008,1.2282
6.76940e-008,1.2521
6.77280e-008,1.2766
6.77620e-008,1.2949
6.77960e-008,1.3125
6.78300e-008,1.3208
6.78640e-008,1.3227
6.78980e-008,1.2997
6.79320e-008,1.1813
6.79660e-008,1.0081
6.80000e-008,0.8420
6.80340e-008,0.6766
6.80680e-008,0.5350
6.81020e-008,0.4011
6.81360e-008,0.2886
6.81700e-008,0.2233
6.82040e-008,0.2082
6.82380e-008,0.1975
6.82720e-008,0.1913
6.83060e-008,0.1843
6.83400e-008,0.1959
6.83740e-008,0.2069
6.84080e-008,0.2009
6.84420e-008,0.1810
6.84760e-008,0.1718
6.85100e-008,0.1590
6.85440e-008,0.1283
6.85780e-008,0.0911
6.86120e-008,0.0647
6.86460e-008,0.0552
6.86800e-008,0.0618
6.87140e-008,0.0812
6.87480e-008,0.1167
6.87820e-008,0.1781
6.88160e-008,0.2482
6.88500e-008,0.3168
6.88840e-008,0.3867
6.89180e-008,0.4543
6.89520e-008,0.5345
6.89860e-008,0.6395
6.90200e-008,0.7543
6.90540e-008,0.8764
6.90880e-008,0.9972
6.91220e-008,1.0906
6.91560e-008,1.1601
6.91900e-008,1.2149
6.92240e-008,1.2423
6.92580e-008,1.2512
6.92920e-008,1.2434
6.93260e-008,1.2279
6.93600e-008,1.2174
6.93940e-008,1.2095
6.94280e-008,1.2018
6.94620e-008,1.2053
6.94960e-008,1.2122
6.95300e-008,1.2255
6.95640e-008,1.2481
6.95980e-008,1.2735
6.96320e-008,1.2922
6.96660e-008,1.3103
6.97000e-008,1.3201
6.97340e-008,1.3227
6.97680e-008,1.3045
6.98020e-008,1.2024
6.98360e-008,1.0346
6.98700e-008,0.8663
6.99040e-008,0.6983
6.99380e-008,0.5557
6.99720e-008,0.4190
7.00060e-008,0.3029
7.00400e-008,0.2282
7.00740e-008,0.2088
7.01080e-008,0.1991
7.01420e-008,0.1923
7.01760e-008,0.1842
7.02100e-008,0.1936
7.02440e-008,0.2059
7.02780e-008,0.2031
7.03120e-008,0.1838
7.03460e-008,0.1723
7.03800e-008,0.1624
7.04140e-008,0.1334
7.04480e-008,0.0962
7.04820e-008,0.0674
7.05160e-008,0.0556
7.05500e-008,0.0599
7.05840e-008,0.0778
7.06180e-008,0.1098
7.06520e-008,0.1680
7.06860e-008,0.2377
7.07200e-008,0.3039
7.07540e-008,0.3758
7.07880e-008,0.4453
7.08220e-008,0.5187
7.08560e-008,0.6242
7.08900e-008,0.7362
7.09240e-008,0.8573
7.09580e-008,0.9803
7.09920e-008,1.0778
7.10260e-008,1.1502
7.10600e-008,1.2091
7.10940e-008,1.2390
7.11280e-008,1.2514
7.11620e-008,1.2451
7.11960e-008,1.2301
7.12300e-008,1.2185
7.12640e-008,1.2107
7.12980e-008,1.2022
7.13320e-008,1.2045
7.13660e-008,1.2108
7.14000e-008,1.2230
7.14340e-008,1.2443
7.14680e-008,1.2701
7.15020e-008,1.2896
7.15360e-008,1.3079
7.15700e-008,1.3193
7.16040e-008,1.3225
7.16380e-008,1.3094
7.16720e-008,1.2236
7.17060e-008,1.0613
7.17400e-008,0.8902
7.17740e-008,0.7207
7.18080e-008,0.5764
7.18420e-008,0.4375
7.18760e-008,0.3177
7.19100e-008,0.2341
7.19440e-008,0.2095
7.19780e-008,0.2010
7.20120e-008,0.1929
7.20460e-008,0.1847
7.20800e-008,0.1914
7.21140e-008,0.2047
7.21480e-008,0.2049
7.21820e-008,0.1868
7.22160e-008,0.1728
7.22500e-008,0.1653
7.22840e-008,0.1384
7.23180e-008,0.1016
7.23520e-008,0.0706
7.23860e-008,0.0563
7.24200e-008,0.0582
7.24540e-008,0.0745
7.24880e-008,0.1034
7.25220e-008,0.1581
7.25560e-008,0.2272
7.25900e-008,0.2919
7.26240e-008,0.3660
7.26580e-008,0.4361
7.26920e-008,0.5045
7.27260e-008,0.6091
7.27600e-008,0.7185
7.27940e-008,0.8388
7.28280e-008,0.9629
