.HEADER
..NAMES
Time,V U1.W24&W25
.DATA
3.46612e-008,-0.7602
3.47036e-008,-0.3575
3.47461e-008,0.0325
3.47885e-008,0.3872
3.48309e-008,0.6502
3.48733e-008,0.8208
3.49158e-008,0.8973
3.49582e-008,0.9001
3.50006e-008,0.8800
3.50431e-008,0.8271
3.50855e-008,0.7930
3.51279e-008,0.8147
3.51703e-008,0.8583
3.52128e-008,0.9010
3.52552e-008,0.9104
3.52976e-008,0.9046
3.53400e-008,0.8957
3.53824e-008,0.8956
3.54249e-008,0.9257
3.54673e-008,0.9863
3.55097e-008,1.0262
3.55522e-008,1.0239
3.55946e-008,0.7958
3.56370e-008,0.3952
3.56794e-008,0.0100
3.57219e-008,-0.3554
3.57643e-008,-0.6284
3.58067e-008,-0.8056
3.58491e-008,-0.8932
3.58915e-008,-0.8989
3.59340e-008,-0.8824
3.59764e-008,-0.8321
3.60188e-008,-0.7915
3.60613e-008,-0.8077
3.61037e-008,-0.8515
3.61461e-008,-0.8980
3.61885e-008,-0.9097
3.62310e-008,-0.9056
3.62734e-008,-0.8965
3.63158e-008,-0.8944
3.63582e-008,-0.9197
3.64006e-008,-0.9794
3.64431e-008,-1.0236
3.64855e-008,-1.0268
3.65279e-008,-0.8273
3.65703e-008,-0.4318
3.66128e-008,-0.0516
3.66552e-008,0.3255
3.66976e-008,0.6076
3.67401e-008,0.7917
3.67825e-008,0.8901
3.68249e-008,0.9007
3.68673e-008,0.8872
3.69097e-008,0.8385
3.69522e-008,0.7947
3.69946e-008,0.8081
3.70370e-008,0.8483
3.70794e-008,0.8954
3.71219e-008,0.9101
3.71643e-008,0.9066
3.72067e-008,0.8968
3.72492e-008,0.8944
3.72916e-008,0.9162
3.73340e-008,0.9745
3.73764e-008,1.0213
3.74189e-008,1.0298
3.74613e-008,0.8600
3.75037e-008,0.4717
3.75461e-008,0.0943
3.75885e-008,-0.2931
3.76310e-008,-0.5840
3.76734e-008,-0.7756
3.77158e-008,-0.8837
3.77583e-008,-0.8997
3.78007e-008,-0.8886
3.78431e-008,-0.8435
3.78855e-008,-0.7951
3.79280e-008,-0.8016
3.79704e-008,-0.8412
3.80128e-008,-0.8916
