.HEADER
..NAMES
Time,V U1.M26
1.03517e-008,0.2165
1.03941e-008,0.2165
1.04366e-008,0.2163
1.04790e-008,0.2164
1.05214e-008,0.2165
1.05638e-008,0.2164
1.06063e-008,0.2164
1.06487e-008,0.2165
1.06911e-008,0.2164
1.07335e-008,0.2164
1.07759e-008,0.2165
1.08184e-008,0.2164
1.08608e-008,0.2164
1.09032e-008,0.2164
1.09456e-008,0.2164
1.09881e-008,0.2165
1.10305e-008,0.2165
1.10729e-008,0.2164
1.11154e-008,0.2165
1.11578e-008,0.2165
1.12002e-008,0.2418
1.12426e-008,0.3884
1.12851e-008,0.5600
1.13275e-008,0.7775
1.13699e-008,0.9571
1.14123e-008,1.0742
1.14548e-008,1.1456
1.14972e-008,1.1705
1.15396e-008,1.1711
1.15820e-008,1.1668
1.16244e-008,1.1689
1.16669e-008,1.1725
1.17093e-008,1.1947
1.17517e-008,1.2144
1.17941e-008,1.2007
1.18366e-008,1.1897
1.18790e-008,1.1771
1.19214e-008,1.1741
1.19639e-008,1.1928
1.20063e-008,1.2278
1.20487e-008,1.2539
1.20911e-008,1.2713
1.21336e-008,1.2240
1.21760e-008,0.9891
1.22184e-008,0.7707
1.22608e-008,0.5686
1.23032e-008,0.4045
1.23457e-008,0.3201
1.23881e-008,0.2832
1.24305e-008,0.2827
1.24729e-008,0.3076
1.25154e-008,0.3176
1.25578e-008,0.3004
1.26002e-008,0.2913
1.26427e-008,0.2660
1.26851e-008,0.2473
1.27275e-008,0.2855
1.27699e-008,0.3076
1.28124e-008,0.3037
1.28548e-008,0.2966
1.28972e-008,0.2688
1.29396e-008,0.2216
1.29821e-008,0.2000
1.30245e-008,0.1937
1.30669e-008,0.1971
1.31093e-008,0.2129
1.31517e-008,0.2197
1.31942e-008,0.2273
1.32366e-008,0.2349
1.32790e-008,0.2256
1.33214e-008,0.2137
1.33639e-008,0.2118
1.34063e-008,0.2065
1.34487e-008,0.2070
1.34912e-008,0.2200
1.35336e-008,0.2217
1.35760e-008,0.2168
1.36184e-008,0.2155
1.36609e-008,0.2118
1.37033e-008,0.2097
1.37457e-008,0.2131
1.37881e-008,0.2152
1.38306e-008,0.2183
1.38730e-008,0.2212
1.39154e-008,0.2185
1.39578e-008,0.2184
1.40002e-008,0.2189
1.40427e-008,0.2145
1.40851e-008,0.2130
1.41275e-008,0.2153
1.41699e-008,0.2155
1.42124e-008,0.2169
1.42548e-008,0.2195
1.42972e-008,0.2179
1.43397e-008,0.2162
1.43821e-008,0.2160
1.44245e-008,0.2155
1.44669e-008,0.2163
1.45094e-008,0.2170
1.45518e-008,0.2165
1.45942e-008,0.2172
1.46366e-008,0.2174
1.46790e-008,0.2161
1.47215e-008,0.2164
1.47639e-008,0.2167
1.48063e-008,0.2157
1.48487e-008,0.2160
1.48912e-008,0.2169
1.49336e-008,0.2169
1.49760e-008,0.3212
1.50185e-008,0.4948
1.50609e-008,0.6889
1.51033e-008,0.8930
1.51457e-008,1.0350
1.51881e-008,1.1235
1.52306e-008,1.1655
1.52730e-008,1.1739
1.53154e-008,1.1671
1.53579e-008,1.1680
1.54003e-008,1.1698
1.54427e-008,1.1840
1.54851e-008,1.2106
1.55276e-008,1.2081
1.55700e-008,1.1930
1.56124e-008,1.1822
1.56548e-008,1.1736
1.56972e-008,1.1826
1.57397e-008,1.2141
1.57821e-008,1.2452
1.58245e-008,1.2651
1.58670e-008,1.2757
1.59094e-008,1.2685
1.59518e-008,1.2619
1.59942e-008,1.2549
1.60366e-008,1.2474
1.60791e-008,1.2481
1.61215e-008,1.2544
1.61639e-008,1.2594
1.62064e-008,1.2660
1.62488e-008,1.2714
1.62912e-008,1.2660
1.63336e-008,1.2608
1.63761e-008,1.2598
1.64185e-008,1.2596
1.64609e-008,1.2633
1.65033e-008,1.2669
1.65457e-008,1.2669
1.65882e-008,1.2653
1.66306e-008,1.2628
1.66730e-008,1.2593
1.67155e-008,1.2595
1.67579e-008,1.2600
1.68003e-008,1.2524
1.68427e-008,1.1409
1.68851e-008,0.9226
1.69276e-008,0.7362
1.69700e-008,0.5407
1.70124e-008,0.3940
1.70548e-008,0.3169
1.70973e-008,0.2830
1.71397e-008,0.2864
1.71821e-008,0.3053
1.72246e-008,0.3047
1.72670e-008,0.2993
1.73094e-008,0.2891
1.73518e-008,0.2590
1.73942e-008,0.2599
1.74367e-008,0.2907
1.74791e-008,0.2968
1.75215e-008,0.2969
1.75640e-008,0.2914
1.76064e-008,0.2573
1.76488e-008,0.2184
1.76912e-008,0.2030
1.77336e-008,0.1950
1.77761e-008,0.2020
1.78185e-008,0.2123
1.78609e-008,0.2192
1.79033e-008,0.2295
1.79458e-008,0.2315
1.79882e-008,0.2216
1.80306e-008,0.2159
1.80731e-008,0.2124
1.81155e-008,0.2054
1.81579e-008,0.2110
1.82003e-008,0.2202
1.82427e-008,0.2184
1.82852e-008,0.2169
1.83276e-008,0.2157
1.83700e-008,0.2117
1.84125e-008,0.2109
1.84549e-008,0.2135
1.84973e-008,0.2156
1.85397e-008,0.2193
1.85822e-008,0.2197
1.86246e-008,0.2181
1.86670e-008,0.2194
1.87094e-008,0.2177
1.87518e-008,0.2140
1.87943e-008,0.2144
1.88367e-008,0.2154
1.88791e-008,0.2152
1.89216e-008,0.2177
1.89640e-008,0.2190
1.90064e-008,0.2172
1.90488e-008,0.2165
1.90912e-008,0.2160
1.91337e-008,0.2158
1.91761e-008,0.2165
1.92185e-008,0.2166
1.92610e-008,0.2167
1.93034e-008,0.2175
1.93458e-008,0.2168
1.93882e-008,0.2161
1.94307e-008,0.2168
1.94731e-008,0.2163
1.95155e-008,0.2157
1.95579e-008,0.2164
1.96003e-008,0.2168
1.96428e-008,0.2580
1.96852e-008,0.4111
1.97276e-008,0.5821
1.97701e-008,0.8026
1.98125e-008,0.9746
1.98549e-008,1.0841
1.98973e-008,1.1505
1.99397e-008,1.1718
1.99822e-008,1.1699
2.00246e-008,1.1670
2.00670e-008,1.1695
2.01095e-008,1.1744
2.01519e-008,1.1982
2.01943e-008,1.2141
2.02367e-008,1.1987
2.02792e-008,1.1885
2.03216e-008,1.1762
2.03640e-008,1.1753
2.04064e-008,1.1970
2.04488e-008,1.2318
2.04913e-008,1.2562
2.05337e-008,1.2717
2.05761e-008,1.2015
2.06186e-008,0.9580
2.06610e-008,0.7483
2.07034e-008,0.5455
2.07458e-008,0.3898
2.07882e-008,0.3145
2.08307e-008,0.2820
2.08731e-008,0.2848
2.09155e-008,0.3112
2.09580e-008,0.3162
2.10004e-008,0.2990
2.10428e-008,0.2898
2.10852e-008,0.2620
2.11277e-008,0.2494
2.11701e-008,0.2904
2.12125e-008,0.3078
2.12549e-008,0.3030
2.12973e-008,0.2951
2.13398e-008,0.2634
2.13822e-008,0.2174
2.14246e-008,0.1992
2.14671e-008,0.1932
2.15095e-008,0.1989
2.15519e-008,0.2143
2.15943e-008,0.2203
2.16367e-008,0.2287
2.16792e-008,0.2348
2.17216e-008,0.2239
2.17640e-008,0.2132
2.18064e-008,0.2116
2.18489e-008,0.2058
2.18913e-008,0.2084
2.19337e-008,0.2212
2.19762e-008,0.2211
2.20186e-008,0.2166
2.20610e-008,0.2153
2.21034e-008,0.2114
2.21458e-008,0.2100
2.21883e-008,0.2135
2.22307e-008,0.2154
2.22731e-008,0.2190
2.23156e-008,0.2211
2.23580e-008,0.2183
2.24004e-008,0.2187
2.24428e-008,0.2186
2.24852e-008,0.2141
2.25277e-008,0.2132
2.25701e-008,0.2155
2.26125e-008,0.2156
2.26549e-008,0.2174
2.26974e-008,0.2196
2.27398e-008,0.2176
2.27822e-008,0.2162
2.28247e-008,0.2160
2.28671e-008,0.2156
2.29095e-008,0.2165
2.29519e-008,0.2170
2.29943e-008,0.2165
2.30368e-008,0.2174
2.30792e-008,0.2173
2.31216e-008,0.2161
2.31641e-008,0.2166
2.32065e-008,0.2167
2.32489e-008,0.2156
2.32913e-008,0.2162
2.33338e-008,0.2170
2.33762e-008,0.2226
2.34186e-008,0.3416
2.34610e-008,0.5157
2.35034e-008,0.7172
2.35459e-008,0.9138
2.35883e-008,1.0481
2.36307e-008,1.1319
2.36732e-008,1.1675
2.37156e-008,1.1735
2.37580e-008,1.1671
2.38004e-008,1.1684
2.38428e-008,1.1703
2.38853e-008,1.1873
2.39277e-008,1.2124
2.39701e-008,1.2056
2.40126e-008,1.1922
2.40550e-008,1.1807
2.40974e-008,1.1736
2.41398e-008,1.1856
2.41823e-008,1.2187
2.42247e-008,1.2481
2.42671e-008,1.2673
2.43095e-008,1.2521
2.43519e-008,1.0619
2.43944e-008,0.8224
2.44368e-008,0.6241
2.44792e-008,0.4427
2.45217e-008,0.3364
2.45641e-008,0.2899
2.46065e-008,0.2798
2.46489e-008,0.3001
2.46913e-008,0.3195
2.47338e-008,0.3051
2.47762e-008,0.2942
2.48186e-008,0.2752
2.48611e-008,0.2469
2.49035e-008,0.2730
2.49459e-008,0.3059
2.49883e-008,0.3053
2.50308e-008,0.2993
2.50732e-008,0.2799
2.51156e-008,0.2335
2.51580e-008,0.2031
2.52004e-008,0.1955
2.52429e-008,0.1942
2.52853e-008,0.2092
2.53277e-008,0.2186
2.53702e-008,0.2247
2.54126e-008,0.2342
2.54550e-008,0.2297
2.54974e-008,0.2160
2.55398e-008,0.2122
2.55823e-008,0.2085
2.56247e-008,0.2052
2.56671e-008,0.2169
2.57096e-008,0.2229
2.57520e-008,0.2178
2.57944e-008,0.2160
2.58368e-008,0.2132
2.58793e-008,0.2098
2.59217e-008,0.2121
2.59641e-008,0.2149
2.60065e-008,0.2172
2.60489e-008,0.2211
2.60914e-008,0.2195
2.61338e-008,0.2181
2.61762e-008,0.2194
2.62187e-008,0.2160
2.62611e-008,0.2129
2.63035e-008,0.2149
2.63459e-008,0.2157
2.63883e-008,0.2163
2.64308e-008,0.2192
2.64732e-008,0.2187
2.65156e-008,0.2165
2.65580e-008,0.2162
2.66005e-008,0.2157
2.66429e-008,0.2160
2.66853e-008,0.2171
2.67278e-008,0.2167
2.67702e-008,0.2170
2.68126e-008,0.2177
2.68550e-008,0.2165
2.68974e-008,0.2163
2.69399e-008,0.2169
2.69823e-008,0.2160
2.70247e-008,0.2158
2.70672e-008,0.2169
2.71096e-008,0.2170
2.71520e-008,0.2851
2.71944e-008,0.4492
2.72368e-008,0.6268
2.72793e-008,0.8445
2.73217e-008,1.0036
2.73641e-008,1.1019
2.74065e-008,1.1585
2.74490e-008,1.1734
2.74914e-008,1.1681
2.75338e-008,1.1675
2.75763e-008,1.1697
2.76187e-008,1.1783
2.76611e-008,1.2044
2.77035e-008,1.2125
2.77459e-008,1.1959
2.77884e-008,1.1860
2.78308e-008,1.1748
2.78732e-008,1.1779
2.79157e-008,1.2045
2.79581e-008,1.2383
2.80005e-008,1.2604
2.80429e-008,1.2681
2.80854e-008,1.1535
2.81278e-008,0.9048
2.81702e-008,0.7054
2.82126e-008,0.5060
2.82550e-008,0.3668
2.82975e-008,0.3057
2.83399e-008,0.2802
2.83823e-008,0.2896
2.84248e-008,0.3168
2.84672e-008,0.3128
2.85096e-008,0.2970
2.85520e-008,0.2858
2.85944e-008,0.2550
2.86369e-008,0.2558
2.86793e-008,0.2980
2.87217e-008,0.3073
2.87642e-008,0.3018
2.88066e-008,0.2913
2.88490e-008,0.2529
2.88914e-008,0.2108
2.89339e-008,0.1979
2.89763e-008,0.1928
2.90187e-008,0.2585
2.90611e-008,0.4520
2.91035e-008,0.6392
2.91460e-008,0.8670
2.91884e-008,1.0272
2.92308e-008,1.1074
2.92733e-008,1.1549
2.93157e-008,1.1671
2.93581e-008,1.1546
2.94005e-008,1.1599
2.94429e-008,1.1765
2.94854e-008,1.1807
2.95278e-008,1.2041
2.95702e-008,1.2151
2.96127e-008,1.1880
2.96551e-008,1.1766
2.96975e-008,1.1713
2.97399e-008,1.1763
2.97824e-008,1.2068
2.98248e-008,1.2446
2.98672e-008,1.2632
2.99096e-008,1.2759
2.99521e-008,1.1954
2.99945e-008,0.9456
3.00369e-008,0.7403
3.00793e-008,0.5408
3.01218e-008,0.3872
3.01642e-008,0.3174
3.02066e-008,0.2870
3.02490e-008,0.2872
3.02914e-008,0.3125
3.03339e-008,0.3146
3.03763e-008,0.2957
3.04187e-008,0.2886
3.04612e-008,0.2621
3.05036e-008,0.2512
3.05460e-008,0.2936
3.05884e-008,0.3084
3.06309e-008,0.3015
3.06733e-008,0.2942
3.07157e-008,0.2615
3.07581e-008,0.2155
3.08005e-008,0.1996
3.08430e-008,0.1940
3.08854e-008,0.1998
3.09278e-008,0.2156
3.09702e-008,0.2209
3.10127e-008,0.2284
3.10551e-008,0.2343
3.10975e-008,0.2229
3.11400e-008,0.2128
3.11824e-008,0.2122
3.12248e-008,0.2061
3.12672e-008,0.2089
3.13096e-008,0.2218
3.13521e-008,0.2208
3.13945e-008,0.2162
3.14369e-008,0.2154
3.14793e-008,0.2113
3.15218e-008,0.2100
3.15642e-008,0.2140
3.16066e-008,0.2156
3.16491e-008,0.2191
3.16915e-008,0.2213
3.17339e-008,0.2182
3.17763e-008,0.2186
3.18188e-008,0.2186
3.18612e-008,0.2140
3.19036e-008,0.2134
3.19460e-008,0.2159
3.19884e-008,0.2156
3.20309e-008,0.2175
3.20733e-008,0.2197
3.21157e-008,0.2175
3.21582e-008,0.2162
3.22006e-008,0.2162
3.22430e-008,0.2156
3.22854e-008,0.2166
3.23279e-008,0.2171
3.23703e-008,0.2166
3.24127e-008,0.2174
3.24551e-008,0.2174
3.24975e-008,0.2160
3.25400e-008,0.2167
3.25824e-008,0.2168
3.26248e-008,0.2157
3.26672e-008,0.2163
3.27097e-008,0.2171
3.27521e-008,0.2169
3.27945e-008,0.2171
3.28370e-008,0.2171
3.28794e-008,0.2163
3.29218e-008,0.2164
3.29642e-008,0.2165
3.30066e-008,0.2165
3.30491e-008,0.2170
3.30915e-008,0.2168
3.31339e-008,0.2165
3.31763e-008,0.2169
3.32188e-008,0.2168
3.32612e-008,0.2164
3.33036e-008,0.2167
3.33461e-008,0.2167
3.33885e-008,0.2165
3.34309e-008,0.2168
3.34733e-008,0.2169
3.35158e-008,0.2167
3.35582e-008,0.2168
3.36006e-008,0.2166
3.36430e-008,0.2165
3.36854e-008,0.2167
3.37279e-008,0.2167
3.37703e-008,0.2167
3.38127e-008,0.2168
3.38552e-008,0.2167
3.38976e-008,0.2166
3.39400e-008,0.2168
3.39824e-008,0.2167
3.40249e-008,0.2166
3.40673e-008,0.2167
3.41097e-008,0.2167
3.41521e-008,0.2167
3.41945e-008,0.2168
3.42370e-008,0.2167
3.42794e-008,0.2167
3.43218e-008,0.2167
3.43643e-008,0.2167
3.44067e-008,0.2167
3.44491e-008,0.2168
3.44915e-008,0.2167
3.45340e-008,0.2167
3.45764e-008,0.2168
3.46188e-008,0.2167
3.46612e-008,0.3137
3.47036e-008,0.4861
3.47461e-008,0.6776
3.47885e-008,0.8845
3.48309e-008,1.0296
3.48733e-008,1.1199
3.49158e-008,1.1644
3.49582e-008,1.1739
3.50006e-008,1.1676
3.50431e-008,1.1679
3.50855e-008,1.1697
3.51279e-008,1.1833
3.51703e-008,1.2097
3.52128e-008,1.2091
3.52552e-008,1.1939
3.52976e-008,1.1831
3.53400e-008,1.1737
3.53824e-008,1.1817
3.54249e-008,1.2124
3.54673e-008,1.2442
3.55097e-008,1.2646
3.55522e-008,1.2758
3.55946e-008,1.2691
3.56370e-008,1.2624
3.56794e-008,1.2553
3.57219e-008,1.2478
3.57643e-008,1.2481
3.58067e-008,1.2542
3.58491e-008,1.2593
3.58915e-008,1.2659
3.59340e-008,1.2715
3.59764e-008,1.2666
3.60188e-008,1.2612
3.60613e-008,1.2600
3.61037e-008,1.2597
3.61461e-008,1.2632
3.61885e-008,1.2669
3.62310e-008,1.2672
3.62734e-008,1.2655
3.63158e-008,1.2631
3.63582e-008,1.2596
3.64006e-008,1.2596
3.64431e-008,1.2602
3.64855e-008,1.2598
3.65279e-008,1.2619
3.65703e-008,1.2639
3.66128e-008,1.2639
3.66552e-008,1.2641
3.66976e-008,1.2634
3.67401e-008,1.2611
3.67825e-008,1.2605
3.68249e-008,1.2613
3.68673e-008,1.2620
3.69097e-008,1.2631
3.69522e-008,1.2631
3.69946e-008,1.2624
3.70370e-008,1.2622
3.70794e-008,1.2619
3.71219e-008,1.2616
3.71643e-008,1.2622
3.72067e-008,1.2624
3.72492e-008,1.2622
3.72916e-008,1.2627
3.73340e-008,1.2628
3.73764e-008,1.2624
3.74189e-008,1.2623
3.74613e-008,1.2620
3.75037e-008,1.2617
3.75461e-008,1.2621
3.75885e-008,1.2624
3.76310e-008,1.2625
3.76734e-008,1.2626
3.77158e-008,1.2623
3.77583e-008,1.2621
3.78007e-008,1.2622
3.78431e-008,1.2622
3.78855e-008,1.2621
3.79280e-008,1.2623
3.79704e-008,1.2623
3.80128e-008,1.2622
3.80552e-008,1.2623
3.80976e-008,1.2623
3.81401e-008,1.2622
3.81825e-008,1.2622
3.82249e-008,1.2621
3.82673e-008,1.2622
3.83098e-008,1.2623
3.83522e-008,1.2603
3.83946e-008,1.1862
3.84371e-008,0.9723
3.84795e-008,0.7834
3.85219e-008,0.5838
3.85643e-008,0.4214
3.86067e-008,0.3330
3.86492e-008,0.2896
3.86916e-008,0.2843
3.87340e-008,0.3020
3.87764e-008,0.3058
3.88189e-008,0.2989
3.88613e-008,0.2934
3.89037e-008,0.2667
3.89462e-008,0.2542
3.89886e-008,0.2859
3.90310e-008,0.2970
3.90734e-008,0.2966
3.91159e-008,0.2948
3.91583e-008,0.2678
3.92007e-008,0.2252
3.92431e-008,0.2054
3.92855e-008,0.1962
3.93280e-008,0.2430
3.93704e-008,0.4318
3.94128e-008,0.6222
3.94553e-008,0.8503
3.94977e-008,1.0186
3.95401e-008,1.1072
3.95825e-008,1.1576
3.96250e-008,1.1706
3.96674e-008,1.1575
3.97098e-008,1.1563
3.97522e-008,1.1725
3.97946e-008,1.1788
3.98371e-008,1.2023
3.98795e-008,1.2180
3.99219e-008,1.1918
3.99644e-008,1.1769
4.00068e-008,1.1701
4.00492e-008,1.1741
4.00916e-008,1.2024
4.01341e-008,1.2419
4.01765e-008,1.2626
4.02189e-008,1.2768
4.02613e-008,1.2741
4.03037e-008,1.2596
4.03462e-008,1.2547
4.03886e-008,1.2485
4.04310e-008,1.2442
4.04734e-008,1.2524
4.05159e-008,1.2614
4.05583e-008,1.2645
4.06007e-008,1.2706
4.06432e-008,1.2693
4.06856e-008,1.2600
4.07280e-008,1.2589
4.07704e-008,1.2598
4.08128e-008,1.2619
4.08553e-008,1.2670
4.08977e-008,1.2682
4.09401e-008,1.2651
4.09825e-008,1.2638
4.10250e-008,1.2602
4.10674e-008,1.2576
4.11098e-008,1.2600
4.11523e-008,1.2602
4.11947e-008,1.2320
4.12371e-008,1.0429
4.12795e-008,0.8397
4.13220e-008,0.6429
4.13644e-008,0.4642
4.14068e-008,0.3513
4.14492e-008,0.2939
4.14916e-008,0.2814
4.15341e-008,0.2950
4.15765e-008,0.3073
4.16189e-008,0.3015
4.16614e-008,0.2970
4.17038e-008,0.2761
4.17462e-008,0.2516
4.17886e-008,0.2758
4.18311e-008,0.2957
4.18735e-008,0.2970
4.19159e-008,0.2968
4.19583e-008,0.2794
4.20007e-008,0.2370
4.20432e-008,0.2092
4.20856e-008,0.1983
4.21280e-008,0.1961
4.21704e-008,0.2076
4.22129e-008,0.2152
4.22553e-008,0.2239
4.22977e-008,0.2325
4.23402e-008,0.2274
4.23826e-008,0.2179
4.24250e-008,0.2148
4.24674e-008,0.2087
4.25098e-008,0.2060
4.25523e-008,0.2163
4.25947e-008,0.2202
4.26371e-008,0.2173
4.26795e-008,0.2168
4.27220e-008,0.2139
4.27644e-008,0.2106
4.28068e-008,0.2120
4.28493e-008,0.2143
4.28917e-008,0.2172
4.29341e-008,0.2202
4.29765e-008,0.2187
4.30190e-008,0.2186
4.30614e-008,0.2192
4.31038e-008,0.2157
4.31462e-008,0.2137
4.31886e-008,0.2151
4.32311e-008,0.2152
4.32735e-008,0.2160
4.33159e-008,0.2188
4.33584e-008,0.2182
4.34008e-008,0.2167
4.34432e-008,0.2163
4.34856e-008,0.2158
4.35281e-008,0.2160
4.35705e-008,0.2167
4.36129e-008,0.2165
4.36553e-008,0.2171
4.36977e-008,0.2174
4.37402e-008,0.2163
4.37826e-008,0.2164
4.38250e-008,0.2168
4.38675e-008,0.2159
4.39099e-008,0.2159
4.39523e-008,0.2167
4.39947e-008,0.2167
4.40372e-008,0.2169
4.40796e-008,0.2171
4.41220e-008,0.2166
4.41644e-008,0.2163
4.42068e-008,0.2164
4.42493e-008,0.2164
4.42917e-008,0.2167
4.43341e-008,0.2167
4.43765e-008,0.2165
4.44190e-008,0.2167
4.44614e-008,0.2168
4.45038e-008,0.2164
4.45463e-008,0.2166
4.45887e-008,0.2167
4.46311e-008,0.2164
4.46735e-008,0.2166
4.47160e-008,0.2167
4.47584e-008,0.2167
4.48008e-008,0.2167
4.48432e-008,0.2166
4.48856e-008,0.2165
4.49281e-008,0.2166
4.49705e-008,0.2166
4.50129e-008,0.2166
4.50554e-008,0.2167
4.50978e-008,0.2166
4.51402e-008,0.2166
4.51826e-008,0.2167
4.52251e-008,0.2167
4.52675e-008,0.2166
4.53099e-008,0.2166
4.53523e-008,0.2167
4.53947e-008,0.2166
4.54372e-008,0.2167
4.54796e-008,0.2167
4.55220e-008,0.2166
4.55645e-008,0.2167
