.HEADER
..NAMES
Time,V U1.L24&L25
.DATA
3.17763e-008,1.1412
3.18188e-008,1.1499
3.18612e-008,1.1638
3.19036e-008,1.1742
3.19460e-008,1.1805
3.19884e-008,1.1829
3.20309e-008,1.1899
3.20733e-008,1.2092
3.21157e-008,1.2252
3.21582e-008,1.2420
3.22006e-008,1.2493
3.22430e-008,1.2399
3.22854e-008,1.1349
3.23279e-008,0.9312
3.23703e-008,0.7466
3.24127e-008,0.5680
3.24551e-008,0.4250
3.24975e-008,0.3345
3.25400e-008,0.3027
3.25824e-008,0.2936
3.26248e-008,0.3048
3.26672e-008,0.3304
3.27097e-008,0.3332
3.27521e-008,0.3138
3.27945e-008,0.2981
3.28370e-008,0.2970
3.28794e-008,0.3004
3.29218e-008,0.3000
3.29642e-008,0.2885
3.30066e-008,0.2584
3.30491e-008,0.2354
3.30915e-008,0.2228
3.31339e-008,0.2190
3.31763e-008,0.2230
3.32188e-008,0.2855
3.32612e-008,0.4379
3.33036e-008,0.6017
3.33461e-008,0.8017
3.33885e-008,0.9558
3.34309e-008,1.0577
3.34733e-008,1.1074
3.35158e-008,1.1413
3.35582e-008,1.1535
3.36006e-008,1.1435
3.36430e-008,1.1402
3.36854e-008,1.1477
3.37279e-008,1.1611
3.37703e-008,1.1727
3.38127e-008,1.1794
3.38552e-008,1.1828
3.38976e-008,1.1871
3.39400e-008,1.2055
3.39824e-008,1.2220
3.40249e-008,1.2390
3.40673e-008,1.2490
3.41097e-008,1.2456
3.41521e-008,1.1697
3.41945e-008,0.9711
3.42370e-008,0.7851
3.42794e-008,0.5980
3.43218e-008,0.4502
3.43643e-008,0.3462
3.44067e-008,0.3062
3.44491e-008,0.2941
3.44915e-008,0.3010
3.45340e-008,0.3258
3.45764e-008,0.3352
3.46188e-008,0.3179
3.46612e-008,0.3001
3.47036e-008,0.2963
3.47461e-008,0.3001
3.47885e-008,0.3003
3.48309e-008,0.2926
3.48733e-008,0.2644
3.49158e-008,0.2389
3.49582e-008,0.2246
3.50006e-008,0.2192
3.50431e-008,0.2211
3.50855e-008,0.2589
3.51279e-008,0.4058
3.51703e-008,0.5672
3.52128e-008,0.7675
3.52552e-008,0.9280
3.52976e-008,1.0436
3.53400e-008,1.0998
3.53824e-008,1.1357
3.54249e-008,1.1535
3.54673e-008,1.1458
3.55097e-008,1.1396
3.55522e-008,1.1458
3.55946e-008,1.1582
3.56370e-008,1.1709
3.56794e-008,1.1782
3.57219e-008,1.1826
3.57643e-008,1.1851
3.58067e-008,1.2015
3.58491e-008,1.2190
3.58915e-008,1.2357
3.59340e-008,1.2481
