.HEADER
..NAMES
Time,V U1.H24&G25
.DATA
3.71643e-008,0.8615
3.72067e-008,0.8725
3.72492e-008,0.8925
3.72916e-008,0.9258
3.73340e-008,0.9972
3.73764e-008,1.0315
3.74189e-008,1.0071
3.74613e-008,0.6671
3.75037e-008,0.1990
3.75461e-008,-0.1631
3.75885e-008,-0.4828
3.76310e-008,-0.6810
3.76734e-008,-0.7664
3.77158e-008,-0.8345
3.77583e-008,-0.8632
3.78007e-008,-0.8968
3.78431e-008,-0.9228
3.78855e-008,-0.9283
3.79280e-008,-0.9222
3.79704e-008,-0.8969
3.80128e-008,-0.8921
3.80552e-008,-0.8882
3.80976e-008,-0.8621
3.81401e-008,-0.8693
3.81825e-008,-0.8902
3.82249e-008,-0.9190
3.82673e-008,-0.9902
3.83098e-008,-1.0291
3.83522e-008,-1.0122
3.83946e-008,-0.7120
3.84371e-008,-0.2347
3.84795e-008,0.1266
3.85219e-008,0.4594
3.85643e-008,0.6703
3.86067e-008,0.7599
3.86492e-008,0.8303
3.86916e-008,0.8620
3.87340e-008,0.8959
3.87764e-008,0.9219
3.88189e-008,0.9296
3.88613e-008,0.9246
3.89037e-008,0.9006
3.89462e-008,0.8921
3.89886e-008,0.8913
3.90310e-008,0.8649
3.90734e-008,0.8675
3.91159e-008,0.8899
3.91583e-008,0.9147
3.92007e-008,0.9842
3.92431e-008,1.0289
3.92855e-008,1.0184
3.93280e-008,0.7568
3.93704e-008,0.2765
3.94128e-008,-0.0850
3.94553e-008,-0.4320
3.94977e-008,-0.6543
3.95401e-008,-0.7502
3.95825e-008,-0.8226
3.96250e-008,-0.8577
3.96674e-008,-0.8915
3.97098e-008,-0.9184
3.97522e-008,-0.9287
3.97946e-008,-0.9243
3.98371e-008,-0.9025
3.98795e-008,-0.8904
3.99219e-008,-0.8917
3.99644e-008,-0.8662
4.00068e-008,-0.8646
4.00492e-008,-0.8876
4.00916e-008,-0.9091
4.01341e-008,-0.9765
4.01765e-008,-1.0258
4.02189e-008,-1.0222
4.02613e-008,-0.7989
4.03037e-008,-0.3173
4.03462e-008,0.0490
4.03886e-008,0.4070
4.04310e-008,0.6402
4.04734e-008,0.7444
4.05159e-008,0.8170
4.05583e-008,0.8571
4.06007e-008,0.8902
4.06432e-008,0.9171
4.06856e-008,0.9299
4.07280e-008,0.9264
4.07704e-008,0.9066
4.08128e-008,0.8906
4.08553e-008,0.8939
4.08977e-008,0.8698
4.09401e-008,0.8634
4.09825e-008,0.8868
4.10250e-008,0.9061
4.10674e-008,0.9699
4.11098e-008,1.0245
4.11523e-008,1.0275
4.11947e-008,0.8417
4.12371e-008,0.3634
4.12795e-008,-0.0105
4.13220e-008,-0.3777
4.13644e-008,-0.6208
4.14068e-008,-0.7354
4.14492e-008,-0.8085
4.14916e-008,-0.8535
4.15341e-008,-0.8852
4.15765e-008,-0.9132
4.16189e-008,-0.9289
4.16614e-008,-0.9259
4.17038e-008,-0.9086
4.17462e-008,-0.8894
4.17886e-008,-0.8937
4.18311e-008,-0.8716
4.18735e-008,-0.8612
4.19159e-008,-0.8842
4.19583e-008,-0.9017
4.20007e-008,-0.9618
4.20432e-008,-1.0206
4.20856e-008,-1.0295
4.21280e-008,-0.8817
4.21704e-008,-0.4085
4.22129e-008,-0.0219
4.22553e-008,0.3502
4.22977e-008,0.6031
4.23402e-008,0.7304
4.23826e-008,0.8032
4.24250e-008,0.8530
4.24674e-008,0.8835
4.25098e-008,0.9117
4.25523e-008,0.9299
4.25947e-008,0.9277
4.26371e-008,0.9126
4.26795e-008,0.8902
4.27220e-008,0.8952
4.27644e-008,0.8756
4.28068e-008,0.8607
4.28493e-008,0.8829
4.28917e-008,0.8999
4.29341e-008,0.9550
4.29765e-008,1.0181
4.30190e-008,1.0328
4.30614e-008,0.9214
4.31038e-008,0.4577
4.31462e-008,0.0563
4.31886e-008,-0.3170
4.32311e-008,-0.5806
4.32735e-008,-0.7213
4.33159e-008,-0.7953
4.33584e-008,-0.8492
4.34008e-008,-0.8781
4.34432e-008,-0.9076
4.34856e-008,-0.9284
4.35281e-008,-0.9271
4.35705e-008,-0.9142
4.36129e-008,-0.8898
