.HEADER
..NAMES
Time,V U1.P25&R25
.DATA
1.88367e-008,-0.3703
1.88791e-008,-0.5780
1.89216e-008,-0.7106
1.89640e-008,-0.7802
1.90064e-008,-0.7831
1.90488e-008,-0.8052
1.90912e-008,-0.8386
1.91337e-008,-0.8380
1.91761e-008,-0.8587
1.92185e-008,-0.8791
1.92610e-008,-0.8906
1.93034e-008,-0.8965
1.93458e-008,-0.8697
1.93882e-008,-0.8536
1.94307e-008,-0.8519
1.94731e-008,-0.8595
1.95155e-008,-0.9044
1.95579e-008,-0.9697
1.96003e-008,-1.0144
1.96428e-008,-0.8340
1.96852e-008,-0.4219
1.97276e-008,-0.0244
1.97701e-008,0.3443
1.98125e-008,0.5634
1.98549e-008,0.6994
1.98973e-008,0.7838
1.99397e-008,0.7896
1.99822e-008,0.8050
2.00246e-008,0.8346
2.00670e-008,0.8325
2.01095e-008,0.8524
2.01519e-008,0.8779
2.01943e-008,0.8920
2.02367e-008,0.9007
2.02792e-008,0.8736
2.03216e-008,0.8535
2.03640e-008,0.8523
2.04064e-008,0.8587
2.04488e-008,0.8993
2.04913e-008,0.9640
2.05337e-008,1.0145
2.05761e-008,0.8682
2.06186e-008,0.4654
2.06610e-008,0.0692
2.07034e-008,-0.3144
2.07458e-008,-0.5487
2.07882e-008,-0.6859
2.08307e-008,-0.7743
2.08731e-008,-0.7815
2.09155e-008,-0.7984
2.09580e-008,-0.8352
2.10004e-008,-0.8381
2.10428e-008,-0.8531
2.10852e-008,-0.8765
2.11277e-008,-0.8880
2.11701e-008,-0.8980
2.12125e-008,-0.8757
2.12549e-008,-0.8549
2.12973e-008,-0.8521
2.13398e-008,-0.8558
2.13822e-008,-0.8926
2.14246e-008,-0.9572
2.14671e-008,-1.0120
2.15095e-008,-0.8985
2.15519e-008,-0.5049
2.15943e-008,-0.1079
2.16367e-008,0.2868
2.16792e-008,0.5323
2.17216e-008,0.6745
2.17640e-008,0.7752
2.18064e-008,0.7885
2.18489e-008,0.7999
2.18913e-008,0.8311
2.19337e-008,0.8331
2.19762e-008,0.8463
2.20186e-008,0.8743
2.20610e-008,0.8890
2.21034e-008,0.9015
2.21458e-008,0.8802
2.21883e-008,0.8552
2.22307e-008,0.8521
2.22731e-008,0.8557
2.23156e-008,0.8882
2.23580e-008,0.9513
2.24004e-008,1.0101
2.24428e-008,0.9318
2.24852e-008,0.5496
2.25277e-008,0.1496
2.25701e-008,-0.2540
2.26125e-008,-0.5146
2.26549e-008,-0.6623
2.26974e-008,-0.7652
2.27398e-008,-0.7806
2.27822e-008,-0.7930
2.28247e-008,-0.8295
2.28671e-008,-0.8390
2.29095e-008,-0.8477
2.29519e-008,-0.8733
2.29943e-008,-0.8856
2.30368e-008,-0.8978
2.30792e-008,-0.8820
2.31216e-008,-0.8569
2.31641e-008,-0.8523
2.32065e-008,-0.8536
2.32489e-008,-0.8820
2.32913e-008,-0.9444
2.33338e-008,-1.0055
2.33762e-008,-0.9593
2.34186e-008,-0.5903
2.34610e-008,-0.1850
2.35034e-008,0.2228
2.35459e-008,0.4952
2.35883e-008,0.6499
2.36307e-008,0.7640
2.36732e-008,0.7881
2.37156e-008,0.7963
2.37580e-008,0.8255
2.38004e-008,0.8344
2.38428e-008,0.8406
2.38853e-008,0.8700
2.39277e-008,0.8864
2.39701e-008,0.9005
2.40126e-008,0.8868
2.40550e-008,0.8579
2.40974e-008,0.8519
2.41398e-008,0.8539
2.41823e-008,0.8783
2.42247e-008,0.9383
2.42671e-008,1.0011
2.43095e-008,0.9839
2.43519e-008,0.6360
2.43944e-008,0.2246
2.44368e-008,-0.1852
2.44792e-008,-0.4740
2.45217e-008,-0.6371
2.45641e-008,-0.7536
2.46065e-008,-0.7809
2.46489e-008,-0.7891
2.46913e-008,-0.8221
2.47338e-008,-0.8399
2.47762e-008,-0.8429
2.48186e-008,-0.8694
2.48611e-008,-0.8836
2.49035e-008,-0.8963
2.49459e-008,-0.8879
2.49883e-008,-0.8599
2.50308e-008,-0.8525
2.50732e-008,-0.8525
2.51156e-008,-0.8729
2.51580e-008,-0.9314
2.52004e-008,-0.9948
2.52429e-008,-0.9992
2.52853e-008,-0.6774
2.53277e-008,-0.2598
2.53702e-008,0.1495
2.54126e-008,0.4520
2.54550e-008,0.6229
2.54974e-008,0.7490
2.55398e-008,0.7886
2.55823e-008,0.7937
2.56247e-008,0.8187
2.56671e-008,0.8356
2.57096e-008,0.8360
2.57520e-008,0.8649
2.57944e-008,0.8838
2.58368e-008,0.8983
2.58793e-008,0.8928
2.59217e-008,0.8618
2.59641e-008,0.8520
2.60065e-008,0.8530
2.60489e-008,0.8701
2.60914e-008,0.9254
2.61338e-008,0.9896
2.61762e-008,1.0099
2.62187e-008,0.7207
2.62611e-008,0.2995
2.63035e-008,-0.1079
2.63459e-008,-0.4279
2.63883e-008,-0.6094
2.64308e-008,-0.7367
2.64732e-008,-0.7818
2.65156e-008,-0.7861
2.65580e-008,-0.8140
2.66005e-008,-0.8401
2.66429e-008,-0.8397
2.66853e-008,-0.8647
2.67278e-008,-0.8816
2.67702e-008,-0.8938
2.68126e-008,-0.8929
2.68550e-008,-0.8640
2.68974e-008,-0.8529
2.69399e-008,-0.8520
2.69823e-008,-0.8656
2.70247e-008,-0.9184
2.70672e-008,-0.9832
2.71096e-008,-1.0139
2.71520e-008,-0.7576
2.71944e-008,-0.3350
2.72368e-008,0.0696
2.72793e-008,0.4035
2.73217e-008,0.5946
2.73641e-008,0.7277
2.74065e-008,0.7883
2.74490e-008,0.7915
2.74914e-008,0.8119
2.75338e-008,0.8360
2.75763e-008,0.8333
2.76187e-008,0.8591
2.76611e-008,0.8812
2.77035e-008,0.8954
2.77459e-008,0.8975
2.77884e-008,0.8668
2.78308e-008,0.8523
2.78732e-008,0.8525
2.79157e-008,0.8637
2.79581e-008,0.9126
2.80005e-008,0.9777
2.80429e-008,1.0160
2.80854e-008,0.7953
2.81278e-008,0.3757
2.81702e-008,-0.0256
2.82126e-008,-0.3766
2.82550e-008,-0.5813
2.82975e-008,-0.7135
2.83399e-008,-0.7807
2.83823e-008,-0.7835
2.84248e-008,-0.8062
2.84672e-008,-0.8390
2.85096e-008,-0.8382
2.85520e-008,-0.8594
2.85944e-008,-0.8794
2.86369e-008,-0.8910
2.86793e-008,-0.8963
2.87217e-008,-0.8692
2.87642e-008,-0.8536
2.88066e-008,-0.8520
2.88490e-008,-0.8600
2.88914e-008,-0.9058
2.89339e-008,-0.9712
2.89763e-008,-1.0148
2.90187e-008,-0.8273
2.90611e-008,-0.4134
2.91035e-008,-0.0152
2.91460e-008,0.3503
2.91884e-008,0.5664
2.92308e-008,0.7021
2.92733e-008,0.7845
2.93157e-008,0.7896
2.93581e-008,0.8055
2.94005e-008,0.8348
2.94429e-008,0.8324
2.94854e-008,0.8530
2.95278e-008,0.8782
2.95702e-008,0.8922
2.96127e-008,0.9004
2.96551e-008,0.8728
2.96975e-008,0.8532
2.97399e-008,0.8522
2.97824e-008,0.8590
2.98248e-008,0.9004
2.98672e-008,0.9653
2.99096e-008,1.0147
2.99521e-008,0.8614
2.99945e-008,0.4563
3.00369e-008,0.0601
3.00793e-008,-0.3210
3.01218e-008,-0.5522
3.01642e-008,-0.6887
3.02066e-008,-0.7753
3.02490e-008,-0.7817
3.02914e-008,-0.7991
3.03339e-008,-0.8358
3.03763e-008,-0.8381
3.04187e-008,-0.8539
3.04612e-008,-0.8769
3.05036e-008,-0.8883
3.05460e-008,-0.8981
3.05884e-008,-0.8751
3.06309e-008,-0.8548
3.06733e-008,-0.8521
3.07157e-008,-0.8562
3.07581e-008,-0.8939
3.08005e-008,-0.9587
3.08430e-008,-1.0126
3.08854e-008,-0.8920
3.09278e-008,-0.4960
3.09702e-008,-0.0994
3.10127e-008,0.2933
3.10551e-008,0.5358
3.10975e-008,0.6770
3.11400e-008,0.7762
3.11824e-008,0.7885
3.12248e-008,0.8003
3.12672e-008,0.8315
3.13096e-008,0.8329
3.13521e-008,0.8468
3.13945e-008,0.8747
3.14369e-008,0.8892
3.14793e-008,0.9014
3.15218e-008,0.8794
3.15642e-008,0.8549
3.16066e-008,0.8520
3.16491e-008,0.8559
3.16915e-008,0.8892
3.17339e-008,0.9526
3.17763e-008,1.0108
3.18188e-008,0.9251
3.18612e-008,0.5403
3.19036e-008,0.1412
3.19460e-008,-0.2612
3.19884e-008,-0.5189
3.20309e-008,-0.6650
3.20733e-008,-0.7665
3.21157e-008,-0.7808
3.21582e-008,-0.7935
3.22006e-008,-0.8304
3.22430e-008,-0.8389
3.22854e-008,-0.8483
3.23279e-008,-0.8738
3.23703e-008,-0.8859
3.24127e-008,-0.8981
3.24551e-008,-0.8814
3.24975e-008,-0.8567
3.25400e-008,-0.8523
3.25824e-008,-0.8538
3.26248e-008,-0.8832
3.26672e-008,-0.9459
3.27097e-008,-1.0067
3.27521e-008,-0.9539
3.27945e-008,-0.5812
3.28370e-008,-0.1771
3.28794e-008,0.2301
3.29218e-008,0.4995
3.29642e-008,0.6525
3.30066e-008,0.7652
3.30491e-008,0.7880
3.30915e-008,0.7965
3.31339e-008,0.8261
3.31763e-008,0.8342
3.32188e-008,0.8410
3.32612e-008,0.8705
3.33036e-008,0.8865
3.33461e-008,0.9006
3.33885e-008,0.8861
3.34309e-008,0.8575
3.34733e-008,0.8518
3.35158e-008,0.8540
3.35582e-008,0.8792
3.36006e-008,0.9396
3.36430e-008,1.0022
3.36854e-008,0.9798
3.37279e-008,0.6265
3.37703e-008,0.2164
3.38127e-008,-0.1933
3.38552e-008,-0.4790
3.38976e-008,-0.6401
3.39400e-008,-0.7552
3.39824e-008,-0.7809
3.40249e-008,-0.7895
3.40673e-008,-0.8231
3.41097e-008,-0.8399
3.41521e-008,-0.8435
3.41945e-008,-0.8700
3.42370e-008,-0.8839
3.42794e-008,-0.8966
3.43218e-008,-0.8874
3.43643e-008,-0.8596
3.44067e-008,-0.8526
3.44491e-008,-0.8526
3.44915e-008,-0.8739
3.45340e-008,-0.9329
3.45764e-008,-0.9962
3.46188e-008,-0.9969
3.46612e-008,-0.6684
3.47036e-008,-0.2518
3.47461e-008,0.1577
3.47885e-008,0.4569
3.48309e-008,0.6258
3.48733e-008,0.7509
3.49158e-008,0.7884
3.49582e-008,0.7938
3.50006e-008,0.8194
3.50431e-008,0.8354
3.50855e-008,0.8363
3.51279e-008,0.8654
3.51703e-008,0.8840
3.52128e-008,0.8985
3.52552e-008,0.8922
3.52976e-008,0.8612
3.53400e-008,0.8519
3.53824e-008,0.8529
3.54249e-008,0.8708
3.54673e-008,0.9267
3.55097e-008,0.9908
3.55522e-008,1.0091
3.55946e-008,0.7121
3.56370e-008,0.2913
3.56794e-008,-0.1167
3.57219e-008,-0.4334
3.57643e-008,-0.6125
3.58067e-008,-0.7390
3.58491e-008,-0.7819
3.58915e-008,-0.7864
3.59340e-008,-0.8150
3.59764e-008,-0.8403
3.60188e-008,-0.8400
3.60613e-008,-0.8653
3.61037e-008,-0.8819
3.61461e-008,-0.8942
3.61885e-008,-0.8925
3.62310e-008,-0.8636
3.62734e-008,-0.8529
3.63158e-008,-0.8521
3.63582e-008,-0.8663
3.64006e-008,-0.9199
3.64431e-008,-0.9846
