.HEADER
..NAMES
Time,V U1.F25
.DATA
9.07895e-008,0.2750
9.08319e-008,0.2176
9.08744e-008,0.1913
9.09168e-008,0.3057
9.09592e-008,0.5143
9.10016e-008,0.7291
9.10441e-008,0.9361
9.10865e-008,1.0571
9.11289e-008,1.1204
9.11713e-008,1.1479
9.12137e-008,1.1730
9.12562e-008,1.1862
9.12986e-008,1.1964
9.13410e-008,1.1953
9.13834e-008,1.1959
9.14259e-008,1.2114
9.14683e-008,1.2361
9.15107e-008,1.2437
9.15531e-008,1.2246
9.15956e-008,1.2041
9.16380e-008,1.1778
9.16804e-008,1.1670
9.17229e-008,1.1899
9.17653e-008,1.2372
9.18077e-008,1.2694
9.18501e-008,1.2837
9.18926e-008,1.2819
9.19350e-008,1.2653
9.19774e-008,1.2532
9.20198e-008,1.2507
9.20623e-008,1.2565
9.21047e-008,1.2599
9.21471e-008,1.2614
9.21895e-008,1.2594
9.22320e-008,1.2605
9.22744e-008,1.2651
9.23168e-008,1.2677
9.23592e-008,1.2642
9.24016e-008,1.2605
9.24441e-008,1.2584
9.24865e-008,1.2564
9.25289e-008,1.2599
9.25713e-008,1.2681
9.26138e-008,1.2721
9.26562e-008,1.2684
9.26986e-008,1.2639
9.27410e-008,1.2592
9.27835e-008,1.2564
9.28259e-008,1.2583
9.28683e-008,1.2622
9.29108e-008,1.2645
9.29532e-008,1.2641
9.29956e-008,1.2626
9.30380e-008,1.2615
9.30805e-008,1.2622
9.31229e-008,1.2632
9.31653e-008,1.2628
9.32077e-008,1.2619
9.32502e-008,1.2617
9.32926e-008,1.2615
9.33350e-008,1.2616
9.33774e-008,1.2632
9.34198e-008,1.2643
9.34623e-008,1.2631
9.35047e-008,1.2616
9.35471e-008,1.2612
9.35895e-008,1.2611
9.36320e-008,1.2617
9.36744e-008,1.2630
9.37168e-008,1.2635
9.37592e-008,1.2630
9.38017e-008,1.2621
9.38441e-008,1.2617
9.38865e-008,1.2619
9.39290e-008,1.2625
9.39714e-008,1.2626
9.40138e-008,1.2623
9.40562e-008,1.2622
9.40987e-008,1.2622
9.41411e-008,1.2621
9.41835e-008,1.2624
9.42259e-008,1.2627
9.42684e-008,1.2625
9.43108e-008,1.2620
9.43532e-008,1.2620
9.43956e-008,1.2621
9.44381e-008,1.2622
9.44805e-008,1.2625
9.45229e-008,1.2626
9.45653e-008,1.2624
9.46077e-008,1.2605
9.46502e-008,1.1900
9.46926e-008,0.9654
9.47350e-008,0.7786
9.47774e-008,0.5889
9.48199e-008,0.4401
9.48623e-008,0.3499
9.49047e-008,0.3165
9.49471e-008,0.2960
9.49896e-008,0.2817
9.50320e-008,0.2770
9.50744e-008,0.2728
9.51169e-008,0.2697
9.51593e-008,0.2643
9.52017e-008,0.2452
9.52441e-008,0.2293
9.52866e-008,0.2510
9.53290e-008,0.2748
9.53714e-008,0.2815
9.54138e-008,0.2938
9.54563e-008,0.2910
9.54987e-008,0.2506
9.55411e-008,0.2083
9.55835e-008,0.2005
9.56259e-008,0.1956
9.56684e-008,0.2000
9.57108e-008,0.2133
9.57532e-008,0.2231
9.57956e-008,0.2212
9.58381e-008,0.2187
9.58805e-008,0.2173
9.59229e-008,0.2169
9.59653e-008,0.2172
9.60078e-008,0.2147
9.60502e-008,0.2107
9.60926e-008,0.2132
9.61351e-008,0.2195
9.61775e-008,0.2187
9.62199e-008,0.2178
9.62623e-008,0.2199
9.63048e-008,0.2150
9.63472e-008,0.2070
9.63896e-008,0.2092
9.64320e-008,0.2153
9.64745e-008,0.2167
9.65169e-008,0.2190
9.65593e-008,0.2207
9.66017e-008,0.2185
9.66442e-008,0.2153
9.66866e-008,0.2150
9.67290e-008,0.2157
9.67714e-008,0.2164
9.68138e-008,0.2166
9.68563e-008,0.2157
9.68987e-008,0.2156
9.69411e-008,0.2171
9.69835e-008,0.2171
9.70260e-008,0.2162
9.70684e-008,0.2168
9.71108e-008,0.2168
9.71532e-008,0.2148
9.71957e-008,0.2148
9.72381e-008,0.2170
9.72805e-008,0.2174
9.73230e-008,0.2167
9.73654e-008,0.2170
9.74078e-008,0.2166
9.74502e-008,0.2261
9.74927e-008,0.3665
9.75351e-008,0.5440
9.75775e-008,0.7515
9.76199e-008,0.9276
9.76624e-008,1.0476
9.77048e-008,1.1143
9.77472e-008,1.1482
9.77896e-008,1.1748
9.78321e-008,1.1845
9.78745e-008,1.1957
9.79169e-008,1.2003
9.79593e-008,1.2037
9.80017e-008,1.2144
9.80442e-008,1.2337
9.80866e-008,1.2345
9.81290e-008,1.2173
9.81714e-008,1.2032
9.82139e-008,1.1857
9.82563e-008,1.1808
9.82987e-008,1.2008
9.83412e-008,1.2395
9.83836e-008,1.2626
9.84260e-008,1.2774
9.84684e-008,1.2762
9.85109e-008,1.2656
9.85533e-008,1.2561
9.85957e-008,1.2537
9.86381e-008,1.2565
9.86806e-008,1.2590
9.87230e-008,1.2612
9.87654e-008,1.2606
9.88078e-008,1.2613
9.88503e-008,1.2645
9.88927e-008,1.2663
9.89351e-008,1.2628
9.89775e-008,1.2605
9.90199e-008,1.2597
9.90624e-008,1.2586
9.91048e-008,1.2612
9.91472e-008,1.2674
9.91896e-008,1.2697
9.92321e-008,1.2667
9.92745e-008,1.2637
9.93169e-008,1.2600
9.93593e-008,1.2581
9.94018e-008,1.2592
9.94442e-008,1.2620
9.94866e-008,1.2635
9.95291e-008,1.2636
9.95715e-008,1.2628
9.96139e-008,1.2619
9.96563e-008,1.2623
9.96988e-008,1.2630
9.97412e-008,1.2625
9.97836e-008,1.2618
9.98260e-008,1.2620
9.98685e-008,1.2619
9.99109e-008,1.2619
9.99533e-008,1.2630
9.99957e-008,1.2638
1.000382e-007,1.2627
1.000806e-007,1.2618
1.001230e-007,1.2616
1.001654e-007,1.2614
1.002078e-007,1.2619
1.002503e-007,1.2628
1.002927e-007,1.2631
1.003351e-007,1.2628
1.003775e-007,1.2623
1.004200e-007,1.2619
1.004624e-007,1.2620
1.005048e-007,1.2624
1.005472e-007,1.2625
1.005897e-007,1.2623
1.006321e-007,1.2623
1.006745e-007,1.2623
1.007170e-007,1.2622
1.007594e-007,1.2623
1.008018e-007,1.2626
1.008442e-007,1.2624
1.008867e-007,1.2621
1.009291e-007,1.2621
1.009715e-007,1.2622
1.010139e-007,1.2622
1.010564e-007,1.2624
1.010988e-007,1.2625
1.011412e-007,1.2624
1.011836e-007,1.2538
1.012260e-007,1.1277
1.012685e-007,0.8981
1.013109e-007,0.7190
1.013533e-007,0.5378
1.013957e-007,0.4045
1.014382e-007,0.3336
1.014806e-007,0.3101
1.015230e-007,0.2890
1.015654e-007,0.2810
1.016079e-007,0.2753
1.016503e-007,0.2717
1.016927e-007,0.2689
1.017352e-007,0.2598
1.017776e-007,0.2379
1.018200e-007,0.2322
1.018624e-007,0.2610
1.019049e-007,0.2772
1.019473e-007,0.2851
1.019897e-007,0.2962
1.020321e-007,0.2823
1.020746e-007,0.2339
1.021170e-007,0.2035
1.021594e-007,0.1990
1.022018e-007,0.1955
1.022443e-007,0.2038
1.022867e-007,0.2174
1.023291e-007,0.2236
1.023715e-007,0.2199
1.024139e-007,0.2184
1.024564e-007,0.2169
1.024988e-007,0.2171
1.025412e-007,0.2168
1.025836e-007,0.2133
1.026261e-007,0.2105
1.026685e-007,0.2155
1.027109e-007,0.2200
1.027533e-007,0.2179
1.027958e-007,0.2186
1.028382e-007,0.2194
1.028806e-007,0.2121
1.029231e-007,0.2064
1.029655e-007,0.2115
1.030079e-007,0.2161
1.030503e-007,0.2171
1.030928e-007,0.2199
1.031352e-007,0.2204
1.031776e-007,0.2173
1.032200e-007,0.2149
1.032625e-007,0.2152
1.033049e-007,0.2159
1.033473e-007,0.2166
1.033897e-007,0.2163
1.034321e-007,0.2155
1.034746e-007,0.2160
1.035170e-007,0.2174
1.035594e-007,0.2168
1.036018e-007,0.2162
1.036443e-007,0.2171
1.036867e-007,0.2163
1.037291e-007,0.2144
1.037715e-007,0.2154
1.038140e-007,0.2174
1.038564e-007,0.2171
1.038988e-007,0.2168
1.039413e-007,0.2171
1.039837e-007,0.2163
1.040261e-007,0.2616
1.040685e-007,0.4257
1.041110e-007,0.5987
1.041534e-007,0.8163
1.041958e-007,0.9714
1.042382e-007,1.0742
1.042807e-007,1.1259
1.043231e-007,1.1574
1.043655e-007,1.1783
1.044079e-007,1.1892
1.044504e-007,1.1977
1.044928e-007,1.2011
1.045352e-007,1.2058
1.045776e-007,1.2204
1.046200e-007,1.2371
1.046625e-007,1.2293
1.047049e-007,1.2129
1.047473e-007,1.1975
1.047897e-007,1.1822
1.048322e-007,1.1841
1.048746e-007,1.2129
1.049170e-007,1.2476
1.049594e-007,1.1959
1.050019e-007,0.9646
1.050443e-007,0.7545
1.050867e-007,0.5535
1.051292e-007,0.4102
1.051716e-007,0.3324
1.052140e-007,0.3074
1.052564e-007,0.2931
1.052989e-007,0.2794
1.053413e-007,0.2744
1.053837e-007,0.2719
1.054261e-007,0.2730
1.054686e-007,0.2675
1.055110e-007,0.2434
1.055534e-007,0.2244
1.055958e-007,0.2465
1.056383e-007,0.2749
1.056807e-007,0.2868
1.057231e-007,0.3022
1.057655e-007,0.2964
1.058079e-007,0.2508
1.058504e-007,0.2024
1.058928e-007,0.2202
1.059352e-007,0.3963
1.059776e-007,0.5988
1.060201e-007,0.8321
1.060625e-007,0.9965
1.061049e-007,1.0910
1.061473e-007,1.1342
1.061898e-007,1.1583
1.062322e-007,1.1811
1.062746e-007,1.1913
1.063171e-007,1.1969
1.063595e-007,1.1946
1.064019e-007,1.2012
1.064443e-007,1.2226
1.064868e-007,1.2429
1.065292e-007,1.2360
1.065716e-007,1.2156
1.066140e-007,1.1937
1.066565e-007,1.1698
1.066989e-007,1.1733
1.067413e-007,1.2096
1.067837e-007,1.2543
1.068261e-007,1.2366
1.068686e-007,1.0203
1.069110e-007,0.7880
1.069534e-007,0.5818
1.069958e-007,0.4280
1.070383e-007,0.3403
1.070807e-007,0.3103
1.071231e-007,0.2979
1.071655e-007,0.2798
1.072080e-007,0.2746
1.072504e-007,0.2728
1.072928e-007,0.2745
1.073353e-007,0.2705
1.073777e-007,0.2488
1.074201e-007,0.2244
1.074625e-007,0.2373
1.075050e-007,0.2701
1.075474e-007,0.2863
1.075898e-007,0.3025
1.076322e-007,0.3020
1.076747e-007,0.2619
1.077171e-007,0.2070
1.077595e-007,0.2000
1.078019e-007,0.3538
1.078444e-007,0.5624
1.078868e-007,0.7888
1.079292e-007,0.9715
1.079716e-007,1.0768
1.080140e-007,1.1286
1.080565e-007,1.1535
1.080989e-007,1.1785
1.081413e-007,1.1888
1.081837e-007,1.1968
1.082262e-007,1.1948
1.082686e-007,1.1982
1.083110e-007,1.2173
1.083534e-007,1.2408
1.083959e-007,1.2402
1.084383e-007,1.2194
1.084807e-007,1.1985
1.085232e-007,1.1725
1.085656e-007,1.1694
1.086080e-007,1.2004
1.086504e-007,1.2476
1.086929e-007,1.2519
1.087353e-007,1.0726
1.087777e-007,0.8264
1.088201e-007,0.6212
1.088626e-007,0.4529
1.089050e-007,0.3522
1.089474e-007,0.3125
1.089898e-007,0.3010
1.090322e-007,0.2821
1.090747e-007,0.2757
1.091171e-007,0.2723
1.091595e-007,0.2743
1.092019e-007,0.2727
1.092444e-007,0.2543
1.092868e-007,0.2273
1.093292e-007,0.2312
1.093716e-007,0.2649
1.094141e-007,0.2835
1.094565e-007,0.2997
1.094989e-007,0.3050
1.095414e-007,0.2727
1.095838e-007,0.2154
1.096262e-007,0.1909
1.096686e-007,0.1893
1.097111e-007,0.1958
1.097535e-007,0.2119
1.097959e-007,0.2247
1.098383e-007,0.2251
1.098808e-007,0.2185
1.099232e-007,0.2165
1.099656e-007,0.2167
1.100080e-007,0.2186
1.100505e-007,0.2169
1.100929e-007,0.2113
1.101353e-007,0.2098
1.101777e-007,0.2168
1.102201e-007,0.2205
1.102626e-007,0.2197
1.103050e-007,0.2210
1.103474e-007,0.2180
1.103898e-007,0.2083
1.104323e-007,0.2052
1.104747e-007,0.2124
1.105171e-007,0.2173
1.105595e-007,0.2199
1.106020e-007,0.3113
1.106444e-007,0.4839
1.106868e-007,0.6628
1.107293e-007,0.8653
1.107717e-007,1.0064
1.108141e-007,1.0957
1.108565e-007,1.1382
1.108990e-007,1.1659
1.109414e-007,1.1792
1.109838e-007,1.1928
1.110262e-007,1.1999
1.110687e-007,1.2026
1.111111e-007,1.2100
1.111535e-007,1.2277
1.111959e-007,1.2359
1.112384e-007,1.2211
1.112808e-007,1.2089
1.113232e-007,1.1934
1.113656e-007,1.1817
1.114080e-007,1.1913
1.114505e-007,1.2258
1.114929e-007,1.2545
1.115353e-007,1.2711
1.115777e-007,1.2785
1.116202e-007,1.2704
1.116626e-007,1.2601
1.117050e-007,1.2538
1.117474e-007,1.2554
1.117899e-007,1.2576
1.118323e-007,1.2610
1.118747e-007,1.2609
1.119172e-007,1.2609
1.119596e-007,1.2635
1.120020e-007,1.2661
1.120444e-007,1.2637
1.120869e-007,1.2610
1.121293e-007,1.2608
1.121717e-007,1.2591
1.122141e-007,1.2597
1.122566e-007,1.2652
1.122990e-007,1.2695
1.123414e-007,1.2675
1.123838e-007,1.2649
1.124262e-007,1.2576
1.124687e-007,1.1594
1.125111e-007,0.9309
1.125535e-007,0.7530
1.125959e-007,0.5681
1.126384e-007,0.4259
1.126808e-007,0.3439
1.127232e-007,0.3138
1.127656e-007,0.2928
1.128081e-007,0.2821
1.128505e-007,0.2766
1.128929e-007,0.2720
1.129354e-007,0.2694
1.129778e-007,0.2624
1.130202e-007,0.2414
1.130626e-007,0.2305
1.131051e-007,0.2573
1.131475e-007,0.2768
1.131899e-007,0.2825
1.132323e-007,0.2947
1.132748e-007,0.2871
1.133172e-007,0.2426
1.133596e-007,0.2062
1.134020e-007,0.2595
1.134445e-007,0.4443
1.134869e-007,0.6377
1.135293e-007,0.8692
1.135717e-007,1.0191
1.136141e-007,1.1036
1.136566e-007,1.1412
1.136990e-007,1.1653
1.137414e-007,1.1828
1.137838e-007,1.1932
1.138263e-007,1.1970
1.138687e-007,1.1958
1.139111e-007,1.2053
1.139535e-007,1.2278
1.139960e-007,1.2429
1.140384e-007,1.2299
1.140808e-007,1.2115
1.141233e-007,1.1893
1.141657e-007,1.1692
1.142081e-007,1.1795
1.142505e-007,1.2198
1.142930e-007,1.2589
1.143354e-007,1.2771
1.143778e-007,1.2850
1.144202e-007,1.2724
1.144627e-007,1.2579
1.145051e-007,1.2509
1.145475e-007,1.2540
1.145899e-007,1.2581
1.146323e-007,1.2611
1.146748e-007,1.2603
1.147172e-007,1.2599
1.147596e-007,1.2635
1.148020e-007,1.2670
1.148445e-007,1.2653
1.148869e-007,1.2614
1.149293e-007,1.2598
1.149717e-007,1.2572
1.150142e-007,1.2579
1.150566e-007,1.2651
1.150990e-007,1.2712
1.151415e-007,1.2696
1.151839e-007,1.2655
1.152263e-007,1.2612
1.152687e-007,1.2114
1.153112e-007,0.9970
1.153536e-007,0.8050
1.153960e-007,0.6193
1.154384e-007,0.4635
1.154809e-007,0.3609
1.155233e-007,0.3191
1.155657e-007,0.2992
1.156081e-007,0.2830
1.156506e-007,0.2788
1.156930e-007,0.2732
1.157354e-007,0.2697
1.157778e-007,0.2653
1.158202e-007,0.2480
1.158627e-007,0.2302
1.159051e-007,0.2481
1.159475e-007,0.2741
1.159899e-007,0.2797
1.160324e-007,0.2912
1.160748e-007,0.2928
1.161172e-007,0.2579
1.161596e-007,0.2127
1.162021e-007,0.2213
1.162445e-007,0.3844
1.162869e-007,0.5799
1.163294e-007,0.8076
1.163718e-007,0.9818
1.164142e-007,1.0846
1.164566e-007,1.1337
1.164991e-007,1.1583
1.165415e-007,1.1802
1.165839e-007,1.1891
1.166263e-007,1.1968
1.166688e-007,1.1958
1.167112e-007,1.2010
1.167536e-007,1.2207
1.167960e-007,1.2410
1.168385e-007,1.2355
1.168809e-007,1.2163
1.169233e-007,1.1970
1.169657e-007,1.1726
1.170081e-007,1.1729
1.170506e-007,1.2059
1.170930e-007,1.2498
1.171354e-007,1.2417
1.171778e-007,1.0404
1.172203e-007,0.8042
1.172627e-007,0.5985
1.173051e-007,0.4384
1.173476e-007,0.3445
1.173900e-007,0.3101
1.174324e-007,0.2986
1.174748e-007,0.2806
1.175173e-007,0.2754
1.175597e-007,0.2727
1.176021e-007,0.2741
1.176445e-007,0.2709
1.176870e-007,0.2506
1.177294e-007,0.2257
1.177718e-007,0.2352
1.178142e-007,0.2682
1.178567e-007,0.2850
1.178991e-007,0.3010
1.179415e-007,0.3028
1.179839e-007,0.2660
1.180263e-007,0.2104
1.180688e-007,0.1958
1.181112e-007,0.3377
1.181536e-007,0.5468
1.181960e-007,0.7695
1.182385e-007,0.9603
1.182809e-007,1.0708
1.183233e-007,1.1265
1.183657e-007,1.1518
1.184082e-007,1.1768
1.184506e-007,1.1877
1.184930e-007,1.1965
1.185355e-007,1.1949
1.185779e-007,1.1974
1.186203e-007,1.2153
1.186627e-007,1.2393
1.187052e-007,1.2413
1.187476e-007,1.2209
1.187900e-007,1.2002
1.188324e-007,1.1741
1.188749e-007,1.1685
1.189173e-007,1.1968
1.189597e-007,1.2443
1.190021e-007,1.2543
1.190446e-007,1.0917
1.190870e-007,0.8418
1.191294e-007,0.6372
1.191718e-007,0.4631
1.192142e-007,0.3574
1.192567e-007,0.3138
1.192991e-007,0.3019
1.193415e-007,0.2832
1.193840e-007,0.2761
1.194264e-007,0.2721
1.194688e-007,0.2741
1.195112e-007,0.2733
1.195536e-007,0.2563
1.195961e-007,0.2287
1.196385e-007,0.2292
1.196809e-007,0.2626
1.197234e-007,0.2824
1.197658e-007,0.2983
1.198082e-007,0.3057
1.198506e-007,0.2765
1.198930e-007,0.2191
1.199355e-007,0.1914
1.199779e-007,0.3004
1.200203e-007,0.5080
1.200628e-007,0.7211
1.201052e-007,0.9311
1.201476e-007,1.0542
1.201900e-007,1.1188
1.202325e-007,1.1471
1.202749e-007,1.1721
1.203173e-007,1.1859
1.203597e-007,1.1963
1.204021e-007,1.1953
1.204446e-007,1.1956
1.204870e-007,1.2107
1.205294e-007,1.2353
1.205719e-007,1.2438
1.206143e-007,1.2253
1.206567e-007,1.2048
1.206991e-007,1.1786
1.207415e-007,1.1668
1.207840e-007,1.1887
1.208264e-007,1.2356
1.208688e-007,1.2687
1.209113e-007,1.2833
1.209537e-007,1.2823
1.209961e-007,1.2658
1.210385e-007,1.2534
1.210809e-007,1.2506
1.211234e-007,1.2563
1.211658e-007,1.2598
1.212082e-007,1.2613
1.212507e-007,1.2594
1.212931e-007,1.2604
1.213355e-007,1.2649
1.213779e-007,1.2676
1.214204e-007,1.2643
1.214628e-007,1.2606
1.215052e-007,1.2585
1.215476e-007,1.2563
1.215900e-007,1.2596
1.216325e-007,1.2679
1.216749e-007,1.2721
1.217173e-007,1.2685
1.217598e-007,1.2640
1.218022e-007,1.2594
1.218446e-007,1.2564
1.218870e-007,1.2582
1.219294e-007,1.2620
1.219719e-007,1.2644
1.220143e-007,1.2641
1.220567e-007,1.2626
1.220992e-007,1.2615
1.221416e-007,1.2622
1.221840e-007,1.2631
1.222264e-007,1.2628
1.222688e-007,1.2619
1.223113e-007,1.2617
1.223537e-007,1.2614
1.223961e-007,1.2615
1.224385e-007,1.2631
1.224810e-007,1.2642
1.225234e-007,1.2631
1.225658e-007,1.2616
1.226083e-007,1.2612
1.226507e-007,1.2610
1.226931e-007,1.2617
1.227355e-007,1.2629
1.227779e-007,1.2635
1.228204e-007,1.2630
1.228628e-007,1.2621
1.229052e-007,1.2617
1.229477e-007,1.2619
1.229901e-007,1.2624
1.230325e-007,1.2625
1.230749e-007,1.2623
1.231173e-007,1.2622
1.231598e-007,1.2622
1.232022e-007,1.2621
1.232446e-007,1.2623
1.232871e-007,1.2627
1.233295e-007,1.2625
1.233719e-007,1.2620
1.234143e-007,1.2620
1.234567e-007,1.2621
1.234992e-007,1.2622
1.235416e-007,1.2624
1.235840e-007,1.2626
1.236264e-007,1.2624
1.236689e-007,1.2621
1.237113e-007,1.2620
1.237537e-007,1.2621
