.HEADER
..NAMES
Time,V U1.F25
.DATA
4.52251e-008,1.2587
4.52675e-008,1.2612
4.53099e-008,1.2597
4.53523e-008,1.2601
4.53947e-008,1.2643
4.54372e-008,1.2671
4.54796e-008,1.2641
4.55220e-008,1.2607
4.55645e-008,1.2590
4.56069e-008,1.2565
4.56493e-008,1.2589
4.56917e-008,1.2668
4.57342e-008,1.2714
4.57766e-008,1.2684
4.58190e-008,1.2644
4.58614e-008,1.2570
4.59038e-008,1.1678
4.59463e-008,0.9421
4.59887e-008,0.7639
4.60311e-008,0.5781
4.60735e-008,0.4325
4.61160e-008,0.3462
4.61584e-008,0.3142
4.62008e-008,0.2937
4.62433e-008,0.2822
4.62857e-008,0.2768
4.63281e-008,0.2719
4.63705e-008,0.2691
4.64129e-008,0.2624
4.64554e-008,0.2422
4.64978e-008,0.2304
4.65402e-008,0.2558
4.65826e-008,0.2762
4.66251e-008,0.2814
4.66675e-008,0.2936
4.67099e-008,0.2879
4.67524e-008,0.2452
4.67948e-008,0.2072
4.68372e-008,0.2504
4.68796e-008,0.4323
4.69221e-008,0.6250
4.69645e-008,0.8576
4.70069e-008,1.0120
4.70493e-008,1.1001
4.70917e-008,1.1393
4.71342e-008,1.1637
4.71766e-008,1.1822
4.72190e-008,1.1922
4.72615e-008,1.1967
4.73039e-008,1.1956
4.73463e-008,1.2042
4.73887e-008,1.2261
4.74312e-008,1.2426
4.74736e-008,1.2309
4.75160e-008,1.2121
4.75584e-008,1.1906
4.76008e-008,1.1694
4.76433e-008,1.1777
4.76857e-008,1.2167
4.77281e-008,1.2571
4.77705e-008,1.2760
4.78130e-008,1.2849
4.78554e-008,1.2732
4.78978e-008,1.2584
4.79403e-008,1.2508
4.79827e-008,1.2534
4.80251e-008,1.2577
4.80675e-008,1.2607
4.81099e-008,1.2603
4.81524e-008,1.2597
4.81948e-008,1.2630
4.82372e-008,1.2667
4.82796e-008,1.2653
4.83221e-008,1.2613
4.83645e-008,1.2596
4.84069e-008,1.2571
4.84494e-008,1.2575
4.84918e-008,1.2644
4.85342e-008,1.2708
4.85766e-008,1.2696
4.86191e-008,1.2655
4.86615e-008,1.2615
4.87039e-008,1.2197
4.87463e-008,1.0097
4.87887e-008,0.8135
4.88312e-008,0.6290
4.88736e-008,0.4707
4.89160e-008,0.3644
4.89585e-008,0.3198
4.90009e-008,0.3002
4.90433e-008,0.2831
4.90857e-008,0.2790
4.91282e-008,0.2733
4.91706e-008,0.2695
4.92130e-008,0.2655
4.92554e-008,0.2491
4.92978e-008,0.2302
4.93403e-008,0.2461
4.93827e-008,0.2732
4.94251e-008,0.2791
4.94676e-008,0.2903
4.95100e-008,0.2933
4.95524e-008,0.2604
4.95948e-008,0.2140
4.96373e-008,0.2024
4.96797e-008,0.1973
4.97221e-008,0.1979
4.97645e-008,0.2098
4.98069e-008,0.2213
4.98494e-008,0.2220
4.98918e-008,0.2191
4.99342e-008,0.2177
4.99766e-008,0.2167
5.00191e-008,0.2172
5.00615e-008,0.2153
5.01039e-008,0.2112
5.01464e-008,0.2123
5.01888e-008,0.2189
5.02312e-008,0.2190
5.02736e-008,0.2172
5.03160e-008,0.2196
5.03585e-008,0.2166
5.04009e-008,0.2081
5.04433e-008,0.2082
5.04857e-008,0.2147
5.05282e-008,0.2163
5.05706e-008,0.2180
5.06130e-008,0.2204
5.06555e-008,0.2192
5.06979e-008,0.2158
5.07403e-008,0.2149
5.07827e-008,0.2155
5.08252e-008,0.2162
5.08676e-008,0.2165
5.09100e-008,0.2157
5.09524e-008,0.2155
5.09948e-008,0.2168
5.10373e-008,0.2172
5.10797e-008,0.2161
5.11221e-008,0.2165
5.11646e-008,0.2170
5.12070e-008,0.2152
5.12494e-008,0.2145
5.12918e-008,0.2166
5.13343e-008,0.2174
5.13767e-008,0.2166
5.14191e-008,0.2168
5.14615e-008,0.2168
5.15039e-008,0.2157
5.15464e-008,0.2154
5.15888e-008,0.2161
5.16312e-008,0.2165
5.16736e-008,0.2166
5.17161e-008,0.2164
5.17585e-008,0.2161
5.18009e-008,0.2163
5.18434e-008,0.2165
5.18858e-008,0.2162
5.19282e-008,0.2162
5.19706e-008,0.2166
5.20130e-008,0.2163
5.20555e-008,0.2158
5.20979e-008,0.2163
5.21403e-008,0.2168
5.21827e-008,0.2164
5.22252e-008,0.2162
5.22676e-008,0.2164
5.23100e-008,0.2163
5.23525e-008,0.2161
5.23949e-008,0.2163
5.24373e-008,0.2165
5.24797e-008,0.2165
5.25222e-008,0.2164
5.25646e-008,0.2163
5.26070e-008,0.2163
5.26494e-008,0.2164
5.26918e-008,0.2164
5.27343e-008,0.2163
5.27767e-008,0.2164
5.28191e-008,0.2164
5.28616e-008,0.2163
5.29040e-008,0.2163
5.29464e-008,0.2165
5.29888e-008,0.2165
5.30313e-008,0.2163
5.30737e-008,0.2164
5.31161e-008,0.2164
5.31585e-008,0.2163
5.32009e-008,0.2164
5.32434e-008,0.2165
5.32858e-008,0.2165
5.33282e-008,0.2164
5.33707e-008,0.2164
5.34131e-008,0.3002
5.34555e-008,0.4760
5.34979e-008,0.6585
5.35404e-008,0.8647
5.35828e-008,1.0053
5.36252e-008,1.0941
5.36676e-008,1.1362
5.37100e-008,1.1653
5.37525e-008,1.1802
5.37949e-008,1.1928
5.38373e-008,1.1987
5.38797e-008,1.2019
5.39222e-008,1.2090
5.39646e-008,1.2263
5.40070e-008,1.2375
5.40495e-008,1.2242
5.40919e-008,1.2094
5.41343e-008,1.1922
5.41767e-008,1.1805
5.42192e-008,1.1895
5.42616e-008,1.2244
5.43040e-008,1.2468
5.43464e-008,1.1400
5.43888e-008,0.8968
5.44313e-008,0.6981
5.44737e-008,0.5076
5.45161e-008,0.3812
5.45586e-008,0.3212
5.46010e-008,0.3038
5.46434e-008,0.2877
5.46858e-008,0.2786
5.47283e-008,0.2729
5.47707e-008,0.2721
5.48131e-008,0.2731
5.48555e-008,0.2624
5.48979e-008,0.2357
5.49404e-008,0.2264
5.49828e-008,0.2565
5.50252e-008,0.2787
5.50677e-008,0.2913
5.51101e-008,0.3042
5.51525e-008,0.2874
5.51949e-008,0.2342
5.52374e-008,0.1966
5.52798e-008,0.1916
5.53222e-008,0.1924
5.53646e-008,0.2051
5.54070e-008,0.2202
5.54495e-008,0.2261
5.54919e-008,0.2208
5.55343e-008,0.2176
5.55767e-008,0.2162
5.56192e-008,0.2177
5.56616e-008,0.2180
5.57040e-008,0.2133
5.57465e-008,0.2096
5.57889e-008,0.2147
5.58313e-008,0.2203
5.58737e-008,0.2192
5.59161e-008,0.2200
5.59586e-008,0.2201
5.60010e-008,0.2119
5.60434e-008,0.2052
5.60858e-008,0.2102
5.61283e-008,0.2162
5.61707e-008,0.2185
5.62131e-008,0.2212
5.62556e-008,0.2211
5.62980e-008,0.2174
5.63404e-008,0.2144
5.63828e-008,0.2148
5.64253e-008,0.2161
5.64677e-008,0.2173
5.65101e-008,0.2167
5.65525e-008,0.2154
5.65949e-008,0.2159
5.66374e-008,0.2175
5.66798e-008,0.2172
5.67222e-008,0.2166
5.67647e-008,0.2173
5.68071e-008,0.2164
5.68495e-008,0.2143
5.68919e-008,0.2153
5.69344e-008,0.2176
5.69768e-008,0.2176
5.70192e-008,0.2172
5.70616e-008,0.2172
5.71040e-008,0.2163
5.71465e-008,0.2153
5.71889e-008,0.2157
5.72313e-008,0.2166
5.72738e-008,0.2170
5.73162e-008,0.2169
5.73586e-008,0.2164
5.74010e-008,0.2162
5.74435e-008,0.2166
5.74859e-008,0.2167
5.75283e-008,0.2164
5.75707e-008,0.2166
5.76131e-008,0.2167
5.76556e-008,0.2161
5.76980e-008,0.2161
5.77404e-008,0.2168
5.77828e-008,0.2170
5.78253e-008,0.2165
5.78677e-008,0.2165
5.79101e-008,0.2165
5.79526e-008,0.2163
5.79950e-008,0.2163
5.80374e-008,0.2167
5.80798e-008,0.2168
5.81223e-008,0.2167
5.81647e-008,0.2165
5.82071e-008,0.2164
5.82495e-008,0.2165
5.82919e-008,0.2166
5.83344e-008,0.2166
5.83768e-008,0.2166
5.84192e-008,0.2166
5.84617e-008,0.2165
5.85041e-008,0.2164
5.85465e-008,0.2166
5.85889e-008,0.2167
5.86314e-008,0.2166
5.86738e-008,0.2165
5.87162e-008,0.2166
5.87586e-008,0.2165
5.88010e-008,0.2165
5.88435e-008,0.2166
5.88859e-008,0.2167
5.89283e-008,0.2166
5.89708e-008,0.2165
5.90132e-008,0.2298
5.90556e-008,0.3707
5.90980e-008,0.5468
5.91405e-008,0.7543
5.91829e-008,0.9294
5.92253e-008,1.0491
5.92677e-008,1.1153
5.93101e-008,1.1488
5.93526e-008,1.1751
5.93950e-008,1.1851
5.94374e-008,1.1961
5.94798e-008,1.2003
5.95223e-008,1.2042
5.95647e-008,1.2155
5.96071e-008,1.2339
5.96496e-008,1.2338
5.96920e-008,1.2174
5.97344e-008,1.2033
5.97768e-008,1.1857
5.98192e-008,1.1814
5.98617e-008,1.2021
5.99041e-008,1.2400
5.99465e-008,1.2627
5.99889e-008,1.2776
6.00314e-008,1.2763
6.00738e-008,1.2657
6.01162e-008,1.2563
6.01586e-008,1.2539
6.02011e-008,1.2567
6.02435e-008,1.2593
6.02859e-008,1.2613
6.03283e-008,1.2607
6.03708e-008,1.2616
6.04132e-008,1.2647
6.04556e-008,1.2663
6.04981e-008,1.2629
6.05405e-008,1.2608
6.05829e-008,1.2598
6.06253e-008,1.2587
6.06678e-008,1.2616
6.07102e-008,1.2677
6.07526e-008,1.2697
6.07950e-008,1.2668
6.08375e-008,1.2639
6.08799e-008,1.2456
6.09223e-008,1.0779
6.09647e-008,0.8586
6.10071e-008,0.6802
6.10496e-008,0.5097
6.10920e-008,0.3872
6.11344e-008,0.3268
6.11768e-008,0.3061
6.12193e-008,0.2858
6.12617e-008,0.2811
6.13041e-008,0.2750
6.13465e-008,0.2707
6.13890e-008,0.2679
6.14314e-008,0.2557
6.14738e-008,0.2337
6.15163e-008,0.2377
6.15587e-008,0.2683
6.16011e-008,0.2787
6.16435e-008,0.2873
6.16860e-008,0.2959
6.17284e-008,0.2738
6.17708e-008,0.2242
6.18132e-008,0.2031
6.18557e-008,0.1991
6.18981e-008,0.1968
6.19405e-008,0.2066
6.19829e-008,0.2195
6.20254e-008,0.2232
6.20678e-008,0.2196
6.21102e-008,0.2186
6.21526e-008,0.2170
6.21950e-008,0.2174
6.22375e-008,0.2166
6.22799e-008,0.2125
6.23223e-008,0.2112
6.23647e-008,0.2176
6.24072e-008,0.2201
6.24496e-008,0.2175
6.24920e-008,0.2193
6.25344e-008,0.2187
6.25769e-008,0.2104
6.26193e-008,0.2071
6.26617e-008,0.2134
6.27042e-008,0.2165
6.27466e-008,0.2177
6.27890e-008,0.2204
6.28314e-008,0.2201
6.28739e-008,0.2168
6.29163e-008,0.2151
6.29587e-008,0.2156
6.30011e-008,0.2162
6.30436e-008,0.2168
6.30860e-008,0.2163
6.31284e-008,0.2156
6.31708e-008,0.2166
6.32132e-008,0.2177
6.32557e-008,0.2166
6.32981e-008,0.2164
6.33405e-008,0.2173
6.33829e-008,0.2160
6.34254e-008,0.2145
6.34678e-008,0.2162
6.35102e-008,0.2177
6.35526e-008,0.2171
6.35951e-008,0.2169
6.36375e-008,0.2172
6.36799e-008,0.2162
6.37224e-008,0.2897
6.37648e-008,0.4631
6.38072e-008,0.6421
6.38496e-008,0.8529
6.38921e-008,0.9971
6.39345e-008,1.0890
6.39769e-008,1.1338
6.40193e-008,1.1635
6.40618e-008,1.1798
6.41042e-008,1.1919
6.41466e-008,1.1987
6.41890e-008,1.2019
6.42315e-008,1.2079
6.42739e-008,1.2247
6.43163e-008,1.2379
6.43587e-008,1.2258
6.44011e-008,1.2104
6.44436e-008,1.1938
6.44860e-008,1.1810
6.45284e-008,1.1879
6.45708e-008,1.2214
6.46133e-008,1.2539
6.46557e-008,1.2713
6.46981e-008,1.2793
6.47405e-008,1.2709
6.47830e-008,1.2603
6.48254e-008,1.2538
6.48678e-008,1.2555
6.49103e-008,1.2576
6.49527e-008,1.2608
6.49951e-008,1.2610
6.50375e-008,1.2608
6.50800e-008,1.2629
6.51224e-008,1.2662
6.51648e-008,1.2649
6.52072e-008,1.2613
6.52497e-008,1.2603
6.52921e-008,1.2591
6.53345e-008,1.2594
6.53769e-008,1.2645
6.54193e-008,1.2696
6.54618e-008,1.2684
6.55042e-008,1.2653
6.55466e-008,1.2598
6.55890e-008,1.1804
6.56315e-008,0.9551
6.56739e-008,0.7730
6.57163e-008,0.5863
6.57587e-008,0.4390
6.58012e-008,0.3500
6.58436e-008,0.3162
6.58860e-008,0.2952
6.59284e-008,0.2823
6.59709e-008,0.2775
6.60133e-008,0.2726
6.60557e-008,0.2695
6.60982e-008,0.2638
6.61406e-008,0.2441
6.61830e-008,0.2299
6.62254e-008,0.2537
6.62679e-008,0.2762
6.63103e-008,0.2816
6.63527e-008,0.2936
6.63951e-008,0.2898
6.64376e-008,0.2485
6.64800e-008,0.2082
6.65224e-008,0.2438
6.65648e-008,0.4225
6.66072e-008,0.6153
6.66497e-008,0.8481
6.66921e-008,1.0061
6.67345e-008,1.0972
6.67769e-008,1.1384
6.68194e-008,1.1628
6.68618e-008,1.1821
6.69042e-008,1.1919
6.69466e-008,1.1971
6.69891e-008,1.1958
6.70315e-008,1.2035
6.70739e-008,1.2253
6.71164e-008,1.2426
6.71588e-008,1.2321
6.72012e-008,1.2133
6.72436e-008,1.1924
6.72861e-008,1.1702
6.73285e-008,1.1768
6.73709e-008,1.2147
6.74133e-008,1.2559
6.74558e-008,1.2755
6.74982e-008,1.2853
6.75406e-008,1.2743
6.75830e-008,1.2593
6.76255e-008,1.2513
6.76679e-008,1.2534
6.77103e-008,1.2578
6.77527e-008,1.2609
6.77951e-008,1.2606
6.78376e-008,1.2598
6.78800e-008,1.2631
6.79224e-008,1.2668
6.79648e-008,1.2658
6.80073e-008,1.2617
6.80497e-008,1.2600
6.80921e-008,1.2575
6.81345e-008,1.2575
6.81770e-008,1.2642
6.82194e-008,1.2709
6.82618e-008,1.2700
6.83043e-008,1.2659
6.83467e-008,1.2620
6.83891e-008,1.2266
6.84315e-008,1.0236
6.84740e-008,0.8229
6.85164e-008,0.6395
6.85588e-008,0.4788
6.86012e-008,0.3688
6.86437e-008,0.3210
6.86861e-008,0.3015
6.87285e-008,0.2837
6.87709e-008,0.2797
6.88133e-008,0.2737
6.88558e-008,0.2699
6.88982e-008,0.2662
6.89406e-008,0.2505
6.89830e-008,0.2309
6.90255e-008,0.2446
6.90679e-008,0.2726
6.91103e-008,0.2791
6.91527e-008,0.2898
6.91952e-008,0.2941
6.92376e-008,0.2634
6.92800e-008,0.2160
6.93225e-008,0.2128
6.93649e-008,0.3623
6.94073e-008,0.5597
6.94497e-008,0.7819
6.94922e-008,0.9666
6.95346e-008,1.0763
6.95770e-008,1.1309
6.96194e-008,1.1560
6.96619e-008,1.1787
6.97043e-008,1.1877
6.97467e-008,1.1966
6.97891e-008,1.1959
6.98316e-008,1.1997
6.98740e-008,1.2182
6.99164e-008,1.2396
6.99588e-008,1.2374
7.00012e-008,1.2182
7.00437e-008,1.1997
7.00861e-008,1.1745
7.01285e-008,1.1713
7.01709e-008,1.2012
7.02134e-008,1.2459
7.02558e-008,1.2706
7.02982e-008,1.2843
7.03406e-008,1.2789
7.03831e-008,1.2631
7.04255e-008,1.2526
7.04679e-008,1.2518
7.05104e-008,1.2568
7.05528e-008,1.2600
7.05952e-008,1.2611
7.06376e-008,1.2596
7.06801e-008,1.2617
7.07225e-008,1.2659
7.07649e-008,1.2667
7.08073e-008,1.2626
7.08498e-008,1.2604
7.08922e-008,1.2583
7.09346e-008,1.2567
7.09770e-008,1.2618
7.10194e-008,1.2695
7.10619e-008,1.2709
7.11043e-008,1.2669
7.11467e-008,1.2633
7.11891e-008,1.2465
7.12316e-008,1.0939
7.12740e-008,0.8719
7.13164e-008,0.6960
7.13588e-008,0.5218
7.14013e-008,0.3942
7.14437e-008,0.3288
7.14861e-008,0.3070
7.15286e-008,0.2869
7.15710e-008,0.2814
7.16134e-008,0.2749
7.16558e-008,0.2707
7.16983e-008,0.2680
7.17407e-008,0.2566
7.17831e-008,0.2349
7.18255e-008,0.2363
7.18680e-008,0.2665
7.19104e-008,0.2779
7.19528e-008,0.2858
7.19952e-008,0.2955
7.20377e-008,0.2764
7.20801e-008,0.2275
7.21225e-008,0.2038
7.21649e-008,0.3079
7.22073e-008,0.5040
7.22498e-008,0.7094
7.22922e-008,0.9216
7.23346e-008,1.0505
7.23770e-008,1.1196
7.24195e-008,1.1494
7.24619e-008,1.1725
7.25043e-008,1.1846
7.25467e-008,1.1955
7.25892e-008,1.1963
7.26316e-008,1.1970
7.26740e-008,1.2114
7.27165e-008,1.2344
7.27589e-008,1.2412
7.28013e-008,1.2237
7.28437e-008,1.2059
7.28862e-008,1.1811
7.29286e-008,1.1687
7.29710e-008,1.1892
7.30134e-008,1.2337
7.30559e-008,1.2654
7.30983e-008,1.2813
7.31407e-008,1.2827
7.31831e-008,1.2674
7.32256e-008,1.2548
7.32680e-008,1.2508
7.33104e-008,1.2555
7.33528e-008,1.2590
7.33952e-008,1.2612
7.34377e-008,1.2598
7.34801e-008,1.2607
7.35225e-008,1.2648
7.35649e-008,1.2671
7.36074e-008,1.2638
7.36498e-008,1.2607
7.36922e-008,1.2590
7.37346e-008,1.2566
7.37771e-008,1.2596
7.38195e-008,1.2675
7.38619e-008,1.2714
7.39044e-008,1.2681
7.39468e-008,1.2644
7.39892e-008,1.2599
7.40316e-008,1.2567
7.40741e-008,1.2580
7.41165e-008,1.2616
7.41589e-008,1.2640
7.42013e-008,1.2640
7.42438e-008,1.2628
7.42862e-008,1.2616
7.43286e-008,1.2621
7.43710e-008,1.2629
7.44134e-008,1.2626
7.44559e-008,1.2618
7.44983e-008,1.2618
7.45407e-008,1.2615
7.45831e-008,1.2615
7.46256e-008,1.2630
7.46680e-008,1.2641
7.47104e-008,1.2630
7.47528e-008,1.2617
7.47953e-008,1.2613
7.48377e-008,1.2611
7.48801e-008,1.2615
7.49226e-008,1.2603
7.49650e-008,1.1812
7.50074e-008,0.9538
7.50498e-008,0.7686
7.50923e-008,0.5788
7.51347e-008,0.4328
7.51771e-008,0.3469
7.52195e-008,0.3156
7.52620e-008,0.2948
7.53044e-008,0.2816
7.53468e-008,0.2765
7.53892e-008,0.2723
7.54317e-008,0.2697
7.54741e-008,0.2641
7.55165e-008,0.2442
7.55589e-008,0.2292
7.56013e-008,0.2525
7.56438e-008,0.2751
7.56862e-008,0.2819
7.57286e-008,0.2945
7.57710e-008,0.2902
7.58135e-008,0.2478
7.58559e-008,0.2070
7.58983e-008,0.2448
7.59407e-008,0.4254
7.59832e-008,0.6192
7.60256e-008,0.8527
7.60680e-008,1.0090
7.61105e-008,1.0983
7.61529e-008,1.1383
7.61953e-008,1.1628
7.62377e-008,1.1820
7.62802e-008,1.1920
7.63226e-008,1.1971
7.63650e-008,1.1956
7.64074e-008,1.2032
7.64499e-008,1.2252
7.64923e-008,1.2427
7.65347e-008,1.2318
7.65771e-008,1.2129
7.66195e-008,1.1916
7.66620e-008,1.1696
7.67044e-008,1.1766
7.67468e-008,1.2152
7.67892e-008,1.2565
7.68317e-008,1.2759
7.68741e-008,1.2852
7.69165e-008,1.2737
7.69589e-008,1.2586
7.70014e-008,1.2509
7.70438e-008,1.2533
7.70862e-008,1.2577
7.71287e-008,1.2609
7.71711e-008,1.2604
7.72135e-008,1.2596
7.72559e-008,1.2629
7.72984e-008,1.2667
7.73408e-008,1.2656
7.73832e-008,1.2615
7.74256e-008,1.2598
7.74681e-008,1.2572
7.75105e-008,1.2573
7.75529e-008,1.2642
7.75953e-008,1.2709
7.76378e-008,1.2699
7.76802e-008,1.2657
7.77226e-008,1.2617
7.77650e-008,1.2237
7.78074e-008,1.0178
7.78499e-008,0.8190
7.78923e-008,0.6352
7.79347e-008,0.4755
7.79771e-008,0.3669
7.80196e-008,0.3204
7.80620e-008,0.3009
7.81044e-008,0.2833
7.81468e-008,0.2794
7.81893e-008,0.2735
7.82317e-008,0.2697
7.82741e-008,0.2659
7.83166e-008,0.2498
7.83590e-008,0.2305
7.84014e-008,0.2452
7.84438e-008,0.2728
7.84863e-008,0.2790
7.85287e-008,0.2899
7.85711e-008,0.2937
7.86135e-008,0.2621
7.86560e-008,0.2152
7.86984e-008,0.2026
7.87408e-008,0.1976
7.87832e-008,0.1978
7.88257e-008,0.2094
7.88681e-008,0.2211
7.89105e-008,0.2222
7.89529e-008,0.2192
7.89953e-008,0.2179
7.90378e-008,0.2167
7.90802e-008,0.2172
7.91226e-008,0.2154
7.91650e-008,0.2113
7.92075e-008,0.2121
7.92499e-008,0.2188
7.92923e-008,0.2192
7.93347e-008,0.2172
7.93772e-008,0.2196
7.94196e-008,0.2169
7.94620e-008,0.2084
7.95045e-008,0.2081
7.95469e-008,0.2146
7.95893e-008,0.2164
7.96317e-008,0.2180
7.96742e-008,0.2204
7.97166e-008,0.2193
7.97590e-008,0.2160
7.98014e-008,0.2150
7.98439e-008,0.2155
7.98863e-008,0.2162
7.99287e-008,0.2166
7.99711e-008,0.2158
8.00135e-008,0.2155
8.00560e-008,0.2168
8.00984e-008,0.2173
8.01408e-008,0.2162
8.01832e-008,0.2165
8.02257e-008,0.2171
8.02681e-008,0.2153
8.03105e-008,0.2145
8.03529e-008,0.2166
8.03954e-008,0.2175
8.04378e-008,0.2167
8.04802e-008,0.2169
8.05227e-008,0.2169
8.05651e-008,0.2158
8.06075e-008,0.2154
8.06499e-008,0.2161
8.06924e-008,0.2166
8.07348e-008,0.2167
8.07772e-008,0.2164
8.08196e-008,0.2162
8.08621e-008,0.2164
8.09045e-008,0.2166
8.09469e-008,0.2163
8.09893e-008,0.2162
8.10318e-008,0.2166
8.10742e-008,0.2164
8.11166e-008,0.2159
8.11590e-008,0.2163
8.12014e-008,0.2168
8.12439e-008,0.2165
8.12863e-008,0.2163
8.13287e-008,0.2165
8.13711e-008,0.2163
8.14136e-008,0.2161
8.14560e-008,0.2163
8.14984e-008,0.2166
8.15408e-008,0.3107
8.15833e-008,0.4877
8.16257e-008,0.6737
8.16681e-008,0.8755
8.17106e-008,1.0127
8.17530e-008,1.0981
8.17954e-008,1.1384
8.18378e-008,1.1672
8.18803e-008,1.1808
8.19227e-008,1.1932
8.19651e-008,1.1989
8.20075e-008,1.2023
8.20500e-008,1.2100
8.20924e-008,1.2276
8.21348e-008,1.2371
8.21772e-008,1.2230
8.22196e-008,1.2084
8.22621e-008,1.1910
8.23045e-008,1.1805
8.23469e-008,1.1913
8.23893e-008,1.2270
8.24318e-008,1.2459
8.24742e-008,1.1261
8.25166e-008,0.8821
8.25590e-008,0.6845
8.26015e-008,0.4976
8.26439e-008,0.3755
8.26863e-008,0.3189
8.27288e-008,0.3028
8.27712e-008,0.2865
8.28136e-008,0.2784
8.28560e-008,0.2727
8.28985e-008,0.2722
8.29409e-008,0.2729
8.29833e-008,0.2610
8.30257e-008,0.2340
8.30682e-008,0.2274
8.31106e-008,0.2588
8.31530e-008,0.2795
8.31954e-008,0.2924
8.32379e-008,0.3043
8.32803e-008,0.2847
8.33227e-008,0.2305
8.33651e-008,0.1958
8.34075e-008,0.2706
8.34500e-008,0.4691
8.34924e-008,0.6729
8.35348e-008,0.8990
8.35772e-008,1.0363
8.36197e-008,1.1109
8.36621e-008,1.1430
8.37045e-008,1.1672
8.37469e-008,1.1841
8.37894e-008,1.1953
8.38318e-008,1.1961
8.38742e-008,1.1950
8.39167e-008,1.2072
8.39591e-008,1.2311
8.40015e-008,1.2443
8.40439e-008,1.2290
8.40864e-008,1.2089
8.41288e-008,1.1841
8.41712e-008,1.1671
8.42136e-008,1.1825
8.42561e-008,1.2265
8.42985e-008,1.2643
8.43409e-008,1.2809
8.43833e-008,1.2844
8.44257e-008,1.2693
8.44682e-008,1.2555
8.45106e-008,1.2503
8.45530e-008,1.2551
8.45954e-008,1.2592
8.46379e-008,1.2615
8.46803e-008,1.2599
8.47227e-008,1.2600
8.47651e-008,1.2641
8.48076e-008,1.2675
8.48500e-008,1.2652
8.48924e-008,1.2612
8.49349e-008,1.2591
8.49773e-008,1.2567
8.50197e-008,1.2586
8.50621e-008,1.2664
8.51046e-008,1.2719
8.51470e-008,1.2694
8.51894e-008,1.2650
8.52318e-008,1.2592
8.52743e-008,1.1885
8.53167e-008,0.9667
8.53591e-008,0.7837
8.54015e-008,0.5970
8.54440e-008,0.4464
8.54864e-008,0.3526
8.55288e-008,0.3166
8.55712e-008,0.2964
8.56136e-008,0.2827
8.56561e-008,0.2779
8.56985e-008,0.2727
8.57409e-008,0.2694
8.57833e-008,0.2639
8.58258e-008,0.2450
8.58682e-008,0.2302
8.59106e-008,0.2525
8.59530e-008,0.2756
8.59955e-008,0.2806
8.60379e-008,0.2926
8.60803e-008,0.2905
8.61228e-008,0.2512
8.61652e-008,0.2096
8.62076e-008,0.2022
8.62500e-008,0.1967
8.62925e-008,0.1997
8.63349e-008,0.2125
8.63773e-008,0.2226
8.64197e-008,0.2215
8.64622e-008,0.2192
8.65046e-008,0.2176
8.65470e-008,0.2169
8.65894e-008,0.2173
8.66319e-008,0.2147
8.66743e-008,0.2109
8.67167e-008,0.2137
8.67591e-008,0.2198
8.68015e-008,0.2186
8.68440e-008,0.2176
8.68864e-008,0.2199
8.69288e-008,0.2153
8.69712e-008,0.2073
8.70137e-008,0.2096
8.70561e-008,0.2156
8.70985e-008,0.2166
8.71409e-008,0.2362
8.71834e-008,0.3856
8.72258e-008,0.5572
8.72682e-008,0.7645
8.73107e-008,0.9351
8.73531e-008,1.0528
8.73955e-008,1.1169
8.74379e-008,1.1504
8.74804e-008,1.1751
8.75228e-008,1.1851
8.75652e-008,1.1971
8.76076e-008,1.2011
8.76501e-008,1.2041
8.76925e-008,1.2167
8.77349e-008,1.2351
8.77773e-008,1.2312
8.78197e-008,1.2148
8.78622e-008,1.2030
8.79046e-008,1.1859
8.79470e-008,1.1819
8.79894e-008,1.2044
8.80319e-008,1.2419
8.80743e-008,1.2287
8.81167e-008,1.0255
8.81591e-008,0.8000
8.82016e-008,0.5994
8.82440e-008,0.4401
8.82864e-008,0.3447
8.83289e-008,0.3093
8.83713e-008,0.2972
8.84137e-008,0.2810
8.84561e-008,0.2762
8.84986e-008,0.2720
8.85410e-008,0.2728
8.85834e-008,0.2701
8.86258e-008,0.2498
8.86683e-008,0.2261
8.87107e-008,0.2387
8.87531e-008,0.2703
8.87955e-008,0.2837
8.88380e-008,0.2991
8.88804e-008,0.3012
8.89228e-008,0.2642
8.89652e-008,0.2105
8.90076e-008,0.1987
8.90501e-008,0.3448
8.90925e-008,0.5518
8.91349e-008,0.7756
8.91773e-008,0.9639
8.92198e-008,1.0734
8.92622e-008,1.1282
8.93046e-008,1.1528
8.93470e-008,1.1774
8.93895e-008,1.1880
8.94319e-008,1.1967
8.94743e-008,1.1949
8.95168e-008,1.1982
8.95592e-008,1.2165
8.96016e-008,1.2397
8.96440e-008,1.2404
8.96865e-008,1.2202
8.97289e-008,1.1998
8.97713e-008,1.1738
8.98137e-008,1.1693
8.98562e-008,1.1983
8.98986e-008,1.2453
8.99410e-008,1.2532
8.99834e-008,1.0837
9.00258e-008,0.8356
9.00683e-008,0.6309
9.01107e-008,0.4590
9.01531e-008,0.3551
9.01955e-008,0.3131
9.02380e-008,0.3015
9.02804e-008,0.2828
9.03228e-008,0.2761
9.03652e-008,0.2724
9.04077e-008,0.2741
9.04501e-008,0.2729
9.04925e-008,0.2555
9.05350e-008,0.2282
9.05774e-008,0.2301
9.06198e-008,0.2637
9.06622e-008,0.2830
9.07047e-008,0.2989
9.07471e-008,0.3054
